ubicageo_f,rnspni1,anios_a,nombre1
7097,2,NA,NO APLICA
7098,2,NA,NO APLICA
7099,2,NA,NO APLICA
7100,2,NA,NO APLICA
7101,2,NA,NO APLICA
7102,2,NA,NO APLICA
7103,2,NA,NO APLICA
7104,2,NA,NO APLICA
7105,3,NA,NO APLICA
7106,2,NA,NO APLICA
7107,3,NA,NO APLICA
7108,2,NA,NO APLICA
7109,3,NA,NO APLICA
7110,2,NA,NO APLICA
7111,3,NA,NO APLICA
7112,2,NA,NO APLICA
7113,2,NA,NO APLICA
7114,2,NA,NO APLICA
7115,2,NA,NO APLICA
7116,3,NA,NO APLICA
7117,3,NA,NO APLICA
7118,2,NA,NO APLICA
7119,3,NA,NO APLICA
7120,3,NA,NO APLICA
7121,2,NA,NO APLICA
7122,3,NA,NO APLICA
7123,2,NA,NO APLICA
7124,2,NA,NO APLICA
7125,2,NA,NO APLICA
8001,3,NA,NO APLICA
8002,3,NA,NO APLICA
8003,3,NA,NO APLICA
8004,3,NA,NO APLICA
8005,2,NA,NO APLICA
8006,3,NA,NO APLICA
8007,2,NA,NO APLICA
8008,2,NA,NO APLICA
8009,3,NA,NO APLICA
8010,2,NA,NO APLICA
8011,3,NA,NO APLICA
8012,3,NA,NO APLICA
8013,3,NA,NO APLICA
8014,3,NA,NO APLICA
8015,2,NA,NO APLICA
8016,3,NA,NO APLICA
8017,2,NA,NO APLICA
8018,2,NA,NO APLICA
8019,1,2018,POLICIA CIBERNETICA
8020,2,NA,NO APLICA
8021,2,NA,NO APLICA
8022,3,NA,NO APLICA
8023,2,NA,NO APLICA
8024,2,NA,NO APLICA
8025,3,NA,NO APLICA
8026,3,NA,NO APLICA
8027,3,NA,NO APLICA
8028,3,NA,NO APLICA
8029,3,NA,NO APLICA
8030,3,NA,NO APLICA
8031,3,NA,NO APLICA
8032,3,NA,NO APLICA
8033,2,NA,NO APLICA
8034,3,NA,NO APLICA
8035,3,NA,NO APLICA
8036,3,NA,NO APLICA
8037,1,2011,UNIDAD DE ANALISIS
8038,2,NA,NO APLICA
8039,3,NA,NO APLICA
8040,3,NA,NO APLICA
8041,2,NA,NO APLICA
8042,3,NA,NO APLICA
8043,3,NA,NO APLICA
8044,2,NA,NO APLICA
8045,3,NA,NO APLICA
8046,3,NA,NO APLICA
8047,3,NA,NO APLICA
8048,3,NA,NO APLICA
8049,2,NA,NO APLICA
8050,3,NA,NO APLICA
8051,3,NA,NO APLICA
8052,2,NA,NO APLICA
8053,2,NA,NO APLICA
8054,3,NA,NO APLICA
8055,3,NA,NO APLICA
8056,3,NA,NO APLICA
8057,3,NA,NO APLICA
8058,3,NA,NO APLICA
8059,3,NA,NO APLICA
8060,3,NA,NO APLICA
8061,2,NA,NO APLICA
8062,2,NA,NO APLICA
8063,2,NA,NO APLICA
8064,2,NA,NO APLICA
8065,3,NA,NO APLICA
8066,3,NA,NO APLICA
8067,2,NA,NO APLICA
9002,0,NA,NO APLICA
9003,0,NA,NO APLICA
9004,0,NA,NO APLICA
9005,0,NA,NO APLICA
9006,0,NA,NO APLICA
9007,0,NA,NO APLICA
9008,0,NA,NO APLICA
9009,0,NA,NO APLICA
9010,0,NA,NO APLICA
9011,0,NA,NO APLICA
9012,0,NA,NO APLICA
9013,0,NA,NO APLICA
9014,0,NA,NO APLICA
9015,0,NA,NO APLICA
9016,0,NA,NO APLICA
9017,0,NA,NO APLICA
10001,2,NA,NO APLICA
10002,2,NA,NO APLICA
10003,2,NA,NO APLICA
10004,2,NA,NO APLICA
10005,3,NA,NO APLICA
10006,3,NA,NO APLICA
10007,3,NA,NO APLICA
10008,3,NA,NO APLICA
10009,2,NA,NO APLICA
10010,2,NA,NO APLICA
10011,2,NA,NO APLICA
10012,3,NA,NO APLICA
10013,2,NA,NO APLICA
10014,2,NA,NO APLICA
10015,2,NA,NO APLICA
10016,2,NA,NO APLICA
10017,2,NA,NO APLICA
10018,2,NA,NO APLICA
10019,2,NA,NO APLICA
10020,3,NA,NO APLICA
10021,2,NA,NO APLICA
10022,3,NA,NO APLICA
10023,3,NA,NO APLICA
10024,2,NA,NO APLICA
10025,2,NA,NO APLICA
10026,3,NA,NO APLICA
10027,3,NA,NO APLICA
10028,2,NA,NO APLICA
10029,2,NA,NO APLICA
10030,3,NA,NO APLICA
10031,3,NA,NO APLICA
10032,2,NA,NO APLICA
10033,2,NA,NO APLICA
10034,2,NA,NO APLICA
10035,3,NA,NO APLICA
10036,3,NA,NO APLICA
10037,2,NA,NO APLICA
10038,3,NA,NO APLICA
10039,2,NA,NO APLICA
11001,2,NA,NO APLICA
11002,2,NA,NO APLICA
11003,3,NA,NO APLICA
11004,2,NA,NO APLICA
11005,2,NA,NO APLICA
11006,3,NA,NO APLICA
11007,2,NA,NO APLICA
11008,9,NSS,NO IDENTIFICADO
11009,3,NA,NO APLICA
11010,9,NSS,NO IDENTIFICADO
11011,3,NA,NO APLICA
11012,3,NA,NO APLICA
11013,3,NA,NO APLICA
11014,3,NA,NO APLICA
11015,2,NA,NO APLICA
11016,3,NA,NO APLICA
11017,3,NA,NO APLICA
11018,3,NA,NO APLICA
11019,3,NA,NO APLICA
11020,2,NA,NO APLICA
11021,3,NA,NO APLICA
11022,2,NA,NO APLICA
11023,3,NA,NO APLICA
11024,3,NA,NO APLICA
11025,3,NA,NO APLICA
11026,3,NA,NO APLICA
11027,3,NA,NO APLICA
11028,2,NA,NO APLICA
11029,3,NA,NO APLICA
11030,2,NA,NO APLICA
11031,3,NA,NO APLICA
11032,2,NA,NO APLICA
11033,3,NA,NO APLICA
11034,3,NA,NO APLICA
11035,2,NA,NO APLICA
11036,2,NA,NO APLICA
11037,2,NA,NO APLICA
11038,9,NSS,NO IDENTIFICADO
11039,2,NA,NO APLICA
11040,3,NA,NO APLICA
11041,9,NSS,NO IDENTIFICADO
11042,2,NA,NO APLICA
11043,2,NA,NO APLICA
11044,3,NA,NO APLICA
11045,9,NSS,NO IDENTIFICADO
11046,2,NA,NO APLICA
12001,2,NA,NO APLICA
12002,3,NA,NO APLICA
12003,2,NA,NO APLICA
12004,3,NA,NO APLICA
12005,3,NA,NO APLICA
12006,3,NA,NO APLICA
12007,3,NA,NO APLICA
12008,3,NA,NO APLICA
12009,3,NA,NO APLICA
12010,2,NA,NO APLICA
12011,2,NA,NO APLICA
12012,2,NA,NO APLICA
12013,3,NA,NO APLICA
12014,3,NA,NO APLICA
12015,2,NA,NO APLICA
12016,3,NA,NO APLICA
12017,3,NA,NO APLICA
12018,3,NA,NO APLICA
12019,3,NA,NO APLICA
12020,2,NA,NO APLICA
12021,3,NA,NO APLICA
12022,3,NA,NO APLICA
12023,2,NA,NO APLICA
12024,3,NA,NO APLICA
12025,2,NA,NO APLICA
12026,3,NA,NO APLICA
12027,3,NA,NO APLICA
12028,2,NA,NO APLICA
12029,2,NA,NO APLICA
12030,3,NA,NO APLICA
12031,3,NA,NO APLICA
12032,3,NA,NO APLICA
12033,3,NA,NO APLICA
12034,3,NA,NO APLICA
12035,2,NA,NO APLICA
12036,2,NA,NO APLICA
12037,3,NA,NO APLICA
12038,3,NA,NO APLICA
12039,2,NA,NO APLICA
12040,2,NA,NO APLICA
12041,3,NA,NO APLICA
12042,3,NA,NO APLICA
12043,3,NA,NO APLICA
12044,3,NA,NO APLICA
12045,3,NA,NO APLICA
12046,2,NA,NO APLICA
12047,3,NA,NO APLICA
12048,3,NA,NO APLICA
12049,2,NA,NO APLICA
12050,3,NA,NO APLICA
12051,3,NA,NO APLICA
12052,3,NA,NO APLICA
12053,2,NA,NO APLICA
12054,2,NA,NO APLICA
12055,3,NA,NO APLICA
12056,3,NA,NO APLICA
12057,3,NA,NO APLICA
12058,3,NA,NO APLICA
12059,3,NA,NO APLICA
12060,3,NA,NO APLICA
12061,3,NA,NO APLICA
12062,3,NA,NO APLICA
12063,3,NA,NO APLICA
12064,3,NA,NO APLICA
12065,3,NA,NO APLICA
12066,3,NA,NO APLICA
12067,3,NA,NO APLICA
12068,3,NA,NO APLICA
12069,3,NA,NO APLICA
12070,3,NA,NO APLICA
12071,2,NA,NO APLICA
12072,3,NA,NO APLICA
12073,3,NA,NO APLICA
12074,2,NA,NO APLICA
12075,2,NA,NO APLICA
12076,3,NA,NO APLICA
12077,3,NA,NO APLICA
12078,3,NA,NO APLICA
12079,3,NA,NO APLICA
12080,3,NA,NO APLICA
12081,3,NA,NO APLICA
12082,0,NA,NO APLICA
12083,0,NA,NO APLICA
12084,0,NA,NO APLICA
12085,0,NA,NO APLICA
13001,3,NA,NO APLICA
13002,3,NA,NO APLICA
13003,3,NA,NO APLICA
13004,2,NA,NO APLICA
13005,3,NA,NO APLICA
13006,2,NA,NO APLICA
13007,2,NA,NO APLICA
13008,2,NA,NO APLICA
13009,2,NA,NO APLICA
13010,2,NA,NO APLICA
13011,3,NA,NO APLICA
13012,3,NA,NO APLICA
13013,3,NA,NO APLICA
13014,2,NA,NO APLICA
13015,3,NA,NO APLICA
13016,3,NA,NO APLICA
13017,3,NA,NO APLICA
13018,2,NA,NO APLICA
13019,3,NA,NO APLICA
13020,3,NA,NO APLICA
13021,2,NA,NO APLICA
13022,2,NA,NO APLICA
13023,3,NA,NO APLICA
13024,3,NA,NO APLICA
13025,3,NA,NO APLICA
13026,3,NA,NO APLICA
13027,2,NA,NO APLICA
13028,3,NA,NO APLICA
13029,2,NA,NO APLICA
13030,2,NA,NO APLICA
13031,3,NA,NO APLICA
