ubicageo_f,gradorga_b,sexostt,sexos1,sexos2
11038,23,NSS,NSS,NSS
11038,31,NSS,NSS,NSS
11038,32,NSS,NSS,NSS
11038,33,NSS,NSS,NSS
11038,41,NSS,NSS,NSS
11038,42,NSS,NSS,NSS
11038,43,NSS,NSS,NSS
11038,44,NSS,NSS,NSS
11038,50,NSS,NSS,NSS
11038,60,NSS,NSS,NSS
11038,70,NSS,NSS,NSS
11039,11,NSS,NSS,NSS
11039,12,NSS,NSS,NSS
11039,13,NSS,NSS,NSS
11039,21,NSS,NSS,NSS
11039,22,NSS,NSS,NSS
11039,23,NSS,NSS,NSS
11039,31,NSS,NSS,NSS
11039,32,NSS,NSS,NSS
11039,33,NSS,NSS,NSS
11039,41,NSS,NSS,NSS
11039,42,NSS,NSS,NSS
11039,43,NSS,NSS,NSS
11039,44,NSS,NSS,NSS
11039,50,NSS,NSS,NSS
11039,60,NSS,NSS,NSS
11039,70,NSS,NSS,NSS
11040,11,NA,NA,NA
11040,12,NA,NA,NA
11040,13,NA,NA,NA
11040,21,NA,NA,NA
11040,22,NA,NA,NA
11040,23,NA,NA,NA
11040,31,NA,NA,NA
11040,32,NA,NA,NA
11040,33,NA,NA,NA
11040,41,NA,NA,NA
11040,42,NA,NA,NA
11040,43,NA,NA,NA
11040,44,NA,NA,NA
11040,50,NA,NA,NA
11040,60,NA,NA,NA
11040,70,NA,NA,NA
11041,11,0,0,0
11041,12,0,0,0
11041,13,0,0,0
11041,21,0,0,0
11041,22,0,0,0
11041,23,0,0,0
11041,31,0,0,0
11041,32,0,0,0
11041,33,0,0,0
11041,41,0,0,0
11041,42,1,1,0
11041,43,0,0,0
11041,44,2,1,1
11041,50,0,0,0
11041,60,1,0,1
11041,70,0,0,0
11042,11,0,0,0
11042,12,0,0,0
11042,13,0,0,0
11042,21,0,0,0
11042,22,0,0,0
11042,23,0,0,0
11042,31,0,0,0
11042,32,0,0,0
11042,33,0,0,0
11042,41,0,0,0
11042,42,0,0,0
11042,43,0,0,0
11042,44,3,3,0
11042,50,1,1,0
11042,60,0,0,0
11042,70,0,0,0
11043,11,NA,NA,NA
11043,12,NA,NA,NA
11043,13,NA,NA,NA
11043,21,NA,NA,NA
11043,22,NA,NA,NA
11043,23,NA,NA,NA
11043,31,NA,NA,NA
11043,32,NA,NA,NA
11043,33,NA,NA,NA
11043,41,NA,NA,NA
11043,42,NA,NA,NA
11043,43,NA,NA,NA
11043,44,NA,NA,NA
11043,50,NA,NA,NA
11043,60,NA,NA,NA
11043,70,NA,NA,NA
11044,11,NA,NA,NA
11044,12,NA,NA,NA
11044,13,NA,NA,NA
11044,21,NA,NA,NA
11044,22,NA,NA,NA
11044,23,NA,NA,NA
11044,31,NA,NA,NA
11044,32,NA,NA,NA
11044,33,NA,NA,NA
11044,41,NA,NA,NA
11044,42,NA,NA,NA
11044,43,NA,NA,NA
11044,44,NA,NA,NA
11044,50,NA,NA,NA
11044,60,NA,NA,NA
11044,70,NA,NA,NA
11045,11,NA,NA,NA
11045,12,NA,NA,NA
11045,13,NA,NA,NA
11045,21,NA,NA,NA
11045,22,NA,NA,NA
11045,23,NA,NA,NA
11045,31,NA,NA,NA
11045,32,NA,NA,NA
11045,33,NA,NA,NA
11045,41,NA,NA,NA
11045,42,NA,NA,NA
11045,43,NA,NA,NA
11045,44,NA,NA,NA
11045,50,NA,NA,NA
11045,60,NA,NA,NA
11045,70,NA,NA,NA
11046,11,NA,NA,NA
11046,12,NA,NA,NA
11046,13,NA,NA,NA
11046,21,NA,NA,NA
11046,22,NA,NA,NA
11046,23,NA,NA,NA
11046,31,NA,NA,NA
11046,32,NA,NA,NA
11046,33,NA,NA,NA
11046,41,NA,NA,NA
11046,42,NA,NA,NA
11046,43,NA,NA,NA
11046,44,NA,NA,NA
11046,50,NA,NA,NA
11046,60,NA,NA,NA
11046,70,NA,NA,NA
12001,11,NA,NA,NA
12001,12,NA,NA,NA
12001,13,NA,NA,NA
12001,21,NA,NA,NA
12001,22,NA,NA,NA
12001,23,NA,NA,NA
12001,31,NA,NA,NA
12001,32,NA,NA,NA
12001,33,NA,NA,NA
12001,41,NA,NA,NA
12001,42,NA,NA,NA
12001,43,NA,NA,NA
12001,44,NA,NA,NA
12001,50,NA,NA,NA
12001,60,NA,NA,NA
12001,70,NA,NA,NA
12002,11,NA,NA,NA
12002,12,NA,NA,NA
12002,13,NA,NA,NA
12002,21,NA,NA,NA
12002,22,NA,NA,NA
12002,23,NA,NA,NA
12002,31,NA,NA,NA
12002,32,NA,NA,NA
12002,33,NA,NA,NA
12002,41,NA,NA,NA
12002,42,NA,NA,NA
12002,43,NA,NA,NA
12002,44,NA,NA,NA
12002,50,NA,NA,NA
12002,60,NA,NA,NA
12002,70,NA,NA,NA
12003,11,NA,NA,NA
12003,12,NA,NA,NA
12003,13,NA,NA,NA
12003,21,NA,NA,NA
12003,22,NA,NA,NA
12003,23,NA,NA,NA
12003,31,NA,NA,NA
12003,32,NA,NA,NA
12003,33,NA,NA,NA
12003,41,NA,NA,NA
12003,42,NA,NA,NA
12003,43,NA,NA,NA
12003,44,NA,NA,NA
12003,50,NA,NA,NA
12003,60,NA,NA,NA
12003,70,NA,NA,NA
12004,11,NA,NA,NA
12004,12,NA,NA,NA
12004,13,NA,NA,NA
12004,21,NA,NA,NA
12004,22,NA,NA,NA
12004,23,NA,NA,NA
12004,31,NA,NA,NA
12004,32,NA,NA,NA
12004,33,NA,NA,NA
12004,41,NA,NA,NA
12004,42,NA,NA,NA
12004,43,NA,NA,NA
12004,44,NA,NA,NA
12004,50,NA,NA,NA
12004,60,NA,NA,NA
12004,70,NA,NA,NA
12005,11,NA,NA,NA
12005,12,NA,NA,NA
12005,13,NA,NA,NA
12005,21,NA,NA,NA
12005,22,NA,NA,NA
12005,23,NA,NA,NA
12005,31,NA,NA,NA
12005,32,NA,NA,NA
12005,33,NA,NA,NA
12005,41,NA,NA,NA
12005,42,NA,NA,NA
12005,43,NA,NA,NA
12005,44,NA,NA,NA
12005,50,NA,NA,NA
12005,60,NA,NA,NA
12005,70,NA,NA,NA
12006,11,NA,NA,NA
12006,12,NA,NA,NA
12006,13,NA,NA,NA
12006,21,NA,NA,NA
12006,22,NA,NA,NA
12006,23,NA,NA,NA
12006,31,NA,NA,NA
12006,32,NA,NA,NA
12006,33,NA,NA,NA
12006,41,NA,NA,NA
12006,42,NA,NA,NA
12006,43,NA,NA,NA
12006,44,NA,NA,NA
12006,50,NA,NA,NA
12006,60,NA,NA,NA
12006,70,NA,NA,NA
12007,11,NA,NA,NA
12007,12,NA,NA,NA
12007,13,NA,NA,NA
12007,21,NA,NA,NA
12007,22,NA,NA,NA
12007,23,NA,NA,NA
12007,31,NA,NA,NA
12007,32,NA,NA,NA
12007,33,NA,NA,NA
12007,41,NA,NA,NA
12007,42,NA,NA,NA
12007,43,NA,NA,NA
12007,44,NA,NA,NA
12007,50,NA,NA,NA
12007,60,NA,NA,NA
12007,70,NA,NA,NA
12008,11,NA,NA,NA
12008,12,NA,NA,NA
12008,13,NA,NA,NA
12008,21,NA,NA,NA
12008,22,NA,NA,NA
12008,23,NA,NA,NA
12008,31,NA,NA,NA
12008,32,NA,NA,NA
12008,33,NA,NA,NA
12008,41,NA,NA,NA
12008,42,NA,NA,NA
12008,43,NA,NA,NA
12008,44,NA,NA,NA
12008,50,NA,NA,NA
12008,60,NA,NA,NA
12008,70,NA,NA,NA
12009,11,NA,NA,NA
12009,12,NA,NA,NA
12009,13,NA,NA,NA
12009,21,NA,NA,NA
12009,22,NA,NA,NA
12009,23,NA,NA,NA
12009,31,NA,NA,NA
12009,32,NA,NA,NA
12009,33,NA,NA,NA
12009,41,NA,NA,NA
12009,42,NA,NA,NA
12009,43,NA,NA,NA
12009,44,NA,NA,NA
12009,50,NA,NA,NA
12009,60,NA,NA,NA
12009,70,NA,NA,NA
12010,11,NA,NA,NA
12010,12,NA,NA,NA
12010,13,NA,NA,NA
12010,21,NA,NA,NA
12010,22,NA,NA,NA
12010,23,NA,NA,NA
12010,31,NA,NA,NA
12010,32,NA,NA,NA
12010,33,NA,NA,NA
12010,41,NA,NA,NA
12010,42,NA,NA,NA
12010,43,NA,NA,NA
12010,44,NA,NA,NA
12010,50,NA,NA,NA
12010,60,NA,NA,NA
12010,70,NA,NA,NA
12011,11,NA,NA,NA
12011,12,NA,NA,NA
12011,13,NA,NA,NA
12011,21,NA,NA,NA
12011,22,NA,NA,NA
12011,23,NA,NA,NA
12011,31,NA,NA,NA
12011,32,NA,NA,NA
12011,33,NA,NA,NA
12011,41,NA,NA,NA
12011,42,NA,NA,NA
12011,43,NA,NA,NA
12011,44,NA,NA,NA
12011,50,NA,NA,NA
12011,60,NA,NA,NA
12011,70,NA,NA,NA
12012,11,NA,NA,NA
12012,12,NA,NA,NA
12012,13,NA,NA,NA
12012,21,NA,NA,NA
12012,22,NA,NA,NA
12012,23,NA,NA,NA
12012,31,NA,NA,NA
12012,32,NA,NA,NA
12012,33,NA,NA,NA
12012,41,NA,NA,NA
12012,42,NA,NA,NA
12012,43,NA,NA,NA
12012,44,NA,NA,NA
12012,50,NA,NA,NA
12012,60,NA,NA,NA
12012,70,NA,NA,NA
12013,11,NA,NA,NA
12013,12,NA,NA,NA
12013,13,NA,NA,NA
12013,21,NA,NA,NA
12013,22,NA,NA,NA
12013,23,NA,NA,NA
12013,31,NA,NA,NA
12013,32,NA,NA,NA
12013,33,NA,NA,NA
12013,41,NA,NA,NA
12013,42,NA,NA,NA
12013,43,NA,NA,NA
12013,44,NA,NA,NA
12013,50,NA,NA,NA
12013,60,NA,NA,NA
12013,70,NA,NA,NA
12014,11,NA,NA,NA
12014,12,NA,NA,NA
12014,13,NA,NA,NA
12014,21,NA,NA,NA
12014,22,NA,NA,NA
12014,23,NA,NA,NA
12014,31,NA,NA,NA
12014,32,NA,NA,NA
12014,33,NA,NA,NA
12014,41,NA,NA,NA
12014,42,NA,NA,NA
12014,43,NA,NA,NA
12014,44,NA,NA,NA
12014,50,NA,NA,NA
12014,60,NA,NA,NA
12014,70,NA,NA,NA
12015,11,NA,NA,NA
12015,12,NA,NA,NA
12015,13,NA,NA,NA
12015,21,NA,NA,NA
12015,22,NA,NA,NA
12015,23,NA,NA,NA
12015,31,NA,NA,NA
12015,32,NA,NA,NA
12015,33,NA,NA,NA
12015,41,NA,NA,NA
12015,42,NA,NA,NA
12015,43,NA,NA,NA
12015,44,NA,NA,NA
12015,50,NA,NA,NA
12015,60,NA,NA,NA
12015,70,NA,NA,NA
12016,11,NA,NA,NA
12016,12,NA,NA,NA
12016,13,NA,NA,NA
12016,21,NA,NA,NA
12016,22,NA,NA,NA
12016,23,NA,NA,NA
12016,31,NA,NA,NA
12016,32,NA,NA,NA
12016,33,NA,NA,NA
12016,41,NA,NA,NA
12016,42,NA,NA,NA
12016,43,NA,NA,NA
12016,44,NA,NA,NA
12016,50,NA,NA,NA
12016,60,NA,NA,NA
12016,70,NA,NA,NA
12017,11,NA,NA,NA
12017,12,NA,NA,NA
12017,13,NA,NA,NA
12017,21,NA,NA,NA
12017,22,NA,NA,NA
12017,23,NA,NA,NA
12017,31,NA,NA,NA
12017,32,NA,NA,NA
12017,33,NA,NA,NA
12017,41,NA,NA,NA
12017,42,NA,NA,NA
12017,43,NA,NA,NA
12017,44,NA,NA,NA
12017,50,NA,NA,NA
12017,60,NA,NA,NA
12017,70,NA,NA,NA
12018,11,NA,NA,NA
12018,12,NA,NA,NA
12018,13,NA,NA,NA
12018,21,NA,NA,NA
12018,22,NA,NA,NA
12018,23,NA,NA,NA
12018,31,NA,NA,NA
12018,32,NA,NA,NA
12018,33,NA,NA,NA
12018,41,NA,NA,NA
12018,42,NA,NA,NA
12018,43,NA,NA,NA
12018,44,NA,NA,NA
12018,50,NA,NA,NA
12018,60,NA,NA,NA
12018,70,NA,NA,NA
12019,11,NA,NA,NA
12019,12,NA,NA,NA
12019,13,NA,NA,NA
12019,21,NA,NA,NA
12019,22,NA,NA,NA
12019,23,NA,NA,NA
12019,31,NA,NA,NA
12019,32,NA,NA,NA
12019,33,NA,NA,NA
12019,41,NA,NA,NA
12019,42,NA,NA,NA
12019,43,NA,NA,NA
12019,44,NA,NA,NA
12019,50,NA,NA,NA
12019,60,NA,NA,NA
12019,70,NA,NA,NA
12020,11,NA,NA,NA
12020,12,NA,NA,NA
12020,13,NA,NA,NA
12020,21,NA,NA,NA
12020,22,NA,NA,NA
12020,23,NA,NA,NA
12020,31,NA,NA,NA
12020,32,NA,NA,NA
12020,33,NA,NA,NA
12020,41,NA,NA,NA
12020,42,NA,NA,NA
12020,43,NA,NA,NA
12020,44,NA,NA,NA
12020,50,NA,NA,NA
12020,60,NA,NA,NA
12020,70,NA,NA,NA
12021,11,0,0,0
12021,12,0,0,0
12021,13,0,0,0
12021,21,0,0,0
12021,22,0,0,0
12021,23,0,0,0
12021,31,0,0,0
12021,32,0,0,0
12021,33,0,0,0
12021,41,0,0,0
12021,42,0,0,0
12021,43,0,0,0
12021,44,0,0,0
12021,50,0,0,0
12021,60,0,0,0
12021,70,0,0,0
12022,11,0,0,0
12022,12,0,0,0
12022,13,0,0,0
12022,21,0,0,0
12022,22,0,0,0
12022,23,0,0,0
12022,31,0,0,0
12022,32,0,0,0
12022,33,0,0,0
12022,41,0,0,0
12022,42,0,0,0
12022,43,0,0,0
12022,44,0,0,0
12022,50,0,0,0
12022,60,0,0,0
12022,70,0,0,0
12023,11,NA,NA,NA
12023,12,NA,NA,NA
12023,13,NA,NA,NA
12023,21,NA,NA,NA
12023,22,NA,NA,NA
12023,23,NA,NA,NA
12023,31,NA,NA,NA
12023,32,NA,NA,NA
12023,33,NA,NA,NA
12023,41,NA,NA,NA
12023,42,NA,NA,NA
12023,43,NA,NA,NA
12023,44,NA,NA,NA
12023,50,NA,NA,NA
12023,60,NA,NA,NA
12023,70,NA,NA,NA
12024,11,NA,NA,NA
12024,12,NA,NA,NA
12024,13,NA,NA,NA
12024,21,NA,NA,NA
12024,22,NA,NA,NA
12024,23,NA,NA,NA
12024,31,NA,NA,NA
12024,32,NA,NA,NA
12024,33,NA,NA,NA
12024,41,NA,NA,NA
12024,42,NA,NA,NA
12024,43,NA,NA,NA
12024,44,NA,NA,NA
12024,50,NA,NA,NA
12024,60,NA,NA,NA
12024,70,NA,NA,NA
12025,11,NA,NA,NA
12025,12,NA,NA,NA
12025,13,NA,NA,NA
12025,21,NA,NA,NA
12025,22,NA,NA,NA
12025,23,NA,NA,NA
12025,31,NA,NA,NA
12025,32,NA,NA,NA
12025,33,NA,NA,NA
12025,41,NA,NA,NA
12025,42,NA,NA,NA
12025,43,NA,NA,NA
12025,44,NA,NA,NA
12025,50,NA,NA,NA
12025,60,NA,NA,NA
12025,70,NA,NA,NA
12026,11,0,0,0
12026,12,0,0,0
12026,13,0,0,0
12026,21,0,0,0
12026,22,0,0,0
12026,23,0,0,0
12026,31,0,0,0
12026,32,0,0,0
12026,33,0,0,0
12026,41,0,0,0
12026,42,0,0,0
12026,43,0,0,0
12026,44,0,0,0
12026,50,0,0,0
12026,60,0,0,0
12026,70,0,0,0
12027,11,NA,NA,NA
12027,12,NA,NA,NA
12027,13,NA,NA,NA
12027,21,NA,NA,NA
12027,22,NA,NA,NA
12027,23,NA,NA,NA
12027,31,NA,NA,NA
12027,32,NA,NA,NA
12027,33,NA,NA,NA
12027,41,NA,NA,NA
12027,42,NA,NA,NA
12027,43,NA,NA,NA
12027,44,NA,NA,NA
12027,50,NA,NA,NA
12027,60,NA,NA,NA
12027,70,NA,NA,NA
12028,11,0,0,0
12028,12,0,0,0
12028,13,0,0,0
12028,21,0,0,0
12028,22,0,0,0
12028,23,0,0,0
12028,31,0,0,0
12028,32,0,0,0
12028,33,0,0,0
12028,41,0,0,0
12028,42,0,0,0
12028,43,0,0,0
12028,44,1,1,0
12028,50,0,0,0
12028,60,9,9,0
12028,70,0,0,0
12029,11,NA,NA,NA
12029,12,NA,NA,NA
12029,13,NA,NA,NA
12029,21,NA,NA,NA
12029,22,NA,NA,NA
12029,23,NA,NA,NA
12029,31,NA,NA,NA
12029,32,NA,NA,NA
12029,33,NA,NA,NA
12029,41,NA,NA,NA
12029,42,NA,NA,NA
12029,43,NA,NA,NA
12029,44,NA,NA,NA
12029,50,NA,NA,NA
12029,60,NA,NA,NA
12029,70,NA,NA,NA
12030,11,NA,NA,NA
12030,12,NA,NA,NA
12030,13,NA,NA,NA
12030,21,NA,NA,NA
12030,22,NA,NA,NA
12030,23,NA,NA,NA
12030,31,NA,NA,NA
12030,32,NA,NA,NA
12030,33,NA,NA,NA
12030,41,NA,NA,NA
12030,42,NA,NA,NA
12030,43,NA,NA,NA
12030,44,NA,NA,NA
12030,50,NA,NA,NA
12030,60,NA,NA,NA
12030,70,NA,NA,NA
12031,11,NA,NA,NA
12031,12,NA,NA,NA
12031,13,NA,NA,NA
12031,21,NA,NA,NA
12031,22,NA,NA,NA
12031,23,NA,NA,NA
12031,31,NA,NA,NA
12031,32,NA,NA,NA
12031,33,NA,NA,NA
12031,41,NA,NA,NA
12031,42,NA,NA,NA
12031,43,NA,NA,NA
12031,44,NA,NA,NA
12031,50,NA,NA,NA
12031,60,NA,NA,NA
12031,70,NA,NA,NA
12032,11,NA,NA,NA
12032,12,NA,NA,NA
12032,13,NA,NA,NA
12032,21,NA,NA,NA
12032,22,NA,NA,NA
12032,23,NA,NA,NA
12032,31,NA,NA,NA
12032,32,NA,NA,NA
12032,33,NA,NA,NA
12032,41,NA,NA,NA
12032,42,NA,NA,NA
12032,43,NA,NA,NA
12032,44,NA,NA,NA
12032,50,NA,NA,NA
12032,60,NA,NA,NA
12032,70,NA,NA,NA
12033,11,NA,NA,NA
12033,12,NA,NA,NA
12033,13,NA,NA,NA
12033,21,NA,NA,NA
12033,22,NA,NA,NA
12033,23,NA,NA,NA
12033,31,NA,NA,NA
12033,32,NA,NA,NA
12033,33,NA,NA,NA
12033,41,NA,NA,NA
12033,42,NA,NA,NA
12033,43,NA,NA,NA
12033,44,NA,NA,NA
12033,50,NA,NA,NA
12033,60,NA,NA,NA
12033,70,NA,NA,NA
12034,11,NA,NA,NA
12034,12,NA,NA,NA
12034,13,NA,NA,NA
12034,21,NA,NA,NA
12034,22,NA,NA,NA
12034,23,NA,NA,NA
12034,31,NA,NA,NA
12034,32,NA,NA,NA
12034,33,NA,NA,NA
12034,41,NA,NA,NA
12034,42,NA,NA,NA
12034,43,NA,NA,NA
12034,44,NA,NA,NA
12034,50,NA,NA,NA
12034,60,NA,NA,NA
12034,70,NA,NA,NA
12035,11,NA,NA,NA
12035,12,NA,NA,NA
12035,13,NA,NA,NA
12035,21,NA,NA,NA
12035,22,NA,NA,NA
12035,23,NA,NA,NA
12035,31,NA,NA,NA
12035,32,NA,NA,NA
12035,33,NA,NA,NA
12035,41,NA,NA,NA
12035,42,NA,NA,NA
12035,43,NA,NA,NA
12035,44,NA,NA,NA
12035,50,NA,NA,NA
12035,60,NA,NA,NA
12035,70,NA,NA,NA
12036,11,NA,NA,NA
12036,12,NA,NA,NA
12036,13,NA,NA,NA
12036,21,NA,NA,NA
12036,22,NA,NA,NA
12036,23,NA,NA,NA
12036,31,NA,NA,NA
12036,32,NA,NA,NA
12036,33,NA,NA,NA
12036,41,NA,NA,NA
12036,42,NA,NA,NA
12036,43,NA,NA,NA
12036,44,NA,NA,NA
12036,50,NA,NA,NA
12036,60,NA,NA,NA
12036,70,NA,NA,NA
12037,11,0,0,0
12037,12,0,0,0
12037,13,0,0,0
12037,21,0,0,0
12037,22,0,0,0
12037,23,0,0,0
12037,31,0,0,0
12037,32,0,0,0
12037,33,0,0,0
12037,41,0,0,0
12037,42,0,0,0
12037,43,0,0,0
12037,44,0,0,0
12037,50,0,0,0
12037,60,0,0,0
12037,70,0,0,0
12038,11,NA,NA,NA
12038,12,NA,NA,NA
12038,13,NA,NA,NA
12038,21,NA,NA,NA
12038,22,NA,NA,NA
12038,23,NA,NA,NA
12038,31,NA,NA,NA
12038,32,NA,NA,NA
12038,33,NA,NA,NA
12038,41,NA,NA,NA
12038,42,NA,NA,NA
12038,43,NA,NA,NA
12038,44,NA,NA,NA
12038,50,NA,NA,NA
12038,60,NA,NA,NA
12038,70,NA,NA,NA
12039,11,0,0,0
12039,12,0,0,0
12039,13,0,0,0
12039,21,0,0,0
12039,22,0,0,0
12039,23,0,0,0
12039,31,0,0,0
12039,32,0,0,0
12039,33,0,0,0
12039,41,0,0,0
12039,42,0,0,0
12039,43,0,0,0
12039,44,1,1,0
12039,50,0,0,0
12039,60,0,0,0
12039,70,0,0,0
12040,11,NA,NA,NA
12040,12,NA,NA,NA
12040,13,NA,NA,NA
12040,21,NA,NA,NA
12040,22,NA,NA,NA
12040,23,NA,NA,NA
12040,31,NA,NA,NA
12040,32,NA,NA,NA
12040,33,NA,NA,NA
12040,41,NA,NA,NA
12040,42,NA,NA,NA
12040,43,NA,NA,NA
12040,44,NA,NA,NA
12040,50,NA,NA,NA
12040,60,NA,NA,NA
12040,70,NA,NA,NA
12041,11,0,0,0
12041,12,0,0,0
12041,13,0,0,0
12041,21,0,0,0
12041,22,0,0,0
12041,23,0,0,0
12041,31,0,0,0
12041,32,0,0,0
12041,33,0,0,0
12041,41,0,0,0
12041,42,0,0,0
12041,43,0,0,0
12041,44,0,0,0
12041,50,0,0,0
12041,60,4,4,0
12041,70,0,0,0
12042,11,NA,NA,NA
12042,12,NA,NA,NA
12042,13,NA,NA,NA
12042,21,NA,NA,NA
12042,22,NA,NA,NA
12042,23,NA,NA,NA
12042,31,NA,NA,NA
12042,32,NA,NA,NA
12042,33,NA,NA,NA
12042,41,NA,NA,NA
12042,42,NA,NA,NA
12042,43,NA,NA,NA
12042,44,NA,NA,NA
12042,50,NA,NA,NA
12042,60,NA,NA,NA
12042,70,NA,NA,NA
12043,11,NA,NA,NA
12043,12,NA,NA,NA
12043,13,NA,NA,NA
12043,21,NA,NA,NA
12043,22,NA,NA,NA
12043,23,NA,NA,NA
12043,31,NA,NA,NA
12043,32,NA,NA,NA
12043,33,NA,NA,NA
12043,41,NA,NA,NA
12043,42,NA,NA,NA
12043,43,NA,NA,NA
12043,44,NA,NA,NA
12043,50,NA,NA,NA
12043,60,NA,NA,NA
12043,70,NA,NA,NA
12044,11,NA,NA,NA
12044,12,NA,NA,NA
12044,13,NA,NA,NA
12044,21,NA,NA,NA
12044,22,NA,NA,NA
12044,23,NA,NA,NA
12044,31,NA,NA,NA
12044,32,NA,NA,NA
12044,33,NA,NA,NA
12044,41,NA,NA,NA
12044,42,NA,NA,NA
12044,43,NA,NA,NA
12044,44,NA,NA,NA
12044,50,NA,NA,NA
12044,60,NA,NA,NA
12044,70,NA,NA,NA
12045,11,NA,NA,NA
12045,12,NA,NA,NA
12045,13,NA,NA,NA
12045,21,NA,NA,NA
12045,22,NA,NA,NA
12045,23,NA,NA,NA
12045,31,NA,NA,NA
12045,32,NA,NA,NA
12045,33,NA,NA,NA
12045,41,NA,NA,NA
12045,42,NA,NA,NA
12045,43,NA,NA,NA
12045,44,NA,NA,NA
12045,50,NA,NA,NA
12045,60,NA,NA,NA
12045,70,NA,NA,NA
12046,11,NA,NA,NA
12046,12,NA,NA,NA
12046,13,NA,NA,NA
12046,21,NA,NA,NA
12046,22,NA,NA,NA
12046,23,NA,NA,NA
12046,31,NA,NA,NA
12046,32,NA,NA,NA
12046,33,NA,NA,NA
12046,41,NA,NA,NA
12046,42,NA,NA,NA
12046,43,NA,NA,NA
12046,44,NA,NA,NA
12046,50,NA,NA,NA
12046,60,NA,NA,NA
12046,70,NA,NA,NA
12047,11,NA,NA,NA
12047,12,NA,NA,NA
12047,13,NA,NA,NA
12047,21,NA,NA,NA
12047,22,NA,NA,NA
12047,23,NA,NA,NA
12047,31,NA,NA,NA
12047,32,NA,NA,NA
12047,33,NA,NA,NA
12047,41,NA,NA,NA
12047,42,NA,NA,NA
12047,43,NA,NA,NA
12047,44,NA,NA,NA
12047,50,NA,NA,NA
12047,60,NA,NA,NA
12047,70,NA,NA,NA
12048,11,NA,NA,NA
12048,12,NA,NA,NA
12048,13,NA,NA,NA
12048,21,NA,NA,NA
12048,22,NA,NA,NA
12048,23,NA,NA,NA
12048,31,NA,NA,NA
12048,32,NA,NA,NA
12048,33,NA,NA,NA
12048,41,NA,NA,NA
12048,42,NA,NA,NA
12048,43,NA,NA,NA
12048,44,NA,NA,NA
12048,50,NA,NA,NA
12048,60,NA,NA,NA
12048,70,NA,NA,NA
12049,11,0,0,0
12049,12,0,0,0
12049,13,0,0,0
12049,21,0,0,0
12049,22,0,0,0
12049,23,0,0,0
12049,31,0,0,0
12049,32,0,0,0
12049,33,0,0,0
12049,41,0,0,0
12049,42,0,0,0
12049,43,0,0,0
12049,44,0,0,0
12049,50,0,0,0
12049,60,0,0,0
12049,70,0,0,0
12050,11,0,0,0
12050,12,0,0,0
12050,13,0,0,0
12050,21,0,0,0
12050,22,0,0,0
12050,23,0,0,0
12050,31,0,0,0
12050,32,0,0,0
12050,33,0,0,0
12050,41,0,0,0
12050,42,0,0,0
12050,43,0,0,0
12050,44,16,11,5
12050,50,0,0,0
12050,60,0,0,0
12050,70,0,0,0
12051,11,NA,NA,NA
12051,12,NA,NA,NA
12051,13,NA,NA,NA
12051,21,NA,NA,NA
12051,22,NA,NA,NA
12051,23,NA,NA,NA
12051,31,NA,NA,NA
12051,32,NA,NA,NA
12051,33,NA,NA,NA
12051,41,NA,NA,NA
12051,42,NA,NA,NA
12051,43,NA,NA,NA
12051,44,NA,NA,NA
12051,50,NA,NA,NA
12051,60,NA,NA,NA
12051,70,NA,NA,NA
12052,11,0,0,0
12052,12,0,0,0
12052,13,0,0,0
12052,21,0,0,0
12052,22,0,0,0
12052,23,0,0,0
12052,31,0,0,0
12052,32,0,0,0
12052,33,0,0,0
12052,41,0,0,0
12052,42,0,0,0
12052,43,0,0,0
12052,44,0,0,0
12052,50,0,0,0
12052,60,0,0,0
12052,70,0,0,0
12053,11,0,0,0
12053,12,0,0,0
12053,13,0,0,0
12053,21,0,0,0
12053,22,0,0,0
12053,23,0,0,0
12053,31,0,0,0
12053,32,0,0,0
12053,33,0,0,0
12053,41,3,3,0
12053,42,2,2,0
12053,43,0,0,0
12053,44,20,18,2
12053,50,0,0,0
12053,60,0,0,0
12053,70,0,0,0
12054,11,NA,NA,NA
12054,12,NA,NA,NA
12054,13,NA,NA,NA
12054,21,NA,NA,NA
12054,22,NA,NA,NA
12054,23,NA,NA,NA
12054,31,NA,NA,NA
12054,32,NA,NA,NA
12054,33,NA,NA,NA
12054,41,NA,NA,NA
12054,42,NA,NA,NA
12054,43,NA,NA,NA
12054,44,NA,NA,NA
12054,50,NA,NA,NA
12054,60,NA,NA,NA
12054,70,NA,NA,NA
12055,11,0,0,0
12055,12,0,0,0
12055,13,0,0,0
12055,21,0,0,0
12055,22,0,0,0
12055,23,0,0,0
12055,31,0,0,0
12055,32,0,0,0
12055,33,0,0,0
12055,41,0,0,0
12055,42,0,0,0
12055,43,0,0,0
12055,44,0,0,0
12055,50,0,0,0
12055,60,0,0,0
12055,70,0,0,0
12056,11,NA,NA,NA
12056,12,NA,NA,NA
12056,13,NA,NA,NA
12056,21,NA,NA,NA
12056,22,NA,NA,NA
12056,23,NA,NA,NA
12056,31,NA,NA,NA
12056,32,NA,NA,NA
12056,33,NA,NA,NA
12056,41,NA,NA,NA
12056,42,NA,NA,NA
12056,43,NA,NA,NA
12056,44,NA,NA,NA
12056,50,NA,NA,NA
12056,60,NA,NA,NA
12056,70,NA,NA,NA
12057,11,NA,NA,NA
12057,12,NA,NA,NA
12057,13,NA,NA,NA
12057,21,NA,NA,NA
12057,22,NA,NA,NA
