ubicageo_f,gradorga_b,sexostt,sexos1,sexos2
20470,31,NA,NA,NA
20470,32,NA,NA,NA
20470,33,NA,NA,NA
20470,41,NA,NA,NA
20470,42,NA,NA,NA
20470,43,NA,NA,NA
20470,44,NA,NA,NA
20470,50,NA,NA,NA
20470,60,NA,NA,NA
20470,70,NA,NA,NA
20471,11,NA,NA,NA
20471,12,NA,NA,NA
20471,13,NA,NA,NA
20471,21,NA,NA,NA
20471,22,NA,NA,NA
20471,23,NA,NA,NA
20471,31,NA,NA,NA
20471,32,NA,NA,NA
20471,33,NA,NA,NA
20471,41,NA,NA,NA
20471,42,NA,NA,NA
20471,43,NA,NA,NA
20471,44,NA,NA,NA
20471,50,NA,NA,NA
20471,60,NA,NA,NA
20471,70,NA,NA,NA
20472,11,NA,NA,NA
20472,12,NA,NA,NA
20472,13,NA,NA,NA
20472,21,NA,NA,NA
20472,22,NA,NA,NA
20472,23,NA,NA,NA
20472,31,NA,NA,NA
20472,32,NA,NA,NA
20472,33,NA,NA,NA
20472,41,NA,NA,NA
20472,42,NA,NA,NA
20472,43,NA,NA,NA
20472,44,NA,NA,NA
20472,50,NA,NA,NA
20472,60,NA,NA,NA
20472,70,NA,NA,NA
20473,11,NA,NA,NA
20473,12,NA,NA,NA
20473,13,NA,NA,NA
20473,21,NA,NA,NA
20473,22,NA,NA,NA
20473,23,NA,NA,NA
20473,31,NA,NA,NA
20473,32,NA,NA,NA
20473,33,NA,NA,NA
20473,41,NA,NA,NA
20473,42,NA,NA,NA
20473,43,NA,NA,NA
20473,44,NA,NA,NA
20473,50,NA,NA,NA
20473,60,NA,NA,NA
20473,70,NA,NA,NA
20474,11,NA,NA,NA
20474,12,NA,NA,NA
20474,13,NA,NA,NA
20474,21,NA,NA,NA
20474,22,NA,NA,NA
20474,23,NA,NA,NA
20474,31,NA,NA,NA
20474,32,NA,NA,NA
20474,33,NA,NA,NA
20474,41,NA,NA,NA
20474,42,NA,NA,NA
20474,43,NA,NA,NA
20474,44,NA,NA,NA
20474,50,NA,NA,NA
20474,60,NA,NA,NA
20474,70,NA,NA,NA
20475,11,NA,NA,NA
20475,12,NA,NA,NA
20475,13,NA,NA,NA
20475,21,NA,NA,NA
20475,22,NA,NA,NA
20475,23,NA,NA,NA
20475,31,NA,NA,NA
20475,32,NA,NA,NA
20475,33,NA,NA,NA
20475,41,NA,NA,NA
20475,42,NA,NA,NA
20475,43,NA,NA,NA
20475,44,NA,NA,NA
20475,50,NA,NA,NA
20475,60,NA,NA,NA
20475,70,NA,NA,NA
20476,11,NA,NA,NA
20476,12,NA,NA,NA
20476,13,NA,NA,NA
20476,21,NA,NA,NA
20476,22,NA,NA,NA
20476,23,NA,NA,NA
20476,31,NA,NA,NA
20476,32,NA,NA,NA
20476,33,NA,NA,NA
20476,41,NA,NA,NA
20476,42,NA,NA,NA
20476,43,NA,NA,NA
20476,44,NA,NA,NA
20476,50,NA,NA,NA
20476,60,NA,NA,NA
20476,70,NA,NA,NA
20477,11,NA,NA,NA
20477,12,NA,NA,NA
20477,13,NA,NA,NA
20477,21,NA,NA,NA
20477,22,NA,NA,NA
20477,23,NA,NA,NA
20477,31,NA,NA,NA
20477,32,NA,NA,NA
20477,33,NA,NA,NA
20477,41,NA,NA,NA
20477,42,NA,NA,NA
20477,43,NA,NA,NA
20477,44,NA,NA,NA
20477,50,NA,NA,NA
20477,60,NA,NA,NA
20477,70,NA,NA,NA
20478,11,NA,NA,NA
20478,12,NA,NA,NA
20478,13,NA,NA,NA
20478,21,NA,NA,NA
20478,22,NA,NA,NA
20478,23,NA,NA,NA
20478,31,NA,NA,NA
20478,32,NA,NA,NA
20478,33,NA,NA,NA
20478,41,NA,NA,NA
20478,42,NA,NA,NA
20478,43,NA,NA,NA
20478,44,NA,NA,NA
20478,50,NA,NA,NA
20478,60,NA,NA,NA
20478,70,NA,NA,NA
20479,11,NA,NA,NA
20479,12,NA,NA,NA
20479,13,NA,NA,NA
20479,21,NA,NA,NA
20479,22,NA,NA,NA
20479,23,NA,NA,NA
20479,31,NA,NA,NA
20479,32,NA,NA,NA
20479,33,NA,NA,NA
20479,41,NA,NA,NA
20479,42,NA,NA,NA
20479,43,NA,NA,NA
20479,44,NA,NA,NA
20479,50,NA,NA,NA
20479,60,NA,NA,NA
20479,70,NA,NA,NA
20480,11,NA,NA,NA
20480,12,NA,NA,NA
20480,13,NA,NA,NA
20480,21,NA,NA,NA
20480,22,NA,NA,NA
20480,23,NA,NA,NA
20480,31,NA,NA,NA
20480,32,NA,NA,NA
20480,33,NA,NA,NA
20480,41,NA,NA,NA
20480,42,NA,NA,NA
20480,43,NA,NA,NA
20480,44,NA,NA,NA
20480,50,NA,NA,NA
20480,60,NA,NA,NA
20480,70,NA,NA,NA
20481,11,NA,NA,NA
20481,12,NA,NA,NA
20481,13,NA,NA,NA
20481,21,NA,NA,NA
20481,22,NA,NA,NA
20481,23,NA,NA,NA
20481,31,NA,NA,NA
20481,32,NA,NA,NA
20481,33,NA,NA,NA
20481,41,NA,NA,NA
20481,42,NA,NA,NA
20481,43,NA,NA,NA
20481,44,NA,NA,NA
20481,50,NA,NA,NA
20481,60,NA,NA,NA
20481,70,NA,NA,NA
20482,11,NA,NA,NA
20482,12,NA,NA,NA
20482,13,NA,NA,NA
20482,21,NA,NA,NA
20482,22,NA,NA,NA
20482,23,NA,NA,NA
20482,31,NA,NA,NA
20482,32,NA,NA,NA
20482,33,NA,NA,NA
20482,41,NA,NA,NA
20482,42,NA,NA,NA
20482,43,NA,NA,NA
20482,44,NA,NA,NA
20482,50,NA,NA,NA
20482,60,NA,NA,NA
20482,70,NA,NA,NA
20483,11,NA,NA,NA
20483,12,NA,NA,NA
20483,13,NA,NA,NA
20483,21,NA,NA,NA
20483,22,NA,NA,NA
20483,23,NA,NA,NA
20483,31,NA,NA,NA
20483,32,NA,NA,NA
20483,33,NA,NA,NA
20483,41,NA,NA,NA
20483,42,NA,NA,NA
20483,43,NA,NA,NA
20483,44,NA,NA,NA
20483,50,NA,NA,NA
20483,60,NA,NA,NA
20483,70,NA,NA,NA
20484,11,NA,NA,NA
20484,12,NA,NA,NA
20484,13,NA,NA,NA
20484,21,NA,NA,NA
20484,22,NA,NA,NA
20484,23,NA,NA,NA
20484,31,NA,NA,NA
20484,32,NA,NA,NA
20484,33,NA,NA,NA
20484,41,NA,NA,NA
20484,42,NA,NA,NA
20484,43,NA,NA,NA
20484,44,NA,NA,NA
20484,50,NA,NA,NA
20484,60,NA,NA,NA
20484,70,NA,NA,NA
20485,11,NA,NA,NA
20485,12,NA,NA,NA
20485,13,NA,NA,NA
20485,21,NA,NA,NA
20485,22,NA,NA,NA
20485,23,NA,NA,NA
20485,31,NA,NA,NA
20485,32,NA,NA,NA
20485,33,NA,NA,NA
20485,41,NA,NA,NA
20485,42,NA,NA,NA
20485,43,NA,NA,NA
20485,44,NA,NA,NA
20485,50,NA,NA,NA
20485,60,NA,NA,NA
20485,70,NA,NA,NA
20486,11,NA,NA,NA
20486,12,NA,NA,NA
20486,13,NA,NA,NA
20486,21,NA,NA,NA
20486,22,NA,NA,NA
20486,23,NA,NA,NA
20486,31,NA,NA,NA
20486,32,NA,NA,NA
20486,33,NA,NA,NA
20486,41,NA,NA,NA
20486,42,NA,NA,NA
20486,43,NA,NA,NA
20486,44,NA,NA,NA
20486,50,NA,NA,NA
20486,60,NA,NA,NA
20486,70,NA,NA,NA
20487,11,NA,NA,NA
20487,12,NA,NA,NA
20487,13,NA,NA,NA
20487,21,NA,NA,NA
20487,22,NA,NA,NA
20487,23,NA,NA,NA
20487,31,NA,NA,NA
20487,32,NA,NA,NA
20487,33,NA,NA,NA
20487,41,NA,NA,NA
20487,42,NA,NA,NA
20487,43,NA,NA,NA
20487,44,NA,NA,NA
20487,50,NA,NA,NA
20487,60,NA,NA,NA
20487,70,NA,NA,NA
20488,11,NA,NA,NA
20488,12,NA,NA,NA
20488,13,NA,NA,NA
20488,21,NA,NA,NA
20488,22,NA,NA,NA
20488,23,NA,NA,NA
20488,31,NA,NA,NA
20488,32,NA,NA,NA
20488,33,NA,NA,NA
20488,41,NA,NA,NA
20488,42,NA,NA,NA
20488,43,NA,NA,NA
20488,44,NA,NA,NA
20488,50,NA,NA,NA
20488,60,NA,NA,NA
20488,70,NA,NA,NA
20489,11,NA,NA,NA
20489,12,NA,NA,NA
20489,13,NA,NA,NA
20489,21,NA,NA,NA
20489,22,NA,NA,NA
20489,23,NA,NA,NA
20489,31,NA,NA,NA
20489,32,NA,NA,NA
20489,33,NA,NA,NA
20489,41,NA,NA,NA
20489,42,NA,NA,NA
20489,43,NA,NA,NA
20489,44,NA,NA,NA
20489,50,NA,NA,NA
20489,60,NA,NA,NA
20489,70,NA,NA,NA
20490,11,NA,NA,NA
20490,12,NA,NA,NA
20490,13,NA,NA,NA
20490,21,NA,NA,NA
20490,22,NA,NA,NA
20490,23,NA,NA,NA
20490,31,NA,NA,NA
20490,32,NA,NA,NA
20490,33,NA,NA,NA
20490,41,NA,NA,NA
20490,42,NA,NA,NA
20490,43,NA,NA,NA
20490,44,NA,NA,NA
20490,50,NA,NA,NA
20490,60,NA,NA,NA
20490,70,NA,NA,NA
20491,11,NA,NA,NA
20491,12,NA,NA,NA
20491,13,NA,NA,NA
20491,21,NA,NA,NA
20491,22,NA,NA,NA
20491,23,NA,NA,NA
20491,31,NA,NA,NA
20491,32,NA,NA,NA
20491,33,NA,NA,NA
20491,41,NA,NA,NA
20491,42,NA,NA,NA
20491,43,NA,NA,NA
20491,44,NA,NA,NA
20491,50,NA,NA,NA
20491,60,NA,NA,NA
20491,70,NA,NA,NA
20492,11,NA,NA,NA
20492,12,NA,NA,NA
20492,13,NA,NA,NA
20492,21,NA,NA,NA
20492,22,NA,NA,NA
20492,23,NA,NA,NA
20492,31,NA,NA,NA
20492,32,NA,NA,NA
20492,33,NA,NA,NA
20492,41,NA,NA,NA
20492,42,NA,NA,NA
20492,43,NA,NA,NA
20492,44,NA,NA,NA
20492,50,NA,NA,NA
20492,60,NA,NA,NA
20492,70,NA,NA,NA
20493,11,NA,NA,NA
20493,12,NA,NA,NA
20493,13,NA,NA,NA
20493,21,NA,NA,NA
20493,22,NA,NA,NA
20493,23,NA,NA,NA
20493,31,NA,NA,NA
20493,32,NA,NA,NA
20493,33,NA,NA,NA
20493,41,NA,NA,NA
20493,42,NA,NA,NA
20493,43,NA,NA,NA
20493,44,NA,NA,NA
20493,50,NA,NA,NA
20493,60,NA,NA,NA
20493,70,NA,NA,NA
20494,11,NA,NA,NA
20494,12,NA,NA,NA
20494,13,NA,NA,NA
20494,21,NA,NA,NA
20494,22,NA,NA,NA
20494,23,NA,NA,NA
20494,31,NA,NA,NA
20494,32,NA,NA,NA
20494,33,NA,NA,NA
20494,41,NA,NA,NA
20494,42,NA,NA,NA
20494,43,NA,NA,NA
20494,44,NA,NA,NA
20494,50,NA,NA,NA
20494,60,NA,NA,NA
20494,70,NA,NA,NA
20495,11,0,0,0
20495,12,0,0,0
20495,13,0,0,0
20495,21,0,0,0
20495,22,0,0,0
20495,23,0,0,0
20495,31,0,0,0
20495,32,0,0,0
20495,33,0,0,0
20495,41,0,0,0
20495,42,0,0,0
20495,43,0,0,0
20495,44,0,0,0
20495,50,0,0,0
20495,60,0,0,0
20495,70,0,0,0
20496,11,0,0,0
20496,12,0,0,0
20496,13,0,0,0
20496,21,0,0,0
20496,22,0,0,0
20496,23,0,0,0
20496,31,0,0,0
20496,32,0,0,0
20496,33,0,0,0
20496,41,0,0,0
20496,42,0,0,0
20496,43,0,0,0
20496,44,1,1,0
20496,50,0,0,0
20496,60,0,0,0
20496,70,0,0,0
20497,11,NA,NA,NA
20497,12,NA,NA,NA
20497,13,NA,NA,NA
20497,21,NA,NA,NA
20497,22,NA,NA,NA
20497,23,NA,NA,NA
20497,31,NA,NA,NA
20497,32,NA,NA,NA
20497,33,NA,NA,NA
20497,41,NA,NA,NA
20497,42,NA,NA,NA
20497,43,NA,NA,NA
20497,44,NA,NA,NA
20497,50,NA,NA,NA
20497,60,NA,NA,NA
20497,70,NA,NA,NA
20498,11,0,0,0
20498,12,0,0,0
20498,13,0,0,0
20498,21,0,0,0
20498,22,0,0,0
20498,23,0,0,0
20498,31,0,0,0
20498,32,0,0,0
20498,33,0,0,0
20498,41,0,0,0
20498,42,0,0,0
20498,43,0,0,0
20498,44,0,0,0
20498,50,0,0,0
20498,60,0,0,0
20498,70,0,0,0
20499,11,NA,NA,NA
20499,12,NA,NA,NA
20499,13,NA,NA,NA
20499,21,NA,NA,NA
20499,22,NA,NA,NA
20499,23,NA,NA,NA
20499,31,NA,NA,NA
20499,32,NA,NA,NA
20499,33,NA,NA,NA
20499,41,NA,NA,NA
20499,42,NA,NA,NA
20499,43,NA,NA,NA
20499,44,NA,NA,NA
20499,50,NA,NA,NA
20499,60,NA,NA,NA
20499,70,NA,NA,NA
20500,11,NA,NA,NA
20500,12,NA,NA,NA
20500,13,NA,NA,NA
20500,21,NA,NA,NA
20500,22,NA,NA,NA
20500,23,NA,NA,NA
20500,31,NA,NA,NA
20500,32,NA,NA,NA
20500,33,NA,NA,NA
20500,41,NA,NA,NA
20500,42,NA,NA,NA
20500,43,NA,NA,NA
20500,44,NA,NA,NA
20500,50,NA,NA,NA
20500,60,NA,NA,NA
20500,70,NA,NA,NA
20501,11,NA,NA,NA
20501,12,NA,NA,NA
20501,13,NA,NA,NA
20501,21,NA,NA,NA
20501,22,NA,NA,NA
20501,23,NA,NA,NA
20501,31,NA,NA,NA
20501,32,NA,NA,NA
20501,33,NA,NA,NA
20501,41,NA,NA,NA
20501,42,NA,NA,NA
20501,43,NA,NA,NA
20501,44,NA,NA,NA
20501,50,NA,NA,NA
20501,60,NA,NA,NA
20501,70,NA,NA,NA
20502,11,NA,NA,NA
20502,12,NA,NA,NA
20502,13,NA,NA,NA
20502,21,NA,NA,NA
20502,22,NA,NA,NA
20502,23,NA,NA,NA
20502,31,NA,NA,NA
20502,32,NA,NA,NA
20502,33,NA,NA,NA
20502,41,NA,NA,NA
20502,42,NA,NA,NA
20502,43,NA,NA,NA
20502,44,NA,NA,NA
20502,50,NA,NA,NA
20502,60,NA,NA,NA
20502,70,NA,NA,NA
20503,11,NA,NA,NA
20503,12,NA,NA,NA
20503,13,NA,NA,NA
20503,21,NA,NA,NA
20503,22,NA,NA,NA
20503,23,NA,NA,NA
20503,31,NA,NA,NA
20503,32,NA,NA,NA
20503,33,NA,NA,NA
20503,41,NA,NA,NA
20503,42,NA,NA,NA
20503,43,NA,NA,NA
20503,44,NA,NA,NA
20503,50,NA,NA,NA
20503,60,NA,NA,NA
20503,70,NA,NA,NA
20504,11,NA,NA,NA
20504,12,NA,NA,NA
20504,13,NA,NA,NA
20504,21,NA,NA,NA
20504,22,NA,NA,NA
20504,23,NA,NA,NA
20504,31,NA,NA,NA
20504,32,NA,NA,NA
20504,33,NA,NA,NA
20504,41,NA,NA,NA
20504,42,NA,NA,NA
20504,43,NA,NA,NA
20504,44,NA,NA,NA
20504,50,NA,NA,NA
20504,60,NA,NA,NA
20504,70,NA,NA,NA
20505,11,NA,NA,NA
20505,12,NA,NA,NA
20505,13,NA,NA,NA
20505,21,NA,NA,NA
20505,22,NA,NA,NA
20505,23,NA,NA,NA
20505,31,NA,NA,NA
20505,32,NA,NA,NA
20505,33,NA,NA,NA
20505,41,NA,NA,NA
20505,42,NA,NA,NA
20505,43,NA,NA,NA
20505,44,NA,NA,NA
20505,50,NA,NA,NA
20505,60,NA,NA,NA
20505,70,NA,NA,NA
20506,11,NA,NA,NA
20506,12,NA,NA,NA
20506,13,NA,NA,NA
20506,21,NA,NA,NA
20506,22,NA,NA,NA
20506,23,NA,NA,NA
20506,31,NA,NA,NA
20506,32,NA,NA,NA
20506,33,NA,NA,NA
20506,41,NA,NA,NA
20506,42,NA,NA,NA
20506,43,NA,NA,NA
20506,44,NA,NA,NA
20506,50,NA,NA,NA
20506,60,NA,NA,NA
20506,70,NA,NA,NA
20507,11,NA,NA,NA
20507,12,NA,NA,NA
20507,13,NA,NA,NA
20507,21,NA,NA,NA
20507,22,NA,NA,NA
20507,23,NA,NA,NA
20507,31,NA,NA,NA
20507,32,NA,NA,NA
20507,33,NA,NA,NA
20507,41,NA,NA,NA
20507,42,NA,NA,NA
20507,43,NA,NA,NA
20507,44,NA,NA,NA
20507,50,NA,NA,NA
20507,60,NA,NA,NA
20507,70,NA,NA,NA
20508,11,NA,NA,NA
20508,12,NA,NA,NA
20508,13,NA,NA,NA
20508,21,NA,NA,NA
20508,22,NA,NA,NA
20508,23,NA,NA,NA
20508,31,NA,NA,NA
20508,32,NA,NA,NA
20508,33,NA,NA,NA
20508,41,NA,NA,NA
20508,42,NA,NA,NA
20508,43,NA,NA,NA
20508,44,NA,NA,NA
20508,50,NA,NA,NA
20508,60,NA,NA,NA
20508,70,NA,NA,NA
20509,11,NA,NA,NA
20509,12,NA,NA,NA
20509,13,NA,NA,NA
20509,21,NA,NA,NA
20509,22,NA,NA,NA
20509,23,NA,NA,NA
20509,31,NA,NA,NA
20509,32,NA,NA,NA
20509,33,NA,NA,NA
20509,41,NA,NA,NA
20509,42,NA,NA,NA
20509,43,NA,NA,NA
20509,44,NA,NA,NA
20509,50,NA,NA,NA
20509,60,NA,NA,NA
20509,70,NA,NA,NA
20510,11,NA,NA,NA
20510,12,NA,NA,NA
20510,13,NA,NA,NA
20510,21,NA,NA,NA
20510,22,NA,NA,NA
20510,23,NA,NA,NA
20510,31,NA,NA,NA
20510,32,NA,NA,NA
20510,33,NA,NA,NA
20510,41,NA,NA,NA
20510,42,NA,NA,NA
20510,43,NA,NA,NA
20510,44,NA,NA,NA
20510,50,NA,NA,NA
20510,60,NA,NA,NA
20510,70,NA,NA,NA
20511,11,NA,NA,NA
20511,12,NA,NA,NA
20511,13,NA,NA,NA
20511,21,NA,NA,NA
20511,22,NA,NA,NA
20511,23,NA,NA,NA
20511,31,NA,NA,NA
20511,32,NA,NA,NA
20511,33,NA,NA,NA
20511,41,NA,NA,NA
20511,42,NA,NA,NA
20511,43,NA,NA,NA
20511,44,NA,NA,NA
20511,50,NA,NA,NA
20511,60,NA,NA,NA
20511,70,NA,NA,NA
20512,11,0,0,0
20512,12,0,0,0
20512,13,0,0,0
20512,21,0,0,0
20512,22,0,0,0
20512,23,0,0,0
20512,31,0,0,0
20512,32,0,0,0
20512,33,0,0,0
20512,41,0,0,0
20512,42,0,0,0
20512,43,0,0,0
20512,44,0,0,0
20512,50,0,0,0
20512,60,0,0,0
20512,70,0,0,0
20513,11,NA,NA,NA
20513,12,NA,NA,NA
20513,13,NA,NA,NA
20513,21,NA,NA,NA
20513,22,NA,NA,NA
20513,23,NA,NA,NA
20513,31,NA,NA,NA
20513,32,NA,NA,NA
20513,33,NA,NA,NA
20513,41,NA,NA,NA
20513,42,NA,NA,NA
20513,43,NA,NA,NA
20513,44,NA,NA,NA
20513,50,NA,NA,NA
20513,60,NA,NA,NA
20513,70,NA,NA,NA
20514,11,NA,NA,NA
20514,12,NA,NA,NA
20514,13,NA,NA,NA
20514,21,NA,NA,NA
20514,22,NA,NA,NA
20514,23,NA,NA,NA
20514,31,NA,NA,NA
20514,32,NA,NA,NA
20514,33,NA,NA,NA
20514,41,NA,NA,NA
20514,42,NA,NA,NA
20514,43,NA,NA,NA
20514,44,NA,NA,NA
20514,50,NA,NA,NA
20514,60,NA,NA,NA
20514,70,NA,NA,NA
20515,11,NA,NA,NA
20515,12,NA,NA,NA
20515,13,NA,NA,NA
20515,21,NA,NA,NA
20515,22,NA,NA,NA
20515,23,NA,NA,NA
20515,31,NA,NA,NA
20515,32,NA,NA,NA
20515,33,NA,NA,NA
20515,41,NA,NA,NA
20515,42,NA,NA,NA
20515,43,NA,NA,NA
20515,44,NA,NA,NA
20515,50,NA,NA,NA
20515,60,NA,NA,NA
20515,70,NA,NA,NA
20516,11,NA,NA,NA
20516,12,NA,NA,NA
20516,13,NA,NA,NA
20516,21,NA,NA,NA
20516,22,NA,NA,NA
20516,23,NA,NA,NA
20516,31,NA,NA,NA
20516,32,NA,NA,NA
20516,33,NA,NA,NA
20516,41,NA,NA,NA
20516,42,NA,NA,NA
20516,43,NA,NA,NA
20516,44,NA,NA,NA
20516,50,NA,NA,NA
20516,60,NA,NA,NA
20516,70,NA,NA,NA
20517,11,NA,NA,NA
20517,12,NA,NA,NA
20517,13,NA,NA,NA
20517,21,NA,NA,NA
20517,22,NA,NA,NA
20517,23,NA,NA,NA
20517,31,NA,NA,NA
20517,32,NA,NA,NA
20517,33,NA,NA,NA
20517,41,NA,NA,NA
20517,42,NA,NA,NA
20517,43,NA,NA,NA
20517,44,NA,NA,NA
20517,50,NA,NA,NA
20517,60,NA,NA,NA
20517,70,NA,NA,NA
20518,11,NA,NA,NA
20518,12,NA,NA,NA
20518,13,NA,NA,NA
20518,21,NA,NA,NA
20518,22,NA,NA,NA
20518,23,NA,NA,NA
20518,31,NA,NA,NA
20518,32,NA,NA,NA
20518,33,NA,NA,NA
20518,41,NA,NA,NA
20518,42,NA,NA,NA
20518,43,NA,NA,NA
20518,44,NA,NA,NA
20518,50,NA,NA,NA
20518,60,NA,NA,NA
20518,70,NA,NA,NA
20519,11,0,0,0
20519,12,0,0,0
20519,13,0,0,0
20519,21,0,0,0
20519,22,0,0,0
20519,23,0,0,0
20519,31,0,0,0
20519,32,0,0,0
20519,33,0,0,0
20519,41,0,0,0
20519,42,0,0,0
20519,43,0,0,0
20519,44,0,0,0
20519,50,0,0,0
20519,60,0,0,0
20519,70,0,0,0
20520,11,NA,NA,NA
20520,12,NA,NA,NA
20520,13,NA,NA,NA
20520,21,NA,NA,NA
20520,22,NA,NA,NA
20520,23,NA,NA,NA
20520,31,NA,NA,NA
20520,32,NA,NA,NA
20520,33,NA,NA,NA
20520,41,NA,NA,NA
20520,42,NA,NA,NA
20520,43,NA,NA,NA
20520,44,NA,NA,NA
20520,50,NA,NA,NA
20520,60,NA,NA,NA
20520,70,NA,NA,NA
20521,11,NA,NA,NA
20521,12,NA,NA,NA
20521,13,NA,NA,NA
20521,21,NA,NA,NA
20521,22,NA,NA,NA
20521,23,NA,NA,NA
20521,31,NA,NA,NA
20521,32,NA,NA,NA
20521,33,NA,NA,NA
20521,41,NA,NA,NA
20521,42,NA,NA,NA
20521,43,NA,NA,NA
20521,44,NA,NA,NA
20521,50,NA,NA,NA
20521,60,NA,NA,NA
20521,70,NA,NA,NA
20522,11,NA,NA,NA
20522,12,NA,NA,NA
20522,13,NA,NA,NA
20522,21,NA,NA,NA
20522,22,NA,NA,NA
20522,23,NA,NA,NA
20522,31,NA,NA,NA
20522,32,NA,NA,NA
20522,33,NA,NA,NA
20522,41,NA,NA,NA
20522,42,NA,NA,NA
20522,43,NA,NA,NA
20522,44,NA,NA,NA
20522,50,NA,NA,NA
20522,60,NA,NA,NA
20522,70,NA,NA,NA
20523,11,NA,NA,NA
20523,12,NA,NA,NA
20523,13,NA,NA,NA
20523,21,NA,NA,NA
20523,22,NA,NA,NA
20523,23,NA,NA,NA
20523,31,NA,NA,NA
20523,32,NA,NA,NA
20523,33,NA,NA,NA
20523,41,NA,NA,NA
20523,42,NA,NA,NA
20523,43,NA,NA,NA
20523,44,NA,NA,NA
20523,50,NA,NA,NA
20523,60,NA,NA,NA
20523,70,NA,NA,NA
20524,11,NA,NA,NA
20524,12,NA,NA,NA
20524,13,NA,NA,NA
20524,21,NA,NA,NA
20524,22,NA,NA,NA
20524,23,NA,NA,NA
20524,31,NA,NA,NA
20524,32,NA,NA,NA
20524,33,NA,NA,NA
20524,41,NA,NA,NA
20524,42,NA,NA,NA
20524,43,NA,NA,NA
20524,44,NA,NA,NA
20524,50,NA,NA,NA
20524,60,NA,NA,NA
20524,70,NA,NA,NA
20525,11,NA,NA,NA
20525,12,NA,NA,NA
20525,13,NA,NA,NA
20525,21,NA,NA,NA
20525,22,NA,NA,NA
20525,23,NA,NA,NA
20525,31,NA,NA,NA
20525,32,NA,NA,NA
20525,33,NA,NA,NA
20525,41,NA,NA,NA
20525,42,NA,NA,NA
20525,43,NA,NA,NA
20525,44,NA,NA,NA
20525,50,NA,NA,NA
20525,60,NA,NA,NA
20525,70,NA,NA,NA
20526,11,NA,NA,NA
20526,12,NA,NA,NA
20526,13,NA,NA,NA
20526,21,NA,NA,NA
20526,22,NA,NA,NA
20526,23,NA,NA,NA
20526,31,NA,NA,NA
20526,32,NA,NA,NA
20526,33,NA,NA,NA
20526,41,NA,NA,NA
20526,42,NA,NA,NA
20526,43,NA,NA,NA
20526,44,NA,NA,NA
20526,50,NA,NA,NA
20526,60,NA,NA,NA
20526,70,NA,NA,NA
20527,11,NA,NA,NA
20527,12,NA,NA,NA
20527,13,NA,NA,NA
20527,21,NA,NA,NA
20527,22,NA,NA,NA
20527,23,NA,NA,NA
20527,31,NA,NA,NA
20527,32,NA,NA,NA
20527,33,NA,NA,NA
20527,41,NA,NA,NA
20527,42,NA,NA,NA
20527,43,NA,NA,NA
20527,44,NA,NA,NA
20527,50,NA,NA,NA
20527,60,NA,NA,NA
20527,70,NA,NA,NA
20528,11,NA,NA,NA
20528,12,NA,NA,NA
20528,13,NA,NA,NA
20528,21,NA,NA,NA
20528,22,NA,NA,NA
20528,23,NA,NA,NA
20528,31,NA,NA,NA
20528,32,NA,NA,NA
20528,33,NA,NA,NA
20528,41,NA,NA,NA
20528,42,NA,NA,NA
20528,43,NA,NA,NA
20528,44,NA,NA,NA
20528,50,NA,NA,NA
20528,60,NA,NA,NA
20528,70,NA,NA,NA
20529,11,NA,NA,NA
20529,12,NA,NA,NA
20529,13,NA,NA,NA
20529,21,NA,NA,NA
20529,22,NA,NA,NA
20529,23,NA,NA,NA
20529,31,NA,NA,NA
20529,32,NA,NA,NA
20529,33,NA,NA,NA
20529,41,NA,NA,NA
20529,42,NA,NA,NA
20529,43,NA,NA,NA
20529,44,NA,NA,NA
20529,50,NA,NA,NA
20529,60,NA,NA,NA
20529,70,NA,NA,NA
20530,11,NA,NA,NA
20530,12,NA,NA,NA
20530,13,NA,NA,NA
20530,21,NA,NA,NA
20530,22,NA,NA,NA
20530,23,NA,NA,NA
20530,31,NA,NA,NA
20530,32,NA,NA,NA
20530,33,NA,NA,NA
20530,41,NA,NA,NA
20530,42,NA,NA,NA
20530,43,NA,NA,NA
20530,44,NA,NA,NA
20530,50,NA,NA,NA
20530,60,NA,NA,NA
20530,70,NA,NA,NA
20531,11,NA,NA,NA
20531,12,NA,NA,NA
20531,13,NA,NA,NA
20531,21,NA,NA,NA
20531,22,NA,NA,NA
20531,23,NA,NA,NA
20531,31,NA,NA,NA
20531,32,NA,NA,NA
20531,33,NA,NA,NA
20531,41,NA,NA,NA
20531,42,NA,NA,NA
20531,43,NA,NA,NA
20531,44,NA,NA,NA
20531,50,NA,NA,NA
20531,60,NA,NA,NA
20531,70,NA,NA,NA
20532,11,NA,NA,NA
20532,12,NA,NA,NA
20532,13,NA,NA,NA
20532,21,NA,NA,NA
20532,22,NA,NA,NA
20532,23,NA,NA,NA
20532,31,NA,NA,NA
20532,32,NA,NA,NA
20532,33,NA,NA,NA
20532,41,NA,NA,NA
20532,42,NA,NA,NA
20532,43,NA,NA,NA
20532,44,NA,NA,NA
20532,50,NA,NA,NA
20532,60,NA,NA,NA
20532,70,NA,NA,NA
20533,11,0,0,0
20533,12,0,0,0
20533,13,0,0,0
20533,21,0,0,0
20533,22,0,0,0
20533,23,0,0,0
20533,31,0,0,0
20533,32,0,0,0
20533,33,0,0,0
20533,41,0,0,0
20533,42,0,0,0
20533,43,0,0,0
20533,44,0,0,0
20533,50,0,0,0
20533,60,0,0,0
20533,70,0,0,0
