ubicageo_f,aniorefe_b,elinsp1,elinsp2,elinsp3,elinsp4,elinsp5,elinsp6,elinsp7,elinsp8,elinsp9
16080,1,,,,,,,,,1
16080,2,,,,,,,,,1
16081,1,,,,,,,,1,
16081,2,,,,,,,,1,
16082,1,,,,,,,,1,
16082,2,,,,,,,,1,
16083,1,,,,,,,,1,
16083,2,,,,,,,,1,
16084,1,,,,,,,,1,
16084,2,,,,,,,,1,
16085,1,,,,,,,,,1
16085,2,,,,,,,,,1
16086,1,,,,,,,,1,
16086,2,,,,,,,,1,
16087,1,,,,,,,,1,
16087,2,,,,,,,,1,
16088,1,1,,1,,,,,,
16088,2,1,,1,,,,,,
16089,1,1,1,1,1,1,1,1,,
16089,2,1,1,1,1,1,1,1,,
16090,1,,,,,,,,1,
16090,2,,,,,,,,1,
16091,1,,,,,,,,1,
16091,2,,,,,,,,1,
16092,1,,,,,,1,,,
16092,2,,,,,,1,,,
16093,1,,,,,,,,1,
16093,2,,,,,,,,1,
16094,1,,,,,,,,1,
16094,2,,,,,,,,1,
16095,1,,,,,,,,1,
16095,2,,,,,,,,1,
16096,1,,,,,,,,1,
16096,2,,,,,,,,1,
16097,1,,,,,,,,1,
16097,2,,,,,,,,1,
16098,1,,,,,,,,1,
16098,2,,,,,,,,1,
16099,1,,,,,,,,1,
16099,2,,,,,,,,1,
16100,1,,,,,,,,1,
16100,2,,,,,,,,1,
16101,1,1,,,,,,,,
16101,2,1,,,,,,,,
16102,1,,,,,,,,1,
16102,2,,,,,,,,1,
16103,1,,,,,,,,1,
16103,2,,,,,,,,1,
16104,1,,,,,,,,1,
16104,2,,,,,,,,1,
16105,1,,,,,,,,1,
16105,2,,,,,,,,1,
16106,1,,,,,,,,1,
16106,2,,,,,,,,1,
16107,1,,,,,,,,1,
16107,2,,,,,,,,1,
16108,1,,,,,,,,,1
16108,2,,,,,,,,,1
16109,1,,,,,,,,1,
16109,2,,,,,,,,1,
16110,1,,,,,,,,,1
16110,2,,,,,,,,,1
16111,1,,,,,,,,1,
16111,2,,,,,,,,1,
16112,1,,,,,,,,,1
16112,2,,,,,,,,,1
16113,1,,,,,,,,1,
16113,2,,,,,,,,1,
17001,1,,,,,,,,1,
17001,2,,,,,,,,1,
17002,1,,,,,,,,1,
17002,2,,,,,,,,1,
17003,1,,,,,,,,,1
17003,2,,1,,,,,,,
17004,1,,,,,,,,1,
17004,2,,,,,,,,1,
17005,1,,,,,,,,1,
17005,2,,,,,,,,1,
17006,1,1,1,,,1,,,,
17006,2,1,1,1,,1,,1,,
17007,1,,1,1,,1,,1,,
17007,2,,1,1,,1,,1,,
17008,1,1,1,,,,,,,
17008,2,1,1,,,,,,,
17009,1,1,,,,,,,,
17009,2,1,,,,,,,,
17010,1,,,,,,,,1,
17010,2,,,,,,,,1,
17011,1,1,1,1,,1,,1,,
17011,2,1,1,1,,1,,1,,
17012,1,,,,,,,,,1
17012,2,,,,,,,,,1
17013,1,1,1,,,,,,,
17013,2,1,1,,,,,,,
17014,1,,,,,,,,,1
17014,2,,,,,,,,,1
17015,1,,,,,,,,1,
17015,2,,,,,,,,1,
17016,1,1,,,,,,,,
17016,2,1,,,,,,,,
17017,1,,,,,,,,1,
17017,2,1,,,,,,,,
17018,1,1,1,1,,1,,,,
17018,2,1,1,1,,1,,,,
17019,1,1,,,,,,,,
17019,2,1,,1,,1,,,,
17020,1,1,,1,,1,,,,
17020,2,1,,1,,1,,,,
17021,1,,,,,,,,1,
17021,2,,,,,,,,1,
17022,1,1,1,1,1,1,1,,,
17022,2,1,1,1,1,1,1,,,
17023,1,,,,,,,,,1
17023,2,1,1,,,,,,,
17024,1,,,,,,,,1,
17024,2,,,,,,,,1,
17025,1,,,,,,,,1,
17025,2,,,,,,,,1,
17026,1,,,,,,,,1,
17026,2,,,,,,,,1,
17027,1,,,,,,,,,1
17027,2,,,,,,,,,1
17028,1,1,,,,,,,,
17028,2,1,,,,,,,,
17029,1,1,,,,,,,,
17029,2,1,,,,,,,,
17030,1,,,,,,,,1,
17030,2,,,,,,,,1,
17031,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
17031,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
17032,1,1,,,,,,,,
17032,2,1,,,,,,,,
17033,1,,,,,,,,1,
17033,2,,,,,,,,1,
17034,1,,,,,,,,,1
17034,2,,,,,,,,,1
17035,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
17035,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
17036,1,,,,,,,,1,
17036,2,,,,,,,,1,
18001,1,,,,,,,,1,
18001,2,,,,,,,,1,
18002,1,,,,,,,,1,
18002,2,,,,,,,,1,
18003,1,,,,,,,,1,
18003,2,,,,,,,,1,
18004,1,,,,,,,,1,
18004,2,,,,,,,,1,
18005,1,,,,,,,,1,
18005,2,1,,,,,,,,
18006,1,,,,,,,,1,
18006,2,,,,,,,,1,
18007,1,,,,,,,,1,
18007,2,,,,,,,,1,
18008,1,,,,,,,,1,
18008,2,,,,,,,,1,
18009,1,,,,,,,,1,
18009,2,,,,,,,,1,
18010,1,,,,,,,,1,
18010,2,,,,,,,,1,
18011,1,,,,,,,,1,
18011,2,,,,,,,,1,
18012,1,,,,,,,,1,
18012,2,,,,,,,,1,
18013,1,,,,,,,,1,
18013,2,,,,,,,,1,
18014,1,,,,,,,,1,
18014,2,,,,,,,,1,
18015,1,,,,,,,,1,
18015,2,,1,,,,,,,
18016,1,,,,,,,,1,
18016,2,,,,,,,,1,
18017,1,,,,,,,,1,
18017,2,,,,,,,,1,
18018,1,,,,,,,,1,
18018,2,,,,,,,,1,
18019,1,,,,,,,,1,
18019,2,,,,,,,,1,
18020,1,,,,,,,,1,
18020,2,,,,,,,,1,
19001,1,,,,,,,,1,
19001,2,,,,,,,,1,
19002,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
19002,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
19003,1,,,,,,,,1,
19003,2,,,,,,,,1,
19004,1,,,,,,,,1,
19004,2,,,,,,,,1,
19005,1,,,,,,,,1,
19005,2,,,,,,,,1,
19006,1,1,1,,,1,,1,,
19006,2,1,1,,,1,,1,,
19007,1,,,,,,,,,1
19007,2,,,,,,,,1,
19008,1,,,,,,,,1,
19008,2,,,,,,,,1,
19009,1,,,,,,,,1,
19009,2,,,,,,,,1,
19010,1,1,,1,,1,,,,
19010,2,1,,1,,1,,,,
19011,1,,,,,,,,,1
19011,2,,,,,,,,,1
19012,1,,,,,,,,1,
19012,2,,,,,,,,1,
19013,1,,,,,,,,1,
19013,2,,,,,,,,1,
19014,1,,,,,,,,1,
19014,2,,,,,,,,1,
19015,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
19015,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
19016,1,,,,,,,,1,
19016,2,,,,,,,,1,
19017,1,,,,,,,,,1
19017,2,,,,,,,,,1
19018,1,,,,,,,,1,
19018,2,,,,,,,,1,
19019,1,1,1,1,1,1,,,,
19019,2,1,1,1,1,1,,,,
19020,1,,,,,,,,1,
19020,2,,,,,,,,1,
19021,1,,,,,,,,,1
19021,2,,,,,,,,,1
19022,1,,,,,,,,1,
19022,2,,,,,,,,1,
19023,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
19023,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
19024,1,,,,,,,,,1
19024,2,,,,,,,,,1
19025,1,,,,,,,,,1
19025,2,,,,,,,,,1
19026,1,1,1,1,1,1,,1,,
19026,2,1,1,1,1,1,,1,,
19027,1,,,,,,,,1,
19027,2,,,,,,,,1,
19028,1,,,,,,,,,1
19028,2,,,,,,,,,1
19029,1,,,,,,,,1,
19029,2,,,,,,,,1,
19030,1,,,,,,,,1,
19030,2,,,,,,,,1,
19031,1,,,,,,,,,1
19031,2,1,1,1,,1,,1,,
19032,1,,,,,,,,1,
19032,2,,,,,,,,1,
19033,1,,1,,,,,,,
19033,2,,1,,,,,,,
19034,1,,,,,,,,1,
19034,2,,,,,,,,1,
19035,1,,,,,,,,,1
19035,2,,,,,,,,,1
19036,1,,,,,,,,,1
19036,2,,,,,,,,,1
19037,1,,,,,,,,1,
19037,2,,,,,,,,1,
19038,1,,,,,,,,1,
19038,2,,,,,,,,1,
19039,1,1,1,1,1,1,,,,
19039,2,1,1,1,1,1,,,,
19040,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
19040,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
19041,1,,,,,,,,,1
19041,2,1,1,1,1,1,,,,
19042,1,,,,,,,,1,
19042,2,,,,,,,,1,
19043,1,,,,,,,,1,
19043,2,,,,,,,,1,
19044,1,,,,,,,,1,
19044,2,,,,,,,,1,
19045,1,,,,,,,,,1
19045,2,,,,,,,,,1
19046,1,1,1,1,1,1,,1,,
19046,2,1,1,1,1,1,,1,,
19047,1,,,,,,,,,1
19047,2,,,,,,,,,1
19048,1,1,,1,,,,,,
19048,2,1,,1,,,,,,
19049,1,,,,,,,,1,
19049,2,1,,,,1,,,,
19050,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
19050,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
19051,1,,,,,,,,,1
19051,2,,,,,,,,,1
20001,1,,,,,,,,1,
20001,2,,,,,,,,1,
20002,1,,,,,,,,1,
20002,2,,,,,,,,1,
20003,1,,,,,,,,1,
20003,2,,,,,,,,1,
20004,1,,,,,,,,1,
20004,2,,,,,,,,1,
20005,1,,,,,,,,,1
20005,2,,1,,,,,,,
20006,1,,,,,,,,1,
20006,2,,,,,,,,1,
20007,1,,,,,,,,,1
20007,2,,,,,,,,,1
20008,1,,,,,,,,1,
20008,2,,,,,,,,1,
20009,1,,,,,,,,,1
20009,2,,,,,,,,,1
20010,1,,,,,,,,,1
20010,2,,1,,,,,,,
20011,1,,,,,,,,1,
20011,2,,,,,,,,1,
20012,1,,,,,,,,1,
20012,2,,,,,,,,1,
20013,1,,,,,,,,1,
20013,2,,,,,,,,1,
20014,1,,,,,,,,1,
20014,2,,,,,,,,1,
20015,1,,,,,,,,1,
20015,2,,,,,,,,1,
20016,1,,,,,,,,1,
20016,2,,,,,,,,1,
20017,1,,,,,,,,1,
20017,2,,,,,,,,1,
20018,1,,,,,,,,,1
20018,2,,,,,,,,,1
20019,1,,,,,,,,1,
20019,2,,,,,,,,1,
20020,1,,,,,,,,1,
20020,2,,,,,,,,1,
20021,1,,,,,,,,1,
20021,2,,,,,,,,1,
20022,1,,,,,,,,1,
20022,2,,,,,,,,1,
20023,1,,,,,,,,1,
20023,2,,,,,,,,1,
20024,1,,,,,,,,1,
20024,2,,,,,,,,1,
20025,1,,,,,,,,,1
20025,2,,,,,,,,1,
20026,1,,,,,,,,1,
20026,2,,,,,,,,1,
20027,1,,,,,,,,1,
20027,2,,,,,,,,1,
20028,1,,,,,,,,1,
20028,2,,,,,,,,1,
20029,1,,,,,,,,1,
20029,2,,,,,,,,1,
20030,1,,,,,,,,,1
20030,2,,1,,,,,,,
20031,1,,,,,,,,1,
20031,2,,,,,,,,1,
20032,1,,,,,,,,1,
20032,2,,,,,,,,1,
20033,1,,,,,,,,1,
20033,2,,,,,,,,1,
20034,1,,,,,,,,1,
20034,2,,,,,,,,1,
20035,1,,,,,,,,1,
20035,2,,,,,,,,1,
20036,1,,,,,,,,1,
20036,2,,,,,,,,1,
20037,1,,,,,,,,1,
20037,2,,,,,,,,1,
20038,1,,,,,,,,1,
20038,2,,,,,,,,1,
20039,1,,,,,,,,1,
20039,2,,,,,,,,1,
20040,1,,,,,,,,1,
20040,2,,,,,,,,1,
20041,1,1,1,,,,,,,
20041,2,1,1,,,,,,,
20042,1,,,,,,,,1,
20042,2,,,,,,,,1,
20043,1,,,,,,,,1,
20043,2,,,,,,,,1,
20044,1,,,,,,,,,1
20044,2,,,,,,,,,1
20045,1,,,,,,,,1,
20045,2,,,,,,,,1,
20046,1,,,,,,,,1,
20046,2,,,,,,,,1,
20047,1,,,,,,,,1,
20047,2,,,,,,,,1,
20048,1,,,,,,,,1,
20048,2,,,,,,,,1,
20049,1,,,,,,,,1,
20049,2,,,,,,,,1,
20050,1,,,,,,,,1,
20050,2,,,,,,,,1,
20051,1,,,,,,,,1,
20051,2,,,,,,,,1,
20052,1,,,,,,,,1,
20052,2,,,,,,,,1,
20053,1,,,,,,,,1,
20053,2,,,,,,,,1,
20054,1,,,,,,,,1,
20054,2,,,,,,,,1,
20055,1,,,,,,,,1,
20055,2,,,,,,,,1,
20056,1,,,,,,,,1,
20056,2,,,,,,,,1,
20057,1,,1,,,,,,,
20057,2,,1,,,,,,,
20058,1,,,,,,,,,1
20058,2,,,,,,,,1,
20059,1,,,,,,,,1,
20059,2,,,,,,,,1,
20060,1,,,,,,,,1,
20060,2,,,,,,,,1,
20061,1,,,,,,,,1,
20061,2,,,,,,,,1,
20062,1,,,,,,,,1,
20062,2,,,,,,,,1,
20063,1,,,,,,,,1,
20063,2,,,,,,,,1,
20064,1,,,,,,,,1,
20064,2,,,,,,,,1,
20065,1,,,,,,,,1,
20065,2,,,,,,,,1,
20066,1,,,,,,,,1,
20066,2,,,,,,,,1,
20067,1,,,,,,,,1,
20067,2,1,1,1,1,1,1,,,
20068,1,,,,,,,,1,
20068,2,,,,,,,,1,
20069,1,,,,,,,,1,
20069,2,,,,,,,,1,
20070,1,,,,,,,,1,
20070,2,,,,,,,,1,
20071,1,,,,,,,,1,
20071,2,,,,,,,,1,
20072,1,,,,,,,,1,
20072,2,,,,,,,,1,
20073,1,,,,,,,,1,
20073,2,1,,,,,,,,
20074,1,,,,,,,,1,
20074,2,,,,,,,,1,
20075,1,,,,,,,,1,
20075,2,,,,,,,,1,
20076,1,,,,,,,,1,
20076,2,,,,,,,,1,
20077,1,,,,,,,,1,
20077,2,,,,,,,,1,
20078,1,,,,,,,,1,
20078,2,,,,,,,,1,
20079,1,,,,,,,,1,
20079,2,,,,,,,,1,
20080,1,,,,,,,,1,
20080,2,,,,,,,,1,
20081,1,,,,,,,,1,
20081,2,,,,,,,,1,
20082,1,,,,,,,,1,
20082,2,,,,,,,,1,
20083,1,1,,1,,,,,,
20083,2,1,,1,,,,,,
20084,1,,,,,,,,1,
20084,2,,,,,,,,1,
20085,1,,,,,,,,1,
20085,2,,,,,,,,1,
20086,1,,,,,,,,1,
20086,2,,,,,,,,1,
20087,1,1,,,,,,,,
20087,2,1,,,,,,,,
20088,1,,,,,,,,1,
20088,2,,,,,,,,1,
20089,1,,,,,,,,1,
20089,2,,,,,,,,1,
20090,1,,,,,,,,1,
20090,2,,,,,,,,1,
20091,1,1,,,,,,,,
20091,2,1,,,,,,,,
20092,1,1,,,,,,,,
20092,2,1,,,,,,,,
20093,1,,,,,,,,1,
20093,2,,,,,,,,1,
20094,1,,,,,,,,1,
20094,2,,,,,,,,1,
20095,1,,,,,,,,1,
20095,2,,,,,,,,1,
20096,1,,,,,,,,1,
20096,2,,,,,,,,1,
20097,1,,,,,,,,1,
20097,2,,,,,,,,1,
20098,1,,,,,,,,1,
20098,2,,,,,,,,1,
20099,1,,,,,,,,1,
20099,2,,,,,,,,1,
20100,1,,,,,,,,1,
20100,2,,,,,,,,1,
20101,1,,,,,,,,1,
20101,2,,,,,,,,1,
20102,1,,,,,,,,1,
20102,2,,,,,,,,1,
20103,1,,1,,,,,,,
20103,2,,1,,,,,,,
20104,1,,,,,,,,1,
20104,2,,,,,,,,1,
20105,1,,,,,,,,1,
20105,2,,,,,,,,1,
20106,1,,,,,,,,1,
20106,2,,,,,,,,1,
20107,1,,,,,,,,1,
20107,2,,,,,,,,1,
20108,1,,,,,,,,1,
20108,2,,,,,,,,1,
20109,1,,,,,,,,1,
20109,2,,,,,,,,1,
20110,1,,,,,,,,1,
20110,2,,,,,,,,1,
20111,1,,,,,,,,1,
20111,2,,,,,,,,1,
20112,1,,,,,,,,1,
20112,2,,,,,,,,1,
20113,1,,,,,,,,1,
20113,2,,,,,,,,1,
20114,1,,,,,,,,1,
20114,2,,,,,,,,1,
20115,1,,,,,,,,1,
20115,2,,,,,,,,1,
20116,1,,,,,,,,1,
20116,2,,,,,,,,1,
20117,1,,,,,,,,1,
20117,2,,,,,,,,1,
20118,1,,,,,,,,1,
20118,2,,,,,,,,1,
20119,1,,,,,,,,1,
20119,2,,,,,,,,1,
20120,1,,,,,,,,1,
20120,2,,,,,,,,1,
20121,1,,,,,,,,1,
20121,2,,,,,,,,1,
20122,1,,,,,,,,1,
20122,2,,,,,,,,1,
20123,1,1,,,,,,,,
20123,2,1,,,,,,,,
20124,1,,,,,,,,,1
20124,2,,,,,,,,1,
20125,1,,,,,,,,1,
20125,2,,,,,,,,1,
20126,1,,,,,,,,1,
20126,2,,,,,,,,1,
20127,1,,,,,,,,1,
20127,2,,,,,,,,1,
20128,1,,,,,,,,1,
20128,2,,,,,,,,1,
20129,1,,,,,,,,,1
20129,2,,,,,,,,,1
20130,1,,,,,,,,1,
20130,2,,,,,,,,1,
20131,1,,,,,,,,1,
20131,2,,,,,,,,1,
20132,1,,,,,,,,1,
20132,2,,,,,,,,1,
20133,1,,,,,,,,1,
20133,2,,,,,,,,1,
20134,1,,,,,,,,1,
20134,2,,,,,,,,1,
20135,1,,,,,,,,1,
20135,2,,,,,,,,1,
20136,1,,,,,,,,1,
20136,2,,,,,,,,1,
20137,1,,,,,,,,1,
20137,2,,,,,,,,1,
20138,1,,,,,,,,1,
20138,2,,,,,,,,1,
20139,1,,,,,,,,1,
20139,2,,,,,,,,1,
20140,1,,,,,,,,1,
20140,2,,,,,,,,1,
20141,1,,,,,,,,,1
20141,2,,,,,,,,1,
20142,1,,,,,,,,1,
20142,2,,,,,,,,1,
20143,1,,,,,,,,1,
20143,2,,,,,,,,1,
20144,1,,,,,,,,1,
20144,2,,,,,,,,1,
20145,1,,,,,,,,1,
20145,2,1,,,,,,,,
20146,1,,,,,,,,1,
20146,2,,,,,,,,1,
20147,1,,,,,,,,1,
20147,2,,,,,,,,1,
20148,1,,,,,,,,,1
20148,2,,,,,,,,,1
20149,1,,,,,,,,1,
20149,2,,,,,,,,1,
20150,1,,,,,,,,1,
20150,2,,,,,,,,1,
20151,1,,,,,,,,1,
20151,2,,,,,,,,1,
20152,1,,,,,,,,1,
20152,2,,,,,,,,1,
20153,1,,,,,,,,1,
20153,2,,,,,,,,1,
20154,1,,,,,,,,1,
20154,2,,,,,,,,1,
20155,1,,,,,,,,1,
20155,2,,,,,,,,1,
20156,1,,,,,,,,1,
20156,2,,,,,,,,1,
20157,1,1,,,,,,,,
20157,2,1,,,,,,,,
20158,1,,,,,,,,1,
20158,2,,,,,,,,1,
20159,1,,,,,,,,1,
20159,2,,,,,,,,1,
20160,1,,,,,,,,1,
20160,2,,,,,,,,1,
20161,1,,,,,,,,1,
20161,2,,,,,,,,1,
20162,1,,,,,,,,1,
20162,2,,,,,,,,1,
20163,1,,,,,,,,1,
20163,2,,,,,,,,1,
20164,1,,,,,,,,1,
20164,2,,,,,,,,1,
20165,1,,,,,,,,,1
20165,2,,,,,,,,,1
20166,1,,,,,,,,,1
20166,2,,,,,,,,,1
20167,1,,,,,,,,1,
20167,2,,,,,,,,1,
20168,1,,,,,,,,1,
20168,2,,,,,,,,1,
20169,1,,,,,,,,1,
20169,2,,,,,,,,1,
20170,1,,,,,,,,1,
20170,2,,,,,,,,1,
20171,1,,,,,,,,1,
20171,2,,,,,,,,1,
20172,1,,,,,,,,1,
20172,2,,,,,,,,1,
20173,1,,,,,,,,1,
20173,2,,,,,,,,1,
20174,1,,,,,,,,1,
20174,2,,,,,,,,1,
20175,1,,,,,,,,1,
20175,2,,,,,,,,1,
20176,1,,,,,,,1,,
20176,2,,,,,,,1,,
20177,1,,,,,,,,1,
20177,2,,,,,,,,1,
20178,1,,,,,,,,1,
20178,2,,,,,,,,1,
20179,1,,,,,,,,1,
20179,2,,,,,,,,1,
20180,1,,,,,,,,1,
20180,2,,,,,,,,1,
20181,1,,,,,,,,1,
20181,2,,,,,,,,1,
20182,1,,,,,,,,1,
20182,2,,,,,,,,1,
20183,1,,,,,,,,1,
20183,2,,,,,,,,1,
20184,1,,,,,,,,1,
20184,2,,,,,,,1,,
20185,1,,,,,,,,1,
20185,2,,,,,,,,1,
20186,1,,,,,,,,1,
20186,2,,,,,,,,1,
20187,1,,,,,,,,1,
20187,2,,,,,,,,1,
20188,1,,,,,,,,1,
20188,2,1,,,,,,,,
20189,1,,,,,,,,1,
20189,2,,,,,,,,1,
20190,1,,,,,,,,1,
20190,2,,,,,,,,1,
20191,1,,,,,,,,1,
20191,2,,,,,,,,1,
20192,1,,,,,,,,1,
20192,2,,,,,,,,1,
20193,1,,,,,,,,1,
20193,2,,,,,,,,1,
20194,1,,,,,,,,1,
20194,2,,,,,,,,1,
20195,1,,,,,,,,,1
20195,2,,,,,,,,,1
20196,1,,,,,,,,1,
20196,2,,,,,,,,1,
20197,1,,,,,,,,1,
20197,2,,,,,,,,1,
20198,1,,,,,,,,,1
20198,2,,1,,,,,,,
20199,1,,,,,,,,1,
20199,2,,,,,,,,1,
20200,1,,,,,,,,1,
20200,2,,,,,,,,1,
20201,1,,,,,,,,1,
20201,2,,,,,,,,1,
20202,1,,,,,,,,1,
20202,2,,,,,,,,1,
20203,1,,,,,,,,1,
20203,2,,,,,,,,1,
20204,1,,,,,,,,1,
20204,2,,,,,,,,1,
20205,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
20205,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
20206,1,,,,,,,,1,
20206,2,,,,,,,,1,
20207,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
20207,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
20208,1,,,,,,,,1,
20208,2,,,,,,,,1,
20209,1,,,,,,,,1,
20209,2,,,,,,,,1,
20210,1,,,,,,,,1,
20210,2,,,,,,,,1,
20211,1,,,,,,,,,1
20211,2,,,,,,,,,1
20212,1,,,,,,,,1,
20212,2,,,,,,,,1,
20213,1,,,,,,,,1,
20213,2,,,,,,,,1,
20214,1,,,,,,,,1,
20214,2,,,,,,,,1,
20215,1,,,,,,,,1,
20215,2,,,,,,,,1,
20216,1,,,,,,,,1,
20216,2,,,,,,,,1,
20217,1,,,,,,,,1,
20217,2,,,,,,,,1,
20218,1,,,,,,,,1,
20218,2,,,,,,,,1,
20219,1,,,,,,,,1,
20219,2,,,,,,,,1,
20220,1,,,,,,,,1,
20220,2,,,,,,,,1,
20221,1,,,,,,,,1,
20221,2,,,,,,,,1,
20222,1,,,,,,,,1,
20222,2,,,,,,,,1,
20223,1,,,,,,,,1,
20223,2,,,,,,,,1,
20224,1,,,,,,,,1,
20224,2,,,,,,,,1,
20225,1,,,,,,,,1,
20225,2,,,,,,,,1,
20226,1,,,,,,,,1,
20226,2,,,,,,,,1,
20227,1,,,,,,,,1,
20227,2,,,,,,,,1,
20228,1,,,,,,,,,1
20228,2,,,,,,,,,1
20229,1,,,,,,,,1,
20229,2,,,,,,,,1,
20230,1,,,,,,,,1,
20230,2,,,,,,,,1,
20231,1,,,,,,,,1,
20231,2,,,,,,,,1,
20232,1,,,,,,,,1,
20232,2,,,,,,,,1,
20233,1,,,,,,,,1,
20233,2,,,,,,,,1,
20234,1,,,,,,,,1,
20234,2,,,,,,,,1,
20235,1,,,,,,,,1,
20235,2,,,,,,,,1,
20236,1,,,,,,,,,1
20236,2,,,,,,,,,1
20237,1,,,,,,,,1,
20237,2,,,,,,,,1,
20238,1,,,,,,,,1,
20238,2,,,,,,,,1,
20239,1,,,,,,,,1,
20239,2,,,,,,,,1,
20240,1,,,,,,,,1,
20240,2,,,,,,,,1,
20241,1,,,,,,,,1,
20241,2,,,,,,,,1,
20242,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
20242,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
20243,1,,,,,,,,1,
20243,2,,,,,,,,1,
20244,1,,,,,,,,1,
20244,2,,,,,,,,1,
20245,1,,,,,,,,1,
20245,2,,,,,,,,1,
20246,1,,,,,,,,1,
20246,2,,,,,,,,1,
20247,1,,1,,,,,,,
20247,2,,1,,,,,,,
20248,1,,,,,,,,1,
20248,2,,,,,,,,1,
20249,1,,,,,,,,1,
20249,2,,,,,,,,1,
20250,1,,,,,,,,1,
20250,2,,,,,,,,1,
20251,1,,,,,,,,1,
20251,2,,,,,,,,1,
20252,1,,,,,,,,1,
20252,2,,,,,,,,1,
20253,1,,,,,,,,1,
20253,2,,,,,,,,1,
20254,1,,,,,,,,1,
20254,2,,,,,,,,1,
20255,1,,,,,,,,1,
20255,2,,,,,,,,1,
20256,1,,,,,,,,1,
20256,2,,,,,,,,1,
20257,1,,,,,,,,1,
20257,2,,,,,,,,1,
20258,1,,,,,,,,1,
20258,2,,,,,,,,1,
20259,1,,,,,,,,1,
20259,2,,,,,,,,1,
20260,1,,,,,,,,1,
20260,2,,,,,,,,1,
20261,1,,1,,,,,,,
20261,2,,1,,,,,,,
20262,1,,,,,,,,1,
20262,2,,,,,,,,1,
20263,1,,,,,,,,1,
20263,2,,,,,,,,1,
20264,1,,,,,,,,1,
20264,2,,,,,,,,1,
20265,1,,,,,,,,,1
20265,2,,1,,,,,,,
20266,1,,,,,,,,1,
20266,2,,,,,,,,1,
20267,1,,,,,,,,1,
20267,2,,,,,,,,1,
20268,1,,,,,,,,1,
20268,2,,,,,,,,1,
20269,1,,,,,,,,1,
20269,2,,,,,,,,1,
20270,1,,,,,,,,1,
20270,2,,,,,,,,1,
20271,1,,,,,,,,1,
20271,2,,,,,,,,1,
20272,1,,,,,,,,1,
20272,2,,,,,,,,1,
20273,1,,,,,,,,1,
20273,2,,,,,,,,1,
20274,1,,,,,,,,1,
20274,2,,,,,,,,1,
20275,1,,,,,,,,1,
20275,2,,,,,,,,1,
20276,1,,,,,,,,1,
20276,2,,,,,,,,1,
20277,1,,,,,,,,1,
20277,2,,,,,,,,1,
20278,1,,,,,,,,1,
20278,2,,,,,,,,1,
20279,1,,,,,,,,1,
20279,2,,,,,,,,1,
20280,1,,,,,,,,1,
20280,2,,,,,,,,1,
20281,1,,,,,,,,1,
20281,2,,,,,,,,1,
20282,1,,,,,,,,1,
20282,2,,,,,,,,1,
20283,1,,,,,,,,1,
20283,2,,,,,,,,1,
20284,1,,,,,,,,1,
20284,2,,,,,,,,1,
20285,1,,,,,,,,1,
20285,2,,,,,,,,1,
20286,1,,,,,,,,1,
20286,2,,,,,,,,1,
20287,1,,,,,,,,1,
20287,2,,,,,,,,1,
20288,1,,,,,,,,1,
20288,2,,,,,,,,1,
20289,1,,,,,,,,1,
20289,2,,,,,,,,1,
20290,1,,,,,,,,1,
20290,2,,,,,,,,1,
20291,1,,,,,,,,1,
20291,2,,,,,,,,1,
20292,1,,,,,,,,1,
20292,2,,,,,,,,1,
20293,1,1,,,,,,,,
20293,2,1,,,,,,,,
20294,1,,,,,,,,1,
20294,2,,,,,,,,1,
20295,1,,,,,,,,1,
20295,2,,,,,,,,1,
20296,1,,,,,,,,1,
20296,2,,,,,,,,1,
20297,1,,,,,,,,1,
20297,2,,,,,,,,1,
20298,1,,,,,,,,1,
20298,2,,,,,,,,1,
20299,1,,,,,,,,1,
20299,2,,,,,,,,1,
20300,1,,,,,,,,1,
20300,2,,,,,,,,1,
20301,1,,,,,,,,1,
20301,2,,,,,,,,1,
20302,1,,,,,,,,1,
20302,2,,,,,,,,1,
20303,1,,,,,,,,1,
20303,2,,,,,,,,1,
20304,1,,,,,,,,1,
20304,2,,,,,,,,1,
20305,1,,,,,,,,1,
20305,2,,,,,,,,1,
20306,1,,,,,,,,1,
20306,2,,,,,,,,1,
20307,1,,,,,,,,1,
20307,2,,,,,,,,1,
20308,1,,,,,,,,1,
