ubicageo_f,numeral,nombre1
17014,1,NO APLICA
17015,1,NO APLICA
17016,1,NO APLICA
17017,1,NO APLICA
17018,1,NO APLICA
17019,1,NO APLICA
17020,1,NO APLICA
17021,1,NO APLICA
17022,1,NO APLICA
17023,1,FALTAS INJUSTIFICADAS
17023,2,RETARDOS
17023,3,DORMIR EN HORAS LABORALES
17023,4,NO CONTESTAR EL RADIO
17024,1,NO APLICA
17025,1,FALTAS INJUSTIFICADAS
17025,2,QUEJAS CIUDADANAS SOBRE SOBRE ROBO DE PERTENENCIAS
17025,3,FALTAS SOBRE ABUSO DE AUTORIDAD
17026,1,NO APLICA
17027,1,NO APLICA
17028,1,NO APLICA
17029,1,NO APLICA
17030,1,NO APLICA
17031,1,NO APLICA
17032,1,NO IDENTIFICADO
17033,1,NO IDENTIFICADO
17034,1,NO APLICA
17035,1,NO APLICA
17036,1,NO APLICA
18001,1,NO APLICA
18002,1,NO APLICA
18003,1,NO APLICA
18004,1,NO APLICA
18005,1,NO APLICA
18006,1,NO APLICA
18007,1,NO APLICA
18008,1,NO APLICA
18009,1,NO APLICA
18010,1,NO APLICA
18011,1,NO APLICA
18012,1,NO APLICA
18013,1,NO APLICA
18014,1,NO APLICA
18015,1,NO APLICA
18016,1,NO APLICA
18017,1,NO APLICA
18018,1,NO APLICA
18019,1,NO APLICA
18020,1,NO APLICA
19001,1,NO APLICA
19002,1,NO APLICA
19003,1,NO APLICA
19004,1,NO APLICA
19005,1,NO APLICA
19006,1,NO APLICA
19007,1,NO IDENTIFICADO
19008,1,NO APLICA
19009,1,NO APLICA
19010,1,NO APLICA
19011,1,NO APLICA
19012,1,NO APLICA
19013,1,NO APLICA
19014,1,NO APLICA
19015,1,NO APLICA
19016,1,NO APLICA
19017,1,NO APLICA
19018,1,NO APLICA
19019,1,NO APLICA
19020,1,NO APLICA
19021,1,NO APLICA
19022,1,NO APLICA
19023,1,NO APLICA
19024,1,NO APLICA
19025,1,NO APLICA
19026,1,NO APLICA
19027,1,NO APLICA
19028,1,NO IDENTIFICADO
19029,1,NO IDENTIFICADO
19030,1,NO APLICA
19031,1,NO APLICA
19032,1,NO APLICA
19033,1,NO APLICA
19034,1,NO APLICA
19035,1,NO APLICA
19036,1,NO IDENTIFICADO
19037,1,NO APLICA
19038,1,NO APLICA
19039,1,NO APLICA
19040,1,NO APLICA
19041,1,NO APLICA
19042,1,NO APLICA
19043,1,NO APLICA
19044,1,NO APLICA
19045,1,NO APLICA
19046,1,NO APLICA
19047,1,NO APLICA
19048,1,NO APLICA
19049,1,FALTAR AL SERVICIO
19049,2,NO AVISAR A UN SUPERIOR UNA INCIDENCIA
19049,3,NO ACATAR INDICACION DE SUPERIOR
19050,1,NO APLICA
19051,1,NO APLICA
20001,1,NO APLICA
20002,1,NO APLICA
20003,1,NO APLICA
20004,1,NO APLICA
20005,1,NO APLICA
20006,1,NO APLICA
20007,1,NO APLICA
20008,1,NO APLICA
20009,1,NO APLICA
20010,1,NO APLICA
20011,1,NO APLICA
20012,1,NO APLICA
20013,1,NO APLICA
20014,1,NO APLICA
20015,1,NO APLICA
20016,1,NO APLICA
20017,1,NO APLICA
20018,1,NO APLICA
20019,1,NO APLICA
20020,1,NO APLICA
20021,1,NO APLICA
20022,1,NO APLICA
20023,1,NO APLICA
20024,1,NO APLICA
20025,1,NO APLICA
20026,1,NO APLICA
20027,1,NO APLICA
20028,1,NO APLICA
20029,1,NO APLICA
20030,1,NO APLICA
20031,1,NO APLICA
20032,1,NO APLICA
20033,1,NO APLICA
20034,1,NO APLICA
20035,1,NO APLICA
20036,1,NO APLICA
20037,1,NO APLICA
20038,1,NO APLICA
20039,1,NO IDENTIFICADO
20040,1,NO APLICA
20041,1,NO APLICA
20042,1,NO APLICA
20043,1,NO APLICA
20044,1,NO APLICA
20045,1,NO APLICA
20046,1,NO APLICA
20047,1,NO APLICA
20048,1,NO APLICA
20049,1,NO APLICA
20050,1,NO APLICA
20051,1,NO APLICA
20052,1,NO APLICA
20053,1,NO APLICA
20054,1,NO APLICA
20055,1,NO APLICA
20056,1,NO APLICA
20057,1,NO APLICA
20058,1,NO APLICA
20059,1,NO APLICA
20060,1,NO APLICA
20061,1,NO APLICA
20062,1,NO APLICA
20063,1,NO APLICA
20064,1,NO APLICA
20065,1,NO APLICA
20066,1,NO APLICA
20067,1,NO APLICA
20068,1,NO APLICA
20069,1,NO APLICA
20070,1,NO APLICA
20071,1,NO APLICA
20072,1,NO APLICA
20073,1,NO APLICA
20074,1,NO APLICA
20075,1,NO APLICA
20076,1,NO APLICA
20077,1,NO APLICA
20078,1,NO APLICA
20079,1,NO APLICA
20080,1,NO APLICA
20081,1,NO APLICA
20082,1,NO APLICA
20083,1,NO APLICA
20084,1,NO APLICA
20085,1,NO APLICA
20086,1,NO APLICA
20087,1,NO APLICA
20088,1,NO APLICA
20089,1,NO APLICA
20090,1,NO APLICA
20091,1,NO APLICA
20092,1,NO APLICA
20093,1,NO APLICA
20094,1,NO APLICA
20095,1,NO APLICA
20096,1,NO APLICA
20097,1,NO APLICA
20098,1,NO APLICA
20099,1,NO APLICA
20100,1,NO APLICA
20101,1,NO APLICA
20102,1,NO APLICA
20103,1,NO APLICA
20104,1,NO APLICA
20105,1,NO APLICA
20106,1,NO APLICA
20107,1,NO APLICA
20108,1,NO APLICA
20109,1,NO APLICA
20110,1,NO APLICA
20111,1,NO APLICA
20112,1,NO APLICA
20113,1,NO APLICA
20114,1,NO APLICA
20115,1,NO APLICA
20116,1,NO APLICA
20117,1,NO APLICA
20118,1,NO APLICA
20119,1,NO APLICA
20120,1,NO APLICA
20121,1,NO APLICA
20122,1,NO APLICA
20123,1,NO APLICA
20124,1,NO APLICA
20125,1,NO APLICA
20126,1,NO APLICA
20127,1,NO APLICA
20128,1,NO APLICA
20129,1,NO APLICA
20130,1,NO APLICA
20131,1,NO APLICA
20132,1,NO APLICA
20133,1,NO APLICA
20134,1,NO APLICA
20135,1,NO APLICA
20136,1,NO APLICA
20137,1,NO APLICA
20138,1,NO APLICA
20139,1,NO APLICA
20140,1,NO APLICA
20141,1,NO APLICA
20142,1,NO APLICA
20143,1,NO APLICA
20144,1,NO APLICA
20145,1,NO APLICA
20146,1,NO APLICA
20147,1,NO APLICA
20148,1,NO APLICA
20149,1,NO APLICA
20150,1,NO APLICA
20151,1,NO APLICA
20152,1,NO APLICA
20153,1,NO APLICA
20154,1,NO APLICA
20155,1,NO APLICA
20156,1,NO APLICA
20157,1,NO APLICA
20158,1,NO APLICA
20159,1,NO APLICA
20160,1,NO APLICA
20161,1,NO APLICA
20162,1,NO APLICA
20163,1,NO APLICA
20164,1,NO APLICA
20165,1,NO APLICA
20166,1,NO APLICA
20167,1,NO APLICA
20168,1,NO APLICA
20169,1,NO APLICA
20170,1,NO APLICA
20171,1,NO APLICA
20172,1,NO APLICA
20173,1,NO APLICA
20174,1,NO APLICA
20175,1,NO APLICA
20176,1,NO APLICA
20177,1,NO APLICA
20178,1,NO APLICA
20179,1,NO APLICA
20180,1,NO APLICA
20181,1,NO APLICA
20182,1,NO APLICA
20183,1,NO APLICA
20184,1,NO APLICA
20185,1,NO APLICA
20186,1,NO APLICA
20187,1,NO APLICA
20188,1,NO APLICA
20189,1,NO APLICA
20190,1,NO APLICA
20191,1,NO APLICA
20192,1,NO APLICA
20193,1,NO APLICA
20194,1,NO APLICA
20195,1,NO APLICA
20196,1,NO APLICA
20197,1,NO APLICA
20198,1,NO APLICA
20199,1,NO APLICA
20200,1,NO APLICA
20201,1,NO APLICA
20202,1,NO APLICA
20203,1,NO APLICA
20204,1,NO APLICA
20205,1,NO APLICA
20206,1,NO APLICA
20207,1,NO APLICA
20208,1,NO APLICA
20209,1,NO APLICA
20210,1,NO APLICA
20211,1,NO APLICA
20212,1,NO APLICA
20213,1,NO APLICA
20214,1,NO APLICA
20215,1,NO APLICA
20216,1,NO APLICA
20217,1,NO APLICA
20218,1,NO APLICA
20219,1,NO APLICA
20220,1,NO APLICA
20221,1,NO APLICA
20222,1,NO APLICA
20223,1,NO APLICA
20224,1,NO APLICA
20225,1,NO APLICA
20226,1,NO APLICA
20227,1,NO APLICA
20228,1,NO APLICA
20229,1,NO APLICA
20230,1,NO APLICA
20231,1,NO APLICA
20232,1,NO APLICA
20233,1,NO APLICA
20234,1,NO APLICA
20235,1,NO APLICA
20236,1,NO APLICA
20237,1,NO IDENTIFICADO
20238,1,NO APLICA
20239,1,NO APLICA
20240,1,NO APLICA
20241,1,NO APLICA
20242,1,NO APLICA
20243,1,NO APLICA
20244,1,NO APLICA
20245,1,NO APLICA
20246,1,NO APLICA
20247,1,NO APLICA
20248,1,NO APLICA
20249,1,NO APLICA
20250,1,NO APLICA
20251,1,NO APLICA
20252,1,NO APLICA
20253,1,NO APLICA
20254,1,NO APLICA
20255,1,NO APLICA
20256,1,NO APLICA
20257,1,NO APLICA
20258,1,NO APLICA
20259,1,NO APLICA
20260,1,NO APLICA
20261,1,NO APLICA
20262,1,NO APLICA
20263,1,NO APLICA
20264,1,NO APLICA
20265,1,NO APLICA
20266,1,NO APLICA
20267,1,NO APLICA
20268,1,NO APLICA
20269,1,NO APLICA
20270,1,NO APLICA
20271,1,NO APLICA
20272,1,NO APLICA
20273,1,NO APLICA
20274,1,NO APLICA
20275,1,NO APLICA
20276,1,NO APLICA
20277,1,NO APLICA
20278,1,NO APLICA
20279,1,NO APLICA
20280,1,NO APLICA
20281,1,NO APLICA
20282,1,NO APLICA
20283,1,NO APLICA
20284,1,NO APLICA
20285,1,NO APLICA
20286,1,NO APLICA
20287,1,NO APLICA
20288,1,NO APLICA
20289,1,NO APLICA
20290,1,NO APLICA
20291,1,NO APLICA
20292,1,NO APLICA
20293,1,NO APLICA
20294,1,NO APLICA
20295,1,NO APLICA
20296,1,NO APLICA
20297,1,NO APLICA
20298,1,NO APLICA
20299,1,NO APLICA
20300,1,NO APLICA
20301,1,NO APLICA
20302,1,NO APLICA
20303,1,NO APLICA
20304,1,NO APLICA
20305,1,NO APLICA
20306,1,NO APLICA
20307,1,NO APLICA
20308,1,NO APLICA
20309,1,NO APLICA
20310,1,NO APLICA
20311,1,NO APLICA
20312,1,NO APLICA
20313,1,NO APLICA
20314,1,NO APLICA
20315,1,NO IDENTIFICADO
20316,1,NO APLICA
20317,1,NO APLICA
20318,1,ARRESTOS
20318,2,AMONESTACIONES ESCRITAS
20319,1,NO APLICA
20320,1,NO APLICA
20321,1,NO APLICA
20322,1,NO APLICA
20323,1,NO APLICA
20324,1,NO APLICA
20325,1,NO APLICA
20326,1,NO APLICA
20327,1,NO APLICA
20328,1,NO APLICA
20329,1,NO APLICA
20330,1,NO APLICA
20331,1,NO APLICA
20332,1,NO APLICA
20333,1,NO APLICA
20334,1,NO APLICA
20335,1,NO APLICA
20336,1,NO APLICA
20337,1,NO APLICA
20338,1,NO APLICA
20339,1,NO APLICA
20340,1,NO APLICA
20341,1,NO APLICA
20342,1,NO APLICA
20343,1,NO APLICA
20344,1,NO APLICA
20345,1,NO APLICA
20346,1,NO APLICA
20347,1,NO APLICA
20348,1,NO APLICA
20349,1,NO APLICA
20350,1,NO APLICA
20351,1,NO APLICA
20352,1,NO APLICA
20353,1,NO APLICA
20354,1,NO APLICA
20355,1,NO APLICA
20356,1,NO APLICA
20357,1,NO APLICA
20358,1,NO APLICA
20359,1,NO APLICA
20360,1,NO APLICA
20361,1,NO APLICA
20362,1,NO APLICA
20363,1,NO APLICA
20364,1,NO APLICA
20365,1,NO APLICA
20366,1,NO APLICA
20367,1,NO APLICA
20368,1,NO APLICA
20369,1,NO APLICA
20370,1,NO APLICA
20371,1,NO APLICA
20372,1,NO APLICA
20373,1,NO APLICA
20374,1,NO APLICA
20375,1,NO APLICA
20376,1,NO APLICA
20377,1,NO APLICA
20378,1,NO APLICA
20379,1,NO APLICA
20380,1,NO APLICA
20381,1,NO APLICA
20382,1,NO APLICA
20383,1,NO APLICA
20384,1,NO APLICA
20385,1,NO APLICA
20386,1,NO APLICA
20387,1,NO APLICA
20388,1,NO APLICA
20389,1,NO APLICA
20390,1,NO APLICA
20391,1,NO APLICA
20392,1,NO APLICA
20393,1,NO APLICA
20394,1,NO APLICA
20395,1,NO APLICA
20396,1,NO APLICA
20397,1,NO APLICA
20398,1,NO APLICA
20399,1,NO APLICA
20400,1,NO APLICA
20401,1,NO IDENTIFICADO
20402,1,NO APLICA
20403,1,NO APLICA
20404,1,NO APLICA
20405,1,NO APLICA
20406,1,NO APLICA
20407,1,NO APLICA
20408,1,NO APLICA
20409,1,NO APLICA
20410,1,NO APLICA
20411,1,NO APLICA
20412,1,NO APLICA
20413,1,NO APLICA
20414,1,NO APLICA
20415,1,NO APLICA
20416,1,NO APLICA
20417,1,NO APLICA
20418,1,NO APLICA
20419,1,NO APLICA
20420,1,NO APLICA
20421,1,NO APLICA
20422,1,NO APLICA
20423,1,NO APLICA
20424,1,NO APLICA
20425,1,NO APLICA
20426,1,NO APLICA
20427,1,NO APLICA
20428,1,NO APLICA
20429,1,NO APLICA
20430,1,NO APLICA
20431,1,NO APLICA
20432,1,NO APLICA
20433,1,NO APLICA
20434,1,NO APLICA
20435,1,NO APLICA
20436,1,NO APLICA
20437,1,NO APLICA
20438,1,NO APLICA
20439,1,NO APLICA
20440,1,NO APLICA
20441,1,NO APLICA
20442,1,NO APLICA
20443,1,NO APLICA
20444,1,NO APLICA
20445,1,NO APLICA
20446,1,NO APLICA
20447,1,NO APLICA
20448,1,NO APLICA
20449,1,NO APLICA
20450,1,NO APLICA
20451,1,NO APLICA
20452,1,NO APLICA
20453,1,NO APLICA
20454,1,NO APLICA
20455,1,NO APLICA
20456,1,NO APLICA
20457,1,NO APLICA
20458,1,NO APLICA
20459,1,NO APLICA
20460,1,NO APLICA
20461,1,NO APLICA
20462,1,NO APLICA
20463,1,NO APLICA
20464,1,NO APLICA
20465,1,NO APLICA
20466,1,NO APLICA
20467,1,NO APLICA
20468,1,NO APLICA
20469,1,NO APLICA
20470,1,NO APLICA
20471,1,NO APLICA
20472,1,NO APLICA
20473,1,NO APLICA
20474,1,NO APLICA
20475,1,NO APLICA
20476,1,NO APLICA
20477,1,NO APLICA
20478,1,NO APLICA
20479,1,NO APLICA
20480,1,NO APLICA
20481,1,NO APLICA
20482,1,NO APLICA
20483,1,NO APLICA
20484,1,NO APLICA
20485,1,NO APLICA
20486,1,NO APLICA
20487,1,NO APLICA
20488,1,NO APLICA
20489,1,NO APLICA
20490,1,NO APLICA
20491,1,NO APLICA
20492,1,NO APLICA
20493,1,NO APLICA
20494,1,NO APLICA
20495,1,NO IDENTIFICADO
20496,1,NO APLICA
20497,1,NO APLICA
20498,1,NO APLICA
20499,1,NO APLICA
20500,1,NO APLICA
20501,1,NO APLICA
20502,1,NO APLICA
20503,1,NO APLICA
20504,1,NO APLICA
20505,1,NO APLICA
20506,1,NO APLICA
20507,1,NO APLICA
20508,1,NO APLICA
20509,1,NO APLICA
20510,1,NO APLICA
20511,1,NO APLICA
20512,1,NO APLICA
20513,1,NO APLICA
20514,1,NO APLICA
20515,1,NO APLICA
20516,1,NO APLICA
20517,1,NO APLICA
20518,1,NO APLICA
20519,1,NO APLICA
20520,1,NO APLICA
20521,1,NO APLICA
20522,1,NO APLICA
20523,1,NO APLICA
20524,1,NO APLICA
20525,1,NO APLICA
20526,1,NO APLICA
20527,1,NO APLICA
20528,1,NO APLICA
20529,1,NO APLICA
20530,1,NO APLICA
20531,1,NO APLICA
20532,1,NO APLICA
20533,1,NO APLICA
20534,1,NO APLICA
20535,1,NO APLICA
20536,1,NO APLICA
20537,1,NO APLICA
20538,1,NO APLICA
20539,1,NO APLICA
20540,1,NO APLICA
20541,1,NO APLICA
20542,1,NO APLICA
20543,1,NO APLICA
20544,1,NO APLICA
20545,1,NO APLICA
20546,1,NO APLICA
20547,1,NO APLICA
20548,1,NO APLICA
20549,1,NO APLICA
20550,1,NO APLICA
20551,1,NO APLICA
20552,1,NO APLICA
20553,1,NO APLICA
20554,1,NO APLICA
20555,1,NO APLICA
20556,1,NO APLICA
20557,1,NO APLICA
20558,1,NO APLICA
20559,1,NO APLICA
20560,1,NO APLICA
20561,1,NO APLICA
20562,1,NO APLICA
20563,1,NO APLICA
20564,1,NO APLICA
20565,1,NO APLICA
20566,1,NO APLICA
20567,1,NO APLICA
20568,1,NO IDENTIFICADO
20569,1,NO APLICA
20570,1,NO APLICA
21001,1,NO APLICA
21002,1,NO APLICA
21003,1,NO APLICA
21004,1,NO APLICA
21005,1,NO APLICA
21006,1,NO APLICA
21007,1,NO APLICA
21008,1,NO APLICA
21009,1,NO APLICA
21010,1,NO APLICA
21011,1,NO APLICA
21012,1,NO APLICA
21013,1,NO APLICA
21014,1,NO APLICA
21015,1,NO APLICA
21016,1,NO APLICA
21017,1,NO APLICA
21018,1,NO APLICA
21019,1,NO APLICA
21020,1,NO APLICA
21021,1,NO APLICA
21022,1,NO APLICA
21023,1,NO APLICA
21024,1,NO APLICA
21025,1,NO APLICA
21026,1,NO APLICA
21027,1,NO APLICA
21028,1,NO APLICA
21029,1,NO APLICA
21030,1,NO APLICA
21031,1,NO APLICA
21032,1,NO APLICA
21033,1,NO APLICA
21034,1,NO APLICA
21035,1,NO APLICA
21036,1,NO APLICA
21037,1,NO APLICA
21038,1,NO APLICA
21039,1,NO APLICA
21040,1,NO APLICA
21041,1,NO APLICA
21042,1,NO APLICA
21043,1,NO APLICA
21044,1,NO APLICA
21045,1,NO APLICA
21046,1,NO APLICA
21047,1,NO APLICA
21048,1,NO APLICA
21049,1,NO APLICA
21050,1,NO APLICA
21051,1,NO APLICA
21052,1,NO APLICA
21053,1,NO APLICA
21054,1,NO APLICA
21055,1,NO APLICA
21056,1,NO APLICA
21057,1,NO APLICA
21058,1,NO APLICA
21059,1,NO APLICA
21060,1,NO APLICA
21061,1,NO APLICA
21062,1,NO APLICA
21063,1,NO APLICA
21064,1,NO APLICA
21065,1,NO APLICA
21066,1,NO APLICA
21067,1,NO APLICA
21068,1,NO APLICA
21069,1,NO APLICA
21070,1,NO APLICA
21071,1,NO APLICA
21072,1,NO APLICA
21073,1,NO APLICA
21074,1,NO APLICA
21075,1,NO APLICA
21076,1,NO APLICA
21077,1,NO APLICA
21078,1,NO APLICA
21079,1,NO APLICA
21080,1,NO APLICA
21081,1,NO APLICA
21082,1,NO APLICA
21083,1,NO APLICA
21084,1,NO APLICA
21085,1,NO APLICA
21086,1,NO APLICA
21087,1,NO APLICA
21088,1,NO APLICA
21089,1,NO APLICA
21090,1,NO APLICA
21091,1,NO APLICA
21092,1,NO APLICA
21093,1,NO APLICA
21094,1,NO APLICA
21095,1,NO APLICA
21096,1,NO APLICA
21097,1,NO APLICA
21098,1,NO APLICA
21099,1,NO APLICA
21100,1,NO APLICA
21101,1,NO APLICA
21102,1,NO APLICA
21103,1,NO APLICA
21104,1,NO APLICA
21105,1,NO APLICA
21106,1,NO APLICA
21107,1,NO APLICA
21108,1,NO APLICA
21109,1,NO IDENTIFICADO
21110,1,NO APLICA
21111,1,NO APLICA
21112,1,NO APLICA
21113,1,NO APLICA
21114,1,NO APLICA
21115,1,NO APLICA
21116,1,NO APLICA
21117,1,NO APLICA
21118,1,NO APLICA
21119,1,NO APLICA
21120,1,NO APLICA
21121,1,NO APLICA
21122,1,NO APLICA
21123,1,NO APLICA
21124,1,NO APLICA
21125,1,NO APLICA
21126,1,NO APLICA
21127,1,NO APLICA
21128,1,NO APLICA
21129,1,NO APLICA
21130,1,NO APLICA
21131,1,NO APLICA
21132,1,INCUMPLIMIENTO DE SUS DEBERES
21132,2,USO INDEBIDO DE RECURSOS PUBLICOS
21133,1,NO APLICA
21134,1,ARRESTOS
21134,2,SUSPENSION DE SERVICIO
21135,1,NO APLICA
21136,1,NO APLICA
21137,1,NO APLICA
21138,1,NO APLICA
21139,1,NO APLICA
21140,1,NO APLICA
21141,1,NO APLICA
21142,1,NO APLICA
21143,1,NO APLICA
21144,1,NO APLICA
21145,1,NO APLICA
21146,1,NO APLICA
21147,1,NO APLICA
21148,1,NO APLICA
21149,1,NO APLICA
21150,1,NO APLICA
21151,1,NO APLICA
21152,1,NO APLICA
21153,1,NO APLICA
21154,1,NO APLICA
21155,1,NO APLICA
21156,1,NO APLICA
21157,1,NO APLICA
21158,1,NO APLICA
21159,1,NO APLICA
21160,1,NO APLICA
21161,1,NO APLICA
21162,1,NO APLICA
21163,1,NO APLICA
21164,1,NO APLICA
21165,1,NO APLICA
21166,1,NO APLICA
21167,1,NO APLICA
21168,1,NO APLICA
21169,1,NO APLICA
21170,1,NO APLICA
21171,1,NO APLICA
21172,1,NO APLICA
21173,1,NO APLICA
21174,1,ARRESTO
21174,2,ACTA ADMINISTRATIVA
21174,3,SUSPENSION TEMPORAL
21174,4,SUSPENSION DEFINITIVA O INDEFINIDA
21174,5,BAJA DEFINITIVA
21175,1,NO APLICA
21176,1,NO APLICA
21177,1,NO APLICA
21178,1,NO APLICA
21179,1,NO APLICA
21180,1,NO APLICA
21181,1,NO APLICA
21182,1,NO APLICA
21183,1,NO APLICA
21184,1,NO APLICA
21185,1,NO APLICA
21186,1,NO APLICA
21187,1,NO APLICA
21188,1,NO APLICA
21189,1,NO APLICA
21190,1,NO APLICA
21191,1,NO APLICA
21192,1,NO APLICA
21193,1,NO APLICA
21194,1,NO APLICA
21195,1,NO APLICA
21196,1,NO APLICA
21197,1,NO APLICA
21198,1,NO APLICA
21199,1,NO APLICA
21200,1,NO APLICA
21201,1,NO APLICA
21202,1,NO APLICA
21203,1,NO APLICA
21204,1,NO APLICA
21205,1,NO APLICA
21206,1,NO APLICA
21207,1,NO APLICA
21208,1,NO APLICA
21209,1,NO APLICA
21210,1,NO APLICA
21211,1,NO APLICA
21212,1,NO APLICA
21213,1,NO APLICA
21214,1,NO APLICA
21215,1,NO APLICA
21216,1,NO APLICA
21217,1,NO APLICA
22001,1,NO APLICA
22002,1,NO APLICA
22003,1,NO APLICA
22004,1,NO APLICA
22005,1,NO APLICA
22006,1,NO APLICA
22007,1,NO APLICA
22008,1,NO APLICA
22009,1,NO APLICA
22010,1,NO APLICA
22011,1,NO APLICA
22012,1,NO APLICA
22013,1,NO APLICA
22014,1,DAÑOS A EQUIPO O BIENES DE LA INSTITUCION DOLOSO O NEGLIGENTE
22014,2,FALTAS INJUSTIFICADAS
22014,3,ABUSO DE AUTORIDAD
22014,4,NO ACATAR UNA ORDEN DE SU JEFE INMEDIATO
22014,5,NO CUMPLIR CON OBLIGACIONES INHERENTES AL CARGO
22014,6,NO CUMPLIR CON REQUISITOS DE PERMANENCIA
22014,7,MALA ATENCION
22014,8,INFRACCION DE TRANSITO IRREGULAR
22014,9,SOLICITUD DE DADIVAS
22014,10,PERDIDA DE EQUIPO
22015,1,NO APLICA
22016,1,NO APLICA
22017,1,NO APLICA
22018,1,NO IDENTIFICADO
23001,1,LLEGAR TARDE
23001,2,NO FIRMAR ASISTENCIA
23001,3,NO ACATAR LAS ORDENES
23001,4,NO PORTAR DEBIDAMENTE SU UNIFORME
23002,1,NO APLICA
23003,1,NO APLICA
23004,1,NO APLICA
23005,1,NO APLICA
23006,1,NO APLICA
23007,1,NO APLICA
23008,1,NO APLICA
23009,1,NO SE SABE
23010,1,NO APLICA
23011,1,NO APLICA
24001,1,NO APLICA
24002,1,NO APLICA
24003,1,NO APLICA
24004,1,NO APLICA
24005,1,NO APLICA
24006,1,NO APLICA
24007,1,NO APLICA
24008,1,NO APLICA
24009,1,NO APLICA
24010,1,NO APLICA
24011,1,NO APLICA
24012,1,NO APLICA
24013,1,NO APLICA
24014,1,NO APLICA
24015,1,NO APLICA
24016,1,NO APLICA
24017,1,NO APLICA
24018,1,NO APLICA
24019,1,NO APLICA
24020,1,NO APLICA
24021,1,NO APLICA
24022,1,NO APLICA
24023,1,NO APLICA
24024,1,NO APLICA
24025,1,NO APLICA
24026,1,NO APLICA
24027,1,NO APLICA
24028,1,NO APLICA
24029,1,NO APLICA
24030,1,NO APLICA
24031,1,NO APLICA
24032,1,NO APLICA
24033,1,NO APLICA
24034,1,NO APLICA
24035,1,NO APLICA
24036,1,NO APLICA
24037,1,NO APLICA
24038,1,NO APLICA
24039,1,NO APLICA
24040,1,NO APLICA
24041,1,NO APLICA
24042,1,NO APLICA
24043,1,NO APLICA
24044,1,NO APLICA
24045,1,NO APLICA
24046,1,NO APLICA
24047,1,NO APLICA
24048,1,NO APLICA
24049,1,NO APLICA
24050,1,NO APLICA
24051,1,NO APLICA
24052,1,NO APLICA
24053,1,ROBO
24053,2,ABUSO DE AUTORIDAD
24053,3,LESIONES
24054,1,NO APLICA
24055,1,NO APLICA
24056,1,NO APLICA
24057,1,NO APLICA
24058,1,NO APLICA
25001,1,NO APLICA
25002,1,NO APLICA
25003,1,NO APLICA
25004,1,NO APLICA
25005,1,NO APLICA
25006,1,ACTUACION POLICIAL
25006,2,USO DE FUERZA
25006,3,APLICACION DE LAS FALTAS ADMINISTRATIVAS CORRESPONDIENTES
25006,4,ACATAR INDICACIONES DE UN MANDO SUPERIOR
25006,5,NO PRESENTARSE ANTE EL REQUERIMIENTO DE UN MANDO
25007,1,NO APLICA
25008,1,NO APLICA
25009,1,NO APLICA
25010,1,DESACATO A LAS INDICACIONES DE ALGUN MANDO
25010,2,FALTAS INJUSTIFICADAS
25011,1,NO APLICA
25012,1,NO APLICA
25013,1,NO APLICA
25014,1,NO APLICA
25015,1,NO APLICA
25016,1,NO APLICA
25017,1,NO APLICA
25018,1,NO APLICA
26001,1,NO APLICA
26002,1,NO APLICA
26003,1,NO APLICA
26004,1,NO APLICA
26005,1,NO APLICA
26006,1,NO APLICA
26007,1,NO APLICA
26008,1,NO APLICA
26009,1,NO APLICA
26010,1,NO APLICA
26011,1,NO APLICA
26012,1,NO APLICA
26013,1,NO APLICA
26014,1,NO APLICA
26015,1,NO APLICA
26016,1,NO APLICA
26017,1,NO APLICA
26018,1,NO APLICA
26019,1,NO APLICA
26020,1,NO APLICA
26021,1,NO APLICA
26022,1,NO APLICA
26023,1,NO APLICA
26024,1,NO APLICA
26025,1,NO APLICA
26026,1,NO APLICA
26027,1,NO APLICA
26028,1,NO APLICA
26029,1,NO APLICA
26030,1,NO APLICA
26031,1,NO APLICA
26032,1,NO APLICA
26033,1,NO APLICA
26034,1,NO APLICA
26035,1,NO APLICA
26036,1,NO APLICA
26037,1,NO APLICA
26038,1,NO APLICA
26039,1,NO APLICA
26040,1,NO APLICA
26041,1,NO APLICA
26042,1,NO APLICA
26043,1,NO APLICA
26044,1,NO APLICA
26045,1,NO APLICA
26046,1,NO APLICA
26047,1,NO APLICA
26048,1,NO APLICA
26049,1,NO APLICA
26050,1,NO APLICA
26051,1,NO APLICA
26052,1,NO APLICA
26053,1,NO APLICA
26054,1,NO APLICA
26055,1,NO APLICA
26056,1,NO APLICA
26057,1,NO APLICA
26058,1,NO APLICA
26059,1,NO APLICA
26060,1,NO APLICA
26061,1,NO APLICA
26062,1,NO APLICA
26063,1,NO APLICA
26064,1,NO APLICA
26065,1,NO APLICA
26066,1,NO APLICA
26067,1,NO APLICA
26068,1,NO APLICA
26069,1,NO APLICA
26070,1,NO APLICA
26071,1,NO APLICA
26072,1,NO APLICA
27001,1,NO APLICA
27002,1,NO APLICA
27003,1,NO APLICA
27004,1,NO APLICA
27005,1,NO APLICA
27006,1,NO APLICA
27007,1,NO APLICA
27008,1,NO APLICA
27009,1,NO APLICA
27010,1,NO IDENTIFICADO
27011,1,NO IDENTIFICADO
27012,1,NO APLICA
27013,1,FALTAR 3 DIAS CONSECUTIVAMENTE A SUS LABORES
27013,2,FALTAR EL RESPETO ALGUN CIUDADANO
