ubicageo_f,numeral,nombre1
27013,3,ENCONTRAR AL IMPLICADO EN ESTADO DE EBRIEDAD EN SUS LABORES
27013,4,DELITOS ELECTORALES
27013,5,SUSTRACCION DE CATALIZADORES
27014,1,NO APLICA
27015,1,NO APLICA
27016,1,NO APLICA
27017,1,NO APLICA
28001,1,NO APLICA
28002,1,NO APLICA
28003,1,NO APLICA
28004,1,NO APLICA
28005,1,NO APLICA
28006,1,NO APLICA
28007,1,NO APLICA
28008,1,NO APLICA
28009,1,NO APLICA
28010,1,NO APLICA
28011,1,NO APLICA
28012,1,NO APLICA
28013,1,NO APLICA
28014,1,NO APLICA
28015,1,NO APLICA
28016,1,NO APLICA
28017,1,NO APLICA
28018,1,NO APLICA
28019,1,NO APLICA
28020,1,NO APLICA
28021,1,NO APLICA
28022,1,NO APLICA
28023,1,NO APLICA
28024,1,NO APLICA
28025,1,NO APLICA
28026,1,NO APLICA
28027,1,NO APLICA
28028,1,NO APLICA
28029,1,NO APLICA
28030,1,NO APLICA
28031,1,NO APLICA
28032,1,NO APLICA
28033,1,NO APLICA
28034,1,NO APLICA
28035,1,NO APLICA
28036,1,NO APLICA
28037,1,NO APLICA
28038,1,NO APLICA
28039,1,NO APLICA
28040,1,NO APLICA
28041,1,NO APLICA
28042,1,NO APLICA
28043,1,NO APLICA
29001,1,NO APLICA
29002,1,NO APLICA
29003,1,NO APLICA
29004,1,NO APLICA
29005,1,NO CUMPLIR CON SU LABOR
29005,2,OMITIR INFORMACION
29005,3,TRES MAS DE TRES FALTAS CONTINUAS
29006,1,NO APLICA
29007,1,NO APLICA
29008,1,NO APLICA
29009,1,NO APLICA
29010,1,NO APLICA
29011,1,NO APLICA
29012,1,NO APLICA
29013,1,NO APLICA
29014,1,NO APLICA
29015,1,NO APLICA
29016,1,NO APLICA
29017,1,NO APLICA
29018,1,NO APLICA
29019,1,NO APLICA
29020,1,NO APLICA
29021,1,NO APLICA
29022,1,NO APLICA
29023,1,NO APLICA
29024,1,NO APLICA
29025,1,NO APLICA
29026,1,NO APLICA
29027,1,NO APLICA
29028,1,NO APLICA
29029,1,NO APLICA
29030,1,NO APLICA
29031,1,NO APLICA
29032,1,NO APLICA
29033,1,NO APLICA
29034,1,NO APLICA
29035,1,NO APLICA
29036,1,NO APLICA
29037,1,NO APLICA
29038,1,NO APLICA
29039,1,NO APLICA
29040,1,NO APLICA
29041,1,NO APLICA
29042,1,NO APLICA
29043,1,NO APLICA
29044,1,NO APLICA
29045,1,NO APLICA
29046,1,NO APLICA
29047,1,NO APLICA
29048,1,NO APLICA
29049,1,NO APLICA
29050,1,NO APLICA
29051,1,NO APLICA
29052,1,NO APLICA
29053,1,NO APLICA
29054,1,NO IDENTIFICADO
29055,1,NO APLICA
29056,1,NO APLICA
29057,1,NO APLICA
29058,1,NO APLICA
29059,1,NO APLICA
29060,1,NO APLICA
30001,1,NO APLICA
30002,1,NO APLICA
30003,1,NO APLICA
30004,1,NO APLICA
30005,1,NO APLICA
30006,1,NO IDENTIFICADO
30007,1,NO APLICA
30008,1,NO APLICA
30009,1,NO APLICA
30010,1,NO APLICA
30011,1,NO APLICA
30012,1,NO APLICA
30013,1,NO APLICA
30014,1,NO IDENTIFICADO
30015,1,NO APLICA
30016,1,NO APLICA
30017,1,NO APLICA
30018,1,NO APLICA
30019,1,NO APLICA
30020,1,NO APLICA
30021,1,NO APLICA
30022,1,NO APLICA
30023,1,NO APLICA
30024,1,NO APLICA
30025,1,NO APLICA
30026,1,NO APLICA
30027,1,NO APLICA
30028,1,NO APLICA
30029,1,NO APLICA
30030,1,NO APLICA
30031,1,NO APLICA
30032,1,NO APLICA
30033,1,NO APLICA
30034,1,NO APLICA
30035,1,NO APLICA
30036,1,NO APLICA
30037,1,NO APLICA
30038,1,NO APLICA
30039,1,NO APLICA
30040,1,NO APLICA
30041,1,NO APLICA
30042,1,NO APLICA
30043,1,NO APLICA
30044,1,NO APLICA
30045,1,NO APLICA
30046,1,NO APLICA
30047,1,NO APLICA
30048,1,NO APLICA
30049,1,NO APLICA
30050,1,NO APLICA
30051,1,NO APLICA
30052,1,NO APLICA
30053,1,NO APLICA
30054,1,NO APLICA
30055,1,NO APLICA
30056,1,NO APLICA
30057,1,NO APLICA
30058,1,NO APLICA
30059,1,NO APLICA
30060,1,NO APLICA
30061,1,NO APLICA
30062,1,NO APLICA
30063,1,NO APLICA
30064,1,NO APLICA
30065,1,NO APLICA
30066,1,NO APLICA
30067,1,NO APLICA
30068,1,NO APLICA
30069,1,NO APLICA
30070,1,NO APLICA
30071,1,NO APLICA
30072,1,NO APLICA
30073,1,NO APLICA
30074,1,NO IDENTIFICADO
30075,1,NO IDENTIFICADO
30076,1,NO APLICA
30077,1,NO APLICA
30078,1,NO APLICA
30079,1,NO APLICA
30080,1,NO APLICA
30081,1,NO APLICA
30082,1,NO IDENTIFICADO
30083,1,NO APLICA
30084,1,NO APLICA
30085,1,NO APLICA
30086,1,NO APLICA
30087,1,NO APLICA
30088,1,NO APLICA
30089,1,NO APLICA
30090,1,NO APLICA
30091,1,NO APLICA
30092,1,NO IDENTIFICADO
30093,1,NO IDENTIFICADO
30094,1,NO APLICA
30095,1,NO APLICA
30096,1,NO APLICA
30097,1,NO APLICA
30098,1,NO APLICA
30099,1,NO IDENTIFICADO
30100,1,NO APLICA
30101,1,NO APLICA
30102,1,NO APLICA
30103,1,NO APLICA
30104,1,NO APLICA
30105,1,NO IDENTIFICADO
30106,1,NO APLICA
30107,1,NO APLICA
30108,1,NO APLICA
30109,1,NO APLICA
30110,1,NO APLICA
30111,1,NO APLICA
30112,1,NO APLICA
30113,1,NO APLICA
30114,1,NO APLICA
30115,1,NO APLICA
30116,1,NO APLICA
30117,1,NO APLICA
30118,1,NO APLICA
30119,1,NO APLICA
30120,1,NO APLICA
30121,1,NO APLICA
30122,1,NO APLICA
30123,1,NO APLICA
30124,1,NO APLICA
30125,1,NO IDENTIFICADO
30126,1,NO APLICA
30127,1,NO APLICA
30128,1,NO APLICA
30129,1,NO APLICA
30130,1,NO APLICA
30131,1,NO APLICA
30132,1,NO APLICA
30133,1,NO APLICA
30134,1,NO APLICA
30135,1,NO APLICA
30136,1,NO APLICA
30137,1,NO APLICA
30138,1,NO IDENTIFICADO
30139,1,NO APLICA
30140,1,NO APLICA
30141,1,NO APLICA
30142,1,NO APLICA
30143,1,NO APLICA
30144,1,NO IDENTIFICADO
30145,1,NO APLICA
30146,1,NO APLICA
30147,1,NO IDENTIFICADO
30148,1,NO APLICA
30149,1,NO APLICA
30150,1,NO APLICA
30151,1,NO APLICA
30152,1,NO APLICA
30153,1,NO APLICA
30154,1,NO APLICA
30155,1,NO APLICA
30156,1,NO APLICA
30157,1,NO APLICA
30158,1,NO APLICA
30159,1,NO APLICA
30160,1,NO APLICA
30161,1,NO APLICA
30162,1,NO APLICA
30163,1,NO APLICA
30164,1,NO APLICA
30165,1,NO APLICA
30166,1,NO APLICA
30167,1,NO APLICA
30168,1,NO APLICA
30169,1,NO IDENTIFICADO
30170,1,NO APLICA
30171,1,NO APLICA
30172,1,NO APLICA
30173,1,NO APLICA
30174,1,NO APLICA
30175,1,NO APLICA
30176,1,NO APLICA
30177,1,NO APLICA
30178,1,NO APLICA
30179,1,NO APLICA
30180,1,NO APLICA
30181,1,NO APLICA
30182,1,NO IDENTIFICADO
30183,1,NO APLICA
30184,1,NO APLICA
30185,1,NO APLICA
30186,1,NO APLICA
30187,1,NO APLICA
30188,1,NO APLICA
30189,1,NO APLICA
30190,1,NO APLICA
30191,1,NO IDENTIFICADO
30192,1,NO APLICA
30193,1,NO APLICA
30194,1,NO APLICA
30195,1,NO APLICA
30196,1,NO APLICA
30197,1,NO APLICA
30198,1,NO APLICA
30199,1,NO APLICA
30200,1,NO APLICA
30201,1,NO APLICA
30202,1,NO APLICA
30203,1,NO APLICA
30204,1,NO APLICA
30205,1,NO APLICA
30206,1,NO APLICA
30207,1,NO APLICA
30208,1,NO APLICA
30209,1,NO APLICA
30210,1,NO APLICA
30211,1,NO APLICA
30212,1,NO APLICA
31001,1,NO APLICA
31002,1,NO APLICA
31003,1,NO APLICA
31004,1,NO APLICA
31005,1,NO APLICA
31006,1,NO APLICA
31007,1,NO APLICA
31008,1,NO APLICA
31009,1,NO APLICA
31010,1,NO APLICA
31011,1,NO APLICA
31012,1,NO APLICA
31013,1,NO APLICA
31014,1,NO APLICA
31015,1,NO APLICA
31016,1,NO APLICA
31017,1,NO APLICA
31018,1,NO APLICA
31019,1,NO APLICA
31020,1,NO APLICA
31021,1,NO APLICA
31022,1,NO APLICA
31023,1,NO APLICA
31024,1,NO APLICA
31025,1,NO APLICA
31026,1,NO APLICA
31027,1,NO APLICA
31028,1,NO APLICA
31029,1,NO APLICA
31030,1,NO APLICA
31031,1,NO APLICA
31032,1,NO APLICA
31033,1,NO APLICA
31034,1,NO APLICA
31035,1,NO APLICA
31036,1,NO APLICA
31037,1,NO APLICA
31038,1,NO APLICA
31039,1,NO APLICA
31040,1,NO APLICA
31041,1,NO APLICA
31042,1,NO APLICA
31043,1,NO APLICA
31044,1,NO APLICA
31045,1,NO APLICA
31046,1,NO APLICA
31047,1,NO APLICA
31048,1,NO APLICA
31049,1,NO APLICA
31050,1,NO APLICA
31051,1,NO APLICA
31052,1,NO APLICA
31053,1,NO APLICA
31054,1,NO APLICA
31055,1,NO APLICA
31056,1,LLEGAR TARDE
31056,2,LLEGAR CON ALIENTO ALCOHOLICO
31057,1,NO APLICA
31058,1,NO APLICA
31059,1,NO IDENTIFICADO
31060,1,NO APLICA
31061,1,NO APLICA
31062,1,NO APLICA
31063,1,NO APLICA
31064,1,NO APLICA
31065,1,NO APLICA
31066,1,NO APLICA
31067,1,NO APLICA
31068,1,NO APLICA
31069,1,NO APLICA
31070,1,NO APLICA
31071,1,NO APLICA
31072,1,NO APLICA
31073,1,NO APLICA
31074,1,NO APLICA
31075,1,NO APLICA
31076,1,NO APLICA
31077,1,NO APLICA
31078,1,NO APLICA
31079,1,NO APLICA
31080,1,NO APLICA
31081,1,NO APLICA
31082,1,NO APLICA
31083,1,NO APLICA
31084,1,NO APLICA
31085,1,NO APLICA
31086,1,NO APLICA
31087,1,NO APLICA
31088,1,NO APLICA
31089,1,NO APLICA
31090,1,NO APLICA
31091,1,NO APLICA
31092,1,NO APLICA
31093,1,NO APLICA
31094,1,NO APLICA
31095,1,NO APLICA
31096,1,NO APLICA
31097,1,NO APLICA
31098,1,NO APLICA
31099,1,NO APLICA
31100,1,NO APLICA
31101,1,NO APLICA
31102,1,NO APLICA
31103,1,NO APLICA
31104,1,NO APLICA
31105,1,NO APLICA
31106,1,NO APLICA
32001,1,NO APLICA
32002,1,NO APLICA
32003,1,NO APLICA
32004,1,NO APLICA
32005,1,NO APLICA
32006,1,NO APLICA
32007,1,NO APLICA
32008,1,NO APLICA
32009,1,NO APLICA
32010,1,NO APLICA
32011,1,NO APLICA
32012,1,NO APLICA
32013,1,NO APLICA
32014,1,NO APLICA
32015,1,NO APLICA
32016,1,NO APLICA
32017,1,NO APLICA
32018,1,NO APLICA
32019,1,NO APLICA
32020,1,NO APLICA
32021,1,NO APLICA
32022,1,NO APLICA
32023,1,NO APLICA
32024,1,NO APLICA
32025,1,NO APLICA
32026,1,NO APLICA
32027,1,NO APLICA
32028,1,NO APLICA
32029,1,NO APLICA
32030,1,NO APLICA
32031,1,NO APLICA
32032,1,NO APLICA
32033,1,NO APLICA
32034,1,NO IDENTIFICADO
32035,1,NO APLICA
32036,1,NO APLICA
32037,1,NO APLICA
32038,1,NO APLICA
32039,1,NO APLICA
32040,1,NO APLICA
32041,1,NO APLICA
32042,1,NO APLICA
32043,1,NO APLICA
32044,1,NO APLICA
32045,1,NO APLICA
32046,1,NO APLICA
32047,1,NO APLICA
32048,1,NO APLICA
32049,1,NO APLICA
32050,1,NO APLICA
32051,1,NO APLICA
32052,1,NO APLICA
32053,1,NO APLICA
32054,1,NO APLICA
32055,1,NO APLICA
32056,1,NO APLICA
32057,1,NO APLICA
32058,1,NO APLICA
