ubicageo_f,orgapoli_j,rnsnni1,totalca1,rnsnni2,totalca2
30089,13,0,NA,0,NA
30089,14,0,NA,0,NA
30089,15,0,NA,0,NA
30089,21,0,NA,0,NA
30089,22,0,NA,0,NA
30089,30,0,NA,0,NA
30089,40,0,NA,0,NA
30090,11,0,NA,0,NA
30090,12,0,NA,0,NA
30090,13,0,NA,0,NA
30090,14,0,NA,0,NA
30090,15,0,NA,0,NA
30090,21,0,NA,0,NA
30090,22,0,NA,0,NA
30090,30,0,NA,0,NA
30090,40,0,NA,0,NA
30091,11,0,NA,0,NA
30091,12,0,NA,0,NA
30091,13,0,NA,0,NA
30091,14,0,NA,0,NA
30091,15,0,NA,0,NA
30091,21,0,NA,0,NA
30091,22,0,NA,0,NA
30091,30,0,NA,0,NA
30091,40,0,NA,0,NA
30092,11,97,NSS,97,NSS
30092,12,97,NSS,97,NSS
30092,13,97,NSS,97,NSS
30092,14,97,NSS,97,NSS
30092,15,97,NSS,97,NSS
30092,21,97,NSS,97,NSS
30092,22,97,NSS,97,NSS
30092,30,97,NSS,97,NSS
30092,40,97,NSS,97,NSS
30093,11,97,NSS,97,NSS
30093,12,97,NSS,97,NSS
30093,13,97,NSS,97,NSS
30093,14,97,NSS,97,NSS
30093,15,97,NSS,97,NSS
30093,21,97,NSS,97,NSS
30093,22,97,NSS,97,NSS
30093,30,97,NSS,97,NSS
30093,40,97,NSS,97,NSS
30094,11,0,NA,0,NA
30094,12,0,NA,0,NA
30094,13,0,NA,0,NA
30094,14,0,NA,0,NA
30094,15,0,NA,0,NA
30094,21,0,NA,0,NA
30094,22,0,NA,0,NA
30094,30,0,NA,0,NA
30094,40,0,NA,0,NA
30095,11,0,NA,0,NA
30095,12,0,NA,0,NA
30095,13,0,NA,0,NA
30095,14,0,NA,0,NA
30095,15,0,NA,0,NA
30095,21,0,NA,0,NA
30095,22,0,NA,0,NA
30095,30,0,NA,0,NA
30095,40,0,NA,0,NA
30096,11,0,NA,0,NA
30096,12,0,NA,0,NA
30096,13,0,NA,0,NA
30096,14,0,NA,0,NA
30096,15,0,NA,0,NA
30096,21,0,NA,0,NA
30096,22,0,NA,0,NA
30096,30,0,NA,0,NA
30096,40,0,NA,0,NA
30097,11,0,NA,0,NA
30097,12,0,NA,0,NA
30097,13,0,NA,0,NA
30097,14,0,NA,0,NA
30097,15,0,NA,0,NA
30097,21,0,NA,0,NA
30097,22,0,NA,0,NA
30097,30,0,NA,0,NA
30097,40,0,NA,0,NA
30098,11,0,NA,0,NA
30098,12,0,NA,0,NA
30098,13,0,NA,0,NA
30098,14,0,NA,0,NA
30098,15,0,NA,0,NA
30098,21,0,NA,0,NA
30098,22,0,NA,0,NA
30098,30,0,NA,0,NA
30098,40,0,NA,0,NA
30099,11,97,NSS,97,NSS
30099,12,97,NSS,97,NSS
30099,13,97,NSS,97,NSS
30099,14,97,NSS,97,NSS
30099,15,97,NSS,97,NSS
30099,21,97,NSS,97,NSS
30099,22,97,NSS,97,NSS
30099,30,97,NSS,97,NSS
30099,40,97,NSS,97,NSS
30100,11,0,NA,0,NA
30100,12,0,NA,0,NA
30100,13,0,NA,0,NA
30100,14,0,NA,0,NA
30100,15,0,NA,0,NA
30100,21,0,NA,0,NA
30100,22,0,NA,0,NA
30100,30,0,NA,0,NA
30100,40,0,NA,0,NA
30101,11,0,NA,0,NA
30101,12,0,NA,0,NA
30101,13,0,NA,0,NA
30101,14,0,NA,0,NA
30101,15,0,NA,0,NA
30101,21,0,NA,0,NA
30101,22,0,NA,0,NA
30101,30,0,NA,0,NA
30101,40,0,NA,0,NA
30102,11,0,NA,0,NA
30102,12,0,NA,0,NA
30102,13,0,NA,0,NA
30102,14,0,NA,0,NA
30102,15,0,NA,0,NA
30102,21,0,NA,0,NA
30102,22,0,NA,0,NA
30102,30,0,NA,0,NA
30102,40,0,NA,0,NA
30103,11,0,NA,0,NA
30103,12,0,NA,0,NA
30103,13,0,NA,0,NA
30103,14,0,NA,0,NA
30103,15,0,NA,0,NA
30103,21,0,NA,0,NA
30103,22,0,NA,0,NA
30103,30,0,NA,0,NA
30103,40,0,NA,0,NA
30104,11,0,NA,0,NA
30104,12,0,NA,0,NA
30104,13,0,NA,0,NA
30104,14,0,NA,0,NA
30104,15,0,NA,0,NA
30104,21,0,NA,0,NA
30104,22,0,NA,0,NA
30104,30,0,NA,0,NA
30104,40,0,NA,0,NA
30105,11,97,NSS,97,NSS
30105,12,97,NSS,97,NSS
30105,13,97,NSS,97,NSS
30105,14,97,NSS,97,NSS
30105,15,97,NSS,97,NSS
30105,21,97,NSS,97,NSS
30105,22,97,NSS,97,NSS
30105,30,97,NSS,97,NSS
30105,40,97,NSS,97,NSS
30106,11,9,NSS,1,1
30106,12,9,NSS,2,NA
30106,13,9,NSS,2,NA
30106,14,9,NSS,2,NA
30106,15,9,NSS,2,NA
30106,21,9,NSS,2,NA
30106,22,9,NSS,2,NA
30106,30,9,NSS,2,NA
30106,40,0,0,0,0
30107,11,0,NA,0,NA
30107,12,0,NA,0,NA
30107,13,0,NA,0,NA
30107,14,0,NA,0,NA
30107,15,0,NA,0,NA
30107,21,0,NA,0,NA
30107,22,0,NA,0,NA
30107,30,0,NA,0,NA
30107,40,0,NA,0,NA
30108,11,0,NA,0,NA
30108,12,0,NA,0,NA
30108,13,0,NA,0,NA
30108,14,0,NA,0,NA
30108,15,0,NA,0,NA
30108,21,0,NA,0,NA
30108,22,0,NA,0,NA
30108,30,0,NA,0,NA
30108,40,0,NA,0,NA
30109,11,0,NA,0,NA
30109,12,0,NA,0,NA
30109,13,0,NA,0,NA
30109,14,0,NA,0,NA
30109,15,0,NA,0,NA
30109,21,0,NA,0,NA
30109,22,0,NA,0,NA
30109,30,0,NA,0,NA
30109,40,0,NA,0,NA
30110,11,0,NA,0,NA
30110,12,0,NA,0,NA
30110,13,0,NA,0,NA
30110,14,0,NA,0,NA
30110,15,0,NA,0,NA
30110,21,0,NA,0,NA
30110,22,0,NA,0,NA
30110,30,0,NA,0,NA
30110,40,0,NA,0,NA
30111,11,0,NA,0,NA
30111,12,0,NA,0,NA
30111,13,0,NA,0,NA
30111,14,0,NA,0,NA
30111,15,0,NA,0,NA
30111,21,0,NA,0,NA
30111,22,0,NA,0,NA
30111,30,0,NA,0,NA
30111,40,0,NA,0,NA
30112,11,0,NA,0,NA
30112,12,0,NA,0,NA
30112,13,0,NA,0,NA
30112,14,0,NA,0,NA
30112,15,0,NA,0,NA
30112,21,0,NA,0,NA
30112,22,0,NA,0,NA
30112,30,0,NA,0,NA
30112,40,0,NA,0,NA
30113,11,0,NA,0,NA
30113,12,0,NA,0,NA
30113,13,0,NA,0,NA
30113,14,0,NA,0,NA
30113,15,0,NA,0,NA
30113,21,0,NA,0,NA
30113,22,0,NA,0,NA
30113,30,0,NA,0,NA
30113,40,0,NA,0,NA
30114,11,0,NA,0,NA
30114,12,0,NA,0,NA
30114,13,0,NA,0,NA
30114,14,0,NA,0,NA
30114,15,0,NA,0,NA
30114,21,0,NA,0,NA
30114,22,0,NA,0,NA
30114,30,0,NA,0,NA
30114,40,0,NA,0,NA
30115,11,0,NA,0,NA
30115,12,0,NA,0,NA
30115,13,0,NA,0,NA
30115,14,0,NA,0,NA
30115,15,0,NA,0,NA
30115,21,0,NA,0,NA
30115,22,0,NA,0,NA
30115,30,0,NA,0,NA
30115,40,0,NA,0,NA
30116,11,0,NA,0,NA
30116,12,0,NA,0,NA
30116,13,0,NA,0,NA
30116,14,0,NA,0,NA
30116,15,0,NA,0,NA
30116,21,0,NA,0,NA
30116,22,0,NA,0,NA
30116,30,0,NA,0,NA
30116,40,0,NA,0,NA
30117,11,0,NA,0,NA
30117,12,0,NA,0,NA
30117,13,0,NA,0,NA
30117,14,0,NA,0,NA
30117,15,0,NA,0,NA
30117,21,0,NA,0,NA
30117,22,0,NA,0,NA
30117,30,0,NA,0,NA
30117,40,0,NA,0,NA
30118,11,0,NA,0,NA
30118,12,0,NA,0,NA
30118,13,0,NA,0,NA
30118,14,0,NA,0,NA
30118,15,0,NA,0,NA
30118,21,0,NA,0,NA
30118,22,0,NA,0,NA
30118,30,0,NA,0,NA
30118,40,0,NA,0,NA
30119,11,0,NA,0,NA
30119,12,0,NA,0,NA
30119,13,0,NA,0,NA
30119,14,0,NA,0,NA
30119,15,0,NA,0,NA
30119,21,0,NA,0,NA
30119,22,0,NA,0,NA
30119,30,0,NA,0,NA
30119,40,0,NA,0,NA
30120,11,0,NA,0,NA
30120,12,0,NA,0,NA
30120,13,0,NA,0,NA
30120,14,0,NA,0,NA
30120,15,0,NA,0,NA
30120,21,0,NA,0,NA
30120,22,0,NA,0,NA
30120,30,0,NA,0,NA
30120,40,0,NA,0,NA
30121,11,0,NA,0,NA
30121,12,0,NA,0,NA
30121,13,0,NA,0,NA
30121,14,0,NA,0,NA
30121,15,0,NA,0,NA
30121,21,0,NA,0,NA
30121,22,0,NA,0,NA
30121,30,0,NA,0,NA
30121,40,0,NA,0,NA
30122,11,0,NA,0,NA
30122,12,0,NA,0,NA
30122,13,0,NA,0,NA
30122,14,0,NA,0,NA
30122,15,0,NA,0,NA
30122,21,0,NA,0,NA
30122,22,0,NA,0,NA
30122,30,0,NA,0,NA
30122,40,0,NA,0,NA
30123,11,0,NA,0,NA
30123,12,0,NA,0,NA
30123,13,0,NA,0,NA
30123,14,0,NA,0,NA
30123,15,0,NA,0,NA
30123,21,0,NA,0,NA
30123,22,0,NA,0,NA
30123,30,0,NA,0,NA
30123,40,0,NA,0,NA
30124,11,0,NA,0,NA
30124,12,0,NA,0,NA
30124,13,0,NA,0,NA
30124,14,0,NA,0,NA
30124,15,0,NA,0,NA
30124,21,0,NA,0,NA
30124,22,0,NA,0,NA
30124,30,0,NA,0,NA
30124,40,0,NA,0,NA
30125,11,97,NSS,97,NSS
30125,12,97,NSS,97,NSS
30125,13,97,NSS,97,NSS
30125,14,97,NSS,97,NSS
30125,15,97,NSS,97,NSS
30125,21,97,NSS,97,NSS
30125,22,97,NSS,97,NSS
30125,30,97,NSS,97,NSS
30125,40,97,NSS,97,NSS
30126,11,0,NA,0,NA
30126,12,0,NA,0,NA
30126,13,0,NA,0,NA
30126,14,0,NA,0,NA
30126,15,0,NA,0,NA
30126,21,0,NA,0,NA
30126,22,0,NA,0,NA
30126,30,0,NA,0,NA
30126,40,0,NA,0,NA
30127,11,0,NA,0,NA
30127,12,0,NA,0,NA
30127,13,0,NA,0,NA
30127,14,0,NA,0,NA
30127,15,0,NA,0,NA
30127,21,0,NA,0,NA
30127,22,0,NA,0,NA
30127,30,0,NA,0,NA
30127,40,0,NA,0,NA
30128,11,0,NA,0,NA
30128,12,0,NA,0,NA
30128,13,0,NA,0,NA
30128,14,0,NA,0,NA
30128,15,0,NA,0,NA
30128,21,0,NA,0,NA
30128,22,0,NA,0,NA
30128,30,0,NA,0,NA
30128,40,0,NA,0,NA
30129,11,0,NA,0,NA
30129,12,0,NA,0,NA
30129,13,0,NA,0,NA
30129,14,0,NA,0,NA
30129,15,0,NA,0,NA
30129,21,0,NA,0,NA
30129,22,0,NA,0,NA
30129,30,0,NA,0,NA
30129,40,0,NA,0,NA
30130,11,0,NA,0,NA
30130,12,0,NA,0,NA
30130,13,0,NA,0,NA
30130,14,0,NA,0,NA
30130,15,0,NA,0,NA
30130,21,0,NA,0,NA
30130,22,0,NA,0,NA
30130,30,0,NA,0,NA
30130,40,0,NA,0,NA
30131,11,0,NA,0,NA
30131,12,0,NA,0,NA
30131,13,0,NA,0,NA
30131,14,0,NA,0,NA
30131,15,0,NA,0,NA
30131,21,0,NA,0,NA
30131,22,0,NA,0,NA
30131,30,0,NA,0,NA
30131,40,0,NA,0,NA
30132,11,0,NA,0,NA
30132,12,0,NA,0,NA
30132,13,0,NA,0,NA
30132,14,0,NA,0,NA
30132,15,0,NA,0,NA
30132,21,0,NA,0,NA
30132,22,0,NA,0,NA
30132,30,0,NA,0,NA
30132,40,0,NA,0,NA
30133,11,0,NA,0,NA
30133,12,0,NA,0,NA
30133,13,0,NA,0,NA
30133,14,0,NA,0,NA
30133,15,0,NA,0,NA
30133,21,0,NA,0,NA
30133,22,0,NA,0,NA
30133,30,0,NA,0,NA
30133,40,0,NA,0,NA
30134,11,0,NA,0,NA
30134,12,0,NA,0,NA
30134,13,0,NA,0,NA
30134,14,0,NA,0,NA
30134,15,0,NA,0,NA
30134,21,0,NA,0,NA
30134,22,0,NA,0,NA
30134,30,0,NA,0,NA
30134,40,0,NA,0,NA
30135,11,0,NA,0,NA
30135,12,0,NA,0,NA
30135,13,0,NA,0,NA
30135,14,0,NA,0,NA
30135,15,0,NA,0,NA
30135,21,0,NA,0,NA
30135,22,0,NA,0,NA
30135,30,0,NA,0,NA
30135,40,0,NA,0,NA
30136,11,0,NA,0,NA
30136,12,0,NA,0,NA
30136,13,0,NA,0,NA
30136,14,0,NA,0,NA
30136,15,0,NA,0,NA
30136,21,0,NA,0,NA
30136,22,0,NA,0,NA
30136,30,0,NA,0,NA
30136,40,0,NA,0,NA
30137,11,0,NA,0,NA
30137,12,0,NA,0,NA
30137,13,0,NA,0,NA
30137,14,0,NA,0,NA
30137,15,0,NA,0,NA
30137,21,0,NA,0,NA
30137,22,0,NA,0,NA
30137,30,0,NA,0,NA
30137,40,0,NA,0,NA
30138,11,97,NSS,97,NSS
30138,12,97,NSS,97,NSS
30138,13,97,NSS,97,NSS
30138,14,97,NSS,97,NSS
30138,15,97,NSS,97,NSS
30138,21,97,NSS,97,NSS
30138,22,97,NSS,97,NSS
30138,30,97,NSS,97,NSS
30138,40,97,NSS,97,NSS
30139,11,0,NA,0,NA
30139,12,0,NA,0,NA
30139,13,0,NA,0,NA
30139,14,0,NA,0,NA
30139,15,0,NA,0,NA
30139,21,0,NA,0,NA
30139,22,0,NA,0,NA
30139,30,0,NA,0,NA
30139,40,0,NA,0,NA
30140,11,0,NA,0,NA
30140,12,0,NA,0,NA
30140,13,0,NA,0,NA
30140,14,0,NA,0,NA
30140,15,0,NA,0,NA
30140,21,0,NA,0,NA
30140,22,0,NA,0,NA
30140,30,0,NA,0,NA
30140,40,0,NA,0,NA
30141,11,0,NA,0,NA
30141,12,0,NA,0,NA
30141,13,0,NA,0,NA
30141,14,0,NA,0,NA
30141,15,0,NA,0,NA
30141,21,0,NA,0,NA
30141,22,0,NA,0,NA
30141,30,0,NA,0,NA
30141,40,0,NA,0,NA
30142,11,0,NA,0,NA
30142,12,0,NA,0,NA
30142,13,0,NA,0,NA
30142,14,0,NA,0,NA
30142,15,0,NA,0,NA
30142,21,0,NA,0,NA
30142,22,0,NA,0,NA
30142,30,0,NA,0,NA
30142,40,0,NA,0,NA
30143,11,0,NA,0,NA
30143,12,0,NA,0,NA
30143,13,0,NA,0,NA
30143,14,0,NA,0,NA
30143,15,0,NA,0,NA
30143,21,0,NA,0,NA
30143,22,0,NA,0,NA
30143,30,0,NA,0,NA
30143,40,0,NA,0,NA
30144,11,97,NSS,97,NSS
30144,12,97,NSS,97,NSS
30144,13,97,NSS,97,NSS
30144,14,97,NSS,97,NSS
30144,15,97,NSS,97,NSS
30144,21,97,NSS,97,NSS
30144,22,97,NSS,97,NSS
30144,30,97,NSS,97,NSS
30144,40,97,NSS,97,NSS
30145,11,0,NA,0,NA
30145,12,0,NA,0,NA
30145,13,0,NA,0,NA
30145,14,0,NA,0,NA
30145,15,0,NA,0,NA
30145,21,0,NA,0,NA
30145,22,0,NA,0,NA
30145,30,0,NA,0,NA
30145,40,0,NA,0,NA
30146,11,0,NA,0,NA
30146,12,0,NA,0,NA
30146,13,0,NA,0,NA
30146,14,0,NA,0,NA
30146,15,0,NA,0,NA
30146,21,0,NA,0,NA
30146,22,0,NA,0,NA
30146,30,0,NA,0,NA
30146,40,0,NA,0,NA
30147,11,97,NSS,97,NSS
30147,12,97,NSS,97,NSS
30147,13,97,NSS,97,NSS
30147,14,97,NSS,97,NSS
30147,15,97,NSS,97,NSS
30147,21,97,NSS,97,NSS
30147,22,97,NSS,97,NSS
30147,30,97,NSS,97,NSS
30147,40,97,NSS,97,NSS
30148,11,0,NA,0,NA
30148,12,0,NA,0,NA
30148,13,0,NA,0,NA
30148,14,0,NA,0,NA
30148,15,0,NA,0,NA
30148,21,0,NA,0,NA
30148,22,0,NA,0,NA
30148,30,0,NA,0,NA
30148,40,0,NA,0,NA
30149,11,0,NA,0,NA
30149,12,0,NA,0,NA
30149,13,0,NA,0,NA
30149,14,0,NA,0,NA
30149,15,0,NA,0,NA
30149,21,0,NA,0,NA
30149,22,0,NA,0,NA
30149,30,0,NA,0,NA
30149,40,0,NA,0,NA
30150,11,0,NA,0,NA
30150,12,0,NA,0,NA
30150,13,0,NA,0,NA
30150,14,0,NA,0,NA
30150,15,0,NA,0,NA
30150,21,0,NA,0,NA
30150,22,0,NA,0,NA
30150,30,0,NA,0,NA
30150,40,0,NA,0,NA
30151,11,0,NA,0,NA
30151,12,0,NA,0,NA
30151,13,0,NA,0,NA
30151,14,0,NA,0,NA
30151,15,0,NA,0,NA
30151,21,0,NA,0,NA
30151,22,0,NA,0,NA
30151,30,0,NA,0,NA
30151,40,0,NA,0,NA
30152,11,0,NA,0,NA
30152,12,0,NA,0,NA
30152,13,0,NA,0,NA
30152,14,0,NA,0,NA
30152,15,0,NA,0,NA
30152,21,0,NA,0,NA
30152,22,0,NA,0,NA
30152,30,0,NA,0,NA
30152,40,0,NA,0,NA
30153,11,0,NA,0,NA
30153,12,0,NA,0,NA
30153,13,0,NA,0,NA
30153,14,0,NA,0,NA
30153,15,0,NA,0,NA
30153,21,0,NA,0,NA
30153,22,0,NA,0,NA
30153,30,0,NA,0,NA
30153,40,0,NA,0,NA
30154,11,0,NA,0,NA
30154,12,0,NA,0,NA
30154,13,0,NA,0,NA
30154,14,0,NA,0,NA
30154,15,0,NA,0,NA
30154,21,0,NA,0,NA
30154,22,0,NA,0,NA
30154,30,0,NA,0,NA
30154,40,0,NA,0,NA
30155,11,0,NA,0,NA
30155,12,0,NA,0,NA
30155,13,0,NA,0,NA
30155,14,0,NA,0,NA
30155,15,0,NA,0,NA
30155,21,0,NA,0,NA
30155,22,0,NA,0,NA
30155,30,0,NA,0,NA
30155,40,0,NA,0,NA
30156,11,0,NA,0,NA
30156,12,0,NA,0,NA
30156,13,0,NA,0,NA
30156,14,0,NA,0,NA
30156,15,0,NA,0,NA
30156,21,0,NA,0,NA
30156,22,0,NA,0,NA
30156,30,0,NA,0,NA
30156,40,0,NA,0,NA
30157,11,0,NA,0,NA
30157,12,0,NA,0,NA
30157,13,0,NA,0,NA
30157,14,0,NA,0,NA
30157,15,0,NA,0,NA
30157,21,0,NA,0,NA
30157,22,0,NA,0,NA
30157,30,0,NA,0,NA
30157,40,0,NA,0,NA
30158,11,0,NA,0,NA
30158,12,0,NA,0,NA
30158,13,0,NA,0,NA
30158,14,0,NA,0,NA
30158,15,0,NA,0,NA
30158,21,0,NA,0,NA
30158,22,0,NA,0,NA
30158,30,0,NA,0,NA
30158,40,0,NA,0,NA
30159,11,0,NA,0,NA
30159,12,0,NA,0,NA
30159,13,0,NA,0,NA
30159,14,0,NA,0,NA
30159,15,0,NA,0,NA
30159,21,0,NA,0,NA
30159,22,0,NA,0,NA
30159,30,0,NA,0,NA
30159,40,0,NA,0,NA
30160,11,0,NA,0,NA
30160,12,0,NA,0,NA
30160,13,0,NA,0,NA
30160,14,0,NA,0,NA
30160,15,0,NA,0,NA
30160,21,0,NA,0,NA
30160,22,0,NA,0,NA
30160,30,0,NA,0,NA
30160,40,0,NA,0,NA
30161,11,0,NA,0,NA
30161,12,0,NA,0,NA
30161,13,0,NA,0,NA
30161,14,0,NA,0,NA
30161,15,0,NA,0,NA
30161,21,0,NA,0,NA
30161,22,0,NA,0,NA
30161,30,0,NA,0,NA
30161,40,0,NA,0,NA
30162,11,0,NA,0,NA
30162,12,0,NA,0,NA
30162,13,0,NA,0,NA
30162,14,0,NA,0,NA
30162,15,0,NA,0,NA
30162,21,0,NA,0,NA
30162,22,0,NA,0,NA
30162,30,0,NA,0,NA
30162,40,0,NA,0,NA
30163,11,0,NA,0,NA
30163,12,0,NA,0,NA
30163,13,0,NA,0,NA
30163,14,0,NA,0,NA
30163,15,0,NA,0,NA
30163,21,0,NA,0,NA
30163,22,0,NA,0,NA
30163,30,0,NA,0,NA
30163,40,0,NA,0,NA
30164,11,0,NA,0,NA
30164,12,0,NA,0,NA
30164,13,0,NA,0,NA
30164,14,0,NA,0,NA
30164,15,0,NA,0,NA
30164,21,0,NA,0,NA
30164,22,0,NA,0,NA
30164,30,0,NA,0,NA
30164,40,0,NA,0,NA
30165,11,0,NA,0,NA
30165,12,0,NA,0,NA
30165,13,0,NA,0,NA
30165,14,0,NA,0,NA
30165,15,0,NA,0,NA
30165,21,0,NA,0,NA
30165,22,0,NA,0,NA
30165,30,0,NA,0,NA
30165,40,0,NA,0,NA
30166,11,0,NA,0,NA
30166,12,0,NA,0,NA
30166,13,0,NA,0,NA
30166,14,0,NA,0,NA
30166,15,0,NA,0,NA
30166,21,0,NA,0,NA
30166,22,0,NA,0,NA
30166,30,0,NA,0,NA
30166,40,0,NA,0,NA
30167,11,0,NA,0,NA
30167,12,0,NA,0,NA
30167,13,0,NA,0,NA
30167,14,0,NA,0,NA
30167,15,0,NA,0,NA
30167,21,0,NA,0,NA
30167,22,0,NA,0,NA
30167,30,0,NA,0,NA
30167,40,0,NA,0,NA
30168,11,0,NA,0,NA
30168,12,0,NA,0,NA
30168,13,0,NA,0,NA
30168,14,0,NA,0,NA
30168,15,0,NA,0,NA
30168,21,0,NA,0,NA
30168,22,0,NA,0,NA
30168,30,0,NA,0,NA
30168,40,0,NA,0,NA
30169,11,97,NSS,97,NSS
30169,12,97,NSS,97,NSS
30169,13,97,NSS,97,NSS
30169,14,97,NSS,97,NSS
30169,15,97,NSS,97,NSS
30169,21,97,NSS,97,NSS
30169,22,97,NSS,97,NSS
30169,30,97,NSS,97,NSS
30169,40,97,NSS,97,NSS
30170,11,0,NA,0,NA
30170,12,0,NA,0,NA
30170,13,0,NA,0,NA
30170,14,0,NA,0,NA
30170,15,0,NA,0,NA
30170,21,0,NA,0,NA
30170,22,0,NA,0,NA
30170,30,0,NA,0,NA
30170,40,0,NA,0,NA
30171,11,0,NA,0,NA
30171,12,0,NA,0,NA
30171,13,0,NA,0,NA
30171,14,0,NA,0,NA
30171,15,0,NA,0,NA
30171,21,0,NA,0,NA
30171,22,0,NA,0,NA
30171,30,0,NA,0,NA
30171,40,0,NA,0,NA
30172,11,0,NA,0,NA
30172,12,0,NA,0,NA
30172,13,0,NA,0,NA
30172,14,0,NA,0,NA
30172,15,0,NA,0,NA
30172,21,0,NA,0,NA
30172,22,0,NA,0,NA
30172,30,0,NA,0,NA
30172,40,0,NA,0,NA
30173,11,0,NA,0,NA
30173,12,0,NA,0,NA
30173,13,0,NA,0,NA
30173,14,0,NA,0,NA
30173,15,0,NA,0,NA
30173,21,0,NA,0,NA
30173,22,0,NA,0,NA
30173,30,0,NA,0,NA
30173,40,0,NA,0,NA
30174,11,0,NA,0,NA
30174,12,0,NA,0,NA
30174,13,0,NA,0,NA
30174,14,0,NA,0,NA
30174,15,0,NA,0,NA
30174,21,0,NA,0,NA
30174,22,0,NA,0,NA
30174,30,0,NA,0,NA
30174,40,0,NA,0,NA
30175,11,0,NA,0,NA
30175,12,0,NA,0,NA
30175,13,0,NA,0,NA
30175,14,0,NA,0,NA
30175,15,0,NA,0,NA
30175,21,0,NA,0,NA
30175,22,0,NA,0,NA
30175,30,0,NA,0,NA
30175,40,0,NA,0,NA
30176,11,0,NA,0,NA
30176,12,0,NA,0,NA
30176,13,0,NA,0,NA
30176,14,0,NA,0,NA
30176,15,0,NA,0,NA
30176,21,0,NA,0,NA
30176,22,0,NA,0,NA
30176,30,0,NA,0,NA
30176,40,0,NA,0,NA
30177,11,0,NA,0,NA
30177,12,0,NA,0,NA
30177,13,0,NA,0,NA
30177,14,0,NA,0,NA
30177,15,0,NA,0,NA
30177,21,0,NA,0,NA
30177,22,0,NA,0,NA
30177,30,0,NA,0,NA
30177,40,0,NA,0,NA
30178,11,0,NA,0,NA
30178,12,0,NA,0,NA
30178,13,0,NA,0,NA
30178,14,0,NA,0,NA
30178,15,0,NA,0,NA
30178,21,0,NA,0,NA
30178,22,0,NA,0,NA
30178,30,0,NA,0,NA
30178,40,0,NA,0,NA
30179,11,0,NA,0,NA
30179,12,0,NA,0,NA
30179,13,0,NA,0,NA
30179,14,0,NA,0,NA
30179,15,0,NA,0,NA
30179,21,0,NA,0,NA
30179,22,0,NA,0,NA
30179,30,0,NA,0,NA
30179,40,0,NA,0,NA
30180,11,0,NA,0,NA
30180,12,0,NA,0,NA
30180,13,0,NA,0,NA
30180,14,0,NA,0,NA
30180,15,0,NA,0,NA
30180,21,0,NA,0,NA
30180,22,0,NA,0,NA
30180,30,0,NA,0,NA
30180,40,0,NA,0,NA
30181,11,0,NA,0,NA
30181,12,0,NA,0,NA
30181,13,0,NA,0,NA
30181,14,0,NA,0,NA
30181,15,0,NA,0,NA
30181,21,0,NA,0,NA
30181,22,0,NA,0,NA
30181,30,0,NA,0,NA
30181,40,0,NA,0,NA
30182,11,97,NSS,97,NSS
30182,12,97,NSS,97,NSS
30182,13,97,NSS,97,NSS
30182,14,97,NSS,97,NSS
30182,15,97,NSS,97,NSS
30182,21,97,NSS,97,NSS
30182,22,97,NSS,97,NSS
30182,30,97,NSS,97,NSS
30182,40,97,NSS,97,NSS
30183,11,0,NA,0,NA
30183,12,0,NA,0,NA
30183,13,0,NA,0,NA
30183,14,0,NA,0,NA
30183,15,0,NA,0,NA
30183,21,0,NA,0,NA
30183,22,0,NA,0,NA
30183,30,0,NA,0,NA
30183,40,0,NA,0,NA
30184,11,0,NA,0,NA
30184,12,0,NA,0,NA
30184,13,0,NA,0,NA
30184,14,0,NA,0,NA
30184,15,0,NA,0,NA
30184,21,0,NA,0,NA
30184,22,0,NA,0,NA
30184,30,0,NA,0,NA
30184,40,0,NA,0,NA
30185,11,0,NA,0,NA
30185,12,0,NA,0,NA
30185,13,0,NA,0,NA
30185,14,0,NA,0,NA
30185,15,0,NA,0,NA
30185,21,0,NA,0,NA
30185,22,0,NA,0,NA
30185,30,0,NA,0,NA
30185,40,0,NA,0,NA
30186,11,0,NA,0,NA
30186,12,0,NA,0,NA
30186,13,0,NA,0,NA
30186,14,0,NA,0,NA
30186,15,0,NA,0,NA
30186,21,0,NA,0,NA
30186,22,0,NA,0,NA
30186,30,0,NA,0,NA
30186,40,0,NA,0,NA
30187,11,0,NA,0,NA
30187,12,0,NA,0,NA
30187,13,0,NA,0,NA
30187,14,0,NA,0,NA
30187,15,0,NA,0,NA
30187,21,0,NA,0,NA
30187,22,0,NA,0,NA
30187,30,0,NA,0,NA
30187,40,0,NA,0,NA
30188,11,0,NA,0,NA
30188,12,0,NA,0,NA
30188,13,0,NA,0,NA
30188,14,0,NA,0,NA
30188,15,0,NA,0,NA
30188,21,0,NA,0,NA
30188,22,0,NA,0,NA
30188,30,0,NA,0,NA
30188,40,0,NA,0,NA
30189,11,0,NA,1,0
30189,12,0,NA,2,NA
30189,13,0,NA,9,NSS
30189,14,0,NA,9,NSS
30189,15,0,NA,9,NSS
30189,21,0,NA,1,0
30189,22,0,NA,1,0
30189,30,0,NA,9,NSS
30189,40,0,NA,0,0
30190,11,0,NA,0,NA
30190,12,0,NA,0,NA
30190,13,0,NA,0,NA
30190,14,0,NA,0,NA
30190,15,0,NA,0,NA
30190,21,0,NA,0,NA
30190,22,0,NA,0,NA
30190,30,0,NA,0,NA
30190,40,0,NA,0,NA
30191,11,97,NSS,97,NSS
30191,12,97,NSS,97,NSS
