ubicageo_f,rnsnni1,acfoic1,acfoic2,acfoic3,acfoic4,acfoic6,acfoic7,acfoic8,acfoic9,sexostt,sexos1,sexos2
16025,1,25,25,0,0,25,25,0,0,25,20,5
16026,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16027,1,3,3,0,0,3,3,0,0,17,10,7
16028,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16029,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16030,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16031,1,9,9,0,0,9,9,0,0,9,7,2
16032,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16033,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16034,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16035,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16036,1,4,4,0,0,4,4,0,0,1,0,1
16037,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16038,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16039,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16040,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16041,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16042,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16043,1,39,39,0,0,39,39,0,0,39,33,6
16044,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16045,1,3,3,0,0,3,3,0,0,20,15,5
16046,1,12,12,0,0,12,12,0,0,12,12,0
16047,1,2,2,0,0,2,2,0,0,10,9,1
16048,1,10,0,10,0,10,0,10,0,10,7,3
16049,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16050,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16051,98,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
16052,1,9,7,0,2,9,7,0,2,107,57,50
16053,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16054,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16055,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16056,9,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS
16057,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16058,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16059,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16060,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16061,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16062,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16063,1,1,1,0,0,1,1,0,0,9,8,1
16064,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16065,1,3,3,0,0,3,3,0,0,18,17,1
16066,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16067,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16068,1,1,0,1,0,1,0,1,0,58,45,13
16069,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16070,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16071,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16072,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16073,1,6,6,0,0,6,6,0,0,41,35,6
16074,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16075,1,21,21,0,0,21,21,0,0,120,100,20
16076,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16077,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16078,1,1,1,0,0,1,1,0,0,17,14,3
16079,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16080,1,3,3,0,0,3,3,0,0,16,11,5
16081,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16082,1,32,32,0,0,32,32,0,0,32,22,10
16083,1,4,4,0,0,4,4,0,0,33,28,5
16084,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16085,1,5,5,0,0,5,5,0,0,40,32,8
16086,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16087,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16088,1,115,115,0,0,115,115,0,0,115,79,36
16089,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16090,1,2,2,0,0,2,2,0,0,8,7,1
16091,1,29,29,0,0,29,29,0,0,29,24,5
16092,1,8,8,0,0,8,8,0,0,8,8,0
16093,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16094,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16095,1,3,3,0,0,3,3,0,0,24,23,1
16096,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16097,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16098,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16099,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16100,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16101,1,2,2,0,0,2,2,0,0,24,19,5
16102,1,18,18,0,0,18,18,0,0,6606,4482,2124
16103,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16104,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16105,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16106,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16107,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16108,1,12,12,0,0,12,12,0,0,496,418,78
16109,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16110,1,50,50,0,0,50,50,0,0,50,45,5
16111,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16112,1,5,4,1,0,5,4,1,0,417,322,95
16113,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17001,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17002,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17003,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17004,1,3,3,0,0,3,3,0,0,157,145,12
17005,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17006,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17007,1,16,16,0,0,16,16,0,0,327,267,60
17008,9,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS
17009,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17010,1,19,17,2,0,19,17,2,0,19,17,2
17011,1,8,7,1,0,8,7,1,0,95,69,26
17012,1,33,29,0,4,33,29,0,4,33,28,5
17013,1,2,2,0,0,1,1,0,0,25,22,3
17014,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17015,1,1,1,0,0,1,1,0,0,20,18,2
17016,1,9,9,0,0,9,9,0,0,11,8,3
17017,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17018,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17019,1,6,5,1,0,6,5,1,0,162,127,35
17020,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17021,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17022,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17023,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17024,1,18,18,0,0,18,18,0,0,18,18,0
17025,1,4,2,2,0,4,2,2,0,34,30,4
17026,1,1,1,0,0,1,1,0,0,11,10,1
17027,9,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS
17028,1,30,26,4,0,30,26,4,0,30,21,9
17029,1,8,7,1,0,8,7,1,0,45,36,9
17030,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17031,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17032,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17033,1,8,8,0,0,4,4,0,0,21,14,7
17034,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17035,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17036,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18001,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18002,1,2,2,0,0,2,2,0,0,13,9,4
18003,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18004,9,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS
18005,1,5,2,3,0,5,2,3,0,28,22,6
18006,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18007,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18008,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18009,1,48,48,0,0,48,48,0,0,48,40,8
18010,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18011,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18012,1,27,27,0,0,27,27,0,0,27,20,7
18013,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18014,1,49,44,5,0,49,44,5,0,49,34,15
18015,1,4,1,1,2,4,1,1,2,147,114,33
18016,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18017,1,3,3,0,0,3,3,0,0,348,298,50
18018,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18019,1,2,0,2,0,2,0,2,0,11,10,1
18020,1,1,1,0,0,1,1,0,0,30,16,14
19001,9,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS
19002,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19003,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19004,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19005,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19006,1,4,1,3,0,4,1,3,0,795,585,210
19007,9,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS
19008,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19009,1,15,15,0,0,15,15,0,0,194,147,47
19010,1,22,21,1,0,22,21,1,0,73,57,16
19011,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19012,1,1,1,0,0,1,1,0,0,65,52,13
19013,9,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS
19014,9,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS
19015,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19016,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19017,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19018,1,848,848,0,0,848,848,0,0,848,660,188
19019,1,8,8,0,0,8,8,0,0,629,495,134
19020,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19021,9,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS
19022,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19023,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19024,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19025,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19026,1,5,5,0,0,5,5,0,0,5,2,3
19027,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19028,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19029,1,9,2,7,0,9,2,7,0,9,8,1
19030,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19031,1,68,68,0,0,68,68,0,0,68,46,22
19032,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19033,1,1,1,0,0,1,1,0,0,38,35,3
19034,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19035,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19036,1,3,1,2,0,3,1,2,0,18,17,1
19037,1,3,3,0,0,3,3,0,0,11,10,1
19038,9,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS
19039,1,2,2,0,0,2,2,0,0,890,660,230
19040,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19041,9,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS
19042,1,2,2,0,0,2,2,0,0,2,1,1
19043,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19044,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19045,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19046,1,19,19,0,0,19,19,0,0,349,274,75
19047,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19048,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19049,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19050,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19051,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20001,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20002,1,4,3,1,0,4,3,1,0,21,17,4
20003,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20004,1,1,1,0,0,1,1,0,0,6,4,2
20005,1,8,5,3,0,8,5,3,0,30,26,4
20006,1,4,4,0,0,4,4,0,0,20,16,4
20007,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20008,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20009,1,1,1,0,0,1,1,0,0,21,17,4
20010,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20011,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20012,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20013,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20014,1,5,5,0,0,5,5,0,0,65,57,8
20015,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20016,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20017,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20018,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20019,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20020,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20021,1,4,3,1,0,4,3,1,0,19,15,4
20022,1,1,1,0,0,1,1,0,0,11,10,1
20023,1,9,9,0,0,9,9,0,0,32,22,10
20024,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20025,1,3,3,0,0,3,3,0,0,17,15,2
20026,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20027,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20028,1,15,15,0,0,15,15,0,0,10,6,4
20029,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20030,1,3,2,1,0,3,2,1,0,43,40,3
20031,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20032,1,7,7,0,0,7,7,0,0,10,10,0
20033,1,3,3,0,0,3,3,0,0,10,6,4
20034,1,2,2,0,0,2,2,0,0,10,10,0
20035,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20036,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20037,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20038,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20039,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20040,1,1,1,0,0,1,1,0,0,18,17,1
20041,1,4,4,0,0,4,4,0,0,42,32,10
20042,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20043,1,5,0,5,0,5,0,5,0,125,125,0
20044,1,2,0,1,1,2,0,1,1,79,54,25
20045,1,2,2,0,0,2,2,0,0,20,17,3
20046,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20047,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20048,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20049,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20050,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20051,9,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS
20052,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20053,1,2,2,0,0,2,2,0,0,10,10,0
20054,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20055,1,1,1,0,0,1,1,0,0,7,7,0
20056,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20057,1,4,4,0,0,4,4,0,0,47,41,6
20058,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20059,1,5,5,0,0,5,5,0,0,72,42,30
20060,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20061,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20062,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20063,1,6,4,2,0,6,4,2,0,9,8,1
20064,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20065,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20066,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20067,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20068,1,6,4,2,0,6,4,2,0,48,39,9
20069,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20070,1,2,2,0,0,2,2,0,0,10,10,0
20071,1,3,3,0,0,3,3,0,0,15,12,3
20072,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20073,1,16,8,8,0,16,8,8,0,35,28,7
20074,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20075,1,2,2,0,0,2,2,0,0,8,7,1
20076,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20077,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20078,1,1,1,0,0,1,1,0,0,40,40,0
20079,1,3,3,0,0,3,3,0,0,232,182,50
20080,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20081,1,5,5,0,0,5,5,0,0,10,10,0
20082,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20083,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20084,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20085,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20086,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20087,1,1,1,0,0,1,1,0,0,81,81,0
20088,1,1,1,0,0,1,1,0,0,4,3,1
20089,1,3,3,0,0,3,3,0,0,10,8,2
20090,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20091,1,10,10,0,0,10,10,0,0,10,8,2
20092,1,1,1,0,0,1,1,0,0,50,49,1
20093,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20094,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20095,9,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS
20096,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20097,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20098,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20099,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20100,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20101,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20102,1,1,1,0,0,1,1,0,0,29,27,2
20103,1,11,9,2,0,11,9,2,0,19,16,3
20104,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20105,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20106,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20107,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20108,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20109,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20110,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20111,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20112,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20113,1,1,1,0,0,1,1,0,0,24,24,0
20114,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20115,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20116,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20117,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20118,1,4,4,0,0,4,4,0,0,11,9,2
20119,1,1,1,0,0,1,1,0,0,5,5,0
20120,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20121,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20122,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20123,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20124,1,2,2,0,0,2,2,0,0,33,29,4
20125,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20126,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20127,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20128,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20129,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20130,1,2,2,0,0,2,2,0,0,30,29,1
20131,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20132,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20133,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20134,1,3,3,0,0,3,3,0,0,36,35,1
20135,1,3,3,0,0,3,3,0,0,10,7,3
20136,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20137,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20138,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20139,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20140,1,1,1,0,0,1,1,0,0,22,22,0
20141,1,1,1,0,0,1,1,0,0,20,20,0
20142,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20143,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20144,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20145,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20146,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20147,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20148,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20149,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20150,1,4,4,0,0,4,4,0,0,24,24,0
20151,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20152,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20153,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20154,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20155,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20156,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20157,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20158,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20159,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20160,1,8,6,2,0,8,6,2,0,14,12,2
20161,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20162,1,3,3,0,0,3,3,0,0,22,21,1
20163,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20164,1,1,1,0,0,1,1,0,0,24,16,8
20165,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20166,1,2,2,0,0,2,2,0,0,10,8,2
20167,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20168,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20169,1,2,2,0,0,2,2,0,0,12,12,0
20170,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20171,1,5,5,0,0,5,5,0,0,36,31,5
20172,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20173,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20174,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20175,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20176,1,1,1,0,0,1,1,0,0,8,8,0
20177,1,1,1,0,0,1,1,0,0,22,18,4
20178,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20179,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20180,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20181,1,2,2,0,0,2,2,0,0,4,4,0
20182,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20183,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20184,1,12,9,3,0,12,9,3,0,156,125,31
20185,1,3,1,2,0,3,1,2,0,22,20,2
20186,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20187,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20188,1,2,2,0,0,2,2,0,0,8,8,0
20189,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20190,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20191,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20192,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20193,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20194,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20195,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20196,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20197,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20198,1,9,9,0,0,9,9,0,0,68,66,2
20199,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20200,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20201,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20202,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20203,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20204,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
