ubicageo_f,orgapoli_k,sexostt,sexos1,sexos2
8011,5,0,0,0
8011,9,,,
8012,1,12,10,2
8012,2,0,0,0
8012,3,0,0,0
8012,4,0,0,0
8012,5,0,0,0
8012,9,,,
8013,1,0,0,0
8013,2,0,0,0
8013,3,0,0,0
8013,4,0,0,0
8013,5,0,0,0
8013,9,,,
8014,1,0,0,0
8014,2,0,0,0
8014,3,0,0,0
8014,4,0,0,0
8014,5,0,0,0
8014,9,,,
8015,1,0,0,0
8015,2,0,0,0
8015,3,0,0,0
8015,4,0,0,0
8015,5,0,0,0
8015,9,,,
8016,1,14,14,0
8016,2,0,0,0
8016,3,0,0,0
8016,4,0,0,0
8016,5,0,0,0
8016,9,,,
8017,1,104,82,22
8017,2,0,0,0
8017,3,0,0,0
8017,4,0,0,0
8017,5,0,0,0
8017,9,,,
8018,1,15,12,3
8018,2,0,0,0
8018,3,0,0,0
8018,4,0,0,0
8018,5,0,0,0
8018,9,,,
8019,1,0,0,0
8019,2,NA,NA,NA
8019,3,NA,NA,NA
8019,4,772,613,159
8019,5,NA,NA,NA
8019,9,,,
8020,1,0,0,0
8020,2,0,0,0
8020,3,0,0,0
8020,4,0,0,0
8020,5,0,0,0
8020,9,,,
8021,1,188,140,48
8021,2,0,0,0
8021,3,0,0,0
8021,4,0,0,0
8021,5,0,0,0
8021,9,,,
8022,1,5,5,0
8022,2,0,0,0
8022,3,0,0,0
8022,4,0,0,0
8022,5,0,0,0
8022,9,,,
8023,1,0,0,0
8023,2,0,0,0
8023,3,0,0,0
8023,4,0,0,0
8023,5,0,0,0
8023,9,,,
8024,1,10,9,1
8024,2,0,0,0
8024,3,0,0,0
8024,4,0,0,0
8024,5,0,0,0
8024,9,,,
8025,1,0,0,0
8025,2,0,0,0
8025,3,0,0,0
8025,4,0,0,0
8025,5,0,0,0
8025,9,,,
8026,1,7,7,0
8026,2,0,0,0
8026,3,0,0,0
8026,4,0,0,0
8026,5,0,0,0
8026,9,,,
8027,1,59,46,13
8027,2,0,0,0
8027,3,0,0,0
8027,4,0,0,0
8027,5,0,0,0
8027,9,,,
8028,1,0,0,0
8028,2,0,0,0
8028,3,0,0,0
8028,4,0,0,0
8028,5,0,0,0
8028,9,,,
8029,1,20,18,2
8029,2,0,0,0
8029,3,0,0,0
8029,4,0,0,0
8029,5,0,0,0
8029,9,,,
8030,1,15,13,2
8030,2,0,0,0
8030,3,0,0,0
8030,4,0,0,0
8030,5,0,0,0
8030,9,,,
8031,1,15,12,3
8031,2,0,0,0
8031,3,0,0,0
8031,4,0,0,0
8031,5,0,0,0
8031,9,,,
8032,1,78,70,8
8032,2,36,32,4
8032,3,0,0,0
8032,4,0,0,0
8032,5,0,0,0
8032,9,,,
8033,1,1,1,0
8033,2,0,0,0
8033,3,0,0,0
8033,4,0,0,0
8033,5,0,0,0
8033,9,,,
8034,1,0,0,0
8034,2,0,0,0
8034,3,0,0,0
8034,4,0,0,0
8034,5,0,0,0
8034,9,,,
8035,1,6,6,0
8035,2,0,0,0
8035,3,0,0,0
8035,4,0,0,0
8035,5,0,0,0
8035,9,,,
8036,1,22,21,1
8036,2,0,0,0
8036,3,0,0,0
8036,4,0,0,0
8036,5,0,0,0
8036,9,,,
8037,1,2423,1658,765
8037,2,446,364,82
8037,3,0,0,0
8037,4,0,0,0
8037,5,0,0,0
8037,9,,,
8038,1,10,8,2
8038,2,0,0,0
8038,3,0,0,0
8038,4,0,0,0
8038,5,0,0,0
8038,9,,,
8039,1,7,7,0
8039,2,0,0,0
8039,3,0,0,0
8039,4,0,0,0
8039,5,0,0,0
8039,9,,,
8040,1,0,0,0
8040,2,0,0,0
8040,3,0,0,0
8040,4,0,0,0
8040,5,0,0,0
8040,9,,,
8041,1,0,0,0
8041,2,0,0,0
8041,3,0,0,0
8041,4,0,0,0
8041,5,0,0,0
8041,9,,,
8042,1,0,0,0
8042,2,0,0,0
8042,3,0,0,0
8042,4,0,0,0
8042,5,0,0,0
8042,9,,,
8043,1,0,0,0
8043,2,0,0,0
8043,3,0,0,0
8043,4,5,4,1
8043,5,0,0,0
8043,9,,,
8044,1,0,0,0
8044,2,0,0,0
8044,3,0,0,0
8044,4,0,0,0
8044,5,0,0,0
8044,9,,,
8045,1,96,79,17
8045,2,0,0,0
8045,3,0,0,0
8045,4,0,0,0
8045,5,0,0,0
8045,9,,,
8046,1,6,6,0
8046,2,0,0,0
8046,3,0,0,0
8046,4,0,0,0
8046,5,0,0,0
8046,9,,,
8047,1,0,0,0
8047,2,0,0,0
8047,3,0,0,0
8047,4,0,0,0
8047,5,0,0,0
8047,9,,,
8048,1,0,0,0
8048,2,0,0,0
8048,3,0,0,0
8048,4,15,14,1
8048,5,0,0,0
8048,9,,,
8049,1,1,1,0
8049,2,0,0,0
8049,3,0,0,0
8049,4,0,0,0
8049,5,0,0,0
8049,9,,,
8050,1,49,25,24
8050,2,41,30,11
8050,3,0,0,0
8050,4,0,0,0
8050,5,0,0,0
8050,9,,,
8051,1,8,7,1
8051,2,0,0,0
8051,3,0,0,0
8051,4,0,0,0
8051,5,0,0,0
8051,9,,,
8052,1,16,14,2
8052,2,0,0,0
8052,3,0,0,0
8052,4,0,0,0
8052,5,0,0,0
8052,9,,,
8053,1,0,0,0
8053,2,0,0,0
8053,3,0,0,0
8053,4,0,0,0
8053,5,0,0,0
8053,9,,,
8054,1,0,0,0
8054,2,0,0,0
8054,3,0,0,0
8054,4,5,5,0
8054,5,0,0,0
8054,9,,,
8055,1,26,20,6
8055,2,0,0,0
8055,3,NA,NA,NA
8055,4,NA,NA,NA
8055,5,NA,NA,NA
8055,9,,,
8056,1,0,0,0
8056,2,0,0,0
8056,3,0,0,0
8056,4,0,0,0
8056,5,0,0,0
8056,9,,,
8057,1,6,5,1
8057,2,0,0,0
8057,3,0,0,0
8057,4,0,0,0
8057,5,0,0,0
8057,9,,,
8058,1,0,0,0
8058,2,0,0,0
8058,3,0,0,0
8058,4,0,0,0
8058,5,0,0,0
8058,9,,,
8059,1,9,4,5
8059,2,1,1,0
8059,3,0,0,0
8059,4,0,0,0
8059,5,0,0,0
8059,9,,,
8060,1,19,14,5
8060,2,6,5,1
8060,3,0,0,0
8060,4,0,0,0
8060,5,0,0,0
8060,9,,,
8061,1,0,0,0
8061,2,0,0,0
8061,3,0,0,0
8061,4,0,0,0
8061,5,0,0,0
8061,9,,,
8062,1,42,41,1
8062,2,0,0,0
8062,3,0,0,0
8062,4,0,0,0
8062,5,0,0,0
8062,9,,,
8063,1,0,0,0
8063,2,0,0,0
8063,3,0,0,0
8063,4,0,0,0
8063,5,0,0,0
8063,9,,,
8064,1,6,6,0
8064,2,0,0,0
8064,3,0,0,0
8064,4,0,0,0
8064,5,0,0,0
8064,9,,,
8065,1,0,0,0
8065,2,0,0,0
8065,3,0,0,0
8065,4,0,0,0
8065,5,0,0,0
8065,9,,,
8066,1,0,0,0
8066,2,0,0,0
8066,3,0,0,0
8066,4,4,4,0
8066,5,0,0,0
8066,9,,,
8067,1,0,0,0
8067,2,0,0,0
8067,3,0,0,0
8067,4,5,5,0
8067,5,0,0,0
8067,9,,,
9002,1,NA,NA,NA
9002,2,NA,NA,NA
9002,3,NA,NA,NA
9002,4,NA,NA,NA
9002,5,NA,NA,NA
9002,9,,,
9003,1,NA,NA,NA
9003,2,NA,NA,NA
9003,3,NA,NA,NA
9003,4,NA,NA,NA
9003,5,NA,NA,NA
9003,9,,,
9004,1,NA,NA,NA
9004,2,NA,NA,NA
9004,3,NA,NA,NA
9004,4,NA,NA,NA
9004,5,NA,NA,NA
9004,9,,,
9005,1,NA,NA,NA
9005,2,NA,NA,NA
9005,3,NA,NA,NA
9005,4,NA,NA,NA
9005,5,NA,NA,NA
9005,9,,,
9006,1,NA,NA,NA
9006,2,NA,NA,NA
9006,3,NA,NA,NA
9006,4,NA,NA,NA
9006,5,NA,NA,NA
9006,9,,,
9007,1,NA,NA,NA
9007,2,NA,NA,NA
9007,3,NA,NA,NA
9007,4,NA,NA,NA
9007,5,NA,NA,NA
9007,9,,,
9008,1,NA,NA,NA
9008,2,NA,NA,NA
9008,3,NA,NA,NA
9008,4,NA,NA,NA
9008,5,NA,NA,NA
9008,9,,,
9009,1,NA,NA,NA
9009,2,NA,NA,NA
9009,3,NA,NA,NA
9009,4,NA,NA,NA
9009,5,NA,NA,NA
9009,9,,,
9010,1,NA,NA,NA
9010,2,NA,NA,NA
9010,3,NA,NA,NA
9010,4,NA,NA,NA
9010,5,NA,NA,NA
9010,9,,,
9011,1,NA,NA,NA
9011,2,NA,NA,NA
9011,3,NA,NA,NA
9011,4,NA,NA,NA
9011,5,NA,NA,NA
9011,9,,,
9012,1,NA,NA,NA
9012,2,NA,NA,NA
9012,3,NA,NA,NA
9012,4,NA,NA,NA
9012,5,NA,NA,NA
9012,9,,,
9013,1,NA,NA,NA
9013,2,NA,NA,NA
9013,3,NA,NA,NA
9013,4,NA,NA,NA
9013,5,NA,NA,NA
9013,9,,,
9014,1,NA,NA,NA
9014,2,NA,NA,NA
9014,3,NA,NA,NA
9014,4,NA,NA,NA
9014,5,NA,NA,NA
9014,9,,,
9015,1,NA,NA,NA
9015,2,NA,NA,NA
9015,3,NA,NA,NA
9015,4,NA,NA,NA
9015,5,NA,NA,NA
9015,9,,,
9016,1,NA,NA,NA
9016,2,NA,NA,NA
9016,3,NA,NA,NA
9016,4,NA,NA,NA
9016,5,NA,NA,NA
9016,9,,,
9017,1,NA,NA,NA
9017,2,NA,NA,NA
9017,3,NA,NA,NA
9017,4,NA,NA,NA
9017,5,NA,NA,NA
9017,9,,,
10001,1,6,4,2
10001,2,0,0,0
10001,3,0,0,0
10001,4,0,0,0
10001,5,0,0,0
10001,9,,,
10002,1,0,0,0
10002,2,0,0,0
10002,3,0,0,0
10002,4,4,4,0
10002,5,0,0,0
10002,9,,,
10003,1,6,6,0
10003,2,0,0,0
10003,3,0,0,0
10003,4,0,0,0
10003,5,0,0,0
10003,9,,,
10004,1,3,3,0
10004,2,0,0,0
10004,3,0,0,0
10004,4,0,0,0
10004,5,0,0,0
10004,9,,,
10005,1,697,498,199
10005,2,414,309,105
10005,3,0,0,0
10005,4,0,0,0
10005,5,0,0,0
10005,9,,,
10006,1,5,4,1
10006,2,0,0,0
10006,3,0,0,0
10006,4,0,0,0
10006,5,0,0,0
10006,9,,,
10007,1,229,146,83
10007,2,0,0,0
10007,3,0,0,0
10007,4,0,0,0
10007,5,0,0,0
10007,9,,,
10008,1,10,9,1
10008,2,0,0,0
10008,3,0,0,0
10008,4,0,0,0
10008,5,0,0,0
10008,9,,,
10009,1,0,0,0
10009,2,0,0,0
10009,3,0,0,0
10009,4,0,0,0
10009,5,0,0,0
10009,9,,,
10010,1,0,0,0
10010,2,0,0,0
10010,3,0,0,0
10010,4,2,2,0
10010,5,0,0,0
10010,9,,,
10011,1,0,0,0
10011,2,0,0,0
10011,3,0,0,0
10011,4,3,3,0
10011,5,0,0,0
10011,9,,,
10012,1,86,54,32
10012,2,0,0,0
10012,3,0,0,0
10012,4,0,0,0
10012,5,0,0,0
10012,9,,,
10013,1,14,9,5
10013,2,0,0,0
10013,3,0,0,0
10013,4,0,0,0
10013,5,0,0,0
10013,9,,,
10014,1,10,9,1
10014,2,0,0,0
10014,3,0,0,0
10014,4,0,0,0
10014,5,0,0,0
10014,9,,,
10015,1,2,1,1
10015,2,0,0,0
10015,3,0,0,0
10015,4,0,0,0
10015,5,0,0,0
10015,9,,,
10016,1,28,23,5
10016,2,5,3,2
10016,3,0,0,0
10016,4,0,0,0
10016,5,0,0,0
10016,9,,,
10017,1,2,2,0
10017,2,0,0,0
10017,3,0,0,0
10017,4,0,0,0
10017,5,0,0,0
10017,9,,,
10018,1,4,4,0
10018,2,0,0,0
10018,3,0,0,0
10018,4,0,0,0
10018,5,0,0,0
10018,9,,,
10019,1,0,0,0
10019,2,0,0,0
10019,3,0,0,0
10019,4,0,0,0
10019,5,0,0,0
10019,9,,,
10020,1,2,2,0
10020,2,0,0,0
10020,3,0,0,0
10020,4,0,0,0
10020,5,0,0,0
10020,9,,,
10021,1,0,0,0
10021,2,0,0,0
10021,3,0,0,0
10021,4,0,0,0
10021,5,0,0,0
10021,9,,,
10022,1,11,10,1
10022,2,4,4,0
10022,3,0,0,0
10022,4,0,0,0
10022,5,0,0,0
10022,9,,,
10023,1,55,41,14
10023,2,14,11,3
10023,3,0,0,0
10023,4,0,0,0
10023,5,0,0,0
10023,9,,,
10024,1,7,7,0
10024,2,0,0,0
10024,3,0,0,0
10024,4,0,0,0
10024,5,0,0,0
10024,9,,,
10025,1,2,2,0
10025,2,0,0,0
10025,3,0,0,0
10025,4,0,0,0
10025,5,0,0,0
10025,9,,,
10026,1,26,23,3
10026,2,0,0,0
10026,3,0,0,0
10026,4,0,0,0
10026,5,0,0,0
10026,9,,,
10027,1,0,0,0
10027,2,0,0,0
10027,3,0,0,0
10027,4,0,0,0
10027,5,0,0,0
10027,9,,,
10028,1,12,11,1
10028,2,0,0,0
10028,3,0,0,0
10028,4,0,0,0
10028,5,0,0,0
10028,9,,,
10029,1,1,1,0
10029,2,0,0,0
10029,3,0,0,0
10029,4,0,0,0
10029,5,0,0,0
10029,9,,,
10030,1,1,1,0
10030,2,0,0,0
10030,3,0,0,0
10030,4,0,0,0
10030,5,0,0,0
10030,9,,,
10031,1,2,2,0
10031,2,0,0,0
10031,3,0,0,0
10031,4,0,0,0
10031,5,0,0,0
10031,9,,,
10032,1,38,30,8
10032,2,0,0,0
10032,3,0,0,0
10032,4,0,0,0
10032,5,0,0,0
10032,9,,,
10033,1,2,2,0
10033,2,0,0,0
10033,3,0,0,0
10033,4,0,0,0
10033,5,0,0,0
10033,9,,,
10034,1,26,22,4
10034,2,0,0,0
10034,3,0,0,0
10034,4,0,0,0
10034,5,0,0,0
10034,9,,,
10035,1,1,1,0
10035,2,0,0,0
10035,3,0,0,0
10035,4,0,0,0
10035,5,0,0,0
10035,9,,,
10036,1,4,3,1
10036,2,0,0,0
10036,3,0,0,0
10036,4,0,0,0
10036,5,0,0,0
10036,9,,,
10037,1,1,1,0
10037,2,0,0,0
10037,3,0,0,0
10037,4,0,0,0
10037,5,0,0,0
10037,9,,,
10038,1,3,2,1
10038,2,0,0,0
10038,3,0,0,0
10038,4,0,0,0
10038,5,0,0,0
10038,9,,,
10039,1,7,7,0
10039,2,0,0,0
10039,3,0,0,0
10039,4,0,0,0
10039,5,0,0,0
10039,9,,,
11001,1,3,3,0
11001,2,0,0,0
11001,3,0,0,0
11001,4,0,0,0
11001,5,0,0,0
11001,9,,,
11002,1,38,38,0
11002,2,0,0,0
11002,3,0,0,0
11002,4,0,0,0
11002,5,0,0,0
11002,9,,,
11003,1,270,156,114
11003,2,0,0,0
11003,3,0,0,0
11003,4,0,0,0
11003,5,0,0,0
11003,9,,,
11004,1,0,0,0
11004,2,0,0,0
11004,3,0,0,0
11004,4,33,28,5
11004,5,0,0,0
11004,9,,,
11005,1,77,54,23
11005,2,0,0,0
11005,3,0,0,0
11005,4,0,0,0
11005,5,0,0,0
11005,9,,,
11006,1,11,10,1
11006,2,0,0,0
11006,3,0,0,0
11006,4,0,0,0
11006,5,0,0,0
11006,9,,,
11007,1,373,240,133
11007,2,0,0,0
11007,3,0,0,0
11007,4,0,0,0
11007,5,0,0,0
11007,9,,,
11008,1,NSS,NSS,NSS
11008,2,NSS,NSS,NSS
11008,3,NSS,NSS,NSS
11008,4,NSS,NSS,NSS
11008,5,NSS,NSS,NSS
11008,9,,,
11009,1,23,9,14
11009,2,0,0,0
11009,3,0,0,0
11009,4,0,0,0
11009,5,0,0,0
11009,9,,,
11010,1,0,0,0
11010,2,0,0,0
11010,3,0,0,0
11010,4,0,0,0
11010,5,0,0,0
11010,9,,,
11011,1,6,4,2
11011,2,0,0,0
11011,3,0,0,0
11011,4,0,0,0
11011,5,0,0,0
11011,9,,,
11012,1,36,28,8
11012,2,0,0,0
11012,3,0,0,0
11012,4,0,0,0
11012,5,0,0,0
11012,9,,,
11013,1,45,28,17
11013,2,0,0,0
11013,3,0,0,0
11013,4,0,0,0
11013,5,0,0,0
11013,9,,,
11014,1,169,127,42
11014,2,0,0,0
11014,3,0,0,0
11014,4,0,0,0
11014,5,0,0,0
11014,9,,,
11015,1,229,138,91
11015,2,0,0,0
11015,3,0,0,0
11015,4,0,0,0
11015,5,0,0,0
11015,9,,,
11016,1,22,17,5
11016,2,5,5,0
11016,3,0,0,0
11016,4,0,0,0
11016,5,0,0,0
11016,9,,,
11017,1,711,505,206
11017,2,0,0,0
11017,3,0,0,0
11017,4,0,0,0
11017,5,0,0,0
11017,9,,,
11018,1,72,55,17
11018,2,0,0,0
11018,3,0,0,0
11018,4,0,0,0
11018,5,0,0,0
11018,9,,,
11019,1,16,13,3
11019,2,0,0,0
11019,3,0,0,0
11019,4,0,0,0
11019,5,0,0,0
11019,9,,,
11020,1,1481,1053,428
11020,2,0,0,0
11020,3,0,0,0
11020,4,0,0,0
11020,5,0,0,0
11020,9,,,
11021,1,108,95,13
11021,2,0,0,0
11021,3,0,0,0
11021,4,0,0,0
11021,5,0,0,0
11021,9,,,
11022,1,0,0,0
11022,2,0,0,0
11022,3,0,0,0
11022,4,0,0,0
11022,5,0,0,0
11022,9,,,
11023,1,204,171,33
11023,2,0,0,0
11023,3,0,0,0
11023,4,0,0,0
11023,5,0,0,0
11023,9,,,
11024,1,2,2,0
11024,2,0,0,0
11024,3,0,0,0
11024,4,0,0,0
11024,5,0,0,0
11024,9,,,
11025,1,78,61,17
11025,2,0,0,0
11025,3,0,0,0
11025,4,0,0,0
11025,5,0,0,0
11025,9,,,
11026,1,16,13,3
11026,2,0,0,0
11026,3,0,0,0
11026,4,0,0,0
11026,5,0,0,0
11026,9,,,
11027,1,72,48,24
11027,2,0,0,0
11027,3,0,0,0
11027,4,0,0,0
11027,5,0,0,0
11027,9,,,
11028,1,123,87,36
11028,2,0,0,0
11028,3,0,0,0
11028,4,0,0,0
11028,5,0,0,0
11028,9,,,
11029,1,32,28,4
11029,2,0,0,0
11029,3,0,0,0
11029,4,0,0,0
11029,5,0,0,0
11029,9,,,
11030,1,129,101,28
11030,2,0,0,0
11030,3,0,0,0
11030,4,0,0,0
11030,5,0,0,0
11030,9,,,
11031,1,104,83,21
11031,2,0,0,0
11031,3,0,0,0
11031,4,0,0,0
11031,5,0,0,0
11031,9,,,
11032,1,42,30,12
11032,2,0,0,0
11032,3,0,0,0
11032,4,0,0,0
11032,5,0,0,0
11032,9,,,
11033,1,86,49,37
11033,2,0,0,0
11033,3,0,0,0
11033,4,0,0,0
11033,5,0,0,0
11033,9,,,
11034,1,0,0,0
11034,2,0,0,0
11034,3,0,0,0
11034,4,0,0,0
11034,5,0,0,0
11034,9,,,
11035,1,0,0,0
11035,2,0,0,0
11035,3,0,0,0
11035,4,0,0,0
11035,5,0,0,0
11035,9,,,
11036,1,6,3,3
11036,2,0,0,0
11036,3,0,0,0
11036,4,0,0,0
11036,5,0,0,0
11036,9,,,
11037,1,215,149,66
11037,2,0,0,0
11037,3,0,0,0
11037,4,0,0,0
11037,5,0,0,0
11037,9,,,
11038,1,NSS,NSS,NSS
11038,2,NSS,NSS,NSS
11038,3,NSS,NSS,NSS
11038,4,NSS,NSS,NSS
11038,5,NSS,NSS,NSS
11038,9,,,
11039,1,NSS,NSS,NSS
11039,2,NSS,NSS,NSS
11039,3,NSS,NSS,NSS
11039,4,NSS,NSS,NSS
11039,5,NSS,NSS,NSS
11039,9,,,
11040,1,0,0,0
11040,2,0,0,0
11040,3,0,0,0
11040,4,0,0,0
11040,5,0,0,0
11040,9,,,
11041,1,124,97,27
11041,2,0,0,0
11041,3,0,0,0
11041,4,0,0,0
11041,5,0,0,0
11041,9,,,
11042,1,118,101,17
11042,2,0,0,0
11042,3,0,0,0
11042,4,0,0,0
11042,5,0,0,0
11042,9,,,
11043,1,10,10,0
11043,2,0,0,0
11043,3,0,0,0
11043,4,0,0,0
11043,5,0,0,0
11043,9,,,
11044,1,41,32,9
11044,2,0,0,0
11044,3,0,0,0
11044,4,0,0,0
11044,5,0,0,0
11044,9,,,
11045,1,14,13,1
11045,2,2,1,1
11045,3,0,0,0
11045,4,0,0,0
11045,5,0,0,0
11045,9,,,
11046,1,51,35,16
11046,2,0,0,0
11046,3,0,0,0
11046,4,0,0,0
11046,5,0,0,0
11046,9,,,
12001,1,126,88,38
12001,2,20,17,3
12001,3,0,0,0
12001,4,0,0,0
12001,5,21,14,7
12001,9,,,
12002,1,5,5,0
12002,2,0,0,0
12002,3,0,0,0
12002,4,0,0,0
12002,5,0,0,0
12002,9,,,
12003,1,0,0,0
12003,2,0,0,0
12003,3,0,0,0
12003,4,0,0,0
12003,5,0,0,0
12003,9,,,
12004,1,0,0,0
12004,2,0,0,0
12004,3,0,0,0
12004,4,0,0,0
12004,5,0,0,0
12004,9,,,
12005,1,0,0,0
12005,2,0,0,0
12005,3,0,0,0
12005,4,0,0,0
12005,5,0,0,0
12005,9,,,
12006,1,0,0,0
12006,2,0,0,0
12006,3,0,0,0
12006,4,0,0,0
12006,5,0,0,0
12006,9,,,
12007,1,0,0,0
12007,2,0,0,0
12007,3,0,0,0
12007,4,0,0,0
12007,5,0,0,0
12007,9,,,
12008,1,0,0,0
12008,2,0,0,0
12008,3,0,0,0
12008,4,0,0,0
12008,5,0,0,0
12008,9,,,
12009,1,1,1,0
12009,2,0,0,0
12009,3,0,0,0
12009,4,0,0,0
12009,5,0,0,0
12009,9,,,
12010,1,8,8,0
12010,2,0,0,0
12010,3,0,0,0
12010,4,0,0,0
12010,5,0,0,0
12010,9,,,
12011,1,35,33,2
12011,2,0,0,0
12011,3,0,0,0
12011,4,0,0,0
12011,5,0,0,0
12011,9,,,
12012,1,0,0,0
12012,2,0,0,0
12012,3,0,0,0
12012,4,0,0,0
12012,5,0,0,0
12012,9,,,
12013,1,1,1,0
12013,2,0,0,0
12013,3,0,0,0
12013,4,0,0,0
12013,5,0,0,0
12013,9,,,
12014,1,30,30,0
12014,2,0,0,0
12014,3,0,0,0
12014,4,0,0,0
12014,5,0,0,0
12014,9,,,
12015,1,18,14,4
12015,2,9,9,0
12015,3,0,0,0
12015,4,0,0,0
12015,5,0,0,0
12015,9,,,
12016,1,0,0,0
12016,2,2,2,0
12016,3,0,0,0
12016,4,0,0,0
12016,5,0,0,0
12016,9,,,
12017,1,0,0,0
12017,2,0,0,0
12017,3,0,0,0
12017,4,0,0,0
12017,5,0,0,0
12017,9,,,
12018,1,7,7,0
12018,2,0,0,0
12018,3,0,0,0
12018,4,0,0,0
12018,5,0,0,0
12018,9,,,
12019,1,4,4,0
12019,2,0,0,0
12019,3,0,0,0
12019,4,0,0,0
12019,5,0,0,0
12019,9,,,
12020,1,0,0,0
12020,2,0,0,0
12020,3,0,0,0
12020,4,0,0,0
12020,5,0,0,0
12020,9,,,
12021,1,18,17,1
12021,2,0,0,0
12021,3,0,0,0
12021,4,0,0,0
12021,5,0,0,0
12021,9,,,
12022,1,10,8,2
12022,2,0,0,0
12022,3,0,0,0
12022,4,0,0,0
12022,5,0,0,0
12022,9,,,
12023,1,0,0,0
12023,2,0,0,0
12023,3,0,0,0
12023,4,0,0,0
12023,5,0,0,0
12023,9,,,
12024,1,14,12,2
12024,2,0,0,0
12024,3,0,0,0
12024,4,0,0,0
12024,5,0,0,0
12024,9,,,
12025,1,4,4,0
12025,2,0,0,0
12025,3,0,0,0
12025,4,0,0,0
12025,5,0,0,0
12025,9,,,
12026,1,0,0,0
12026,2,0,0,0
12026,3,0,0,0
12026,4,0,0,0
12026,5,0,0,0
12026,9,,,
12027,1,5,3,2
12027,2,0,0,0
12027,3,0,0,0
12027,4,0,0,0
12027,5,0,0,0
12027,9,,,
12028,1,75,55,20
12028,2,0,0,0
12028,3,0,0,0
12028,4,0,0,0
12028,5,0,0,0
12028,9,,,
12029,1,90,58,32
12029,2,0,0,0
12029,3,0,0,0
12029,4,0,0,0
12029,5,0,0,0
12029,9,,,
12030,1,1,1,0
12030,2,0,0,0
12030,3,0,0,0
12030,4,0,0,0
12030,5,0,0,0
12030,9,,,
12031,1,0,0,0
12031,2,0,0,0
12031,3,0,0,0
12031,4,0,0,0
12031,5,0,0,0
12031,9,,,
12032,1,5,4,1
12032,2,0,0,0
12032,3,0,0,0
12032,4,0,0,0
12032,5,0,0,0
12032,9,,,
12033,1,0,0,0
12033,2,0,0,0
12033,3,0,0,0
12033,4,0,0,0
12033,5,0,0,0
12033,9,,,
12034,1,20,20,0
12034,2,0,0,0
12034,3,0,0,0
12034,4,0,0,0
12034,5,0,0,0
12034,9,,,
12035,1,54,44,10
12035,2,0,0,0
12035,3,0,0,0
12035,4,0,0,0
12035,5,0,0,0
12035,9,,,
12036,1,0,0,0
12036,2,0,0,0
12036,3,0,0,0
12036,4,0,0,0
12036,5,0,0,0
12036,9,,,
12037,1,0,0,0
12037,2,0,0,0
12037,3,0,0,0
12037,4,0,0,0
12037,5,0,0,0
12037,9,,,
12038,1,56,51,5
12038,2,0,0,0
12038,3,0,0,0
12038,4,0,0,0
12038,5,0,0,0
12038,9,,,
12039,1,3,1,2
12039,2,0,0,0
12039,3,0,0,0
12039,4,0,0,0
12039,5,0,0,0
12039,9,,,
12040,1,5,5,0
12040,2,0,0,0
12040,3,0,0,0
12040,4,0,0,0
12040,5,0,0,0
12040,9,,,
12041,1,0,0,0
12041,2,0,0,0
12041,3,0,0,0
12041,4,0,0,0
12041,5,0,0,0
12041,9,,,
12042,1,0,0,0
12042,2,0,0,0
12042,3,0,0,0
12042,4,0,0,0
12042,5,0,0,0
12042,9,,,
12043,1,0,0,0
12043,2,0,0,0
12043,3,0,0,0
12043,4,0,0,0
12043,5,0,0,0
12043,9,,,
12044,1,0,0,0
12044,2,0,0,0
12044,3,0,0,0
12044,4,0,0,0
12044,5,0,0,0
12044,9,,,
12045,1,0,0,0
12045,2,0,0,0
12045,3,0,0,0
12045,4,0,0,0
12045,5,0,0,0
12045,9,,,
12046,1,47,44,3
12046,2,0,0,0
12046,3,0,0,0
12046,4,0,0,0
12046,5,0,0,0
12046,9,,,
12047,1,0,0,0
12047,2,0,0,0
12047,3,0,0,0
12047,4,0,0,0
12047,5,0,0,0
12047,9,,,
12048,1,55,48,7
12048,2,2,2,0
12048,3,0,0,0
12048,4,0,0,0
12048,5,0,0,0
12048,9,,,
12049,1,1,1,0
12049,2,0,0,0
12049,3,0,0,0
12049,4,0,0,0
12049,5,0,0,0
12049,9,,,
12050,1,14,13,1
12050,2,0,0,0
12050,3,0,0,0
12050,4,0,0,0
12050,5,0,0,0
12050,9,,,
12051,1,5,5,0
12051,2,0,0,0
12051,3,0,0,0
12051,4,0,0,0
12051,5,0,0,0
12051,9,,,
12052,1,20,20,0
12052,2,0,0,0
12052,3,0,0,0
12052,4,0,0,0
12052,5,0,0,0
12052,9,,,
12053,1,19,17,2
12053,2,0,0,0
12053,3,0,0,0
12053,4,0,0,0
12053,5,0,0,0
12053,9,,,
12054,1,2,2,0
12054,2,0,0,0
12054,3,0,0,0
12054,4,0,0,0
12054,5,0,0,0
12054,9,,,
12055,1,13,10,3
12055,2,0,0,0
12055,3,0,0,0
12055,4,0,0,0
12055,5,0,0,0
12055,9,,,
12056,1,28,28,0
12056,2,0,0,0
12056,3,0,0,0
12056,4,0,0,0
12056,5,0,0,0
12056,9,,,
12057,1,1,0,1
12057,2,0,0,0
12057,3,0,0,0
12057,4,0,0,0
12057,5,0,0,0
12057,9,,,
12058,1,14,12,2
12058,2,0,0,0
12058,3,0,0,0
12058,4,0,0,0
12058,5,0,0,0
12058,9,,,
12059,1,8,8,0
12059,2,0,0,0
12059,3,0,0,0
12059,4,0,0,0
