ubicageo_f,esquprof_b,sexostt,sexos1,sexos2
28018,21,NA,NA,NA
28018,22,NA,NA,NA
28018,23,NA,NA,NA
28018,31,NA,NA,NA
28018,32,NA,NA,NA
28018,33,NA,NA,NA
28018,34,NA,NA,NA
28018,35,NA,NA,NA
28018,40,NA,NA,NA
28019,11,NA,NA,NA
28019,12,NA,NA,NA
28019,13,NA,NA,NA
28019,21,NA,NA,NA
28019,22,NA,NA,NA
28019,23,NA,NA,NA
28019,31,NA,NA,NA
28019,32,NA,NA,NA
28019,33,NA,NA,NA
28019,34,NA,NA,NA
28019,35,NA,NA,NA
28019,40,NA,NA,NA
28020,11,NA,NA,NA
28020,12,NA,NA,NA
28020,13,NA,NA,NA
28020,21,NA,NA,NA
28020,22,NA,NA,NA
28020,23,NA,NA,NA
28020,31,NA,NA,NA
28020,32,NA,NA,NA
28020,33,NA,NA,NA
28020,34,NA,NA,NA
28020,35,NA,NA,NA
28020,40,NA,NA,NA
28021,11,NA,NA,NA
28021,12,NA,NA,NA
28021,13,NA,NA,NA
28021,21,NA,NA,NA
28021,22,NA,NA,NA
28021,23,NA,NA,NA
28021,31,NA,NA,NA
28021,32,NA,NA,NA
28021,33,NA,NA,NA
28021,34,NA,NA,NA
28021,35,NA,NA,NA
28021,40,NA,NA,NA
28022,11,NA,NA,NA
28022,12,NA,NA,NA
28022,13,NA,NA,NA
28022,21,NA,NA,NA
28022,22,NA,NA,NA
28022,23,NA,NA,NA
28022,31,NA,NA,NA
28022,32,NA,NA,NA
28022,33,NA,NA,NA
28022,34,NA,NA,NA
28022,35,NA,NA,NA
28022,40,NA,NA,NA
28023,11,NA,NA,NA
28023,12,NA,NA,NA
28023,13,NA,NA,NA
28023,21,NA,NA,NA
28023,22,NA,NA,NA
28023,23,NA,NA,NA
28023,31,NA,NA,NA
28023,32,NA,NA,NA
28023,33,NA,NA,NA
28023,34,NA,NA,NA
28023,35,NA,NA,NA
28023,40,NA,NA,NA
28024,11,NA,NA,NA
28024,12,NA,NA,NA
28024,13,NA,NA,NA
28024,21,NA,NA,NA
28024,22,NA,NA,NA
28024,23,NA,NA,NA
28024,31,NA,NA,NA
28024,32,NA,NA,NA
28024,33,NA,NA,NA
28024,34,NA,NA,NA
28024,35,NA,NA,NA
28024,40,NA,NA,NA
28025,11,NA,NA,NA
28025,12,NA,NA,NA
28025,13,NA,NA,NA
28025,21,NA,NA,NA
28025,22,NA,NA,NA
28025,23,NA,NA,NA
28025,31,NA,NA,NA
28025,32,NA,NA,NA
28025,33,NA,NA,NA
28025,34,NA,NA,NA
28025,35,NA,NA,NA
28025,40,NA,NA,NA
28026,11,NA,NA,NA
28026,12,NA,NA,NA
28026,13,NA,NA,NA
28026,21,NA,NA,NA
28026,22,NA,NA,NA
28026,23,NA,NA,NA
28026,31,NA,NA,NA
28026,32,NA,NA,NA
28026,33,NA,NA,NA
28026,34,NA,NA,NA
28026,35,NA,NA,NA
28026,40,NA,NA,NA
28027,11,NA,NA,NA
28027,12,NA,NA,NA
28027,13,NA,NA,NA
28027,21,NA,NA,NA
28027,22,NA,NA,NA
28027,23,NA,NA,NA
28027,31,NA,NA,NA
28027,32,NA,NA,NA
28027,33,NA,NA,NA
28027,34,NA,NA,NA
28027,35,NA,NA,NA
28027,40,NA,NA,NA
28028,11,NA,NA,NA
28028,12,NA,NA,NA
28028,13,NA,NA,NA
28028,21,NA,NA,NA
28028,22,NA,NA,NA
28028,23,NA,NA,NA
28028,31,NA,NA,NA
28028,32,NA,NA,NA
28028,33,NA,NA,NA
28028,34,NA,NA,NA
28028,35,NA,NA,NA
28028,40,NA,NA,NA
28029,11,NA,NA,NA
28029,12,NA,NA,NA
28029,13,NA,NA,NA
28029,21,NA,NA,NA
28029,22,NA,NA,NA
28029,23,NA,NA,NA
28029,31,NA,NA,NA
28029,32,NA,NA,NA
28029,33,NA,NA,NA
28029,34,NA,NA,NA
28029,35,NA,NA,NA
28029,40,NA,NA,NA
28030,11,NA,NA,NA
28030,12,NA,NA,NA
28030,13,NA,NA,NA
28030,21,NA,NA,NA
28030,22,NA,NA,NA
28030,23,NA,NA,NA
28030,31,NA,NA,NA
28030,32,NA,NA,NA
28030,33,NA,NA,NA
28030,34,NA,NA,NA
28030,35,NA,NA,NA
28030,40,NA,NA,NA
28031,11,NA,NA,NA
28031,12,NA,NA,NA
28031,13,NA,NA,NA
28031,21,NA,NA,NA
28031,22,NA,NA,NA
28031,23,NA,NA,NA
28031,31,NA,NA,NA
28031,32,NA,NA,NA
28031,33,NA,NA,NA
28031,34,NA,NA,NA
28031,35,NA,NA,NA
28031,40,NA,NA,NA
28032,11,NA,NA,NA
28032,12,NA,NA,NA
28032,13,NA,NA,NA
28032,21,NA,NA,NA
28032,22,NA,NA,NA
28032,23,NA,NA,NA
28032,31,NA,NA,NA
28032,32,NA,NA,NA
28032,33,NA,NA,NA
28032,34,NA,NA,NA
28032,35,NA,NA,NA
28032,40,NA,NA,NA
28033,11,NA,NA,NA
28033,12,NA,NA,NA
28033,13,NA,NA,NA
28033,21,NA,NA,NA
28033,22,NA,NA,NA
28033,23,NA,NA,NA
28033,31,NA,NA,NA
28033,32,NA,NA,NA
28033,33,NA,NA,NA
28033,34,NA,NA,NA
28033,35,NA,NA,NA
28033,40,NA,NA,NA
28034,11,NA,NA,NA
28034,12,NA,NA,NA
28034,13,NA,NA,NA
28034,21,NA,NA,NA
28034,22,NA,NA,NA
28034,23,NA,NA,NA
28034,31,NA,NA,NA
28034,32,NA,NA,NA
28034,33,NA,NA,NA
28034,34,NA,NA,NA
28034,35,NA,NA,NA
28034,40,NA,NA,NA
28035,11,NA,NA,NA
28035,12,NA,NA,NA
28035,13,NA,NA,NA
28035,21,NA,NA,NA
28035,22,NA,NA,NA
28035,23,NA,NA,NA
28035,31,NA,NA,NA
28035,32,NA,NA,NA
28035,33,NA,NA,NA
28035,34,NA,NA,NA
28035,35,NA,NA,NA
28035,40,NA,NA,NA
28036,11,NA,NA,NA
28036,12,NA,NA,NA
28036,13,NA,NA,NA
28036,21,NA,NA,NA
28036,22,NA,NA,NA
28036,23,NA,NA,NA
28036,31,NA,NA,NA
28036,32,NA,NA,NA
28036,33,NA,NA,NA
28036,34,NA,NA,NA
28036,35,NA,NA,NA
28036,40,NA,NA,NA
28037,11,NA,NA,NA
28037,12,NA,NA,NA
28037,13,NA,NA,NA
28037,21,NA,NA,NA
28037,22,NA,NA,NA
28037,23,NA,NA,NA
28037,31,NA,NA,NA
28037,32,NA,NA,NA
28037,33,NA,NA,NA
28037,34,NA,NA,NA
28037,35,NA,NA,NA
28037,40,NA,NA,NA
28038,11,NA,NA,NA
28038,12,NA,NA,NA
28038,13,NA,NA,NA
28038,21,NA,NA,NA
28038,22,NA,NA,NA
28038,23,NA,NA,NA
28038,31,NA,NA,NA
28038,32,NA,NA,NA
28038,33,NA,NA,NA
28038,34,NA,NA,NA
28038,35,NA,NA,NA
28038,40,NA,NA,NA
28039,11,NA,NA,NA
28039,12,NA,NA,NA
28039,13,NA,NA,NA
28039,21,NA,NA,NA
28039,22,NA,NA,NA
28039,23,NA,NA,NA
28039,31,NA,NA,NA
28039,32,NA,NA,NA
28039,33,NA,NA,NA
28039,34,NA,NA,NA
28039,35,NA,NA,NA
28039,40,NA,NA,NA
28040,11,NA,NA,NA
28040,12,NA,NA,NA
28040,13,NA,NA,NA
28040,21,NA,NA,NA
28040,22,NA,NA,NA
28040,23,NA,NA,NA
28040,31,NA,NA,NA
28040,32,NA,NA,NA
28040,33,NA,NA,NA
28040,34,NA,NA,NA
28040,35,NA,NA,NA
28040,40,NA,NA,NA
28041,11,NA,NA,NA
28041,12,NA,NA,NA
28041,13,NA,NA,NA
28041,21,NA,NA,NA
28041,22,NA,NA,NA
28041,23,NA,NA,NA
28041,31,NA,NA,NA
28041,32,NA,NA,NA
28041,33,NA,NA,NA
28041,34,NA,NA,NA
28041,35,NA,NA,NA
28041,40,NA,NA,NA
28042,11,NA,NA,NA
28042,12,NA,NA,NA
28042,13,NA,NA,NA
28042,21,NA,NA,NA
28042,22,NA,NA,NA
28042,23,NA,NA,NA
28042,31,NA,NA,NA
28042,32,NA,NA,NA
28042,33,NA,NA,NA
28042,34,NA,NA,NA
28042,35,NA,NA,NA
28042,40,NA,NA,NA
28043,11,NA,NA,NA
28043,12,NA,NA,NA
28043,13,NA,NA,NA
28043,21,NA,NA,NA
28043,22,NA,NA,NA
28043,23,NA,NA,NA
28043,31,NA,NA,NA
28043,32,NA,NA,NA
28043,33,NA,NA,NA
28043,34,NA,NA,NA
28043,35,NA,NA,NA
28043,40,NA,NA,NA
29001,11,0,0,0
29001,12,0,0,0
29001,13,0,0,0
29001,21,0,0,0
29001,22,0,0,0
29001,23,0,0,0
29001,31,0,0,0
29001,32,0,0,0
29001,33,0,0,0
29001,34,0,0,0
29001,35,0,0,0
29001,40,0,0,0
29002,11,33,20,13
29002,12,0,0,0
29002,13,0,0,0
29002,21,0,0,0
29002,22,0,0,0
29002,23,3,2,1
29002,31,0,0,0
29002,32,0,0,0
29002,33,0,0,0
29002,34,0,0,0
29002,35,0,0,0
29002,40,0,0,0
29003,11,0,0,0
29003,12,0,0,0
29003,13,0,0,0
29003,21,0,0,0
29003,22,0,0,0
29003,23,12,7,5
29003,31,0,0,0
29003,32,0,0,0
29003,33,0,0,0
29003,34,0,0,0
29003,35,0,0,0
29003,40,0,0,0
29004,11,0,0,0
29004,12,0,0,0
29004,13,0,0,0
29004,21,0,0,0
29004,22,0,0,0
29004,23,0,0,0
29004,31,0,0,0
29004,32,0,0,0
29004,33,0,0,0
29004,34,0,0,0
29004,35,0,0,0
29004,40,0,0,0
29005,11,223,189,34
29005,12,0,0,0
29005,13,0,0,0
29005,21,0,0,0
29005,22,0,0,0
29005,23,0,0,0
29005,31,0,0,0
29005,32,0,0,0
29005,33,0,0,0
29005,34,0,0,0
29005,35,0,0,0
29005,40,0,0,0
29006,11,82,59,23
29006,12,0,0,0
29006,13,30,22,8
29006,21,0,0,0
29006,22,0,0,0
29006,23,19,15,4
29006,31,0,0,0
29006,32,0,0,0
29006,33,0,0,0
29006,34,0,0,0
29006,35,0,0,0
29006,40,0,0,0
29007,11,1,1,0
29007,12,0,0,0
29007,13,0,0,0
29007,21,0,0,0
29007,22,0,0,0
29007,23,0,0,0
29007,31,0,0,0
29007,32,0,0,0
29007,33,0,0,0
29007,34,0,0,0
29007,35,0,0,0
29007,40,0,0,0
29008,11,21,17,4
29008,12,0,0,0
29008,13,0,0,0
29008,21,0,0,0
29008,22,0,0,0
29008,23,0,0,0
29008,31,0,0,0
29008,32,0,0,0
29008,33,0,0,0
29008,34,0,0,0
29008,35,0,0,0
29008,40,0,0,0
29009,11,27,20,7
29009,12,0,0,0
29009,13,0,0,0
29009,21,0,0,0
29009,22,0,0,0
29009,23,0,0,0
29009,31,0,0,0
29009,32,0,0,0
29009,33,0,0,0
29009,34,0,0,0
29009,35,0,0,0
29009,40,0,0,0
29010,11,107,81,26
29010,12,0,0,0
29010,13,0,0,0
29010,21,0,0,0
29010,22,0,0,0
29010,23,0,0,0
29010,31,0,0,0
29010,32,0,0,0
29010,33,0,0,0
29010,34,4,4,0
29010,35,13,4,9
29010,40,0,0,0
29011,11,0,0,0
29011,12,0,0,0
29011,13,0,0,0
29011,21,0,0,0
29011,22,0,0,0
29011,23,0,0,0
29011,31,0,0,0
29011,32,0,0,0
29011,33,0,0,0
29011,34,0,0,0
29011,35,0,0,0
29011,40,0,0,0
29012,11,9,5,4
29012,12,0,0,0
29012,13,0,0,0
29012,21,0,0,0
29012,22,0,0,0
29012,23,0,0,0
29012,31,0,0,0
29012,32,0,0,0
29012,33,0,0,0
29012,34,0,0,0
29012,35,0,0,0
29012,40,0,0,0
29013,11,150,119,31
29013,12,0,0,0
29013,13,0,0,0
29013,21,0,0,0
29013,22,0,0,0
29013,23,0,0,0
29013,31,0,0,0
29013,32,0,0,0
29013,33,0,0,0
29013,34,0,0,0
29013,35,0,0,0
29013,40,0,0,0
29014,11,19,17,2
29014,12,0,0,0
29014,13,0,0,0
29014,21,0,0,0
29014,22,0,0,0
29014,23,0,0,0
29014,31,0,0,0
29014,32,0,0,0
29014,33,0,0,0
29014,34,0,0,0
29014,35,0,0,0
29014,40,0,0,0
29015,11,3,1,2
29015,12,0,0,0
29015,13,0,0,0
29015,21,0,0,0
29015,22,0,0,0
29015,23,0,0,0
29015,31,0,0,0
29015,32,0,0,0
29015,33,0,0,0
29015,34,0,0,0
29015,35,0,0,0
29015,40,0,0,0
29016,11,0,0,0
29016,12,0,0,0
29016,13,0,0,0
29016,21,0,0,0
29016,22,0,0,0
29016,23,0,0,0
29016,31,0,0,0
29016,32,0,0,0
29016,33,0,0,0
29016,34,0,0,0
29016,35,0,0,0
29016,40,0,0,0
29017,11,0,0,0
29017,12,0,0,0
29017,13,0,0,0
29017,21,0,0,0
29017,22,0,0,0
29017,23,0,0,0
29017,31,0,0,0
29017,32,0,0,0
29017,33,0,0,0
29017,34,0,0,0
29017,35,0,0,0
29017,40,0,0,0
29018,11,4,3,1
29018,12,0,0,0
29018,13,0,0,0
29018,21,0,0,0
29018,22,0,0,0
29018,23,0,0,0
29018,31,0,0,0
29018,32,0,0,0
29018,33,0,0,0
29018,34,0,0,0
29018,35,0,0,0
29018,40,0,0,0
29019,11,0,0,0
29019,12,0,0,0
29019,13,0,0,0
29019,21,0,0,0
29019,22,0,0,0
29019,23,0,0,0
29019,31,0,0,0
29019,32,0,0,0
29019,33,0,0,0
29019,34,0,0,0
29019,35,0,0,0
29019,40,0,0,0
29020,11,0,0,0
29020,12,0,0,0
29020,13,0,0,0
29020,21,0,0,0
29020,22,0,0,0
29020,23,0,0,0
29020,31,0,0,0
29020,32,0,0,0
29020,33,0,0,0
29020,34,0,0,0
29020,35,0,0,0
29020,40,0,0,0
29021,11,13,11,2
29021,12,0,0,0
29021,13,0,0,0
29021,21,0,0,0
29021,22,0,0,0
29021,23,0,0,0
29021,31,0,0,0
29021,32,0,0,0
29021,33,0,0,0
29021,34,0,0,0
29021,35,0,0,0
29021,40,0,0,0
29022,11,1,1,0
29022,12,0,0,0
29022,13,0,0,0
29022,21,0,0,0
29022,22,0,0,0
29022,23,0,0,0
29022,31,0,0,0
29022,32,0,0,0
29022,33,0,0,0
29022,34,0,0,0
29022,35,0,0,0
29022,40,0,0,0
29023,11,0,0,0
29023,12,0,0,0
29023,13,0,0,0
29023,21,0,0,0
29023,22,0,0,0
29023,23,0,0,0
29023,31,0,0,0
29023,32,0,0,0
29023,33,0,0,0
29023,34,0,0,0
29023,35,0,0,0
29023,40,0,0,0
29024,11,18,13,5
29024,12,0,0,0
29024,13,0,0,0
29024,21,0,0,0
29024,22,0,0,0
29024,23,0,0,0
29024,31,0,0,0
29024,32,0,0,0
29024,33,0,0,0
29024,34,0,0,0
29024,35,0,0,0
29024,40,0,0,0
29025,11,77,55,22
29025,12,0,0,0
29025,13,0,0,0
29025,21,0,0,0
29025,22,0,0,0
29025,23,0,0,0
29025,31,0,0,0
29025,32,0,0,0
29025,33,0,0,0
29025,34,0,0,0
29025,35,0,0,0
29025,40,0,0,0
29026,11,41,29,12
29026,12,0,0,0
29026,13,0,0,0
29026,21,0,0,0
29026,22,0,0,0
29026,23,0,0,0
29026,31,0,0,0
29026,32,0,0,0
29026,33,0,0,0
29026,34,0,0,0
29026,35,0,0,0
29026,40,0,0,0
29027,11,0,0,0
29027,12,0,0,0
29027,13,0,0,0
29027,21,0,0,0
29027,22,0,0,0
29027,23,0,0,0
29027,31,0,0,0
29027,32,0,0,0
29027,33,0,0,0
29027,34,0,0,0
29027,35,0,0,0
29027,40,0,0,0
29028,11,34,29,5
29028,12,0,0,0
29028,13,0,0,0
29028,21,0,0,0
29028,22,0,0,0
29028,23,0,0,0
29028,31,0,0,0
29028,32,0,0,0
29028,33,0,0,0
29028,34,0,0,0
29028,35,0,0,0
29028,40,0,0,0
29029,11,8,6,2
29029,12,0,0,0
29029,13,0,0,0
29029,21,0,0,0
29029,22,0,0,0
29029,23,0,0,0
29029,31,0,0,0
29029,32,0,0,0
29029,33,0,0,0
29029,34,0,0,0
29029,35,0,0,0
29029,40,0,0,0
29030,11,0,0,0
29030,12,0,0,0
29030,13,0,0,0
29030,21,0,0,0
29030,22,0,0,0
29030,23,0,0,0
29030,31,0,0,0
29030,32,0,0,0
29030,33,0,0,0
29030,34,0,0,0
29030,35,0,0,0
29030,40,0,0,0
29031,11,15,13,2
29031,12,0,0,0
29031,13,0,0,0
29031,21,0,0,0
29031,22,0,0,0
29031,23,0,0,0
29031,31,0,0,0
29031,32,0,0,0
29031,33,0,0,0
29031,34,0,0,0
29031,35,0,0,0
29031,40,0,0,0
29032,11,0,0,0
29032,12,0,0,0
29032,13,0,0,0
29032,21,0,0,0
29032,22,0,0,0
29032,23,0,0,0
29032,31,0,0,0
29032,32,0,0,0
29032,33,0,0,0
29032,34,0,0,0
29032,35,0,0,0
29032,40,0,0,0
29033,11,133,93,40
29033,12,0,0,0
29033,13,0,0,0
29033,21,0,0,0
29033,22,0,0,0
29033,23,0,0,0
29033,31,0,0,0
29033,32,0,0,0
29033,33,0,0,0
29033,34,0,0,0
29033,35,0,0,0
29033,40,0,0,0
29034,11,0,0,0
29034,12,0,0,0
29034,13,6,5,1
29034,21,0,0,0
29034,22,0,0,0
29034,23,0,0,0
29034,31,0,0,0
29034,32,0,0,0
29034,33,0,0,0
29034,34,0,0,0
29034,35,0,0,0
29034,40,0,0,0
29035,11,15,12,3
29035,12,0,0,0
29035,13,0,0,0
29035,21,0,0,0
29035,22,0,0,0
29035,23,0,0,0
29035,31,0,0,0
29035,32,0,0,0
29035,33,0,0,0
29035,34,0,0,0
29035,35,0,0,0
29035,40,0,0,0
29036,11,0,0,0
29036,12,0,0,0
29036,13,0,0,0
29036,21,0,0,0
29036,22,0,0,0
29036,23,0,0,0
29036,31,0,0,0
29036,32,0,0,0
29036,33,0,0,0
29036,34,0,0,0
29036,35,0,0,0
29036,40,0,0,0
29037,11,0,0,0
29037,12,0,0,0
29037,13,0,0,0
29037,21,0,0,0
29037,22,0,0,0
29037,23,0,0,0
29037,31,0,0,0
29037,32,0,0,0
29037,33,0,0,0
29037,34,0,0,0
29037,35,0,0,0
29037,40,0,0,0
29038,11,0,0,0
29038,12,0,0,0
29038,13,0,0,0
29038,21,0,0,0
29038,22,0,0,0
29038,23,0,0,0
29038,31,0,0,0
29038,32,0,0,0
29038,33,0,0,0
29038,34,0,0,0
29038,35,0,0,0
29038,40,0,0,0
29039,11,0,0,0
29039,12,0,0,0
29039,13,0,0,0
29039,21,0,0,0
29039,22,0,0,0
29039,23,0,0,0
29039,31,0,0,0
29039,32,0,0,0
29039,33,0,0,0
29039,34,0,0,0
29039,35,0,0,0
29039,40,0,0,0
29040,11,0,0,0
29040,12,0,0,0
29040,13,5,4,1
29040,21,0,0,0
29040,22,0,0,0
29040,23,0,0,0
29040,31,0,0,0
29040,32,0,0,0
29040,33,0,0,0
29040,34,0,0,0
29040,35,0,0,0
29040,40,0,0,0
29041,11,46,34,12
29041,12,0,0,0
29041,13,0,0,0
29041,21,0,0,0
29041,22,0,0,0
29041,23,0,0,0
29041,31,0,0,0
29041,32,0,0,0
29041,33,0,0,0
29041,34,0,0,0
29041,35,0,0,0
29041,40,0,0,0
29042,11,8,6,2
29042,12,0,0,0
29042,13,0,0,0
29042,21,0,0,0
29042,22,0,0,0
29042,23,0,0,0
29042,31,0,0,0
29042,32,0,0,0
29042,33,0,0,0
29042,34,0,0,0
29042,35,0,0,0
29042,40,0,0,0
29043,11,51,32,19
29043,12,0,0,0
29043,13,0,0,0
29043,21,0,0,0
29043,22,0,0,0
29043,23,0,0,0
29043,31,0,0,0
29043,32,0,0,0
29043,33,0,0,0
29043,34,0,0,0
29043,35,0,0,0
29043,40,0,0,0
29044,11,3,2,1
29044,12,0,0,0
29044,13,0,0,0
29044,21,0,0,0
29044,22,0,0,0
29044,23,0,0,0
29044,31,0,0,0
29044,32,0,0,0
29044,33,0,0,0
29044,34,0,0,0
29044,35,0,0,0
29044,40,0,0,0
29045,11,16,11,5
29045,12,0,0,0
29045,13,0,0,0
29045,21,0,0,0
29045,22,0,0,0
29045,23,0,0,0
29045,31,0,0,0
29045,32,0,0,0
29045,33,0,0,0
29045,34,0,0,0
29045,35,0,0,0
29045,40,0,0,0
29046,11,4,3,1
29046,12,0,0,0
29046,13,0,0,0
29046,21,0,0,0
29046,22,0,0,0
29046,23,0,0,0
29046,31,0,0,0
29046,32,0,0,0
29046,33,0,0,0
29046,34,0,0,0
29046,35,0,0,0
29046,40,0,0,0
29047,11,1,0,1
29047,12,0,0,0
29047,13,0,0,0
29047,21,0,0,0
29047,22,0,0,0
29047,23,0,0,0
29047,31,0,0,0
29047,32,0,0,0
29047,33,0,0,0
29047,34,0,0,0
29047,35,0,0,0
29047,40,0,0,0
29048,11,0,0,0
29048,12,0,0,0
29048,13,0,0,0
29048,21,0,0,0
29048,22,0,0,0
29048,23,0,0,0
29048,31,0,0,0
29048,32,0,0,0
29048,33,0,0,0
29048,34,0,0,0
29048,35,0,0,0
29048,40,1,1,0
29049,11,11,9,2
29049,12,0,0,0
29049,13,0,0,0
29049,21,0,0,0
29049,22,0,0,0
29049,23,0,0,0
29049,31,0,0,0
29049,32,0,0,0
29049,33,0,0,0
29049,34,0,0,0
29049,35,0,0,0
29049,40,0,0,0
29050,11,19,15,4
29050,12,0,0,0
29050,13,0,0,0
29050,21,0,0,0
29050,22,0,0,0
29050,23,0,0,0
29050,31,0,0,0
29050,32,0,0,0
29050,33,0,0,0
29050,34,0,0,0
29050,35,0,0,0
29050,40,0,0,0
29051,11,11,7,4
29051,12,0,0,0
29051,13,0,0,0
29051,21,0,0,0
29051,22,0,0,0
29051,23,0,0,0
29051,31,0,0,0
29051,32,0,0,0
29051,33,0,0,0
29051,34,0,0,0
29051,35,0,0,0
29051,40,0,0,0
29052,11,11,9,2
29052,12,0,0,0
29052,13,0,0,0
29052,21,0,0,0
29052,22,0,0,0
29052,23,0,0,0
29052,31,0,0,0
29052,32,0,0,0
29052,33,0,0,0
29052,34,0,0,0
29052,35,0,0,0
29052,40,0,0,0
29053,11,14,10,4
29053,12,0,0,0
29053,13,0,0,0
29053,21,0,0,0
29053,22,0,0,0
29053,23,0,0,0
29053,31,0,0,0
29053,32,0,0,0
29053,33,0,0,0
29053,34,0,0,0
29053,35,0,0,0
29053,40,0,0,0
29054,11,4,3,1
29054,12,0,0,0
29054,13,0,0,0
29054,21,0,0,0
29054,22,0,0,0
29054,23,0,0,0
29054,31,0,0,0
29054,32,0,0,0
29054,33,0,0,0
29054,34,0,0,0
29054,35,0,0,0
29054,40,0,0,0
29055,11,1,1,0
29055,12,0,0,0
29055,13,0,0,0
29055,21,0,0,0
29055,22,0,0,0
29055,23,0,0,0
29055,31,0,0,0
29055,32,0,0,0
29055,33,0,0,0
29055,34,0,0,0
29055,35,0,0,0
29055,40,0,0,0
29056,11,15,11,4
29056,12,0,0,0
29056,13,0,0,0
29056,21,0,0,0
29056,22,0,0,0
29056,23,0,0,0
29056,31,0,0,0
29056,32,0,0,0
29056,33,0,0,0
29056,34,0,0,0
29056,35,0,0,0
29056,40,0,0,0
29057,11,3,2,1
29057,12,0,0,0
29057,13,0,0,0
29057,21,0,0,0
29057,22,0,0,0
29057,23,0,0,0
29057,31,0,0,0
29057,32,0,0,0
29057,33,0,0,0
29057,34,0,0,0
29057,35,0,0,0
29057,40,0,0,0
29058,11,0,0,0
29058,12,0,0,0
29058,13,1,0,1
29058,21,0,0,0
29058,22,0,0,0
29058,23,0,0,0
29058,31,0,0,0
29058,32,0,0,0
29058,33,0,0,0
29058,34,0,0,0
29058,35,0,0,0
29058,40,0,0,0
29059,11,6,4,2
29059,12,0,0,0
29059,13,0,0,0
29059,21,0,0,0
29059,22,0,0,0
29059,23,0,0,0
29059,31,0,0,0
29059,32,0,0,0
29059,33,0,0,0
29059,34,0,0,0
29059,35,0,0,0
29059,40,0,0,0
29060,11,3,2,1
29060,12,0,0,0
29060,13,0,0,0
29060,21,0,0,0
29060,22,0,0,0
29060,23,0,0,0
29060,31,0,0,0
29060,32,0,0,0
29060,33,0,0,0
29060,34,0,0,0
29060,35,0,0,0
29060,40,0,0,0
30001,11,5,4,1
30001,12,0,0,0
30001,13,0,0,0
30001,21,0,0,0
30001,22,0,0,0
30001,23,0,0,0
30001,31,0,0,0
30001,32,0,0,0
30001,33,0,0,0
30001,34,0,0,0
30001,35,0,0,0
30001,40,0,0,0
30002,11,9,8,1
30002,12,0,0,0
30002,13,0,0,0
30002,21,0,0,0
30002,22,0,0,0
30002,23,0,0,0
30002,31,0,0,0
30002,32,0,0,0
30002,33,0,0,0
30002,34,0,0,0
30002,35,0,0,0
30002,40,0,0,0
30003,11,3,3,0
30003,12,0,0,0
30003,13,0,0,0
30003,21,0,0,0
30003,22,0,0,0
30003,23,0,0,0
30003,31,0,0,0
30003,32,0,0,0
30003,33,0,0,0
30003,34,0,0,0
30003,35,0,0,0
30003,40,0,0,0
30004,11,0,0,0
30004,12,0,0,0
30004,13,0,0,0
30004,21,0,0,0
30004,22,0,0,0
30004,23,0,0,0
30004,31,0,0,0
30004,32,0,0,0
30004,33,0,0,0
30004,34,0,0,0
30004,35,0,0,0
30004,40,0,0,0
30005,11,4,4,0
30005,12,0,0,0
30005,13,0,0,0
30005,21,0,0,0
30005,22,0,0,0
30005,23,0,0,0
30005,31,0,0,0
30005,32,0,0,0
30005,33,0,0,0
30005,34,0,0,0
30005,35,0,0,0
30005,40,0,0,0
30006,11,NA,NA,NA
30006,12,NA,NA,NA
30006,13,NA,NA,NA
30006,21,NA,NA,NA
30006,22,NA,NA,NA
30006,23,NA,NA,NA
30006,31,NA,NA,NA
30006,32,NA,NA,NA
30006,33,NA,NA,NA
30006,34,NA,NA,NA
30006,35,NA,NA,NA
30006,40,NA,NA,NA
30007,11,0,0,0
30007,12,0,0,0
30007,13,8,6,2
30007,21,0,0,0
30007,22,0,0,0
30007,23,0,0,0
30007,31,0,0,0
30007,32,0,0,0
30007,33,0,0,0
30007,34,0,0,0
30007,35,0,0,0
30007,40,0,0,0
30008,11,1,1,0
30008,12,0,0,0
30008,13,0,0,0
30008,21,0,0,0
30008,22,0,0,0
30008,23,0,0,0
30008,31,0,0,0
30008,32,0,0,0
30008,33,0,0,0
30008,34,0,0,0
30008,35,0,0,0
30008,40,0,0,0
30009,11,0,0,0
30009,12,0,0,0
30009,13,0,0,0
30009,21,0,0,0
30009,22,0,0,0
30009,23,0,0,0
30009,31,0,0,0
30009,32,0,0,0
30009,33,0,0,0
30009,34,0,0,0
30009,35,0,0,0
30009,40,0,0,0
30010,11,47,38,9
30010,12,0,0,0
30010,13,0,0,0
30010,21,0,0,0
30010,22,0,0,0
30010,23,0,0,0
30010,31,0,0,0
30010,32,0,0,0
30010,33,0,0,0
30010,34,0,0,0
30010,35,0,0,0
30010,40,0,0,0
30011,11,8,5,3
30011,12,0,0,0
30011,13,0,0,0
30011,21,0,0,0
30011,22,0,0,0
30011,23,0,0,0
30011,31,0,0,0
30011,32,0,0,0
30011,33,0,0,0
30011,34,0,0,0
30011,35,0,0,0
30011,40,0,0,0
30012,11,0,0,0
30012,12,0,0,0
30012,13,0,0,0
30012,21,0,0,0
30012,22,0,0,0
30012,23,0,0,0
30012,31,0,0,0
30012,32,0,0,0
30012,33,0,0,0
30012,34,0,0,0
30012,35,0,0,0
30012,40,0,0,0
30013,11,0,0,0
30013,12,0,0,0
30013,13,13,11,2
30013,21,0,0,0
30013,22,0,0,0
30013,23,0,0,0
30013,31,0,0,0
30013,32,0,0,0
30013,33,0,0,0
