ubicageo_f,evaluati_a,esevsett,esevse1,esevse2,esevses1,esevse3,esevse4,esevse5,esevses2,esevse6,esevse7,esevses3,esevse9,esevse10,esevses4,esevse12,esevse13,esevses5,esevse15,esevse16,esevses6,esevse18,esevse19,esevsens,esevsenh,esevsenm
20067,3,1020,783,237,NSS,NSS,NSS,,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,1020,783,237
20068,1,48,39,9,20,16,4,,0,0,0,0,0,0,0,0,0,0,0,0,28,23,5,,,
20068,2,48,39,9,20,16,4,,0,0,0,0,0,0,0,0,0,0,0,0,28,23,5,,,
20068,3,48,39,9,20,16,4,,0,0,0,0,0,0,0,0,0,0,0,0,28,23,5,,,
20069,1,16,16,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,16,16,0,,,
20069,2,16,16,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,16,16,0,,,
20069,3,16,16,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,16,16,0,,,
20070,1,24,22,2,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,24,22,2,,,
20070,2,24,22,2,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,24,22,2,,,
20070,3,24,22,2,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,24,22,2,,,
20071,1,15,12,3,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,15,12,3,,,
20071,2,15,12,3,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,15,12,3,,,
20071,3,15,12,3,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,15,12,3,,,
20072,1,20,16,4,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,20,16,4,,,
20072,2,20,16,4,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,20,16,4,,,
20072,3,20,16,4,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,20,16,4,,,
20073,1,40,31,9,3,3,0,,0,0,0,0,0,0,0,0,0,0,0,0,37,28,9,,,
20073,2,40,31,9,3,3,0,,0,0,0,0,0,0,0,0,0,0,0,0,37,28,9,,,
20073,3,40,31,9,3,3,0,,0,0,0,0,0,0,0,0,0,0,0,0,37,28,9,,,
20074,1,12,6,6,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,12,6,6,,,
20074,2,12,6,6,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,12,6,6,,,
20074,3,12,6,6,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,12,6,6,,,
20075,1,8,7,1,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,8,7,1,,,
20075,2,8,7,1,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,8,7,1,,,
20075,3,8,7,1,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,8,7,1,,,
20076,1,10,8,2,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,10,8,2,,,
20076,2,10,8,2,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,10,8,2,,,
20076,3,10,8,2,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,10,8,2,,,
20077,1,103,99,4,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,103,99,4,,,
20077,2,103,99,4,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,103,99,4,,,
20077,3,103,99,4,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,103,99,4,,,
20078,1,40,40,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,40,40,0,,,
20078,2,40,40,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,40,40,0,,,
20078,3,40,40,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,40,40,0,,,
20079,1,225,175,50,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,225,175,50,,,
20079,2,225,175,50,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,225,175,50,,,
20079,3,225,175,50,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,225,175,50,,,
20080,1,6,6,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,,,
20080,2,6,6,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,,,
20080,3,6,6,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,,,
20081,1,10,10,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,10,10,0,,,
20081,2,10,10,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,10,10,0,,,
20081,3,10,10,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,10,10,0,,,
20082,1,13,13,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,13,13,0,,,
20082,2,13,13,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,13,13,0,,,
20082,3,13,13,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,13,13,0,,,
20083,1,44,36,8,2,2,0,,0,0,0,0,0,0,0,0,0,0,0,0,42,34,8,,,
20083,2,44,36,8,10,10,0,,0,0,0,0,0,0,0,0,0,0,0,0,34,26,8,,,
20083,3,44,36,8,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,44,36,8,,,
20084,1,22,22,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,22,22,0,,,
20084,2,22,22,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,22,22,0,,,
20084,3,22,22,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,22,22,0,,,
20085,1,22,22,0,NSS,NSS,0,,NSS,NSS,0,NSS,NSS,0,NSS,NSS,0,NSS,NSS,0,NSS,NSS,0,22,22,
20085,2,22,22,0,NSS,NSS,0,,NSS,NSS,0,NSS,NSS,0,NSS,NSS,0,NSS,NSS,0,NSS,NSS,0,22,22,
20085,3,22,22,0,NSS,NSS,0,,NSS,NSS,0,NSS,NSS,0,NSS,NSS,0,NSS,NSS,0,NSS,NSS,0,22,22,
20086,1,5,5,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,,,
20086,2,5,5,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,,,
20086,3,5,5,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,,,
20087,1,81,81,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,81,81,0,,,
20087,2,81,81,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,81,81,0,,,
20087,3,81,81,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,81,81,0,,,
20088,1,4,3,1,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,4,3,1,,,
20088,2,4,3,1,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,4,3,1,,,
20088,3,4,3,1,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,4,3,1,,,
20089,1,9,7,2,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,9,7,2,,,
20089,2,9,7,2,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,9,7,2,,,
20089,3,9,7,2,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,9,7,2,,,
20090,1,14,11,3,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,14,11,3,,,
20090,2,14,11,3,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,14,11,3,,,
20090,3,14,11,3,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,14,11,3,,,
20091,1,10,8,2,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,10,8,2,,,
20091,2,10,8,2,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,10,8,2,,,
20091,3,10,8,2,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,10,8,2,,,
20092,1,50,49,1,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,50,49,1,,,
20092,2,50,49,1,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,50,49,1,,,
20092,3,50,49,1,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,50,49,1,,,
20093,1,13,11,2,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,13,11,2,,,
20093,2,13,11,2,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,13,11,2,,,
20093,3,13,11,2,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,13,11,2,,,
20094,1,34,34,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,34,34,0,,,
20094,2,34,34,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,34,34,0,,,
20094,3,34,34,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,34,34,0,,,
20095,1,14,10,4,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,14,10,4,,,
20095,2,14,10,4,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,14,10,4,,,
20095,3,14,10,4,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,14,10,4,,,
20096,1,11,11,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,11,11,0,,,
20096,2,11,11,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,11,11,0,,,
20096,3,11,11,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,11,11,0,,,
20097,1,14,14,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,14,14,0,,,
20097,2,14,14,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,14,14,0,,,
20097,3,14,14,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,14,14,0,,,
20098,1,16,15,1,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,16,15,1,,,
20098,2,16,15,1,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,16,15,1,,,
20098,3,16,15,1,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,16,15,1,,,
20099,1,11,11,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,11,11,0,,,
20099,2,11,11,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,11,11,0,,,
20099,3,11,11,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,11,11,0,,,
20100,1,7,7,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,7,7,0,,,
20100,2,7,7,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,7,7,0,,,
20100,3,7,7,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,7,7,0,,,
20101,1,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
20101,2,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
20101,3,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
20102,1,29,27,2,1,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,28,26,2,,,
20102,2,29,27,2,1,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,28,26,2,,,
20102,3,29,27,2,1,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,28,26,2,,,
20103,1,18,14,4,3,3,0,,0,0,0,1,1,0,0,0,0,0,0,0,14,10,4,,,
20103,2,18,14,4,3,3,0,,0,0,0,1,1,0,0,0,0,0,0,0,14,10,4,,,
20103,3,18,14,4,3,3,0,,0,0,0,0,0,0,0,0,0,0,0,0,15,11,4,,,
20104,1,44,44,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,44,44,0,,,
20104,2,44,44,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,44,44,0,,,
20104,3,44,44,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,44,44,0,,,
20105,1,12,12,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,12,12,0,,,
20105,2,12,12,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,12,12,0,,,
20105,3,12,12,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,12,12,0,,,
20106,1,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
20106,2,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
20106,3,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
20107,1,23,19,4,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,23,19,4,,,
20107,2,23,19,4,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,23,19,4,,,
20107,3,23,19,4,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,23,19,4,,,
20108,1,30,30,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,30,30,0,,,
20108,2,30,30,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,30,30,0,,,
20108,3,30,30,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,30,30,0,,,
20109,1,8,7,1,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,8,7,1,,,
20109,2,8,7,1,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,8,7,1,,,
20109,3,8,7,1,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,8,7,1,,,
20110,1,9,9,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,9,9,0,,,
20110,2,9,9,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,9,9,0,,,
20110,3,9,9,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,9,9,0,,,
20111,1,13,13,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,13,13,0,,,
20111,2,13,13,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,13,13,0,,,
20111,3,13,13,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,13,13,0,,,
20112,1,12,12,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,12,12,0,,,
20112,2,12,12,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,12,12,0,,,
20112,3,12,12,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,12,12,0,,,
20113,1,24,24,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,24,24,0,,,
20113,2,24,24,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,24,24,0,,,
20113,3,24,24,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,24,24,0,,,
20114,1,14,14,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,14,14,0,,,
20114,2,14,14,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,14,14,0,,,
20114,3,14,14,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,14,14,0,,,
20115,1,163,133,30,0,0,0,,0,0,0,0,0,0,3,2,1,0,0,0,160,131,29,,,
20115,2,163,133,30,0,0,0,,0,0,0,0,0,0,3,2,1,0,0,0,160,131,29,,,
20115,3,163,133,30,0,0,0,,0,0,0,0,0,0,3,2,1,0,0,0,160,131,29,,,
20116,1,11,11,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,11,11,0,,,
20116,2,11,11,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,11,11,0,,,
20116,3,11,11,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,11,11,0,,,
20117,1,28,28,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,28,28,0,,,
20117,2,28,28,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,28,28,0,,,
20117,3,28,28,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,28,28,0,,,
20118,1,11,9,2,4,4,0,,4,4,0,0,0,0,1,1,0,0,0,0,2,0,2,,,
20118,2,11,9,2,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,11,9,2,,,
20118,3,11,9,2,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,11,9,2,,,
20119,1,7,6,1,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,7,6,1,,,
20119,2,7,6,1,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,7,6,1,,,
20119,3,7,6,1,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,7,6,1,,,
20120,1,20,20,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,20,20,0,,,
20120,2,20,20,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,20,20,0,,,
20120,3,20,20,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,20,20,0,,,
20121,1,4,4,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,,,
20121,2,4,4,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,,,
20121,3,4,4,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,,,
20122,1,12,12,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,12,12,0,,,
20122,2,12,12,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,12,12,0,,,
20122,3,12,12,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,12,12,0,,,
20123,1,24,24,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,24,24,0,,,
20123,2,24,24,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,24,24,0,,,
20123,3,24,24,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,24,24,0,,,
20124,1,33,29,4,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,33,29,4,,,
20124,2,33,29,4,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,33,29,4,,,
20124,3,33,29,4,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,33,29,4,,,
20125,1,12,12,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,12,12,0,,,
20125,2,12,12,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,12,12,0,,,
20125,3,12,12,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,12,12,0,,,
20126,1,18,18,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,18,18,0,,,
20126,2,18,18,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,18,18,0,,,
20126,3,18,18,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,18,18,0,,,
20127,1,4,2,2,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,4,2,2,,,
20127,2,4,2,2,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,4,2,2,,,
20127,3,4,2,2,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,4,2,2,,,
20128,1,18,18,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,18,18,0,,,
20128,2,18,18,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,18,18,0,,,
20128,3,18,18,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,18,18,0,,,
20129,1,4,4,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,,,
20129,2,4,4,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,,,
20129,3,4,4,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,,,
20130,1,30,29,1,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,30,29,1,,,
20130,2,30,29,1,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,30,29,1,,,
20130,3,30,29,1,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,30,29,1,,,
20131,1,18,18,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,18,18,0,,,
20131,2,18,18,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,18,18,0,,,
20131,3,18,18,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,18,18,0,,,
20132,1,6,4,2,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,6,4,2,,,
20132,2,6,4,2,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,6,4,2,,,
20132,3,6,4,2,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,6,4,2,,,
20133,1,11,11,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,11,11,0,,,
20133,2,11,11,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,11,11,0,,,
20133,3,11,11,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,11,11,0,,,
20134,1,36,35,1,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,36,35,1,,,
20134,2,36,35,1,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,36,35,1,,,
20134,3,36,35,1,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,36,35,1,,,
20135,1,19,11,8,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,19,11,8,,,
20135,2,19,11,8,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,19,11,8,,,
20135,3,19,11,8,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,19,11,8,,,
20136,1,24,24,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,24,24,0,,,
20136,2,24,24,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,24,24,0,,,
20136,3,24,24,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,24,24,0,,,
20137,1,10,10,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,10,10,0,,,
20137,2,10,10,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,10,10,0,,,
20137,3,10,10,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,10,10,0,,,
20138,1,8,8,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,8,8,0,,,
20138,2,8,8,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,8,8,0,,,
20138,3,8,8,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,8,8,0,,,
20139,1,12,12,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,12,12,0,,,
20139,2,12,12,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,12,12,0,,,
20139,3,12,12,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,12,12,0,,,
20140,1,22,22,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,22,22,0,,,
20140,2,22,22,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,22,22,0,,,
20140,3,22,22,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,22,22,0,,,
20141,1,20,20,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,20,20,0,,,
20141,2,20,20,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,20,20,0,,,
20141,3,20,20,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,20,20,0,,,
20142,1,2,2,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,,,
20142,2,2,2,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,,,
20142,3,2,2,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,,,
20143,1,18,16,2,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,18,16,2,,,
20143,2,18,16,2,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,18,16,2,,,
20143,3,18,16,2,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,18,16,2,,,
20144,1,7,5,2,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,7,5,2,,,
20144,2,7,5,2,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,7,5,2,,,
20144,3,7,5,2,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,7,5,2,,,
20145,1,3,2,1,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,3,2,1,,,
20145,2,3,2,1,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,3,2,1,,,
20145,3,3,2,1,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,3,2,1,,,
20146,1,12,12,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,12,12,0,,,
20146,2,12,12,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,12,12,0,,,
20146,3,12,12,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,12,12,0,,,
20147,1,10,10,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,10,10,0,,,
20147,2,10,10,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,10,10,0,,,
20147,3,10,10,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,10,10,0,,,
20148,1,10,10,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,10,10,0,,,
20148,2,10,10,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,10,10,0,,,
20148,3,10,10,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,10,10,0,,,
20149,1,48,40,8,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,48,40,8,,,
20149,2,48,40,8,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,48,40,8,,,
20149,3,48,40,8,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,48,40,8,,,
20150,1,48,48,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,48,48,0,,,
20150,2,48,48,0,0,0,0,,0,0,0,0,0,0,18,18,0,0,0,0,30,30,0,,,
20150,3,48,48,0,0,0,0,,0,0,0,0,0,0,18,18,0,0,0,0,30,30,0,,,
20151,1,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
20151,2,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
20151,3,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
20152,1,10,10,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,10,10,0,,,
20152,2,10,10,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,10,10,0,,,
20152,3,10,10,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,10,10,0,,,
20153,1,14,12,2,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,14,12,2,,,
20153,2,14,12,2,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,14,12,2,,,
20153,3,14,12,2,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,14,12,2,,,
20154,1,6,3,3,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,6,3,3,,,
20154,2,6,3,3,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,6,3,3,,,
20154,3,6,3,3,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,6,3,3,,,
20155,1,16,12,4,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,16,12,4,,,
20155,2,16,12,4,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,16,12,4,,,
20155,3,16,12,4,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,16,12,4,,,
20156,1,50,50,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,50,50,0,,,
20156,2,50,50,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,50,50,0,,,
20156,3,50,50,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,50,50,0,,,
20157,1,36,25,11,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,36,25,11,,,
