ubicageo_f,listtema_o,norealiz,accfor1,accfor2,sexostt,sexos1,sexosne
15067,307,NA,NA,NA,NA,NA,NA
15067,308,NA,NA,NA,NA,NA,NA
15067,309,NA,NA,NA,NA,NA,NA
15067,310,NA,NA,NA,NA,NA,NA
15067,400,NA,NA,NA,NA,NA,NA
15067,500,NA,NA,NA,NA,NA,NA
15067,600,NA,NA,NA,NA,NA,NA
15068,101,NA,NA,NA,NA,NA,NA
15068,102,NA,NA,NA,NA,NA,NA
15068,103,NA,NA,NA,NA,NA,NA
15068,104,NA,NA,NA,NA,NA,NA
15068,105,NA,NA,NA,NA,NA,NA
15068,106,NA,NA,NA,NA,NA,NA
15068,107,NA,NA,NA,NA,NA,NA
15068,108,NA,NA,NA,NA,NA,NA
15068,201,NA,NA,NA,NA,NA,NA
15068,202,NA,NA,NA,NA,NA,NA
15068,203,NA,NA,NA,NA,NA,NA
15068,204,NA,NA,NA,NA,NA,NA
15068,205,NA,NA,NA,NA,NA,NA
15068,206,NA,NA,NA,NA,NA,NA
15068,207,NA,NA,NA,NA,NA,NA
15068,301,NA,NA,NA,NA,NA,NA
15068,302,NA,NA,NA,NA,NA,NA
15068,303,NA,NA,NA,NA,NA,NA
15068,304,NA,NA,NA,NA,NA,NA
15068,305,NA,NA,NA,NA,NA,NA
15068,306,NA,NA,NA,NA,NA,NA
15068,307,NA,NA,NA,NA,NA,NA
15068,308,NA,NA,NA,NA,NA,NA
15068,309,NA,NA,NA,NA,NA,NA
15068,310,NA,NA,NA,NA,NA,NA
15068,400,NA,NA,NA,NA,NA,NA
15068,500,NA,NA,NA,NA,NA,NA
15068,600,NA,NA,NA,NA,NA,NA
15069,101,NA,NA,NA,NA,NA,NA
15069,102,NA,NA,NA,NA,NA,NA
15069,103,NA,NA,NA,NA,NA,NA
15069,104,NA,NA,NA,NA,NA,NA
15069,105,NA,NA,NA,NA,NA,NA
15069,106,NA,NA,NA,NA,NA,NA
15069,107,NA,NA,NA,NA,NA,NA
15069,108,NA,NA,NA,NA,NA,NA
15069,201,NA,NA,NA,NA,NA,NA
15069,202,NA,NA,NA,NA,NA,NA
15069,203,NA,NA,NA,NA,NA,NA
15069,204,NA,NA,NA,NA,NA,NA
15069,205,NA,NA,NA,NA,NA,NA
15069,206,NA,NA,NA,NA,NA,NA
15069,207,NA,NA,NA,NA,NA,NA
15069,301,NA,NA,NA,NA,NA,NA
15069,302,NA,NA,NA,NA,NA,NA
15069,303,NA,NA,NA,NA,NA,NA
15069,304,NA,NA,NA,NA,NA,NA
15069,305,NA,NA,NA,NA,NA,NA
15069,306,NA,NA,NA,NA,NA,NA
15069,307,NA,NA,NA,NA,NA,NA
15069,308,NA,NA,NA,NA,NA,NA
15069,309,NA,NA,NA,NA,NA,NA
15069,310,NA,NA,NA,NA,NA,NA
15069,400,NA,NA,NA,NA,NA,NA
15069,500,NA,NA,NA,NA,NA,NA
15069,600,NA,NA,NA,NA,NA,NA
15070,101,NA,NA,NA,NA,NA,NA
15070,102,NA,NA,NA,NA,NA,NA
15070,103,NA,NA,NA,NA,NA,NA
15070,104,NA,NA,NA,NA,NA,NA
15070,105,NA,NA,NA,NA,NA,NA
15070,106,NA,NA,NA,NA,NA,NA
15070,107,NA,NA,NA,NA,NA,NA
15070,108,NA,NA,NA,NA,NA,NA
15070,201,NA,NA,NA,NA,NA,NA
15070,202,NA,NA,NA,NA,NA,NA
15070,203,NA,NA,NA,NA,NA,NA
15070,204,NA,NA,NA,NA,NA,NA
15070,205,NA,NA,NA,NA,NA,NA
15070,206,NA,NA,NA,NA,NA,NA
15070,207,NA,NA,NA,NA,NA,NA
15070,301,NA,NA,NA,NA,NA,NA
15070,302,NA,NA,NA,NA,NA,NA
15070,303,NA,NA,NA,NA,NA,NA
15070,304,NA,NA,NA,NA,NA,NA
15070,305,NA,NA,NA,NA,NA,NA
15070,306,NA,NA,NA,NA,NA,NA
15070,307,NA,NA,NA,NA,NA,NA
15070,308,NA,NA,NA,NA,NA,NA
15070,309,NA,NA,NA,NA,NA,NA
15070,310,NA,NA,NA,NA,NA,NA
15070,400,NA,NA,NA,NA,NA,NA
15070,500,NA,NA,NA,NA,NA,NA
15070,600,NA,NA,NA,NA,NA,NA
15071,101,NA,NA,NA,NA,NA,1
15071,102,NA,NA,NA,NA,NA,1
15071,103,NA,NA,NA,NA,NA,1
15071,104,NA,NA,NA,NA,NA,1
15071,105,NA,NA,NA,NA,NA,1
15071,106,NA,NA,NA,NA,NA,1
15071,107,NA,NA,NA,NA,NA,1
15071,108,NA,NA,NA,NA,NA,1
15071,201,NA,NA,NA,NA,NA,1
15071,202,NA,NA,NA,NA,NA,1
15071,203,NA,NA,NA,NA,NA,1
15071,204,NA,NA,NA,NA,NA,1
15071,205,NA,NA,NA,NA,NA,1
15071,206,26,26,26,22,4,
15071,207,NA,NA,NA,NA,NA,1
15071,301,NA,NA,NA,NA,NA,1
15071,302,NA,NA,NA,NA,NA,1
15071,303,NA,NA,NA,NA,NA,1
15071,304,NA,NA,NA,NA,NA,1
15071,305,NA,NA,NA,NA,NA,1
15071,306,NA,NA,NA,NA,NA,1
15071,307,NA,NA,NA,NA,NA,1
15071,308,NA,NA,NA,NA,NA,1
15071,309,NA,NA,NA,NA,NA,1
15071,310,NA,NA,NA,NA,NA,1
15071,400,NA,NA,NA,NA,NA,1
15071,500,NA,NA,NA,NA,NA,1
15071,600,NA,NA,NA,NA,NA,1
15072,101,NA,NA,NA,NA,NA,NA
15072,102,NA,NA,NA,NA,NA,NA
15072,103,NA,NA,NA,NA,NA,NA
15072,104,NA,NA,NA,NA,NA,NA
15072,105,NA,NA,NA,NA,NA,NA
15072,106,NA,NA,NA,NA,NA,NA
15072,107,NA,NA,NA,NA,NA,NA
15072,108,NA,NA,NA,NA,NA,NA
15072,201,NA,NA,NA,NA,NA,NA
15072,202,NA,NA,NA,NA,NA,NA
15072,203,NA,NA,NA,NA,NA,NA
15072,204,NA,NA,NA,NA,NA,NA
15072,205,NA,NA,NA,NA,NA,NA
15072,206,NA,NA,NA,NA,NA,NA
15072,207,NA,NA,NA,NA,NA,NA
15072,301,NA,NA,NA,NA,NA,NA
15072,302,NA,NA,NA,NA,NA,NA
15072,303,NA,NA,NA,NA,NA,NA
15072,304,NA,NA,NA,NA,NA,NA
15072,305,NA,NA,NA,NA,NA,NA
15072,306,NA,NA,NA,NA,NA,NA
15072,307,NA,NA,NA,NA,NA,NA
15072,308,NA,NA,NA,NA,NA,NA
15072,309,NA,NA,NA,NA,NA,NA
15072,310,NA,NA,NA,NA,NA,NA
15072,400,NA,NA,NA,NA,NA,NA
15072,500,NA,NA,NA,NA,NA,NA
15072,600,NA,NA,NA,NA,NA,NA
15073,101,NA,NA,NA,NA,NA,NA
15073,102,NA,NA,NA,NA,NA,NA
15073,103,NA,NA,NA,NA,NA,NA
15073,104,NA,NA,NA,NA,NA,NA
15073,105,NA,NA,NA,NA,NA,NA
15073,106,NA,NA,NA,NA,NA,NA
15073,107,NA,NA,NA,NA,NA,NA
15073,108,NA,NA,NA,NA,NA,NA
15073,201,NA,NA,NA,NA,NA,NA
15073,202,NA,NA,NA,NA,NA,NA
15073,203,NA,NA,NA,NA,NA,NA
15073,204,NA,NA,NA,NA,NA,NA
15073,205,NA,NA,NA,NA,NA,NA
15073,206,NA,NA,NA,NA,NA,NA
15073,207,NA,NA,NA,NA,NA,NA
15073,301,NA,NA,NA,NA,NA,NA
15073,302,NA,NA,NA,NA,NA,NA
15073,303,NA,NA,NA,NA,NA,NA
15073,304,NA,NA,NA,NA,NA,NA
15073,305,NA,NA,NA,NA,NA,NA
15073,306,NA,NA,NA,NA,NA,NA
15073,307,NA,NA,NA,NA,NA,NA
15073,308,NA,NA,NA,NA,NA,NA
15073,309,NA,NA,NA,NA,NA,NA
15073,310,NA,NA,NA,NA,NA,NA
15073,400,NA,NA,NA,NA,NA,NA
15073,500,NA,NA,NA,NA,NA,NA
15073,600,NA,NA,NA,NA,NA,NA
15074,101,NA,NA,NA,NA,NA,1
15074,102,NA,NA,NA,NA,NA,1
15074,103,NA,NA,NA,NA,NA,1
15074,104,NA,NA,NA,NA,NA,1
15074,105,NA,NA,NA,NA,NA,1
15074,106,NA,NA,NA,NA,NA,1
15074,107,NA,NA,NA,NA,NA,1
15074,108,NA,NA,NA,NA,NA,1
15074,201,NA,NA,NA,NA,NA,1
15074,202,NA,NA,NA,NA,NA,1
15074,203,NA,NA,NA,NA,NA,1
15074,204,NA,NA,NA,NA,NA,1
15074,205,NA,NA,NA,NA,NA,1
15074,206,NA,NA,NA,NA,NA,1
15074,207,NA,NA,NA,NA,NA,1
15074,301,NA,NA,NA,NA,NA,1
15074,302,NA,NA,NA,NA,NA,1
15074,303,NA,NA,NA,NA,NA,1
15074,304,NA,NA,NA,NA,NA,1
15074,305,NA,NA,NA,NA,NA,1
15074,306,NA,NA,NA,NA,NA,1
15074,307,NA,NA,NA,NA,NA,1
15074,308,NA,NA,NA,NA,NA,1
15074,309,NA,NA,NA,NA,NA,1
15074,310,NA,NA,NA,NA,NA,1
15074,400,NA,NA,NA,NA,NA,1
15074,500,NA,NA,NA,NA,NA,1
15074,600,NA,NA,NA,NA,NA,1
15075,101,NA,NA,NA,NA,NA,NA
15075,102,NA,NA,NA,NA,NA,NA
15075,103,NA,NA,NA,NA,NA,NA
15075,104,NA,NA,NA,NA,NA,NA
15075,105,NA,NA,NA,NA,NA,NA
15075,106,NA,NA,NA,NA,NA,NA
15075,107,NA,NA,NA,NA,NA,NA
15075,108,NA,NA,NA,NA,NA,NA
15075,201,NA,NA,NA,NA,NA,NA
15075,202,NA,NA,NA,NA,NA,NA
15075,203,NA,NA,NA,NA,NA,NA
15075,204,NA,NA,NA,NA,NA,NA
15075,205,NA,NA,NA,NA,NA,NA
15075,206,NA,NA,NA,NA,NA,NA
15075,207,NA,NA,NA,NA,NA,NA
15075,301,NA,NA,NA,NA,NA,NA
15075,302,NA,NA,NA,NA,NA,NA
15075,303,NA,NA,NA,NA,NA,NA
15075,304,NA,NA,NA,NA,NA,NA
15075,305,NA,NA,NA,NA,NA,NA
15075,306,NA,NA,NA,NA,NA,NA
15075,307,NA,NA,NA,NA,NA,NA
15075,308,NA,NA,NA,NA,NA,NA
15075,309,NA,NA,NA,NA,NA,NA
15075,310,NA,NA,NA,NA,NA,NA
15075,400,NA,NA,NA,NA,NA,NA
15075,500,NA,NA,NA,NA,NA,NA
15075,600,NA,NA,NA,NA,NA,NA
15076,101,NA,NA,NA,NA,NA,1
15076,102,NA,NA,NA,NA,NA,1
15076,103,NA,NA,NA,NA,NA,1
15076,104,NA,NA,NA,NA,NA,1
15076,105,NA,NA,NA,NA,NA,1
15076,106,NA,NA,NA,NA,NA,1
15076,107,NA,NA,NA,NA,NA,1
15076,108,NA,NA,NA,NA,NA,1
15076,201,NA,NA,NA,NA,NA,1
15076,202,NA,NA,NA,NA,NA,1
15076,203,NA,NA,NA,NA,NA,1
15076,204,NA,NA,NA,NA,NA,1
15076,205,1,1,5,3,2,
15076,206,1,1,5,4,1,
15076,207,1,1,6,3,3,
15076,301,NA,NA,NA,NA,NA,1
15076,302,NA,NA,NA,NA,NA,1
15076,303,NA,NA,NA,NA,NA,1
15076,304,NA,NA,NA,NA,NA,1
15076,305,NA,NA,NA,NA,NA,1
15076,306,NA,NA,NA,NA,NA,1
15076,307,NA,NA,NA,NA,NA,1
15076,308,NA,NA,NA,NA,NA,1
15076,309,NA,NA,NA,NA,NA,1
15076,310,NA,NA,NA,NA,NA,1
15076,400,NA,NA,NA,NA,NA,1
15076,500,NA,NA,NA,NA,NA,1
15076,600,NA,NA,NA,NA,NA,1
15077,101,NA,NA,NA,NA,NA,NA
15077,102,NA,NA,NA,NA,NA,NA
15077,103,NA,NA,NA,NA,NA,NA
15077,104,NA,NA,NA,NA,NA,NA
15077,105,NA,NA,NA,NA,NA,NA
15077,106,NA,NA,NA,NA,NA,NA
15077,107,NA,NA,NA,NA,NA,NA
15077,108,NA,NA,NA,NA,NA,NA
15077,201,NA,NA,NA,NA,NA,NA
15077,202,NA,NA,NA,NA,NA,NA
15077,203,NA,NA,NA,NA,NA,NA
15077,204,NA,NA,NA,NA,NA,NA
15077,205,NA,NA,NA,NA,NA,NA
15077,206,NA,NA,NA,NA,NA,NA
15077,207,NA,NA,NA,NA,NA,NA
15077,301,NA,NA,NA,NA,NA,NA
15077,302,NA,NA,NA,NA,NA,NA
15077,303,NA,NA,NA,NA,NA,NA
15077,304,NA,NA,NA,NA,NA,NA
15077,305,NA,NA,NA,NA,NA,NA
15077,306,NA,NA,NA,NA,NA,NA
15077,307,NA,NA,NA,NA,NA,NA
15077,308,NA,NA,NA,NA,NA,NA
15077,309,NA,NA,NA,NA,NA,NA
15077,310,NA,NA,NA,NA,NA,NA
15077,400,NA,NA,NA,NA,NA,NA
15077,500,NA,NA,NA,NA,NA,NA
15077,600,NA,NA,NA,NA,NA,NA
15078,101,NA,NA,NA,NA,NA,1
15078,102,NA,NA,NA,NA,NA,1
15078,103,NA,NA,NA,NA,NA,1
15078,104,NA,NA,NA,NA,NA,1
15078,105,NA,NA,NA,NA,NA,1
15078,106,NA,NA,NA,NA,NA,1
15078,107,NA,NA,NA,NA,NA,1
15078,108,NA,NA,NA,NA,NA,1
15078,201,NA,NA,NA,NA,NA,1
15078,202,NA,NA,NA,NA,NA,1
15078,203,NA,NA,NA,NA,NA,1
15078,204,NA,NA,NA,NA,NA,1
15078,205,3,3,4,2,2,
15078,206,3,3,10,8,2,
15078,207,NA,NA,NA,NA,NA,1
15078,301,NA,NA,NA,NA,NA,1
15078,302,NA,NA,NA,NA,NA,1
15078,303,NA,NA,NA,NA,NA,1
15078,304,NA,NA,NA,NA,NA,1
15078,305,NA,NA,NA,NA,NA,1
15078,306,NA,NA,NA,NA,NA,1
15078,307,NA,NA,NA,NA,NA,1
15078,308,NA,NA,NA,NA,NA,1
15078,309,NA,NA,NA,NA,NA,1
15078,310,NA,NA,NA,NA,NA,1
15078,400,NA,NA,NA,NA,NA,1
15078,500,NA,NA,NA,NA,NA,1
15078,600,NA,NA,NA,NA,NA,1
15079,101,NA,NA,NA,NA,NA,NA
15079,102,NA,NA,NA,NA,NA,NA
15079,103,NA,NA,NA,NA,NA,NA
15079,104,NA,NA,NA,NA,NA,NA
15079,105,NA,NA,NA,NA,NA,NA
15079,106,NA,NA,NA,NA,NA,NA
15079,107,NA,NA,NA,NA,NA,NA
15079,108,NA,NA,NA,NA,NA,NA
15079,201,NA,NA,NA,NA,NA,NA
15079,202,NA,NA,NA,NA,NA,NA
15079,203,NA,NA,NA,NA,NA,NA
15079,204,NA,NA,NA,NA,NA,NA
15079,205,NA,NA,NA,NA,NA,NA
15079,206,NA,NA,NA,NA,NA,NA
15079,207,NA,NA,NA,NA,NA,NA
15079,301,NA,NA,NA,NA,NA,NA
15079,302,NA,NA,NA,NA,NA,NA
15079,303,NA,NA,NA,NA,NA,NA
15079,304,NA,NA,NA,NA,NA,NA
15079,305,NA,NA,NA,NA,NA,NA
15079,306,NA,NA,NA,NA,NA,NA
15079,307,NA,NA,NA,NA,NA,NA
15079,308,NA,NA,NA,NA,NA,NA
15079,309,NA,NA,NA,NA,NA,NA
15079,310,NA,NA,NA,NA,NA,NA
15079,400,NA,NA,NA,NA,NA,NA
15079,500,NA,NA,NA,NA,NA,NA
15079,600,NA,NA,NA,NA,NA,NA
15080,101,NA,NA,NA,NA,NA,NA
15080,102,NA,NA,NA,NA,NA,NA
15080,103,NA,NA,NA,NA,NA,NA
15080,104,NA,NA,NA,NA,NA,NA
15080,105,NA,NA,NA,NA,NA,NA
15080,106,NA,NA,NA,NA,NA,NA
15080,107,NA,NA,NA,NA,NA,NA
15080,108,NA,NA,NA,NA,NA,NA
15080,201,NA,NA,NA,NA,NA,NA
15080,202,NA,NA,NA,NA,NA,NA
15080,203,NA,NA,NA,NA,NA,NA
15080,204,NA,NA,NA,NA,NA,NA
15080,205,NA,NA,NA,NA,NA,NA
15080,206,NA,NA,NA,NA,NA,NA
15080,207,NA,NA,NA,NA,NA,NA
15080,301,NA,NA,NA,NA,NA,NA
15080,302,NA,NA,NA,NA,NA,NA
15080,303,NA,NA,NA,NA,NA,NA
15080,304,NA,NA,NA,NA,NA,NA
15080,305,NA,NA,NA,NA,NA,NA
15080,306,NA,NA,NA,NA,NA,NA
15080,307,NA,NA,NA,NA,NA,NA
15080,308,NA,NA,NA,NA,NA,NA
15080,309,NA,NA,NA,NA,NA,NA
15080,310,NA,NA,NA,NA,NA,NA
15080,400,NA,NA,NA,NA,NA,NA
15080,500,NA,NA,NA,NA,NA,NA
15080,600,NA,NA,NA,NA,NA,NA
15081,101,NA,NA,NA,NA,NA,NA
15081,102,NA,NA,NA,NA,NA,NA
15081,103,NA,NA,NA,NA,NA,NA
15081,104,NA,NA,NA,NA,NA,NA
15081,105,NA,NA,NA,NA,NA,NA
15081,106,NA,NA,NA,NA,NA,NA
15081,107,NA,NA,NA,NA,NA,NA
15081,108,NA,NA,NA,NA,NA,NA
15081,201,NA,NA,NA,NA,NA,NA
15081,202,NA,NA,NA,NA,NA,NA
15081,203,NA,NA,NA,NA,NA,NA
15081,204,NA,NA,NA,NA,NA,NA
15081,205,NA,NA,NA,NA,NA,NA
15081,206,NA,NA,NA,NA,NA,NA
15081,207,NA,NA,NA,NA,NA,NA
15081,301,NA,NA,NA,NA,NA,NA
15081,302,NA,NA,NA,NA,NA,NA
15081,303,NA,NA,NA,NA,NA,NA
15081,304,NA,NA,NA,NA,NA,NA
15081,305,NA,NA,NA,NA,NA,NA
15081,306,NA,NA,NA,NA,NA,NA
15081,307,NA,NA,NA,NA,NA,NA
15081,308,NA,NA,NA,NA,NA,NA
15081,309,NA,NA,NA,NA,NA,NA
15081,310,NA,NA,NA,NA,NA,NA
15081,400,NA,NA,NA,NA,NA,NA
15081,500,NA,NA,NA,NA,NA,NA
15081,600,NA,NA,NA,NA,NA,NA
15082,101,NA,NA,NA,NA,NA,1
15082,102,NA,NA,NA,NA,NA,1
15082,103,NA,NA,NA,NA,NA,1
15082,104,NA,NA,NA,NA,NA,1
15082,105,NA,NA,NA,NA,NA,1
15082,106,NA,NA,NA,NA,NA,1
15082,107,NA,NA,NA,NA,NA,1
15082,108,NA,NA,NA,NA,NA,1
15082,201,NA,NA,NA,NA,NA,1
15082,202,NA,NA,NA,NA,NA,1
15082,203,NA,NA,NA,NA,NA,1
15082,204,NA,NA,NA,NA,NA,1
15082,205,NA,NA,NA,NA,NA,1
15082,206,8,8,34,28,6,
15082,207,NA,NA,NA,NA,NA,1
15082,301,NA,NA,NA,NA,NA,1
15082,302,NA,NA,NA,NA,NA,1
15082,303,NA,NA,NA,NA,NA,1
15082,304,NA,NA,NA,NA,NA,1
15082,305,NA,NA,NA,NA,NA,1
15082,306,NA,NA,NA,NA,NA,1
15082,307,NA,NA,NA,NA,NA,1
15082,308,NA,NA,NA,NA,NA,1
15082,309,NA,NA,NA,NA,NA,1
15082,310,NA,NA,NA,NA,NA,1
15082,400,NA,NA,NA,NA,NA,1
15082,500,NA,NA,NA,NA,NA,1
15082,600,NA,NA,NA,NA,NA,1
15083,101,NA,NA,NA,NA,NA,NA
15083,102,NA,NA,NA,NA,NA,NA
15083,103,NA,NA,NA,NA,NA,NA
15083,104,NA,NA,NA,NA,NA,NA
15083,105,NA,NA,NA,NA,NA,NA
15083,106,NA,NA,NA,NA,NA,NA
15083,107,NA,NA,NA,NA,NA,NA
15083,108,NA,NA,NA,NA,NA,NA
15083,201,NA,NA,NA,NA,NA,NA
15083,202,NA,NA,NA,NA,NA,NA
15083,203,NA,NA,NA,NA,NA,NA
15083,204,NA,NA,NA,NA,NA,NA
15083,205,NA,NA,NA,NA,NA,NA
15083,206,NA,NA,NA,NA,NA,NA
15083,207,NA,NA,NA,NA,NA,NA
15083,301,NA,NA,NA,NA,NA,NA
15083,302,NA,NA,NA,NA,NA,NA
15083,303,NA,NA,NA,NA,NA,NA
15083,304,NA,NA,NA,NA,NA,NA
15083,305,NA,NA,NA,NA,NA,NA
15083,306,NA,NA,NA,NA,NA,NA
15083,307,NA,NA,NA,NA,NA,NA
15083,308,NA,NA,NA,NA,NA,NA
15083,309,NA,NA,NA,NA,NA,NA
15083,310,NA,NA,NA,NA,NA,NA
15083,400,NA,NA,NA,NA,NA,NA
15083,500,NA,NA,NA,NA,NA,NA
15083,600,NA,NA,NA,NA,NA,NA
15084,101,1,1,2,2,0,
15084,102,NA,NA,NA,NA,NA,1
15084,103,NA,NA,NA,NA,NA,1
15084,104,NA,NA,NA,NA,NA,1
15084,105,NA,NA,NA,NA,NA,1
15084,106,NA,NA,NA,NA,NA,1
15084,107,NA,NA,NA,NA,NA,1
15084,108,NA,NA,NA,NA,NA,1
15084,201,NA,NA,NA,NA,NA,1
15084,202,NA,NA,NA,NA,NA,1
15084,203,NA,NA,NA,NA,NA,1
15084,204,1,1,2,1,1,
15084,205,1,1,82,62,20,
15084,206,1,1,8,6,2,
15084,207,NA,NA,NA,NA,NA,1
15084,301,1,1,7,4,3,
15084,302,NA,NA,NA,NA,NA,1
15084,303,1,1,10,4,6,
15084,304,1,1,10,4,6,
15084,305,1,1,10,4,6,
15084,306,1,1,10,4,6,
15084,307,1,1,10,4,6,
15084,308,1,1,10,4,6,
15084,309,1,1,10,4,6,
15084,310,1,1,10,4,6,
15084,400,1,1,5,2,3,
15084,500,NA,NA,NA,NA,NA,1
15084,600,NA,NA,NA,NA,NA,1
15085,101,NA,NA,NA,NA,NA,1
15085,102,1,1,3,2,1,
15085,103,1,1,3,2,1,
15085,104,NA,NA,NA,NA,NA,1
15085,105,NA,NA,NA,NA,NA,1
15085,106,NA,NA,NA,NA,NA,1
15085,107,NA,NA,NA,NA,NA,1
15085,108,NA,NA,NA,NA,NA,1
15085,201,NA,NA,NA,NA,NA,1
15085,202,NA,NA,NA,NA,NA,1
15085,203,NA,NA,NA,NA,NA,1
15085,204,NA,NA,NA,NA,NA,1
15085,205,1,1,14,12,2,
15085,206,1,1,14,12,2,
15085,207,1,1,3,2,1,
15085,301,NA,NA,NA,NA,NA,1
15085,302,NA,NA,NA,NA,NA,1
15085,303,NA,NA,NA,NA,NA,1
15085,304,NA,NA,NA,NA,NA,1
15085,305,NA,NA,NA,NA,NA,1
15085,306,NA,NA,NA,NA,NA,1
15085,307,NA,NA,NA,NA,NA,1
15085,308,NA,NA,NA,NA,NA,1
15085,309,NA,NA,NA,NA,NA,1
15085,310,NA,NA,NA,NA,NA,1
15085,400,NA,NA,NA,NA,NA,1
15085,500,1,1,3,2,1,
15085,600,3,3,9,6,3,
15086,101,NA,NA,NA,NA,NA,1
15086,102,NA,NA,NA,NA,NA,1
15086,103,NA,NA,NA,NA,NA,1
15086,104,NA,NA,NA,NA,NA,1
15086,105,NA,NA,NA,NA,NA,1
15086,106,NA,NA,NA,NA,NA,1
15086,107,NA,NA,NA,NA,NA,1
15086,108,NA,NA,NA,NA,NA,1
15086,201,NA,NA,NA,NA,NA,1
15086,202,NA,NA,NA,NA,NA,1
15086,203,NA,NA,NA,NA,NA,1
15086,204,NA,NA,NA,NA,NA,1
15086,205,NA,NA,NA,NA,NA,1
15086,206,NA,NA,NA,NA,NA,1
15086,207,NA,NA,NA,NA,NA,1
15086,301,NA,NA,NA,NA,NA,1
15086,302,NA,NA,NA,NA,NA,1
15086,303,NA,NA,NA,NA,NA,1
15086,304,NA,NA,NA,NA,NA,1
15086,305,NA,NA,NA,NA,NA,1
15086,306,NA,NA,NA,NA,NA,1
15086,307,NA,NA,NA,NA,NA,1
15086,308,NA,NA,NA,NA,NA,1
15086,309,NA,NA,NA,NA,NA,1
15086,310,NA,NA,NA,NA,NA,1
15086,400,NA,NA,NA,NA,NA,1
15086,500,NA,NA,NA,NA,NA,1
15086,600,NA,NA,NA,NA,NA,1
15087,101,NA,NA,NA,NA,NA,1
15087,102,NA,NA,NA,NA,NA,1
15087,103,NA,NA,NA,NA,NA,1
15087,104,NA,NA,NA,NA,NA,1
15087,105,NA,NA,NA,NA,NA,1
15087,106,NA,NA,NA,NA,NA,1
15087,107,NA,NA,NA,NA,NA,1
15087,108,NA,NA,NA,NA,NA,1
15087,201,NA,NA,NA,NA,NA,1
15087,202,NA,NA,NA,NA,NA,1
15087,203,NA,NA,NA,NA,NA,1
15087,204,NA,NA,NA,NA,NA,1
15087,205,NA,NA,NA,NA,NA,1
15087,206,NA,NA,NA,NA,NA,1
15087,207,NA,NA,NA,NA,NA,1
15087,301,NA,NA,NA,NA,NA,1
15087,302,NA,NA,NA,NA,NA,1
15087,303,NA,NA,NA,NA,NA,1
15087,304,NA,NA,NA,NA,NA,1
15087,305,NA,NA,NA,NA,NA,1
15087,306,NA,NA,NA,NA,NA,1
15087,307,NA,NA,NA,NA,NA,1
15087,308,NA,NA,NA,NA,NA,1
15087,309,NA,NA,NA,NA,NA,1
15087,310,NA,NA,NA,NA,NA,1
15087,400,NA,NA,NA,NA,NA,1
15087,500,NA,NA,NA,NA,NA,1
15087,600,NA,NA,NA,NA,NA,1
15088,101,NA,NA,NA,NA,NA,1
15088,102,NA,NA,NA,NA,NA,1
15088,103,NA,NA,NA,NA,NA,1
15088,104,NA,NA,NA,NA,NA,1
15088,105,NA,NA,NA,NA,NA,1
15088,106,NA,NA,NA,NA,NA,1
15088,107,NA,NA,NA,NA,NA,1
15088,108,NA,NA,NA,NA,NA,1
15088,201,NA,NA,NA,NA,NA,1
15088,202,NA,NA,NA,NA,NA,1
15088,203,NA,NA,NA,NA,NA,1
15088,204,NA,NA,NA,NA,NA,1
15088,205,NA,NA,NA,NA,NA,1
15088,206,NA,NA,NA,NA,NA,1
15088,207,NA,NA,NA,NA,NA,1
15088,301,NA,NA,NA,NA,NA,1
15088,302,NA,NA,NA,NA,NA,1
15088,303,NA,NA,NA,NA,NA,1
15088,304,NA,NA,NA,NA,NA,1
15088,305,NA,NA,NA,NA,NA,1
15088,306,NA,NA,NA,NA,NA,1
15088,307,NA,NA,NA,NA,NA,1
15088,308,NA,NA,NA,NA,NA,1
15088,309,NA,NA,NA,NA,NA,1
15088,310,NA,NA,NA,NA,NA,1
15088,400,NA,NA,NA,NA,NA,1
15088,500,NA,NA,NA,NA,NA,1
15088,600,2,2,40,25,15,
15089,101,NA,NA,NA,NA,NA,1
15089,102,NA,NA,NA,NA,NA,1
15089,103,NA,NA,NA,NA,NA,1
15089,104,NA,NA,NA,NA,NA,1
15089,105,NA,NA,NA,NA,NA,1
15089,106,NA,NA,NA,NA,NA,1
15089,107,NA,NA,NA,NA,NA,1
15089,108,NA,NA,NA,NA,NA,1
15089,201,NA,NA,NA,NA,NA,1
15089,202,NA,NA,NA,NA,NA,1
15089,203,NA,NA,NA,NA,NA,1
15089,204,NA,NA,NA,NA,NA,1
15089,205,NA,NA,NA,NA,NA,1
15089,206,NA,NA,NA,NA,NA,1
15089,207,NA,NA,NA,NA,NA,1
15089,301,NA,NA,NA,NA,NA,1
15089,302,NA,NA,NA,NA,NA,1
15089,303,NA,NA,NA,NA,NA,1
15089,304,NA,NA,NA,NA,NA,1
15089,305,NA,NA,NA,NA,NA,1
15089,306,NA,NA,NA,NA,NA,1
15089,307,NA,NA,NA,NA,NA,1
15089,308,NA,NA,NA,NA,NA,1
15089,309,NA,NA,NA,NA,NA,1
15089,310,NA,NA,NA,NA,NA,1
15089,400,NA,NA,NA,NA,NA,1
15089,500,NA,NA,NA,NA,NA,1
15089,600,NA,NA,NA,NA,NA,1
15090,101,5,5,4,3,1,
15090,102,NA,NA,NA,NA,NA,1
15090,103,NA,NA,NA,NA,NA,1
15090,104,NA,NA,NA,NA,NA,1
15090,105,NA,NA,NA,NA,NA,1
