ubicageo_f,listtema_o,norealiz,accfor1,accfor2,sexostt,sexos1,sexosne
20531,304,NA,NA,NA,NA,NA,NA
20531,305,NA,NA,NA,NA,NA,NA
20531,306,NA,NA,NA,NA,NA,NA
20531,307,NA,NA,NA,NA,NA,NA
20531,308,NA,NA,NA,NA,NA,NA
20531,309,NA,NA,NA,NA,NA,NA
20531,310,NA,NA,NA,NA,NA,NA
20531,400,NA,NA,NA,NA,NA,NA
20531,500,NA,NA,NA,NA,NA,NA
20531,600,NA,NA,NA,NA,NA,NA
20532,101,NA,NA,NA,NA,NA,NA
20532,102,NA,NA,NA,NA,NA,NA
20532,103,NA,NA,NA,NA,NA,NA
20532,104,NA,NA,NA,NA,NA,NA
20532,105,NA,NA,NA,NA,NA,NA
20532,106,NA,NA,NA,NA,NA,NA
20532,107,NA,NA,NA,NA,NA,NA
20532,108,NA,NA,NA,NA,NA,NA
20532,201,NA,NA,NA,NA,NA,NA
20532,202,NA,NA,NA,NA,NA,NA
20532,203,NA,NA,NA,NA,NA,NA
20532,204,NA,NA,NA,NA,NA,NA
20532,205,NA,NA,NA,NA,NA,NA
20532,206,NA,NA,NA,NA,NA,NA
20532,207,NA,NA,NA,NA,NA,NA
20532,301,NA,NA,NA,NA,NA,NA
20532,302,NA,NA,NA,NA,NA,NA
20532,303,NA,NA,NA,NA,NA,NA
20532,304,NA,NA,NA,NA,NA,NA
20532,305,NA,NA,NA,NA,NA,NA
20532,306,NA,NA,NA,NA,NA,NA
20532,307,NA,NA,NA,NA,NA,NA
20532,308,NA,NA,NA,NA,NA,NA
20532,309,NA,NA,NA,NA,NA,NA
20532,310,NA,NA,NA,NA,NA,NA
20532,400,NA,NA,NA,NA,NA,NA
20532,500,NA,NA,NA,NA,NA,NA
20532,600,NA,NA,NA,NA,NA,NA
20533,101,NSS,NSS,NSS,NSS,NSS,NSS
20533,102,NSS,NSS,NSS,NSS,NSS,NSS
20533,103,NSS,NSS,NSS,NSS,NSS,NSS
20533,104,NSS,NSS,NSS,NSS,NSS,NSS
20533,105,NSS,NSS,NSS,NSS,NSS,NSS
20533,106,NSS,NSS,NSS,NSS,NSS,NSS
20533,107,NSS,NSS,NSS,NSS,NSS,NSS
20533,108,NSS,NSS,NSS,NSS,NSS,NSS
20533,201,NSS,NSS,NSS,NSS,NSS,NSS
20533,202,NSS,NSS,NSS,NSS,NSS,NSS
20533,203,NSS,NSS,NSS,NSS,NSS,NSS
20533,204,NSS,NSS,NSS,NSS,NSS,NSS
20533,205,NSS,NSS,NSS,NSS,NSS,NSS
20533,206,NSS,NSS,NSS,NSS,NSS,NSS
20533,207,NSS,NSS,NSS,NSS,NSS,NSS
20533,301,NSS,NSS,NSS,NSS,NSS,NSS
20533,302,NSS,NSS,NSS,NSS,NSS,NSS
20533,303,NSS,NSS,NSS,NSS,NSS,NSS
20533,304,NSS,NSS,NSS,NSS,NSS,NSS
20533,305,NSS,NSS,NSS,NSS,NSS,NSS
20533,306,NSS,NSS,NSS,NSS,NSS,NSS
20533,307,NSS,NSS,NSS,NSS,NSS,NSS
20533,308,NSS,NSS,NSS,NSS,NSS,NSS
20533,309,NSS,NSS,NSS,NSS,NSS,NSS
20533,310,NSS,NSS,NSS,NSS,NSS,NSS
20533,400,NSS,NSS,NSS,NSS,NSS,NSS
20533,500,NSS,NSS,NSS,NSS,NSS,NSS
20533,600,NSS,NSS,NSS,NSS,NSS,NSS
20534,101,NA,NA,NA,NA,NA,NA
20534,102,NA,NA,NA,NA,NA,NA
20534,103,NA,NA,NA,NA,NA,NA
20534,104,NA,NA,NA,NA,NA,NA
20534,105,NA,NA,NA,NA,NA,NA
20534,106,NA,NA,NA,NA,NA,NA
20534,107,NA,NA,NA,NA,NA,NA
20534,108,NA,NA,NA,NA,NA,NA
20534,201,NA,NA,NA,NA,NA,NA
20534,202,NA,NA,NA,NA,NA,NA
20534,203,NA,NA,NA,NA,NA,NA
20534,204,NA,NA,NA,NA,NA,NA
20534,205,NA,NA,NA,NA,NA,NA
20534,206,NA,NA,NA,NA,NA,NA
20534,207,NA,NA,NA,NA,NA,NA
20534,301,NA,NA,NA,NA,NA,NA
20534,302,NA,NA,NA,NA,NA,NA
20534,303,NA,NA,NA,NA,NA,NA
20534,304,NA,NA,NA,NA,NA,NA
20534,305,NA,NA,NA,NA,NA,NA
20534,306,NA,NA,NA,NA,NA,NA
20534,307,NA,NA,NA,NA,NA,NA
20534,308,NA,NA,NA,NA,NA,NA
20534,309,NA,NA,NA,NA,NA,NA
20534,310,NA,NA,NA,NA,NA,NA
20534,400,NA,NA,NA,NA,NA,NA
20534,500,NA,NA,NA,NA,NA,NA
20534,600,NA,NA,NA,NA,NA,NA
20535,101,NA,NA,NA,NA,NA,NA
20535,102,NA,NA,NA,NA,NA,NA
20535,103,NA,NA,NA,NA,NA,NA
20535,104,NA,NA,NA,NA,NA,NA
20535,105,NA,NA,NA,NA,NA,NA
20535,106,NA,NA,NA,NA,NA,NA
20535,107,NA,NA,NA,NA,NA,NA
20535,108,NA,NA,NA,NA,NA,NA
20535,201,NA,NA,NA,NA,NA,NA
20535,202,NA,NA,NA,NA,NA,NA
20535,203,NA,NA,NA,NA,NA,NA
20535,204,NA,NA,NA,NA,NA,NA
20535,205,NA,NA,NA,NA,NA,NA
20535,206,NA,NA,NA,NA,NA,NA
20535,207,NA,NA,NA,NA,NA,NA
20535,301,NA,NA,NA,NA,NA,NA
20535,302,NA,NA,NA,NA,NA,NA
20535,303,NA,NA,NA,NA,NA,NA
20535,304,NA,NA,NA,NA,NA,NA
20535,305,NA,NA,NA,NA,NA,NA
20535,306,NA,NA,NA,NA,NA,NA
20535,307,NA,NA,NA,NA,NA,NA
20535,308,NA,NA,NA,NA,NA,NA
20535,309,NA,NA,NA,NA,NA,NA
20535,310,NA,NA,NA,NA,NA,NA
20535,400,NA,NA,NA,NA,NA,NA
20535,500,NA,NA,NA,NA,NA,NA
20535,600,NA,NA,NA,NA,NA,NA
20536,101,NA,NA,NA,NA,NA,NA
20536,102,NA,NA,NA,NA,NA,NA
20536,103,NA,NA,NA,NA,NA,NA
20536,104,NA,NA,NA,NA,NA,NA
20536,105,NA,NA,NA,NA,NA,NA
20536,106,NA,NA,NA,NA,NA,NA
20536,107,NA,NA,NA,NA,NA,NA
20536,108,NA,NA,NA,NA,NA,NA
20536,201,NA,NA,NA,NA,NA,NA
20536,202,NA,NA,NA,NA,NA,NA
20536,203,NA,NA,NA,NA,NA,NA
20536,204,NA,NA,NA,NA,NA,NA
20536,205,NA,NA,NA,NA,NA,NA
20536,206,NA,NA,NA,NA,NA,NA
20536,207,NA,NA,NA,NA,NA,NA
20536,301,NA,NA,NA,NA,NA,NA
20536,302,NA,NA,NA,NA,NA,NA
20536,303,NA,NA,NA,NA,NA,NA
20536,304,NA,NA,NA,NA,NA,NA
20536,305,NA,NA,NA,NA,NA,NA
20536,306,NA,NA,NA,NA,NA,NA
20536,307,NA,NA,NA,NA,NA,NA
20536,308,NA,NA,NA,NA,NA,NA
20536,309,NA,NA,NA,NA,NA,NA
20536,310,NA,NA,NA,NA,NA,NA
20536,400,NA,NA,NA,NA,NA,NA
20536,500,NA,NA,NA,NA,NA,NA
20536,600,NA,NA,NA,NA,NA,NA
20537,101,NA,NA,NA,NA,NA,NA
20537,102,NA,NA,NA,NA,NA,NA
20537,103,NA,NA,NA,NA,NA,NA
20537,104,NA,NA,NA,NA,NA,NA
20537,105,NA,NA,NA,NA,NA,NA
20537,106,NA,NA,NA,NA,NA,NA
20537,107,NA,NA,NA,NA,NA,NA
20537,108,NA,NA,NA,NA,NA,NA
20537,201,NA,NA,NA,NA,NA,NA
20537,202,NA,NA,NA,NA,NA,NA
20537,203,NA,NA,NA,NA,NA,NA
20537,204,NA,NA,NA,NA,NA,NA
20537,205,NA,NA,NA,NA,NA,NA
20537,206,NA,NA,NA,NA,NA,NA
20537,207,NA,NA,NA,NA,NA,NA
20537,301,NA,NA,NA,NA,NA,NA
20537,302,NA,NA,NA,NA,NA,NA
20537,303,NA,NA,NA,NA,NA,NA
20537,304,NA,NA,NA,NA,NA,NA
20537,305,NA,NA,NA,NA,NA,NA
20537,306,NA,NA,NA,NA,NA,NA
20537,307,NA,NA,NA,NA,NA,NA
20537,308,NA,NA,NA,NA,NA,NA
20537,309,NA,NA,NA,NA,NA,NA
20537,310,NA,NA,NA,NA,NA,NA
20537,400,NA,NA,NA,NA,NA,NA
20537,500,NA,NA,NA,NA,NA,NA
20537,600,NA,NA,NA,NA,NA,NA
20538,101,NA,NA,NA,NA,NA,NA
20538,102,NA,NA,NA,NA,NA,NA
20538,103,NA,NA,NA,NA,NA,NA
20538,104,NA,NA,NA,NA,NA,NA
20538,105,NA,NA,NA,NA,NA,NA
20538,106,NA,NA,NA,NA,NA,NA
20538,107,NA,NA,NA,NA,NA,NA
20538,108,NA,NA,NA,NA,NA,NA
20538,201,NA,NA,NA,NA,NA,NA
20538,202,NA,NA,NA,NA,NA,NA
20538,203,NA,NA,NA,NA,NA,NA
20538,204,NA,NA,NA,NA,NA,NA
20538,205,NA,NA,NA,NA,NA,NA
20538,206,NA,NA,NA,NA,NA,NA
20538,207,NA,NA,NA,NA,NA,NA
20538,301,NA,NA,NA,NA,NA,NA
20538,302,NA,NA,NA,NA,NA,NA
20538,303,NA,NA,NA,NA,NA,NA
20538,304,NA,NA,NA,NA,NA,NA
20538,305,NA,NA,NA,NA,NA,NA
20538,306,NA,NA,NA,NA,NA,NA
20538,307,NA,NA,NA,NA,NA,NA
20538,308,NA,NA,NA,NA,NA,NA
20538,309,NA,NA,NA,NA,NA,NA
20538,310,NA,NA,NA,NA,NA,NA
20538,400,NA,NA,NA,NA,NA,NA
20538,500,NA,NA,NA,NA,NA,NA
20538,600,NA,NA,NA,NA,NA,NA
20539,101,NA,NA,NA,NA,NA,1
20539,102,NA,NA,NA,NA,NA,1
20539,103,NA,NA,NA,NA,NA,1
20539,104,NA,NA,NA,NA,NA,1
20539,105,NA,NA,NA,NA,NA,1
20539,106,NA,NA,NA,NA,NA,1
20539,107,NA,NA,NA,NA,NA,1
20539,108,NA,NA,NA,NA,NA,1
20539,201,NA,NA,NA,NA,NA,1
20539,202,NA,NA,NA,NA,NA,1
20539,203,1,1,3,3,0,
20539,204,1,1,3,3,0,
20539,205,1,1,2,2,0,
20539,206,1,1,2,2,0,
20539,207,1,1,8,4,4,
20539,301,NA,NA,NA,NA,NA,1
20539,302,NA,NA,NA,NA,NA,1
20539,303,NA,NA,NA,NA,NA,1
20539,304,NA,NA,NA,NA,NA,1
20539,305,NA,NA,NA,NA,NA,1
20539,306,NA,NA,NA,NA,NA,1
20539,307,NA,NA,NA,NA,NA,1
20539,308,NA,NA,NA,NA,NA,1
20539,309,NA,NA,NA,NA,NA,1
20539,310,NA,NA,NA,NA,NA,1
20539,400,NA,NA,NA,NA,NA,1
20539,500,NA,NA,NA,NA,NA,1
20539,600,NA,NA,NA,NA,NA,1
20540,101,1,1,20,15,5,
20540,102,1,1,20,15,5,
20540,103,NA,NA,NA,NA,NA,1
20540,104,1,1,20,15,5,
20540,105,NA,NA,NA,NA,NA,1
20540,106,NA,NA,NA,NA,NA,1
20540,107,1,1,24,19,5,
20540,108,NA,NA,NA,NA,NA,1
20540,201,NA,NA,NA,NA,NA,1
20540,202,NA,NA,NA,NA,NA,1
20540,203,NA,NA,NA,NA,NA,1
20540,204,NA,NA,NA,NA,NA,1
20540,205,2,2,24,19,5,
20540,206,1,1,24,19,5,
20540,207,NA,NA,NA,NA,NA,1
20540,301,NA,NA,NA,NA,NA,1
20540,302,NA,NA,NA,NA,NA,1
20540,303,NA,NA,NA,NA,NA,1
20540,304,NA,NA,NA,NA,NA,1
20540,305,NA,NA,NA,NA,NA,1
20540,306,NA,NA,NA,NA,NA,1
20540,307,NA,NA,NA,NA,NA,1
20540,308,NA,NA,NA,NA,NA,1
20540,309,NA,NA,NA,NA,NA,1
20540,310,NA,NA,NA,NA,NA,1
20540,400,NA,NA,NA,NA,NA,1
20540,500,NA,NA,NA,NA,NA,1
20540,600,NA,NA,NA,NA,NA,1
20541,101,NA,NA,NA,NA,NA,NA
20541,102,NA,NA,NA,NA,NA,NA
20541,103,NA,NA,NA,NA,NA,NA
20541,104,NA,NA,NA,NA,NA,NA
20541,105,NA,NA,NA,NA,NA,NA
20541,106,NA,NA,NA,NA,NA,NA
20541,107,NA,NA,NA,NA,NA,NA
20541,108,NA,NA,NA,NA,NA,NA
20541,201,NA,NA,NA,NA,NA,NA
20541,202,NA,NA,NA,NA,NA,NA
20541,203,NA,NA,NA,NA,NA,NA
20541,204,NA,NA,NA,NA,NA,NA
20541,205,NA,NA,NA,NA,NA,NA
20541,206,NA,NA,NA,NA,NA,NA
20541,207,NA,NA,NA,NA,NA,NA
20541,301,NA,NA,NA,NA,NA,NA
20541,302,NA,NA,NA,NA,NA,NA
20541,303,NA,NA,NA,NA,NA,NA
20541,304,NA,NA,NA,NA,NA,NA
20541,305,NA,NA,NA,NA,NA,NA
20541,306,NA,NA,NA,NA,NA,NA
20541,307,NA,NA,NA,NA,NA,NA
20541,308,NA,NA,NA,NA,NA,NA
20541,309,NA,NA,NA,NA,NA,NA
20541,310,NA,NA,NA,NA,NA,NA
20541,400,NA,NA,NA,NA,NA,NA
20541,500,NA,NA,NA,NA,NA,NA
20541,600,NA,NA,NA,NA,NA,NA
20542,101,NA,NA,NA,NA,NA,NA
20542,102,NA,NA,NA,NA,NA,NA
20542,103,NA,NA,NA,NA,NA,NA
20542,104,NA,NA,NA,NA,NA,NA
20542,105,NA,NA,NA,NA,NA,NA
20542,106,NA,NA,NA,NA,NA,NA
20542,107,NA,NA,NA,NA,NA,NA
20542,108,NA,NA,NA,NA,NA,NA
20542,201,NA,NA,NA,NA,NA,NA
20542,202,NA,NA,NA,NA,NA,NA
20542,203,NA,NA,NA,NA,NA,NA
20542,204,NA,NA,NA,NA,NA,NA
20542,205,NA,NA,NA,NA,NA,NA
20542,206,NA,NA,NA,NA,NA,NA
20542,207,NA,NA,NA,NA,NA,NA
20542,301,NA,NA,NA,NA,NA,NA
20542,302,NA,NA,NA,NA,NA,NA
20542,303,NA,NA,NA,NA,NA,NA
20542,304,NA,NA,NA,NA,NA,NA
20542,305,NA,NA,NA,NA,NA,NA
20542,306,NA,NA,NA,NA,NA,NA
20542,307,NA,NA,NA,NA,NA,NA
20542,308,NA,NA,NA,NA,NA,NA
20542,309,NA,NA,NA,NA,NA,NA
20542,310,NA,NA,NA,NA,NA,NA
20542,400,NA,NA,NA,NA,NA,NA
20542,500,NA,NA,NA,NA,NA,NA
20542,600,NA,NA,NA,NA,NA,NA
20543,101,NA,NA,NA,NA,NA,NA
20543,102,NA,NA,NA,NA,NA,NA
20543,103,NA,NA,NA,NA,NA,NA
20543,104,NA,NA,NA,NA,NA,NA
20543,105,NA,NA,NA,NA,NA,NA
20543,106,NA,NA,NA,NA,NA,NA
20543,107,NA,NA,NA,NA,NA,NA
20543,108,NA,NA,NA,NA,NA,NA
20543,201,NA,NA,NA,NA,NA,NA
20543,202,NA,NA,NA,NA,NA,NA
20543,203,NA,NA,NA,NA,NA,NA
20543,204,NA,NA,NA,NA,NA,NA
20543,205,NA,NA,NA,NA,NA,NA
20543,206,NA,NA,NA,NA,NA,NA
20543,207,NA,NA,NA,NA,NA,NA
20543,301,NA,NA,NA,NA,NA,NA
20543,302,NA,NA,NA,NA,NA,NA
20543,303,NA,NA,NA,NA,NA,NA
20543,304,NA,NA,NA,NA,NA,NA
20543,305,NA,NA,NA,NA,NA,NA
20543,306,NA,NA,NA,NA,NA,NA
20543,307,NA,NA,NA,NA,NA,NA
20543,308,NA,NA,NA,NA,NA,NA
20543,309,NA,NA,NA,NA,NA,NA
20543,310,NA,NA,NA,NA,NA,NA
20543,400,NA,NA,NA,NA,NA,NA
20543,500,NA,NA,NA,NA,NA,NA
20543,600,NA,NA,NA,NA,NA,NA
20544,101,NA,NA,NA,NA,NA,NA
20544,102,NA,NA,NA,NA,NA,NA
20544,103,NA,NA,NA,NA,NA,NA
20544,104,NA,NA,NA,NA,NA,NA
20544,105,NA,NA,NA,NA,NA,NA
20544,106,NA,NA,NA,NA,NA,NA
20544,107,NA,NA,NA,NA,NA,NA
20544,108,NA,NA,NA,NA,NA,NA
20544,201,NA,NA,NA,NA,NA,NA
20544,202,NA,NA,NA,NA,NA,NA
20544,203,NA,NA,NA,NA,NA,NA
20544,204,NA,NA,NA,NA,NA,NA
20544,205,NA,NA,NA,NA,NA,NA
20544,206,NA,NA,NA,NA,NA,NA
20544,207,NA,NA,NA,NA,NA,NA
20544,301,NA,NA,NA,NA,NA,NA
20544,302,NA,NA,NA,NA,NA,NA
20544,303,NA,NA,NA,NA,NA,NA
20544,304,NA,NA,NA,NA,NA,NA
20544,305,NA,NA,NA,NA,NA,NA
20544,306,NA,NA,NA,NA,NA,NA
20544,307,NA,NA,NA,NA,NA,NA
20544,308,NA,NA,NA,NA,NA,NA
20544,309,NA,NA,NA,NA,NA,NA
20544,310,NA,NA,NA,NA,NA,NA
20544,400,NA,NA,NA,NA,NA,NA
20544,500,NA,NA,NA,NA,NA,NA
20544,600,NA,NA,NA,NA,NA,NA
20545,101,NA,NA,NA,NA,NA,NA
20545,102,NA,NA,NA,NA,NA,NA
20545,103,NA,NA,NA,NA,NA,NA
20545,104,NA,NA,NA,NA,NA,NA
20545,105,NA,NA,NA,NA,NA,NA
20545,106,NA,NA,NA,NA,NA,NA
20545,107,NA,NA,NA,NA,NA,NA
20545,108,NA,NA,NA,NA,NA,NA
20545,201,NA,NA,NA,NA,NA,NA
20545,202,NA,NA,NA,NA,NA,NA
20545,203,NA,NA,NA,NA,NA,NA
20545,204,NA,NA,NA,NA,NA,NA
20545,205,NA,NA,NA,NA,NA,NA
20545,206,NA,NA,NA,NA,NA,NA
20545,207,NA,NA,NA,NA,NA,NA
20545,301,NA,NA,NA,NA,NA,NA
20545,302,NA,NA,NA,NA,NA,NA
20545,303,NA,NA,NA,NA,NA,NA
20545,304,NA,NA,NA,NA,NA,NA
20545,305,NA,NA,NA,NA,NA,NA
20545,306,NA,NA,NA,NA,NA,NA
20545,307,NA,NA,NA,NA,NA,NA
20545,308,NA,NA,NA,NA,NA,NA
20545,309,NA,NA,NA,NA,NA,NA
20545,310,NA,NA,NA,NA,NA,NA
20545,400,NA,NA,NA,NA,NA,NA
20545,500,NA,NA,NA,NA,NA,NA
20545,600,NA,NA,NA,NA,NA,NA
20546,101,NSS,NSS,NSS,NSS,NSS,NSS
20546,102,NSS,NSS,NSS,NSS,NSS,NSS
20546,103,NSS,NSS,NSS,NSS,NSS,NSS
20546,104,NSS,NSS,NSS,NSS,NSS,NSS
20546,105,NSS,NSS,NSS,NSS,NSS,NSS
20546,106,NSS,NSS,NSS,NSS,NSS,NSS
20546,107,NSS,NSS,NSS,NSS,NSS,NSS
20546,108,NSS,NSS,NSS,NSS,NSS,NSS
20546,201,NSS,NSS,NSS,NSS,NSS,NSS
20546,202,NSS,NSS,NSS,NSS,NSS,NSS
20546,203,NSS,NSS,NSS,NSS,NSS,NSS
20546,204,NSS,NSS,NSS,NSS,NSS,NSS
20546,205,NSS,NSS,NSS,NSS,NSS,NSS
20546,206,NSS,NSS,NSS,NSS,NSS,NSS
20546,207,NSS,NSS,NSS,NSS,NSS,NSS
20546,301,NSS,NSS,NSS,NSS,NSS,NSS
20546,302,NSS,NSS,NSS,NSS,NSS,NSS
20546,303,NSS,NSS,NSS,NSS,NSS,NSS
20546,304,NSS,NSS,NSS,NSS,NSS,NSS
20546,305,NSS,NSS,NSS,NSS,NSS,NSS
20546,306,NSS,NSS,NSS,NSS,NSS,NSS
20546,307,NSS,NSS,NSS,NSS,NSS,NSS
20546,308,NSS,NSS,NSS,NSS,NSS,NSS
20546,309,NSS,NSS,NSS,NSS,NSS,NSS
20546,310,NSS,NSS,NSS,NSS,NSS,NSS
20546,400,NSS,NSS,NSS,NSS,NSS,NSS
20546,500,NSS,NSS,NSS,NSS,NSS,NSS
20546,600,NSS,NSS,NSS,NSS,NSS,NSS
20547,101,NA,NA,NA,NA,NA,NA
20547,102,NA,NA,NA,NA,NA,NA
20547,103,NA,NA,NA,NA,NA,NA
20547,104,NA,NA,NA,NA,NA,NA
20547,105,NA,NA,NA,NA,NA,NA
20547,106,NA,NA,NA,NA,NA,NA
20547,107,NA,NA,NA,NA,NA,NA
20547,108,NA,NA,NA,NA,NA,NA
20547,201,NA,NA,NA,NA,NA,NA
20547,202,NA,NA,NA,NA,NA,NA
20547,203,NA,NA,NA,NA,NA,NA
20547,204,NA,NA,NA,NA,NA,NA
20547,205,NA,NA,NA,NA,NA,NA
20547,206,NA,NA,NA,NA,NA,NA
20547,207,NA,NA,NA,NA,NA,NA
20547,301,NA,NA,NA,NA,NA,NA
20547,302,NA,NA,NA,NA,NA,NA
20547,303,NA,NA,NA,NA,NA,NA
20547,304,NA,NA,NA,NA,NA,NA
20547,305,NA,NA,NA,NA,NA,NA
20547,306,NA,NA,NA,NA,NA,NA
20547,307,NA,NA,NA,NA,NA,NA
20547,308,NA,NA,NA,NA,NA,NA
20547,309,NA,NA,NA,NA,NA,NA
20547,310,NA,NA,NA,NA,NA,NA
20547,400,NA,NA,NA,NA,NA,NA
20547,500,NA,NA,NA,NA,NA,NA
20547,600,NA,NA,NA,NA,NA,NA
20548,101,NA,NA,NA,NA,NA,NA
20548,102,NA,NA,NA,NA,NA,NA
20548,103,NA,NA,NA,NA,NA,NA
20548,104,NA,NA,NA,NA,NA,NA
20548,105,NA,NA,NA,NA,NA,NA
20548,106,NA,NA,NA,NA,NA,NA
20548,107,NA,NA,NA,NA,NA,NA
20548,108,NA,NA,NA,NA,NA,NA
20548,201,NA,NA,NA,NA,NA,NA
20548,202,NA,NA,NA,NA,NA,NA
20548,203,NA,NA,NA,NA,NA,NA
20548,204,NA,NA,NA,NA,NA,NA
20548,205,NA,NA,NA,NA,NA,NA
20548,206,NA,NA,NA,NA,NA,NA
20548,207,NA,NA,NA,NA,NA,NA
20548,301,NA,NA,NA,NA,NA,NA
20548,302,NA,NA,NA,NA,NA,NA
20548,303,NA,NA,NA,NA,NA,NA
20548,304,NA,NA,NA,NA,NA,NA
20548,305,NA,NA,NA,NA,NA,NA
20548,306,NA,NA,NA,NA,NA,NA
20548,307,NA,NA,NA,NA,NA,NA
20548,308,NA,NA,NA,NA,NA,NA
20548,309,NA,NA,NA,NA,NA,NA
20548,310,NA,NA,NA,NA,NA,NA
20548,400,NA,NA,NA,NA,NA,NA
20548,500,NA,NA,NA,NA,NA,NA
20548,600,NA,NA,NA,NA,NA,NA
20549,101,NA,NA,NA,NA,NA,1
20549,102,NA,NA,NA,NA,NA,1
20549,103,NA,NA,NA,NA,NA,1
20549,104,NA,NA,NA,NA,NA,1
20549,105,NA,NA,NA,NA,NA,1
20549,106,NA,NA,NA,NA,NA,1
20549,107,NA,NA,NA,NA,NA,1
20549,108,NA,NA,NA,NA,NA,1
20549,201,NA,NA,NA,NA,NA,1
20549,202,NA,NA,NA,NA,NA,1
20549,203,NA,NA,NA,NA,NA,1
20549,204,NA,NA,NA,NA,NA,1
20549,205,3,3,5,3,2,
20549,206,3,3,5,3,2,
20549,207,NA,NA,NA,NA,NA,1
20549,301,NA,NA,NA,NA,NA,1
20549,302,NA,NA,NA,NA,NA,1
20549,303,NA,NA,NA,NA,NA,1
20549,304,NA,NA,NA,NA,NA,1
20549,305,NA,NA,NA,NA,NA,1
20549,306,NA,NA,NA,NA,NA,1
20549,307,NA,NA,NA,NA,NA,1
20549,308,NA,NA,NA,NA,NA,1
20549,309,NA,NA,NA,NA,NA,1
20549,310,NA,NA,NA,NA,NA,1
20549,400,NA,NA,NA,NA,NA,1
20549,500,NA,NA,NA,NA,NA,1
20549,600,3,3,5,3,2,
20550,101,NA,NA,NA,NA,NA,NA
20550,102,NA,NA,NA,NA,NA,NA
20550,103,NA,NA,NA,NA,NA,NA
20550,104,NA,NA,NA,NA,NA,NA
20550,105,NA,NA,NA,NA,NA,NA
20550,106,NA,NA,NA,NA,NA,NA
20550,107,NA,NA,NA,NA,NA,NA
20550,108,NA,NA,NA,NA,NA,NA
20550,201,NA,NA,NA,NA,NA,NA
20550,202,NA,NA,NA,NA,NA,NA
20550,203,NA,NA,NA,NA,NA,NA
20550,204,NA,NA,NA,NA,NA,NA
20550,205,NA,NA,NA,NA,NA,NA
20550,206,NA,NA,NA,NA,NA,NA
20550,207,NA,NA,NA,NA,NA,NA
20550,301,NA,NA,NA,NA,NA,NA
20550,302,NA,NA,NA,NA,NA,NA
20550,303,NA,NA,NA,NA,NA,NA
20550,304,NA,NA,NA,NA,NA,NA
20550,305,NA,NA,NA,NA,NA,NA
20550,306,NA,NA,NA,NA,NA,NA
20550,307,NA,NA,NA,NA,NA,NA
20550,308,NA,NA,NA,NA,NA,NA
20550,309,NA,NA,NA,NA,NA,NA
20550,310,NA,NA,NA,NA,NA,NA
20550,400,NA,NA,NA,NA,NA,NA
20550,500,NA,NA,NA,NA,NA,NA
20550,600,NA,NA,NA,NA,NA,NA
20551,101,NA,NA,NA,NA,NA,1
20551,102,NA,NA,NA,NA,NA,1
20551,103,NA,NA,NA,NA,NA,1
20551,104,NA,NA,NA,NA,NA,1
20551,105,NA,NA,NA,NA,NA,1
20551,106,NA,NA,NA,NA,NA,1
20551,107,NA,NA,NA,NA,NA,1
20551,108,NA,NA,NA,NA,NA,1
20551,201,NA,NA,NA,NA,NA,1
20551,202,NA,NA,NA,NA,NA,1
20551,203,NA,NA,NA,NA,NA,1
20551,204,1,1,12,9,3,
20551,205,1,1,12,9,3,
20551,206,1,1,12,9,3,
20551,207,1,1,12,9,3,
20551,301,NA,NA,NA,NA,NA,1
20551,302,NA,NA,NA,NA,NA,1
20551,303,NA,NA,NA,NA,NA,1
20551,304,NA,NA,NA,NA,NA,1
20551,305,NA,NA,NA,NA,NA,1
20551,306,NA,NA,NA,NA,NA,1
20551,307,NA,NA,NA,NA,NA,1
20551,308,NA,NA,NA,NA,NA,1
20551,309,NA,NA,NA,NA,NA,1
20551,310,NA,NA,NA,NA,NA,1
20551,400,1,1,12,9,3,
20551,500,NA,NA,NA,NA,NA,1
20551,600,NA,NA,NA,NA,NA,1
20552,101,NA,NA,NA,NA,NA,NA
20552,102,NA,NA,NA,NA,NA,NA
20552,103,NA,NA,NA,NA,NA,NA
20552,104,NA,NA,NA,NA,NA,NA
20552,105,NA,NA,NA,NA,NA,NA
20552,106,NA,NA,NA,NA,NA,NA
20552,107,NA,NA,NA,NA,NA,NA
20552,108,NA,NA,NA,NA,NA,NA
20552,201,NA,NA,NA,NA,NA,NA
20552,202,NA,NA,NA,NA,NA,NA
20552,203,NA,NA,NA,NA,NA,NA
20552,204,NA,NA,NA,NA,NA,NA
20552,205,NA,NA,NA,NA,NA,NA
20552,206,NA,NA,NA,NA,NA,NA
20552,207,NA,NA,NA,NA,NA,NA
20552,301,NA,NA,NA,NA,NA,NA
20552,302,NA,NA,NA,NA,NA,NA
20552,303,NA,NA,NA,NA,NA,NA
20552,304,NA,NA,NA,NA,NA,NA
20552,305,NA,NA,NA,NA,NA,NA
20552,306,NA,NA,NA,NA,NA,NA
20552,307,NA,NA,NA,NA,NA,NA
20552,308,NA,NA,NA,NA,NA,NA
20552,309,NA,NA,NA,NA,NA,NA
20552,310,NA,NA,NA,NA,NA,NA
20552,400,NA,NA,NA,NA,NA,NA
20552,500,NA,NA,NA,NA,NA,NA
20552,600,NA,NA,NA,NA,NA,NA
20553,101,NA,NA,NA,NA,NA,NA
20553,102,NA,NA,NA,NA,NA,NA
20553,103,NA,NA,NA,NA,NA,NA
20553,104,NA,NA,NA,NA,NA,NA
