ubicageo_f,mercpira_d,rnsnni1,unidmedi_h,bienrr1,bienrr2
7101,18,1,1,60,60
7101,19,1,1,100,100
7101,20,1,1,31,0
7101,21,1,1,61,0
7101,22,2,0,NA,NA
7101,23,2,0,NA,NA
7102,1,2,0,NA,NA
7102,2,2,0,NA,NA
7102,3,1,7,1,0
7102,4,2,0,NA,NA
7102,5,2,0,NA,NA
7102,6,2,0,NA,NA
7102,7,2,0,NA,NA
7102,8,2,0,NA,NA
7102,9,2,0,NA,NA
7102,10,2,0,NA,NA
7102,11,2,0,NA,NA
7102,12,2,0,NA,NA
7102,13,2,0,NA,NA
7102,14,2,0,NA,NA
7102,15,2,0,NA,NA
7102,16,2,0,NA,NA
7102,17,2,0,NA,NA
7102,18,2,0,NA,NA
7102,19,1,1,10,0
7102,20,2,0,NA,NA
7102,21,2,0,NA,NA
7102,22,2,0,NA,NA
7102,23,2,0,NA,NA
7103,1,2,0,NA,NA
7103,2,2,0,NA,NA
7103,3,2,0,NA,NA
7103,4,2,0,NA,NA
7103,5,2,0,NA,NA
7103,6,2,0,NA,NA
7103,7,2,0,NA,NA
7103,8,2,0,NA,NA
7103,9,1,1,2,0
7103,10,2,0,NA,NA
7103,11,2,0,NA,NA
7103,12,1,1,2,0
7103,13,2,0,NA,NA
7103,14,2,0,NA,NA
7103,15,2,0,NA,NA
7103,16,1,5,1,0
7103,17,2,0,NA,NA
7103,18,2,0,NA,NA
7103,19,1,1,3,0
7103,20,2,0,NA,NA
7103,21,2,0,NA,NA
7103,22,2,0,NA,NA
7103,23,2,0,NA,NA
7104,1,2,0,NA,NA
7104,2,2,0,NA,NA
7104,3,2,0,NA,NA
7104,4,2,0,NA,NA
7104,5,2,0,NA,NA
7104,6,2,0,NA,NA
7104,7,2,0,NA,NA
7104,8,2,0,NA,NA
7104,9,2,0,NA,NA
7104,10,2,0,NA,NA
7104,11,2,0,NA,NA
7104,12,2,0,NA,NA
7104,13,2,0,NA,NA
7104,14,2,0,NA,NA
7104,15,2,0,NA,NA
7104,16,2,0,NA,NA
7104,17,2,0,NA,NA
7104,18,2,0,NA,NA
7104,19,2,0,NA,NA
7104,20,2,0,NA,NA
7104,21,2,0,NA,NA
7104,22,2,0,NA,NA
7104,23,2,0,NA,NA
7105,1,2,0,NA,NA
7105,2,2,0,NA,NA
7105,3,2,0,NA,NA
7105,4,2,0,NA,NA
7105,5,2,0,NA,NA
7105,6,2,0,NA,NA
7105,7,2,0,NA,NA
7105,8,2,0,NA,NA
7105,9,2,0,NA,NA
7105,10,2,0,NA,NA
7105,11,1,1,1,1
7105,12,2,0,NA,NA
7105,13,2,0,NA,NA
7105,14,2,0,NA,NA
7105,15,2,0,NA,NA
7105,16,1,5,5000,0
7105,17,2,0,NA,NA
7105,18,2,0,NA,NA
7105,19,2,0,NA,NA
7105,20,2,0,NA,NA
7105,21,2,0,NA,NA
7105,22,2,0,NA,NA
7105,23,1,1,3,3
7106,1,2,0,NA,NA
7106,2,2,0,NA,NA
7106,3,2,0,NA,NA
7106,4,2,0,NA,NA
7106,5,2,0,NA,NA
7106,6,2,0,NA,NA
7106,7,2,0,NA,NA
7106,8,2,0,NA,NA
7106,9,2,0,NA,NA
7106,10,2,0,NA,NA
7106,11,2,0,NA,NA
7106,12,2,0,NA,NA
7106,13,2,0,NA,NA
7106,14,2,0,NA,NA
7106,15,2,0,NA,NA
7106,16,2,0,NA,NA
7106,17,2,0,NA,NA
7106,18,2,0,NA,NA
7106,19,1,1,5,0
7106,20,2,0,NA,NA
7106,21,2,0,NA,NA
7106,22,2,0,NA,NA
7106,23,2,0,NA,NA
7107,1,2,0,NA,NA
7107,2,2,0,NA,NA
7107,3,2,0,NA,NA
7107,4,2,0,NA,NA
7107,5,2,0,NA,NA
7107,6,2,0,NA,NA
7107,7,2,0,NA,NA
7107,8,2,0,NA,NA
7107,9,2,0,NA,NA
7107,10,2,0,NA,NA
7107,11,2,0,NA,NA
7107,12,2,0,NA,NA
7107,13,2,0,NA,NA
7107,14,2,0,NA,NA
7107,15,2,0,NA,NA
7107,16,2,0,NA,NA
7107,17,2,0,NA,NA
7107,18,2,0,NA,NA
7107,19,2,0,NA,NA
7107,20,2,0,NA,NA
7107,21,2,0,NA,NA
7107,22,2,0,NA,NA
7107,23,2,0,NA,NA
7108,1,2,0,NA,NA
7108,2,2,0,NA,NA
7108,3,2,0,NA,NA
7108,4,2,0,NA,NA
7108,5,2,0,NA,NA
7108,6,2,0,NA,NA
7108,7,2,0,NA,NA
7108,8,2,0,NA,NA
7108,9,2,0,NA,NA
7108,10,2,0,NA,NA
7108,11,2,0,NA,NA
7108,12,2,0,NA,NA
7108,13,2,0,NA,NA
7108,14,2,0,NA,NA
7108,15,2,0,NA,NA
7108,16,2,0,NA,NA
7108,17,2,0,NA,NA
7108,18,2,0,NA,NA
7108,19,2,0,NA,NA
7108,20,2,0,NA,NA
7108,21,2,0,NA,NA
7108,22,2,0,NA,NA
7108,23,2,0,NA,NA
7109,1,1,1,49,49
7109,2,2,0,NA,NA
7109,3,1,1,80,80
7109,4,2,0,NA,NA
7109,5,2,0,NA,NA
7109,6,2,0,NA,NA
7109,7,2,0,NA,NA
7109,8,2,0,NA,NA
7109,9,2,0,NA,NA
7109,10,2,0,NA,NA
7109,11,2,0,NA,NA
7109,12,1,1,6,6
7109,13,2,0,NA,NA
7109,14,2,0,NA,NA
7109,15,2,0,NA,NA
7109,16,1,1,150,0
7109,17,2,0,NA,NA
7109,18,2,0,NA,NA
7109,19,1,1,7,7
7109,20,2,0,NA,NA
7109,21,2,0,NA,NA
7109,22,2,0,NA,NA
7109,23,2,0,NA,NA
7110,1,2,0,NA,NA
7110,2,2,0,NA,NA
7110,3,2,0,NA,NA
7110,4,2,0,NA,NA
7110,5,2,0,NA,NA
7110,6,2,0,NA,NA
7110,7,2,0,NA,NA
7110,8,2,0,NA,NA
7110,9,2,0,NA,NA
7110,10,2,0,NA,NA
7110,11,2,0,NA,NA
7110,12,2,0,NA,NA
7110,13,2,0,NA,NA
7110,14,2,0,NA,NA
7110,15,2,0,NA,NA
7110,16,2,0,NA,NA
7110,17,2,0,NA,NA
7110,18,2,0,NA,NA
7110,19,2,0,NA,NA
7110,20,2,0,NA,NA
7110,21,2,0,NA,NA
7110,22,2,0,NA,NA
7110,23,2,0,NA,NA
7111,1,2,0,NA,NA
7111,2,2,0,NA,NA
7111,3,2,0,NA,NA
7111,4,2,0,NA,NA
7111,5,2,0,NA,NA
7111,6,2,0,NA,NA
7111,7,2,0,NA,NA
7111,8,2,0,NA,NA
7111,9,2,0,NA,NA
7111,10,2,0,NA,NA
7111,11,2,0,NA,NA
7111,12,2,0,NA,NA
7111,13,2,0,NA,NA
7111,14,2,0,NA,NA
7111,15,2,0,NA,NA
7111,16,2,0,NA,NA
7111,17,2,0,NA,NA
7111,18,2,0,NA,NA
7111,19,2,0,NA,NA
7111,20,2,0,NA,NA
7111,21,2,0,NA,NA
7111,22,2,0,NA,NA
7111,23,2,0,NA,NA
7112,1,2,0,NA,NA
7112,2,2,0,NA,NA
7112,3,2,0,NA,NA
7112,4,2,0,NA,NA
7112,5,2,0,NA,NA
7112,6,2,0,NA,NA
7112,7,2,0,NA,NA
7112,8,2,0,NA,NA
7112,9,2,0,NA,NA
7112,10,2,0,NA,NA
7112,11,2,0,NA,NA
7112,12,2,0,NA,NA
7112,13,2,0,NA,NA
7112,14,2,0,NA,NA
7112,15,2,0,NA,NA
7112,16,2,0,NA,NA
7112,17,2,0,NA,NA
7112,18,2,0,NA,NA
7112,19,2,0,NA,NA
7112,20,2,0,NA,NA
7112,21,2,0,NA,NA
7112,22,2,0,NA,NA
7112,23,2,0,NA,NA
7113,1,2,0,NA,NA
7113,2,2,0,NA,NA
7113,3,2,0,NA,NA
7113,4,2,0,NA,NA
7113,5,2,0,NA,NA
7113,6,2,0,NA,NA
7113,7,2,0,NA,NA
7113,8,2,0,NA,NA
7113,9,2,0,NA,NA
7113,10,2,0,NA,NA
7113,11,2,0,NA,NA
7113,12,2,0,NA,NA
7113,13,2,0,NA,NA
7113,14,2,0,NA,NA
7113,15,2,0,NA,NA
7113,16,2,0,NA,NA
7113,17,2,0,NA,NA
7113,18,2,0,NA,NA
7113,19,2,0,NA,NA
7113,20,2,0,NA,NA
7113,21,2,0,NA,NA
7113,22,2,0,NA,NA
7113,23,2,0,NA,NA
7114,1,2,0,NA,NA
7114,2,2,0,NA,NA
7114,3,2,0,NA,NA
7114,4,2,0,NA,NA
7114,5,2,0,NA,NA
7114,6,2,0,NA,NA
7114,7,2,0,NA,NA
7114,8,2,0,NA,NA
7114,9,2,0,NA,NA
7114,10,2,0,NA,NA
7114,11,1,1,12,6
7114,12,1,1,7,7
7114,13,2,0,NA,NA
7114,14,2,0,NA,NA
7114,15,2,0,NA,NA
7114,16,1,5,4000,3000
7114,17,2,0,NA,NA
7114,18,2,0,NA,NA
7114,19,1,1,4,4
7114,20,2,0,NA,NA
7114,21,2,0,NA,NA
7114,22,2,0,NA,NA
7114,23,2,0,NA,NA
7115,1,2,0,NA,NA
7115,2,2,0,NA,NA
7115,3,2,0,NA,NA
7115,4,2,0,NA,NA
7115,5,2,0,NA,NA
7115,6,2,0,NA,NA
7115,7,2,0,NA,NA
7115,8,2,0,NA,NA
7115,9,2,0,NA,NA
7115,10,2,0,NA,NA
7115,11,2,0,NA,NA
7115,12,2,0,NA,NA
7115,13,2,0,NA,NA
7115,14,2,0,NA,NA
7115,15,2,0,NA,NA
7115,16,2,0,NA,NA
7115,17,2,0,NA,NA
7115,18,2,0,NA,NA
7115,19,2,0,NA,NA
7115,20,2,0,NA,NA
7115,21,2,0,NA,NA
7115,22,2,0,NA,NA
7115,23,2,0,NA,NA
7116,1,2,0,NA,NA
7116,2,2,0,NA,NA
7116,3,2,0,NA,NA
7116,4,2,0,NA,NA
7116,5,2,0,NA,NA
7116,6,2,0,NA,NA
7116,7,1,1,3,1
7116,8,1,1,8,2
7116,9,1,1,2,0
7116,10,2,0,NA,NA
7116,11,1,1,7,0
7116,12,1,1,2,0
7116,13,2,0,NA,NA
7116,14,2,0,NA,NA
7116,15,2,0,NA,NA
7116,16,1,5,3,0
7116,17,2,0,NA,NA
7116,18,2,0,NA,NA
7116,19,1,1,2,0
7116,20,2,0,NA,NA
7116,21,2,0,NA,NA
7116,22,2,0,NA,NA
7116,23,2,0,NA,NA
7117,1,2,0,NA,NA
7117,2,2,0,NA,NA
7117,3,2,0,NA,NA
7117,4,2,0,NA,NA
7117,5,2,0,NA,NA
7117,6,2,0,NA,NA
7117,7,2,0,NA,NA
7117,8,2,0,NA,NA
7117,9,2,0,NA,NA
7117,10,2,0,NA,NA
7117,11,2,0,NA,NA
7117,12,2,0,NA,NA
7117,13,2,0,NA,NA
7117,14,2,0,NA,NA
7117,15,2,0,NA,NA
7117,16,1,5,20000,0
7117,17,2,0,NA,NA
7117,18,2,0,NA,NA
7117,19,2,0,NA,NA
7117,20,2,0,NA,NA
7117,21,2,0,NA,NA
7117,22,2,0,NA,NA
7117,23,2,0,NA,NA
7118,1,2,0,NA,NA
7118,2,2,0,NA,NA
7118,3,2,0,NA,NA
7118,4,2,0,NA,NA
7118,5,2,0,NA,NA
7118,6,2,0,NA,NA
7118,7,2,0,NA,NA
7118,8,2,0,NA,NA
7118,9,2,0,NA,NA
7118,10,2,0,NA,NA
7118,11,2,0,NA,NA
7118,12,2,0,NA,NA
7118,13,2,0,NA,NA
7118,14,2,0,NA,NA
7118,15,2,0,NA,NA
7118,16,2,0,NA,NA
7118,17,2,0,NA,NA
7118,18,2,0,NA,NA
7118,19,2,0,NA,NA
7118,20,2,0,NA,NA
7118,21,2,0,NA,NA
7118,22,2,0,NA,NA
7118,23,2,0,NA,NA
7119,1,2,0,NA,NA
7119,2,2,0,NA,NA
7119,3,2,0,NA,NA
7119,4,2,0,NA,NA
7119,5,2,0,NA,NA
7119,6,2,0,NA,NA
7119,7,2,0,NA,NA
7119,8,2,0,NA,NA
7119,9,2,0,NA,NA
7119,10,2,0,NA,NA
7119,11,2,0,NA,NA
7119,12,2,0,NA,NA
7119,13,2,0,NA,NA
7119,14,2,0,NA,NA
7119,15,2,0,NA,NA
7119,16,2,0,NA,NA
7119,17,2,0,NA,NA
7119,18,2,0,NA,NA
7119,19,2,0,NA,NA
7119,20,2,0,NA,NA
7119,21,2,0,NA,NA
7119,22,2,0,NA,NA
7119,23,2,0,NA,NA
7120,1,2,0,NA,NA
7120,2,2,0,NA,NA
7120,3,2,0,NA,NA
7120,4,2,0,NA,NA
7120,5,2,0,NA,NA
7120,6,2,0,NA,NA
7120,7,2,0,NA,NA
7120,8,2,0,NA,NA
7120,9,2,0,NA,NA
7120,10,2,0,NA,NA
7120,11,2,0,NA,NA
7120,12,2,0,NA,NA
7120,13,2,0,NA,NA
7120,14,2,0,NA,NA
7120,15,2,0,NA,NA
7120,16,2,0,NA,NA
7120,17,2,0,NA,NA
7120,18,2,0,NA,NA
7120,19,2,0,NA,NA
7120,20,2,0,NA,NA
7120,21,2,0,NA,NA
7120,22,2,0,NA,NA
7120,23,2,0,NA,NA
7121,1,2,0,NA,NA
7121,2,2,0,NA,NA
7121,3,2,0,NA,NA
7121,4,2,0,NA,NA
7121,5,2,0,NA,NA
7121,6,2,0,NA,NA
7121,7,2,0,NA,NA
7121,8,2,0,NA,NA
7121,9,2,0,NA,NA
7121,10,2,0,NA,NA
7121,11,2,0,NA,NA
7121,12,2,0,NA,NA
7121,13,2,0,NA,NA
7121,14,2,0,NA,NA
7121,15,2,0,NA,NA
7121,16,2,0,NA,NA
7121,17,2,0,NA,NA
7121,18,2,0,NA,NA
7121,19,2,0,NA,NA
7121,20,2,0,NA,NA
7121,21,2,0,NA,NA
7121,22,2,0,NA,NA
7121,23,2,0,NA,NA
7122,1,2,0,NA,NA
7122,2,2,0,NA,NA
7122,3,2,0,NA,NA
7122,4,2,0,NA,NA
7122,5,2,0,NA,NA
7122,6,2,0,NA,NA
7122,7,2,0,NA,NA
7122,8,2,0,NA,NA
7122,9,2,0,NA,NA
7122,10,2,0,NA,NA
7122,11,2,0,NA,NA
7122,12,1,1,1,1
7122,13,2,0,NA,NA
7122,14,2,0,NA,NA
7122,15,2,0,NA,NA
7122,16,1,5,5,0
7122,17,2,0,NA,NA
7122,18,2,0,NA,NA
7122,19,1,1,1,0
7122,20,1,1,1,0
7122,21,2,0,NA,NA
7122,22,2,0,NA,NA
7122,23,2,0,NA,NA
7123,1,2,0,NA,NA
7123,2,2,0,NA,NA
7123,3,2,0,NA,NA
7123,4,2,0,NA,NA
7123,5,2,0,NA,NA
7123,6,2,0,NA,NA
7123,7,2,0,NA,NA
7123,8,2,0,NA,NA
7123,9,2,0,NA,NA
7123,10,2,0,NA,NA
7123,11,2,0,NA,NA
7123,12,2,0,NA,NA
7123,13,2,0,NA,NA
7123,14,2,0,NA,NA
7123,15,2,0,NA,NA
7123,16,2,0,NA,NA
7123,17,2,0,NA,NA
7123,18,2,0,NA,NA
7123,19,2,0,NA,NA
7123,20,2,0,NA,NA
7123,21,2,0,NA,NA
7123,22,2,0,NA,NA
7123,23,2,0,NA,NA
7124,1,2,0,NA,NA
7124,2,2,0,NA,NA
7124,3,2,0,NA,NA
7124,4,2,0,NA,NA
7124,5,2,0,NA,NA
7124,6,2,0,NA,NA
7124,7,1,1,2,2
7124,8,2,0,NA,NA
7124,9,1,1,5,3
7124,10,2,0,NA,NA
7124,11,2,0,NA,NA
7124,12,1,1,9,7
7124,13,1,1,3,1
7124,14,2,0,NA,NA
7124,15,2,0,NA,NA
7124,16,2,0,NA,NA
7124,17,2,0,NA,NA
7124,18,2,0,NA,NA
7124,19,1,1,7,4
7124,20,2,0,NA,NA
7124,21,2,0,NA,NA
7124,22,2,0,NA,NA
7124,23,2,0,NA,NA
7125,1,2,0,NA,NA
7125,2,2,0,NA,NA
7125,3,2,0,NA,NA
7125,4,2,0,NA,NA
7125,5,2,0,NA,NA
7125,6,2,0,NA,NA
7125,7,2,0,NA,NA
7125,8,2,0,NA,NA
7125,9,2,0,NA,NA
7125,10,2,0,NA,NA
7125,11,2,0,NA,NA
7125,12,2,0,NA,NA
7125,13,2,0,NA,NA
7125,14,2,0,NA,NA
7125,15,2,0,NA,NA
7125,16,2,0,NA,NA
7125,17,2,0,NA,NA
7125,18,2,0,NA,NA
7125,19,2,0,NA,NA
7125,20,2,0,NA,NA
7125,21,2,0,NA,NA
7125,22,2,0,NA,NA
7125,23,2,0,NA,NA
8001,1,2,0,NA,NA
8001,2,2,0,NA,NA
8001,3,2,0,NA,NA
8001,4,2,0,NA,NA
8001,5,2,0,NA,NA
8001,6,2,0,NA,NA
8001,7,1,1,3,0
8001,8,2,0,NA,NA
8001,9,1,1,3,0
8001,10,2,0,NA,NA
8001,11,1,1,25,0
8001,12,1,1,11,0
8001,13,1,1,1,0
8001,14,2,0,NA,NA
8001,15,1,1,2,0
8001,16,1,5,173000,0
8001,17,2,0,NA,NA
8001,18,2,0,NA,NA
8001,19,1,1,2,0
8001,20,1,1,2,0
8001,21,1,1,7,0
8001,22,2,0,NA,NA
8001,23,2,0,NA,NA
8002,1,2,0,NA,NA
8002,2,2,0,NA,NA
8002,3,2,0,NA,NA
8002,4,2,0,NA,NA
8002,5,2,0,NA,NA
8002,6,2,0,NA,NA
8002,7,2,0,NA,NA
8002,8,2,0,NA,NA
8002,9,2,0,NA,NA
8002,10,2,0,NA,NA
8002,11,2,0,NA,NA
8002,12,2,0,NA,NA
8002,13,2,0,NA,NA
8002,14,2,0,NA,NA
8002,15,2,0,NA,NA
8002,16,2,0,NA,NA
8002,17,2,0,NA,NA
8002,18,2,0,NA,NA
8002,19,2,0,NA,NA
8002,20,2,0,NA,NA
8002,21,2,0,NA,NA
8002,22,2,0,NA,NA
8002,23,2,0,NA,NA
8003,1,2,0,NA,NA
8003,2,2,0,NA,NA
8003,3,2,0,NA,NA
8003,4,2,0,NA,NA
8003,5,2,0,NA,NA
8003,6,2,0,NA,NA
8003,7,2,0,NA,NA
8003,8,2,0,NA,NA
8003,9,2,0,NA,NA
8003,10,2,0,NA,NA
8003,11,2,0,NA,NA
8003,12,2,0,NA,NA
8003,13,2,0,NA,NA
8003,14,2,0,NA,NA
8003,15,2,0,NA,NA
8003,16,2,0,NA,NA
8003,17,2,0,NA,NA
8003,18,2,0,NA,NA
8003,19,2,0,NA,NA
8003,20,2,0,NA,NA
8003,21,2,0,NA,NA
8003,22,2,0,NA,NA
8003,23,2,0,NA,NA
8004,1,1,1,7,5
8004,2,1,1,3,3
8004,3,1,1,NSS,NSS
8004,4,2,0,NA,NA
8004,5,1,1,26,13
8004,6,1,4,22,10
8004,7,1,1,8,1
8004,8,1,1,1,0
8004,9,1,1,2,1
8004,10,2,0,NA,NA
8004,11,1,1,4,1
8004,12,1,1,4,1
8004,13,1,1,1,1
8004,14,1,1,1,1
8004,15,1,1,3,1
8004,16,2,0,NA,NA
8004,17,2,0,NA,NA
8004,18,2,0,NA,NA
8004,19,1,1,9,4
8004,20,1,1,5,1
8004,21,1,1,3,1
8004,22,2,0,NA,NA
8004,23,2,0,NA,NA
8005,1,9,97,NSS,NSS
8005,2,9,97,NSS,NSS
8005,3,9,97,NSS,NSS
8005,4,9,97,NSS,NSS
8005,5,9,97,NSS,NSS
8005,6,9,97,NSS,NSS
8005,7,9,97,NSS,NSS
8005,8,9,97,NSS,NSS
8005,9,9,97,NSS,NSS
8005,10,9,97,NSS,NSS
8005,11,9,97,NSS,NSS
8005,12,9,97,NSS,NSS
8005,13,9,97,NSS,NSS
8005,14,9,97,NSS,NSS
8005,15,9,97,NSS,NSS
8005,16,9,97,NSS,NSS
8005,17,9,97,NSS,NSS
8005,18,9,97,NSS,NSS
8005,19,9,97,NSS,NSS
8005,20,9,97,NSS,NSS
8005,21,9,97,NSS,NSS
8005,22,9,97,NSS,NSS
8005,23,9,97,NSS,NSS
8006,1,2,0,NA,NA
8006,2,2,0,NA,NA
8006,3,2,0,NA,NA
8006,4,2,0,NA,NA
8006,5,2,0,NA,NA
8006,6,2,0,NA,NA
8006,7,2,0,NA,NA
8006,8,2,0,NA,NA
8006,9,2,0,NA,NA
8006,10,2,0,NA,NA
8006,11,2,0,NA,NA
8006,12,2,0,NA,NA
8006,13,2,0,NA,NA
8006,14,2,0,NA,NA
8006,15,2,0,NA,NA
8006,16,2,0,NA,NA
8006,17,2,0,NA,NA
8006,18,2,0,NA,NA
8006,19,2,0,NA,NA
8006,20,2,0,NA,NA
8006,21,2,0,NA,NA
8006,22,2,0,NA,NA
8006,23,2,0,NA,NA
8007,1,2,0,NA,NA
8007,2,2,0,NA,NA
8007,3,2,0,NA,NA
8007,4,2,0,NA,NA
8007,5,2,0,NA,NA
8007,6,2,0,NA,NA
8007,7,2,0,NA,NA
8007,8,1,1,2,2
8007,9,2,0,NA,NA
8007,10,2,0,NA,NA
8007,11,1,1,3,2
8007,12,2,0,NA,NA
8007,13,2,0,NA,NA
8007,14,2,0,NA,NA
8007,15,2,0,NA,NA
8007,16,1,5,3,3
8007,17,2,0,NA,NA
8007,18,2,0,NA,NA
8007,19,1,5,5,4
8007,20,1,3,3,3
8007,21,2,0,NA,NA
8007,22,2,0,NA,NA
8007,23,2,0,NA,NA
8008,1,2,0,NA,NA
8008,2,2,0,NA,NA
8008,3,2,0,NA,NA
8008,4,2,0,NA,NA
8008,5,2,0,NA,NA
8008,6,2,0,NA,NA
8008,7,2,0,NA,NA
8008,8,2,0,NA,NA
8008,9,2,0,NA,NA
8008,10,2,0,NA,NA
8008,11,2,0,NA,NA
8008,12,2,0,NA,NA
8008,13,2,0,NA,NA
8008,14,2,0,NA,NA
8008,15,2,0,NA,NA
8008,16,2,0,NA,NA
8008,17,2,0,NA,NA
8008,18,2,0,NA,NA
8008,19,2,0,NA,NA
8008,20,2,0,NA,NA
8008,21,2,0,NA,NA
8008,22,2,0,NA,NA
8008,23,2,0,NA,NA
8009,1,9,97,NSS,NSS
8009,2,9,97,NSS,NSS
8009,3,9,97,NSS,NSS
8009,4,9,97,NSS,NSS
8009,5,9,97,NSS,NSS
8009,6,9,97,NSS,NSS
8009,7,9,97,NSS,NSS
8009,8,9,97,NSS,NSS
8009,9,9,97,NSS,NSS
8009,10,9,97,NSS,NSS
8009,11,9,97,NSS,NSS
8009,12,9,97,NSS,NSS
8009,13,9,97,NSS,NSS
8009,14,9,97,NSS,NSS
8009,15,9,97,NSS,NSS
8009,16,9,97,NSS,NSS
8009,17,9,97,NSS,NSS
8009,18,9,97,NSS,NSS
8009,19,9,97,NSS,NSS
8009,20,9,97,NSS,NSS
8009,21,9,97,NSS,NSS
8009,22,9,97,NSS,NSS
8009,23,9,97,NSS,NSS
8010,1,2,0,NA,NA
8010,2,2,0,NA,NA
8010,3,2,0,NA,NA
8010,4,2,0,NA,NA
8010,5,2,0,NA,NA
8010,6,2,0,NA,NA
8010,7,2,0,NA,NA
8010,8,2,0,NA,NA
8010,9,2,0,NA,NA
8010,10,2,0,NA,NA
8010,11,2,0,NA,NA
8010,12,1,3,3,0
8010,13,2,0,NA,NA
8010,14,2,0,NA,NA
8010,15,2,0,NA,NA
8010,16,1,2,2,0
8010,17,2,0,NA,NA
8010,18,2,0,NA,NA
8010,19,1,5,5,4
8010,20,1,1,1,1
8010,21,2,0,NA,NA
8010,22,2,0,NA,NA
8010,23,2,0,NA,NA
8011,1,1,1,NSS,NSS
8011,2,1,1,NSS,NSS
8011,3,1,1,NSS,NSS
8011,4,1,1,NSS,NSS
8011,5,1,1,NSS,NSS
8011,6,1,1,NSS,NSS
8011,7,1,1,NSS,NSS
8011,8,1,1,NSS,NSS
8011,9,1,1,NSS,NSS
8011,10,1,1,NSS,NSS
8011,11,1,1,NSS,NSS
8011,12,1,1,NSS,NSS
8011,13,1,1,NSS,NSS
8011,14,1,1,NSS,NSS
8011,15,1,1,NSS,NSS
8011,16,1,1,NSS,NSS
8011,17,1,1,NSS,NSS
8011,18,1,1,NSS,NSS
8011,19,1,1,NSS,NSS
8011,20,1,1,NSS,NSS
8011,21,1,1,NSS,NSS
8011,22,1,1,NSS,NSS
8011,23,2,0,NA,NA
8012,1,2,0,NA,NA
8012,2,2,0,NA,NA
8012,3,2,0,NA,NA
8012,4,2,0,NA,NA
8012,5,2,0,NA,NA
8012,6,2,0,NA,NA
8012,7,2,0,NA,NA
8012,8,2,0,NA,NA
8012,9,2,0,NA,NA
8012,10,2,0,NA,NA
8012,11,2,0,NA,NA
8012,12,2,0,NA,NA
8012,13,2,0,NA,NA
8012,14,2,0,NA,NA
8012,15,2,0,NA,NA
8012,16,2,0,NA,NA
8012,17,2,0,NA,NA
8012,18,2,0,NA,NA
8012,19,2,0,NA,NA
8012,20,2,0,NA,NA
8012,21,2,0,NA,NA
8012,22,2,0,NA,NA
8012,23,2,0,NA,NA
8013,1,2,0,NA,NA
8013,2,2,0,NA,NA
8013,3,2,0,NA,NA
8013,4,2,0,NA,NA
8013,5,2,0,NA,NA
8013,6,2,0,NA,NA
8013,7,1,1,NSS,NSS
8013,8,2,0,NA,NA
8013,9,2,0,NA,NA
8013,10,2,0,NA,NA
8013,11,2,0,NA,NA
8013,12,2,0,NA,NA
8013,13,2,0,NA,NA
8013,14,1,1,NSS,NSS
8013,15,2,0,NA,NA
8013,16,1,5,NSS,NSS
8013,17,2,0,NA,NA
8013,18,2,0,NA,NA
8013,19,1,1,NSS,NSS
8013,20,2,0,NA,NA
8013,21,2,0,NA,NA
8013,22,2,0,NA,NA
8013,23,2,0,NA,NA
8014,1,2,0,NA,NA
8014,2,2,0,NA,NA
8014,3,2,0,NA,NA
8014,4,2,0,NA,NA
8014,5,2,0,NA,NA
8014,6,2,0,NA,NA
8014,7,2,0,NA,NA
8014,8,2,0,NA,NA
8014,9,2,0,NA,NA
8014,10,2,0,NA,NA
8014,11,1,1,5,0
8014,12,2,0,NA,NA
8014,13,2,0,NA,NA
8014,14,2,0,NA,NA
8014,15,2,0,NA,NA
8014,16,2,0,NA,NA
8014,17,2,0,NA,NA
8014,18,2,0,NA,NA
8014,19,2,0,NA,NA
8014,20,2,0,NA,NA
8014,21,2,0,NA,NA
8014,22,2,0,NA,NA
8014,23,2,0,NA,NA
8015,1,2,0,NA,NA
8015,2,2,0,NA,NA
8015,3,2,0,NA,NA
8015,4,2,0,NA,NA
8015,5,2,0,NA,NA
8015,6,1,4,50,0
8015,7,2,0,NA,NA
8015,8,2,0,NA,NA
8015,9,2,0,NA,NA
8015,10,2,0,NA,NA
8015,11,2,0,NA,NA
8015,12,2,0,NA,NA
8015,13,2,0,NA,NA
8015,14,2,0,NA,NA
8015,15,2,0,NA,NA
8015,16,2,0,NA,NA
8015,17,2,0,NA,NA
8015,18,2,0,NA,NA
8015,19,2,0,NA,NA
8015,20,2,0,NA,NA
8015,21,2,0,NA,NA
8015,22,2,0,NA,NA
8015,23,2,0,NA,NA
8016,1,2,0,NA,NA
8016,2,2,0,NA,NA
8016,3,2,0,NA,NA
8016,4,2,0,NA,NA
8016,5,2,0,NA,NA
8016,6,2,0,NA,NA
8016,7,2,0,NA,NA
8016,8,2,0,NA,NA
8016,9,2,0,NA,NA
8016,10,2,0,NA,NA
8016,11,2,0,NA,NA
8016,12,2,0,NA,NA
8016,13,2,0,NA,NA
8016,14,2,0,NA,NA
8016,15,2,0,NA,NA
8016,16,2,0,NA,NA
8016,17,2,0,NA,NA
8016,18,2,0,NA,NA
8016,19,2,0,NA,NA
8016,20,2,0,NA,NA
8016,21,2,0,NA,NA
8016,22,2,0,NA,NA
8016,23,2,0,NA,NA
8017,1,9,97,NSS,NSS
8017,2,9,97,NSS,NSS
8017,3,9,97,NSS,NSS
8017,4,9,97,NSS,NSS
