ubicageo_f,animales_a,rnsnni1,anirep1,anirep2
20125,13,2,NA,NA
20125,14,2,NA,NA
20125,15,2,NA,NA
20125,16,2,NA,NA
20125,17,2,NA,NA
20125,18,2,NA,NA
20125,20,2,NA,NA
20126,11,2,NA,NA
20126,12,2,NA,NA
20126,13,2,NA,NA
20126,14,2,NA,NA
20126,15,2,NA,NA
20126,16,2,NA,NA
20126,17,2,NA,NA
20126,18,2,NA,NA
20126,20,2,NA,NA
20127,11,2,NA,NA
20127,12,2,NA,NA
20127,13,2,NA,NA
20127,14,2,NA,NA
20127,15,2,NA,NA
20127,16,2,NA,NA
20127,17,2,NA,NA
20127,18,2,NA,NA
20127,20,2,NA,NA
20128,11,2,NA,NA
20128,12,2,NA,NA
20128,13,2,NA,NA
20128,14,2,NA,NA
20128,15,2,NA,NA
20128,16,2,NA,NA
20128,17,2,NA,NA
20128,18,2,NA,NA
20128,20,2,NA,NA
20129,11,2,NA,NA
20129,12,2,NA,NA
20129,13,2,NA,NA
20129,14,2,NA,NA
20129,15,2,NA,NA
20129,16,2,NA,NA
20129,17,2,NA,NA
20129,18,2,NA,NA
20129,20,2,NA,NA
20130,11,2,NA,NA
20130,12,2,NA,NA
20130,13,2,NA,NA
20130,14,2,NA,NA
20130,15,2,NA,NA
20130,16,2,NA,NA
20130,17,2,NA,NA
20130,18,2,NA,NA
20130,20,2,NA,NA
20131,11,2,NA,NA
20131,12,2,NA,NA
20131,13,2,NA,NA
20131,14,2,NA,NA
20131,15,2,NA,NA
20131,16,2,NA,NA
20131,17,2,NA,NA
20131,18,2,NA,NA
20131,20,2,NA,NA
20132,11,2,NA,NA
20132,12,2,NA,NA
20132,13,2,NA,NA
20132,14,2,NA,NA
20132,15,2,NA,NA
20132,16,2,NA,NA
20132,17,2,NA,NA
20132,18,2,NA,NA
20132,20,2,NA,NA
20133,11,2,NA,NA
20133,12,2,NA,NA
20133,13,2,NA,NA
20133,14,2,NA,NA
20133,15,2,NA,NA
20133,16,2,NA,NA
20133,17,2,NA,NA
20133,18,2,NA,NA
20133,20,2,NA,NA
20134,11,1,50,0
20134,12,1,20,0
20134,13,2,NA,NA
20134,14,2,NA,NA
20134,15,1,2,0
20134,16,2,NA,NA
20134,17,2,NA,NA
20134,18,2,NA,NA
20134,20,2,NA,NA
20135,11,2,NA,NA
20135,12,2,NA,NA
20135,13,2,NA,NA
20135,14,2,NA,NA
20135,15,2,NA,NA
20135,16,2,NA,NA
20135,17,2,NA,NA
20135,18,2,NA,NA
20135,20,2,NA,NA
20136,11,2,NA,NA
20136,12,2,NA,NA
20136,13,2,NA,NA
20136,14,2,NA,NA
20136,15,2,NA,NA
20136,16,2,NA,NA
20136,17,2,NA,NA
20136,18,2,NA,NA
20136,20,2,NA,NA
20137,11,2,NA,NA
20137,12,2,NA,NA
20137,13,2,NA,NA
20137,14,2,NA,NA
20137,15,2,NA,NA
20137,16,2,NA,NA
20137,17,2,NA,NA
20137,18,2,NA,NA
20137,20,2,NA,NA
20138,11,2,NA,NA
20138,12,2,NA,NA
20138,13,2,NA,NA
20138,14,2,NA,NA
20138,15,2,NA,NA
20138,16,2,NA,NA
20138,17,2,NA,NA
20138,18,2,NA,NA
20138,20,2,NA,NA
20139,11,2,NA,NA
20139,12,1,10,5
20139,13,2,NA,NA
20139,14,2,NA,NA
20139,15,2,NA,NA
20139,16,2,NA,NA
20139,17,2,NA,NA
20139,18,2,NA,NA
20139,20,2,NA,NA
20140,11,2,NA,NA
20140,12,2,NA,NA
20140,13,2,NA,NA
20140,14,2,NA,NA
20140,15,2,NA,NA
20140,16,2,NA,NA
20140,17,2,NA,NA
20140,18,2,NA,NA
20140,20,2,NA,NA
20141,11,2,NA,NA
20141,12,2,NA,NA
20141,13,2,NA,NA
20141,14,2,NA,NA
20141,15,2,NA,NA
20141,16,2,NA,NA
20141,17,2,NA,NA
20141,18,2,NA,NA
20141,20,2,NA,NA
20142,11,2,NA,NA
20142,12,2,NA,NA
20142,13,2,NA,NA
20142,14,2,NA,NA
20142,15,2,NA,NA
20142,16,2,NA,NA
20142,17,2,NA,NA
20142,18,2,NA,NA
20142,20,2,NA,NA
20143,11,2,NA,NA
20143,12,2,NA,NA
20143,13,2,NA,NA
20143,14,2,NA,NA
20143,15,2,NA,NA
20143,16,2,NA,NA
20143,17,2,NA,NA
20143,18,2,NA,NA
20143,20,2,NA,NA
20144,11,1,4,0
20144,12,2,NA,NA
20144,13,2,NA,NA
20144,14,2,NA,NA
20144,15,2,NA,NA
20144,16,2,NA,NA
20144,17,2,NA,NA
20144,18,2,NA,NA
20144,20,2,NA,NA
20145,11,1,3,0
20145,12,2,NA,NA
20145,13,1,3,3
20145,14,2,NA,NA
20145,15,2,NA,NA
20145,16,1,7,7
20145,17,2,NA,NA
20145,18,2,NA,NA
20145,20,2,NA,NA
20146,11,1,1,1
20146,12,2,NA,NA
20146,13,2,NA,NA
20146,14,2,NA,NA
20146,15,2,NA,NA
20146,16,2,NA,NA
20146,17,2,NA,NA
20146,18,2,NA,NA
20146,20,2,NA,NA
20147,11,2,NA,NA
20147,12,2,NA,NA
20147,13,2,NA,NA
20147,14,2,NA,NA
20147,15,2,NA,NA
20147,16,2,NA,NA
20147,17,2,NA,NA
20147,18,2,NA,NA
20147,20,2,NA,NA
20148,11,2,NA,NA
20148,12,2,NA,NA
20148,13,2,NA,NA
20148,14,2,NA,NA
20148,15,2,NA,NA
20148,16,2,NA,NA
20148,17,2,NA,NA
20148,18,2,NA,NA
20148,20,2,NA,NA
20149,11,2,NA,NA
20149,12,2,NA,NA
20149,13,2,NA,NA
20149,14,2,NA,NA
20149,15,2,NA,NA
20149,16,2,NA,NA
20149,17,2,NA,NA
20149,18,2,NA,NA
20149,20,2,NA,NA
20150,11,2,NA,NA
20150,12,2,NA,NA
20150,13,2,NA,NA
20150,14,2,NA,NA
20150,15,2,NA,NA
20150,16,2,NA,NA
20150,17,2,NA,NA
20150,18,2,NA,NA
20150,20,2,NA,NA
20151,11,2,NA,NA
20151,12,2,NA,NA
20151,13,2,NA,NA
20151,14,2,NA,NA
20151,15,2,NA,NA
20151,16,2,NA,NA
20151,17,2,NA,NA
20151,18,2,NA,NA
20151,20,2,NA,NA
20152,11,2,NA,NA
20152,12,2,NA,NA
20152,13,2,NA,NA
20152,14,2,NA,NA
20152,15,2,NA,NA
20152,16,2,NA,NA
20152,17,2,NA,NA
20152,18,2,NA,NA
20152,20,2,NA,NA
20153,11,2,NA,NA
20153,12,2,NA,NA
20153,13,2,NA,NA
20153,14,2,NA,NA
20153,15,2,NA,NA
20153,16,2,NA,NA
20153,17,2,NA,NA
20153,18,2,NA,NA
20153,20,2,NA,NA
20154,11,2,NA,NA
20154,12,2,NA,NA
20154,13,2,NA,NA
20154,14,2,NA,NA
20154,15,2,NA,NA
20154,16,2,NA,NA
20154,17,2,NA,NA
20154,18,2,NA,NA
20154,20,2,NA,NA
20155,11,2,NA,NA
20155,12,2,NA,NA
20155,13,2,NA,NA
20155,14,2,NA,NA
20155,15,2,NA,NA
20155,16,2,NA,NA
20155,17,2,NA,NA
20155,18,2,NA,NA
20155,20,2,NA,NA
20156,11,2,NA,NA
20156,12,1,2,2
20156,13,2,NA,NA
20156,14,2,NA,NA
20156,15,2,NA,NA
20156,16,1,5,0
20156,17,2,NA,NA
20156,18,2,NA,NA
20156,20,2,NA,NA
20157,11,2,NA,NA
20157,12,2,NA,NA
20157,13,2,NA,NA
20157,14,2,NA,NA
20157,15,2,NA,NA
20157,16,2,NA,NA
20157,17,2,NA,NA
20157,18,2,NA,NA
20157,20,2,NA,NA
20158,11,2,NA,NA
20158,12,2,NA,NA
20158,13,2,NA,NA
20158,14,2,NA,NA
20158,15,2,NA,NA
20158,16,2,NA,NA
20158,17,2,NA,NA
20158,18,2,NA,NA
20158,20,2,NA,NA
20159,11,2,NA,NA
20159,12,2,NA,NA
20159,13,2,NA,NA
20159,14,2,NA,NA
20159,15,2,NA,NA
20159,16,2,NA,NA
20159,17,2,NA,NA
20159,18,2,NA,NA
20159,20,2,NA,NA
20160,11,2,NA,NA
20160,12,2,NA,NA
20160,13,2,NA,NA
20160,14,2,NA,NA
20160,15,2,NA,NA
20160,16,2,NA,NA
20160,17,2,NA,NA
20160,18,2,NA,NA
20160,20,2,NA,NA
20161,11,2,NA,NA
20161,12,2,NA,NA
20161,13,2,NA,NA
20161,14,2,NA,NA
20161,15,2,NA,NA
20161,16,2,NA,NA
20161,17,2,NA,NA
20161,18,2,NA,NA
20161,20,2,NA,NA
20162,11,1,1,1
20162,12,2,NA,NA
20162,13,2,NA,NA
20162,14,2,NA,NA
20162,15,2,NA,NA
20162,16,2,NA,NA
20162,17,2,NA,NA
20162,18,2,NA,NA
20162,20,2,NA,NA
20163,11,2,NA,NA
20163,12,2,NA,NA
20163,13,2,NA,NA
20163,14,2,NA,NA
20163,15,2,NA,NA
20163,16,2,NA,NA
20163,17,2,NA,NA
20163,18,2,NA,NA
20163,20,2,NA,NA
20164,11,2,NA,NA
20164,12,2,NA,NA
20164,13,1,12,0
20164,14,2,NA,NA
20164,15,2,NA,NA
20164,16,2,NA,NA
20164,17,2,NA,NA
20164,18,2,NA,NA
20164,20,2,NA,NA
20165,11,2,NA,NA
20165,12,2,NA,NA
20165,13,2,NA,NA
20165,14,2,NA,NA
20165,15,2,NA,NA
20165,16,2,NA,NA
20165,17,2,NA,NA
20165,18,2,NA,NA
20165,20,2,NA,NA
20166,11,1,15,0
20166,12,2,NA,NA
20166,13,2,NA,NA
20166,14,2,NA,NA
20166,15,2,NA,NA
20166,16,2,NA,NA
20166,17,2,NA,NA
20166,18,2,NA,NA
20166,20,2,NA,NA
20167,11,2,NA,NA
20167,12,2,NA,NA
20167,13,2,NA,NA
20167,14,2,NA,NA
20167,15,2,NA,NA
20167,16,2,NA,NA
20167,17,2,NA,NA
20167,18,2,NA,NA
20167,20,2,NA,NA
20168,11,2,NA,NA
20168,12,1,5,3
20168,13,2,NA,NA
20168,14,2,NA,NA
20168,15,2,NA,NA
20168,16,2,NA,NA
20168,17,2,NA,NA
20168,18,2,NA,NA
20168,20,2,NA,NA
20169,11,2,NA,NA
20169,12,2,NA,NA
20169,13,2,NA,NA
20169,14,2,NA,NA
20169,15,2,NA,NA
20169,16,2,NA,NA
20169,17,2,NA,NA
20169,18,2,NA,NA
20169,20,2,NA,NA
20170,11,2,NA,NA
20170,12,2,NA,NA
20170,13,2,NA,NA
20170,14,2,NA,NA
20170,15,2,NA,NA
20170,16,2,NA,NA
20170,17,2,NA,NA
20170,18,2,NA,NA
20170,20,2,NA,NA
20171,11,2,NA,NA
20171,12,2,NA,NA
20171,13,2,NA,NA
20171,14,2,NA,NA
20171,15,2,NA,NA
20171,16,2,NA,NA
20171,17,2,NA,NA
20171,18,2,NA,NA
20171,20,2,NA,NA
20172,11,2,NA,NA
20172,12,2,NA,NA
20172,13,2,NA,NA
20172,14,2,NA,NA
20172,15,2,NA,NA
20172,16,2,NA,NA
20172,17,2,NA,NA
20172,18,2,NA,NA
20172,20,2,NA,NA
20173,11,2,NA,NA
20173,12,2,NA,NA
20173,13,2,NA,NA
20173,14,2,NA,NA
20173,15,2,NA,NA
20173,16,2,NA,NA
20173,17,2,NA,NA
20173,18,2,NA,NA
20173,20,2,NA,NA
20174,11,2,NA,NA
20174,12,2,NA,NA
20174,13,2,NA,NA
20174,14,2,NA,NA
20174,15,2,NA,NA
20174,16,2,NA,NA
20174,17,2,NA,NA
20174,18,2,NA,NA
20174,20,2,NA,NA
20175,11,2,NA,NA
20175,12,2,NA,NA
20175,13,2,NA,NA
20175,14,2,NA,NA
20175,15,2,NA,NA
20175,16,2,NA,NA
20175,17,2,NA,NA
20175,18,2,NA,NA
20175,20,2,NA,NA
20176,11,2,NA,NA
20176,12,2,NA,NA
20176,13,2,NA,NA
20176,14,2,NA,NA
20176,15,1,1,0
20176,16,2,NA,NA
20176,17,2,NA,NA
20176,18,2,NA,NA
20176,20,2,NA,NA
20177,11,2,NA,NA
20177,12,2,NA,NA
20177,13,2,NA,NA
20177,14,2,NA,NA
20177,15,2,NA,NA
20177,16,2,NA,NA
20177,17,2,NA,NA
20177,18,2,NA,NA
20177,20,2,NA,NA
20178,11,2,NA,NA
20178,12,2,NA,NA
20178,13,2,NA,NA
20178,14,2,NA,NA
20178,15,2,NA,NA
20178,16,2,NA,NA
20178,17,2,NA,NA
20178,18,2,NA,NA
20178,20,2,NA,NA
20179,11,2,NA,NA
20179,12,2,NA,NA
20179,13,2,NA,NA
20179,14,2,NA,NA
20179,15,2,NA,NA
20179,16,2,NA,NA
20179,17,2,NA,NA
20179,18,2,NA,NA
20179,20,2,NA,NA
20180,11,2,NA,NA
20180,12,1,2,1
20180,13,2,NA,NA
20180,14,2,NA,NA
20180,15,2,NA,NA
20180,16,2,NA,NA
20180,17,2,NA,NA
20180,18,2,NA,NA
20180,20,2,NA,NA
20181,11,2,NA,NA
20181,12,2,NA,NA
20181,13,2,NA,NA
20181,14,2,NA,NA
20181,15,2,NA,NA
20181,16,2,NA,NA
20181,17,2,NA,NA
20181,18,2,NA,NA
20181,20,2,NA,NA
20182,11,1,3,0
20182,12,2,NA,NA
20182,13,2,NA,NA
20182,14,2,NA,NA
20182,15,2,NA,NA
20182,16,2,NA,NA
20182,17,2,NA,NA
20182,18,2,NA,NA
20182,20,2,NA,NA
20183,11,2,NA,NA
20183,12,2,NA,NA
20183,13,2,NA,NA
20183,14,2,NA,NA
20183,15,2,NA,NA
20183,16,2,NA,NA
20183,17,2,NA,NA
20183,18,2,NA,NA
20183,20,2,NA,NA
20184,11,2,NA,NA
20184,12,1,4,1
20184,13,2,NA,NA
20184,14,2,NA,NA
20184,15,2,NA,NA
20184,16,2,NA,NA
20184,17,2,NA,NA
20184,18,2,NA,NA
20184,20,2,NA,NA
20185,11,2,NA,NA
20185,12,1,3,0
20185,13,2,NA,NA
20185,14,2,NA,NA
20185,15,2,NA,NA
20185,16,2,NA,NA
20185,17,2,NA,NA
20185,18,2,NA,NA
20185,20,2,NA,NA
20186,11,2,NA,NA
20186,12,2,NA,NA
20186,13,2,NA,NA
20186,14,2,NA,NA
20186,15,2,NA,NA
20186,16,2,NA,NA
20186,17,2,NA,NA
20186,18,2,NA,NA
20186,20,2,NA,NA
20187,11,2,NA,NA
20187,12,2,NA,NA
20187,13,2,NA,NA
20187,14,2,NA,NA
20187,15,2,NA,NA
20187,16,2,NA,NA
20187,17,2,NA,NA
20187,18,2,NA,NA
20187,20,2,NA,NA
20188,11,1,25,0
20188,12,1,4,2
20188,13,2,NA,NA
20188,14,2,NA,NA
20188,15,2,NA,NA
20188,16,2,NA,NA
20188,17,2,NA,NA
20188,18,2,NA,NA
20188,20,2,NA,NA
20189,11,1,3,0
20189,12,1,1,1
20189,13,2,NA,NA
20189,14,2,NA,NA
20189,15,2,NA,NA
20189,16,2,NA,NA
20189,17,2,NA,NA
20189,18,2,NA,NA
20189,20,2,NA,NA
20190,11,2,NA,NA
20190,12,2,NA,NA
20190,13,2,NA,NA
20190,14,2,NA,NA
20190,15,2,NA,NA
20190,16,2,NA,NA
20190,17,2,NA,NA
20190,18,2,NA,NA
20190,20,2,NA,NA
20191,11,1,1,0
20191,12,2,NA,NA
20191,13,2,NA,NA
20191,14,2,NA,NA
20191,15,2,NA,NA
20191,16,1,1,1
20191,17,2,NA,NA
20191,18,2,NA,NA
20191,20,2,NA,NA
20192,11,2,NA,NA
20192,12,2,NA,NA
20192,13,2,NA,NA
20192,14,2,NA,NA
20192,15,2,NA,NA
20192,16,2,NA,NA
20192,17,2,NA,NA
20192,18,2,NA,NA
20192,20,2,NA,NA
20193,11,2,NA,NA
20193,12,2,NA,NA
20193,13,2,NA,NA
20193,14,2,NA,NA
20193,15,2,NA,NA
20193,16,2,NA,NA
20193,17,2,NA,NA
20193,18,2,NA,NA
20193,20,2,NA,NA
20194,11,2,NA,NA
20194,12,2,NA,NA
20194,13,2,NA,NA
20194,14,2,NA,NA
20194,15,2,NA,NA
20194,16,2,NA,NA
20194,17,2,NA,NA
20194,18,2,NA,NA
20194,20,2,NA,NA
20195,11,2,NA,NA
20195,12,2,NA,NA
20195,13,2,NA,NA
20195,14,2,NA,NA
20195,15,2,NA,NA
20195,16,2,NA,NA
20195,17,2,NA,NA
20195,18,2,NA,NA
20195,20,2,NA,NA
20196,11,2,NA,NA
20196,12,2,NA,NA
20196,13,2,NA,NA
20196,14,2,NA,NA
20196,15,2,NA,NA
20196,16,2,NA,NA
20196,17,2,NA,NA
20196,18,2,NA,NA
20196,20,2,NA,NA
20197,11,2,NA,NA
20197,12,2,NA,NA
20197,13,2,NA,NA
20197,14,2,NA,NA
20197,15,2,NA,NA
20197,16,2,NA,NA
20197,17,2,NA,NA
20197,18,2,NA,NA
20197,20,2,NA,NA
20198,11,2,NA,NA
20198,12,2,NA,NA
20198,13,2,NA,NA
20198,14,2,NA,NA
20198,15,2,NA,NA
20198,16,2,NA,NA
20198,17,2,NA,NA
20198,18,2,NA,NA
20198,20,2,NA,NA
20199,11,2,NA,NA
20199,12,2,NA,NA
20199,13,2,NA,NA
20199,14,2,NA,NA
20199,15,2,NA,NA
20199,16,2,NA,NA
20199,17,2,NA,NA
20199,18,2,NA,NA
20199,20,2,NA,NA
20200,11,2,NA,NA
20200,12,2,NA,NA
20200,13,2,NA,NA
20200,14,2,NA,NA
20200,15,2,NA,NA
20200,16,2,NA,NA
20200,17,2,NA,NA
20200,18,2,NA,NA
20200,20,2,NA,NA
20201,11,2,NA,NA
20201,12,2,NA,NA
20201,13,2,NA,NA
20201,14,2,NA,NA
20201,15,2,NA,NA
20201,16,2,NA,NA
20201,17,2,NA,NA
20201,18,2,NA,NA
20201,20,2,NA,NA
20202,11,2,NA,NA
20202,12,2,NA,NA
20202,13,2,NA,NA
20202,14,2,NA,NA
20202,15,2,NA,NA
20202,16,2,NA,NA
20202,17,2,NA,NA
20202,18,2,NA,NA
20202,20,2,NA,NA
20203,11,2,NA,NA
20203,12,2,NA,NA
20203,13,2,NA,NA
20203,14,2,NA,NA
20203,15,2,NA,NA
20203,16,2,NA,NA
20203,17,2,NA,NA
20203,18,2,NA,NA
20203,20,2,NA,NA
20204,11,2,NA,NA
20204,12,2,NA,NA
20204,13,2,NA,NA
20204,14,2,NA,NA
20204,15,2,NA,NA
20204,16,2,NA,NA
20204,17,2,NA,NA
20204,18,2,NA,NA
20204,20,2,NA,NA
20205,11,0,NA,NA
20205,12,0,NA,NA
20205,13,0,NA,NA
20205,14,0,NA,NA
20205,15,0,NA,NA
20205,16,0,NA,NA
20205,17,0,NA,NA
20205,18,0,NA,NA
20205,20,0,NA,NA
20206,11,2,NA,NA
20206,12,2,NA,NA
20206,13,2,NA,NA
20206,14,2,NA,NA
20206,15,2,NA,NA
20206,16,2,NA,NA
20206,17,2,NA,NA
20206,18,2,NA,NA
20206,20,2,NA,NA
20207,11,0,NA,NA
20207,12,0,NA,NA
20207,13,0,NA,NA
20207,14,0,NA,NA
20207,15,0,NA,NA
20207,16,0,NA,NA
20207,17,0,NA,NA
20207,18,0,NA,NA
20207,20,0,NA,NA
20208,11,2,NA,NA
20208,12,1,2,1
20208,13,2,NA,NA
20208,14,2,NA,NA
20208,15,2,NA,NA
20208,16,2,NA,NA
20208,17,2,NA,NA
20208,18,2,NA,NA
20208,20,2,NA,NA
20209,11,2,NA,NA
20209,12,2,NA,NA
20209,13,2,NA,NA
20209,14,2,NA,NA
20209,15,2,NA,NA
20209,16,2,NA,NA
20209,17,2,NA,NA
20209,18,2,NA,NA
20209,20,2,NA,NA
20210,11,2,NA,NA
20210,12,2,NA,NA
20210,13,2,NA,NA
20210,14,2,NA,NA
20210,15,2,NA,NA
20210,16,2,NA,NA
20210,17,2,NA,NA
20210,18,2,NA,NA
20210,20,2,NA,NA
20211,11,2,NA,NA
20211,12,2,NA,NA
20211,13,2,NA,NA
20211,14,2,NA,NA
20211,15,2,NA,NA
20211,16,2,NA,NA
20211,17,2,NA,NA
20211,18,2,NA,NA
20211,20,2,NA,NA
20212,11,2,NA,NA
20212,12,2,NA,NA
20212,13,2,NA,NA
20212,14,2,NA,NA
20212,15,2,NA,NA
20212,16,2,NA,NA
20212,17,2,NA,NA
20212,18,2,NA,NA
20212,20,2,NA,NA
20213,11,2,NA,NA
20213,12,1,2,2
20213,13,2,NA,NA
20213,14,2,NA,NA
20213,15,2,NA,NA
20213,16,2,NA,NA
20213,17,2,NA,NA
20213,18,2,NA,NA
20213,20,2,NA,NA
20214,11,2,NA,NA
20214,12,2,NA,NA
20214,13,2,NA,NA
20214,14,2,NA,NA
20214,15,2,NA,NA
20214,16,2,NA,NA
20214,17,2,NA,NA
20214,18,2,NA,NA
20214,20,2,NA,NA
20215,11,2,NA,NA
20215,12,2,NA,NA
20215,13,2,NA,NA
20215,14,2,NA,NA
20215,15,2,NA,NA
20215,16,2,NA,NA
20215,17,2,NA,NA
20215,18,2,NA,NA
20215,20,2,NA,NA
20216,11,1,2,2
20216,12,2,NA,NA
20216,13,2,NA,NA
20216,14,2,NA,NA
20216,15,1,1,1
20216,16,2,NA,NA
20216,17,2,NA,NA
20216,18,2,NA,NA
20216,20,2,NA,NA
20217,11,9,NSS,NSS
20217,12,9,NSS,NSS
20217,13,9,NSS,NSS
20217,14,9,NSS,NSS
20217,15,9,NSS,NSS
20217,16,9,NSS,NSS
20217,17,9,NSS,NSS
20217,18,9,NSS,NSS
20217,20,9,NSS,NSS
20218,11,2,NA,NA
20218,12,2,NA,NA
20218,13,2,NA,NA
20218,14,2,NA,NA
20218,15,2,NA,NA
20218,16,2,NA,NA
20218,17,2,NA,NA
20218,18,2,NA,NA
20218,20,2,NA,NA
20219,11,2,NA,NA
20219,12,1,2,2
20219,13,2,NA,NA
20219,14,2,NA,NA
20219,15,2,NA,NA
20219,16,2,NA,NA
20219,17,2,NA,NA
20219,18,2,NA,NA
20219,20,2,NA,NA
20220,11,2,NA,NA
20220,12,2,NA,NA
20220,13,2,NA,NA
20220,14,2,NA,NA
20220,15,2,NA,NA
20220,16,2,NA,NA
20220,17,2,NA,NA
20220,18,2,NA,NA
20220,20,2,NA,NA
20221,11,2,NA,NA
20221,12,2,NA,NA
20221,13,2,NA,NA
20221,14,2,NA,NA
20221,15,2,NA,NA
20221,16,2,NA,NA
20221,17,2,NA,NA
20221,18,2,NA,NA
20221,20,2,NA,NA
20222,11,2,NA,NA
20222,12,2,NA,NA
20222,13,2,NA,NA
20222,14,2,NA,NA
20222,15,2,NA,NA
20222,16,2,NA,NA
20222,17,2,NA,NA
20222,18,2,NA,NA
20222,20,2,NA,NA
20223,11,1,4,4
20223,12,2,NA,NA
20223,13,2,NA,NA
20223,14,2,NA,NA
20223,15,2,NA,NA
20223,16,2,NA,NA
20223,17,2,NA,NA
20223,18,2,NA,NA
20223,20,2,NA,NA
20224,11,2,NA,NA
20224,12,2,NA,NA
20224,13,2,NA,NA
20224,14,2,NA,NA
20224,15,2,NA,NA
20224,16,2,NA,NA
20224,17,2,NA,NA
20224,18,2,NA,NA
20224,20,2,NA,NA
20225,11,1,28,21
20225,12,2,NA,NA
20225,13,2,NA,NA
20225,14,2,NA,NA
20225,15,2,NA,NA
20225,16,2,NA,NA
20225,17,1,1,0
20225,18,2,NA,NA
20225,20,2,NA,NA
20226,11,2,NA,NA
20226,12,2,NA,NA
20226,13,2,NA,NA
20226,14,2,NA,NA
20226,15,2,NA,NA
20226,16,2,NA,NA
20226,17,2,NA,NA
20226,18,2,NA,NA
20226,20,2,NA,NA
20227,11,2,NA,NA
20227,12,2,NA,NA
20227,13,2,NA,NA
20227,14,2,NA,NA
20227,15,2,NA,NA
20227,16,2,NA,NA
20227,17,2,NA,NA
20227,18,2,NA,NA
20227,20,2,NA,NA
20228,11,2,NA,NA
20228,12,2,NA,NA
20228,13,2,NA,NA
20228,14,2,NA,NA
20228,15,2,NA,NA
20228,16,2,NA,NA
20228,17,2,NA,NA
20228,18,2,NA,NA
20228,20,2,NA,NA
20229,11,2,NA,NA
20229,12,2,NA,NA
20229,13,2,NA,NA
20229,14,2,NA,NA
20229,15,2,NA,NA
20229,16,2,NA,NA
20229,17,2,NA,NA
20229,18,2,NA,NA
20229,20,2,NA,NA
20230,11,2,NA,NA
20230,12,1,12,0
20230,13,2,NA,NA
20230,14,2,NA,NA
20230,15,2,NA,NA
20230,16,2,NA,NA
20230,17,2,NA,NA
20230,18,2,NA,NA
20230,20,2,NA,NA
20231,11,1,20,0
20231,12,2,NA,NA
20231,13,2,NA,NA
20231,14,2,NA,NA
20231,15,2,NA,NA
20231,16,2,NA,NA
20231,17,2,NA,NA
20231,18,2,NA,NA
20231,20,2,NA,NA
20232,11,2,NA,NA
20232,12,2,NA,NA
20232,13,2,NA,NA
20232,14,2,NA,NA
20232,15,2,NA,NA
20232,16,2,NA,NA
20232,17,2,NA,NA
20232,18,2,NA,NA
20232,20,2,NA,NA
20233,11,2,NA,NA
20233,12,2,NA,NA
20233,13,2,NA,NA
20233,14,2,NA,NA
20233,15,2,NA,NA
20233,16,2,NA,NA
20233,17,2,NA,NA
20233,18,2,NA,NA
20233,20,2,NA,NA
20234,11,2,NA,NA
20234,12,2,NA,NA
20234,13,2,NA,NA
20234,14,2,NA,NA
20234,15,2,NA,NA
20234,16,2,NA,NA
20234,17,2,NA,NA
20234,18,2,NA,NA
20234,20,2,NA,NA
20235,11,2,NA,NA
20235,12,2,NA,NA
20235,13,2,NA,NA
20235,14,2,NA,NA
20235,15,2,NA,NA
20235,16,2,NA,NA
20235,17,2,NA,NA
20235,18,2,NA,NA
20235,20,2,NA,NA
20236,11,2,NA,NA
20236,12,2,NA,NA
20236,13,2,NA,NA
20236,14,2,NA,NA
20236,15,2,NA,NA
20236,16,2,NA,NA
20236,17,2,NA,NA
20236,18,2,NA,NA
20236,20,2,NA,NA
20237,11,2,NA,NA
20237,12,2,NA,NA
20237,13,2,NA,NA
20237,14,2,NA,NA
20237,15,2,NA,NA
20237,16,2,NA,NA
20237,17,2,NA,NA
20237,18,2,NA,NA
20237,20,2,NA,NA
20238,11,2,NA,NA
20238,12,2,NA,NA
20238,13,2,NA,NA
20238,14,2,NA,NA
20238,15,2,NA,NA
20238,16,2,NA,NA
20238,17,2,NA,NA
20238,18,2,NA,NA
20238,20,2,NA,NA
20239,11,2,NA,NA
20239,12,2,NA,NA
20239,13,2,NA,NA
20239,14,2,NA,NA
20239,15,2,NA,NA
20239,16,2,NA,NA
20239,17,2,NA,NA
20239,18,2,NA,NA
20239,20,2,NA,NA
20240,11,2,NA,NA
20240,12,2,NA,NA
20240,13,2,NA,NA
20240,14,2,NA,NA
20240,15,2,NA,NA
20240,16,2,NA,NA
20240,17,2,NA,NA
20240,18,2,NA,NA
20240,20,2,NA,NA
20241,11,2,NA,NA
20241,12,2,NA,NA
20241,13,2,NA,NA
20241,14,2,NA,NA
20241,15,2,NA,NA
20241,16,2,NA,NA
20241,17,2,NA,NA
20241,18,2,NA,NA
20241,20,2,NA,NA
20242,11,0,NA,NA
20242,12,0,NA,NA
20242,13,0,NA,NA
20242,14,0,NA,NA
20242,15,0,NA,NA
20242,16,0,NA,NA
20242,17,0,NA,NA
20242,18,0,NA,NA
20242,20,0,NA,NA
20243,11,2,NA,NA
20243,12,2,NA,NA
20243,13,2,NA,NA
20243,14,2,NA,NA
20243,15,2,NA,NA
20243,16,2,NA,NA
20243,17,2,NA,NA
20243,18,2,NA,NA
20243,20,2,NA,NA
20244,11,2,NA,NA
20244,12,2,NA,NA
20244,13,2,NA,NA
20244,14,2,NA,NA
20244,15,2,NA,NA
20244,16,2,NA,NA
20244,17,2,NA,NA
20244,18,2,NA,NA
20244,20,2,NA,NA
