ubicageo_f,funcsepu_a,sexostt,sexos1,sexos2
14077,4,0,0,0
14078,1,0,0,0
14078,2,18,11,7
14078,3,18,11,7
14078,4,0,0,0
14079,1,0,0,0
14079,2,0,0,0
14079,3,33,27,6
14079,4,0,0,0
14080,1,0,0,0
14080,2,0,0,0
14080,3,0,0,0
14080,4,0,0,0
14081,1,0,0,0
14081,2,21,15,6
14081,3,0,0,0
14081,4,0,0,0
14082,1,0,0,0
14082,2,63,37,26
14082,3,0,0,0
14082,4,0,0,0
14083,1,0,0,0
14083,2,143,101,42
14083,3,0,0,0
14083,4,0,0,0
14084,1,0,0,0
14084,2,21,15,6
14084,3,0,0,0
14084,4,0,0,0
14085,1,0,0,0
14085,2,39,33,6
14085,3,1,1,0
14085,4,0,0,0
14086,1,0,0,0
14086,2,25,19,6
14086,3,0,0,0
14086,4,0,0,0
14087,1,0,0,0
14087,2,24,20,4
14087,3,24,20,4
14087,4,0,0,0
14088,1,0,0,0
14088,2,35,27,8
14088,3,0,0,0
14088,4,0,0,0
14089,1,0,0,0
14089,2,12,10,2
14089,3,0,0,0
14089,4,0,0,0
14090,1,0,0,0
14090,2,11,8,3
14090,3,0,0,0
14090,4,0,0,0
14091,1,1,0,1
14091,2,38,35,3
14091,3,0,0,0
14091,4,4,4,0
14092,1,0,0,0
14092,2,14,10,4
14092,3,0,0,0
14092,4,0,0,0
14093,1,0,0,0
14093,2,143,85,58
14093,3,0,0,0
14093,4,0,0,0
14094,1,0,0,0
14094,2,50,44,6
14094,3,50,44,6
14094,4,50,44,6
14095,1,29,24,5
14095,2,1,1,0
14095,3,30,25,5
14095,4,30,25,5
14096,1,0,0,0
14096,2,19,16,3
14096,3,1,0,1
14096,4,0,0,0
14097,1,0,0,0
14097,2,793,576,217
14097,3,0,0,0
14097,4,0,0,0
14098,1,0,0,0
14098,2,815,589,226
14098,3,19,15,4
14098,4,45,36,9
14099,1,0,0,0
14099,2,8,8,0
14099,3,0,0,0
14099,4,0,0,0
14100,1,0,0,0
14100,2,60,51,9
14100,3,0,0,0
14100,4,0,0,0
14101,1,0,0,0
14101,2,757,571,186
14101,3,0,0,0
14101,4,23,15,8
14102,1,1,1,0
14102,2,5,5,0
14102,3,0,0,0
14102,4,0,0,0
14103,1,1,1,0
14103,2,28,25,3
14103,3,0,0,0
14103,4,0,0,0
14104,1,0,0,0
14104,2,19,17,2
14104,3,0,0,0
14104,4,0,0,0
14105,1,3,3,0
14105,2,3,3,0
14105,3,21,11,10
14105,4,20,10,10
14106,1,0,0,0
14106,2,0,0,0
14106,3,0,0,0
14106,4,0,0,0
14107,1,0,0,0
14107,2,8,7,1
14107,3,0,0,0
14107,4,0,0,0
14108,1,0,0,0
14108,2,45,36,9
14108,3,0,0,0
14108,4,0,0,0
14109,1,0,0,0
14109,2,0,0,0
14109,3,17,7,10
14109,4,0,0,0
14110,1,0,0,0
14110,2,30,20,10
14110,3,2,0,2
14110,4,0,0,0
14111,1,0,0,0
14111,2,17,14,3
14111,3,0,0,0
14111,4,0,0,0
14112,1,0,0,0
14112,2,8,5,3
14112,3,0,0,0
14112,4,0,0,0
14113,1,0,0,0
14113,2,19,13,6
14113,3,0,0,0
14113,4,0,0,0
14114,1,0,0,0
14114,2,25,21,4
14114,3,0,0,0
14114,4,0,0,0
14115,1,0,0,0
14115,2,22,20,2
14115,3,0,0,0
14115,4,0,0,0
14116,1,39,37,2
14116,2,39,37,2
14116,3,39,37,2
14116,4,39,37,2
14117,1,0,0,0
14117,2,9,7,2
14117,3,0,0,0
14117,4,0,0,0
14118,1,0,0,0
14118,2,38,21,17
14118,3,0,0,0
14118,4,0,0,0
14119,1,0,0,0
14119,2,0,0,0
14119,3,60,52,8
14119,4,0,0,0
14120,1,41,14,27
14120,2,2483,2243,240
14120,3,112,17,95
14120,4,117,8,109
14121,1,0,0,0
14121,2,65,44,21
14121,3,0,0,0
14121,4,0,0,0
14122,1,0,0,0
14122,2,13,12,1
14122,3,0,0,0
14122,4,0,0,0
14123,1,0,0,0
14123,2,32,26,6
14123,3,0,0,0
14123,4,0,0,0
14124,1,0,0,0
14124,2,0,0,0
14124,3,85,72,13
14124,4,0,0,0
14125,1,0,0,0
14125,2,24,14,10
14125,3,0,0,0
14125,4,0,0,0
15001,1,0,0,0
15001,2,78,57,21
15001,3,0,0,0
15001,4,0,0,0
15002,1,0,0,0
15002,2,2,0,2
15002,3,0,0,0
15002,4,0,0,0
15003,1,0,0,0
15003,2,73,61,12
15003,3,0,0,0
15003,4,0,0,0
15004,1,1,1,0
15004,2,24,20,4
15004,3,0,0,0
15004,4,0,0,0
15005,1,0,0,0
15005,2,153,101,52
15005,3,0,0,0
15005,4,0,0,0
15006,1,0,0,0
15006,2,8,5,3
15006,3,2,1,1
15006,4,10,5,5
15007,1,0,0,0
15007,2,43,38,5
15007,3,0,0,0
15007,4,0,0,0
15008,1,0,0,0
15008,2,33,29,4
15008,3,0,0,0
15008,4,0,0,0
15009,1,0,0,0
15009,2,99,72,27
15009,3,0,0,0
15009,4,0,0,0
15010,1,0,0,0
15010,2,48,37,11
15010,3,0,0,0
15010,4,0,0,0
15011,1,0,0,0
15011,2,64,52,12
15011,3,0,0,0
15011,4,0,0,0
15012,1,0,0,0
15012,2,27,16,11
15012,3,0,0,0
15012,4,0,0,0
15013,1,0,0,0
15013,2,1167,909,258
15013,3,0,0,0
15013,4,0,0,0
15014,1,0,0,0
15014,2,85,75,10
15014,3,0,0,0
15014,4,0,0,0
15015,1,0,0,0
15015,2,49,33,16
15015,3,0,0,0
15015,4,0,0,0
15016,1,0,0,0
15016,2,32,18,14
15016,3,0,0,0
15016,4,0,0,0
15017,1,0,0,0
15017,2,37,27,10
15017,3,0,0,0
15017,4,0,0,0
15018,1,0,0,0
15018,2,70,49,21
15018,3,0,0,0
15018,4,0,0,0
15019,1,0,0,0
15019,2,40,31,9
15019,3,0,0,0
15019,4,0,0,0
15020,1,0,0,0
15020,2,255,218,37
15020,3,0,0,0
15020,4,0,0,0
15021,1,0,0,0
15021,2,52,42,10
15021,3,0,0,0
15021,4,0,0,0
15022,1,0,0,0
15022,2,40,31,9
15022,3,0,0,0
15022,4,0,0,0
15023,1,0,0,0
15023,2,48,40,8
15023,3,0,0,0
15023,4,0,0,0
15024,1,0,0,0
15024,2,2,1,1
15024,3,309,269,40
15024,4,0,0,0
15025,1,0,0,0
15025,2,327,265,62
15025,3,0,0,0
15025,4,0,0,0
15026,1,0,0,0
15026,2,26,26,0
15026,3,0,0,0
15026,4,0,0,0
15027,1,0,0,0
15027,2,23,12,11
15027,3,0,0,0
15027,4,0,0,0
15028,1,0,0,0
15028,2,44,34,10
15028,3,0,0,0
15028,4,0,0,0
15029,1,0,0,0
15029,2,306,227,79
15029,3,0,0,0
15029,4,0,0,0
15030,1,0,0,0
15030,2,59,38,21
15030,3,0,0,0
15030,4,0,0,0
15031,1,10,10,0
15031,2,675,424,251
15031,3,116,74,42
15031,4,174,111,63
15032,1,0,0,0
15032,2,22,16,6
15032,3,0,0,0
15032,4,0,0,0
15033,1,0,0,0
15033,2,127,97,30
15033,3,82,27,55
15033,4,82,68,14
15034,1,0,0,0
15034,2,37,29,8
15034,3,0,0,0
15034,4,0,0,0
15035,1,0,0,0
15035,2,174,122,52
15035,3,174,122,52
15035,4,174,122,52
15036,1,0,0,0
15036,2,55,46,9
15036,3,0,0,0
15036,4,0,0,0
15037,1,242,228,14
15037,2,0,0,0
15037,3,0,0,0
15037,4,70,56,14
15038,1,0,0,0
15038,2,29,19,10
15038,3,0,0,0
15038,4,0,0,0
15039,1,0,0,0
15039,2,731,473,258
15039,3,0,0,0
15039,4,0,0,0
15040,1,0,0,0
15040,2,52,38,14
15040,3,0,0,0
15040,4,0,0,0
15041,1,0,0,0
15041,2,18,10,8
15041,3,0,0,0
15041,4,0,0,0
15042,1,1,0,1
15042,2,1,1,0
15042,3,88,83,5
15042,4,10,10,0
15043,1,0,0,0
15043,2,33,24,9
15043,3,0,0,0
15043,4,0,0,0
15044,1,0,0,0
15044,2,49,38,11
15044,3,0,0,0
15044,4,0,0,0
15045,1,0,0,0
15045,2,106,87,19
15045,3,0,0,0
15045,4,0,0,0
15046,1,0,0,0
15046,2,59,36,23
15046,3,0,0,0
15046,4,0,0,0
15047,1,0,0,0
15047,2,62,50,12
15047,3,0,0,0
15047,4,0,0,0
15048,1,2,2,0
15048,2,2,1,1
15048,3,6,0,6
15048,4,55,55,0
15049,1,0,0,0
15049,2,35,29,6
15049,3,0,0,0
15049,4,0,0,0
15050,1,0,0,0
15050,2,50,34,16
15050,3,7,2,5
15050,4,0,0,0
15051,1,3,3,0
15051,2,94,74,20
15051,3,0,0,0
15051,4,14,12,2
15052,1,0,0,0
15052,2,47,37,10
15052,3,0,0,0
15052,4,0,0,0
15053,1,1,1,0
15053,2,12,9,3
15053,3,75,60,15
15053,4,11,9,2
15054,1,19,17,2
15054,2,295,245,50
15054,3,36,36,0
15054,4,40,35,5
15055,1,0,0,0
15055,2,23,16,7
15055,3,6,3,3
15055,4,0,0,0
15056,1,0,0,0
15056,2,27,25,2
15056,3,0,0,0
15056,4,0,0,0
15057,1,112,56,56
15057,2,1421,1068,353
15057,3,38,13,25
15057,4,117,97,20
15058,1,43,24,19
15058,2,605,392,213
15058,3,1106,771,335
15058,4,259,191,68
15059,1,0,0,0
15059,2,41,32,9
15059,3,0,0,0
15059,4,0,0,0
15060,1,0,0,0
15060,2,234,187,47
15060,3,0,0,0
15060,4,0,0,0
15061,1,0,0,0
15061,2,0,0,0
15061,3,0,0,0
15061,4,20,12,8
15062,1,0,0,0
15062,2,0,0,0
15062,3,0,0,0
15062,4,0,0,0
15063,1,NA,NA,NA
15063,2,NA,NA,NA
15063,3,NA,NA,NA
15063,4,NA,NA,NA
15064,1,0,0,0
15064,2,0,0,0
15064,3,31,26,5
15064,4,0,0,0
15065,1,0,0,0
15065,2,24,16,8
15065,3,0,0,0
15065,4,0,0,0
15066,1,0,0,0
15066,2,4,2,2
15066,3,0,0,0
15066,4,0,0,0
15067,1,0,0,0
15067,2,50,44,6
15067,3,0,0,0
15067,4,0,0,0
15068,1,0,0,0
15068,2,50,40,10
15068,3,0,0,0
15068,4,0,0,0
15069,1,0,0,0
15069,2,16,10,6
15069,3,0,0,0
15069,4,0,0,0
15070,1,0,0,0
15070,2,472,350,122
15070,3,0,0,0
15070,4,0,0,0
15071,1,0,0,0
15071,2,0,0,0
15071,3,0,0,0
15071,4,0,0,0
15072,1,0,0,0
15072,2,35,31,4
15072,3,0,0,0
15072,4,0,0,0
15073,1,0,0,0
15073,2,0,0,0
15073,3,27,24,3
15073,4,14,10,4
15074,1,0,0,0
15074,2,74,61,13
15074,3,0,0,0
15074,4,0,0,0
15075,1,0,0,0
15075,2,49,37,12
15075,3,0,0,0
15075,4,0,0,0
15076,1,0,0,0
15076,2,75,51,24
15076,3,0,0,0
15076,4,0,0,0
15077,1,0,0,0
15077,2,4,3,1
15077,3,4,3,1
15077,4,0,0,0
15078,1,0,0,0
15078,2,0,0,0
15078,3,14,10,4
15078,4,0,0,0
15079,1,0,0,0
15079,2,19,17,2
15079,3,0,0,0
15079,4,0,0,0
15080,1,0,0,0
15080,2,25,19,6
15080,3,0,0,0
15080,4,0,0,0
15081,1,5,5,0
15081,2,26,14,12
15081,3,553,426,127
15081,4,67,58,9
15082,1,0,0,0
15082,2,34,28,6
15082,3,0,0,0
15082,4,0,0,0
15083,1,0,0,0
15083,2,44,31,13
15083,3,0,0,0
15083,4,0,0,0
15084,1,0,0,0
15084,2,82,62,20
15084,3,0,0,0
15084,4,0,0,0
15085,1,0,0,0
15085,2,57,42,15
15085,3,0,0,0
15085,4,0,0,0
15086,1,0,0,0
15086,2,32,21,11
15086,3,0,0,0
15086,4,0,0,0
15087,1,0,0,0
15087,2,0,0,0
15087,3,0,0,0
15087,4,0,0,0
15088,1,0,0,0
15088,2,109,89,20
15088,3,0,0,0
15088,4,0,0,0
15089,1,0,0,0
15089,2,37,25,12
15089,3,0,0,0
15089,4,0,0,0
15090,1,0,0,0
15090,2,94,76,18
15090,3,0,0,0
15090,4,15,13,2
15091,1,0,0,0
15091,2,118,92,26
15091,3,9,6,3
15091,4,0,0,0
15092,1,0,0,0
15092,2,0,0,0
15092,3,105,75,30
15092,4,0,0,0
15093,1,0,0,0
15093,2,72,48,24
15093,3,0,0,0
15093,4,0,0,0
15094,1,0,0,0
15094,2,35,28,7
15094,3,0,0,0
15094,4,0,0,0
15095,1,0,0,0
15095,2,0,0,0
15095,3,144,113,31
15095,4,0,0,0
15096,1,0,0,0
15096,2,37,26,11
15096,3,1,1,0
15096,4,0,0,0
15097,1,0,0,0
15097,2,12,10,2
15097,3,0,0,0
15097,4,0,0,0
15098,1,0,0,0
15098,2,18,13,5
15098,3,0,0,0
15098,4,0,0,0
15099,1,0,0,0
15099,2,0,0,0
15099,3,358,270,88
15099,4,0,0,0
15100,1,0,0,0
15100,2,76,61,15
15100,3,0,0,0
15100,4,0,0,0
15101,1,1,0,1
15101,2,77,67,10
15101,3,0,0,0
15101,4,10,7,3
15102,1,0,0,0
15102,2,0,0,0
15102,3,0,0,0
15102,4,0,0,0
15103,1,0,0,0
15103,2,94,70,24
15103,3,0,0,0
15103,4,0,0,0
15104,1,0,0,0
15104,2,43,27,16
15104,3,0,0,0
15104,4,0,0,0
15105,1,0,0,0
15105,2,22,16,6
15105,3,0,0,0
15105,4,0,0,0
15106,1,3,3,0
15106,2,158,103,55
15106,3,13,9,4
15106,4,1328,1049,279
15107,1,0,0,0
15107,2,30,25,5
15107,3,0,0,0
15107,4,0,0,0
15108,1,0,0,0
15108,2,239,190,49
15108,3,0,0,0
15108,4,0,0,0
15109,1,9,9,0
15109,2,700,540,160
15109,3,0,0,0
15109,4,0,0,0
15110,1,0,0,0
15110,2,85,69,16
15110,3,0,0,0
15110,4,0,0,0
15111,1,0,0,0
15111,2,6,4,2
15111,3,6,4,2
15111,4,37,32,5
15112,1,0,0,0
15112,2,53,41,12
15112,3,0,0,0
15112,4,0,0,0
15113,1,0,0,0
15113,2,53,48,5
15113,3,0,0,0
15113,4,0,0,0
15114,1,10,10,0
15114,2,25,20,5
15114,3,25,20,5
15114,4,10,10,0
15115,1,0,0,0
15115,2,59,45,14
15115,3,0,0,0
15115,4,0,0,0
15116,1,0,0,0
15116,2,21,19,2
15116,3,0,0,0
15116,4,0,0,0
15117,1,0,0,0
15117,2,11,10,1
15117,3,0,0,0
15117,4,0,0,0
15118,1,0,0,0
15118,2,145,137,8
15118,3,0,0,0
15118,4,0,0,0
15119,1,0,0,0
15119,2,39,32,7
15119,3,0,0,0
15119,4,0,0,0
15120,1,0,0,0
15120,2,211,173,38
15120,3,0,0,0
15120,4,0,0,0
15121,1,0,0,0
15121,2,900,709,191
15121,3,0,0,0
15121,4,0,0,0
15122,1,0,0,0
15122,2,324,231,93
15122,3,0,0,0
15122,4,103,88,15
15123,1,0,0,0
15123,2,21,15,6
15123,3,0,0,0
15123,4,0,0,0
15124,1,0,0,0
15124,2,113,88,25
15124,3,0,0,0
15124,4,0,0,0
15125,1,0,0,0
15125,2,38,29,9
15125,3,0,0,0
15125,4,0,0,0
16001,1,0,0,0
16001,2,18,17,1
16001,3,0,0,0
16001,4,0,0,0
16002,1,0,0,0
16002,2,3,3,0
16002,3,0,0,0
16002,4,0,0,0
16003,1,0,0,0
16003,2,0,0,0
16003,3,0,0,0
16003,4,0,0,0
16004,1,0,0,0
16004,2,32,30,2
16004,3,0,0,0
16004,4,0,0,0
16005,1,0,0,0
16005,2,22,18,4
16005,3,0,0,0
16005,4,0,0,0
16006,1,0,0,0
16006,2,186,131,55
16006,3,0,0,0
16006,4,0,0,0
16007,1,0,0,0
16007,2,12,10,2
16007,3,0,0,0
16007,4,0,0,0
16008,1,NA,NA,NA
16008,2,NA,NA,NA
16008,3,NA,NA,NA
16008,4,NA,NA,NA
16009,1,0,0,0
16009,2,50,44,6
16009,3,0,0,0
16009,4,0,0,0
16010,1,NA,NA,NA
16010,2,NA,NA,NA
16010,3,NA,NA,NA
16010,4,NA,NA,NA
16011,1,0,0,0
16011,2,27,22,5
16011,3,0,0,0
16011,4,0,0,0
16012,1,0,0,0
16012,2,72,65,7
16012,3,0,0,0
16012,4,0,0,0
16013,1,0,0,0
16013,2,15,12,3
16013,3,15,12,3
16013,4,15,12,3
16014,1,0,0,0
16014,2,14,13,1
16014,3,0,0,0
16014,4,0,0,0
16015,1,0,0,0
16015,2,22,21,1
16015,3,0,0,0
16015,4,0,0,0
16016,1,0,0,0
16016,2,20,17,3
16016,3,0,0,0
16016,4,0,0,0
16017,1,0,0,0
16017,2,32,29,3
16017,3,0,0,0
16017,4,0,0,0
16018,1,0,0,0
16018,2,22,15,7
16018,3,0,0,0
16018,4,0,0,0
16019,1,0,0,0
16019,2,28,24,4
16019,3,0,0,0
16019,4,0,0,0
16020,1,0,0,0
16020,2,51,42,9
16020,3,0,0,0
16020,4,0,0,0
16021,1,0,0,0
16021,2,0,0,0
16021,3,20,18,2
16021,4,0,0,0
16022,1,0,0,0
16022,2,32,29,3
16022,3,0,0,0
16022,4,0,0,0
16023,1,0,0,0
16023,2,24,21,3
16023,3,0,0,0
16023,4,0,0,0
16024,1,0,0,0
16024,2,60,50,10
16024,3,0,0,0
16024,4,0,0,0
16025,1,0,0,0
16025,2,38,31,7
16025,3,0,0,0
16025,4,0,0,0
16026,1,0,0,0
16026,2,4,3,1
16026,3,0,0,0
16026,4,0,0,0
16027,1,0,0,0
16027,2,20,13,7
16027,3,0,0,0
16027,4,0,0,0
16028,1,0,0,0
16028,2,11,9,2
16028,3,0,0,0
16028,4,0,0,0
16029,1,0,0,0
16029,2,36,35,1
16029,3,0,0,0
16029,4,0,0,0
16030,1,0,0,0
16030,2,19,11,8
16030,3,19,11,8
16030,4,0,0,0
16031,1,0,0,0
16031,2,22,15,7
16031,3,5,5,0
16031,4,0,0,0
16032,1,0,0,0
16032,2,17,15,2
16032,3,0,0,0
16032,4,0,0,0
16033,1,0,0,0
16033,2,97,90,7
16033,3,0,0,0
16033,4,0,0,0
16034,1,0,0,0
16034,2,162,116,46
16034,3,0,0,0
16034,4,0,0,0
16035,1,0,0,0
16035,2,81,72,9
16035,3,0,0,0
16035,4,0,0,0
16036,1,0,0,0
16036,2,19,14,5
16036,3,0,0,0
16036,4,0,0,0
16037,1,0,0,0
16037,2,9,8,1
16037,3,0,0,0
16037,4,0,0,0
16038,1,0,0,0
16038,2,0,0,0
16038,3,56,49,7
16038,4,0,0,0
16039,1,0,0,0
16039,2,21,17,4
16039,3,0,0,0
16039,4,0,0,0
16040,1,0,0,0
16040,2,21,16,5
16040,3,0,0,0
16040,4,0,0,0
16041,1,0,0,0
16041,2,35,26,9
16041,3,3,2,1
16041,4,0,0,0
16042,1,0,0,0
16042,2,19,18,1
16042,3,0,0,0
16042,4,0,0,0
16043,1,0,0,0
16043,2,96,83,13
16043,3,3,2,1
16043,4,0,0,0
16044,1,0,0,0
16044,2,20,16,4
16044,3,8,5,3
16044,4,0,0,0
16045,1,0,0,0
16045,2,35,30,5
16045,3,14,9,5
16045,4,0,0,0
16046,1,0,0,0
16046,2,28,24,4
16046,3,0,0,0
16046,4,0,0,0
16047,1,0,0,0
16047,2,28,24,4
16047,3,0,0,0
16047,4,0,0,0
16048,1,0,0,0
16048,2,14,10,4
16048,3,0,0,0
16048,4,0,0,0
16049,1,0,0,0
16049,2,38,34,4
16049,3,0,0,0
16049,4,0,0,0
16050,1,0,0,0
16050,2,86,65,21
16050,3,0,0,0
16050,4,0,0,0
16051,1,ND,ND,ND
16051,2,ND,ND,ND
16051,3,ND,ND,ND
16051,4,ND,ND,ND
16052,1,0,0,0
16052,2,150,77,73
16052,3,4,2,2
16052,4,6,3,3
16053,1,15,11,4
16053,2,0,0,0
16053,3,679,387,292
16053,4,61,38,23
16054,1,0,0,0
16054,2,10,8,2
16054,3,0,0,0
16054,4,0,0,0
16055,1,0,0,0
16055,2,98,95,3
16055,3,0,0,0
16055,4,0,0,0
16056,1,0,0,0
16056,2,0,0,0
16056,3,44,37,7
16056,4,0,0,0
16057,1,0,0,0
16057,2,12,10,2
16057,3,0,0,0
16057,4,0,0,0
16058,1,4,4,0
16058,2,2,2,0
16058,3,26,20,6
16058,4,0,0,0
16059,1,0,0,0
16059,2,21,16,5
16059,3,0,0,0
16059,4,0,0,0
16060,1,0,0,0
16060,2,13,8,5
16060,3,0,0,0
16060,4,0,0,0
16061,1,0,0,0
16061,2,36,25,11
16061,3,0,0,0
16061,4,0,0,0
16062,1,0,0,0
16062,2,37,34,3
16062,3,0,0,0
16062,4,0,0,0
16063,1,0,0,0
16063,2,6,5,1
16063,3,0,0,0
16063,4,0,0,0
16064,1,0,0,0
16064,2,33,29,4
16064,3,0,0,0
16064,4,0,0,0
16065,1,0,0,0
16065,2,49,43,6
16065,3,0,0,0
16065,4,0,0,0
16066,1,0,0,0
16066,2,91,68,23
16066,3,0,0,0
16066,4,0,0,0
16067,1,0,0,0
16067,2,30,25,5
16067,3,0,0,0
16067,4,0,0,0
16068,1,0,0,0
16068,2,58,45,13
16068,3,0,0,0
16068,4,0,0,0
16069,1,0,0,0
16069,2,190,158,32
16069,3,0,0,0
16069,4,0,0,0
16070,1,0,0,0
16070,2,28,26,2
16070,3,0,0,0
16070,4,0,0,0
16071,1,0,0,0
16071,2,92,79,13
16071,3,14,14,0
16071,4,0,0,0
16072,1,0,0,0
16072,2,27,20,7
16072,3,0,0,0
16072,4,0,0,0
16073,1,0,0,0
16073,2,26,20,6
16073,3,3,3,0
16073,4,0,0,0
16074,1,0,0,0
16074,2,13,10,3
16074,3,0,0,0
16074,4,0,0,0
16075,1,0,0,0
16075,2,120,100,20
16075,3,0,0,0
16075,4,0,0,0
16076,1,1,1,0
16076,2,0,0,0
16076,3,44,36,8
16076,4,0,0,0
16077,1,0,0,0
16077,2,16,15,1
16077,3,0,0,0
16077,4,0,0,0
16078,1,0,0,0
16078,2,23,19,4
16078,3,0,0,0
16078,4,0,0,0
16079,1,0,0,0
16079,2,52,38,14
16079,3,0,0,0
16079,4,0,0,0
16080,1,0,0,0
16080,2,0,0,0
16080,3,2,0,2
16080,4,14,11,3
16081,1,0,0,0
16081,2,12,11,1
16081,3,0,0,0
16081,4,0,0,0
16082,1,0,0,0
16082,2,124,85,39
16082,3,0,0,0
16082,4,0,0,0
16083,1,0,0,0
16083,2,39,34,5
16083,3,0,0,0
16083,4,0,0,0
16084,1,0,0,0
16084,2,25,21,4
16084,3,0,0,0
16084,4,0,0,0
16085,1,0,0,0
16085,2,0,0,0
16085,3,40,32,8
16085,4,0,0,0
16086,1,0,0,0
16086,2,25,22,3
16086,3,25,22,3
16086,4,0,0,0
16087,1,0,0,0
16087,2,28,23,5
16087,3,0,0,0
16087,4,0,0,0
16088,1,0,0,0
16088,2,0,0,0
16088,3,0,0,0
16088,4,0,0,0
16089,1,0,0,0
16089,2,41,37,4
16089,3,0,0,0
16089,4,0,0,0
16090,1,0,0,0
16090,2,24,20,4
16090,3,0,0,0
16090,4,0,0,0
16091,1,0,0,0
16091,2,32,27,5
16091,3,0,0,0
16091,4,0,0,0
16092,1,0,0,0
16092,2,15,15,0
16092,3,8,8,0
16092,4,0,0,0
16093,1,0,0,0
16093,2,11,7,4
16093,3,2,2,0
16093,4,0,0,0
16094,1,0,0,0
16094,2,9,8,1
16094,3,0,0,0
16094,4,0,0,0
16095,1,0,0,0
16095,2,24,23,1
16095,3,0,0,0
16095,4,0,0,0
16096,1,0,0,0
16096,2,12,11,1
16096,3,0,0,0
16096,4,0,0,0
16097,1,0,0,0
16097,2,0,0,0
16097,3,0,0,0
16097,4,0,0,0
16098,1,0,0,0
16098,2,20,17,3
16098,3,3,1,2
16098,4,0,0,0
16099,1,0,0,0
16099,2,36,31,5
16099,3,0,0,0
16099,4,0,0,0
16100,1,0,0,0
16100,2,22,17,5
16100,3,0,0,0
16100,4,0,0,0
16101,1,0,0,0
16101,2,24,19,5
16101,3,0,0,0
16101,4,0,0,0
16102,1,0,0,0
16102,2,367,249,118
16102,3,7,2,5
16102,4,0,0,0
16103,1,0,0,0
16103,2,30,26,4
16103,3,0,0,0
16103,4,0,0,0
16104,1,0,0,0
16104,2,0,0,0
16104,3,19,14,5
16104,4,0,0,0
16105,1,0,0,0
16105,2,36,33,3
16105,3,0,0,0
16105,4,0,0,0
16106,1,0,0,0
16106,2,0,0,0
16106,3,66,60,6
16106,4,0,0,0
16107,1,0,0,0
16107,2,74,59,15
16107,3,0,0,0
16107,4,0,0,0
16108,1,9,5,4
16108,2,0,0,0
16108,3,8,6,2
16108,4,12,10,2
16109,1,0,0,0
16109,2,7,7,0
16109,3,0,0,0
16109,4,0,0,0
16110,1,0,0,0
16110,2,58,49,9
16110,3,0,0,0
16110,4,0,0,0
16111,1,0,0,0
16111,2,27,22,5
16111,3,0,0,0
16111,4,0,0,0
16112,1,7,6,1
16112,2,17,7,10
16112,3,475,327,148
16112,4,0,0,0
16113,1,0,0,0
16113,2,29,23,6
16113,3,0,0,0
16113,4,0,0,0
17001,1,0,0,0
17001,2,0,0,0
17001,3,0,0,0
17001,4,0,0,0
17002,1,0,0,0
17002,2,3,1,2
17002,3,0,0,0
17002,4,0,0,0
17003,1,0,0,0
17003,2,70,63,7
17003,3,0,0,0
17003,4,0,0,0
17004,1,0,0,0
17004,2,2,2,0
17004,3,0,0,0
17004,4,0,0,0
17005,1,0,0,0
17005,2,11,8,3
17005,3,0,0,0
17005,4,0,0,0
17006,1,0,0,0
17006,2,0,0,0
17006,3,0,0,0
17006,4,0,0,0
17007,1,0,0,0
17007,2,494,404,90
17007,3,0,0,0
17007,4,0,0,0
17008,1,0,0,0
17008,2,0,0,0
17008,3,16,11,5
17008,4,0,0,0
17009,1,0,0,0
17009,2,0,0,0
17009,3,0,0,0
17009,4,0,0,0
17010,1,0,0,0
17010,2,40,34,6
17010,3,40,34,6
17010,4,0,0,0
17011,1,0,0,0
17011,2,119,93,26
17011,3,0,0,0
17011,4,0,0,0
17012,1,0,0,0
17012,2,116,96,20
17012,3,0,0,0
17012,4,0,0,0
17013,1,0,0,0
17013,2,53,44,9
17013,3,0,0,0
17013,4,0,0,0
17014,1,0,0,0
17014,2,0,0,0
17014,3,18,13,5
17014,4,0,0,0
17015,1,0,0,0
17015,2,23,20,3
17015,3,0,0,0
17015,4,0,0,0
17016,1,0,0,0
17016,2,11,8,3
17016,3,0,0,0
17016,4,0,0,0
17017,1,0,0,0
17017,2,0,0,0
17017,3,46,35,11
17017,4,0,0,0
17018,1,0,0,0
17018,2,131,100,31
17018,3,0,0,0
17018,4,0,0,0
17019,1,0,0,0
17019,2,0,0,0
17019,3,0,0,0
17019,4,0,0,0
17020,1,0,0,0
17020,2,0,0,0
17020,3,0,0,0
17020,4,48,39,9
17021,1,0,0,0
17021,2,15,11,4
17021,3,0,0,0
17021,4,0,0,0
17022,1,0,0,0
17022,2,26,21,5
17022,3,0,0,0
17022,4,0,0,0
17023,1,0,0,0
17023,2,32,25,7
17023,3,0,0,0
17023,4,0,0,0
17024,1,0,0,0
17024,2,72,53,19
17024,3,0,0,0
17024,4,0,0,0
17025,1,0,0,0
17025,2,31,27,4
17025,3,0,0,0
17025,4,0,0,0
17026,1,0,0,0
17026,2,11,10,1
17026,3,0,0,0
17026,4,0,0,0
17027,1,0,0,0
17027,2,0,0,0
17027,3,24,19,5
17027,4,0,0,0
17028,1,0,0,0
17028,2,87,64,23
17028,3,0,0,0
17028,4,0,0,0
17029,1,0,0,0
17029,2,97,84,13
17029,3,0,0,0
17029,4,0,0,0
17030,1,0,0,0
17030,2,0,0,0
17030,3,0,0,0
