ubicageo_f,gradorga_b,sexostt,sexos1,sexos2,sexosne
20512,31,0,0,0,
20512,32,0,0,0,
20512,33,0,0,0,
20512,41,0,0,0,
20512,42,0,0,0,
20512,43,0,0,0,
20512,44,0,0,0,
20512,50,12,12,0,
20512,60,0,0,0,
20512,70,0,0,0,
20513,11,0,0,0,
20513,12,0,0,0,
20513,13,0,0,0,
20513,21,0,0,0,
20513,22,0,0,0,
20513,23,0,0,0,
20513,31,0,0,0,
20513,32,0,0,0,
20513,33,0,0,0,
20513,41,2,2,0,
20513,42,2,2,0,
20513,43,0,0,0,
20513,44,23,17,6,
20513,50,0,0,0,
20513,60,0,0,0,
20513,70,0,0,0,
20514,11,0,0,0,
20514,12,0,0,0,
20514,13,0,0,0,
20514,21,0,0,0,
20514,22,0,0,0,
20514,23,0,0,0,
20514,31,0,0,0,
20514,32,0,0,0,
20514,33,0,0,0,
20514,41,0,0,0,
20514,42,0,0,0,
20514,43,0,0,0,
20514,44,0,0,0,
20514,50,10,10,0,
20514,60,0,0,0,
20514,70,0,0,0,
20515,11,0,0,0,
20515,12,0,0,0,
20515,13,0,0,0,
20515,21,0,0,0,
20515,22,0,0,0,
20515,23,0,0,0,
20515,31,0,0,0,
20515,32,0,0,0,
20515,33,0,0,0,
20515,41,1,1,0,
20515,42,2,1,1,
20515,43,9,7,2,
20515,44,30,17,13,
20515,50,0,0,0,
20515,60,0,0,0,
20515,70,0,0,0,
20516,11,0,0,0,
20516,12,0,0,0,
20516,13,0,0,0,
20516,21,0,0,0,
20516,22,0,0,0,
20516,23,0,0,0,
20516,31,0,0,0,
20516,32,0,0,0,
20516,33,0,0,0,
20516,41,0,0,0,
20516,42,0,0,0,
20516,43,0,0,0,
20516,44,0,0,0,
20516,50,20,20,0,
20516,60,0,0,0,
20516,70,0,0,0,
20517,11,0,0,0,
20517,12,0,0,0,
20517,13,0,0,0,
20517,21,0,0,0,
20517,22,0,0,0,
20517,23,0,0,0,
20517,31,0,0,0,
20517,32,0,0,0,
20517,33,0,0,0,
20517,41,0,0,0,
20517,42,0,0,0,
20517,43,0,0,0,
20517,44,0,0,0,
20517,50,40,40,0,
20517,60,0,0,0,
20517,70,0,0,0,
20518,11,0,0,0,
20518,12,0,0,0,
20518,13,0,0,0,
20518,21,0,0,0,
20518,22,0,0,0,
20518,23,0,0,0,
20518,31,0,0,0,
20518,32,0,0,0,
20518,33,0,0,0,
20518,41,0,0,0,
20518,42,0,0,0,
20518,43,0,0,0,
20518,44,0,0,0,
20518,50,3,3,0,
20518,60,0,0,0,
20518,70,0,0,0,
20519,11,0,0,0,
20519,12,0,0,0,
20519,13,0,0,0,
20519,21,0,0,0,
20519,22,0,0,0,
20519,23,0,0,0,
20519,31,0,0,0,
20519,32,0,0,0,
20519,33,0,0,0,
20519,41,1,1,0,
20519,42,0,0,0,
20519,43,0,0,0,
20519,44,8,6,2,
20519,50,0,0,0,
20519,60,0,0,0,
20519,70,0,0,0,
20520,11,0,0,0,
20520,12,0,0,0,
20520,13,0,0,0,
20520,21,0,0,0,
20520,22,0,0,0,
20520,23,0,0,0,
20520,31,0,0,0,
20520,32,0,0,0,
20520,33,0,0,0,
20520,41,0,0,0,
20520,42,0,0,0,
20520,43,0,0,0,
20520,44,14,12,2,
20520,50,0,0,0,
20520,60,0,0,0,
20520,70,0,0,0,
20521,11,0,0,0,
20521,12,0,0,0,
20521,13,0,0,0,
20521,21,0,0,0,
20521,22,0,0,0,
20521,23,0,0,0,
20521,31,0,0,0,
20521,32,0,0,0,
20521,33,0,0,0,
20521,41,0,0,0,
20521,42,0,0,0,
20521,43,0,0,0,
20521,44,0,0,0,
20521,50,10,9,1,
20521,60,0,0,0,
20521,70,0,0,0,
20522,11,0,0,0,
20522,12,0,0,0,
20522,13,0,0,0,
20522,21,0,0,0,
20522,22,0,0,0,
20522,23,0,0,0,
20522,31,0,0,0,
20522,32,0,0,0,
20522,33,0,0,0,
20522,41,0,0,0,
20522,42,0,0,0,
20522,43,0,0,0,
20522,44,0,0,0,
20522,50,7,7,0,
20522,60,0,0,0,
20522,70,0,0,0,
20523,11,0,0,0,
20523,12,0,0,0,
20523,13,0,0,0,
20523,21,0,0,0,
20523,22,0,0,0,
20523,23,0,0,0,
20523,31,0,0,0,
20523,32,0,0,0,
20523,33,0,0,0,
20523,41,0,0,0,
20523,42,0,0,0,
20523,43,0,0,0,
20523,44,0,0,0,
20523,50,11,11,0,
20523,60,0,0,0,
20523,70,0,0,0,
20524,11,0,0,0,
20524,12,0,0,0,
20524,13,0,0,0,
20524,21,0,0,0,
20524,22,0,0,0,
20524,23,0,0,0,
20524,31,0,0,0,
20524,32,0,0,0,
20524,33,1,1,0,
20524,41,0,0,0,
20524,42,0,0,0,
20524,43,0,0,0,
20524,44,2,2,0,
20524,50,0,0,0,
20524,60,0,0,0,
20524,70,0,0,0,
20525,11,0,0,0,
20525,12,0,0,0,
20525,13,0,0,0,
20525,21,0,0,0,
20525,22,0,0,0,
20525,23,0,0,0,
20525,31,0,0,0,
20525,32,0,0,0,
20525,33,0,0,0,
20525,41,1,1,0,
20525,42,1,1,0,
20525,43,0,0,0,
20525,44,12,8,4,
20525,50,0,0,0,
20525,60,0,0,0,
20525,70,0,0,0,
20526,11,2,2,0,
20526,12,0,0,0,
20526,13,0,0,0,
20526,21,0,0,0,
20526,22,0,0,0,
20526,23,0,0,0,
20526,31,0,0,0,
20526,32,0,0,0,
20526,33,0,0,0,
20526,41,0,0,0,
20526,42,0,0,0,
20526,43,0,0,0,
20526,44,28,24,4,
20526,50,0,0,0,
20526,60,0,0,0,
20526,70,0,0,0,
20527,11,0,0,0,
20527,12,1,1,0,
20527,13,2,2,0,
20527,21,0,0,0,
20527,22,0,0,0,
20527,23,0,0,0,
20527,31,0,0,0,
20527,32,0,0,0,
20527,33,0,0,0,
20527,41,1,1,0,
20527,42,1,1,0,
20527,43,1,1,0,
20527,44,14,14,0,
20527,50,0,0,0,
20527,60,0,0,0,
20527,70,0,0,0,
20528,11,0,0,0,
20528,12,0,0,0,
20528,13,0,0,0,
20528,21,0,0,0,
20528,22,0,0,0,
20528,23,0,0,0,
20528,31,0,0,0,
20528,32,0,0,0,
20528,33,0,0,0,
20528,41,0,0,0,
20528,42,0,0,0,
20528,43,0,0,0,
20528,44,18,18,0,
20528,50,0,0,0,
20528,60,0,0,0,
20528,70,0,0,0,
20529,11,0,0,0,
20529,12,0,0,0,
20529,13,0,0,0,
20529,21,0,0,0,
20529,22,0,0,0,
20529,23,0,0,0,
20529,31,0,0,0,
20529,32,0,0,0,
20529,33,0,0,0,
20529,41,1,1,0,
20529,42,0,0,0,
20529,43,0,0,0,
20529,44,11,10,1,
20529,50,0,0,0,
20529,60,0,0,0,
20529,70,0,0,0,
20530,11,0,0,0,
20530,12,0,0,0,
20530,13,0,0,0,
20530,21,0,0,0,
20530,22,0,0,0,
20530,23,0,0,0,
20530,31,0,0,0,
20530,32,2,2,0,
20530,33,0,0,0,
20530,41,1,1,0,
20530,42,1,1,0,
20530,43,1,1,0,
20530,44,27,27,0,
20530,50,0,0,0,
20530,60,0,0,0,
20530,70,0,0,0,
20531,11,0,0,0,
20531,12,0,0,0,
20531,13,0,0,0,
20531,21,0,0,0,
20531,22,0,0,0,
20531,23,0,0,0,
20531,31,0,0,0,
20531,32,4,4,0,
20531,33,0,0,0,
20531,41,0,0,0,
20531,42,0,0,0,
20531,43,0,0,0,
20531,44,43,43,0,
20531,50,0,0,0,
20531,60,0,0,0,
20531,70,0,0,0,
20532,11,0,0,0,
20532,12,0,0,0,
20532,13,0,0,0,
20532,21,0,0,0,
20532,22,0,0,0,
20532,23,0,0,0,
20532,31,0,0,0,
20532,32,0,0,0,
20532,33,0,0,0,
20532,41,1,1,0,
20532,42,1,0,1,
20532,43,0,0,0,
20532,44,13,10,3,
20532,50,0,0,0,
20532,60,0,0,0,
20532,70,0,0,0,
20533,11,0,0,0,
20533,12,0,0,0,
20533,13,0,0,0,
20533,21,0,0,0,
20533,22,0,0,0,
20533,23,0,0,0,
20533,31,0,0,0,
20533,32,1,1,0,
20533,33,1,0,1,
20533,41,0,0,0,
20533,42,0,0,0,
20533,43,0,0,0,
20533,44,8,5,3,
20533,50,0,0,0,
20533,60,0,0,0,
20533,70,0,0,0,
20534,11,0,0,0,
20534,12,0,0,0,
20534,13,0,0,0,
20534,21,0,0,0,
20534,22,0,0,0,
20534,23,0,0,0,
20534,31,0,0,0,
20534,32,0,0,0,
20534,33,0,0,0,
20534,41,0,0,0,
20534,42,0,0,0,
20534,43,0,0,0,
20534,44,0,0,0,
20534,50,0,0,0,
20534,60,33,33,0,
20534,70,0,0,0,
20535,11,0,0,0,
20535,12,0,0,0,
20535,13,0,0,0,
20535,21,0,0,0,
20535,22,0,0,0,
20535,23,0,0,0,
20535,31,0,0,0,
20535,32,0,0,0,
20535,33,0,0,0,
20535,41,0,0,0,
20535,42,0,0,0,
20535,43,0,0,0,
20535,44,0,0,0,
20535,50,54,54,0,
20535,60,0,0,0,
20535,70,0,0,0,
20536,11,0,0,0,
20536,12,0,0,0,
20536,13,0,0,0,
20536,21,0,0,0,
20536,22,0,0,0,
20536,23,0,0,0,
20536,31,0,0,0,
20536,32,0,0,0,
20536,33,0,0,0,
20536,41,0,0,0,
20536,42,0,0,0,
20536,43,0,0,0,
20536,44,0,0,0,
20536,50,14,14,0,
20536,60,0,0,0,
20536,70,0,0,0,
20537,11,0,0,0,
20537,12,0,0,0,
20537,13,0,0,0,
20537,21,0,0,0,
20537,22,0,0,0,
20537,23,0,0,0,
20537,31,0,0,0,
20537,32,0,0,0,
20537,33,0,0,0,
20537,41,0,0,0,
20537,42,0,0,0,
20537,43,0,0,0,
20537,44,15,14,1,
20537,50,0,0,0,
20537,60,0,0,0,
20537,70,0,0,0,
20538,11,0,0,0,
20538,12,0,0,0,
20538,13,0,0,0,
20538,21,0,0,0,
20538,22,0,0,0,
20538,23,0,0,0,
20538,31,0,0,0,
20538,32,0,0,0,
20538,33,0,0,0,
20538,41,0,0,0,
20538,42,0,0,0,
20538,43,0,0,0,
20538,44,0,0,0,
20538,50,0,0,0,
20538,60,0,0,0,
20538,70,0,0,0,
20539,11,0,0,0,
20539,12,0,0,0,
20539,13,0,0,0,
20539,21,0,0,0,
20539,22,0,0,0,
20539,23,1,1,0,
20539,31,0,0,0,
20539,32,0,0,0,
20539,33,0,0,0,
20539,41,0,0,0,
20539,42,0,0,0,
20539,43,0,0,0,
20539,44,18,14,4,
20539,50,0,0,0,
20539,60,0,0,0,
20539,70,0,0,0,
20540,11,0,0,0,
20540,12,0,0,0,
20540,13,0,0,0,
20540,21,0,0,0,
20540,22,0,0,0,
20540,23,0,0,0,
20540,31,0,0,0,
20540,32,0,0,0,
20540,33,0,0,0,
20540,41,0,0,0,
20540,42,0,0,0,
20540,43,0,0,0,
20540,44,24,19,5,
20540,50,0,0,0,
20540,60,0,0,0,
20540,70,0,0,0,
20541,11,0,0,0,
20541,12,0,0,0,
20541,13,0,0,0,
20541,21,0,0,0,
20541,22,0,0,0,
20541,23,0,0,0,
20541,31,0,0,0,
20541,32,2,2,0,
20541,33,0,0,0,
20541,41,0,0,0,
20541,42,0,0,0,
20541,43,0,0,0,
20541,44,4,4,0,
20541,50,0,0,0,
20541,60,0,0,0,
20541,70,0,0,0,
20542,11,0,0,0,
20542,12,0,0,0,
20542,13,0,0,0,
20542,21,0,0,0,
20542,22,0,0,0,
20542,23,0,0,0,
20542,31,0,0,0,
20542,32,0,0,0,
20542,33,0,0,0,
20542,41,0,0,0,
20542,42,0,0,0,
20542,43,0,0,0,
20542,44,0,0,0,
20542,50,0,0,0,
20542,60,10,10,0,
20542,70,0,0,0,
20543,11,2,2,0,
20543,12,0,0,0,
20543,13,0,0,0,
20543,21,0,0,0,
20543,22,0,0,0,
20543,23,0,0,0,
20543,31,0,0,0,
20543,32,0,0,0,
20543,33,0,0,0,
20543,41,0,0,0,
20543,42,0,0,0,
20543,43,0,0,0,
20543,44,11,10,1,
20543,50,0,0,0,
20543,60,0,0,0,
20543,70,0,0,0,
20544,11,0,0,0,
20544,12,0,0,0,
20544,13,0,0,0,
20544,21,0,0,0,
20544,22,0,0,0,
20544,23,0,0,0,
20544,31,0,0,0,
20544,32,0,0,0,
20544,33,0,0,0,
20544,41,0,0,0,
20544,42,0,0,0,
20544,43,0,0,0,
20544,44,0,0,0,
20544,50,27,25,2,
20544,60,0,0,0,
20544,70,0,0,0,
20545,11,0,0,0,
20545,12,0,0,0,
20545,13,0,0,0,
20545,21,0,0,0,
20545,22,0,0,0,
20545,23,0,0,0,
20545,31,0,0,0,
20545,32,0,0,0,
20545,33,0,0,0,
20545,41,0,0,0,
20545,42,0,0,0,
20545,43,0,0,0,
20545,44,31,21,10,
20545,50,0,0,0,
20545,60,0,0,0,
20545,70,0,0,0,
20546,11,0,0,0,
20546,12,0,0,0,
20546,13,0,0,0,
20546,21,0,0,0,
20546,22,0,0,0,
20546,23,0,0,0,
20546,31,0,0,0,
20546,32,0,0,0,
20546,33,0,0,0,
20546,41,0,0,0,
20546,42,0,0,0,
20546,43,0,0,0,
20546,44,0,0,0,
20546,50,55,55,0,
20546,60,0,0,0,
20546,70,0,0,0,
20547,11,0,0,0,
20547,12,0,0,0,
20547,13,0,0,0,
20547,21,0,0,0,
20547,22,0,0,0,
20547,23,0,0,0,
20547,31,0,0,0,
20547,32,0,0,0,
20547,33,0,0,0,
20547,41,0,0,0,
20547,42,0,0,0,
20547,43,0,0,0,
20547,44,0,0,0,
20547,50,4,4,0,
20547,60,0,0,0,
20547,70,0,0,0,
20548,11,0,0,0,
20548,12,0,0,0,
20548,13,0,0,0,
20548,21,0,0,0,
20548,22,0,0,0,
20548,23,0,0,0,
20548,31,0,0,0,
20548,32,0,0,0,
20548,33,0,0,0,
20548,41,1,1,0,
20548,42,0,0,0,
20548,43,0,0,0,
20548,44,6,5,1,
20548,50,0,0,0,
20548,60,0,0,0,
20548,70,0,0,0,
20549,11,0,0,0,
20549,12,0,0,0,
20549,13,0,0,0,
20549,21,0,0,0,
20549,22,0,0,0,
20549,23,0,0,0,
20549,31,0,0,0,
20549,32,0,0,0,
20549,33,0,0,0,
20549,41,0,0,0,
20549,42,0,0,0,
20549,43,0,0,0,
20549,44,10,6,4,
20549,50,0,0,0,
20549,60,0,0,0,
20549,70,0,0,0,
20550,11,0,0,0,
20550,12,0,0,0,
20550,13,0,0,0,
20550,21,0,0,0,
20550,22,0,0,0,
20550,23,0,0,0,
20550,31,0,0,0,
20550,32,0,0,0,
20550,33,0,0,0,
20550,41,0,0,0,
20550,42,0,0,0,
20550,43,0,0,0,
20550,44,1,0,1,
20550,50,11,11,0,
20550,60,0,0,0,
20550,70,0,0,0,
20551,11,0,0,0,
20551,12,0,0,0,
20551,13,1,1,0,
20551,21,0,0,0,
20551,22,0,0,0,
20551,23,0,0,0,
20551,31,0,0,0,
20551,32,2,2,0,
20551,33,0,0,0,
20551,41,0,0,0,
20551,42,0,0,0,
20551,43,0,0,0,
20551,44,25,17,8,
20551,50,0,0,0,
20551,60,0,0,0,
20551,70,0,0,0,
20552,11,0,0,0,
20552,12,0,0,0,
20552,13,0,0,0,
20552,21,0,0,0,
20552,22,0,0,0,
20552,23,0,0,0,
20552,31,0,0,0,
20552,32,0,0,0,
20552,33,0,0,0,
20552,41,0,0,0,
20552,42,0,0,0,
20552,43,0,0,0,
20552,44,0,0,0,
20552,50,0,0,0,
20552,60,4,2,2,
20552,70,0,0,0,
20553,11,0,0,0,
20553,12,0,0,0,
20553,13,0,0,0,
20553,21,0,0,0,
20553,22,0,0,0,
20553,23,0,0,0,
20553,31,0,0,0,
20553,32,0,0,0,
20553,33,0,0,0,
20553,41,0,0,0,
20553,42,0,0,0,
20553,43,0,0,0,
20553,44,0,0,0,
20553,50,65,65,0,
20553,60,0,0,0,
20553,70,0,0,0,
20554,11,0,0,0,
20554,12,0,0,0,
20554,13,0,0,0,
20554,21,0,0,0,
20554,22,0,0,0,
20554,23,0,0,0,
20554,31,0,0,0,
20554,32,0,0,0,
20554,33,0,0,0,
20554,41,0,0,0,
20554,42,0,0,0,
20554,43,0,0,0,
20554,44,0,0,0,
20554,50,32,32,0,
20554,60,0,0,0,
20554,70,0,0,0,
20555,11,0,0,0,
20555,12,0,0,0,
20555,13,0,0,0,
20555,21,0,0,0,
20555,22,0,0,0,
20555,23,0,0,0,
20555,31,0,0,0,
20555,32,0,0,0,
20555,33,0,0,0,
20555,41,2,2,0,
20555,42,0,0,0,
20555,43,0,0,0,
20555,44,6,3,3,
20555,50,0,0,0,
20555,60,0,0,0,
20555,70,0,0,0,
20556,11,0,0,0,
20556,12,0,0,0,
20556,13,0,0,0,
20556,21,0,0,0,
20556,22,0,0,0,
20556,23,0,0,0,
20556,31,0,0,0,
20556,32,0,0,0,
20556,33,0,0,0,
20556,41,0,0,0,
20556,42,0,0,0,
20556,43,0,0,0,
20556,44,0,0,0,
20556,50,5,3,2,
20556,60,0,0,0,
20556,70,0,0,0,
20557,11,0,0,0,
20557,12,0,0,0,
20557,13,0,0,0,
20557,21,0,0,0,
20557,22,0,0,0,
20557,23,0,0,0,
20557,31,0,0,0,
20557,32,0,0,0,
20557,33,0,0,0,
20557,41,0,0,0,
20557,42,0,0,0,
20557,43,0,0,0,
20557,44,0,0,0,
20557,50,20,20,0,
20557,60,0,0,0,
20557,70,0,0,0,
20558,11,0,0,0,
20558,12,0,0,0,
20558,13,0,0,0,
20558,21,0,0,0,
20558,22,0,0,0,
20558,23,0,0,0,
20558,31,0,0,0,
20558,32,0,0,0,
20558,33,0,0,0,
20558,41,0,0,0,
20558,42,0,0,0,
20558,43,0,0,0,
20558,44,0,0,0,
20558,50,6,5,1,
20558,60,0,0,0,
20558,70,0,0,0,
20559,11,0,0,0,
20559,12,0,0,0,
20559,13,0,0,0,
20559,21,0,0,0,
20559,22,0,0,0,
20559,23,0,0,0,
20559,31,0,0,0,
20559,32,2,2,0,
20559,33,0,0,0,
20559,41,0,0,0,
20559,42,0,0,0,
20559,43,0,0,0,
20559,44,21,16,5,
20559,50,0,0,0,
20559,60,0,0,0,
20559,70,0,0,0,
20560,11,0,0,0,
20560,12,0,0,0,
20560,13,1,1,0,
20560,21,0,0,0,
20560,22,0,0,0,
20560,23,0,0,0,
20560,31,0,0,0,
20560,32,1,1,0,
20560,33,0,0,0,
20560,41,0,0,0,
20560,42,0,0,0,
20560,43,0,0,0,
20560,44,10,7,3,
20560,50,0,0,0,
20560,60,0,0,0,
20560,70,0,0,0,
20561,11,0,0,0,
20561,12,0,0,0,
20561,13,0,0,0,
20561,21,0,0,0,
20561,22,0,0,0,
20561,23,0,0,0,
20561,31,0,0,0,
20561,32,0,0,0,
20561,33,0,0,0,
20561,41,2,2,0,
20561,42,2,2,0,
20561,43,0,0,0,
20561,44,40,40,0,
20561,50,0,0,0,
20561,60,0,0,0,
20561,70,0,0,0,
20562,11,0,0,0,
20562,12,0,0,0,
20562,13,0,0,0,
20562,21,0,0,0,
20562,22,0,0,0,
20562,23,0,0,0,
20562,31,0,0,0,
20562,32,0,0,0,
20562,33,0,0,0,
20562,41,0,0,0,
20562,42,0,0,0,
20562,43,0,0,0,
20562,44,0,0,0,
20562,50,27,26,1,
20562,60,0,0,0,
20562,70,0,0,0,
20563,11,0,0,0,
20563,12,0,0,0,
20563,13,0,0,0,
20563,21,0,0,0,
20563,22,0,0,0,
20563,23,0,0,0,
20563,31,0,0,0,
20563,32,0,0,0,
20563,33,0,0,0,
20563,41,0,0,0,
20563,42,0,0,0,
20563,43,0,0,0,
20563,44,0,0,0,
20563,50,0,0,0,
20563,60,12,12,0,
20563,70,0,0,0,
20564,11,0,0,0,
20564,12,0,0,0,
20564,13,0,0,0,
20564,21,0,0,0,
20564,22,0,0,0,
20564,23,0,0,0,
20564,31,0,0,0,
20564,32,0,0,0,
20564,33,0,0,0,
20564,41,0,0,0,
20564,42,0,0,0,
20564,43,0,0,0,
20564,44,0,0,0,
20564,50,15,11,4,
20564,60,0,0,0,
20564,70,0,0,0,
20565,11,0,0,0,
20565,12,0,0,0,
20565,13,0,0,0,
20565,21,0,0,0,
20565,22,0,0,0,
20565,23,0,0,0,
20565,31,0,0,0,
20565,32,0,0,0,
20565,33,0,0,0,
20565,41,0,0,0,
20565,42,0,0,0,
20565,43,0,0,0,
20565,44,77,60,17,
20565,50,0,0,0,
20565,60,0,0,0,
20565,70,0,0,0,
20566,11,0,0,0,
20566,12,0,0,0,
20566,13,0,0,0,
20566,21,0,0,0,
20566,22,0,0,0,
20566,23,0,0,0,
20566,31,0,0,0,
20566,32,0,0,0,
20566,33,0,0,0,
20566,41,0,0,0,
20566,42,0,0,0,
20566,43,0,0,0,
20566,44,0,0,0,
20566,50,20,20,0,
20566,60,0,0,0,
20566,70,0,0,0,
20567,11,0,0,0,
20567,12,0,0,0,
20567,13,0,0,0,
20567,21,0,0,0,
20567,22,0,0,0,
20567,23,0,0,0,
20567,31,0,0,0,
20567,32,0,0,0,
20567,33,0,0,0,
20567,41,0,0,0,
20567,42,0,0,0,
20567,43,0,0,0,
20567,44,10,10,0,
20567,50,0,0,0,
20567,60,0,0,0,
20567,70,0,0,0,
20568,11,0,0,0,
20568,12,0,0,0,
20568,13,0,0,0,
20568,21,0,0,0,
20568,22,0,0,0,
20568,23,0,0,0,
20568,31,0,0,0,
20568,32,0,0,0,
20568,33,0,0,0,
20568,41,0,0,0,
20568,42,0,0,0,
20568,43,0,0,0,
20568,44,8,6,2,
20568,50,0,0,0,
20568,60,0,0,0,
20568,70,0,0,0,
20569,11,0,0,0,
20569,12,0,0,0,
20569,13,0,0,0,
20569,21,0,0,0,
20569,22,0,0,0,
20569,23,0,0,0,
20569,31,0,0,0,
20569,32,0,0,0,
20569,33,0,0,0,
20569,41,0,0,0,
20569,42,0,0,0,
20569,43,0,0,0,
20569,44,0,0,0,
20569,50,36,36,0,
20569,60,0,0,0,
20569,70,0,0,0,
20570,11,0,0,0,
20570,12,1,1,0,
20570,13,0,0,0,
20570,21,0,0,0,
20570,22,0,0,0,
20570,23,0,0,0,
20570,31,0,0,0,
20570,32,2,2,0,
20570,33,2,2,0,
20570,41,34,18,16,
20570,42,0,0,0,
20570,43,0,0,0,
20570,44,0,0,0,
20570,50,4,4,0,
20570,60,0,0,0,
20570,70,0,0,0,
21001,11,0,0,0,
21001,12,0,0,0,
21001,13,1,1,0,
21001,21,0,0,0,
21001,22,0,0,0,
21001,23,0,0,0,
21001,31,0,0,0,
21001,32,1,0,1,
21001,33,0,0,0,
21001,41,0,0,0,
21001,42,0,0,0,
21001,43,0,0,0,
21001,44,26,16,10,
21001,50,0,0,0,
21001,60,0,0,0,
21001,70,0,0,0,
21002,11,0,0,0,
21002,12,0,0,0,
21002,13,0,0,0,
21002,21,0,0,0,
21002,22,0,0,0,
21002,23,0,0,0,
21002,31,0,0,0,
21002,32,2,2,0,
21002,33,0,0,0,
21002,41,0,0,0,
21002,42,0,0,0,
21002,43,0,0,0,
21002,44,10,6,4,
21002,50,0,0,0,
21002,60,0,0,0,
21002,70,0,0,0,
21003,11,0,0,0,
21003,12,0,0,0,
21003,13,0,0,0,
21003,21,0,0,0,
21003,22,0,0,0,
21003,23,0,0,0,
21003,31,0,0,0,
21003,32,0,0,0,
21003,33,0,0,0,
21003,41,1,1,0,
21003,42,2,2,0,
21003,43,6,6,0,
21003,44,23,16,7,
21003,50,0,0,0,
21003,60,0,0,0,
21003,70,0,0,0,
21004,11,0,0,0,
21004,12,0,0,0,
21004,13,0,0,0,
21004,21,0,0,0,
21004,22,0,0,0,
21004,23,0,0,0,
21004,31,0,0,0,
21004,32,0,0,0,
21004,33,0,0,0,
21004,41,1,1,0,
21004,42,5,4,1,
21004,43,15,7,8,
21004,44,51,38,13,
21004,50,0,0,0,
21004,60,19,18,1,
21004,70,0,0,0,
21005,11,0,0,0,
21005,12,0,0,0,
21005,13,0,0,0,
21005,21,0,0,0,
21005,22,0,0,0,
21005,23,0,0,0,
21005,31,0,0,0,
21005,32,0,0,0,
21005,33,0,0,0,
21005,41,0,0,0,
21005,42,0,0,0,
21005,43,0,0,0,
21005,44,10,10,0,
21005,50,0,0,0,
21005,60,0,0,0,
21005,70,0,0,0,
21006,11,0,0,0,
21006,12,0,0,0,
21006,13,0,0,0,
21006,21,0,0,0,
21006,22,0,0,0,
21006,23,0,0,0,
21006,31,0,0,0,
21006,32,0,0,0,
21006,33,0,0,0,
21006,41,0,0,0,
21006,42,0,0,0,
21006,43,0,0,0,
21006,44,35,29,6,
21006,50,0,0,0,
21006,60,0,0,0,
21006,70,0,0,0,
21007,11,0,0,0,
21007,12,0,0,0,
21007,13,0,0,0,
21007,21,0,0,0,
21007,22,0,0,0,
21007,23,0,0,0,
21007,31,0,0,0,
21007,32,0,0,0,
21007,33,0,0,0,
21007,41,2,2,0,
21007,42,0,0,0,
21007,43,0,0,0,
21007,44,10,10,0,
21007,50,0,0,0,
21007,60,0,0,0,
21007,70,0,0,0,
21008,11,0,0,0,
21008,12,0,0,0,
21008,13,0,0,0,
21008,21,0,0,0,
21008,22,0,0,0,
21008,23,0,0,0,
21008,31,0,0,0,
21008,32,0,0,0,
21008,33,0,0,0,
21008,41,1,1,0,
21008,42,1,1,0,
21008,43,1,1,0,
21008,44,16,12,4,
21008,50,0,0,0,
21008,60,0,0,0,
21008,70,0,0,0,
21009,11,0,0,0,
21009,12,0,0,0,
21009,13,0,0,0,
21009,21,0,0,0,
21009,22,0,0,0,
21009,23,0,0,0,
21009,31,0,0,0,
21009,32,0,0,0,
21009,33,0,0,0,
21009,41,0,0,0,
21009,42,0,0,0,
21009,43,0,0,0,
21009,44,4,3,1,
21009,50,1,1,0,
21009,60,0,0,0,
21009,70,0,0,0,
21010,11,0,0,0,
21010,12,0,0,0,
21010,13,1,1,0,
21010,21,0,0,0,
21010,22,0,0,0,
21010,23,0,0,0,
21010,31,0,0,0,
21010,32,0,0,0,
21010,33,0,0,0,
21010,41,0,0,0,
21010,42,1,1,0,
21010,43,5,5,0,
21010,44,18,12,6,
21010,50,0,0,0,
21010,60,0,0,0,
21010,70,0,0,0,
21011,11,0,0,0,
21011,12,0,0,0,
21011,13,0,0,0,
21011,21,0,0,0,
21011,22,0,0,0,
21011,23,0,0,0,
21011,31,0,0,0,
21011,32,0,0,0,
21011,33,0,0,0,
21011,41,1,1,0,
21011,42,1,1,0,
21011,43,0,0,0,
21011,44,12,12,0,
21011,50,0,0,0,
21011,60,0,0,0,
21011,70,0,0,0,
21012,11,0,0,0,
21012,12,0,0,0,
21012,13,0,0,0,
21012,21,0,0,0,
21012,22,0,0,0,
21012,23,0,0,0,
21012,31,0,0,0,
21012,32,0,0,0,
21012,33,0,0,0,
21012,41,0,0,0,
21012,42,0,0,0,
21012,43,0,0,0,
21012,44,11,8,3,
21012,50,0,0,0,
21012,60,0,0,0,
21012,70,0,0,0,
21013,11,0,0,0,
21013,12,0,0,0,
21013,13,0,0,0,
21013,21,0,0,0,
21013,22,0,0,0,
21013,23,0,0,0,
21013,31,0,0,0,
21013,32,0,0,0,
21013,33,0,0,0,
21013,41,0,0,0,
21013,42,0,0,0,
21013,43,0,0,0,
21013,44,14,9,5,
21013,50,0,0,0,
21013,60,0,0,0,
21013,70,0,0,0,
21014,11,0,0,0,
21014,12,0,0,0,
21014,13,1,1,0,
21014,21,1,1,0,
21014,22,0,0,0,
21014,23,0,0,0,
21014,31,0,0,0,
21014,32,0,0,0,
21014,33,0,0,0,
21014,41,0,0,0,
21014,42,0,0,0,
21014,43,0,0,0,
21014,44,0,0,0,
21014,50,0,0,0,
21014,60,8,7,1,
21014,70,0,0,0,
21015,11,0,0,0,
