ARCHIVO,CONTENIDO
m3s1p56,"Existencia de alguna Comisión de Honor y Justicia u homóloga encargada de velar por la honorabilidad y reputación del personal adscrito a la institución encargada de la función de seguridad pública, al cierre del año 2022."
m3s1p57,"La Comisión de Honor y Justicia u homóloga es la misma con la que contaba la institución encargada de la función de seguridad pública de la entidad federativa (derivado de algún convenio signado entre las partes), al cierre del año 2022."
m3s1p58,"Existencia de un reglamento sobre la organización y funcionamiento de la Comisión de Honor y Justicia u homóloga de la institución encargada de la función de seguridad pública, al cierre del año 2022."
m3s1p59,"Tipos de personas servidoras públicas y/o representantes que integraban la Comisión de Honor y Justicia u homóloga de la institución encargada de la función de seguridad pública y tipo de derecho con el que contaban en las sesiones celebradas por el órgano, al cierre del año 2022."
m3s1p60,"Sesiones celebradas por la Comisión de Honor y Justicia u homóloga de la institución encargada de la función de seguridad pública, durante el año 2022."
m3s1p61,"Ceremonias de reconocimiento al mérito realizadas por la Comisión de Honor y Justicia u homóloga y personal adscrito a la institución encargada de la función de seguridad pública reconocido, según tipo de reconocimiento o estímulo y sexo, durante los años 2021 y 2022."
