ubicageo_f,rnsnni1,sexostt,sexos1,sexos2,sexos3
21140,1,625,174,451,0
21141,2,NA,NA,NA,NA
21142,2,NA,NA,NA,NA
21143,9,NSS,NSS,NSS,NSS
21144,2,NA,NA,NA,NA
21145,9,NSS,NSS,NSS,NSS
21146,2,NA,NA,NA,NA
21147,2,NA,NA,NA,NA
21148,2,NA,NA,NA,NA
21149,2,NA,NA,NA,NA
21150,2,NA,NA,NA,NA
21151,1,12,0,12,0
21152,1,3,0,3,0
21153,1,NSS,NSS,NSS,0
21154,1,24,11,13,0
21155,2,NA,NA,NA,NA
21156,1,770,72,698,0
21157,2,NA,NA,NA,NA
21158,2,NA,NA,NA,NA
21159,2,NA,NA,NA,NA
21160,2,NA,NA,NA,NA
21161,1,150,30,120,0
21162,1,9,2,7,0
21163,2,NA,NA,NA,NA
21164,1,186,0,186,0
21165,1,65,26,39,0
21166,2,NA,NA,NA,NA
21167,2,NA,NA,NA,NA
21168,2,NA,NA,NA,NA
21169,2,NA,NA,NA,NA
21170,1,10,10,0,0
21171,1,2,0,2,0
21172,2,NA,NA,NA,NA
21173,2,NA,NA,NA,NA
21174,1,30,0,30,0
21175,9,NSS,NSS,NSS,NSS
21176,1,1,0,1,0
21177,9,NSS,NSS,NSS,NSS
21178,1,22,3,19,0
21179,2,NA,NA,NA,NA
21180,2,NA,NA,NA,NA
21181,1,130,20,110,0
21182,2,NA,NA,NA,NA
21183,1,450,200,250,0
21184,2,NA,NA,NA,NA
21185,1,4,0,4,0
21186,2,NA,NA,NA,NA
21187,2,NA,NA,NA,NA
21188,2,NA,NA,NA,NA
21189,2,NA,NA,NA,NA
21190,2,NA,NA,NA,NA
21191,2,NA,NA,NA,NA
21192,2,NA,NA,NA,NA
21193,1,6,0,6,0
21194,2,NA,NA,NA,NA
21195,1,18,6,12,0
21196,2,NA,NA,NA,NA
21197,2,NA,NA,NA,NA
21198,2,NA,NA,NA,NA
21199,2,NA,NA,NA,NA
21200,2,NA,NA,NA,NA
21201,2,NA,NA,NA,NA
21202,2,NA,NA,NA,NA
21203,2,NA,NA,NA,NA
21204,2,NA,NA,NA,NA
21205,1,13,1,12,0
21206,2,NA,NA,NA,NA
21207,2,NA,NA,NA,NA
21208,1,68,2,66,0
21209,2,NA,NA,NA,NA
21210,2,NA,NA,NA,NA
21211,2,NA,NA,NA,NA
21212,1,25,10,15,0
21213,2,NA,NA,NA,NA
21214,9,NSS,NSS,NSS,NSS
21215,2,NA,NA,NA,NA
21216,2,NA,NA,NA,NA
21217,1,60,20,40,0
22001,2,NA,NA,NA,NA
22002,2,NA,NA,NA,NA
22003,2,NA,NA,NA,NA
22004,2,NA,NA,NA,NA
22005,1,177,37,140,0
22006,1,1364,278,1086,0
22007,1,2,0,2,0
22008,1,187,36,151,0
22009,1,16,6,10,0
22010,1,51,4,47,0
22011,1,21,3,18,0
22012,2,NA,NA,NA,NA
22013,1,27,8,19,0
22014,1,4180,1239,2941,0
22015,1,43,2,41,0
22016,1,1881,2,1879,0
22017,2,NA,NA,NA,NA
22018,1,NSS,NSS,NSS,NSS
23001,1,746,0,0,746
23002,1,1678,250,1428,0
23003,9,NSS,NSS,NSS,NSS
23004,1,1410,404,1006,0
23005,1,3956,723,3233,0
23006,1,74,9,65,0
23007,1,90,15,75,0
23008,1,5604,1749,3855,0
23009,2,NA,NA,NA,NA
23010,1,382,35,267,80
23011,1,165,28,137,0
24001,2,NA,NA,NA,NA
24002,2,NA,NA,NA,NA
24003,1,30,13,17,0
24004,2,NA,NA,NA,NA
24005,2,NA,NA,NA,NA
24006,1,76,36,40,0
24007,2,NA,NA,NA,NA
24008,2,NA,NA,NA,NA
24009,1,30,10,20,0
24010,2,NA,NA,NA,NA
24011,1,183,40,143,0
24012,2,NA,NA,NA,NA
24013,2,NA,NA,NA,NA
24014,2,NA,NA,NA,NA
24015,1,40,0,40,0
24016,1,67,0,0,67
24017,2,NA,NA,NA,NA
24018,1,34,1,33,0
24019,2,NA,NA,NA,NA
24020,1,43,21,22,0
24021,1,4,0,4,0
24022,2,NA,NA,NA,NA
24023,2,NA,NA,NA,NA
24024,1,32,26,6,0
24025,1,2,0,2,0
24026,2,NA,NA,NA,NA
24027,2,NA,NA,NA,NA
24028,1,506,409,97,0
24029,2,NA,NA,NA,NA
24030,0,NA,NA,NA,NA
24031,2,NA,NA,NA,NA
24032,2,NA,NA,NA,NA
24033,2,NA,NA,NA,NA
24034,2,NA,NA,NA,NA
24035,1,12,0,12,0
24036,2,NA,NA,NA,NA
24037,1,12,0,12,0
24038,2,NA,NA,NA,NA
24039,2,NA,NA,NA,NA
24040,2,NA,NA,NA,NA
24041,1,4,0,4,0
24042,2,NA,NA,NA,NA
24043,1,1,0,1,0
24044,1,10,0,10,0
24045,1,10,8,2,0
24046,2,NA,NA,NA,NA
24047,2,NA,NA,NA,NA
24048,1,180,60,120,0
24049,1,11,0,11,0
24050,2,NA,NA,NA,NA
24051,2,NA,NA,NA,NA
24052,2,NA,NA,NA,NA
24053,2,NA,NA,NA,NA
24054,2,NA,NA,NA,NA
24055,2,NA,NA,NA,NA
24056,2,NA,NA,NA,NA
24057,2,NA,NA,NA,NA
24058,2,NA,NA,NA,NA
25001,2,NA,NA,NA,NA
25002,1,3,0,3,0
25003,1,9,0,9,0
25004,1,1,0,1,0
25005,2,NA,NA,NA,NA
25006,2,NA,NA,NA,NA
25007,2,NA,NA,NA,NA
25008,1,30,10,20,0
25009,1,171,88,83,0
25010,1,15,5,10,0
25011,2,NA,NA,NA,NA
25012,1,133,0,0,133
25013,2,NA,NA,NA,NA
25014,1,12,0,12,0
25015,2,NA,NA,NA,NA
25016,2,NA,NA,NA,NA
25017,1,106,6,100,0
25018,1,612,53,559,0
26001,2,NA,NA,NA,NA
26002,1,641,158,483,0
26003,2,NA,NA,NA,NA
26004,2,NA,NA,NA,NA
26005,2,NA,NA,NA,NA
26006,2,NA,NA,NA,NA
26007,2,NA,NA,NA,NA
26008,2,NA,NA,NA,NA
26009,2,NA,NA,NA,NA
26010,1,3,0,3,0
26011,2,NA,NA,NA,NA
26012,2,NA,NA,NA,NA
26013,1,NSS,NSS,NSS,NSS
26014,1,4,4,0,0
26015,2,NA,NA,NA,NA
26016,1,14,4,10,0
26017,1,1403,0,0,1403
26018,9,NSS,NSS,NSS,NSS
26019,2,NA,NA,NA,NA
26020,2,NA,NA,NA,NA
26021,2,NA,NA,NA,NA
26022,2,NA,NA,NA,NA
26023,2,NA,NA,NA,NA
26024,2,NA,NA,NA,NA
26025,2,NA,NA,NA,NA
26026,2,NA,NA,NA,NA
26027,2,NA,NA,NA,NA
26028,2,NA,NA,NA,NA
26029,1,752,195,557,0
26030,1,30377,2050,27628,699
26031,2,NA,NA,NA,NA
26032,2,NA,NA,NA,NA
26033,9,NSS,NSS,NSS,NSS
26034,2,NA,NA,NA,NA
26035,2,NA,NA,NA,NA
26036,1,9,2,7,0
26037,1,6,0,6,0
26038,2,NA,NA,NA,NA
26039,1,12,0,12,0
26040,1,12,3,9,0
26041,2,NA,NA,NA,NA
26042,2,NA,NA,NA,NA
26043,1,3778,328,3450,0
26044,1,3,0,3,0
26045,1,3,0,3,0
26046,2,NA,NA,NA,NA
26047,1,2,0,2,0
26048,9,NSS,NSS,NSS,NSS
26049,2,NA,NA,NA,NA
26050,2,NA,NA,NA,NA
26051,2,NA,NA,NA,NA
26052,2,NA,NA,NA,NA
26053,2,NA,NA,NA,NA
26054,2,NA,NA,NA,NA
26055,1,3256,703,2460,93
26056,2,NA,NA,NA,NA
26057,2,NA,NA,NA,NA
26058,1,10,0,10,0
26059,2,NA,NA,NA,NA
26060,2,NA,NA,NA,NA
26061,2,NA,NA,NA,NA
26062,2,NA,NA,NA,NA
26063,2,NA,NA,NA,NA
26064,2,NA,NA,NA,NA
26065,1,5,2,3,0
26066,2,NA,NA,NA,NA
26067,2,NA,NA,NA,NA
26068,9,NSS,NSS,NSS,NSS
26069,2,NA,NA,NA,NA
26070,2,NA,NA,NA,NA
26071,1,25,5,20,0
26072,2,NA,NA,NA,NA
27001,1,23,0,23,0
27002,9,NSS,NSS,NSS,NSS
27003,1,120,0,120,0
27004,0,NA,NA,NA,NA
27005,1,18,10,8,0
27006,2,NA,NA,NA,NA
27007,1,73,43,30,0
27008,1,81,0,81,0
27009,2,NA,NA,NA,NA
27010,2,NA,NA,NA,NA
27011,2,NA,NA,NA,NA
27012,1,34,8,26,0
27013,2,NA,NA,NA,NA
27014,2,NA,NA,NA,NA
27015,2,NA,NA,NA,NA
27016,1,253,6,247,0
27017,2,NA,NA,NA,NA
28001,0,NA,NA,NA,NA
28002,0,NA,NA,NA,NA
28003,0,NA,NA,NA,NA
28004,0,NA,NA,NA,NA
28005,0,NA,NA,NA,NA
28006,0,NA,NA,NA,NA
28007,0,NA,NA,NA,NA
28008,0,NA,NA,NA,NA
28009,0,NA,NA,NA,NA
28010,0,NA,NA,NA,NA
28011,0,NA,NA,NA,NA
28012,0,NA,NA,NA,NA
28013,0,NA,NA,NA,NA
28014,0,NA,NA,NA,NA
28015,0,NA,NA,NA,NA
28016,0,NA,NA,NA,NA
28017,0,NA,NA,NA,NA
28018,0,NA,NA,NA,NA
28019,0,NA,NA,NA,NA
28020,0,NA,NA,NA,NA
28021,0,NA,NA,NA,NA
28022,0,NA,NA,NA,NA
28023,0,NA,NA,NA,NA
28024,0,NA,NA,NA,NA
28025,0,NA,NA,NA,NA
28026,0,NA,NA,NA,NA
28027,0,NA,NA,NA,NA
28028,0,NA,NA,NA,NA
28029,0,NA,NA,NA,NA
28030,0,NA,NA,NA,NA
28031,0,NA,NA,NA,NA
28032,0,NA,NA,NA,NA
28033,0,NA,NA,NA,NA
28034,0,NA,NA,NA,NA
28035,0,NA,NA,NA,NA
28036,0,NA,NA,NA,NA
28037,0,NA,NA,NA,NA
28038,0,NA,NA,NA,NA
28039,0,NA,NA,NA,NA
28040,0,NA,NA,NA,NA
28041,0,NA,NA,NA,NA
28042,0,NA,NA,NA,NA
28043,0,NA,NA,NA,NA
29001,1,73,18,55,0
29002,1,1,1,0,0
29003,2,NA,NA,NA,NA
29004,2,NA,NA,NA,NA
29005,2,NA,NA,NA,NA
29006,2,NA,NA,NA,NA
29007,2,NA,NA,NA,NA
29008,1,10,3,7,0
29009,1,3,0,3,0
29010,2,NA,NA,NA,NA
29011,2,NA,NA,NA,NA
29012,2,NA,NA,NA,NA
29013,2,NA,NA,NA,NA
29014,2,NA,NA,NA,NA
29015,1,57,16,16,25
29016,2,NA,NA,NA,NA
29017,1,6,0,6,0
29018,1,1,0,1,0
29019,1,24,1,23,0
29020,2,NA,NA,NA,NA
29021,2,NA,NA,NA,NA
29022,1,8,0,8,0
29023,2,NA,NA,NA,NA
29024,2,NA,NA,NA,NA
29025,2,NA,NA,NA,NA
29026,1,18,6,12,0
29027,2,NA,NA,NA,NA
29028,2,NA,NA,NA,NA
29029,1,31,30,1,0
29030,2,NA,NA,NA,NA
29031,1,29,22,7,0
29032,2,NA,NA,NA,NA
29033,2,NA,NA,NA,NA
29034,2,NA,NA,NA,NA
29035,2,NA,NA,NA,NA
29036,2,NA,NA,NA,NA
29037,2,NA,NA,NA,NA
29038,1,3,0,3,0
29039,1,5,0,5,0
29040,9,NSS,NSS,NSS,NSS
29041,1,25,10,15,0
29042,2,NA,NA,NA,NA
29043,2,NA,NA,NA,NA
29044,1,101,31,70,0
29045,2,NA,NA,NA,NA
29046,1,1,0,1,0
29047,1,6,0,6,0
29048,1,2,0,2,0
29049,1,10,0,10,0
29050,2,NA,NA,NA,NA
29051,2,NA,NA,NA,NA
29052,1,13,12,1,0
29053,2,NA,NA,NA,NA
29054,2,NA,NA,NA,NA
29055,9,NSS,NSS,NSS,NSS
29056,1,7,2,2,3
29057,2,NA,NA,NA,NA
29058,2,NA,NA,NA,NA
29059,2,NA,NA,NA,NA
29060,2,NA,NA,NA,NA
30001,1,2,0,2,0
30002,2,NA,NA,NA,NA
30003,2,NA,NA,NA,NA
30004,2,NA,NA,NA,NA
30005,2,NA,NA,NA,NA
30006,9,NSS,NSS,NSS,NSS
30007,2,NA,NA,NA,NA
30008,1,30,0,30,0
30009,2,NA,NA,NA,NA
30010,1,171,119,52,0
30011,2,NA,NA,NA,NA
30012,2,NA,NA,NA,NA
30013,1,50,15,35,0
30014,9,NSS,NSS,NSS,NSS
30015,2,NA,NA,NA,NA
30016,9,NSS,NSS,NSS,NSS
30017,2,NA,NA,NA,NA
30018,2,NA,NA,NA,NA
30019,2,NA,NA,NA,NA
30020,1,100,25,75,0
30021,2,NA,NA,NA,NA
30022,1,280,100,180,0
30023,2,NA,NA,NA,NA
30024,1,116,40,76,0
30025,2,NA,NA,NA,NA
30026,1,84,24,60,0
30027,2,NA,NA,NA,NA
30028,1,124,10,114,0
30029,2,NA,NA,NA,NA
30030,2,NA,NA,NA,NA
30031,2,NA,NA,NA,NA
30032,2,NA,NA,NA,NA
30033,2,NA,NA,NA,NA
30034,2,NA,NA,NA,NA
30035,2,NA,NA,NA,NA
30036,2,NA,NA,NA,NA
30037,2,NA,NA,NA,NA
30038,2,NA,NA,NA,NA
30039,1,542,73,469,0
30040,1,1,0,1,0
30041,2,NA,NA,NA,NA
30042,2,NA,NA,NA,NA
30043,1,30,0,30,0
30044,2,NA,NA,NA,NA
30045,2,NA,NA,NA,NA
30046,2,NA,NA,NA,NA
30047,1,318,78,240,0
30048,2,NA,NA,NA,NA
30049,2,NA,NA,NA,NA
30050,9,NSS,NSS,NSS,NSS
30051,1,15,10,5,0
30052,2,NA,NA,NA,NA
30053,1,2,1,1,0
30054,2,NA,NA,NA,NA
30055,1,1,0,1,0
30056,2,NA,NA,NA,NA
30057,2,NA,NA,NA,NA
30058,2,NA,NA,NA,NA
30059,2,NA,NA,NA,NA
30060,2,NA,NA,NA,NA
30061,2,NA,NA,NA,NA
30062,2,NA,NA,NA,NA
30063,2,NA,NA,NA,NA
30064,2,NA,NA,NA,NA
30065,2,NA,NA,NA,NA
30066,2,NA,NA,NA,NA
30067,2,NA,NA,NA,NA
30068,9,NSS,NSS,NSS,NSS
30069,2,NA,NA,NA,NA
30070,1,1,1,0,0
30071,1,127,39,88,0
30072,1,300,60,240,0
30073,2,NA,NA,NA,NA
30074,9,NSS,NSS,NSS,NSS
30075,9,NSS,NSS,NSS,NSS
30076,2,NA,NA,NA,NA
30077,2,NA,NA,NA,NA
30078,2,NA,NA,NA,NA
30079,2,NA,NA,NA,NA
30080,2,NA,NA,NA,NA
30081,1,50,15,35,0
30082,9,NSS,NSS,NSS,NSS
30083,2,NA,NA,NA,NA
30084,2,NA,NA,NA,NA
30085,2,NA,NA,NA,NA
30086,1,3,0,3,0
30087,1,742,64,678,0
30088,2,NA,NA,NA,NA
30089,2,NA,NA,NA,NA
30090,1,2,0,2,0
30091,2,NA,NA,NA,NA
30092,9,NSS,NSS,NSS,NSS
30093,9,NSS,NSS,NSS,NSS
30094,2,NA,NA,NA,NA
30095,2,NA,NA,NA,NA
30096,2,NA,NA,NA,NA
30097,1,12,1,11,0
30098,2,NA,NA,NA,NA
30099,9,NSS,NSS,NSS,NSS
30100,2,NA,NA,NA,NA
30101,2,NA,NA,NA,NA
30102,1,390,0,390,0
30103,1,1,0,1,0
30104,1,96,0,45,51
30105,9,NSS,NSS,NSS,NSS
30106,1,4,1,3,0
30107,2,NA,NA,NA,NA
30108,2,NA,NA,NA,NA
30109,2,NA,NA,NA,NA
30110,2,NA,NA,NA,NA
30111,1,1,0,1,0
30112,2,NA,NA,NA,NA
30113,2,NA,NA,NA,NA
30114,2,NA,NA,NA,NA
30115,9,NSS,NSS,NSS,NSS
30116,2,NA,NA,NA,NA
30117,2,NA,NA,NA,NA
30118,2,NA,NA,NA,NA
30119,9,NSS,NSS,NSS,NSS
30120,1,1,0,1,0
30121,1,50,12,38,0
30122,1,50,45,5,0
30123,2,NA,NA,NA,NA
30124,2,NA,NA,NA,NA
30125,9,NSS,NSS,NSS,NSS
30126,9,NSS,NSS,NSS,NSS
30127,2,NA,NA,NA,NA
30128,2,NA,NA,NA,NA
30129,2,NA,NA,NA,NA
30130,2,NA,NA,NA,NA
30131,1,5,4,1,0
30132,2,NA,NA,NA,NA
30133,2,NA,NA,NA,NA
30134,2,NA,NA,NA,NA
30135,2,NA,NA,NA,NA
30136,2,NA,NA,NA,NA
30137,2,NA,NA,NA,NA
30138,9,NSS,NSS,NSS,NSS
30139,2,NA,NA,NA,NA
30140,2,NA,NA,NA,NA
30141,1,4000,3000,1000,0
30142,2,NA,NA,NA,NA
30143,2,NA,NA,NA,NA
30144,9,NSS,NSS,NSS,NSS
30145,2,NA,NA,NA,NA
30146,1,6,0,6,0
30147,9,NSS,NSS,NSS,NSS
30148,1,4,1,3,0
30149,2,NA,NA,NA,NA
30150,2,NA,NA,NA,NA
30151,1,120,80,40,0
30152,2,NA,NA,NA,NA
30153,2,NA,NA,NA,NA
30154,2,NA,NA,NA,NA
30155,2,NA,NA,NA,NA
30156,2,NA,NA,NA,NA
30157,1,2,1,1,0
30158,2,NA,NA,NA,NA
30159,2,NA,NA,NA,NA
30160,1,126,29,97,0
30161,2,NA,NA,NA,NA
30162,1,2,0,2,0
30163,2,NA,NA,NA,NA
30164,2,NA,NA,NA,NA
30165,2,NA,NA,NA,NA
30166,2,NA,NA,NA,NA
30167,2,NA,NA,NA,NA
30168,1,10,5,5,0
30169,9,NSS,NSS,NSS,NSS
30170,2,NA,NA,NA,NA
30171,2,NA,NA,NA,NA
30172,2,NA,NA,NA,NA
30173,1,10,0,10,0
30174,2,NA,NA,NA,NA
30175,2,NA,NA,NA,NA
30176,2,NA,NA,NA,NA
30177,2,NA,NA,NA,NA
30178,2,NA,NA,NA,NA
30179,2,NA,NA,NA,NA
30180,2,NA,NA,NA,NA
30181,2,NA,NA,NA,NA
30182,9,NSS,NSS,NSS,NSS
30183,2,NA,NA,NA,NA
30184,2,NA,NA,NA,NA
30185,2,NA,NA,NA,NA
30186,2,NA,NA,NA,NA
30187,2,NA,NA,NA,NA
30188,1,21,7,14,0
30189,1,25,5,19,1
30190,2,NA,NA,NA,NA
30191,9,NSS,NSS,NSS,NSS
30192,2,NA,NA,NA,NA
30193,9,NSS,NSS,NSS,NSS
30194,2,NA,NA,NA,NA
30195,2,NA,NA,NA,NA
30196,1,131,11,120,0
30197,2,NA,NA,NA,NA
30198,1,35,25,10,0
30199,2,NA,NA,NA,NA
30200,2,NA,NA,NA,NA
30201,1,23,14,9,0
30202,1,15,12,3,0
30203,1,2,0,2,0
30204,2,NA,NA,NA,NA
30205,2,NA,NA,NA,NA
30206,2,NA,NA,NA,NA
30207,2,NA,NA,NA,NA
30208,2,NA,NA,NA,NA
30209,1,8,0,8,0
30210,2,NA,NA,NA,NA
30211,2,NA,NA,NA,NA
30212,1,40,15,25,0
31001,2,NA,NA,NA,NA
31002,2,NA,NA,NA,NA
31003,1,3,1,2,0
31004,2,NA,NA,NA,NA
31005,2,NA,NA,NA,NA
31006,2,NA,NA,NA,NA
31007,2,NA,NA,NA,NA
31008,2,NA,NA,NA,NA
31009,2,NA,NA,NA,NA
31010,2,NA,NA,NA,NA
31011,2,NA,NA,NA,NA
31012,2,NA,NA,NA,NA
31013,2,NA,NA,NA,NA
31014,2,NA,NA,NA,NA
31015,2,NA,NA,NA,NA
31016,2,NA,NA,NA,NA
31017,2,NA,NA,NA,NA
31018,1,2,0,2,0
31019,2,NA,NA,NA,NA
31020,2,NA,NA,NA,NA
31021,1,14,4,10,0
31022,2,NA,NA,NA,NA
31023,2,NA,NA,NA,NA
31024,2,NA,NA,NA,NA
31025,2,NA,NA,NA,NA
31026,2,NA,NA,NA,NA
31027,2,NA,NA,NA,NA
31028,2,NA,NA,NA,NA
31029,2,NA,NA,NA,NA
31030,2,NA,NA,NA,NA
31031,2,NA,NA,NA,NA
31032,2,NA,NA,NA,NA
31033,2,NA,NA,NA,NA
31034,2,NA,NA,NA,NA
31035,2,NA,NA,NA,NA
31036,2,NA,NA,NA,NA
31037,2,NA,NA,NA,NA
31038,2,NA,NA,NA,NA
31039,2,NA,NA,NA,NA
31040,1,53,10,43,0
31041,2,NA,NA,NA,NA
31042,2,NA,NA,NA,NA
31043,2,NA,NA,NA,NA
31044,2,NA,NA,NA,NA
31045,2,NA,NA,NA,NA
31046,1,1,1,0,0
31047,2,NA,NA,NA,NA
31048,1,20,0,20,0
31049,2,NA,NA,NA,NA
31050,1,194,63,131,0
31051,1,6,0,6,0
31052,1,15,4,11,0
31053,1,12,5,7,0
31054,1,2,0,2,0
31055,2,NA,NA,NA,NA
31056,1,22,12,10,0
31057,2,NA,NA,NA,NA
31058,1,10,2,8,0
31059,2,NA,NA,NA,NA
31060,2,NA,NA,NA,NA
31061,1,6,2,4,0
31062,2,NA,NA,NA,NA
31063,2,NA,NA,NA,NA
31064,2,NA,NA,NA,NA
31065,1,24,24,0,0
31066,2,NA,NA,NA,NA
31067,2,NA,NA,NA,NA
31068,2,NA,NA,NA,NA
31069,2,NA,NA,NA,NA
31070,2,NA,NA,NA,NA
31071,2,NA,NA,NA,NA
31072,2,NA,NA,NA,NA
31073,2,NA,NA,NA,NA
31074,2,NA,NA,NA,NA
31075,2,NA,NA,NA,NA
31076,2,NA,NA,NA,NA
31077,2,NA,NA,NA,NA
31078,2,NA,NA,NA,NA
31079,1,180,60,120,0
31080,2,NA,NA,NA,NA
31081,2,NA,NA,NA,NA
31082,2,NA,NA,NA,NA
31083,2,NA,NA,NA,NA
31084,1,6,0,6,0
31085,1,500,100,400,0
31086,2,NA,NA,NA,NA
31087,2,NA,NA,NA,NA
31088,2,NA,NA,NA,NA
31089,2,NA,NA,NA,NA
31090,2,NA,NA,NA,NA
31091,2,NA,NA,NA,NA
31092,2,NA,NA,NA,NA
31093,2,NA,NA,NA,NA
31094,2,NA,NA,NA,NA
31095,2,NA,NA,NA,NA
31096,1,80,35,45,0
31097,1,6,0,6,0
31098,2,NA,NA,NA,NA
31099,1,12,0,12,0
31100,1,6,0,6,0
31101,2,NA,NA,NA,NA
31102,1,26,11,15,0
31103,2,NA,NA,NA,NA
31104,2,NA,NA,NA,NA
31105,2,NA,NA,NA,NA
31106,2,NA,NA,NA,NA
32001,2,NA,NA,NA,NA
32002,0,NA,NA,NA,NA
32003,1,30,5,25,0
32004,2,NA,NA,NA,NA
32005,2,NA,NA,NA,NA
32006,1,15,10,5,0
32007,2,NA,NA,NA,NA
32008,2,NA,NA,NA,NA
32009,2,NA,NA,NA,NA
32010,9,NSS,NSS,NSS,NSS
32011,2,NA,NA,NA,NA
32012,2,NA,NA,NA,NA
32013,2,NA,NA,NA,NA
32014,2,NA,NA,NA,NA
32015,2,NA,NA,NA,NA
32016,1,8,0,8,0
32017,2,NA,NA,NA,NA
32018,2,NA,NA,NA,NA
32019,2,NA,NA,NA,NA
32020,9,NSS,NSS,NSS,NSS
32021,2,NA,NA,NA,NA
32022,9,NSS,NSS,NSS,NSS
32023,2,NA,NA,NA,NA
32024,2,NA,NA,NA,NA
32025,2,NA,NA,NA,NA
32026,2,NA,NA,NA,NA
32027,2,NA,NA,NA,NA
32028,2,NA,NA,NA,NA
32029,2,NA,NA,NA,NA
32030,2,NA,NA,NA,NA
32031,2,NA,NA,NA,NA
32032,2,NA,NA,NA,NA
32033,9,NSS,NSS,NSS,NSS
32034,2,NA,NA,NA,NA
32035,2,NA,NA,NA,NA
32036,9,NSS,NSS,NSS,NSS
32037,2,NA,NA,NA,NA
32038,2,NA,NA,NA,NA
32039,9,NSS,NSS,NSS,NSS
32040,2,NA,NA,NA,NA
32041,2,NA,NA,NA,NA
32042,2,NA,NA,NA,NA
32043,2,NA,NA,NA,NA
32044,2,NA,NA,NA,NA
32045,2,NA,NA,NA,NA
32046,2,NA,NA,NA,NA
32047,9,NSS,NSS,NSS,NSS
32048,2,NA,NA,NA,NA
32049,1,30,12,18,0
32050,1,2,0,2,0
32051,2,NA,NA,NA,NA
32052,2,NA,NA,NA,NA
32053,2,NA,NA,NA,NA
32054,2,NA,NA,NA,NA
32055,2,NA,NA,NA,NA
32056,9,NSS,NSS,NSS,NSS
32057,2,NA,NA,NA,NA
32058,2,NA,NA,NA,NA
