ubicageo_f,inscanal_d,sexostt,sexos1,sexos2,sexos3,sexosne
21002,22,NA,NA,NA,NA,
21002,23,NA,NA,NA,NA,
21002,24,NA,NA,NA,NA,
21002,25,NA,NA,NA,NA,
21002,26,NA,NA,NA,NA,
21002,27,NA,NA,NA,NA,
21002,28,NA,NA,NA,NA,
21003,1,0,0,0,0,
21003,2,0,0,0,0,
21003,3,0,0,0,0,
21003,4,0,0,0,0,
21003,5,10,0,10,0,
21003,6,0,0,0,0,
21003,7,0,NA,0,NA,
21003,8,0,0,0,0,
21003,9,0,0,0,0,
21003,10,0,0,0,0,
21003,11,0,0,0,0,
21003,12,0,0,0,0,
21003,13,0,0,0,0,
21003,14,0,0,0,0,
21003,15,0,NA,0,NA,
21003,16,0,0,0,0,
21003,17,0,0,0,0,
21003,18,0,0,0,0,
21003,19,0,0,0,0,
21003,20,0,0,0,0,
21003,21,0,0,0,0,
21003,22,0,0,0,0,
21003,23,0,0,0,0,
21003,24,0,0,0,0,
21003,25,0,0,0,0,
21003,26,0,0,0,0,
21003,27,0,0,0,0,
21003,28,0,0,0,0,
21004,1,0,0,0,0,
21004,2,0,0,0,0,
21004,3,0,0,0,0,
21004,4,0,0,0,0,
21004,5,0,0,0,0,
21004,6,0,0,0,0,
21004,7,0,NA,0,NA,
21004,8,0,0,0,0,
21004,9,0,0,0,0,
21004,10,0,0,0,0,
21004,11,0,0,0,0,
21004,12,0,0,0,0,
21004,13,0,0,0,0,
21004,14,0,0,0,0,
21004,15,0,NA,0,NA,
21004,16,0,0,0,0,
21004,17,0,0,0,0,
21004,18,0,0,0,0,
21004,19,0,0,0,0,
21004,20,0,0,0,0,
21004,21,0,0,0,0,
21004,22,0,0,0,0,
21004,23,36,3,33,0,
21004,24,0,0,0,0,
21004,25,0,0,0,0,
21004,26,0,0,0,0,
21004,27,0,0,0,0,
21004,28,0,0,0,0,
21005,1,0,0,0,0,
21005,2,0,0,0,0,
21005,3,0,0,0,0,
21005,4,0,0,0,0,
21005,5,0,0,0,0,
21005,6,0,0,0,0,
21005,7,0,NA,0,NA,
21005,8,0,0,0,0,
21005,9,0,0,0,0,
21005,10,0,0,0,0,
21005,11,0,0,0,0,
21005,12,0,0,0,0,
21005,13,6,4,2,0,
21005,14,0,0,0,0,
21005,15,0,NA,0,NA,
21005,16,0,0,0,0,
21005,17,0,0,0,0,
21005,18,0,0,0,0,
21005,19,0,0,0,0,
21005,20,0,0,0,0,
21005,21,0,0,0,0,
21005,22,0,0,0,0,
21005,23,0,0,0,0,
21005,24,0,0,0,0,
21005,25,0,0,0,0,
21005,26,0,0,0,0,
21005,27,0,0,0,0,
21005,28,0,0,0,0,
21006,1,0,0,0,0,
21006,2,0,0,0,0,
21006,3,0,0,0,0,
21006,4,0,0,0,0,
21006,5,0,0,0,0,
21006,6,0,0,0,0,
21006,7,2,NA,2,NA,
21006,8,0,0,0,0,
21006,9,0,0,0,0,
21006,10,0,0,0,0,
21006,11,0,0,0,0,
21006,12,0,0,0,0,
21006,13,0,0,0,0,
21006,14,0,0,0,0,
21006,15,0,NA,0,NA,
21006,16,0,0,0,0,
21006,17,0,0,0,0,
21006,18,0,0,0,0,
21006,19,0,0,0,0,
21006,20,0,0,0,0,
21006,21,0,0,0,0,
21006,22,0,0,0,0,
21006,23,0,0,0,0,
21006,24,0,0,0,0,
21006,25,0,0,0,0,
21006,26,0,0,0,0,
21006,27,0,0,0,0,
21006,28,0,0,0,0,
21007,1,NA,NA,NA,NA,
21007,2,NA,NA,NA,NA,
21007,3,NA,NA,NA,NA,
21007,4,NA,NA,NA,NA,
21007,5,NA,NA,NA,NA,
21007,6,NA,NA,NA,NA,
21007,7,NA,NA,NA,NA,
21007,8,NA,NA,NA,NA,
21007,9,NA,NA,NA,NA,
21007,10,NA,NA,NA,NA,
21007,11,NA,NA,NA,NA,
21007,12,NA,NA,NA,NA,
21007,13,NA,NA,NA,NA,
21007,14,NA,NA,NA,NA,
21007,15,NA,NA,NA,NA,
21007,16,NA,NA,NA,NA,
21007,17,NA,NA,NA,NA,
21007,18,NA,NA,NA,NA,
21007,19,NA,NA,NA,NA,
21007,20,NA,NA,NA,NA,
21007,21,NA,NA,NA,NA,
21007,22,NA,NA,NA,NA,
21007,23,NA,NA,NA,NA,
21007,24,NA,NA,NA,NA,
21007,25,NA,NA,NA,NA,
21007,26,NA,NA,NA,NA,
21007,27,NA,NA,NA,NA,
21007,28,NA,NA,NA,NA,
21008,1,NA,NA,NA,NA,
21008,2,NA,NA,NA,NA,
21008,3,NA,NA,NA,NA,
21008,4,NA,NA,NA,NA,
21008,5,NA,NA,NA,NA,
21008,6,NA,NA,NA,NA,
21008,7,NA,NA,NA,NA,
21008,8,NA,NA,NA,NA,
21008,9,NA,NA,NA,NA,
21008,10,NA,NA,NA,NA,
21008,11,NA,NA,NA,NA,
21008,12,NA,NA,NA,NA,
21008,13,NA,NA,NA,NA,
21008,14,NA,NA,NA,NA,
21008,15,NA,NA,NA,NA,
21008,16,NA,NA,NA,NA,
21008,17,NA,NA,NA,NA,
21008,18,NA,NA,NA,NA,
21008,19,NA,NA,NA,NA,
21008,20,NA,NA,NA,NA,
21008,21,NA,NA,NA,NA,
21008,22,NA,NA,NA,NA,
21008,23,NA,NA,NA,NA,
21008,24,NA,NA,NA,NA,
21008,25,NA,NA,NA,NA,
21008,26,NA,NA,NA,NA,
21008,27,NA,NA,NA,NA,
21008,28,NA,NA,NA,NA,
21009,1,NA,NA,NA,NA,
21009,2,NA,NA,NA,NA,
21009,3,NA,NA,NA,NA,
21009,4,NA,NA,NA,NA,
21009,5,NA,NA,NA,NA,
21009,6,NA,NA,NA,NA,
21009,7,NA,NA,NA,NA,
21009,8,NA,NA,NA,NA,
21009,9,NA,NA,NA,NA,
21009,10,NA,NA,NA,NA,
21009,11,NA,NA,NA,NA,
21009,12,NA,NA,NA,NA,
21009,13,NA,NA,NA,NA,
21009,14,NA,NA,NA,NA,
21009,15,NA,NA,NA,NA,
21009,16,NA,NA,NA,NA,
21009,17,NA,NA,NA,NA,
21009,18,NA,NA,NA,NA,
21009,19,NA,NA,NA,NA,
21009,20,NA,NA,NA,NA,
21009,21,NA,NA,NA,NA,
21009,22,NA,NA,NA,NA,
21009,23,NA,NA,NA,NA,
21009,24,NA,NA,NA,NA,
21009,25,NA,NA,NA,NA,
21009,26,NA,NA,NA,NA,
21009,27,NA,NA,NA,NA,
21009,28,NA,NA,NA,NA,
21010,1,NA,NA,NA,NA,
21010,2,NA,NA,NA,NA,
21010,3,NA,NA,NA,NA,
21010,4,NA,NA,NA,NA,
21010,5,NA,NA,NA,NA,
21010,6,NA,NA,NA,NA,
21010,7,NA,NA,NA,NA,
21010,8,NA,NA,NA,NA,
21010,9,NA,NA,NA,NA,
21010,10,NA,NA,NA,NA,
21010,11,NA,NA,NA,NA,
21010,12,NA,NA,NA,NA,
21010,13,NA,NA,NA,NA,
21010,14,NA,NA,NA,NA,
21010,15,NA,NA,NA,NA,
21010,16,NA,NA,NA,NA,
21010,17,NA,NA,NA,NA,
21010,18,NA,NA,NA,NA,
21010,19,NA,NA,NA,NA,
21010,20,NA,NA,NA,NA,
21010,21,NA,NA,NA,NA,
21010,22,NA,NA,NA,NA,
21010,23,NA,NA,NA,NA,
21010,24,NA,NA,NA,NA,
21010,25,NA,NA,NA,NA,
21010,26,NA,NA,NA,NA,
21010,27,NA,NA,NA,NA,
21010,28,NA,NA,NA,NA,
21011,1,NA,NA,NA,NA,
21011,2,NA,NA,NA,NA,
21011,3,NA,NA,NA,NA,
21011,4,NA,NA,NA,NA,
21011,5,NA,NA,NA,NA,
21011,6,NA,NA,NA,NA,
21011,7,NA,NA,NA,NA,
21011,8,NA,NA,NA,NA,
21011,9,NA,NA,NA,NA,
21011,10,NA,NA,NA,NA,
21011,11,NA,NA,NA,NA,
21011,12,NA,NA,NA,NA,
21011,13,NA,NA,NA,NA,
21011,14,NA,NA,NA,NA,
21011,15,NA,NA,NA,NA,
21011,16,NA,NA,NA,NA,
21011,17,NA,NA,NA,NA,
21011,18,NA,NA,NA,NA,
21011,19,NA,NA,NA,NA,
21011,20,NA,NA,NA,NA,
21011,21,NA,NA,NA,NA,
21011,22,NA,NA,NA,NA,
21011,23,NA,NA,NA,NA,
21011,24,NA,NA,NA,NA,
21011,25,NA,NA,NA,NA,
21011,26,NA,NA,NA,NA,
21011,27,NA,NA,NA,NA,
21011,28,NA,NA,NA,NA,
21012,1,NA,NA,NA,NA,
21012,2,NA,NA,NA,NA,
21012,3,NA,NA,NA,NA,
21012,4,NA,NA,NA,NA,
21012,5,NA,NA,NA,NA,
21012,6,NA,NA,NA,NA,
21012,7,NA,NA,NA,NA,
21012,8,NA,NA,NA,NA,
21012,9,NA,NA,NA,NA,
21012,10,NA,NA,NA,NA,
21012,11,NA,NA,NA,NA,
21012,12,NA,NA,NA,NA,
21012,13,NA,NA,NA,NA,
21012,14,NA,NA,NA,NA,
21012,15,NA,NA,NA,NA,
21012,16,NA,NA,NA,NA,
21012,17,NA,NA,NA,NA,
21012,18,NA,NA,NA,NA,
21012,19,NA,NA,NA,NA,
21012,20,NA,NA,NA,NA,
21012,21,NA,NA,NA,NA,
21012,22,NA,NA,NA,NA,
21012,23,NA,NA,NA,NA,
21012,24,NA,NA,NA,NA,
21012,25,NA,NA,NA,NA,
21012,26,NA,NA,NA,NA,
21012,27,NA,NA,NA,NA,
21012,28,NA,NA,NA,NA,
21013,1,NA,NA,NA,NA,
21013,2,NA,NA,NA,NA,
21013,3,NA,NA,NA,NA,
21013,4,NA,NA,NA,NA,
21013,5,NA,NA,NA,NA,
21013,6,NA,NA,NA,NA,
21013,7,NA,NA,NA,NA,
21013,8,NA,NA,NA,NA,
21013,9,NA,NA,NA,NA,
21013,10,NA,NA,NA,NA,
21013,11,NA,NA,NA,NA,
21013,12,NA,NA,NA,NA,
21013,13,NA,NA,NA,NA,
21013,14,NA,NA,NA,NA,
21013,15,NA,NA,NA,NA,
21013,16,NA,NA,NA,NA,
21013,17,NA,NA,NA,NA,
21013,18,NA,NA,NA,NA,
21013,19,NA,NA,NA,NA,
21013,20,NA,NA,NA,NA,
21013,21,NA,NA,NA,NA,
21013,22,NA,NA,NA,NA,
21013,23,NA,NA,NA,NA,
21013,24,NA,NA,NA,NA,
21013,25,NA,NA,NA,NA,
21013,26,NA,NA,NA,NA,
21013,27,NA,NA,NA,NA,
21013,28,NA,NA,NA,NA,
21014,1,0,0,0,0,
21014,2,0,0,0,0,
21014,3,0,0,0,0,
21014,4,0,0,0,0,
21014,5,5,1,4,0,
21014,6,0,0,0,0,
21014,7,0,NA,0,NA,
21014,8,0,0,0,0,
21014,9,0,0,0,0,
21014,10,0,0,0,0,
21014,11,0,0,0,0,
21014,12,0,0,0,0,
21014,13,4,3,1,0,
21014,14,0,0,0,0,
21014,15,0,NA,0,NA,
21014,16,0,0,0,0,
21014,17,0,0,0,0,
21014,18,0,0,0,0,
21014,19,0,0,0,0,
21014,20,0,0,0,0,
21014,21,0,0,0,0,
21014,22,0,0,0,0,
21014,23,0,0,0,0,
21014,24,1,0,1,0,
21014,25,0,0,0,0,
21014,26,0,0,0,0,
21014,27,0,0,0,0,
21014,28,0,0,0,0,
21015,1,NA,NA,NA,NA,
21015,2,NA,NA,NA,NA,
21015,3,NA,NA,NA,NA,
21015,4,NA,NA,NA,NA,
21015,5,NA,NA,NA,NA,
21015,6,NA,NA,NA,NA,
21015,7,NA,NA,NA,NA,
21015,8,NA,NA,NA,NA,
21015,9,NA,NA,NA,NA,
21015,10,NA,NA,NA,NA,
21015,11,NA,NA,NA,NA,
21015,12,NA,NA,NA,NA,
21015,13,NA,NA,NA,NA,
21015,14,NA,NA,NA,NA,
21015,15,NA,NA,NA,NA,
21015,16,NA,NA,NA,NA,
21015,17,NA,NA,NA,NA,
21015,18,NA,NA,NA,NA,
21015,19,NA,NA,NA,NA,
21015,20,NA,NA,NA,NA,
21015,21,NA,NA,NA,NA,
21015,22,NA,NA,NA,NA,
21015,23,NA,NA,NA,NA,
21015,24,NA,NA,NA,NA,
21015,25,NA,NA,NA,NA,
21015,26,NA,NA,NA,NA,
21015,27,NA,NA,NA,NA,
21015,28,NA,NA,NA,NA,
21016,1,NA,NA,NA,NA,
21016,2,NA,NA,NA,NA,
21016,3,NA,NA,NA,NA,
21016,4,NA,NA,NA,NA,
21016,5,NA,NA,NA,NA,
21016,6,NA,NA,NA,NA,
21016,7,NA,NA,NA,NA,
21016,8,NA,NA,NA,NA,
21016,9,NA,NA,NA,NA,
21016,10,NA,NA,NA,NA,
21016,11,NA,NA,NA,NA,
21016,12,NA,NA,NA,NA,
21016,13,NA,NA,NA,NA,
21016,14,NA,NA,NA,NA,
21016,15,NA,NA,NA,NA,
21016,16,NA,NA,NA,NA,
21016,17,NA,NA,NA,NA,
21016,18,NA,NA,NA,NA,
21016,19,NA,NA,NA,NA,
21016,20,NA,NA,NA,NA,
21016,21,NA,NA,NA,NA,
21016,22,NA,NA,NA,NA,
21016,23,NA,NA,NA,NA,
21016,24,NA,NA,NA,NA,
21016,25,NA,NA,NA,NA,
21016,26,NA,NA,NA,NA,
21016,27,NA,NA,NA,NA,
21016,28,NA,NA,NA,NA,
21017,1,0,0,0,0,
21017,2,0,0,0,0,
21017,3,0,0,0,0,
21017,4,0,0,0,0,
21017,5,0,0,0,0,
21017,6,0,0,0,0,
21017,7,0,NA,0,NA,
21017,8,0,0,0,0,
21017,9,0,0,0,0,
21017,10,0,0,0,0,
21017,11,0,0,0,0,
21017,12,0,0,0,0,
21017,13,0,0,0,0,
21017,14,0,0,0,0,
21017,15,0,NA,0,NA,
21017,16,0,0,0,0,
21017,17,0,0,0,0,
21017,18,0,0,0,0,
21017,19,0,0,0,0,
21017,20,0,0,0,0,
21017,21,0,0,0,0,
21017,22,0,0,0,0,
21017,23,0,0,0,0,
21017,24,0,0,0,0,
21017,25,0,0,0,0,
21017,26,10,5,5,0,
21017,27,0,0,0,0,
21017,28,0,0,0,0,
21018,1,0,0,0,0,
21018,2,0,0,0,0,
21018,3,0,0,0,0,
21018,4,0,0,0,0,
21018,5,0,0,0,0,
21018,6,0,0,0,0,
21018,7,0,NA,0,NA,
21018,8,0,0,0,0,
21018,9,0,0,0,0,
21018,10,0,0,0,0,
21018,11,0,0,0,0,
21018,12,0,0,0,0,
21018,13,0,0,0,0,
21018,14,0,0,0,0,
21018,15,0,NA,0,NA,
21018,16,0,0,0,0,
21018,17,0,0,0,0,
21018,18,0,0,0,0,
21018,19,0,0,0,0,
21018,20,0,0,0,0,
21018,21,0,0,0,0,
21018,22,0,0,0,0,
21018,23,2,1,1,0,
21018,24,3,0,3,0,
21018,25,0,0,0,0,
21018,26,0,0,0,0,
21018,27,0,0,0,0,
21018,28,0,0,0,0,
21019,1,0,0,0,0,
21019,2,0,0,0,0,
21019,3,0,0,0,0,
21019,4,6,0,6,0,
21019,5,0,0,0,0,
21019,6,10,0,10,0,
21019,7,0,NA,0,NA,
21019,8,17,0,17,0,
21019,9,6,2,4,0,
21019,10,0,0,0,0,
21019,11,0,0,0,0,
21019,12,0,0,0,0,
21019,13,9,1,8,0,
21019,14,0,0,0,0,
21019,15,41,NA,41,NA,
21019,16,0,0,0,0,
21019,17,5,2,3,0,
21019,18,0,0,0,0,
21019,19,0,0,0,0,
21019,20,0,0,0,0,
21019,21,0,0,0,0,
21019,22,0,0,0,0,
21019,23,73,5,68,0,
21019,24,39,7,32,0,
21019,25,0,0,0,0,
21019,26,0,0,0,0,
21019,27,17,2,15,0,
21019,28,0,0,0,0,
21020,1,0,0,0,0,
21020,2,0,0,0,0,
21020,3,0,0,0,0,
21020,4,0,0,0,0,
21020,5,0,0,0,0,
21020,6,0,0,0,0,
21020,7,4,NA,4,NA,
21020,8,0,0,0,0,
21020,9,0,0,0,0,
21020,10,0,0,0,0,
21020,11,0,0,0,0,
21020,12,0,0,0,0,
21020,13,0,0,0,0,
21020,14,0,0,0,0,
21020,15,0,NA,0,NA,
21020,16,0,0,0,0,
21020,17,0,0,0,0,
21020,18,0,0,0,0,
21020,19,0,0,0,0,
21020,20,0,0,0,0,
21020,21,0,0,0,0,
21020,22,0,0,0,0,
21020,23,0,0,0,0,
21020,24,0,0,0,0,
21020,25,0,0,0,0,
21020,26,0,0,0,0,
21020,27,0,0,0,0,
21020,28,0,0,0,0,
21021,1,NA,NA,NA,NA,
21021,2,NA,NA,NA,NA,
21021,3,NA,NA,NA,NA,
21021,4,NA,NA,NA,NA,
21021,5,NA,NA,NA,NA,
21021,6,NA,NA,NA,NA,
21021,7,NA,NA,NA,NA,
21021,8,NA,NA,NA,NA,
21021,9,NA,NA,NA,NA,
21021,10,NA,NA,NA,NA,
21021,11,NA,NA,NA,NA,
21021,12,NA,NA,NA,NA,
21021,13,NA,NA,NA,NA,
21021,14,NA,NA,NA,NA,
21021,15,NA,NA,NA,NA,
21021,16,NA,NA,NA,NA,
21021,17,NA,NA,NA,NA,
21021,18,NA,NA,NA,NA,
21021,19,NA,NA,NA,NA,
21021,20,NA,NA,NA,NA,
21021,21,NA,NA,NA,NA,
21021,22,NA,NA,NA,NA,
21021,23,NA,NA,NA,NA,
21021,24,NA,NA,NA,NA,
21021,25,NA,NA,NA,NA,
21021,26,NA,NA,NA,NA,
21021,27,NA,NA,NA,NA,
21021,28,NA,NA,NA,NA,
21022,1,NA,NA,NA,NA,
21022,2,NA,NA,NA,NA,
21022,3,NA,NA,NA,NA,
21022,4,NA,NA,NA,NA,
21022,5,NA,NA,NA,NA,
21022,6,NA,NA,NA,NA,
21022,7,NA,NA,NA,NA,
21022,8,NA,NA,NA,NA,
21022,9,NA,NA,NA,NA,
21022,10,NA,NA,NA,NA,
21022,11,NA,NA,NA,NA,
21022,12,NA,NA,NA,NA,
21022,13,NA,NA,NA,NA,
21022,14,NA,NA,NA,NA,
21022,15,NA,NA,NA,NA,
21022,16,NA,NA,NA,NA,
21022,17,NA,NA,NA,NA,
21022,18,NA,NA,NA,NA,
21022,19,NA,NA,NA,NA,
21022,20,NA,NA,NA,NA,
21022,21,NA,NA,NA,NA,
21022,22,NA,NA,NA,NA,
21022,23,NA,NA,NA,NA,
21022,24,NA,NA,NA,NA,
21022,25,NA,NA,NA,NA,
21022,26,NA,NA,NA,NA,
21022,27,NA,NA,NA,NA,
21022,28,NA,NA,NA,NA,
21023,1,NA,NA,NA,NA,
21023,2,NA,NA,NA,NA,
21023,3,NA,NA,NA,NA,
21023,4,NA,NA,NA,NA,
21023,5,NA,NA,NA,NA,
21023,6,NA,NA,NA,NA,
21023,7,NA,NA,NA,NA,
21023,8,NA,NA,NA,NA,
21023,9,NA,NA,NA,NA,
21023,10,NA,NA,NA,NA,
21023,11,NA,NA,NA,NA,
21023,12,NA,NA,NA,NA,
21023,13,NA,NA,NA,NA,
21023,14,NA,NA,NA,NA,
21023,15,NA,NA,NA,NA,
21023,16,NA,NA,NA,NA,
21023,17,NA,NA,NA,NA,
21023,18,NA,NA,NA,NA,
21023,19,NA,NA,NA,NA,
21023,20,NA,NA,NA,NA,
21023,21,NA,NA,NA,NA,
21023,22,NA,NA,NA,NA,
21023,23,NA,NA,NA,NA,
21023,24,NA,NA,NA,NA,
21023,25,NA,NA,NA,NA,
21023,26,NA,NA,NA,NA,
21023,27,NA,NA,NA,NA,
21023,28,NA,NA,NA,NA,
21024,1,NA,NA,NA,NA,
21024,2,NA,NA,NA,NA,
21024,3,NA,NA,NA,NA,
21024,4,NA,NA,NA,NA,
21024,5,NA,NA,NA,NA,
21024,6,NA,NA,NA,NA,
21024,7,NA,NA,NA,NA,
21024,8,NA,NA,NA,NA,
21024,9,NA,NA,NA,NA,
21024,10,NA,NA,NA,NA,
21024,11,NA,NA,NA,NA,
21024,12,NA,NA,NA,NA,
21024,13,NA,NA,NA,NA,
21024,14,NA,NA,NA,NA,
21024,15,NA,NA,NA,NA,
21024,16,NA,NA,NA,NA,
21024,17,NA,NA,NA,NA,
21024,18,NA,NA,NA,NA,
21024,19,NA,NA,NA,NA,
21024,20,NA,NA,NA,NA,
21024,21,NA,NA,NA,NA,
21024,22,NA,NA,NA,NA,
21024,23,NA,NA,NA,NA,
21024,24,NA,NA,NA,NA,
21024,25,NA,NA,NA,NA,
21024,26,NA,NA,NA,NA,
21024,27,NA,NA,NA,NA,
21024,28,NA,NA,NA,NA,
21025,1,0,0,0,0,
21025,2,0,0,0,0,
21025,3,0,0,0,0,
21025,4,0,0,0,0,
21025,5,0,0,0,0,
21025,6,0,0,0,0,
21025,7,0,NA,0,NA,
21025,8,0,0,0,0,
21025,9,0,0,0,0,
21025,10,0,0,0,0,
21025,11,0,0,0,0,
21025,12,0,0,0,0,
21025,13,0,0,0,0,
21025,14,0,0,0,0,
21025,15,0,NA,0,NA,
21025,16,0,0,0,0,
21025,17,0,0,0,0,
21025,18,0,0,0,0,
21025,19,0,0,0,0,
21025,20,0,0,0,0,
21025,21,0,0,0,0,
21025,22,0,0,0,0,
21025,23,13,0,13,0,
21025,24,0,0,0,0,
21025,25,0,0,0,0,
21025,26,0,0,0,0,
21025,27,0,0,0,0,
21025,28,0,0,0,0,
21026,1,NSS,NSS,NSS,NSS,
21026,2,NSS,NSS,NSS,NSS,
21026,3,NSS,NSS,NSS,NSS,
21026,4,NSS,NSS,NSS,NSS,
21026,5,NSS,NSS,NSS,NSS,
21026,6,NSS,NSS,NSS,NSS,
21026,7,NSS,NSS,NSS,NSS,
21026,8,NSS,NSS,NSS,NSS,
21026,9,NSS,NSS,NSS,NSS,
21026,10,NSS,NSS,NSS,NSS,
21026,11,NSS,NSS,NSS,NSS,
21026,12,NSS,NSS,NSS,NSS,
21026,13,NSS,NSS,NSS,NSS,
21026,14,NSS,NSS,NSS,NSS,
21026,15,NSS,NSS,NSS,NSS,
21026,16,NSS,NSS,NSS,NSS,
21026,17,NSS,NSS,NSS,NSS,
21026,18,NSS,NSS,NSS,NSS,
21026,19,NSS,NSS,NSS,NSS,
21026,20,NSS,NSS,NSS,NSS,
21026,21,NSS,NSS,NSS,NSS,
21026,22,NSS,NSS,NSS,NSS,
21026,23,NSS,NSS,NSS,NSS,
21026,24,NSS,NSS,NSS,NSS,
21026,25,NSS,NSS,NSS,NSS,
21026,26,NSS,NSS,NSS,NSS,
21026,27,NSS,NSS,NSS,NSS,
21026,28,NSS,NSS,NSS,NSS,
21027,1,NA,NA,NA,NA,
21027,2,NA,NA,NA,NA,
21027,3,NA,NA,NA,NA,
21027,4,NA,NA,NA,NA,
21027,5,NA,NA,NA,NA,
21027,6,NA,NA,NA,NA,
21027,7,NA,NA,NA,NA,
21027,8,NA,NA,NA,NA,
21027,9,NA,NA,NA,NA,
21027,10,NA,NA,NA,NA,
21027,11,NA,NA,NA,NA,
21027,12,NA,NA,NA,NA,
21027,13,NA,NA,NA,NA,
21027,14,NA,NA,NA,NA,
21027,15,NA,NA,NA,NA,
21027,16,NA,NA,NA,NA,
21027,17,NA,NA,NA,NA,
21027,18,NA,NA,NA,NA,
21027,19,NA,NA,NA,NA,
21027,20,NA,NA,NA,NA,
21027,21,NA,NA,NA,NA,
21027,22,NA,NA,NA,NA,
21027,23,NA,NA,NA,NA,
21027,24,NA,NA,NA,NA,
21027,25,NA,NA,NA,NA,
21027,26,NA,NA,NA,NA,
21027,27,NA,NA,NA,NA,
21027,28,NA,NA,NA,NA,
21028,1,NA,NA,NA,NA,
21028,2,NA,NA,NA,NA,
21028,3,NA,NA,NA,NA,
21028,4,NA,NA,NA,NA,
21028,5,NA,NA,NA,NA,
21028,6,NA,NA,NA,NA,
21028,7,NA,NA,NA,NA,
21028,8,NA,NA,NA,NA,
21028,9,NA,NA,NA,NA,
21028,10,NA,NA,NA,NA,
21028,11,NA,NA,NA,NA,
21028,12,NA,NA,NA,NA,
21028,13,NA,NA,NA,NA,
21028,14,NA,NA,NA,NA,
21028,15,NA,NA,NA,NA,
21028,16,NA,NA,NA,NA,
21028,17,NA,NA,NA,NA,
21028,18,NA,NA,NA,NA,
21028,19,NA,NA,NA,NA,
21028,20,NA,NA,NA,NA,
21028,21,NA,NA,NA,NA,
21028,22,NA,NA,NA,NA,
21028,23,NA,NA,NA,NA,
21028,24,NA,NA,NA,NA,
21028,25,NA,NA,NA,NA,
21028,26,NA,NA,NA,NA,
21028,27,NA,NA,NA,NA,
21028,28,NA,NA,NA,NA,
21029,1,NA,NA,NA,NA,
21029,2,NA,NA,NA,NA,
21029,3,NA,NA,NA,NA,
21029,4,NA,NA,NA,NA,
21029,5,NA,NA,NA,NA,
21029,6,NA,NA,NA,NA,
21029,7,NA,NA,NA,NA,
21029,8,NA,NA,NA,NA,
21029,9,NA,NA,NA,NA,
21029,10,NA,NA,NA,NA,
21029,11,NA,NA,NA,NA,
21029,12,NA,NA,NA,NA,
21029,13,NA,NA,NA,NA,
21029,14,NA,NA,NA,NA,
21029,15,NA,NA,NA,NA,
21029,16,NA,NA,NA,NA,
21029,17,NA,NA,NA,NA,
21029,18,NA,NA,NA,NA,
21029,19,NA,NA,NA,NA,
21029,20,NA,NA,NA,NA,
21029,21,NA,NA,NA,NA,
21029,22,NA,NA,NA,NA,
21029,23,NA,NA,NA,NA,
21029,24,NA,NA,NA,NA,
21029,25,NA,NA,NA,NA,
21029,26,NA,NA,NA,NA,
21029,27,NA,NA,NA,NA,
21029,28,NA,NA,NA,NA,
21030,1,NA,NA,NA,NA,
21030,2,NA,NA,NA,NA,
21030,3,NA,NA,NA,NA,
21030,4,NA,NA,NA,NA,
21030,5,NA,NA,NA,NA,
21030,6,NA,NA,NA,NA,
21030,7,NA,NA,NA,NA,
21030,8,NA,NA,NA,NA,
21030,9,NA,NA,NA,NA,
21030,10,NA,NA,NA,NA,
21030,11,NA,NA,NA,NA,
21030,12,NA,NA,NA,NA,
21030,13,NA,NA,NA,NA,
21030,14,NA,NA,NA,NA,
21030,15,NA,NA,NA,NA,
21030,16,NA,NA,NA,NA,
21030,17,NA,NA,NA,NA,
21030,18,NA,NA,NA,NA,
21030,19,NA,NA,NA,NA,
21030,20,NA,NA,NA,NA,
21030,21,NA,NA,NA,NA,
21030,22,NA,NA,NA,NA,
21030,23,NA,NA,NA,NA,
21030,24,NA,NA,NA,NA,
21030,25,NA,NA,NA,NA,
21030,26,NA,NA,NA,NA,
21030,27,NA,NA,NA,NA,
21030,28,NA,NA,NA,NA,
21031,1,NA,NA,NA,NA,
21031,2,NA,NA,NA,NA,
21031,3,NA,NA,NA,NA,
21031,4,NA,NA,NA,NA,
21031,5,NA,NA,NA,NA,
21031,6,NA,NA,NA,NA,
21031,7,NA,NA,NA,NA,
21031,8,NA,NA,NA,NA,
21031,9,NA,NA,NA,NA,
21031,10,NA,NA,NA,NA,
21031,11,NA,NA,NA,NA,
21031,12,NA,NA,NA,NA,
21031,13,NA,NA,NA,NA,
21031,14,NA,NA,NA,NA,
21031,15,NA,NA,NA,NA,
21031,16,NA,NA,NA,NA,
21031,17,NA,NA,NA,NA,
21031,18,NA,NA,NA,NA,
21031,19,NA,NA,NA,NA,
21031,20,NA,NA,NA,NA,
21031,21,NA,NA,NA,NA,
21031,22,NA,NA,NA,NA,
21031,23,NA,NA,NA,NA,
21031,24,NA,NA,NA,NA,
21031,25,NA,NA,NA,NA,
21031,26,NA,NA,NA,NA,
21031,27,NA,NA,NA,NA,
21031,28,NA,NA,NA,NA,
21032,1,NA,NA,NA,NA,
21032,2,NA,NA,NA,NA,
21032,3,NA,NA,NA,NA,
21032,4,NA,NA,NA,NA,
21032,5,NA,NA,NA,NA,
21032,6,NA,NA,NA,NA,
21032,7,NA,NA,NA,NA,
21032,8,NA,NA,NA,NA,
21032,9,NA,NA,NA,NA,
21032,10,NA,NA,NA,NA,
