ubicageo_f,vehicttt,vehict1,vehict2,vehict3,vehict4,vehict5,vehict6,vehict7,vehict8,vehict9,vehictne
26035,3,0,3,0,0,0,0,0,0,0,
26036,10,1,4,0,5,0,0,0,0,0,
26037,2,2,0,0,0,0,0,0,0,0,
26038,9,4,0,5,0,0,0,0,0,0,
26039,3,3,0,0,0,0,0,0,0,0,
26040,2,0,2,0,0,0,0,0,0,0,
26041,5,3,0,2,0,0,0,0,0,0,
26042,56,6,33,17,0,0,0,0,0,0,
26043,113,70,1,19,23,0,0,0,0,0,
26044,1,0,1,0,0,0,0,0,0,0,
26045,4,0,2,2,0,0,0,0,0,0,
26046,2,2,0,0,0,0,0,0,0,0,
26047,8,2,6,0,0,0,0,0,0,0,
26048,23,9,14,0,0,0,0,0,0,0,
26049,3,0,1,2,0,0,0,0,0,0,
26050,1,1,0,0,0,0,0,0,0,0,
26051,7,0,6,1,0,0,0,0,0,0,
26052,3,3,0,0,0,0,0,0,0,0,
26053,2,1,1,0,0,0,0,0,0,0,
26054,4,0,4,0,0,0,0,0,0,0,
26055,139,53,73,13,0,0,0,0,0,0,
26056,3,0,3,0,0,0,0,0,0,0,
26057,2,0,2,0,0,0,0,0,0,0,
26058,5,0,5,0,0,0,0,0,0,0,
26059,2,2,0,0,0,0,0,0,0,0,
26060,1,0,1,0,0,0,0,0,0,0,
26061,1,1,0,0,0,0,0,0,0,0,
26062,2,0,2,0,0,0,0,0,0,0,
26063,3,3,0,0,0,0,0,0,0,0,
26064,1,1,0,0,0,0,0,0,0,0,
26065,1,0,1,0,0,0,0,0,0,0,
26066,5,0,5,0,0,0,0,0,0,0,
26067,2,2,0,0,0,0,0,0,0,0,
26068,1,1,0,0,0,0,0,0,0,0,
26069,6,2,2,2,0,0,0,0,0,0,
26070,9,6,3,0,0,0,0,0,0,0,
26071,8,0,8,0,0,0,0,0,0,0,
26072,10,0,6,4,0,0,0,0,0,0,
27001,34,1,12,19,0,0,0,2,0,0,
27002,28,10,13,5,0,0,0,0,0,0,
27003,11,3,4,3,0,0,0,1,0,0,
27004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
27005,46,7,19,20,0,0,0,0,0,0,
27006,37,2,21,14,0,0,0,0,0,0,
27007,9,0,5,2,0,0,0,2,0,0,
27008,50,6,32,11,0,0,0,1,0,0,
27009,17,5,10,2,0,0,0,0,0,0,
27010,19,2,17,0,0,0,0,0,0,0,
27011,25,0,17,4,0,0,0,4,0,0,
27012,21,4,14,3,0,0,0,0,0,0,
27013,19,0,14,5,0,0,0,0,0,0,
27014,15,2,11,2,0,0,0,0,0,0,
27015,13,0,6,4,0,0,0,3,0,0,
27016,5,2,1,2,0,0,0,0,0,0,
27017,22,4,8,9,0,0,0,1,0,0,
28001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
28002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
28003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
28004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
28005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
28006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
28007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
28008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
28009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
28010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
28011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
28012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
28013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
28014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
28015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
28016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
28017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
28018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
28019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
28020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
28021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
28022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
28023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
28024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
28025,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
28026,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
28027,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
28028,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
28029,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
28030,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
28031,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
28032,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
28033,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
28034,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
28035,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
28036,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
28037,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
28038,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
28039,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
28040,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
28041,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
28042,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
28043,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
29001,16,2,5,7,2,0,0,0,0,0,
29002,9,6,3,0,0,0,0,0,0,0,
29003,8,4,3,0,0,0,0,0,1,0,
29004,0,0,0,0,0,0,0,0,0,0,
29005,51,19,12,10,10,0,0,0,0,0,
29006,32,2,12,8,10,0,0,0,0,0,
29007,6,0,6,0,0,0,0,0,0,0,
29008,4,2,2,0,0,0,0,0,0,0,
29009,10,1,4,5,0,0,0,0,0,0,
29010,30,2,19,9,0,0,0,0,0,0,
29011,5,1,1,1,2,0,0,0,0,0,
29012,7,4,1,2,0,0,0,0,0,0,
29013,59,12,8,16,23,0,0,0,0,0,
29014,10,1,6,3,0,0,0,0,0,0,
29015,9,3,4,1,0,0,0,0,0,1,
29016,4,0,3,0,0,0,0,0,1,0,
29017,6,0,6,0,0,0,0,0,0,0,
29018,15,5,7,3,0,0,0,0,0,0,
29019,10,0,7,3,0,0,0,0,0,0,
29020,16,0,5,11,0,0,0,0,0,0,
29021,12,3,5,4,0,0,0,0,0,0,
29022,6,2,4,0,0,0,0,0,0,0,
29023,8,0,8,0,0,0,0,0,0,0,
29024,16,2,14,0,0,0,0,0,0,0,
29025,30,2,19,8,0,0,0,0,0,1,
29026,18,7,5,4,2,0,0,0,0,0,
29027,4,0,4,0,0,0,0,0,0,0,
29028,17,4,4,3,6,0,0,0,0,0,
29029,23,8,4,11,0,0,0,0,0,0,
29030,4,0,4,0,0,0,0,0,0,0,
29031,17,0,7,5,5,0,0,0,0,0,
29032,6,1,5,0,0,0,0,0,0,0,
29033,54,16,24,2,9,0,0,0,3,0,
29034,23,4,10,5,4,0,0,0,0,0,
29035,10,3,3,4,0,0,0,0,0,0,
29036,18,5,6,7,0,0,0,0,0,0,
29037,6,1,5,0,0,0,0,0,0,0,
29038,10,4,3,3,0,0,0,0,0,0,
29039,8,0,6,2,0,0,0,0,0,0,
29040,5,0,4,1,0,0,0,0,0,0,
29041,25,0,18,7,0,0,0,0,0,0,
29042,2,0,2,0,0,0,0,0,0,0,
29043,22,3,19,0,0,0,0,0,0,0,
29044,16,4,8,4,0,0,0,0,0,0,
29045,12,2,4,5,0,0,0,0,0,1,
29046,11,3,5,3,0,0,0,0,0,0,
29047,5,1,2,2,0,0,0,0,0,0,
29048,7,2,5,0,0,0,0,0,0,0,
29049,4,0,2,2,0,0,0,0,0,0,
29050,4,2,2,0,0,0,0,0,0,0,
29051,4,1,3,0,0,0,0,0,0,0,
29052,12,1,4,2,5,0,0,0,0,0,
29053,5,2,3,0,0,0,0,0,0,0,
29054,4,2,2,0,0,0,0,0,0,0,
29055,4,0,2,2,0,0,0,0,0,0,
29056,6,4,2,0,0,0,0,0,0,0,
29057,5,1,2,2,0,0,0,0,0,0,
29058,6,2,4,0,0,0,0,0,0,0,
29059,9,0,9,0,0,0,0,0,0,0,
29060,6,2,2,2,0,0,0,0,0,0,
30001,2,0,0,2,0,0,0,0,0,0,
30002,2,0,2,0,0,0,0,0,0,0,
30003,7,0,3,4,0,0,0,0,0,0,
30004,2,0,2,0,0,0,0,0,0,0,
30005,2,0,2,0,0,0,0,0,0,0,
30006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
30007,4,4,0,0,0,0,0,0,0,0,
30008,4,0,1,3,0,0,0,0,0,0,
30009,3,0,3,0,0,0,0,0,0,0,
30010,17,0,7,10,0,0,0,0,0,0,
30011,6,0,4,2,0,0,0,0,0,0,
30012,1,0,1,0,0,0,0,0,0,0,
30013,6,1,2,3,0,0,0,0,0,0,
30014,2,0,2,0,0,0,0,0,0,0,
30015,5,0,3,2,0,0,0,0,0,0,
30016,0,0,0,0,0,0,0,0,0,0,
30017,5,0,1,4,0,0,0,0,0,0,
30018,2,0,1,1,0,0,0,0,0,0,
30019,4,0,1,3,0,0,0,0,0,0,
30020,4,0,2,2,0,0,0,0,0,0,
30021,3,0,2,1,0,0,0,0,0,0,
30022,6,0,3,3,0,0,0,0,0,0,
30023,5,0,4,1,0,0,0,0,0,0,
30024,5,1,2,2,0,0,0,0,0,0,
30025,6,0,6,0,0,0,0,0,0,0,
30026,4,0,1,3,0,0,0,0,0,0,
30027,2,0,2,0,0,0,0,0,0,0,
30028,19,4,11,4,0,0,0,0,0,0,
30029,2,0,1,1,0,0,0,0,0,0,
30030,5,0,1,4,0,0,0,0,0,0,
30031,2,0,2,0,0,0,0,0,0,0,
30032,6,0,4,2,0,0,0,0,0,0,
30033,4,0,4,0,0,0,0,0,0,0,
30034,2,2,0,0,0,0,0,0,0,0,
30035,2,0,2,0,0,0,0,0,0,0,
30036,3,0,1,2,0,0,0,0,0,0,
30037,2,0,2,0,0,0,0,0,0,0,
30038,15,0,9,6,0,0,0,0,0,0,
30039,110,0,74,36,0,0,0,0,0,0,
30040,5,0,3,2,0,0,0,0,0,0,
30041,7,0,1,5,1,0,0,0,0,0,
30042,2,1,1,0,0,0,0,0,0,0,
30043,5,0,3,2,0,0,0,0,0,0,
30044,26,2,8,13,3,0,0,0,0,0,
30045,5,0,5,0,0,0,0,0,0,0,
30046,4,0,2,2,0,0,0,0,0,0,
30047,10,0,5,5,0,0,0,0,0,0,
30048,16,11,0,5,0,0,0,0,0,0,
30049,3,0,3,0,0,0,0,0,0,0,
30050,3,0,3,0,0,0,0,0,0,0,
30051,4,0,4,0,0,0,0,0,0,0,
30052,4,0,2,2,0,0,0,0,0,0,
30053,9,0,3,6,0,0,0,0,0,0,
30054,1,0,1,0,0,0,0,0,0,0,
30055,1,0,1,0,0,0,0,0,0,0,
30056,1,0,1,0,0,0,0,0,0,0,
30057,1,0,1,0,0,0,0,0,0,0,
30058,4,0,4,0,0,0,0,0,0,0,
30059,4,0,2,2,0,0,0,0,0,0,
30060,2,0,2,0,0,0,0,0,0,0,
30061,11,0,5,6,0,0,0,0,0,0,
30062,6,0,4,2,0,0,0,0,0,0,
30063,2,0,2,0,0,0,0,0,0,0,
30064,1,0,1,0,0,0,0,0,0,0,
30065,11,1,6,4,0,0,0,0,0,0,
30066,13,0,6,7,0,0,0,0,0,0,
30067,3,0,3,0,0,0,0,0,0,0,
30068,17,4,8,5,0,0,0,0,0,0,
30069,3,0,3,0,0,0,0,0,0,0,
30070,2,0,2,0,0,0,0,0,0,0,
30071,12,0,8,4,0,0,0,0,0,0,
30072,3,0,3,0,0,0,0,0,0,0,
30073,4,0,4,0,0,0,0,0,0,0,
30074,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
30075,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
30076,1,0,1,0,0,0,0,0,0,0,
30077,5,0,3,2,0,0,0,0,0,0,
30078,1,0,1,0,0,0,0,0,0,0,
30079,2,0,2,0,0,0,0,0,0,0,
30080,3,0,3,0,0,0,0,0,0,0,
30081,3,0,3,0,0,0,0,0,0,0,
30082,1,0,1,0,0,0,0,0,0,0,
30083,4,1,2,1,0,0,0,0,0,0,
30084,1,0,1,0,0,0,0,0,0,0,
30085,10,6,4,0,0,0,0,0,0,0,
30086,17,0,11,6,0,0,0,0,0,0,
30087,123,35,37,45,6,0,0,0,0,0,
30088,2,0,2,0,0,0,0,0,0,0,
30089,8,0,2,6,0,0,0,0,0,0,
30090,2,1,1,0,0,0,0,0,0,0,
30091,6,0,4,2,0,0,0,0,0,0,
30092,0,0,0,0,0,0,0,0,0,0,
30093,3,0,1,2,0,0,0,0,0,0,
30094,4,0,4,0,0,0,0,0,0,0,
30095,3,1,2,0,0,0,0,0,0,0,
30096,1,0,1,0,0,0,0,0,0,0,
30097,3,0,1,2,0,0,0,0,0,0,
30098,3,0,1,2,0,0,0,0,0,0,
30099,2,0,2,0,0,0,0,0,0,0,
30100,0,0,0,0,0,0,0,0,0,0,
30101,9,0,6,3,0,0,0,0,0,0,
30102,16,2,9,5,0,0,0,0,0,0,
30103,2,0,2,0,0,0,0,0,0,0,
30104,1,0,1,0,0,0,0,0,0,0,
30105,3,1,2,0,0,0,0,0,0,0,
30106,1,0,1,0,0,0,0,0,0,0,
30107,0,0,0,0,0,0,0,0,0,0,
30108,27,1,20,6,0,0,0,0,0,0,
30109,7,0,4,3,0,0,0,0,0,0,
30110,3,0,1,2,0,0,0,0,0,0,
30111,5,0,5,0,0,0,0,0,0,0,
30112,4,0,2,2,0,0,0,0,0,0,
30113,3,0,1,2,0,0,0,0,0,0,
30114,3,0,3,0,0,0,0,0,0,0,
30115,14,2,4,8,0,0,0,0,0,0,
30116,4,2,0,2,0,0,0,0,0,0,
30117,0,0,0,0,0,0,0,0,0,0,
30118,113,25,53,18,17,0,0,0,0,0,
30119,0,0,0,0,0,0,0,0,0,0,
30120,4,0,2,2,0,0,0,0,0,0,
30121,2,0,2,0,0,0,0,0,0,0,
30122,3,0,3,0,0,0,0,0,0,0,
30123,2,0,2,0,0,0,0,0,0,0,
30124,29,2,18,9,0,0,0,0,0,0,
30125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
30126,6,0,2,4,0,0,0,0,0,0,
30127,3,0,3,0,0,0,0,0,0,0,
30128,12,2,4,6,0,0,0,0,0,0,
30129,4,1,3,0,0,0,0,0,0,0,
30130,10,0,6,4,0,0,0,0,0,0,
30131,22,4,5,13,0,0,0,0,0,0,
30132,6,0,3,3,0,0,0,0,0,0,
30133,6,0,3,3,0,0,0,0,0,0,
30134,4,1,1,1,0,0,0,0,0,0,1
30135,0,0,0,0,0,0,0,0,0,0,
30136,1,0,1,0,0,0,0,0,0,0,
30137,4,0,2,2,0,0,0,0,0,0,
30138,3,0,3,0,0,0,0,0,0,0,
30139,1,0,1,0,0,0,0,0,0,0,
30140,4,0,1,3,0,0,0,0,0,0,
30141,13,1,9,3,0,0,0,0,0,0,
30142,6,0,6,0,0,0,0,0,0,0,
30143,5,3,2,0,0,0,0,0,0,0,
30144,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
30145,5,0,3,2,0,0,0,0,0,0,
30146,2,0,2,0,0,0,0,0,0,0,
30147,0,0,0,0,0,0,0,0,0,0,
30148,5,0,2,3,0,0,0,0,0,0,
30149,3,0,3,0,0,0,0,0,0,0,
30150,2,0,2,0,0,0,0,0,0,0,
30151,3,0,3,0,0,0,0,0,0,0,
30152,2,0,1,1,0,0,0,0,0,0,
30153,3,0,1,2,0,0,0,0,0,0,
30154,4,0,4,0,0,0,0,0,0,0,
30155,9,3,2,4,0,0,0,0,0,0,
30156,3,0,1,2,0,0,0,0,0,0,
30157,2,0,2,0,0,0,0,0,0,0,
30158,6,0,3,3,0,0,0,0,0,0,
30159,8,0,2,6,0,0,0,0,0,0,
30160,11,2,9,0,0,0,0,0,0,0,
30161,7,0,7,0,0,0,0,0,0,0,
30162,1,1,0,0,0,0,0,0,0,0,
30163,2,0,2,0,0,0,0,0,0,0,
30164,2,0,2,0,0,0,0,0,0,0,
30165,1,0,1,0,0,0,0,0,0,0,
30166,2,0,2,0,0,0,0,0,0,0,
30167,1,0,1,0,0,0,0,0,0,0,
30168,4,1,2,1,0,0,0,0,0,0,
30169,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
30170,1,0,1,0,0,0,0,0,0,0,
30171,5,0,2,3,0,0,0,0,0,0,
30172,1,0,1,0,0,0,0,0,0,0,
30173,3,0,3,0,0,0,0,0,0,0,
30174,28,0,15,13,0,0,0,0,0,0,
30175,2,0,2,0,0,0,0,0,0,0,
30176,5,0,1,4,0,0,0,0,0,0,
30177,4,0,2,2,0,0,0,0,0,0,
30178,8,1,2,2,3,0,0,0,0,0,
30179,1,0,1,0,0,0,0,0,0,0,
30180,1,1,0,0,0,0,0,0,0,0,
30181,3,0,3,0,0,0,0,0,0,0,
30182,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,
30183,14,0,10,4,0,0,0,0,0,0,
30184,1,0,1,0,0,0,0,0,0,0,
30185,5,0,2,3,0,0,0,0,0,0,
30186,6,0,2,4,0,0,0,0,0,0,
30187,1,0,1,0,0,0,0,0,0,0,
30188,2,0,2,0,0,0,0,0,0,0,
30189,32,0,24,6,0,0,0,0,2,0,
30190,1,0,1,0,0,0,0,0,0,0,
30191,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
30192,7,0,3,4,0,0,0,0,0,0,
30193,62,1,17,24,18,0,0,0,2,0,
30194,4,0,1,3,0,0,0,0,0,0,
30195,2,0,1,1,0,0,0,0,0,0,
30196,6,0,2,4,0,0,0,0,0,0,
30197,3,0,1,2,0,0,0,0,0,0,
30198,0,0,0,0,0,0,0,0,0,0,
30199,3,0,1,2,0,0,0,0,0,0,
30200,4,0,2,2,0,0,0,0,0,0,
30201,7,0,5,2,0,0,0,0,0,0,
30202,2,0,2,0,0,0,0,0,0,0,
30203,8,1,3,3,0,0,0,0,1,0,
30204,5,0,5,0,0,0,0,0,0,0,
30205,0,0,0,0,0,0,0,0,0,0,
30206,12,3,2,7,0,0,0,0,0,0,
30207,3,0,3,0,0,0,0,0,0,0,
30208,2,0,2,0,0,0,0,0,0,0,
30209,2,0,2,0,0,0,0,0,0,0,
30210,4,0,2,2,0,0,0,0,0,0,
30211,9,0,7,2,0,0,0,0,0,0,
30212,5,0,2,3,0,0,0,0,0,0,
31001,4,1,1,2,0,0,0,0,0,0,
31002,4,0,4,0,0,0,0,0,0,0,
31003,4,0,4,0,0,0,0,0,0,0,
31004,4,0,3,1,0,0,0,0,0,0,
31005,2,0,2,0,0,0,0,0,0,0,
31006,5,0,4,1,0,0,0,0,0,0,
31007,4,0,2,2,0,0,0,0,0,0,
31008,10,1,4,5,0,0,0,0,0,0,
31009,3,2,1,0,0,0,0,0,0,0,
31010,5,0,3,2,0,0,0,0,0,0,
31011,2,0,2,0,0,0,0,0,0,0,
31012,5,0,2,3,0,0,0,0,0,0,
31013,11,0,5,6,0,0,0,0,0,0,
31014,3,1,2,0,0,0,0,0,0,0,
31015,4,0,2,2,0,0,0,0,0,0,
31016,4,1,3,0,0,0,0,0,0,0,
31017,3,0,3,0,0,0,0,0,0,0,
31018,6,1,3,2,0,0,0,0,0,0,
31019,24,0,10,4,0,0,0,0,0,10,
31020,8,0,6,0,0,0,0,0,0,2,
31021,7,0,7,0,0,0,0,0,0,0,
31022,6,0,6,0,0,0,0,0,0,0,
31023,7,0,2,3,0,0,0,0,0,2,
31024,2,0,1,1,0,0,0,0,0,0,
31025,5,0,3,2,0,0,0,0,0,0,
31026,6,0,4,2,0,0,0,0,0,0,
31027,6,0,3,3,0,0,0,0,0,0,
31028,2,0,2,0,0,0,0,0,0,0,
31029,3,1,1,1,0,0,0,0,0,0,
31030,4,1,1,2,0,0,0,0,0,0,
31031,5,0,3,2,0,0,0,0,0,0,
31032,11,0,7,4,0,0,0,0,0,0,
31033,6,0,6,0,0,0,0,0,0,0,
31034,4,0,2,2,0,0,0,0,0,0,
31035,5,0,3,2,0,0,0,0,0,0,
31036,5,1,2,2,0,0,0,0,0,0,
31037,4,0,3,1,0,0,0,0,0,0,
31038,16,0,8,8,0,0,0,0,0,0,
31039,4,0,2,2,0,0,0,0,0,0,
31040,10,0,8,2,0,0,0,0,0,0,
31041,67,1,41,25,0,0,0,0,0,0,
31042,2,0,2,0,0,0,0,0,0,0,
31043,2,0,2,0,0,0,0,0,0,0,
31044,4,1,0,3,0,0,0,0,0,0,
31045,4,1,2,1,0,0,0,0,0,0,
31046,4,0,3,1,0,0,0,0,0,0,
31047,6,1,4,1,0,0,0,0,0,0,
31048,7,1,4,2,0,0,0,0,0,0,
31049,6,0,3,3,0,0,0,0,0,0,
31050,145,42,36,42,25,0,0,0,0,0,
31051,3,1,2,0,0,0,0,0,0,0,
31052,21,0,12,3,6,0,0,0,0,0,
31053,4,1,3,0,0,0,0,0,0,0,
31054,3,0,2,1,0,0,0,0,0,0,
31055,3,0,1,2,0,0,0,0,0,0,
31056,13,0,11,2,0,0,0,0,0,0,
31057,7,0,5,2,0,0,0,0,0,0,
31058,8,0,7,1,0,0,0,0,0,0,
31059,25,1,16,6,0,0,0,0,0,2,
31060,4,0,2,2,0,0,0,0,0,0,
31061,1,0,1,0,0,0,0,0,0,0,
31062,4,0,2,2,0,0,0,0,0,0,
31063,3,0,2,1,0,0,0,0,0,0,
31064,2,0,2,0,0,0,0,0,0,0,
31065,3,0,2,1,0,0,0,0,0,0,
31066,4,0,3,1,0,0,0,0,0,0,
31067,3,0,2,1,0,0,0,0,0,0,
31068,6,1,3,2,0,0,0,0,0,0,
31069,7,1,4,2,0,0,0,0,0,0,
31070,6,1,3,2,0,0,0,0,0,0,
31071,4,1,2,1,0,0,0,0,0,0,
31072,6,0,2,4,0,0,0,0,0,0,
31073,3,1,1,1,0,0,0,0,0,0,
31074,2,0,2,0,0,0,0,0,0,0,
31075,1,0,1,0,0,0,0,0,0,0,
31076,5,0,5,0,0,0,0,0,0,0,
31077,4,0,3,1,0,0,0,0,0,0,
31078,4,0,3,1,0,0,0,0,0,0,
31079,16,0,12,4,0,0,0,0,0,0,
31080,3,0,3,0,0,0,0,0,0,0,
31081,7,2,3,2,0,0,0,0,0,0,
31082,5,0,2,3,0,0,0,0,0,0,
31083,9,0,6,3,0,0,0,0,0,0,
31084,7,0,7,0,0,0,0,0,0,0,
31085,9,1,6,2,0,0,0,0,0,0,
31086,3,0,2,1,0,0,0,0,0,0,
31087,3,0,2,1,0,0,0,0,0,0,
31088,4,0,2,2,0,0,0,0,0,0,
31089,15,0,11,4,0,0,0,0,0,0,
31090,4,1,1,2,0,0,0,0,0,0,
31091,6,0,4,2,0,0,0,0,0,0,
31092,2,0,2,0,0,0,0,0,0,0,
31093,6,0,5,1,0,0,0,0,0,0,
31094,2,0,2,0,0,0,0,0,0,0,
31095,4,2,1,1,0,0,0,0,0,0,
31096,59,0,34,25,0,0,0,0,0,0,
31097,4,0,3,1,0,0,0,0,0,0,
31098,6,0,4,2,0,0,0,0,0,0,
31099,3,0,2,1,0,0,0,0,0,0,
31100,5,1,4,0,0,0,0,0,0,0,
31101,28,0,14,14,0,0,0,0,0,0,
31102,42,0,18,24,0,0,0,0,0,0,
31103,4,0,3,1,0,0,0,0,0,0,
31104,7,0,7,0,0,0,0,0,0,0,
31105,6,0,6,0,0,0,0,0,0,0,
31106,3,0,3,0,0,0,0,0,0,0,
32001,4,0,4,0,0,0,0,0,0,0,
32002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
32003,2,0,2,0,0,0,0,0,0,0,
32004,1,0,1,0,0,0,0,0,0,0,
32005,10,0,8,2,0,0,0,0,0,0,
32006,0,0,0,0,0,0,0,0,0,0,
32007,3,0,2,1,0,0,0,0,0,0,
32008,4,0,2,2,0,0,0,0,0,0,
32009,2,0,2,0,0,0,0,0,0,0,
32010,30,1,19,10,0,0,0,0,0,0,
32011,2,0,2,0,0,0,0,0,0,0,
32012,3,0,3,0,0,0,0,0,0,0,
32013,1,0,1,0,0,0,0,0,0,0,
32014,3,0,3,0,0,0,0,0,0,0,
32015,1,0,1,0,0,0,0,0,0,0,
32016,6,0,4,2,0,0,0,0,0,0,
32017,39,0,23,16,0,0,0,0,0,0,
32018,3,0,3,0,0,0,0,0,0,0,
32019,7,0,4,3,0,0,0,0,0,0,
32020,37,0,11,6,20,0,0,0,0,0,
32021,1,0,1,0,0,0,0,0,0,0,
32022,3,0,3,0,0,0,0,0,0,0,
32023,8,0,5,3,0,0,0,0,0,0,
32024,6,0,3,3,0,0,0,0,0,0,
32025,2,0,2,0,0,0,0,0,0,0,
32026,5,0,4,1,0,0,0,0,0,0,
32027,3,1,2,0,0,0,0,0,0,0,
32028,4,0,2,2,0,0,0,0,0,0,
32029,5,0,2,3,0,0,0,0,0,0,
32030,2,0,2,0,0,0,0,0,0,0,
32031,2,0,2,0,0,0,0,0,0,0,
32032,9,0,7,2,0,0,0,0,0,0,
32033,3,0,3,0,0,0,0,0,0,0,
32034,16,0,9,7,0,0,0,0,0,0,
32035,3,0,3,0,0,0,0,0,0,0,
32036,12,0,6,6,0,0,0,0,0,0,
32037,3,0,3,0,0,0,0,0,0,0,
32038,0,0,0,0,0,0,0,0,0,0,
32039,8,0,4,4,0,0,0,0,0,0,
32040,3,0,3,0,0,0,0,0,0,0,
32041,3,0,3,0,0,0,0,0,0,0,
32042,4,0,4,0,0,0,0,0,0,0,
32043,2,0,2,0,0,0,0,0,0,0,
32044,1,0,1,0,0,0,0,0,0,0,
32045,5,0,3,2,0,0,0,0,0,0,
32046,3,0,3,0,0,0,0,0,0,0,
32047,5,0,3,2,0,0,0,0,0,0,
32048,13,0,9,4,0,0,0,0,0,0,
32049,4,0,4,0,0,0,0,0,0,0,
32050,1,0,1,0,0,0,0,0,0,0,
32051,5,0,5,0,0,0,0,0,0,0,
32052,1,0,1,0,0,0,0,0,0,0,
32053,3,0,2,1,0,0,0,0,0,0,
32054,2,0,2,0,0,0,0,0,0,0,
32055,11,0,5,6,0,0,0,0,0,0,
32056,93,11,39,33,10,0,0,0,0,0,
32057,2,0,2,0,0,0,0,0,0,0,
32058,3,0,3,0,0,0,0,0,0,0,
