ubicageo_f,vehicttt,vehict1,vehict2,vehict3,vehict4,vehict5,vehict6,vehict7,vehict8,vehict9,vehictne
20348,3,0,2,0,0,0,0,0,0,1,
20349,2,0,1,1,0,0,0,0,0,0,
20350,12,0,8,4,0,0,0,0,0,0,
20351,1,0,1,0,0,0,0,0,0,0,
20352,0,0,0,0,0,0,0,0,0,0,
20353,1,0,1,0,0,0,0,0,0,0,
20354,0,0,0,0,0,0,0,0,0,0,
20355,0,0,0,0,0,0,0,0,0,0,
20356,10,0,2,4,4,0,0,0,0,0,
20357,2,0,1,1,0,0,0,0,0,0,
20358,1,0,1,0,0,0,0,0,0,0,
20359,7,0,2,5,0,0,0,0,0,0,
20360,2,0,2,0,0,0,0,0,0,0,
20361,0,0,0,0,0,0,0,0,0,0,
20362,1,0,1,0,0,0,0,0,0,0,
20363,1,0,1,0,0,0,0,0,0,0,
20364,6,0,2,4,0,0,0,0,0,0,
20365,1,0,1,0,0,0,0,0,0,0,
20366,1,0,1,0,0,0,0,0,0,0,
20367,1,0,1,0,0,0,0,0,0,0,
20368,1,0,1,0,0,0,0,0,0,0,
20369,6,0,2,4,0,0,0,0,0,0,
20370,0,0,0,0,0,0,0,0,0,0,
20371,1,0,1,0,0,0,0,0,0,0,
20372,0,0,0,0,0,0,0,0,0,0,
20373,0,0,0,0,0,0,0,0,0,0,
20374,1,0,1,0,0,0,0,0,0,0,
20375,1,0,1,0,0,0,0,0,0,0,
20376,1,0,1,0,0,0,0,0,0,0,
20377,0,0,0,0,0,0,0,0,0,0,
20378,1,0,1,0,0,0,0,0,0,0,
20379,2,0,1,1,0,0,0,0,0,0,
20380,4,0,2,2,0,0,0,0,0,0,
20381,2,0,2,0,0,0,0,0,0,0,
20382,2,0,2,0,0,0,0,0,0,0,
20383,1,0,1,0,0,0,0,0,0,0,
20384,2,0,2,0,0,0,0,0,0,0,
20385,42,8,9,25,0,0,0,0,0,0,
20386,6,0,3,3,0,0,0,0,0,0,
20387,5,0,2,3,0,0,0,0,0,0,
20388,2,0,2,0,0,0,0,0,0,0,
20389,0,0,0,0,0,0,0,0,0,0,
20390,25,3,8,14,0,0,0,0,0,0,
20391,2,0,2,0,0,0,0,0,0,0,
20392,1,0,1,0,0,0,0,0,0,0,
20393,6,0,2,4,0,0,0,0,0,0,
20394,1,0,1,0,0,0,0,0,0,0,
20395,0,0,0,0,0,0,0,0,0,0,
20396,1,0,1,0,0,0,0,0,0,0,
20397,12,0,7,5,0,0,0,0,0,0,
20398,4,0,1,3,0,0,0,0,0,0,
20399,12,0,8,4,0,0,0,0,0,0,
20400,2,0,1,1,0,0,0,0,0,0,
20401,5,0,3,2,0,0,0,0,0,0,
20402,2,0,2,0,0,0,0,0,0,0,
20403,4,0,4,0,0,0,0,0,0,0,
20404,1,0,1,0,0,0,0,0,0,0,
20405,1,0,1,0,0,0,0,0,0,0,
20406,2,2,0,0,0,0,0,0,0,0,
20407,1,0,1,0,0,0,0,0,0,0,
20408,0,0,0,0,0,0,0,0,0,0,
20409,5,0,2,3,0,0,0,0,0,0,
20410,1,0,0,1,0,0,0,0,0,0,
20411,1,0,1,0,0,0,0,0,0,0,
20412,1,0,0,1,0,0,0,0,0,0,
20413,17,0,9,8,0,0,0,0,0,0,
20414,4,0,1,3,0,0,0,0,0,0,
20415,2,0,2,0,0,0,0,0,0,0,
20416,0,0,0,0,0,0,0,0,0,0,
20417,2,0,2,0,0,0,0,0,0,0,
20418,3,0,3,0,0,0,0,0,0,0,
20419,2,0,2,0,0,0,0,0,0,0,
20420,2,0,2,0,0,0,0,0,0,0,
20421,4,0,4,0,0,0,0,0,0,0,
20422,1,0,1,0,0,0,0,0,0,0,
20423,1,0,1,0,0,0,0,0,0,0,
20424,1,0,1,0,0,0,0,0,0,0,
20425,1,0,1,0,0,0,0,0,0,0,
20426,7,0,5,2,0,0,0,0,0,0,
20427,5,0,4,1,0,0,0,0,0,0,
20428,1,0,1,0,0,0,0,0,0,0,
20429,0,0,0,0,0,0,0,0,0,0,
20430,1,0,1,0,0,0,0,0,0,0,
20431,1,0,1,0,0,0,0,0,0,0,
20432,0,0,0,0,0,0,0,0,0,0,
20433,1,0,1,0,0,0,0,0,0,0,
20434,1,0,1,0,0,0,0,0,0,0,
20435,2,0,2,0,0,0,0,0,0,0,
20436,0,0,0,0,0,0,0,0,0,0,
20437,3,0,3,0,0,0,0,0,0,0,
20438,0,0,0,0,0,0,0,0,0,0,
20439,6,0,4,2,0,0,0,0,0,0,
20440,0,0,0,0,0,0,0,0,0,0,
20441,1,0,1,0,0,0,0,0,0,0,
20442,1,1,0,0,0,0,0,0,0,0,
20443,1,1,0,0,0,0,0,0,0,0,
20444,1,0,1,0,0,0,0,0,0,0,
20445,1,0,1,0,0,0,0,0,0,0,
20446,4,0,2,2,0,0,0,0,0,0,
20447,7,2,2,3,0,0,0,0,0,0,
20448,1,0,1,0,0,0,0,0,0,0,
20449,0,0,0,0,0,0,0,0,0,0,
20450,1,0,1,0,0,0,0,0,0,0,
20451,1,0,0,1,0,0,0,0,0,0,
20452,7,0,1,4,2,0,0,0,0,0,
20453,1,0,1,0,0,0,0,0,0,0,
20454,2,0,2,0,0,0,0,0,0,0,
20455,1,0,1,0,0,0,0,0,0,0,
20456,1,1,0,0,0,0,0,0,0,0,
20457,0,0,0,0,0,0,0,0,0,0,
20458,1,0,1,0,0,0,0,0,0,0,
20459,1,0,1,0,0,0,0,0,0,0,
20460,0,0,0,0,0,0,0,0,0,0,
20461,3,0,3,0,0,0,0,0,0,0,
20462,3,0,2,1,0,0,0,0,0,0,
20463,1,0,1,0,0,0,0,0,0,0,
20464,0,0,0,0,0,0,0,0,0,0,
20465,0,0,0,0,0,0,0,0,0,0,
20466,3,0,1,2,0,0,0,0,0,0,
20467,5,0,3,2,0,0,0,0,0,0,
20468,1,0,1,0,0,0,0,0,0,0,
20469,6,0,3,3,0,0,0,0,0,0,
20470,1,0,1,0,0,0,0,0,0,0,
20471,0,0,0,0,0,0,0,0,0,0,
20472,3,0,1,2,0,0,0,0,0,0,
20473,2,2,0,0,0,0,0,0,0,0,
20474,2,1,0,1,0,0,0,0,0,0,
20475,5,0,3,2,0,0,0,0,0,0,
20476,1,0,1,0,0,0,0,0,0,0,
20477,1,0,1,0,0,0,0,0,0,0,
20478,1,0,1,0,0,0,0,0,0,0,
20479,1,0,1,0,0,0,0,0,0,0,
20480,1,0,1,0,0,0,0,0,0,0,
20481,1,0,1,0,0,0,0,0,0,0,
20482,22,2,8,12,0,0,0,0,0,0,
20483,3,0,2,1,0,0,0,0,0,0,
20484,4,0,4,0,0,0,0,0,0,0,
20485,1,0,1,0,0,0,0,0,0,0,
20486,1,0,1,0,0,0,0,0,0,0,
20487,2,0,2,0,0,0,0,0,0,0,
20488,0,0,0,0,0,0,0,0,0,0,
20489,1,0,1,0,0,0,0,0,0,0,
20490,0,0,0,0,0,0,0,0,0,0,
20491,1,0,1,0,0,0,0,0,0,0,
20492,1,0,1,0,0,0,0,0,0,0,
20493,1,0,1,0,0,0,0,0,0,0,
20494,3,0,3,0,0,0,0,0,0,0,
20495,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,
20496,1,0,1,0,0,0,0,0,0,0,
20497,2,0,2,0,0,0,0,0,0,0,
20498,0,0,0,0,0,0,0,0,0,0,
20499,1,0,1,0,0,0,0,0,0,0,
20500,3,0,1,2,0,0,0,0,0,0,
20501,1,0,1,0,0,0,0,0,0,0,
20502,1,0,1,0,0,0,0,0,0,0,
20503,1,0,1,0,0,0,0,0,0,0,
20504,1,0,1,0,0,0,0,0,0,0,
20505,1,0,1,0,0,0,0,0,0,0,
20506,2,0,2,0,0,0,0,0,0,0,
20507,1,0,1,0,0,0,0,0,0,0,
20508,2,0,2,0,0,0,0,0,0,0,
20509,1,0,1,0,0,0,0,0,0,NSS,
20510,0,0,0,0,0,0,0,0,0,0,
20511,3,0,3,0,0,0,0,0,0,0,
20512,1,0,1,0,0,0,0,0,0,0,
20513,5,0,1,4,0,0,0,0,0,0,
20514,0,0,0,0,0,0,0,0,0,0,
20515,9,1,6,2,0,0,0,0,0,0,
20516,4,0,2,2,0,0,0,0,0,0,
20517,2,0,2,0,0,0,0,0,0,0,
20518,0,0,0,0,0,0,0,0,0,0,
20519,1,0,1,0,0,0,0,0,0,0,
20520,1,0,1,0,0,0,0,0,0,0,
20521,0,0,0,0,0,0,0,0,0,0,
20522,2,0,2,0,0,0,0,0,0,0,
20523,1,0,1,0,0,0,0,0,0,0,
20524,1,0,1,0,0,0,0,0,0,0,
20525,10,0,4,6,0,0,0,0,0,0,
20526,4,0,2,2,0,0,0,0,0,0,
20527,1,0,1,0,0,0,0,0,0,0,
20528,3,0,1,2,0,0,0,0,0,0,
20529,3,0,2,1,0,0,0,0,0,0,
20530,2,0,1,1,0,0,0,0,0,0,
20531,2,0,2,0,0,0,0,0,0,0,
20532,2,0,2,0,0,0,0,0,0,0,
20533,4,0,3,1,0,0,0,0,0,0,
20534,1,0,1,0,0,0,0,0,0,0,
20535,2,0,2,0,0,0,0,0,0,0,
20536,0,0,0,0,0,0,0,0,0,0,
20537,2,0,2,0,0,0,0,0,0,0,
20538,0,0,0,0,0,0,0,0,0,0,
20539,4,0,2,2,0,0,0,0,0,0,
20540,4,0,2,2,0,0,0,0,0,0,
20541,1,0,1,0,0,0,0,0,0,0,
20542,2,0,1,1,0,0,0,0,0,0,
20543,3,0,1,2,0,0,0,0,0,0,
20544,4,0,2,2,0,0,0,0,0,0,
20545,2,0,2,0,0,0,0,0,0,0,
20546,4,0,4,0,0,0,0,0,0,0,
20547,1,0,1,0,0,0,0,0,0,0,
20548,0,0,0,0,0,0,0,0,0,0,
20549,5,0,2,3,0,0,0,0,0,0,
20550,8,0,2,6,0,0,0,0,0,0,
20551,5,0,4,1,0,0,0,0,0,0,
20552,0,0,0,0,0,0,0,0,0,0,
20553,5,0,2,3,0,0,0,0,0,0,
20554,1,0,1,0,0,0,0,0,0,0,
20555,3,0,1,2,0,0,0,0,0,0,
20556,0,0,0,0,0,0,0,0,0,0,
20557,3,0,1,2,0,0,0,0,0,0,
20558,0,0,0,0,0,0,0,0,0,0,
20559,4,0,2,2,0,0,0,0,0,0,
20560,2,0,2,0,0,0,0,0,0,0,
20561,2,0,2,0,0,0,0,0,0,0,
20562,3,0,2,1,0,0,0,0,0,0,
20563,1,0,1,0,0,0,0,0,0,0,
20564,1,0,1,0,0,0,0,0,0,0,
20565,13,0,7,6,0,0,0,0,0,0,
20566,1,0,1,0,0,0,0,0,0,0,
20567,1,0,1,0,0,0,0,0,0,0,
20568,3,0,0,3,0,0,0,0,0,0,
20569,1,0,1,0,0,0,0,0,0,0,
20570,11,0,4,7,0,0,0,0,0,0,
21001,10,1,9,0,0,0,0,0,0,0,
21002,3,1,2,0,0,0,0,0,0,0,
21003,5,0,5,0,0,0,0,0,0,0,
21004,32,1,23,8,0,0,0,0,0,0,
21005,6,0,4,2,0,0,0,0,0,0,
21006,3,0,1,2,0,0,0,0,0,0,
21007,4,0,4,0,0,0,0,0,0,0,
21008,3,0,3,0,0,0,0,0,0,0,
21009,2,0,2,0,0,0,0,0,0,0,
21010,6,0,6,0,0,0,0,0,0,0,
21011,5,1,3,1,0,0,0,0,0,0,
21012,4,0,4,0,0,0,0,0,0,0,
21013,11,5,0,6,0,0,0,0,0,0,
21014,2,0,2,0,0,0,0,0,0,0,
21015,42,6,18,18,0,0,0,0,0,0,
21016,10,1,7,2,0,0,0,0,0,0,
21017,9,2,7,0,0,0,0,0,0,0,
21018,2,1,1,0,0,0,0,0,0,0,
21019,60,17,30,13,0,0,0,0,0,0,
21020,5,0,3,2,0,0,0,0,0,0,
21021,2,0,2,0,0,0,0,0,0,0,
21022,12,0,10,0,0,0,0,0,0,2,
21023,2,1,1,0,0,0,0,0,0,0,
21024,3,0,2,1,0,0,0,0,0,0,
21025,6,0,6,0,0,0,0,0,0,0,
21026,7,0,6,0,0,0,0,0,0,1,
21027,4,1,3,0,0,0,0,0,0,0,
21028,2,0,2,0,0,0,0,0,0,0,
21029,2,0,2,0,0,0,0,0,0,0,
21030,2,0,2,0,0,0,0,0,0,0,
21031,2,0,2,0,0,0,0,0,0,0,
21032,2,0,2,0,0,0,0,0,0,0,
21033,5,1,4,0,0,0,0,0,0,0,
21034,22,6,8,8,0,0,0,0,0,0,
21035,9,1,8,0,0,0,0,0,0,0,
21036,3,1,2,0,0,0,0,0,0,0,
21037,3,1,2,0,0,0,0,0,0,0,
21038,10,2,7,1,0,0,0,0,0,0,
21039,4,0,2,2,0,0,0,0,0,0,
21040,13,1,9,3,0,0,0,0,0,NA,
21041,42,11,22,9,0,0,0,0,0,0,
21042,2,0,2,0,0,0,0,0,0,0,
21043,22,0,18,4,0,0,0,0,0,0,
21044,5,1,4,0,0,0,0,0,0,0,
21045,4,0,2,2,0,0,0,0,0,0,
21046,8,1,5,2,0,0,0,0,0,0,
21047,4,1,3,0,0,0,0,0,0,0,
21048,7,1,6,0,0,0,0,0,0,0,
21049,7,0,7,0,0,0,0,0,0,0,
21050,5,0,5,0,0,0,0,0,0,0,
21051,9,1,8,0,0,0,0,0,0,0,
21052,3,1,2,0,0,0,0,0,0,0,
21053,16,0,16,0,0,0,0,0,0,0,
21054,13,1,7,5,0,0,0,0,0,0,
21055,3,0,3,0,0,0,0,0,0,0,
21056,4,1,3,0,0,0,0,0,0,0,
21057,10,0,6,2,2,0,0,0,0,0,
21058,7,2,5,0,0,0,0,0,0,0,
21059,2,1,1,0,0,0,0,0,0,0,
21060,6,0,6,0,0,0,0,0,0,0,
21061,3,1,2,0,0,0,0,0,0,0,
21062,5,1,4,0,0,0,0,0,0,0,
21063,2,2,0,0,0,0,0,0,0,0,
21064,5,0,5,0,0,0,0,0,0,0,
21065,8,2,6,0,0,0,0,0,0,0,
21066,3,1,2,0,0,0,0,0,0,0,
21067,5,0,5,0,0,0,0,0,0,0,
21068,2,0,2,0,0,0,0,0,0,0,
21069,5,0,5,0,0,0,0,0,0,0,
21070,5,1,3,1,0,0,0,0,0,0,
21071,47,0,37,10,0,0,0,0,0,0,
21072,4,0,4,0,0,0,0,0,0,0,
21073,6,1,5,0,0,0,0,0,0,0,
21074,16,0,13,3,0,0,0,0,0,0,
21075,4,0,4,0,0,0,0,0,0,0,
21076,11,0,11,0,0,0,0,0,0,0,
21077,6,1,5,0,0,0,0,0,0,0,
21078,10,1,9,0,0,0,0,0,0,0,
21079,3,0,3,0,0,0,0,0,0,0,
21080,2,0,2,0,0,0,0,0,0,0,
21081,6,2,4,0,0,0,0,0,0,0,
21082,4,0,4,0,0,0,0,0,0,0,
21083,5,2,3,0,0,0,0,0,0,0,
21084,2,0,2,0,0,0,0,0,0,0,
21085,18,0,10,5,3,0,0,0,0,0,
21086,5,0,5,0,0,0,0,0,0,0,
21087,3,0,3,0,0,0,0,0,0,0,
21088,4,1,3,0,0,0,0,0,0,0,
21089,3,3,0,0,0,0,0,0,0,0,
21090,13,2,11,0,0,0,0,0,0,0,
21091,8,1,7,0,0,0,0,0,0,0,
21092,4,1,1,2,0,0,0,0,0,0,
21093,5,0,5,0,0,0,0,0,0,0,
21094,6,1,3,2,0,0,0,0,0,0,
21095,4,3,0,1,0,0,0,0,0,0,
21096,4,1,3,0,0,0,0,0,0,0,
21097,5,1,4,0,0,0,0,0,0,0,
21098,18,1,14,3,0,0,0,0,0,0,
21099,17,2,5,10,0,0,0,0,0,0,
21100,9,0,5,4,0,0,0,0,0,0,
21101,2,0,2,0,0,0,0,0,0,0,
21102,7,2,3,2,0,0,0,0,0,0,
21103,3,1,2,0,0,0,0,0,0,0,
21104,7,0,5,2,0,0,0,0,0,0,
21105,3,1,2,0,0,0,0,0,0,0,
21106,25,1,24,0,0,0,0,0,0,0,
21107,3,0,3,0,0,0,0,0,0,0,
21108,10,1,5,0,4,0,0,0,0,0,
21109,7,1,6,0,0,0,0,0,0,0,
21110,8,2,6,0,0,0,0,0,0,0,
21111,3,0,3,0,0,0,0,0,0,0,
21112,5,0,5,0,0,0,0,0,0,0,
21113,0,0,0,0,0,0,0,0,0,0,
21114,1412,361,590,262,146,0,0,1,6,46,
21115,2,0,2,0,0,0,0,0,0,0,
21116,5,0,5,0,0,0,0,0,0,0,
21117,4,0,2,2,0,0,0,0,0,0,
21118,13,0,13,0,0,0,0,0,0,0,
21119,144,40,75,24,4,0,0,0,1,0,
21120,2,0,1,1,0,0,0,0,0,0,
21121,4,0,4,0,0,0,0,0,0,0,
21122,5,0,3,2,0,0,0,0,0,0,
21123,2,0,2,0,0,0,0,0,0,0,
21124,10,1,8,1,0,0,0,0,0,0,
21125,8,2,6,0,0,0,0,0,0,0,
21126,5,2,3,0,0,0,0,0,0,0,
21127,4,1,1,2,0,0,0,0,0,0,
21128,7,2,5,0,0,0,0,0,0,0,
21129,8,1,4,3,0,0,0,0,0,0,
21130,5,1,4,0,0,0,0,0,0,0,
21131,4,1,2,1,0,0,0,0,0,0,
21132,116,9,35,64,7,0,0,0,0,1,
21133,3,1,2,0,0,0,0,0,0,0,
21134,10,0,3,7,0,0,0,0,0,0,
21135,3,0,2,1,0,0,0,0,0,0,
21136,9,2,4,3,0,0,0,0,0,0,
21137,5,1,4,0,0,0,0,0,0,0,
21138,9,0,5,0,4,0,0,0,0,0,
21139,2,1,1,0,0,0,0,0,0,0,
21140,136,43,28,45,0,0,0,0,0,20,
21141,5,1,4,0,0,0,0,0,0,0,
21142,14,3,7,4,0,0,0,0,0,0,
21143,15,1,3,11,0,0,0,0,0,0,
21144,9,1,8,0,0,0,0,0,0,0,
21145,8,1,7,0,0,0,0,0,0,0,
21146,6,1,2,1,2,0,0,0,0,0,
21147,5,1,4,0,0,0,0,0,0,0,
21148,5,0,5,0,0,0,0,0,0,0,
21149,10,1,7,2,0,0,0,0,0,0,
21150,3,1,2,0,0,0,0,0,0,0,
21151,8,0,8,0,0,0,0,0,0,0,
21152,10,0,4,6,0,0,0,0,0,0,
21153,16,0,16,0,0,0,0,0,0,0,
21154,34,4,24,6,0,0,0,0,0,0,
21155,7,0,7,0,0,0,0,0,0,0,
21156,141,1,76,63,0,0,0,0,0,1,
21157,3,1,2,0,0,0,0,0,0,0,
21158,4,0,4,0,0,0,0,0,0,0,
21159,4,0,4,0,0,0,0,0,0,0,
21160,3,1,2,0,0,0,0,0,0,0,
21161,7,1,6,0,0,0,0,0,0,0,
21162,5,0,5,0,0,0,0,0,0,0,
21163,11,1,8,2,0,0,0,0,0,0,
21164,48,7,16,16,9,0,0,0,0,0,
21165,6,0,4,2,0,0,0,0,0,0,
21166,10,1,5,4,0,0,0,0,0,0,
21167,1,0,1,0,0,0,0,0,0,0,
21168,4,1,3,0,0,0,0,0,0,0,
21169,12,0,12,0,0,0,0,0,0,0,
21170,5,1,4,0,0,0,0,0,0,0,
21171,10,0,6,4,0,0,0,0,0,0,
21172,5,0,3,2,0,0,0,0,0,0,
21173,5,1,2,2,0,0,0,0,0,0,
21174,41,11,26,4,0,0,0,0,0,0,
21175,5,0,5,0,0,0,0,0,0,0,
21176,4,0,4,0,0,0,0,0,0,0,
21177,10,1,9,0,0,0,0,0,0,0,
21178,3,0,3,0,0,0,0,0,0,0,
21179,3,0,3,0,0,0,0,0,0,0,
21180,9,0,5,4,0,0,0,0,0,0,
21181,5,1,4,0,0,0,0,0,0,0,
21182,5,2,3,0,0,0,0,0,0,0,
21183,8,0,6,2,0,0,0,0,0,0,
21184,0,0,0,0,0,0,0,0,0,0,
21185,10,2,4,3,0,0,0,0,0,1,
21186,15,0,11,4,0,0,0,0,0,0,
21187,2,0,2,0,0,0,0,0,0,0,
21188,9,2,7,0,0,0,0,0,0,0,
21189,5,0,5,0,0,0,0,0,0,0,
21190,3,1,2,0,0,0,0,0,0,0,
21191,0,0,0,0,0,0,0,0,0,0,
21192,4,0,4,0,0,0,0,0,0,0,
21193,5,0,5,0,0,0,0,0,0,0,
21194,11,0,8,3,0,0,0,0,0,0,
21195,7,0,7,0,0,0,0,0,0,0,
21196,4,1,2,1,0,0,0,0,0,0,
21197,20,6,14,0,0,0,0,0,0,0,
21198,2,0,2,0,0,0,0,0,0,0,
21199,23,1,11,11,0,0,0,0,0,0,
21200,6,0,4,2,0,0,0,0,0,0,
21201,6,1,3,2,0,0,0,0,0,0,
21202,5,1,4,0,0,0,0,0,0,0,
21203,8,0,4,4,0,0,0,0,0,0,
21204,6,0,4,2,0,0,0,0,0,0,
21205,5,0,5,0,0,0,0,0,0,0,
21206,4,0,4,0,0,0,0,0,0,0,
21207,16,2,8,6,0,0,0,0,0,0,
21208,60,4,36,18,0,0,0,0,2,0,
21209,0,0,0,0,0,0,0,0,0,0,
21210,6,1,3,2,0,0,0,0,0,0,
21211,7,0,7,0,0,0,0,0,0,0,
21212,6,0,4,2,0,0,0,0,0,0,
21213,0,0,0,0,0,0,0,0,0,0,
21214,11,0,5,6,0,0,0,0,0,0,
21215,3,0,3,0,0,0,0,0,0,0,
21216,5,1,4,0,0,0,0,0,0,0,
21217,5,0,3,2,0,0,0,0,0,0,
22001,14,0,14,0,0,0,0,0,0,0,
22002,16,0,14,2,0,0,0,0,0,0,
22003,11,1,9,1,0,0,0,0,0,0,
22004,49,4,29,3,12,0,0,1,0,0,
22005,32,2,26,4,0,0,0,0,0,0,
22006,116,12,56,29,14,0,0,0,5,0,
22007,24,2,16,6,0,0,0,0,0,0,
22008,27,2,15,4,6,0,0,0,0,0,
22009,13,1,12,0,0,0,0,0,0,0,
22010,19,1,17,1,0,0,0,0,0,0,
22011,62,5,41,14,0,0,0,0,2,0,
22012,40,1,28,7,4,0,0,0,0,0,
22013,20,1,16,3,0,0,0,0,0,0,
22014,533,14,296,184,39,0,0,0,0,0,
22015,24,1,20,3,0,0,0,0,0,0,
22016,139,33,48,45,11,0,0,0,0,2,
22017,46,4,21,8,10,0,0,0,3,0,
22018,18,1,16,1,0,0,0,0,0,0,
23001,45,11,11,8,15,0,0,0,0,0,
23002,26,3,13,10,0,0,0,0,0,0,
23003,26,5,13,6,2,0,0,0,0,0,
23004,94,8,41,35,10,0,0,0,0,0,
23005,361,30,203,128,0,0,0,0,0,0,
23006,32,2,10,20,0,0,0,0,0,0,
23007,24,2,17,4,0,0,0,0,0,1,
23008,383,46,177,151,9,0,0,0,0,0,
23009,74,8,38,18,10,0,0,0,0,0,
23010,26,5,14,6,0,0,0,1,0,0,
23011,15,2,7,6,0,0,0,0,0,0,
24001,6,0,3,3,0,0,0,0,0,0,
24002,2,0,2,0,0,0,0,0,0,0,
24003,9,0,3,6,0,0,0,0,0,0,
24004,0,0,0,0,0,0,0,0,0,0,
24005,1,0,1,0,0,0,0,0,0,0,
24006,4,1,3,0,0,0,0,0,0,0,
24007,8,2,4,2,0,0,0,0,0,0,
24008,3,0,3,0,0,0,0,0,0,0,
24009,1,0,1,0,0,0,0,0,0,0,
24010,2,0,2,0,0,0,0,0,0,0,
24011,12,1,7,4,0,0,0,0,0,0,
24012,4,0,4,0,0,0,0,0,0,0,
24013,23,4,8,11,0,0,0,0,0,0,
24014,2,0,1,1,0,0,0,0,0,0,
24015,4,2,2,0,0,0,0,0,0,0,
24016,2,0,2,0,0,0,0,0,0,0,
24017,4,0,4,0,0,0,0,0,0,0,
24018,2,0,2,0,0,0,0,0,0,0,
24019,2,0,2,0,0,0,0,0,0,0,
24020,35,17,8,10,0,0,0,0,0,0,
24021,5,0,3,0,0,0,0,0,0,2,
24022,5,0,2,3,0,0,0,0,0,0,
24023,4,0,2,2,0,0,0,0,0,0,
24024,39,6,23,6,0,0,0,0,0,2,2
24025,6,0,3,3,0,0,0,0,0,0,
24026,2,0,2,0,0,0,0,0,0,0,
24027,5,1,2,2,0,0,0,0,0,0,
24028,288,62,117,52,53,0,0,0,0,4,
24029,5,0,3,2,0,0,0,0,0,0,
24030,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
24031,0,0,0,0,0,0,0,0,0,0,
24032,4,0,2,2,0,0,0,0,0,0,
24033,2,0,2,0,0,0,0,0,0,0,
24034,1,0,1,0,0,0,0,0,0,0,
24035,62,6,48,8,0,0,0,0,0,0,
24036,3,0,3,0,0,0,0,0,0,0,
24037,9,0,7,2,0,0,0,0,0,0,
24038,3,0,3,0,0,0,0,0,0,0,
24039,5,0,4,1,0,0,0,0,0,0,
24040,4,2,2,0,0,0,0,0,0,0,
24041,2,0,2,0,0,0,0,0,0,0,
24042,1,0,1,0,0,0,0,0,0,0,
24043,3,1,2,0,0,0,0,0,0,0,
24044,1,0,1,0,0,0,0,0,0,0,
24045,1,0,1,0,0,0,0,0,0,0,
24046,3,0,3,0,0,0,0,0,0,0,
24047,3,2,1,0,0,0,0,0,0,0,
24048,2,0,2,0,0,0,0,0,0,0,
24049,5,0,5,0,0,0,0,0,0,0,
24050,15,3,7,5,0,0,0,0,0,0,
24051,3,1,1,1,0,0,0,0,0,0,
24052,4,0,3,0,0,0,0,0,0,1,
24053,3,0,2,1,0,0,0,0,0,0,
24054,9,0,4,2,3,0,0,0,0,0,
24055,7,1,2,4,0,0,0,0,0,0,
24056,13,0,1,2,10,0,0,0,0,0,
24057,5,0,5,0,0,0,0,0,0,0,
24058,10,1,4,0,5,0,0,0,0,0,
25001,190,42,101,25,0,0,0,0,0,2,20
25002,21,2,13,6,0,0,0,0,0,0,
25003,8,1,4,3,0,0,0,0,0,0,
25004,10,1,6,3,0,0,0,0,0,0,
25005,22,0,17,5,0,0,0,0,0,0,
25006,298,4,152,108,28,0,0,1,0,5,
25007,9,0,6,3,0,0,0,0,0,0,
25008,19,2,13,4,0,0,0,0,0,0,
25009,25,2,13,7,3,0,0,0,0,0,
25010,41,3,27,5,2,0,0,0,1,0,3
25011,120,25,57,24,10,0,0,0,0,4,
25012,263,25,100,74,20,0,0,0,0,44,
25013,12,1,9,2,0,0,0,0,0,NA,
25014,14,3,9,2,0,0,0,0,0,0,
25015,21,5,10,3,3,0,0,0,0,0,
25016,9,0,7,2,0,0,0,0,0,0,
25017,19,3,12,4,0,0,0,0,0,0,
25018,61,15,35,11,0,0,0,0,0,0,
26001,2,0,2,0,0,0,0,0,0,0,
26002,38,34,1,3,0,0,0,0,0,0,
26003,7,7,0,0,0,0,0,0,0,0,
26004,4,1,3,0,0,0,0,0,0,0,
26005,2,2,0,0,0,0,0,0,0,0,
26006,2,2,0,0,0,0,0,0,0,0,
26007,0,0,0,0,0,0,0,0,0,0,
26008,2,0,2,0,0,0,0,0,0,0,
26009,1,1,0,0,0,0,0,0,0,0,
26010,2,0,2,0,0,0,0,0,0,0,
26011,2,0,2,0,0,0,0,0,0,0,
26012,12,1,6,5,0,0,0,0,0,0,
26013,2,0,2,0,0,0,0,0,0,0,
26014,2,0,2,0,0,0,0,0,0,0,
26015,3,3,0,0,0,0,0,0,0,0,
26016,2,2,0,0,0,0,0,0,0,0,
26017,43,33,3,7,0,0,0,0,0,0,
26018,251,44,126,71,10,0,0,0,0,0,
26019,23,23,0,0,0,0,0,0,0,0,
26020,4,0,2,2,0,0,0,0,0,0,
26021,3,0,3,0,0,0,0,0,0,0,
26022,4,4,0,0,0,0,0,0,0,0,
26023,3,3,0,0,0,0,0,0,0,0,
26024,2,2,0,0,0,0,0,0,0,0,
26025,9,0,7,2,0,0,0,0,0,0,
26026,12,12,0,0,0,0,0,0,0,0,
26027,5,4,0,1,0,0,0,0,0,0,
26028,2,0,2,0,0,0,0,0,0,0,
26029,79,8,51,20,0,0,0,0,0,0,
26030,564,462,22,77,0,0,0,0,0,3,
26031,3,0,3,0,0,0,0,0,0,0,
26032,3,0,3,0,0,0,0,0,0,0,
26033,17,0,14,3,0,0,0,0,0,0,
26034,2,0,2,0,0,0,0,0,0,0,
