ubicageo_f,infrapol_b,inffuntt,inffun1,inffun2,inffunne
20214,31,0,0,0,
20214,32,0,0,0,
20214,40,0,0,0,
20215,10,0,0,0,
20215,20,0,0,0,
20215,31,0,0,0,
20215,32,0,0,0,
20215,40,0,0,0,
20216,10,0,0,0,
20216,20,0,0,0,
20216,31,0,0,0,
20216,32,0,0,0,
20216,40,0,0,0,
20217,10,1,1,0,
20217,20,0,0,0,
20217,31,0,0,0,
20217,32,0,0,0,
20217,40,0,0,0,
20218,10,0,0,0,
20218,20,0,0,0,
20218,31,0,0,0,
20218,32,0,0,0,
20218,40,0,0,0,
20219,10,1,1,0,
20219,20,0,0,0,
20219,31,0,0,0,
20219,32,0,0,0,
20219,40,0,0,0,
20220,10,1,1,0,
20220,20,0,0,0,
20220,31,0,0,0,
20220,32,0,0,0,
20220,40,0,0,0,
20221,10,0,0,0,
20221,20,0,0,0,
20221,31,0,0,0,
20221,32,0,0,0,
20221,40,0,0,0,
20222,10,1,1,0,
20222,20,0,0,0,
20222,31,0,0,0,
20222,32,0,0,0,
20222,40,0,0,0,
20223,10,0,0,0,
20223,20,0,0,0,
20223,31,0,0,0,
20223,32,0,0,0,
20223,40,0,0,0,
20224,10,0,0,0,
20224,20,0,0,0,
20224,31,0,0,0,
20224,32,0,0,0,
20224,40,0,0,0,
20225,10,1,1,0,
20225,20,0,0,0,
20225,31,1,1,0,
20225,32,0,0,0,
20225,40,0,0,0,
20226,10,1,1,0,
20226,20,0,0,0,
20226,31,0,0,0,
20226,32,0,0,0,
20226,40,0,0,0,
20227,10,1,1,0,
20227,20,0,0,0,
20227,31,3,3,0,
20227,32,0,0,0,
20227,40,0,0,0,
20228,10,0,0,0,
20228,20,0,0,0,
20228,31,0,0,0,
20228,32,0,0,0,
20228,40,0,0,0,
20229,10,1,1,0,
20229,20,0,0,0,
20229,31,0,0,0,
20229,32,0,0,0,
20229,40,0,0,0,
20230,10,0,0,0,
20230,20,0,0,0,
20230,31,0,0,0,
20230,32,0,0,0,
20230,40,0,0,0,
20231,10,0,0,0,
20231,20,0,0,0,
20231,31,0,0,0,
20231,32,0,0,0,
20231,40,0,0,0,
20232,10,1,1,0,
20232,20,0,0,0,
20232,31,0,0,0,
20232,32,0,0,0,
20232,40,0,0,0,
20233,10,1,1,0,
20233,20,0,0,0,
20233,31,0,0,0,
20233,32,0,0,0,
20233,40,0,0,0,
20234,10,0,0,0,
20234,20,0,0,0,
20234,31,1,1,0,
20234,32,0,0,0,
20234,40,0,0,0,
20235,10,0,0,0,
20235,20,0,0,0,
20235,31,0,0,0,
20235,32,0,0,0,
20235,40,0,0,0,
20236,10,0,0,0,
20236,20,0,0,0,
20236,31,0,0,0,
20236,32,0,0,0,
20236,40,0,0,0,
20237,10,0,0,0,
20237,20,0,0,0,
20237,31,0,0,0,
20237,32,0,0,0,
20237,40,0,0,0,
20238,10,0,0,0,
20238,20,0,0,0,
20238,31,0,0,0,
20238,32,0,0,0,
20238,40,0,0,0,
20239,10,1,1,0,
20239,20,0,0,0,
20239,31,0,0,0,
20239,32,0,0,0,
20239,40,0,0,0,
20240,10,1,1,0,
20240,20,0,0,0,
20240,31,0,0,0,
20240,32,0,0,0,
20240,40,0,0,0,
20241,10,0,0,0,
20241,20,0,0,0,
20241,31,0,0,0,
20241,32,0,0,0,
20241,40,0,0,0,
20242,10,NA,NA,NA,
20242,20,NA,NA,NA,
20242,31,NA,NA,NA,
20242,32,NA,NA,NA,
20242,40,NA,NA,NA,
20243,10,1,1,0,
20243,20,0,0,0,
20243,31,0,0,0,
20243,32,0,0,0,
20243,40,0,0,0,
20244,10,1,1,0,
20244,20,0,0,0,
20244,31,0,0,0,
20244,32,0,0,0,
20244,40,0,0,0,
20245,10,1,1,0,
20245,20,0,0,0,
20245,31,2,2,0,
20245,32,0,0,0,
20245,40,0,0,0,
20246,10,0,0,0,
20246,20,0,0,0,
20246,31,0,0,0,
20246,32,0,0,0,
20246,40,0,0,0,
20247,10,1,1,0,
20247,20,0,0,0,
20247,31,0,0,0,
20247,32,0,0,0,
20247,40,0,0,0,
20248,10,1,1,0,
20248,20,0,0,0,
20248,31,1,1,0,
20248,32,0,0,0,
20248,40,0,0,0,
20249,10,0,0,0,
20249,20,0,0,0,
20249,31,1,1,0,
20249,32,1,1,0,
20249,40,0,0,0,
20250,10,1,1,0,
20250,20,0,0,0,
20250,31,0,0,0,
20250,32,0,0,0,
20250,40,0,0,0,
20251,10,1,1,0,
20251,20,0,0,0,
20251,31,0,0,0,
20251,32,0,0,0,
20251,40,0,0,0,
20252,10,1,1,0,
20252,20,0,0,0,
20252,31,0,0,0,
20252,32,0,0,0,
20252,40,0,0,0,
20253,10,1,1,0,
20253,20,0,0,0,
20253,31,0,0,0,
20253,32,0,0,0,
20253,40,0,0,0,
20254,10,1,0,1,
20254,20,0,0,0,
20254,31,0,0,0,
20254,32,0,0,0,
20254,40,0,0,0,
20255,10,1,1,0,
20255,20,0,0,0,
20255,31,0,0,0,
20255,32,0,0,0,
20255,40,0,0,0,
20256,10,0,0,0,
20256,20,0,0,0,
20256,31,0,0,0,
20256,32,0,0,0,
20256,40,0,0,0,
20257,10,0,0,0,
20257,20,0,0,0,
20257,31,0,0,0,
20257,32,0,0,0,
20257,40,0,0,0,
20258,10,1,1,0,
20258,20,0,0,0,
20258,31,0,0,0,
20258,32,0,0,0,
20258,40,0,0,0,
20259,10,1,1,0,
20259,20,0,0,0,
20259,31,0,0,0,
20259,32,0,0,0,
20259,40,0,0,0,
20260,10,1,1,0,
20260,20,0,0,0,
20260,31,0,0,0,
20260,32,0,0,0,
20260,40,0,0,0,
20261,10,1,1,0,
20261,20,0,0,0,
20261,31,0,0,0,
20261,32,0,0,0,
20261,40,0,0,0,
20262,10,1,1,0,
20262,20,0,0,0,
20262,31,0,0,0,
20262,32,0,0,0,
20262,40,0,0,0,
20263,10,0,0,0,
20263,20,0,0,0,
20263,31,0,0,0,
20263,32,0,0,0,
20263,40,1,1,0,
20264,10,1,1,0,
20264,20,0,0,0,
20264,31,0,0,0,
20264,32,0,0,0,
20264,40,0,0,0,
20265,10,1,1,0,
20265,20,0,0,0,
20265,31,0,0,0,
20265,32,0,0,0,
20265,40,0,0,0,
20266,10,1,1,0,
20266,20,0,0,0,
20266,31,0,0,0,
20266,32,0,0,0,
20266,40,0,0,0,
20267,10,1,1,0,
20267,20,0,0,0,
20267,31,0,0,0,
20267,32,0,0,0,
20267,40,0,0,0,
20268,10,0,0,0,
20268,20,0,0,0,
20268,31,0,0,0,
20268,32,0,0,0,
20268,40,0,0,0,
20269,10,0,0,0,
20269,20,0,0,0,
20269,31,0,0,0,
20269,32,0,0,0,
20269,40,0,0,0,
20270,10,1,NSS,NSS,1
20270,20,0,0,0,
20270,31,0,0,0,
20270,32,0,0,0,
20270,40,0,0,0,
20271,10,0,0,0,
20271,20,0,0,0,
20271,31,1,1,0,
20271,32,0,0,0,
20271,40,0,0,0,
20272,10,1,1,0,
20272,20,0,0,0,
20272,31,1,1,0,
20272,32,0,0,0,
20272,40,0,0,0,
20273,10,1,1,0,
20273,20,0,0,0,
20273,31,0,0,0,
20273,32,0,0,0,
20273,40,0,0,0,
20274,10,1,1,0,
20274,20,0,0,0,
20274,31,0,0,0,
20274,32,0,0,0,
20274,40,0,0,0,
20275,10,0,0,0,
20275,20,0,0,0,
20275,31,0,0,0,
20275,32,0,0,0,
20275,40,0,0,0,
20276,10,0,0,0,
20276,20,0,0,0,
20276,31,1,1,0,
20276,32,0,0,0,
20276,40,0,0,0,
20277,10,1,1,0,
20277,20,0,0,0,
20277,31,0,0,0,
20277,32,0,0,0,
20277,40,0,0,0,
20278,10,1,1,0,
20278,20,0,0,0,
20278,31,0,0,0,
20278,32,0,0,0,
20278,40,0,0,0,
20279,10,1,1,0,
20279,20,0,0,0,
20279,31,0,0,0,
20279,32,0,0,0,
20279,40,0,0,0,
20280,10,1,1,0,
20280,20,0,0,0,
20280,31,0,0,0,
20280,32,0,0,0,
20280,40,0,0,0,
20281,10,0,0,0,
20281,20,0,0,0,
20281,31,0,0,0,
20281,32,0,0,0,
20281,40,0,0,0,
20282,10,1,1,0,
20282,20,0,0,0,
20282,31,0,0,0,
20282,32,0,0,0,
20282,40,0,0,0,
20283,10,1,1,0,
20283,20,0,0,0,
20283,31,0,0,0,
20283,32,0,0,0,
20283,40,0,0,0,
20284,10,0,0,0,
20284,20,0,0,0,
20284,31,0,0,0,
20284,32,0,0,0,
20284,40,0,0,0,
20285,10,1,1,0,
20285,20,0,0,0,
20285,31,1,1,0,
20285,32,0,0,0,
20285,40,0,0,0,
20286,10,1,1,0,
20286,20,0,0,0,
20286,31,1,0,1,
20286,32,0,0,0,
20286,40,0,0,0,
20287,10,0,0,0,
20287,20,0,0,0,
20287,31,0,0,0,
20287,32,0,0,0,
20287,40,0,0,0,
20288,10,1,1,0,
20288,20,0,0,0,
20288,31,0,0,0,
20288,32,0,0,0,
20288,40,0,0,0,
20289,10,0,0,0,
20289,20,0,0,0,
20289,31,0,0,0,
20289,32,0,0,0,
20289,40,1,1,0,
20290,10,0,0,0,
20290,20,0,0,0,
20290,31,0,0,0,
20290,32,0,0,0,
20290,40,0,0,0,
20291,10,0,0,0,
20291,20,0,0,0,
20291,31,0,0,0,
20291,32,0,0,0,
20291,40,1,1,0,
20292,10,1,1,0,
20292,20,0,0,0,
20292,31,0,0,0,
20292,32,0,0,0,
20292,40,0,0,0,
20293,10,1,1,0,
20293,20,0,0,0,
20293,31,0,0,0,
20293,32,0,0,0,
20293,40,0,0,0,
20294,10,1,1,0,
20294,20,0,0,0,
20294,31,1,0,1,
20294,32,0,0,0,
20294,40,0,0,0,
20295,10,1,1,0,
20295,20,0,0,0,
20295,31,0,0,0,
20295,32,0,0,0,
20295,40,0,0,0,
20296,10,1,1,0,
20296,20,0,0,0,
20296,31,0,0,0,
20296,32,0,0,0,
20296,40,0,0,0,
20297,10,1,1,0,
20297,20,0,0,0,
20297,31,0,0,0,
20297,32,0,0,0,
20297,40,0,0,0,
20298,10,1,1,0,
20298,20,0,0,0,
20298,31,0,0,0,
20298,32,1,1,0,
20298,40,0,0,0,
20299,10,0,0,0,
20299,20,0,0,0,
20299,31,0,0,0,
20299,32,0,0,0,
20299,40,0,0,0,
20300,10,1,1,0,
20300,20,0,0,0,
20300,31,0,0,0,
20300,32,0,0,0,
20300,40,0,0,0,
20301,10,1,1,0,
20301,20,0,0,0,
20301,31,0,0,0,
20301,32,0,0,0,
20301,40,0,0,0,
20302,10,1,1,0,
20302,20,0,0,0,
20302,31,2,2,0,
20302,32,0,0,0,
20302,40,0,0,0,
20303,10,0,0,0,
20303,20,0,0,0,
20303,31,0,0,0,
20303,32,0,0,0,
20303,40,0,0,0,
20304,10,1,1,0,
20304,20,0,0,0,
20304,31,0,0,0,
20304,32,0,0,0,
20304,40,0,0,0,
20305,10,1,1,0,
20305,20,0,0,0,
20305,31,2,1,1,
20305,32,0,0,0,
20305,40,0,0,0,
20306,10,0,0,0,
20306,20,0,0,0,
20306,31,0,0,0,
20306,32,0,0,0,
20306,40,1,1,0,
20307,10,1,1,0,
20307,20,0,0,0,
20307,31,1,1,0,
20307,32,0,0,0,
20307,40,0,0,0,
20308,10,1,1,0,
20308,20,0,0,0,
20308,31,0,0,0,
20308,32,0,0,0,
20308,40,0,0,0,
20309,10,1,1,0,
20309,20,0,0,0,
20309,31,0,0,0,
20309,32,0,0,0,
20309,40,0,0,0,
20310,10,1,1,0,
20310,20,0,0,0,
20310,31,1,0,1,
20310,32,0,0,0,
20310,40,0,0,0,
20311,10,1,1,0,
20311,20,0,0,0,
20311,31,0,0,0,
20311,32,0,0,0,
20311,40,0,0,0,
20312,10,1,1,0,
20312,20,0,0,0,
20312,31,2,2,0,
20312,32,0,0,0,
20312,40,0,0,0,
20313,10,1,1,0,
20313,20,0,0,0,
20313,31,0,0,0,
20313,32,0,0,0,
20313,40,0,0,0,
20314,10,0,0,0,
20314,20,0,0,0,
20314,31,0,0,0,
20314,32,0,0,0,
20314,40,0,0,0,
20315,10,1,1,0,
20315,20,0,0,0,
20315,31,0,0,0,
20315,32,0,0,0,
20315,40,0,0,0,
20316,10,1,1,0,
20316,20,0,0,0,
20316,31,0,0,0,
20316,32,0,0,0,
20316,40,0,0,0,
20317,10,NA,NA,NA,
20317,20,NA,NA,NA,
20317,31,NA,NA,NA,
20317,32,NA,NA,NA,
20317,40,NA,NA,NA,
20318,10,3,3,0,
20318,20,0,0,0,
20318,31,1,1,0,
20318,32,1,1,0,
20318,40,0,0,0,
20319,10,NA,NA,NA,
20319,20,NA,NA,NA,
20319,31,NA,NA,NA,
20319,32,NA,NA,NA,
20319,40,NA,NA,NA,
20320,10,0,0,0,
20320,20,0,0,0,
20320,31,0,0,0,
20320,32,0,0,0,
20320,40,0,0,0,
20321,10,0,0,0,
20321,20,0,0,0,
20321,31,0,0,0,
20321,32,0,0,0,
20321,40,0,0,0,
20322,10,NA,NA,NA,
20322,20,NA,NA,NA,
20322,31,NA,NA,NA,
20322,32,NA,NA,NA,
20322,40,NA,NA,NA,
20323,10,0,0,0,
20323,20,0,0,0,
20323,31,0,0,0,
20323,32,0,0,0,
20323,40,0,0,0,
20324,10,1,1,0,
20324,20,0,0,0,
20324,31,0,0,0,
20324,32,0,0,0,
20324,40,0,0,0,
20325,10,1,1,0,
20325,20,0,0,0,
20325,31,3,3,0,
20325,32,0,0,0,
20325,40,0,0,0,
20326,10,0,0,0,
20326,20,0,0,0,
20326,31,1,1,0,
20326,32,0,0,0,
20326,40,0,0,0,
20327,10,1,1,0,
20327,20,0,0,0,
20327,31,0,0,0,
20327,32,0,0,0,
20327,40,0,0,0,
20328,10,1,1,0,
20328,20,0,0,0,
20328,31,0,0,0,
20328,32,0,0,0,
20328,40,0,0,0,
20329,10,1,1,0,
20329,20,0,0,0,
20329,31,0,0,0,
20329,32,0,0,0,
20329,40,0,0,0,
20330,10,1,1,0,
20330,20,0,0,0,
20330,31,0,0,0,
20330,32,0,0,0,
20330,40,0,0,0,
20331,10,1,1,0,
20331,20,0,0,0,
20331,31,0,0,0,
20331,32,0,0,0,
20331,40,0,0,0,
20332,10,0,0,0,
20332,20,0,0,0,
20332,31,0,0,0,
20332,32,0,0,0,
20332,40,0,0,0,
20333,10,1,1,0,
20333,20,0,0,0,
20333,31,0,0,0,
20333,32,0,0,0,
20333,40,0,0,0,
20334,10,0,0,0,
20334,20,0,0,0,
20334,31,2,2,0,
20334,32,0,0,0,
20334,40,0,0,0,
20335,10,1,1,0,
20335,20,0,0,0,
20335,31,0,0,0,
20335,32,0,0,0,
20335,40,0,0,0,
20336,10,1,1,0,
20336,20,0,0,0,
20336,31,0,0,0,
20336,32,0,0,0,
20336,40,0,0,0,
20337,10,0,0,0,
20337,20,0,0,0,
20337,31,0,0,0,
20337,32,0,0,0,
20337,40,0,0,0,
20338,10,1,1,0,
20338,20,0,0,0,
20338,31,0,0,0,
20338,32,0,0,0,
20338,40,0,0,0,
20339,10,1,1,0,
20339,20,0,0,0,
20339,31,0,0,0,
20339,32,0,0,0,
20339,40,0,0,0,
20340,10,1,1,0,
20340,20,0,0,0,
20340,31,0,0,0,
20340,32,0,0,0,
20340,40,0,0,0,
20341,10,0,0,0,
20341,20,0,0,0,
20341,31,0,0,0,
20341,32,0,0,0,
20341,40,0,0,0,
20342,10,NA,NA,NA,
20342,20,NA,NA,NA,
20342,31,NA,NA,NA,
20342,32,NA,NA,NA,
20342,40,NA,NA,NA,
20343,10,1,1,0,
20343,20,0,0,0,
20343,31,0,0,0,
20343,32,0,0,0,
20343,40,0,0,0,
20344,10,0,0,0,
20344,20,0,0,0,
20344,31,0,0,0,
20344,32,0,0,0,
20344,40,1,1,0,
20345,10,1,1,0,
20345,20,0,0,0,
20345,31,0,0,0,
20345,32,0,0,0,
20345,40,0,0,0,
20346,10,0,0,0,
20346,20,0,0,0,
20346,31,0,0,0,
20346,32,0,0,0,
20346,40,0,0,0,
20347,10,0,0,0,
20347,20,0,0,0,
20347,31,0,0,0,
20347,32,0,0,0,
20347,40,0,0,0,
20348,10,1,1,0,
20348,20,0,0,0,
20348,31,0,0,0,
20348,32,0,0,0,
20348,40,0,0,0,
20349,10,1,1,0,
20349,20,0,0,0,
20349,31,0,0,0,
20349,32,0,0,0,
20349,40,0,0,0,
20350,10,1,1,0,
20350,20,0,0,0,
20350,31,3,1,2,
20350,32,0,0,0,
20350,40,0,0,0,
20351,10,0,0,0,
20351,20,0,0,0,
20351,31,0,0,0,
20351,32,0,0,0,
20351,40,1,1,0,
20352,10,0,0,0,
20352,20,0,0,0,
20352,31,0,0,0,
20352,32,0,0,0,
20352,40,0,0,0,
20353,10,0,0,0,
20353,20,0,0,0,
20353,31,0,0,0,
20353,32,0,0,0,
20353,40,1,1,0,
20354,10,0,0,0,
20354,20,0,0,0,
20354,31,0,0,0,
20354,32,0,0,0,
20354,40,0,0,0,
20355,10,0,0,0,
20355,20,0,0,0,
20355,31,0,0,0,
20355,32,0,0,0,
20355,40,0,0,0,
20356,10,1,1,0,
20356,20,0,0,0,
20356,31,0,0,0,
20356,32,0,0,0,
20356,40,0,0,0,
20357,10,1,1,0,
20357,20,0,0,0,
20357,31,0,0,0,
20357,32,0,0,0,
20357,40,0,0,0,
20358,10,0,0,0,
20358,20,0,0,0,
20358,31,1,0,1,
20358,32,0,0,0,
20358,40,0,0,0,
20359,10,1,1,0,
20359,20,0,0,0,
20359,31,0,0,0,
20359,32,0,0,0,
20359,40,0,0,0,
20360,10,1,1,0,
20360,20,0,0,0,
20360,31,0,0,0,
20360,32,0,0,0,
20360,40,0,0,0,
20361,10,1,1,0,
20361,20,0,0,0,
20361,31,0,0,0,
20361,32,0,0,0,
20361,40,0,0,0,
20362,10,1,1,0,
20362,20,0,0,0,
20362,31,0,0,0,
20362,32,0,0,0,
20362,40,0,0,0,
20363,10,1,1,0,
20363,20,0,0,0,
20363,31,0,0,0,
20363,32,0,0,0,
20363,40,0,0,0,
20364,10,1,1,0,
20364,20,0,0,0,
20364,31,1,1,0,
20364,32,0,0,0,
20364,40,0,0,0,
20365,10,1,1,0,
20365,20,0,0,0,
20365,31,0,0,0,
20365,32,0,0,0,
20365,40,0,0,0,
20366,10,0,0,0,
20366,20,0,0,0,
20366,31,0,0,0,
20366,32,0,0,0,
20366,40,0,0,0,
20367,10,1,1,0,
20367,20,0,0,0,
20367,31,1,1,0,
20367,32,0,0,0,
20367,40,0,0,0,
20368,10,1,1,0,
20368,20,0,0,0,
20368,31,0,0,0,
20368,32,0,0,0,
20368,40,0,0,0,
20369,10,1,1,0,
20369,20,0,0,0,
20369,31,0,0,0,
20369,32,0,0,0,
20369,40,0,0,0,
20370,10,0,0,0,
20370,20,0,0,0,
20370,31,0,0,0,
20370,32,0,0,0,
20370,40,0,0,0,
20371,10,1,1,0,
20371,20,0,0,0,
20371,31,0,0,0,
20371,32,0,0,0,
20371,40,0,0,0,
20372,10,0,0,0,
20372,20,0,0,0,
20372,31,0,0,0,
20372,32,0,0,0,
20372,40,0,0,0,
20373,10,0,0,0,
20373,20,0,0,0,
20373,31,1,1,0,
20373,32,0,0,0,
20373,40,0,0,0,
20374,10,0,0,0,
20374,20,0,0,0,
20374,31,0,0,0,
20374,32,0,0,0,
20374,40,0,0,0,
20375,10,1,1,0,
20375,20,0,0,0,
20375,31,0,0,0,
20375,32,0,0,0,
20375,40,0,0,0,
20376,10,0,0,0,
20376,20,0,0,0,
20376,31,0,0,0,
20376,32,0,0,0,
20376,40,0,0,0,
20377,10,1,1,0,
20377,20,0,0,0,
20377,31,0,0,0,
20377,32,0,0,0,
20377,40,0,0,0,
20378,10,1,1,0,
20378,20,0,0,0,
20378,31,0,0,0,
20378,32,0,0,0,
20378,40,0,0,0,
20379,10,1,1,0,
20379,20,0,0,0,
20379,31,0,0,0,
20379,32,0,0,0,
20379,40,0,0,0,
20380,10,1,1,0,
20380,20,0,0,0,
20380,31,0,0,0,
20380,32,0,0,0,
20380,40,0,0,0,
20381,10,1,1,0,
20381,20,0,0,0,
20381,31,0,0,0,
20381,32,0,0,0,
20381,40,0,0,0,
20382,10,0,0,0,
20382,20,0,0,0,
20382,31,0,0,0,
20382,32,0,0,0,
20382,40,0,0,0,
20383,10,0,0,0,
20383,20,0,0,0,
20383,31,0,0,0,
20383,32,0,0,0,
20383,40,0,0,0,
20384,10,0,0,0,
20384,20,0,0,0,
20384,31,0,0,0,
20384,32,0,0,0,
20384,40,0,0,0,
20385,10,1,1,0,
20385,20,2,2,0,
20385,31,0,0,0,
20385,32,0,0,0,
20385,40,0,0,0,
20386,10,1,1,0,
20386,20,0,0,0,
20386,31,0,0,0,
20386,32,0,0,0,
20386,40,0,0,0,
20387,10,1,1,0,
20387,20,0,0,0,
20387,31,0,0,0,
20387,32,0,0,0,
20387,40,0,0,0,
20388,10,1,1,0,
20388,20,0,0,0,
20388,31,0,0,0,
20388,32,0,0,0,
20388,40,0,0,0,
20389,10,0,0,0,
20389,20,0,0,0,
20389,31,0,0,0,
20389,32,0,0,0,
20389,40,0,0,0,
20390,10,1,1,0,
20390,20,0,0,0,
20390,31,0,0,0,
20390,32,0,0,0,
20390,40,0,0,0,
20391,10,0,0,0,
20391,20,0,0,0,
20391,31,0,0,0,
20391,32,0,0,0,
20391,40,0,0,0,
20392,10,1,1,0,
20392,20,0,0,0,
20392,31,0,0,0,
20392,32,0,0,0,
20392,40,0,0,0,
20393,10,1,1,0,
20393,20,0,0,0,
20393,31,0,0,0,
20393,32,0,0,0,
20393,40,0,0,0,
20394,10,0,0,0,
20394,20,0,0,0,
20394,31,0,0,0,
20394,32,0,0,0,
20394,40,0,0,0,
20395,10,1,1,0,
20395,20,0,0,0,
20395,31,0,0,0,
20395,32,0,0,0,
20395,40,0,0,0,
20396,10,0,0,0,
20396,20,0,0,0,
20396,31,1,1,0,
20396,32,0,0,0,
20396,40,0,0,0,
20397,10,1,1,0,
20397,20,0,0,0,
20397,31,1,1,0,
20397,32,0,0,0,
20397,40,0,0,0,
20398,10,1,1,0,
20398,20,0,0,0,
20398,31,0,0,0,
20398,32,0,0,0,
20398,40,0,0,0,
20399,10,1,1,0,
20399,20,0,0,0,
20399,31,0,0,0,
20399,32,1,1,0,
20399,40,0,0,0,
20400,10,1,1,0,
20400,20,0,0,0,
20400,31,2,2,0,
20400,32,0,0,0,
20400,40,0,0,0,
20401,10,2,2,0,
20401,20,0,0,0,
20401,31,2,2,0,
20401,32,0,0,0,
20401,40,0,0,0,
20402,10,1,1,0,
20402,20,0,0,0,
20402,31,0,0,0,
20402,32,0,0,0,
20402,40,0,0,0,
20403,10,1,1,0,
20403,20,0,0,0,
20403,31,0,0,0,
20403,32,0,0,0,
20403,40,0,0,0,
20404,10,0,0,0,
20404,20,0,0,0,
20404,31,0,0,0,
20404,32,0,0,0,
20404,40,0,0,0,
20405,10,0,0,0,
20405,20,0,0,0,
20405,31,2,2,0,
20405,32,0,0,0,
20405,40,0,0,0,
20406,10,1,1,0,
20406,20,0,0,0,
20406,31,0,0,0,
20406,32,2,2,0,
20406,40,0,0,0,
20407,10,0,0,0,
20407,20,0,0,0,
20407,31,0,0,0,
20407,32,0,0,0,
20407,40,0,0,0,
20408,10,1,1,0,
20408,20,0,0,0,
20408,31,0,0,0,
20408,32,0,0,0,
20408,40,0,0,0,
20409,10,1,1,0,
20409,20,0,0,0,
20409,31,0,0,0,
20409,32,0,0,0,
20409,40,0,0,0,
20410,10,1,1,0,
20410,20,0,0,0,
20410,31,0,0,0,
20410,32,0,0,0,
20410,40,0,0,0,
20411,10,0,0,0,
20411,20,0,0,0,
20411,31,0,0,0,
20411,32,0,0,0,
20411,40,0,0,0,
20412,10,1,1,0,
20412,20,0,0,0,
20412,31,0,0,0,
20412,32,0,0,0,
20412,40,0,0,0,
20413,10,2,2,0,
20413,20,0,0,0,
20413,31,0,0,0,
20413,32,0,0,0,
20413,40,0,0,0,
20414,10,1,1,0,
20414,20,0,0,0,
20414,31,1,1,0,
20414,32,0,0,0,
20414,40,0,0,0,
20415,10,1,1,0,
20415,20,0,0,0,
20415,31,0,0,0,
20415,32,0,0,0,
20415,40,0,0,0,
20416,10,0,0,0,
20416,20,0,0,0,
20416,31,0,0,0,
20416,32,0,0,0,
20416,40,0,0,0,
20417,10,1,1,0,
20417,20,0,0,0,
20417,31,0,0,0,
20417,32,0,0,0,
20417,40,0,0,0,
20418,10,1,1,0,
20418,20,0,0,0,
20418,31,2,2,0,
20418,32,0,0,0,
20418,40,0,0,0,
20419,10,1,1,0,
20419,20,0,0,0,
20419,31,0,0,0,
20419,32,0,0,0,
20419,40,0,0,0,
20420,10,0,0,0,
20420,20,0,0,0,
20420,31,0,0,0,
20420,32,0,0,0,
20420,40,0,0,0,
20421,10,1,1,0,
20421,20,0,0,0,
20421,31,1,1,0,
20421,32,0,0,0,
20421,40,0,0,0,
20422,10,1,1,0,
20422,20,0,0,0,
20422,31,0,0,0,
20422,32,0,0,0,
20422,40,0,0,0,
20423,10,0,0,0,
20423,20,0,0,0,
20423,31,0,0,0,
20423,32,0,0,0,
20423,40,0,0,0,
20424,10,0,0,0,
20424,20,0,0,0,
20424,31,0,0,0,
20424,32,0,0,0,
20424,40,0,0,0,
20425,10,0,0,0,
20425,20,0,0,0,
20425,31,0,0,0,
20425,32,0,0,0,
20425,40,0,0,0,
20426,10,1,1,0,
20426,20,0,0,0,
20426,31,0,0,0,
20426,32,0,0,0,
20426,40,0,0,0,
20427,10,1,1,0,
20427,20,0,0,0,
20427,31,4,4,0,
20427,32,0,0,0,
20427,40,0,0,0,
20428,10,1,1,0,
20428,20,0,0,0,
20428,31,0,0,0,
20428,32,0,0,0,
20428,40,0,0,0,
20429,10,0,0,0,
20429,20,0,0,0,
20429,31,0,0,0,
20429,32,0,0,0,
20429,40,0,0,0,
20430,10,0,0,0,
20430,20,0,0,0,
20430,31,0,0,0,
20430,32,0,0,0,
20430,40,1,1,0,
20431,10,0,0,0,
20431,20,0,0,0,
20431,31,1,1,0,
20431,32,0,0,0,
20431,40,0,0,0,
20432,10,0,0,0,
20432,20,0,0,0,
20432,31,0,0,0,
20432,32,0,0,0,
20432,40,0,0,0,
20433,10,1,1,0,
20433,20,0,0,0,
20433,31,0,0,0,
20433,32,0,0,0,
20433,40,0,0,0,
20434,10,1,1,0,
20434,20,0,0,0,
20434,31,0,0,0,
20434,32,0,0,0,
20434,40,0,0,0,
20435,10,1,1,0,
20435,20,0,0,0,
20435,31,0,0,0,
20435,32,0,0,0,
20435,40,0,0,0,
20436,10,1,1,0,
20436,20,0,0,0,
20436,31,0,0,0,
20436,32,0,0,0,
20436,40,0,0,0,
20437,10,1,1,0,
20437,20,0,0,0,
20437,31,0,0,0,
20437,32,0,0,0,
20437,40,0,0,0,
20438,10,0,0,0,
20438,20,0,0,0,
20438,31,1,1,0,
20438,32,0,0,0,
20438,40,0,0,0,
20439,10,2,2,0,
20439,20,0,0,0,
20439,31,0,0,0,
20439,32,0,0,0,
20439,40,0,0,0,
20440,10,1,1,0,
20440,20,0,0,0,
20440,31,0,0,0,
20440,32,0,0,0,
20440,40,0,0,0,
20441,10,1,1,0,
20441,20,0,0,0,
20441,31,0,0,0,
20441,32,0,0,0,
20441,40,0,0,0,
20442,10,1,1,0,
20442,20,0,0,0,
20442,31,0,0,0,
20442,32,0,0,0,
20442,40,0,0,0,
20443,10,1,1,0,
20443,20,0,0,0,
20443,31,0,0,0,
20443,32,0,0,0,
20443,40,0,0,0,
20444,10,0,0,0,
20444,20,0,0,0,
20444,31,0,0,0,
20444,32,0,0,0,
20444,40,0,0,0,
20445,10,1,1,0,
20445,20,0,0,0,
20445,31,0,0,0,
20445,32,0,0,0,
