ubicageo_f,tipoequi_g,rnsnni1,totalca1
7004,101,2,NA
7004,102,2,NA
7004,103,2,NA
7004,104,2,NA
7004,105,2,NA
7004,110,2,NA
7005,10,2,NA
7005,20,2,NA
7005,30,2,NA
7005,41,2,NA
7005,42,2,NA
7005,50,2,NA
7005,60,2,NA
7005,70,2,NA
7005,80,2,NA
7005,90,2,NA
7005,101,2,NA
7005,102,2,NA
7005,103,2,NA
7005,104,2,NA
7005,105,2,NA
7005,110,2,NA
7006,10,2,NA
7006,20,2,NA
7006,30,2,NA
7006,41,2,NA
7006,42,2,NA
7006,50,2,NA
7006,60,2,NA
7006,70,2,NA
7006,80,2,NA
7006,90,2,NA
7006,101,2,NA
7006,102,2,NA
7006,103,2,NA
7006,104,2,NA
7006,105,2,NA
7006,110,2,NA
7007,10,2,NA
7007,20,2,NA
7007,30,2,NA
7007,41,2,NA
7007,42,2,NA
7007,50,2,NA
7007,60,2,NA
7007,70,2,NA
7007,80,2,NA
7007,90,2,NA
7007,101,2,NA
7007,102,2,NA
7007,103,2,NA
7007,104,2,NA
7007,105,2,NA
7007,110,2,NA
7008,10,2,NA
7008,20,1,19
7008,30,2,NA
7008,41,2,NA
7008,42,2,NA
7008,50,2,NA
7008,60,2,NA
7008,70,2,NA
7008,80,2,NA
7008,90,2,NA
7008,101,2,NA
7008,102,2,NA
7008,103,2,NA
7008,104,2,NA
7008,105,2,NA
7008,110,2,NA
7009,10,2,NA
7009,20,1,39
7009,30,2,NA
7009,41,2,NA
7009,42,2,NA
7009,50,2,NA
7009,60,2,NA
7009,70,2,NA
7009,80,2,NA
7009,90,1,10
7009,101,2,NA
7009,102,2,NA
7009,103,2,NA
7009,104,2,NA
7009,105,2,NA
7009,110,2,NA
7010,10,2,NA
7010,20,2,NA
7010,30,2,NA
7010,41,2,NA
7010,42,2,NA
7010,50,2,NA
7010,60,2,NA
7010,70,2,NA
7010,80,2,NA
7010,90,2,NA
7010,101,2,NA
7010,102,2,NA
7010,103,2,NA
7010,104,2,NA
7010,105,2,NA
7010,110,2,NA
7011,10,2,NA
7011,20,2,NA
7011,30,2,NA
7011,41,2,NA
7011,42,2,NA
7011,50,2,NA
7011,60,9,NSS
7011,70,9,NSS
7011,80,2,NA
7011,90,9,NSS
7011,101,2,NA
7011,102,2,NA
7011,103,2,NA
7011,104,2,NA
7011,105,2,NA
7011,110,2,NA
7012,10,2,NA
7012,20,2,NA
7012,30,2,NA
7012,41,2,NA
7012,42,2,NA
7012,50,2,NA
7012,60,2,NA
7012,70,2,NA
7012,80,2,NA
7012,90,1,2
7012,101,2,NA
7012,102,2,NA
7012,103,2,NA
7012,104,2,NA
7012,105,2,NA
7012,110,2,NA
7013,10,2,NA
7013,20,2,NA
7013,30,2,NA
7013,41,2,NA
7013,42,2,NA
7013,50,2,NA
7013,60,2,NA
7013,70,2,NA
7013,80,2,NA
7013,90,2,NA
7013,101,2,NA
7013,102,2,NA
7013,103,2,NA
7013,104,2,NA
7013,105,2,NA
7013,110,2,NA
7014,10,2,NA
7014,20,2,NA
7014,30,2,NA
7014,41,2,NA
7014,42,2,NA
7014,50,2,NA
7014,60,2,NA
7014,70,2,NA
7014,80,2,NA
7014,90,2,NA
7014,101,2,NA
7014,102,2,NA
7014,103,2,NA
7014,104,2,NA
7014,105,2,NA
7014,110,2,NA
7015,10,2,NA
7015,20,2,NA
7015,30,2,NA
7015,41,2,NA
7015,42,2,NA
7015,50,2,NA
7015,60,2,NA
7015,70,2,NA
7015,80,2,NA
7015,90,2,NA
7015,101,2,NA
7015,102,2,NA
7015,103,2,NA
7015,104,2,NA
7015,105,2,NA
7015,110,1,15
7016,10,2,NA
7016,20,2,NA
7016,30,2,NA
7016,41,2,NA
7016,42,2,NA
7016,50,2,NA
7016,60,2,NA
7016,70,2,NA
7016,80,2,NA
7016,90,1,9
7016,101,2,NA
7016,102,2,NA
7016,103,2,NA
7016,104,2,NA
7016,105,2,NA
7016,110,2,NA
7017,10,2,NA
7017,20,2,NA
7017,30,2,NA
7017,41,2,NA
7017,42,2,NA
7017,50,2,NA
7017,60,2,NA
7017,70,2,NA
7017,80,2,NA
7017,90,2,NA
7017,101,2,NA
7017,102,2,NA
7017,103,2,NA
7017,104,2,NA
7017,105,2,NA
7017,110,2,NA
7018,10,2,NA
7018,20,2,NA
7018,30,2,NA
7018,41,2,NA
7018,42,2,NA
7018,50,2,NA
7018,60,2,NA
7018,70,2,NA
7018,80,2,NA
7018,90,2,NA
7018,101,2,NA
7018,102,2,NA
7018,103,2,NA
7018,104,2,NA
7018,105,2,NA
7018,110,2,NA
7019,10,2,NA
7019,20,2,NA
7019,30,2,NA
7019,41,2,NA
7019,42,2,NA
7019,50,2,NA
7019,60,2,NA
7019,70,2,NA
7019,80,2,NA
7019,90,2,NA
7019,101,2,NA
7019,102,2,NA
7019,103,2,NA
7019,104,2,NA
7019,105,2,NA
7019,110,2,NA
7020,10,2,NA
7020,20,2,NA
7020,30,2,NA
7020,41,2,NA
7020,42,2,NA
7020,50,2,NA
7020,60,2,NA
7020,70,2,NA
7020,80,2,NA
7020,90,2,NA
7020,101,2,NA
7020,102,2,NA
7020,103,2,NA
7020,104,2,NA
7020,105,2,NA
7020,110,2,NA
7021,10,2,NA
7021,20,2,NA
7021,30,2,NA
7021,41,2,NA
7021,42,2,NA
7021,50,2,NA
7021,60,2,NA
7021,70,2,NA
7021,80,2,NA
7021,90,2,NA
7021,101,2,NA
7021,102,2,NA
7021,103,2,NA
7021,104,2,NA
7021,105,2,NA
7021,110,2,NA
7022,10,2,NA
7022,20,2,NA
7022,30,2,NA
7022,41,2,NA
7022,42,2,NA
7022,50,2,NA
7022,60,2,NA
7022,70,2,NA
7022,80,2,NA
7022,90,2,NA
7022,101,2,NA
7022,102,2,NA
7022,103,2,NA
7022,104,2,NA
7022,105,2,NA
7022,110,2,NA
7023,10,2,NA
7023,20,2,NA
7023,30,2,NA
7023,41,2,NA
7023,42,2,NA
7023,50,2,NA
7023,60,2,NA
7023,70,2,NA
7023,80,2,NA
7023,90,2,NA
7023,101,2,NA
7023,102,2,NA
7023,103,2,NA
7023,104,2,NA
7023,105,2,NA
7023,110,2,NA
7024,10,2,NA
7024,20,2,NA
7024,30,2,NA
7024,41,2,NA
7024,42,2,NA
7024,50,2,NA
7024,60,2,NA
7024,70,2,NA
7024,80,2,NA
7024,90,2,NA
7024,101,2,NA
7024,102,2,NA
7024,103,2,NA
7024,104,2,NA
7024,105,2,NA
7024,110,2,NA
7025,10,2,NA
7025,20,2,NA
7025,30,2,NA
7025,41,2,NA
7025,42,2,NA
7025,50,2,NA
7025,60,2,NA
7025,70,2,NA
7025,80,2,NA
7025,90,2,NA
7025,101,2,NA
7025,102,2,NA
7025,103,2,NA
7025,104,2,NA
7025,105,2,NA
7025,110,2,NA
7026,10,2,NA
7026,20,2,NA
7026,30,2,NA
7026,41,2,NA
7026,42,2,NA
7026,50,2,NA
7026,60,2,NA
7026,70,2,NA
7026,80,2,NA
7026,90,2,NA
7026,101,2,NA
7026,102,2,NA
7026,103,2,NA
7026,104,2,NA
7026,105,2,NA
7026,110,2,NA
7027,10,2,NA
7027,20,2,NA
7027,30,2,NA
7027,41,2,NA
7027,42,2,NA
7027,50,2,NA
7027,60,2,NA
7027,70,2,NA
7027,80,2,NA
7027,90,1,1
7027,101,2,NA
7027,102,2,NA
7027,103,2,NA
7027,104,2,NA
7027,105,2,NA
7027,110,2,NA
7028,10,2,NA
7028,20,2,NA
7028,30,2,NA
7028,41,2,NA
7028,42,2,NA
7028,50,2,NA
7028,60,2,NA
7028,70,2,NA
7028,80,2,NA
7028,90,2,NA
7028,101,2,NA
7028,102,2,NA
7028,103,2,NA
7028,104,2,NA
7028,105,2,NA
7028,110,2,NA
7029,10,2,NA
7029,20,2,NA
7029,30,2,NA
7029,41,2,NA
7029,42,2,NA
7029,50,2,NA
7029,60,2,NA
7029,70,2,NA
7029,80,2,NA
7029,90,2,NA
7029,101,2,NA
7029,102,2,NA
7029,103,2,NA
7029,104,2,NA
7029,105,2,NA
7029,110,2,NA
7030,10,2,NA
7030,20,2,NA
7030,30,2,NA
7030,41,2,NA
7030,42,2,NA
7030,50,2,NA
7030,60,2,NA
7030,70,2,NA
7030,80,2,NA
7030,90,2,NA
7030,101,2,NA
7030,102,2,NA
7030,103,2,NA
7030,104,2,NA
7030,105,2,NA
7030,110,2,NA
7031,10,2,NA
7031,20,2,NA
7031,30,2,NA
7031,41,2,NA
7031,42,2,NA
7031,50,2,NA
7031,60,1,4
7031,70,2,NA
7031,80,2,NA
7031,90,2,NA
7031,101,2,NA
7031,102,2,NA
7031,103,2,NA
7031,104,2,NA
7031,105,2,NA
7031,110,2,NA
7032,10,2,NA
7032,20,2,NA
7032,30,2,NA
7032,41,2,NA
7032,42,2,NA
7032,50,2,NA
7032,60,1,2
7032,70,2,NA
7032,80,2,NA
7032,90,2,NA
7032,101,2,NA
7032,102,2,NA
7032,103,2,NA
7032,104,2,NA
7032,105,2,NA
7032,110,2,NA
7033,10,2,NA
7033,20,2,NA
7033,30,2,NA
7033,41,2,NA
7033,42,2,NA
7033,50,2,NA
7033,60,2,NA
7033,70,2,NA
7033,80,2,NA
7033,90,2,NA
7033,101,2,NA
7033,102,2,NA
7033,103,2,NA
7033,104,2,NA
7033,105,2,NA
7033,110,2,NA
7034,10,2,NA
7034,20,2,NA
7034,30,2,NA
7034,41,2,NA
7034,42,2,NA
7034,50,2,NA
7034,60,2,NA
7034,70,2,NA
7034,80,2,NA
7034,90,2,NA
7034,101,2,NA
7034,102,2,NA
7034,103,2,NA
7034,104,2,NA
7034,105,2,NA
7034,110,2,NA
7035,10,2,NA
7035,20,2,NA
7035,30,2,NA
7035,41,2,NA
7035,42,2,NA
7035,50,2,NA
7035,60,2,NA
7035,70,2,NA
7035,80,2,NA
7035,90,2,NA
7035,101,2,NA
7035,102,2,NA
7035,103,2,NA
7035,104,2,NA
7035,105,2,NA
7035,110,2,NA
7036,10,2,NA
7036,20,2,NA
7036,30,2,NA
7036,41,2,NA
7036,42,2,NA
7036,50,2,NA
7036,60,2,NA
7036,70,2,NA
7036,80,2,NA
7036,90,1,12
7036,101,2,NA
7036,102,2,NA
7036,103,2,NA
7036,104,2,NA
7036,105,2,NA
7036,110,2,NA
7037,10,2,NA
7037,20,2,NA
7037,30,2,NA
7037,41,2,NA
7037,42,2,NA
7037,50,2,NA
7037,60,2,NA
7037,70,2,NA
7037,80,2,NA
7037,90,2,NA
7037,101,2,NA
7037,102,2,NA
7037,103,2,NA
7037,104,2,NA
7037,105,2,NA
7037,110,2,NA
7038,10,2,NA
7038,20,2,NA
7038,30,2,NA
7038,41,2,NA
7038,42,2,NA
7038,50,2,NA
7038,60,2,NA
7038,70,2,NA
7038,80,2,NA
7038,90,2,NA
7038,101,2,NA
7038,102,2,NA
7038,103,2,NA
7038,104,2,NA
7038,105,2,NA
7038,110,2,NA
7039,10,2,NA
7039,20,2,NA
7039,30,2,NA
7039,41,2,NA
7039,42,2,NA
7039,50,2,NA
7039,60,2,NA
7039,70,2,NA
7039,80,2,NA
7039,90,2,NA
7039,101,2,NA
7039,102,2,NA
7039,103,2,NA
7039,104,2,NA
7039,105,2,NA
7039,110,2,NA
7040,10,2,NA
7040,20,2,NA
7040,30,2,NA
7040,41,2,NA
7040,42,2,NA
7040,50,2,NA
7040,60,2,NA
7040,70,2,NA
7040,80,2,NA
7040,90,2,NA
7040,101,2,NA
7040,102,2,NA
7040,103,2,NA
7040,104,2,NA
7040,105,2,NA
7040,110,2,NA
7041,10,2,NA
7041,20,2,NA
7041,30,2,NA
7041,41,2,NA
7041,42,2,NA
7041,50,2,NA
7041,60,2,NA
7041,70,2,NA
7041,80,2,NA
7041,90,2,NA
7041,101,2,NA
7041,102,2,NA
7041,103,2,NA
7041,104,2,NA
7041,105,2,NA
7041,110,2,NA
7042,10,2,NA
7042,20,2,NA
7042,30,2,NA
7042,41,2,NA
7042,42,2,NA
7042,50,2,NA
7042,60,2,NA
7042,70,2,NA
7042,80,2,NA
7042,90,2,NA
7042,101,2,NA
7042,102,2,NA
7042,103,2,NA
7042,104,2,NA
7042,105,2,NA
7042,110,2,NA
7043,10,2,NA
7043,20,2,NA
7043,30,2,NA
7043,41,2,NA
7043,42,2,NA
7043,50,2,NA
7043,60,2,NA
7043,70,2,NA
7043,80,2,NA
7043,90,2,NA
7043,101,2,NA
7043,102,2,NA
7043,103,2,NA
7043,104,2,NA
7043,105,2,NA
7043,110,2,NA
7044,10,2,NA
7044,20,2,NA
7044,30,2,NA
7044,41,2,NA
7044,42,2,NA
7044,50,2,NA
7044,60,2,NA
7044,70,2,NA
7044,80,2,NA
7044,90,2,NA
7044,101,2,NA
7044,102,2,NA
7044,103,2,NA
7044,104,2,NA
7044,105,2,NA
7044,110,2,NA
7045,10,2,NA
7045,20,2,NA
7045,30,2,NA
7045,41,2,NA
7045,42,2,NA
7045,50,2,NA
7045,60,2,NA
7045,70,2,NA
7045,80,2,NA
7045,90,2,NA
7045,101,2,NA
7045,102,2,NA
7045,103,2,NA
7045,104,2,NA
7045,105,2,NA
7045,110,2,NA
7046,10,2,NA
7046,20,2,NA
7046,30,2,NA
7046,41,2,NA
7046,42,2,NA
7046,50,2,NA
7046,60,2,NA
7046,70,1,1
7046,80,2,NA
7046,90,2,NA
7046,101,2,NA
7046,102,2,NA
7046,103,2,NA
7046,104,2,NA
7046,105,2,NA
7046,110,2,NA
7047,10,2,NA
7047,20,2,NA
7047,30,2,NA
7047,41,2,NA
7047,42,2,NA
7047,50,2,NA
7047,60,2,NA
7047,70,2,NA
7047,80,2,NA
7047,90,2,NA
7047,101,2,NA
7047,102,2,NA
7047,103,2,NA
7047,104,2,NA
7047,105,2,NA
7047,110,2,NA
7048,10,2,NA
7048,20,2,NA
7048,30,2,NA
7048,41,2,NA
7048,42,2,NA
7048,50,2,NA
7048,60,2,NA
7048,70,2,NA
7048,80,2,NA
7048,90,2,NA
7048,101,2,NA
7048,102,2,NA
7048,103,2,NA
7048,104,2,NA
7048,105,2,NA
7048,110,2,NA
7049,10,2,NA
7049,20,2,NA
7049,30,2,NA
7049,41,2,NA
7049,42,2,NA
7049,50,2,NA
7049,60,2,NA
7049,70,2,NA
7049,80,2,NA
7049,90,2,NA
7049,101,2,NA
7049,102,2,NA
7049,103,2,NA
7049,104,2,NA
7049,105,2,NA
7049,110,2,NA
7050,10,2,NA
7050,20,2,NA
7050,30,2,NA
7050,41,2,NA
7050,42,2,NA
7050,50,2,NA
7050,60,2,NA
7050,70,2,NA
7050,80,2,NA
7050,90,2,NA
7050,101,2,NA
7050,102,2,NA
7050,103,2,NA
7050,104,2,NA
7050,105,2,NA
7050,110,2,NA
7051,10,2,NA
7051,20,2,NA
7051,30,2,NA
7051,41,2,NA
7051,42,2,NA
7051,50,2,NA
7051,60,2,NA
7051,70,2,NA
7051,80,2,NA
7051,90,2,NA
7051,101,2,NA
7051,102,2,NA
7051,103,2,NA
7051,104,2,NA
7051,105,2,NA
7051,110,2,NA
7052,10,2,NA
7052,20,2,NA
7052,30,2,NA
7052,41,2,NA
7052,42,2,NA
7052,50,2,NA
7052,60,2,NA
7052,70,2,NA
7052,80,2,NA
7052,90,2,NA
7052,101,2,NA
7052,102,2,NA
7052,103,2,NA
7052,104,2,NA
7052,105,2,NA
7052,110,2,NA
7053,10,2,NA
7053,20,2,NA
7053,30,2,NA
7053,41,2,NA
7053,42,2,NA
7053,50,2,NA
7053,60,2,NA
7053,70,2,NA
7053,80,2,NA
7053,90,2,NA
7053,101,2,NA
7053,102,2,NA
7053,103,2,NA
7053,104,2,NA
7053,105,2,NA
7053,110,2,NA
7054,10,2,NA
7054,20,2,NA
7054,30,2,NA
7054,41,2,NA
7054,42,2,NA
7054,50,2,NA
7054,60,2,NA
7054,70,2,NA
7054,80,2,NA
7054,90,2,NA
7054,101,2,NA
7054,102,2,NA
7054,103,2,NA
7054,104,2,NA
7054,105,2,NA
7054,110,2,NA
7055,10,2,NA
7055,20,2,NA
7055,30,2,NA
7055,41,2,NA
7055,42,2,NA
7055,50,2,NA
7055,60,2,NA
7055,70,2,NA
7055,80,2,NA
7055,90,2,NA
7055,101,2,NA
7055,102,2,NA
7055,103,2,NA
7055,104,2,NA
7055,105,2,NA
7055,110,2,NA
7056,10,2,NA
7056,20,2,NA
7056,30,2,NA
7056,41,2,NA
7056,42,2,NA
7056,50,2,NA
7056,60,2,NA
7056,70,2,NA
7056,80,2,NA
7056,90,2,NA
7056,101,2,NA
7056,102,2,NA
7056,103,2,NA
7056,104,2,NA
7056,105,2,NA
7056,110,2,NA
7057,10,2,NA
7057,20,2,NA
7057,30,2,NA
7057,41,2,NA
7057,42,1,4
7057,50,2,NA
7057,60,1,2
7057,70,2,NA
7057,80,2,NA
7057,90,1,17
7057,101,2,NA
7057,102,2,NA
7057,103,2,NA
7057,104,2,NA
7057,105,2,NA
7057,110,2,NA
7058,10,2,NA
7058,20,2,NA
7058,30,2,NA
7058,41,2,NA
7058,42,2,NA
7058,50,2,NA
7058,60,2,NA
7058,70,2,NA
7058,80,2,NA
7058,90,2,NA
7058,101,2,NA
7058,102,2,NA
7058,103,2,NA
7058,104,2,NA
7058,105,2,NA
7058,110,2,NA
7059,10,2,NA
7059,20,2,NA
7059,30,2,NA
7059,41,2,NA
7059,42,2,NA
7059,50,2,NA
7059,60,2,NA
7059,70,2,NA
7059,80,2,NA
7059,90,2,NA
7059,101,2,NA
7059,102,2,NA
7059,103,2,NA
7059,104,2,NA
7059,105,2,NA
7059,110,2,NA
7060,10,2,NA
7060,20,2,NA
7060,30,2,NA
7060,41,2,NA
7060,42,2,NA
7060,50,2,NA
7060,60,2,NA
7060,70,2,NA
7060,80,2,NA
7060,90,2,NA
7060,101,2,NA
7060,102,2,NA
7060,103,2,NA
7060,104,2,NA
7060,105,2,NA
7060,110,2,NA
7061,10,2,NA
7061,20,2,NA
7061,30,2,NA
7061,41,2,NA
7061,42,2,NA
7061,50,2,NA
7061,60,2,NA
7061,70,2,NA
7061,80,2,NA
7061,90,2,NA
7061,101,2,NA
7061,102,2,NA
7061,103,2,NA
7061,104,2,NA
7061,105,2,NA
7061,110,2,NA
7062,10,2,NA
7062,20,2,NA
7062,30,2,NA
7062,41,2,NA
7062,42,2,NA
7062,50,2,NA
7062,60,2,NA
7062,70,2,NA
7062,80,2,NA
7062,90,2,NA
7062,101,2,NA
7062,102,2,NA
7062,103,2,NA
7062,104,2,NA
7062,105,2,NA
7062,110,2,NA
7063,10,2,NA
7063,20,2,NA
7063,30,2,NA
7063,41,2,NA
7063,42,2,NA
7063,50,2,NA
7063,60,2,NA
7063,70,2,NA
7063,80,2,NA
7063,90,2,NA
7063,101,2,NA
7063,102,2,NA
7063,103,2,NA
7063,104,2,NA
7063,105,2,NA
7063,110,2,NA
7064,10,2,NA
7064,20,2,NA
7064,30,2,NA
7064,41,2,NA
7064,42,2,NA
7064,50,2,NA
7064,60,2,NA
7064,70,2,NA
7064,80,2,NA
7064,90,2,NA
7064,101,2,NA
7064,102,2,NA
7064,103,2,NA
7064,104,2,NA
7064,105,2,NA
7064,110,2,NA
7065,10,2,NA
7065,20,2,NA
7065,30,2,NA
7065,41,2,NA
7065,42,2,NA
7065,50,2,NA
7065,60,2,NA
7065,70,2,NA
7065,80,2,NA
7065,90,2,NA
7065,101,2,NA
7065,102,2,NA
7065,103,2,NA
7065,104,2,NA
7065,105,2,NA
7065,110,2,NA
7066,10,2,NA
7066,20,2,NA
7066,30,2,NA
7066,41,2,NA
7066,42,2,NA
7066,50,2,NA
7066,60,2,NA
7066,70,2,NA
7066,80,2,NA
7066,90,2,NA
7066,101,2,NA
7066,102,2,NA
7066,103,2,NA
7066,104,2,NA
7066,105,2,NA
7066,110,2,NA
7067,10,2,NA
7067,20,2,NA
7067,30,2,NA
7067,41,2,NA
7067,42,2,NA
7067,50,2,NA
7067,60,2,NA
7067,70,2,NA
7067,80,2,NA
7067,90,2,NA
7067,101,2,NA
7067,102,2,NA
7067,103,2,NA
7067,104,2,NA
7067,105,2,NA
7067,110,2,NA
7068,10,2,NA
7068,20,2,NA
7068,30,2,NA
7068,41,2,NA
7068,42,2,NA
7068,50,2,NA
7068,60,2,NA
7068,70,2,NA
7068,80,2,NA
7068,90,2,NA
7068,101,2,NA
7068,102,2,NA
7068,103,2,NA
7068,104,2,NA
7068,105,2,NA
7068,110,2,NA
7069,10,2,NA
7069,20,2,NA
7069,30,2,NA
7069,41,2,NA
7069,42,2,NA
7069,50,2,NA
7069,60,1,2
7069,70,2,NA
7069,80,2,NA
7069,90,2,NA
7069,101,2,NA
7069,102,2,NA
7069,103,2,NA
7069,104,2,NA
7069,105,2,NA
7069,110,2,NA
7070,10,2,NA
7070,20,2,NA
7070,30,2,NA
7070,41,2,NA
7070,42,2,NA
7070,50,2,NA
7070,60,2,NA
7070,70,2,NA
7070,80,2,NA
7070,90,1,5
7070,101,2,NA
7070,102,2,NA
7070,103,2,NA
7070,104,2,NA
7070,105,2,NA
7070,110,2,NA
7071,10,2,NA
7071,20,2,NA
7071,30,2,NA
7071,41,2,NA
7071,42,2,NA
7071,50,2,NA
7071,60,2,NA
7071,70,2,NA
7071,80,2,NA
7071,90,2,NA
7071,101,2,NA
7071,102,2,NA
7071,103,2,NA
7071,104,2,NA
7071,105,2,NA
7071,110,2,NA
7072,10,2,NA
7072,20,2,NA
7072,30,2,NA
7072,41,2,NA
7072,42,2,NA
7072,50,2,NA
7072,60,2,NA
7072,70,2,NA
7072,80,2,NA
7072,90,2,NA
7072,101,2,NA
7072,102,2,NA
7072,103,2,NA
7072,104,2,NA
7072,105,2,NA
7072,110,2,NA
7073,10,2,NA
7073,20,2,NA
7073,30,2,NA
7073,41,2,NA
7073,42,2,NA
7073,50,2,NA
7073,60,2,NA
7073,70,2,NA
7073,80,2,NA
7073,90,2,NA
7073,101,2,NA
7073,102,2,NA
7073,103,2,NA
7073,104,2,NA
7073,105,2,NA
7073,110,2,NA
7074,10,2,NA
7074,20,2,NA
7074,30,2,NA
7074,41,2,NA
7074,42,2,NA
7074,50,2,NA
7074,60,2,NA
7074,70,2,NA
7074,80,2,NA
7074,90,2,NA
7074,101,2,NA
7074,102,2,NA
7074,103,2,NA
7074,104,2,NA
7074,105,2,NA
7074,110,2,NA
7075,10,2,NA
7075,20,2,NA
7075,30,2,NA
7075,41,2,NA
7075,42,2,NA
7075,50,2,NA
7075,60,2,NA
7075,70,2,NA
7075,80,2,NA
7075,90,2,NA
7075,101,2,NA
7075,102,2,NA
7075,103,2,NA
7075,104,2,NA
7075,105,2,NA
7075,110,2,NA
7076,10,2,NA
7076,20,2,NA
7076,30,2,NA
7076,41,2,NA
7076,42,2,NA
7076,50,2,NA
7076,60,2,NA
7076,70,2,NA
7076,80,2,NA
7076,90,2,NA
7076,101,2,NA
7076,102,2,NA
7076,103,2,NA
7076,104,2,NA
7076,105,2,NA
7076,110,2,NA
7077,10,2,NA
7077,20,2,NA
7077,30,2,NA
7077,41,2,NA
7077,42,2,NA
7077,50,2,NA
7077,60,2,NA
7077,70,2,NA
7077,80,2,NA
7077,90,2,NA
7077,101,2,NA
7077,102,2,NA
7077,103,2,NA
7077,104,2,NA
7077,105,2,NA
7077,110,2,NA
7078,10,2,NA
7078,20,2,NA
7078,30,2,NA
7078,41,2,NA
7078,42,2,NA
7078,50,2,NA
7078,60,2,NA
7078,70,2,NA
7078,80,2,NA
7078,90,2,NA
7078,101,2,NA
7078,102,2,NA
7078,103,2,NA
7078,104,2,NA
7078,105,2,NA
7078,110,2,NA
7079,10,2,NA
7079,20,2,NA
7079,30,2,NA
7079,41,2,NA
7079,42,2,NA
7079,50,2,NA
7079,60,2,NA
7079,70,2,NA
7079,80,2,NA
7079,90,2,NA
7079,101,2,NA
7079,102,2,NA
7079,103,2,NA
7079,104,2,NA
7079,105,2,NA
7079,110,2,NA
7080,10,2,NA
7080,20,2,NA
7080,30,2,NA
7080,41,2,NA
7080,42,2,NA
7080,50,2,NA
7080,60,2,NA
7080,70,2,NA
7080,80,2,NA
7080,90,2,NA
7080,101,2,NA
7080,102,2,NA
7080,103,2,NA
7080,104,2,NA
7080,105,2,NA
7080,110,2,NA
7081,10,2,NA
7081,20,2,NA
7081,30,2,NA
7081,41,2,NA
7081,42,2,NA
7081,50,2,NA
7081,60,2,NA
7081,70,2,NA
7081,80,2,NA
7081,90,2,NA
7081,101,2,NA
7081,102,2,NA
7081,103,2,NA
7081,104,2,NA
7081,105,2,NA
7081,110,2,NA
7082,10,2,NA
7082,20,2,NA
7082,30,2,NA
7082,41,2,NA
7082,42,2,NA
7082,50,2,NA
7082,60,2,NA
7082,70,2,NA
7082,80,2,NA
7082,90,2,NA
7082,101,2,NA
7082,102,2,NA
7082,103,2,NA
7082,104,2,NA
7082,105,2,NA
7082,110,2,NA
7083,10,2,NA
7083,20,2,NA
7083,30,2,NA
7083,41,2,NA
7083,42,2,NA
7083,50,2,NA
7083,60,2,NA
7083,70,2,NA
7083,80,2,NA
7083,90,2,NA
7083,101,2,NA
7083,102,2,NA
7083,103,2,NA
7083,104,2,NA
7083,105,2,NA
7083,110,2,NA
7084,10,2,NA
7084,20,2,NA
7084,30,2,NA
7084,41,2,NA
7084,42,2,NA
7084,50,2,NA
7084,60,2,NA
7084,70,2,NA
7084,80,2,NA
7084,90,2,NA
7084,101,2,NA
7084,102,2,NA
7084,103,2,NA
7084,104,2,NA
7084,105,2,NA
7084,110,2,NA
7085,10,2,NA
7085,20,2,NA
7085,30,2,NA
7085,41,2,NA
7085,42,2,NA
7085,50,2,NA
7085,60,2,NA
7085,70,2,NA
7085,80,2,NA
7085,90,2,NA
7085,101,2,NA
7085,102,2,NA
7085,103,2,NA
7085,104,2,NA
7085,105,2,NA
7085,110,2,NA
7086,10,2,NA
7086,20,2,NA
7086,30,2,NA
7086,41,2,NA
7086,42,2,NA
7086,50,2,NA
7086,60,2,NA
7086,70,2,NA
7086,80,2,NA
7086,90,1,12
7086,101,2,NA
7086,102,2,NA
7086,103,2,NA
7086,104,2,NA
7086,105,2,NA
7086,110,2,NA
7087,10,2,NA
7087,20,2,NA
7087,30,2,NA
7087,41,2,NA
7087,42,2,NA
7087,50,2,NA
7087,60,2,NA
7087,70,2,NA
7087,80,2,NA
7087,90,1,1
7087,101,2,NA
7087,102,2,NA
7087,103,2,NA
7087,104,2,NA
7087,105,2,NA
7087,110,2,NA
7088,10,2,NA
7088,20,2,NA
7088,30,2,NA
7088,41,2,NA
7088,42,2,NA
7088,50,2,NA
7088,60,2,NA
7088,70,2,NA
7088,80,2,NA
7088,90,2,NA
7088,101,2,NA
7088,102,2,NA
7088,103,2,NA
7088,104,2,NA
7088,105,2,NA
7088,110,2,NA
7089,10,2,NA
7089,20,2,NA
7089,30,2,NA
7089,41,2,NA
7089,42,2,NA
7089,50,2,NA
7089,60,2,NA
7089,70,2,NA
7089,80,2,NA
7089,90,2,NA
7089,101,2,NA
7089,102,2,NA
7089,103,2,NA
7089,104,2,NA
7089,105,2,NA
7089,110,2,NA
7090,10,2,NA
7090,20,2,NA
7090,30,2,NA
7090,41,2,NA
7090,42,2,NA
7090,50,2,NA
7090,60,2,NA
7090,70,2,NA
7090,80,2,NA
7090,90,2,NA
7090,101,2,NA
7090,102,2,NA
7090,103,2,NA
7090,104,2,NA
7090,105,2,NA
7090,110,2,NA
7091,10,2,NA
7091,20,1,8
7091,30,2,NA
7091,41,2,NA
7091,42,2,NA
7091,50,2,NA
7091,60,2,NA
7091,70,2,NA
7091,80,2,NA
7091,90,2,NA
7091,101,2,NA
7091,102,2,NA
7091,103,2,NA
7091,104,2,NA
7091,105,2,NA
7091,110,2,NA
