ubicageo_f,sitpaptt,sitpap1,sitpap2,sitpap3,sitpap4,sitpap5,sitpap6,sitpap7,sitpap8
14012,NA,NA,NA,NA,NA,NA,NA,NA,NA
14013,672,79,15,0,416,0,162,0,0
14014,108,31,0,55,22,0,0,0,0
14015,644,32,0,0,612,0,0,0,0
14016,NA,NA,NA,NA,NA,NA,NA,NA,NA
14017,45,8,2,19,16,0,0,0,0
14018,401,40,0,0,345,0,16,0,0
14019,45,8,0,0,20,0,17,0,0
14020,10,2,1,1,6,0,0,0,0
14021,163,0,0,0,163,0,0,0,0
14022,548,72,0,0,442,0,34,0,0
14023,1893,307,0,0,1493,0,93,0,0
14024,424,137,0,0,78,0,209,0,0
14025,436,0,0,0,284,0,152,0,0
14026,NA,NA,NA,NA,NA,NA,NA,NA,NA
14027,NA,NA,NA,NA,NA,NA,NA,NA,NA
14028,11,2,0,0,6,0,3,0,0
14029,29,3,0,0,15,0,11,0,0
14030,529,105,0,0,370,0,54,0,0
14031,NA,NA,NA,NA,NA,NA,NA,NA,NA
14032,NA,NA,NA,NA,NA,NA,NA,NA,NA
14033,167,20,0,0,147,0,0,0,0
14034,NA,NA,NA,NA,NA,NA,NA,NA,NA
14035,536,80,0,0,456,0,0,0,0
14036,78,0,0,0,78,0,0,0,0
14037,226,0,0,0,199,0,27,0,0
14038,22,0,10,0,9,0,3,0,0
14039,4017,0,0,0,4017,0,0,0,0
14040,116,0,0,0,72,0,44,0,0
14041,117,7,1,0,72,0,37,0,0
14042,94,0,0,0,94,0,0,0,0
14043,368,0,0,0,0,0,0,0,368
14044,1132,0,0,0,1132,0,0,0,0
14045,31,17,0,0,14,0,0,0,0
14046,620,99,0,0,521,0,0,0,0
14047,513,0,0,0,384,0,129,0,0
14048,270,39,0,0,163,0,68,0,0
14049,10,0,0,0,10,0,0,0,0
14050,610,118,0,0,429,0,63,0,0
14051,431,74,0,4,146,0,207,0,0
14052,3,0,0,0,3,0,0,0,0
14053,780,0,0,0,0,0,780,0,0
14054,116,0,0,0,0,0,0,0,116
14055,128,37,0,0,84,0,7,0,0
14056,NA,NA,NA,NA,NA,NA,NA,NA,NA
14057,NA,NA,NA,NA,NA,NA,NA,NA,NA
14058,40,0,0,2,20,0,18,0,0
14059,23,0,0,0,18,0,5,0,0
14060,3,0,0,0,3,0,0,0,0
14061,NA,NA,NA,NA,NA,NA,NA,NA,NA
14062,31,0,0,0,25,0,6,0,0
14063,1718,0,0,0,1718,0,0,0,0
14064,400,10,0,130,185,5,70,0,0
14065,66,10,0,0,38,0,18,0,0
14066,756,126,52,188,285,0,105,0,0
14067,2580,125,28,30,2372,5,20,0,0
14068,75,15,0,0,8,0,52,0,0
14069,23,0,0,0,19,0,4,0,0
14070,2178,0,0,0,2178,0,0,0,0
14071,45,11,0,0,34,0,0,0,0
14072,NA,NA,NA,NA,NA,NA,NA,NA,NA
14073,2018,260,0,0,1739,0,9,0,10
14074,102,28,5,1,60,0,8,0,0
14075,NA,NA,NA,NA,NA,NA,NA,NA,NA
14076,NA,NA,NA,NA,NA,NA,NA,NA,NA
14077,277,79,27,14,45,0,112,0,0
14078,369,0,0,0,369,0,0,0,0
14079,301,0,0,0,301,0,0,0,0
14080,NA,NA,NA,NA,NA,NA,NA,NA,NA
14081,ND,ND,ND,ND,ND,ND,ND,ND,ND
14082,1702,0,0,0,0,0,0,0,1702
14083,1449,457,0,0,734,0,258,0,0
14084,221,0,0,188,33,0,0,0,0
14085,65,0,0,0,65,0,0,0,0
14086,227,40,10,0,82,0,95,0,0
14087,53,2,0,0,31,0,20,0,0
14088,110,0,0,0,110,0,0,0,0
14089,30,0,0,0,15,0,15,0,0
14090,50,25,1,3,10,0,11,0,0
14091,358,37,0,0,80,0,175,0,66
14092,NA,NA,NA,NA,NA,NA,NA,NA,NA
14093,1057,0,0,0,1057,0,0,0,0
14094,1812,326,0,18,810,0,658,0,0
14095,41,3,0,0,37,0,1,0,0
14096,189,68,0,0,86,0,35,0,0
14097,510,0,0,0,0,0,0,0,510
14098,1198,63,0,0,1107,1,21,6,0
14099,39,17,0,0,21,0,1,0,0
14100,202,75,4,0,108,0,15,0,0
14101,3775,0,0,0,3775,0,0,0,0
14102,32,0,0,0,26,0,6,0,0
14103,NA,NA,NA,NA,NA,NA,NA,NA,NA
14104,ND,ND,ND,ND,ND,ND,ND,ND,ND
14105,94,0,0,0,38,0,56,0,0
14106,41,0,0,0,0,0,41,0,0
14107,NA,NA,NA,NA,NA,NA,NA,NA,NA
14108,161,67,4,3,79,0,6,2,0
14109,207,5,0,0,180,0,22,0,0
14110,202,0,0,0,0,0,0,0,202
14111,18,3,0,0,15,0,0,0,0
14112,63,0,0,0,63,0,0,0,0
14113,362,85,0,0,125,0,152,0,0
14114,162,66,0,0,96,0,0,0,0
14115,NA,NA,NA,NA,NA,NA,NA,NA,NA
14116,28,0,0,0,28,0,0,0,0
14117,11,0,0,0,11,0,0,0,0
14118,99,0,0,0,88,0,11,0,0
14119,NA,NA,NA,NA,NA,NA,NA,NA,NA
14120,3931,0,0,0,0,0,0,0,3931
14121,718,53,19,15,467,0,138,0,26
14122,22,0,0,0,22,0,0,0,0
14123,201,0,0,0,99,0,102,0,0
14124,349,0,0,0,349,0,0,0,0
14125,337,32,1,0,201,0,103,0,0
15001,91,7,0,0,78,0,6,0,0
15002,528,113,0,0,148,0,99,0,168
15003,111,47,0,0,18,0,46,0,0
15004,NA,NA,NA,NA,NA,NA,NA,NA,NA
15005,341,0,0,14,104,0,223,0,0
15006,189,0,0,0,189,0,0,0,0
15007,NA,NA,NA,NA,NA,NA,NA,NA,NA
15008,NA,NA,NA,NA,NA,NA,NA,NA,NA
15009,727,53,2,0,662,0,10,0,0
15010,373,0,0,0,367,0,6,0,0
15011,301,45,20,0,191,0,45,0,0
15012,76,4,0,0,72,0,0,0,0
15013,2791,0,0,0,2790,0,0,0,1
15014,1036,0,60,0,600,0,376,0,0
15015,202,30,0,0,72,0,100,0,0
15016,20,0,0,0,10,0,10,0,0
15017,66,2,0,0,50,0,14,0,0
15018,324,0,0,0,324,0,0,0,0
15019,317,0,0,0,0,0,0,0,317
15020,495,0,0,3,488,0,4,0,0
15021,59,4,0,0,36,0,19,0,0
15022,63,14,0,0,43,0,6,0,0
15023,335,50,0,20,150,45,70,0,0
15024,1538,32,0,0,1501,5,0,0,0
15025,1414,231,0,0,1183,0,0,0,0
15026,72,18,0,0,43,2,9,0,0
15027,NA,NA,NA,NA,NA,NA,NA,NA,NA
15028,200,0,5,10,165,0,20,0,0
15029,2765,0,0,0,2765,0,0,0,0
15030,416,46,5,0,211,0,154,0,0
15031,3538,0,0,0,3538,0,0,0,0
15032,5,1,0,0,4,0,0,0,0
15033,752,48,3,0,645,15,41,0,0
15034,36,16,0,0,20,0,0,0,0
15035,1124,0,0,0,1124,0,0,0,0
15036,189,20,0,0,89,0,80,0,0
15037,718,12,0,6,693,0,6,1,0
15038,30,2,1,0,14,1,12,0,0
15039,2959,0,0,0,2959,0,0,0,0
15040,326,18,0,0,304,0,4,0,0
15041,NA,NA,NA,NA,NA,NA,NA,NA,NA
15042,1371,0,0,0,1371,0,0,0,0
15043,1674,0,0,0,1674,0,0,0,0
15044,54,4,0,0,50,0,0,0,0
15045,456,0,0,0,456,0,0,0,0
15046,40,0,0,0,20,0,20,0,0
15047,88,20,0,6,40,3,15,4,0
15048,529,68,12,18,183,27,162,0,59
15049,NA,NA,NA,NA,NA,NA,NA,NA,NA
15050,400,25,5,0,170,10,190,0,0
15051,1118,0,0,0,1118,0,0,0,0
15052,36,5,0,0,15,0,8,0,8
15053,2127,582,300,220,667,100,258,0,0
15054,2826,0,0,0,2757,0,31,19,19
15055,41,2,0,0,38,0,1,0,0
15056,46,4,0,0,28,0,6,8,0
15057,8240,0,0,0,8240,0,0,0,0
15058,11129,0,0,0,11129,0,0,0,0
15059,405,20,0,0,134,0,251,0,0
15060,2529,180,0,0,1445,79,825,0,0
15061,56,0,7,0,49,0,0,0,0
15062,938,8,0,0,308,0,560,0,62
15063,NA,NA,NA,NA,NA,NA,NA,NA,NA
15064,317,14,0,0,101,0,202,0,0
15065,164,28,10,0,108,8,10,0,0
15066,NA,NA,NA,NA,NA,NA,NA,NA,NA
15067,92,0,0,0,65,0,27,0,0
15068,380,80,0,0,300,0,0,0,0
15069,249,0,0,0,200,0,49,0,0
15070,4258,0,0,0,4258,0,0,0,0
15071,101,0,0,0,101,0,0,0,0
15072,130,13,0,0,117,0,0,0,0
15073,43,0,0,0,43,0,0,0,0
15074,28,8,0,0,20,0,0,0,0
15075,75,3,0,0,72,0,0,0,0
15076,2826,0,0,0,2757,0,31,19,19
15077,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS
15078,10,0,0,0,10,0,0,0,0
15079,44,0,0,0,19,0,13,0,12
15080,5,0,0,0,5,0,0,0,0
15081,3718,0,0,0,3718,0,0,0,0
15082,370,20,23,50,250,2,25,0,0
15083,123,10,0,0,113,0,0,0,0
15084,401,87,0,0,314,0,0,0,0
15085,149,0,0,0,0,0,149,0,0
15086,NA,NA,NA,NA,NA,NA,NA,NA,NA
15087,677,73,0,0,604,0,0,0,0
15088,2317,42,0,0,2091,0,184,0,0
15089,172,60,0,0,80,5,27,0,0
15090,424,0,0,0,72,0,352,0,0
15091,1709,0,0,0,1709,0,0,0,0
15092,1589,0,0,0,1139,0,450,0,0
15093,201,5,0,0,136,0,60,0,0
15094,248,0,0,0,248,0,0,0,0
15095,1032,92,0,0,696,5,239,0,0
15096,668,25,0,10,355,1,277,0,0
15097,NA,NA,NA,NA,NA,NA,NA,NA,NA
15098,197,0,0,0,0,0,197,0,0
15099,1901,0,0,0,1901,0,0,0,0
15100,360,0,0,60,300,0,0,0,0
15101,938,8,0,0,308,0,560,0,62
15102,14,0,0,0,14,0,0,0,0
15103,981,142,0,0,839,0,0,0,0
15104,5300,0,0,0,5300,0,0,0,0
15105,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS
15106,1718,212,0,0,1506,0,0,0,0
15107,160,10,15,20,55,0,60,0,0
15108,1920,20,14,0,1846,0,40,0,0
15109,2663,0,0,0,2663,0,0,0,0
15110,651,0,0,0,651,0,0,0,0
15111,530,35,0,20,395,0,75,5,0
15112,215,26,0,0,174,15,0,0,0
15113,160,10,15,20,55,0,60,0,0
15114,404,100,50,15,224,10,5,0,0
15115,3552,0,0,0,3552,0,0,0,0
15116,25,5,0,0,20,0,0,0,0
15117,15,0,0,0,15,0,0,0,0
15118,590,156,0,0,400,0,34,0,0
15119,303,119,5,0,101,1,77,0,0
15120,14631,0,0,0,14631,0,0,0,0
15121,4353,0,0,0,4353,0,0,0,0
15122,5194,869,47,60,3686,139,227,166,0
15123,36,5,0,0,15,0,8,0,8
15124,304,90,0,0,154,0,60,0,0
15125,157,0,0,0,157,0,0,0,0
16001,NA,NA,NA,NA,NA,NA,NA,NA,NA
16002,NA,NA,NA,NA,NA,NA,NA,NA,NA
16003,NA,NA,NA,NA,NA,NA,NA,NA,NA
16004,NA,NA,NA,NA,NA,NA,NA,NA,NA
16005,NA,NA,NA,NA,NA,NA,NA,NA,NA
16006,NA,NA,NA,NA,NA,NA,NA,NA,NA
16007,NA,NA,NA,NA,NA,NA,NA,NA,NA
16008,NA,NA,NA,NA,NA,NA,NA,NA,NA
16009,NA,NA,NA,NA,NA,NA,NA,NA,NA
16010,NA,NA,NA,NA,NA,NA,NA,NA,NA
16011,NA,NA,NA,NA,NA,NA,NA,NA,NA
16012,NA,NA,NA,NA,NA,NA,NA,NA,NA
16013,NA,NA,NA,NA,NA,NA,NA,NA,NA
16014,NA,NA,NA,NA,NA,NA,NA,NA,NA
16015,80,9,0,0,71,0,0,0,0
16016,NA,NA,NA,NA,NA,NA,NA,NA,NA
16017,NA,NA,NA,NA,NA,NA,NA,NA,NA
16018,NA,NA,NA,NA,NA,NA,NA,NA,NA
16019,NA,NA,NA,NA,NA,NA,NA,NA,NA
16020,NA,NA,NA,NA,NA,NA,NA,NA,NA
16021,NA,NA,NA,NA,NA,NA,NA,NA,NA
16022,NA,NA,NA,NA,NA,NA,NA,NA,NA
16023,NA,NA,NA,NA,NA,NA,NA,NA,NA
16024,NA,NA,NA,NA,NA,NA,NA,NA,NA
16025,NA,NA,NA,NA,NA,NA,NA,NA,NA
16026,NA,NA,NA,NA,NA,NA,NA,NA,NA
16027,NA,NA,NA,NA,NA,NA,NA,NA,NA
16028,15,0,0,0,15,0,0,0,0
16029,NA,NA,NA,NA,NA,NA,NA,NA,NA
16030,NA,NA,NA,NA,NA,NA,NA,NA,NA
16031,NA,NA,NA,NA,NA,NA,NA,NA,NA
16032,NA,NA,NA,NA,NA,NA,NA,NA,NA
16033,NA,NA,NA,NA,NA,NA,NA,NA,NA
16034,2234,85,0,0,2149,0,0,0,0
16035,NA,NA,NA,NA,NA,NA,NA,NA,NA
16036,NA,NA,NA,NA,NA,NA,NA,NA,NA
16037,144,0,0,0,144,0,0,0,0
16038,NA,NA,NA,NA,NA,NA,NA,NA,NA
16039,NA,NA,NA,NA,NA,NA,NA,NA,NA
16040,NA,NA,NA,NA,NA,NA,NA,NA,NA
16041,NA,NA,NA,NA,NA,NA,NA,NA,NA
16042,NA,NA,NA,NA,NA,NA,NA,NA,NA
16043,171,10,5,2,120,3,26,5,0
16044,NA,NA,NA,NA,NA,NA,NA,NA,NA
16045,NA,NA,NA,NA,NA,NA,NA,NA,NA
16046,NA,NA,NA,NA,NA,NA,NA,NA,NA
16047,NA,NA,NA,NA,NA,NA,NA,NA,NA
16048,129,0,0,0,88,0,41,0,0
16049,NA,NA,NA,NA,NA,NA,NA,NA,NA
16050,1365,70,0,0,800,0,400,0,95
16051,ND,ND,ND,ND,ND,ND,ND,ND,ND
16052,645,26,49,0,570,0,0,0,0
16053,6029,0,0,0,2483,0,3013,0,533
16054,59,8,0,0,49,0,1,1,0
16055,582,306,0,0,194,0,82,0,0
16056,NA,NA,NA,NA,NA,NA,NA,NA,NA
16057,NA,NA,NA,NA,NA,NA,NA,NA,NA
16058,141,0,0,0,141,0,0,0,0
16059,NA,NA,NA,NA,NA,NA,NA,NA,NA
16060,NA,NA,NA,NA,NA,NA,NA,NA,NA
16061,NA,NA,NA,NA,NA,NA,NA,NA,NA
16062,NA,NA,NA,NA,NA,NA,NA,NA,NA
16063,NA,NA,NA,NA,NA,NA,NA,NA,NA
16064,NA,NA,NA,NA,NA,NA,NA,NA,NA
16065,NA,NA,NA,NA,NA,NA,NA,NA,NA
16066,704,0,0,0,704,0,0,0,0
16067,NA,NA,NA,NA,NA,NA,NA,NA,NA
16068,NA,NA,NA,NA,NA,NA,NA,NA,NA
16069,NA,NA,NA,NA,NA,NA,NA,NA,NA
16070,NA,NA,NA,NA,NA,NA,NA,NA,NA
16071,NA,NA,NA,NA,NA,NA,NA,NA,NA
16072,75,1,0,0,74,0,0,0,0
16073,174,31,0,0,143,0,0,0,0
16074,NA,NA,NA,NA,NA,NA,NA,NA,NA
16075,NA,NA,NA,NA,NA,NA,NA,NA,NA
16076,1462,0,0,0,0,0,1462,0,0
16077,NA,NA,NA,NA,NA,NA,NA,NA,NA
16078,NA,NA,NA,NA,NA,NA,NA,NA,NA
16079,1624,49,18,26,1426,5,100,0,0
16080,NA,NA,NA,NA,NA,NA,NA,NA,NA
16081,NA,NA,NA,NA,NA,NA,NA,NA,NA
16082,NA,NA,NA,NA,NA,NA,NA,NA,NA
16083,NA,NA,NA,NA,NA,NA,NA,NA,NA
16084,NA,NA,NA,NA,NA,NA,NA,NA,NA
16085,NA,NA,NA,NA,NA,NA,NA,NA,NA
16086,NA,NA,NA,NA,NA,NA,NA,NA,NA
16087,NA,NA,NA,NA,NA,NA,NA,NA,NA
16088,424,0,0,0,0,0,0,0,424
16089,NA,NA,NA,NA,NA,NA,NA,NA,NA
16090,NA,NA,NA,NA,NA,NA,NA,NA,NA
16091,NA,NA,NA,NA,NA,NA,NA,NA,NA
16092,NA,NA,NA,NA,NA,NA,NA,NA,NA
16093,NA,NA,NA,NA,NA,NA,NA,NA,NA
16094,NA,NA,NA,NA,NA,NA,NA,NA,NA
16095,NA,NA,NA,NA,NA,NA,NA,NA,NA
16096,NA,NA,NA,NA,NA,NA,NA,NA,NA
16097,NA,NA,NA,NA,NA,NA,NA,NA,NA
16098,NA,NA,NA,NA,NA,NA,NA,NA,NA
16099,NA,NA,NA,NA,NA,NA,NA,NA,NA
16100,173,23,0,10,120,0,20,0,0
16101,NA,NA,NA,NA,NA,NA,NA,NA,NA
16102,NA,NA,NA,NA,NA,NA,NA,NA,NA
16103,NA,NA,NA,NA,NA,NA,NA,NA,NA
16104,NA,NA,NA,NA,NA,NA,NA,NA,NA
16105,NA,NA,NA,NA,NA,NA,NA,NA,NA
16106,NA,NA,NA,NA,NA,NA,NA,NA,NA
16107,NA,NA,NA,NA,NA,NA,NA,NA,NA
16108,5418,0,0,0,5418,0,0,0,0
16109,NA,NA,NA,NA,NA,NA,NA,NA,NA
16110,NA,NA,NA,NA,NA,NA,NA,NA,NA
16111,10,0,0,0,10,0,0,0,0
16112,NA,NA,NA,NA,NA,NA,NA,NA,NA
16113,10,0,0,0,0,0,10,0,0
17001,11,0,0,0,11,0,0,0,0
17002,602,12,0,0,475,0,115,0,0
17003,156,49,0,0,107,0,0,0,0
17004,503,0,0,0,503,0,0,0,0
17005,26,0,0,0,26,0,0,0,0
17006,2635,0,0,0,2635,0,0,0,0
17007,2304,0,0,0,2304,0,0,0,0
17008,127,0,0,0,127,0,0,0,0
17009,NA,NA,NA,NA,NA,NA,NA,NA,NA
17010,42,10,0,0,32,0,0,0,0
17011,741,77,0,0,501,15,148,0,0
17012,624,0,0,0,624,0,0,0,0
17013,280,0,0,0,280,0,0,0,0
17014,45,0,0,0,45,0,0,0,0
17015,54,11,3,0,34,0,6,0,0
17016,67,0,0,0,67,0,0,0,0
17017,210,40,5,19,134,5,7,0,0
17018,529,0,0,48,470,11,0,0,0
17019,347,45,5,25,125,0,147,0,0
17020,526,0,0,0,526,0,0,0,0
17021,15,0,0,0,15,0,0,0,0
17022,72,18,5,2,25,2,20,0,0
17023,77,10,0,0,30,0,37,0,0
17024,590,2,0,0,61,0,527,0,0
17025,279,20,0,0,229,0,30,0,0
17026,329,0,0,0,329,0,0,0,0
17027,NA,NA,NA,NA,NA,NA,NA,NA,NA
17028,487,229,0,0,136,0,122,0,0
17029,534,70,5,0,328,6,125,0,0
17030,553,0,0,0,486,0,67,0,0
17031,NA,NA,NA,NA,NA,NA,NA,NA,NA
17032,39,0,0,0,39,0,0,0,0
17033,211,100,0,0,50,0,61,0,0
17034,162,6,0,12,124,0,20,0,0
17035,NA,NA,NA,NA,NA,NA,NA,NA,NA
17036,22,20,0,0,2,0,0,0,0
18001,612,0,0,0,612,0,0,0,0
18002,25,4,0,2,19,0,0,0,0
18003,72,5,0,0,61,0,6,0,0
18004,1286,0,0,1,1243,0,0,0,42
18005,143,0,0,0,15,0,128,0,0
18006,366,31,0,0,335,0,0,0,0
18007,26,0,0,0,20,0,6,0,0
18008,717,0,0,0,717,0,0,0,0
18009,40,0,0,0,40,0,0,0,0
18010,130,0,0,0,40,0,50,40,0
18011,109,0,0,0,109,0,0,0,0
18012,463,5,0,0,65,0,393,0,0
18013,56,5,0,0,35,0,16,0,0
18014,199,0,0,0,181,0,18,0,0
18015,1120,0,0,0,900,0,220,0,0
18016,802,0,0,0,802,0,0,0,0
18017,8432,0,14,0,8339,0,79,0,0
18018,933,0,0,0,933,0,0,0,0
18019,23,0,0,0,23,0,0,0,0
18020,2757,47,20,24,2566,0,100,0,0
19001,NA,NA,NA,NA,NA,NA,NA,NA,NA
19002,NA,NA,NA,NA,NA,NA,NA,NA,NA
19003,NA,NA,NA,NA,NA,NA,NA,NA,NA
19004,1086,0,0,0,1086,0,0,0,0
19005,NA,NA,NA,NA,NA,NA,NA,NA,NA
19006,5831,0,0,0,5831,0,0,0,0
19007,65,0,0,0,40,0,10,0,15
19008,NA,NA,NA,NA,NA,NA,NA,NA,NA
19009,2499,0,0,0,2499,0,0,0,0
19010,2469,573,0,0,1896,0,0,0,0
19011,NA,NA,NA,NA,NA,NA,NA,NA,NA
19012,1855,113,0,0,1585,0,157,0,0
19013,30,0,0,0,30,0,0,0,0
19014,115,0,0,0,115,0,0,0,0
19015,NA,NA,NA,NA,NA,NA,NA,NA,NA
19016,NA,NA,NA,NA,NA,NA,NA,NA,NA
19017,468,10,1,6,451,0,0,0,0
19018,5748,0,0,0,5748,0,0,0,0
19019,1175,0,0,0,1175,0,0,0,0
19020,62,0,0,0,62,0,0,0,0
19021,2722,5,0,0,1180,0,1537,0,0
19022,361,0,0,0,0,0,0,0,361
19023,NA,NA,NA,NA,NA,NA,NA,NA,NA
19024,NA,NA,NA,NA,NA,NA,NA,NA,NA
19025,NA,NA,NA,NA,NA,NA,NA,NA,NA
19026,6017,0,0,0,6017,0,0,0,0
19027,6,0,0,0,6,0,0,0,0
19028,NA,NA,NA,NA,NA,NA,NA,NA,NA
19029,160,0,0,0,0,0,0,0,160
19030,26,6,0,0,20,0,0,0,0
19031,2575,0,0,0,2575,0,0,0,0
19032,NA,NA,NA,NA,NA,NA,NA,NA,NA
19033,2656,400,0,0,1300,0,600,0,356
19034,NA,NA,NA,NA,NA,NA,NA,NA,NA
19035,NA,NA,NA,NA,NA,NA,NA,NA,NA
19036,55,0,0,0,20,0,25,10,0
19037,41,NSS,NSS,NSS,NSS,NSS,NSS,NSS,41
19038,NA,NA,NA,NA,NA,NA,NA,NA,NA
19039,7146,0,0,0,7146,0,0,0,0
19040,NA,NA,NA,NA,NA,NA,NA,NA,NA
19041,2085,26,2,0,745,7,0,0,1305
19042,26,14,0,0,10,0,2,0,0
19043,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS
19044,NA,NA,NA,NA,NA,NA,NA,NA,NA
19045,2569,569,0,0,1000,0,1000,0,0
19046,3390,0,0,0,3390,0,0,0,0
19047,402,14,0,0,221,0,167,0,0
19048,3475,0,0,0,3475,0,0,0,0
19049,NA,NA,NA,NA,NA,NA,NA,NA,NA
19050,NA,NA,NA,NA,NA,NA,NA,NA,NA
19051,NA,NA,NA,NA,NA,NA,NA,NA,NA
20001,5,0,0,0,3,0,2,0,0
20002,416,66,0,0,240,0,110,0,0
20003,NA,NA,NA,NA,NA,NA,NA,NA,NA
20004,4,0,0,0,4,0,0,0,0
20005,105,20,0,15,28,0,42,0,0
20006,137,0,0,0,137,0,0,0,0
20007,12,3,0,0,9,0,0,0,0
20008,NA,NA,NA,NA,NA,NA,NA,NA,NA
20009,50,5,0,0,45,0,0,0,0
20010,5,2,0,0,2,0,1,0,0
20011,7,1,0,0,0,0,6,0,0
20012,80,0,0,0,0,0,80,0,0
20013,5,0,0,0,5,0,0,0,0
20014,NA,NA,NA,NA,NA,NA,NA,NA,NA
20015,4,0,0,0,4,0,0,0,0
20016,7,0,0,0,4,0,3,0,0
20017,7,0,0,0,7,0,0,0,0
20018,NA,NA,NA,NA,NA,NA,NA,NA,NA
20019,8,1,0,0,5,0,2,0,0
20020,NA,NA,NA,NA,NA,NA,NA,NA,NA
20021,290,50,0,0,140,0,100,0,0
20022,40,0,0,0,40,0,0,0,0
20023,341,68,0,0,207,0,66,0,0
20024,NA,NA,NA,NA,NA,NA,NA,NA,NA
20025,75,25,0,0,40,0,10,0,0
20026,60,0,0,0,60,0,0,0,0
20027,3,1,0,0,2,0,0,0,0
20028,296,80,0,0,212,0,4,0,0
20029,18,10,0,0,8,0,0,0,0
20030,30,0,0,0,18,0,12,0,0
20031,NA,NA,NA,NA,NA,NA,NA,NA,NA
20032,2,0,0,0,2,0,0,0,0
20033,20,0,0,0,10,0,10,0,0
20034,8,8,0,0,0,0,0,0,0
20035,5,0,0,0,2,0,3,0,0
20036,6,0,0,0,6,0,0,0,0
20037,NA,NA,NA,NA,NA,NA,NA,NA,NA
20038,NA,NA,NA,NA,NA,NA,NA,NA,NA
20039,1157,56,0,0,780,0,321,0,0
20040,21,6,0,0,15,0,0,0,0
20041,167,67,0,0,100,0,0,0,0
20042,200,10,0,0,0,0,190,0,0
20043,175,55,0,0,120,0,0,0,0
20044,332,70,0,0,200,0,62,0,0
20045,32,16,0,0,15,0,1,0,0
20046,23,9,0,0,14,0,0,0,0
20047,NA,NA,NA,NA,NA,NA,NA,NA,NA
20048,NA,NA,NA,NA,NA,NA,NA,NA,NA
20049,5,0,0,0,5,0,0,0,0
20050,NA,NA,NA,NA,NA,NA,NA,NA,NA
20051,18,12,1,0,4,0,1,0,0
20052,55,20,0,0,30,0,5,0,0
20053,NA,NA,NA,NA,NA,NA,NA,NA,NA
20054,3,2,0,0,1,0,0,0,0
20055,38,10,0,0,18,0,10,0,0
20056,17,7,0,0,10,0,0,0,0
20057,499,118,20,0,204,0,157,0,0
20058,100,80,0,0,20,0,0,0,0
20059,470,0,0,0,0,0,470,0,0
20060,45,0,0,0,15,0,30,0,0
20061,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS
20062,10,0,0,0,10,0,0,0,0
20063,14,8,0,0,6,0,0,0,0
20064,NA,NA,NA,NA,NA,NA,NA,NA,NA
20065,7,2,0,0,5,0,0,0,0
20066,50,24,0,0,26,0,0,0,0
20067,1844,0,0,0,1634,144,66,0,0
20068,178,30,12,0,128,0,8,0,0
20069,NA,NA,NA,NA,NA,NA,NA,NA,NA
20070,50,10,0,0,40,0,0,0,0
20071,NA,NA,NA,NA,NA,NA,NA,NA,NA
20072,NA,NA,NA,NA,NA,NA,NA,NA,NA
20073,56,0,0,0,56,0,0,0,0
20074,NA,NA,NA,NA,NA,NA,NA,NA,NA
20075,15,0,0,0,15,0,0,0,0
20076,15,1,0,0,14,0,0,0,0
20077,28,5,0,0,23,0,0,0,0
20078,NA,NA,NA,NA,NA,NA,NA,NA,NA
20079,1230,0,0,250,350,150,480,0,0
20080,NA,NA,NA,NA,NA,NA,NA,NA,NA
20081,56,0,0,0,56,0,0,0,0
20082,NA,NA,NA,NA,NA,NA,NA,NA,NA
20083,240,20,0,40,104,0,76,0,0
20084,24,12,0,0,12,0,0,0,0
20085,25,0,0,0,25,0,0,0,0
20086,6,0,0,0,6,0,0,0,0
20087,13,0,0,1,10,0,2,0,0
20088,15,4,0,0,11,0,0,0,0
20089,15,0,0,0,15,0,0,0,NSS
20090,NA,NA,NA,NA,NA,NA,NA,NA,NA
20091,NA,NA,NA,NA,NA,NA,NA,NA,NA
20092,20,5,0,0,15,0,0,0,0
20093,1,0,0,0,1,0,0,0,0
20094,12,6,0,0,6,0,0,0,0
20095,30,0,0,0,30,0,0,0,0
20096,NA,NA,NA,NA,NA,NA,NA,NA,NA
20097,NA,NA,NA,NA,NA,NA,NA,NA,NA
20098,40,5,0,0,20,0,15,0,0
20099,12,0,0,0,12,0,0,0,0
20100,16,0,0,0,15,0,1,0,0
20101,NA,NA,NA,NA,NA,NA,NA,NA,NA
20102,19,0,0,0,4,0,15,0,0
20103,54,1,0,0,53,0,0,0,0
20104,48,6,0,9,33,0,0,0,0
20105,1,0,0,0,1,0,0,0,0
20106,NA,NA,NA,NA,NA,NA,NA,NA,NA
20107,100,18,0,0,50,0,32,0,0
20108,31,5,0,0,17,0,9,0,0
20109,8,4,0,0,2,0,2,0,0
20110,11,0,0,0,11,0,0,0,0
20111,NA,NA,NA,NA,NA,NA,NA,NA,NA
20112,NA,NA,NA,NA,NA,NA,NA,NA,NA
20113,15,0,0,0,10,0,5,0,0
20114,NA,NA,NA,NA,NA,NA,NA,NA,NA
20115,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS
20116,18,5,0,0,10,0,3,0,0
