ubicageo_f,sitpaptt,sitpap1,sitpap2,sitpap3,sitpap4,sitpap5,sitpap6,sitpap7,sitpap8
21124,407,23,0,0,54,0,330,0,0
21125,23,3,0,0,20,0,0,0,0
21126,30,0,0,0,30,0,0,0,0
21127,14,7,0,0,2,0,5,0,0
21128,83,0,0,0,83,0,0,0,0
21129,NA,NA,NA,NA,NA,NA,NA,NA,NA
21130,32,0,0,0,32,0,0,0,0
21131,15,0,0,0,13,0,2,0,0
21132,1162,62,0,0,1099,1,0,0,0
21133,26,7,0,0,19,0,0,0,0
21134,212,0,0,0,212,0,0,0,0
21135,NA,NA,NA,NA,NA,NA,NA,NA,NA
21136,3,0,0,0,3,0,0,0,0
21137,NA,NA,NA,NA,NA,NA,NA,NA,NA
21138,183,34,0,31,87,0,31,0,0
21139,35,0,0,0,35,0,0,0,0
21140,2625,870,125,31,1333,54,212,0,0
21141,6,0,0,0,0,0,6,0,0
21142,134,5,0,0,129,0,0,0,0
21143,25,0,0,0,25,0,0,0,0
21144,32,0,0,0,32,0,0,0,0
21145,NA,NA,NA,NA,NA,NA,NA,NA,NA
21146,NA,NA,NA,NA,NA,NA,NA,NA,NA
21147,6,0,0,0,6,0,0,0,0
21148,NA,NA,NA,NA,NA,NA,NA,NA,NA
21149,554,500,0,0,54,0,0,0,0
21150,NA,NA,NA,NA,NA,NA,NA,NA,NA
21151,27,0,0,0,27,0,0,0,0
21152,NA,NA,NA,NA,NA,NA,NA,NA,NA
21153,111,NSS,NSS,NSS,NSS,NSS,NSS,NSS,111
21154,201,57,0,0,69,0,75,0,0
21155,123,0,0,0,123,0,0,0,0
21156,4572,409,28,45,3346,0,744,0,0
21157,80,20,0,0,30,0,30,0,0
21158,45,10,7,0,24,0,4,0,0
21159,71,0,0,0,10,0,61,0,0
21160,NA,NA,NA,NA,NA,NA,NA,NA,NA
21161,109,5,2,0,56,0,20,0,26
21162,25,6,0,5,3,1,10,0,0
21163,59,6,1,6,30,2,14,0,0
21164,470,0,0,0,470,0,0,0,0
21165,15,2,0,0,11,0,2,0,0
21166,36,0,0,0,36,0,0,0,0
21167,25,0,0,0,25,0,0,0,0
21168,36,0,0,0,36,0,0,0,0
21169,177,0,0,0,113,28,36,0,0
21170,NA,NA,NA,NA,NA,NA,NA,NA,NA
21171,19,2,0,0,13,0,4,0,0
21172,46,0,0,0,46,0,0,0,0
21173,34,0,0,0,34,0,0,0,0
21174,1787,0,0,0,1787,0,0,0,0
21175,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS
21176,NA,NA,NA,NA,NA,NA,NA,NA,NA
21177,181,3,7,64,54,0,53,0,0
21178,31,8,0,0,21,0,2,0,0
21179,35,0,0,0,35,0,0,0,0
21180,59,0,0,0,59,0,0,0,0
21181,41,0,0,0,7,0,34,0,0
21182,5,0,0,0,5,0,0,0,0
21183,360,21,6,0,296,0,28,9,0
21184,55,0,0,0,55,0,0,0,0
21185,155,0,0,0,130,0,25,0,0
21186,261,22,0,0,239,0,0,0,0
21187,NA,NA,NA,NA,NA,NA,NA,NA,NA
21188,35,0,0,0,30,0,5,0,0
21189,58,0,0,0,58,0,0,0,0
21190,5,2,0,1,1,0,1,0,0
21191,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS
21192,28,18,0,0,10,0,0,0,0
21193,28,6,0,0,0,0,22,0,0
21194,248,0,0,0,248,0,0,0,0
21195,15,4,1,2,4,0,4,0,0
21196,8,0,0,0,8,0,0,0,0
21197,1407,24,0,475,685,0,223,0,0
21198,15,0,0,0,15,0,0,0,0
21199,364,0,0,0,300,0,64,0,0
21200,7,5,0,0,1,0,1,0,0
21201,13,0,0,0,13,0,0,0,0
21202,68,0,0,0,68,0,0,0,0
21203,12,2,0,0,10,0,0,0,0
21204,109,4,0,37,46,5,17,0,0
21205,227,8,0,41,145,0,33,0,0
21206,NA,NA,NA,NA,NA,NA,NA,NA,NA
21207,642,130,1,20,384,0,105,2,0
21208,524,15,15,2,352,0,112,0,28
21209,11,0,0,0,11,0,0,0,0
21210,45,0,0,0,45,0,0,0,0
21211,258,0,0,0,258,0,0,0,0
21212,NA,NA,NA,NA,NA,NA,NA,NA,NA
21213,86,0,0,0,86,0,0,0,0
21214,110,25,28,13,20,10,14,0,0
21215,46,0,0,0,46,0,0,0,0
21216,55,0,0,0,55,0,0,0,0
21217,17,1,0,0,10,0,6,0,0
22001,709,0,0,102,231,0,376,0,0
22002,390,110,20,0,170,0,90,0,0
22003,412,64,0,0,278,0,70,0,0
22004,886,23,0,0,526,0,337,0,0
22005,2027,0,0,0,2027,0,0,0,0
22006,2877,126,0,7,2503,0,238,3,0
22007,1855,0,0,0,1855,0,0,0,0
22008,770,5,0,0,765,0,0,0,0
22009,555,16,1,6,170,1,361,0,0
22010,216,14,10,32,39,0,121,0,0
22011,2445,474,0,0,1971,0,0,0,0
22012,3758,25,0,0,3731,0,2,0,0
22013,301,0,0,0,301,0,0,0,0
22014,7941,354,0,0,7534,0,34,19,0
22015,134,33,0,0,64,0,11,1,25
22016,2740,0,0,0,2740,0,0,0,0
22017,1507,154,0,0,1353,0,0,0,0
22018,606,6,0,0,598,0,2,0,0
23001,3707,0,0,0,8,0,2957,0,742
23002,1487,900,29,15,515,5,23,0,0
23003,1457,0,0,0,500,0,957,0,0
23004,3629,844,0,0,2686,48,51,0,0
23005,9783,1149,0,0,7625,0,1009,0,0
23006,780,114,0,0,666,0,0,0,0
23007,1024,399,9,0,550,0,66,0,0
23008,16841,0,0,0,9420,0,7421,0,0
23009,1030,0,0,0,1030,0,0,0,0
23010,410,103,0,11,263,0,33,0,0
23011,627,0,0,0,627,0,0,0,0
24001,66,0,0,0,66,0,0,0,0
24002,8,0,0,0,8,0,0,0,0
24003,285,45,0,0,190,0,50,0,0
24004,NA,NA,NA,NA,NA,NA,NA,NA,NA
24005,109,0,0,0,109,0,0,0,0
24006,67,1,0,0,66,0,0,0,0
24007,80,0,0,0,80,0,0,0,0
24008,72,0,0,0,72,0,0,0,0
24009,NA,NA,NA,NA,NA,NA,NA,NA,NA
24010,297,0,0,0,297,0,0,0,0
24011,1058,0,0,0,1006,0,52,0,0
24012,40,0,0,0,40,0,0,0,0
24013,1735,0,0,0,1735,0,0,0,0
24014,224,0,0,0,181,2,41,0,0
24015,41,0,0,0,41,0,0,0,0
24016,112,0,0,0,112,0,0,0,0
24017,13,0,0,0,13,0,0,0,0
24018,218,52,0,0,43,2,121,0,0
24019,NA,NA,NA,NA,NA,NA,NA,NA,NA
24020,2882,320,0,0,2513,0,49,0,0
24021,41,0,0,0,41,0,0,0,0
24022,33,0,0,0,33,0,0,0,0
24023,106,4,0,0,102,0,0,0,0
24024,1076,0,0,0,1076,0,0,0,0
24025,925,0,0,0,925,0,0,0,0
24026,23,9,0,0,9,0,5,0,0
24027,70,0,0,0,70,0,0,0,0
24028,8734,272,0,0,8462,0,0,0,0
24029,65,5,0,24,36,0,0,0,0
24030,NA,NA,NA,NA,NA,NA,NA,NA,NA
24031,NA,NA,NA,NA,NA,NA,NA,NA,NA
24032,163,0,0,0,163,0,0,0,0
24033,NA,NA,NA,NA,NA,NA,NA,NA,NA
24034,NA,NA,NA,NA,NA,NA,NA,NA,NA
24035,6694,0,0,0,6694,0,0,0,0
24036,226,0,0,0,226,0,0,0,0
24037,409,28,0,0,381,0,0,0,0
24038,42,7,0,0,35,0,0,0,0
24039,97,0,0,0,97,0,0,0,0
24040,279,4,0,0,275,0,0,0,0
24041,113,13,0,0,67,0,33,0,0
24042,58,0,0,0,58,0,0,0,0
24043,38,0,0,0,38,0,0,0,0
24044,18,0,0,0,18,0,0,0,0
24045,43,0,0,0,43,0,0,0,0
24046,2,0,0,0,2,0,0,0,0
24047,18,0,0,0,18,0,0,0,0
24048,202,0,0,0,202,0,0,0,0
24049,74,11,0,0,59,0,4,0,0
24050,3,0,1,0,1,0,1,0,0
24051,NA,NA,NA,NA,NA,NA,NA,NA,NA
24052,NA,NA,NA,NA,NA,NA,NA,NA,NA
24053,479,0,0,0,479,0,0,0,0
24054,595,124,0,0,465,0,6,0,0
24055,12,0,0,0,12,0,0,0,0
24056,418,0,0,0,418,0,0,0,0
24057,53,18,0,0,20,0,15,0,0
24058,14,0,0,0,14,0,0,0,0
25001,4632,214,0,0,4418,0,0,0,0
25002,61,2,0,0,59,0,0,0,0
25003,52,10,0,0,26,0,16,0,0
25004,24,13,0,0,11,0,0,0,0
25005,42,0,0,0,42,0,0,0,0
25006,5613,0,0,0,4885,0,243,0,485
25007,512,0,0,0,350,0,162,0,0
25008,274,122,0,0,152,0,0,0,0
25009,721,9,0,0,712,0,0,0,0
25010,164,26,2,2,128,0,4,2,0
25011,NA,NA,NA,NA,NA,NA,NA,NA,NA
25012,15281,1159,0,0,14107,0,15,0,0
25013,29,0,0,0,29,0,0,0,0
25014,454,0,0,0,454,0,0,0,0
25015,720,0,0,0,511,0,209,0,0
25016,85,12,0,0,73,0,0,0,0
25017,483,110,0,0,200,0,173,0,0
25018,NA,NA,NA,NA,NA,NA,NA,NA,NA
26001,NA,NA,NA,NA,NA,NA,NA,NA,NA
26002,358,18,10,0,313,0,17,0,0
26003,NA,NA,NA,NA,NA,NA,NA,NA,NA
26004,436,0,0,36,179,0,221,0,0
26005,NA,NA,NA,NA,NA,NA,NA,NA,NA
26006,NA,NA,NA,NA,NA,NA,NA,NA,NA
26007,NA,NA,NA,NA,NA,NA,NA,NA,NA
26008,NA,NA,NA,NA,NA,NA,NA,NA,NA
26009,NA,NA,NA,NA,NA,NA,NA,NA,NA
26010,NA,NA,NA,NA,NA,NA,NA,NA,NA
26011,NA,NA,NA,NA,NA,NA,NA,NA,NA
26012,249,22,7,11,163,0,46,0,0
26013,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS
26014,NA,NA,NA,NA,NA,NA,NA,NA,NA
26015,NA,NA,NA,NA,NA,NA,NA,NA,NA
26016,139,0,0,0,128,0,11,0,0
26017,2471,228,94,96,1429,256,368,0,0
26018,NA,NA,NA,NA,NA,NA,NA,NA,NA
26019,1199,0,0,0,797,0,0,0,402
26020,NA,NA,NA,NA,NA,NA,NA,NA,NA
26021,NA,NA,NA,NA,NA,NA,NA,NA,NA
26022,NA,NA,NA,NA,NA,NA,NA,NA,NA
26023,NA,NA,NA,NA,NA,NA,NA,NA,NA
26024,NA,NA,NA,NA,NA,NA,NA,NA,NA
26025,814,41,0,0,773,0,0,0,0
26026,379,48,18,0,268,0,45,0,0
26027,NA,NA,NA,NA,NA,NA,NA,NA,NA
26028,NA,NA,NA,NA,NA,NA,NA,NA,NA
26029,NA,NA,NA,NA,NA,NA,NA,NA,NA
26030,37310,0,0,0,37310,0,0,0,0
26031,NA,NA,NA,NA,NA,NA,NA,NA,NA
26032,NA,NA,NA,NA,NA,NA,NA,NA,NA
26033,NA,NA,NA,NA,NA,NA,NA,NA,NA
26034,NA,NA,NA,NA,NA,NA,NA,NA,NA
26035,NA,NA,NA,NA,NA,NA,NA,NA,NA
26036,1473,263,0,0,1003,0,196,0,11
26037,NA,NA,NA,NA,NA,NA,NA,NA,NA
26038,NA,NA,NA,NA,NA,NA,NA,NA,NA
26039,NA,NA,NA,NA,NA,NA,NA,NA,NA
26040,11,2,0,0,9,0,0,0,0
26041,NA,NA,NA,NA,NA,NA,NA,NA,NA
26042,431,0,44,0,328,0,59,0,0
26043,NA,NA,NA,NA,NA,NA,NA,NA,NA
26044,NA,NA,NA,NA,NA,NA,NA,NA,NA
26045,NA,NA,NA,NA,NA,NA,NA,NA,NA
26046,NA,NA,NA,NA,NA,NA,NA,NA,NA
26047,NA,NA,NA,NA,NA,NA,NA,NA,NA
26048,NA,NA,NA,NA,NA,NA,NA,NA,NA
26049,NA,NA,NA,NA,NA,NA,NA,NA,NA
26050,NA,NA,NA,NA,NA,NA,NA,NA,NA
26051,NA,NA,NA,NA,NA,NA,NA,NA,NA
26052,105,71,0,3,26,0,5,0,0
26053,NA,NA,NA,NA,NA,NA,NA,NA,NA
26054,NA,NA,NA,NA,NA,NA,NA,NA,NA
26055,100,10,10,0,50,0,30,0,0
26056,237,0,0,0,205,0,32,0,0
26057,NA,NA,NA,NA,NA,NA,NA,NA,NA
26058,47,0,0,0,0,0,47,0,0
26059,NA,NA,NA,NA,NA,NA,NA,NA,NA
26060,NA,NA,NA,NA,NA,NA,NA,NA,NA
26061,NA,NA,NA,NA,NA,NA,NA,NA,NA
26062,NA,NA,NA,NA,NA,NA,NA,NA,NA
26063,NA,NA,NA,NA,NA,NA,NA,NA,NA
26064,NA,NA,NA,NA,NA,NA,NA,NA,NA
26065,NA,NA,NA,NA,NA,NA,NA,NA,NA
26066,28,20,0,0,8,0,0,0,0
26067,NA,NA,NA,NA,NA,NA,NA,NA,NA
26068,NA,NA,NA,NA,NA,NA,NA,NA,NA
26069,NA,NA,NA,NA,NA,NA,NA,NA,NA
26070,36,0,0,0,36,0,0,0,0
26071,NA,NA,NA,NA,NA,NA,NA,NA,NA
26072,NA,NA,NA,NA,NA,NA,NA,NA,NA
27001,257,116,0,0,134,0,7,0,0
27002,1380,0,0,0,1380,0,0,0,0
27003,578,21,22,65,309,46,115,0,0
27004,NA,NA,NA,NA,NA,NA,NA,NA,NA
27005,2629,654,0,0,1975,0,0,0,0
27006,1093,248,54,68,597,45,81,0,0
27007,343,0,0,0,343,0,0,0,0
27008,1009,0,0,0,900,0,109,0,0
27009,230,18,0,0,212,0,0,0,0
27010,765,197,0,0,544,0,17,0,7
27011,359,0,0,0,359,0,0,0,0
27012,1057,0,0,0,1057,0,0,0,0
27013,1005,0,0,0,1005,0,0,0,0
27014,2668,0,0,0,2668,0,0,0,0
27015,295,4,0,0,286,0,5,0,0
27016,333,3,0,0,201,0,129,0,0
27017,1108,60,0,0,933,0,115,0,0
28001,NA,NA,NA,NA,NA,NA,NA,NA,NA
28002,NA,NA,NA,NA,NA,NA,NA,NA,NA
28003,NA,NA,NA,NA,NA,NA,NA,NA,NA
28004,NA,NA,NA,NA,NA,NA,NA,NA,NA
28005,NA,NA,NA,NA,NA,NA,NA,NA,NA
28006,NA,NA,NA,NA,NA,NA,NA,NA,NA
28007,NA,NA,NA,NA,NA,NA,NA,NA,NA
28008,NA,NA,NA,NA,NA,NA,NA,NA,NA
28009,NA,NA,NA,NA,NA,NA,NA,NA,NA
28010,NA,NA,NA,NA,NA,NA,NA,NA,NA
28011,NA,NA,NA,NA,NA,NA,NA,NA,NA
28012,NA,NA,NA,NA,NA,NA,NA,NA,NA
28013,NA,NA,NA,NA,NA,NA,NA,NA,NA
28014,NA,NA,NA,NA,NA,NA,NA,NA,NA
28015,NA,NA,NA,NA,NA,NA,NA,NA,NA
28016,NA,NA,NA,NA,NA,NA,NA,NA,NA
28017,NA,NA,NA,NA,NA,NA,NA,NA,NA
28018,NA,NA,NA,NA,NA,NA,NA,NA,NA
28019,NA,NA,NA,NA,NA,NA,NA,NA,NA
28020,NA,NA,NA,NA,NA,NA,NA,NA,NA
28021,NA,NA,NA,NA,NA,NA,NA,NA,NA
28022,NA,NA,NA,NA,NA,NA,NA,NA,NA
28023,NA,NA,NA,NA,NA,NA,NA,NA,NA
28024,NA,NA,NA,NA,NA,NA,NA,NA,NA
28025,NA,NA,NA,NA,NA,NA,NA,NA,NA
28026,NA,NA,NA,NA,NA,NA,NA,NA,NA
28027,NA,NA,NA,NA,NA,NA,NA,NA,NA
28028,NA,NA,NA,NA,NA,NA,NA,NA,NA
28029,NA,NA,NA,NA,NA,NA,NA,NA,NA
28030,NA,NA,NA,NA,NA,NA,NA,NA,NA
28031,NA,NA,NA,NA,NA,NA,NA,NA,NA
28032,NA,NA,NA,NA,NA,NA,NA,NA,NA
28033,NA,NA,NA,NA,NA,NA,NA,NA,NA
28034,NA,NA,NA,NA,NA,NA,NA,NA,NA
28035,NA,NA,NA,NA,NA,NA,NA,NA,NA
28036,NA,NA,NA,NA,NA,NA,NA,NA,NA
28037,NA,NA,NA,NA,NA,NA,NA,NA,NA
28038,NA,NA,NA,NA,NA,NA,NA,NA,NA
28039,NA,NA,NA,NA,NA,NA,NA,NA,NA
28040,NA,NA,NA,NA,NA,NA,NA,NA,NA
28041,NA,NA,NA,NA,NA,NA,NA,NA,NA
28042,NA,NA,NA,NA,NA,NA,NA,NA,NA
28043,NA,NA,NA,NA,NA,NA,NA,NA,NA
29001,14,1,0,0,13,0,0,0,0
29002,92,0,0,0,92,0,0,0,0
29003,18,0,0,0,18,0,0,0,0
29004,6,0,0,0,6,0,0,0,0
29005,961,86,0,0,829,19,27,0,0
29006,408,0,0,0,408,0,0,0,0
29007,17,0,0,2,13,1,1,0,0
29008,15,3,3,2,7,0,0,0,0
29009,26,0,0,0,26,0,0,0,0
29010,429,0,0,0,348,0,81,0,0
29011,6,0,0,0,6,0,0,0,0
29012,6,0,0,0,6,0,0,0,0
29013,1626,0,0,0,1626,0,0,0,0
29014,70,0,0,0,68,0,2,0,0
29015,146,5,0,0,141,0,0,0,0
29016,12,0,0,0,12,0,0,0,0
29017,8,0,0,0,8,0,0,0,0
29018,231,0,0,0,231,0,0,0,0
29019,66,20,0,0,46,0,0,0,0
29020,22,0,0,0,21,0,1,0,0
29021,106,0,0,0,106,0,0,0,0
29022,4,0,0,0,2,0,2,0,0
29023,75,0,0,0,75,0,0,0,0
29024,NA,NA,NA,NA,NA,NA,NA,NA,NA
29025,1902,77,27,0,1550,0,248,0,0
29026,35,11,0,0,24,0,0,0,0
29027,6,1,0,0,3,0,0,2,0
29028,17,1,0,1,15,0,0,0,0
29029,130,7,0,0,101,0,22,0,0
29030,31,0,0,0,31,0,0,0,0
29031,227,0,0,0,227,0,0,0,0
29032,5,1,0,0,2,0,2,0,0
29033,152,0,0,0,152,0,0,0,0
29034,254,0,0,0,254,0,0,0,0
29035,6,0,0,0,6,0,0,0,0
29036,81,0,0,0,22,53,6,0,0
29037,NA,NA,NA,NA,NA,NA,NA,NA,NA
29038,78,0,0,0,78,0,0,0,0
29039,20,6,0,0,14,0,0,0,0
29040,2,NSS,NSS,NSS,2,NSS,NSS,NSS,NSS
29041,193,20,1,0,172,0,0,0,0
29042,NA,NA,NA,NA,NA,NA,NA,NA,NA
29043,250,6,0,0,243,1,0,0,0
29044,285,0,0,0,285,0,0,0,0
29045,30,0,0,0,30,0,0,0,0
29046,3,0,0,0,1,0,2,0,0
29047,19,0,0,0,19,0,0,0,0
29048,1,0,0,0,1,0,0,0,0
29049,20,0,0,0,15,0,5,0,0
29050,33,0,0,0,33,0,0,0,0
29051,18,0,0,0,18,0,0,0,0
29052,13,0,0,0,10,1,2,0,0
29053,1,0,0,0,1,0,0,0,0
29054,10,0,0,0,10,0,0,0,0
29055,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS
29056,4,3,0,0,1,0,0,0,0
29057,NA,NA,NA,NA,NA,NA,NA,NA,NA
29058,72,33,0,0,29,0,7,3,0
29059,41,6,0,0,35,0,0,0,0
29060,14,0,0,0,14,0,0,0,0
30001,74,43,0,0,31,0,0,0,0
30002,30,0,0,0,30,0,0,0,0
30003,51,1,2,0,37,0,11,0,0
30004,67,4,0,0,7,0,56,0,0
30005,NA,NA,NA,NA,NA,NA,NA,NA,NA
30006,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS
30007,NA,NA,NA,NA,NA,NA,NA,NA,NA
30008,66,46,0,0,20,0,0,0,0
30009,172,0,0,0,172,0,0,0,0
30010,744,2,15,0,727,0,0,0,0
30011,140,0,11,0,94,0,35,0,0
30012,NA,NA,NA,NA,NA,NA,NA,NA,NA
30013,514,10,0,0,460,0,44,0,0
30014,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS
30015,NA,NA,NA,NA,NA,NA,NA,NA,NA
30016,NA,NA,NA,NA,NA,NA,NA,NA,NA
30017,42,12,0,0,28,0,2,0,0
30018,NA,NA,NA,NA,NA,NA,NA,NA,NA
30019,186,72,5,0,88,0,21,0,0
30020,50,30,0,0,10,0,10,0,0
30021,NA,NA,NA,NA,NA,NA,NA,NA,NA
30022,280,65,4,0,180,0,31,0,0
30023,97,8,0,0,89,0,0,0,0
30024,231,0,0,0,24,0,0,0,207
30025,38,28,0,0,10,0,0,0,0
30026,NA,NA,NA,NA,NA,NA,NA,NA,NA
30027,2,0,0,0,2,0,0,0,0
30028,NA,NA,NA,NA,NA,NA,NA,NA,NA
30029,NA,NA,NA,NA,NA,NA,NA,NA,NA
30030,NA,NA,NA,NA,NA,NA,NA,NA,NA
30031,86,11,0,0,70,0,5,0,0
30032,NA,NA,NA,NA,NA,NA,NA,NA,NA
30033,118,0,0,0,118,0,0,0,0
30034,216,40,0,0,166,0,10,0,0
30035,212,0,0,70,105,0,37,0,0
30036,72,0,0,0,72,0,0,0,0
30037,NA,NA,NA,NA,NA,NA,NA,NA,NA
30038,1877,0,0,0,1877,0,0,0,0
30039,225,0,0,0,225,0,0,0,0
30040,NA,NA,NA,NA,NA,NA,NA,NA,NA
30041,5,0,0,0,5,0,0,0,0
30042,28,0,0,0,28,0,0,0,0
30043,104,2,0,0,102,0,0,0,0
30044,NA,NA,NA,NA,NA,NA,NA,NA,NA
30045,NA,NA,NA,NA,NA,NA,NA,NA,NA
30046,109,0,0,0,104,0,5,0,0
30047,NA,NA,NA,NA,NA,NA,NA,NA,NA
30048,346,150,0,0,126,0,70,0,0
30049,NA,NA,NA,NA,NA,NA,NA,NA,NA
30050,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS
30051,NA,NA,NA,NA,NA,NA,NA,NA,NA
30052,15,0,0,0,15,0,0,0,0
30053,NA,NA,NA,NA,NA,NA,NA,NA,NA
30054,63,0,0,5,18,0,40,0,0
30055,15,5,0,0,5,0,5,0,0
30056,3,0,0,0,3,0,0,0,0
30057,123,4,0,0,119,0,0,0,0
30058,121,6,0,0,95,10,10,0,0
30059,40,8,0,0,17,0,15,0,0
30060,16,7,0,0,9,0,0,0,0
30061,270,47,0,0,221,0,2,0,0
30062,398,0,0,0,398,0,0,0,0
30063,111,25,0,0,25,0,61,0,0
30064,NA,NA,NA,NA,NA,NA,NA,NA,NA
30065,1144,0,0,0,1038,0,0,0,106
30066,236,40,0,0,180,0,16,0,0
30067,NA,NA,NA,NA,NA,NA,NA,NA,NA
30068,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS
30069,249,51,0,15,183,0,0,0,0
30070,NA,NA,NA,NA,NA,NA,NA,NA,NA
30071,722,0,0,0,662,0,60,0,0
30072,154,30,0,0,104,0,20,0,0
30073,242,41,14,0,65,0,122,0,0
30074,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS
30075,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS
30076,17,0,0,0,0,0,17,0,0
30077,302,85,0,0,185,0,32,0,0
30078,52,0,0,20,17,0,15,0,0
30079,8,1,0,0,3,0,4,0,0
30080,NA,NA,NA,NA,NA,NA,NA,NA,NA
30081,NA,NA,NA,NA,NA,NA,NA,NA,NA
30082,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS
30083,50,0,0,0,50,0,0,0,0
30084,NA,NA,NA,NA,NA,NA,NA,NA,NA
30085,720,0,0,0,720,0,0,0,0
30086,702,39,0,17,631,0,15,0,0
30087,1788,0,0,0,1788,0,0,0,0
30088,65,0,15,0,30,0,20,0,0
30089,170,40,0,5,68,0,57,0,0
30090,3,0,0,0,2,0,1,0,0
30091,NA,NA,NA,NA,NA,NA,NA,NA,NA
30092,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS
30093,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS
30094,287,50,0,30,150,0,57,0,0
30095,140,0,0,0,140,0,0,0,0
30096,15,3,0,0,12,0,0,0,0
30097,188,25,9,7,147,0,0,0,0
30098,72,9,0,36,15,0,12,0,0
30099,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS
30100,NA,NA,NA,NA,NA,NA,NA,NA,NA
30101,NA,NA,NA,NA,NA,NA,NA,NA,NA
30102,576,0,0,0,576,0,0,0,0
30103,NA,NA,NA,NA,NA,NA,NA,NA,NA
30104,30,3,0,9,16,0,2,0,0
30105,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS
30106,68,0,0,1,35,0,32,0,0
30107,3,0,0,0,3,0,0,0,0
30108,232,0,0,0,232,0,0,0,0
30109,NA,NA,NA,NA,NA,NA,NA,NA,NA
30110,90,12,0,0,38,0,40,0,0
30111,NA,NA,NA,NA,NA,NA,NA,NA,NA
30112,133,76,0,0,54,0,3,0,0
30113,48,8,0,0,40,0,0,0,0
30114,30,0,0,0,30,0,0,0,0
30115,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS
30116,NA,NA,NA,NA,NA,NA,NA,NA,NA
30117,NA,NA,NA,NA,NA,NA,NA,NA,NA
30118,1824,200,122,0,1372,0,130,0,0
30119,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS
30120,80,5,0,0,75,0,0,0,0
30121,NA,NA,NA,NA,NA,NA,NA,NA,NA
30122,55,4,0,8,21,0,22,0,0
30123,17,0,0,0,17,0,0,0,0
30124,53,0,0,0,53,0,0,0,0
30125,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS
30126,44,0,0,0,44,0,0,0,0
30127,NA,NA,NA,NA,NA,NA,NA,NA,NA
30128,800,200,0,25,575,0,0,0,0
30129,120,55,0,13,52,0,0,0,0
30130,346,5,0,4,319,0,18,0,0
30131,2549,231,0,0,2252,0,66,0,0
30132,10,0,0,0,10,0,0,0,0
30133,NA,NA,NA,NA,NA,NA,NA,NA,NA
30134,54,8,0,0,46,0,0,0,0
30135,730,30,0,0,700,0,0,0,0
30136,NA,NA,NA,NA,NA,NA,NA,NA,NA
30137,8,0,0,0,8,0,0,0,0
30138,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS
30139,8,3,0,0,5,0,0,0,0
30140,88,9,0,0,68,0,11,0,0
30141,3000,0,0,0,2621,0,50,0,329
30142,NA,NA,NA,NA,NA,NA,NA,NA,NA
30143,158,0,0,0,146,0,10,2,0
30144,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS
30145,140,35,0,13,65,0,27,0,0
30146,80,10,0,0,55,0,15,0,0
30147,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS
30148,227,5,0,0,222,0,0,0,0
30149,76,43,0,0,21,0,12,0,0
30150,28,26,0,0,2,0,0,0,0
30151,72,12,0,0,50,10,0,0,0
30152,NA,NA,NA,NA,NA,NA,NA,NA,NA
30153,NA,NA,NA,NA,NA,NA,NA,NA,NA
30154,4,0,0,0,2,0,2,0,0
30155,245,0,0,89,46,9,101,0,0
30156,27,6,0,0,16,0,5,0,0
30157,164,127,0,0,36,0,1,0,0
30158,157,0,0,0,157,0,0,0,0
30159,52,15,0,0,37,0,0,0,0
30160,342,76,0,0,253,0,13,0,0
30161,64,0,0,0,64,0,0,0,0
30162,12,2,0,0,8,0,2,0,0
30163,50,18,0,16,16,0,0,0,0
30164,250,30,0,0,220,0,0,0,0
30165,166,25,0,0,96,0,45,0,0
30166,50,30,0,0,20,0,0,0,0
30167,208,26,0,20,158,0,4,0,0
30168,35,20,0,0,15,0,0,0,0
30169,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS
30170,15,0,0,0,15,0,0,0,0
30171,20,0,0,0,20,0,0,0,0
30172,100,0,0,0,100,0,0,0,0
30173,NA,NA,NA,NA,NA,NA,NA,NA,NA
30174,273,47,0,0,225,0,1,0,0
30175,NA,NA,NA,NA,NA,NA,NA,NA,NA
