ubicageo_f,aniorefe_b,rnsnni1,mymenitt,mymeni1,mymeni2,mymeni3,mymenis1,mymeni4,mymeni5,mymeni6,mymenis2,mymeni8,mymeni9,mymeni10,mymenis3,mymeni12,mymeni13,mymeni14,mymenins,mymeni16
13044,1,97,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,,
13044,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
13045,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
13045,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
13046,1,1,150,150,0,0,150,150,0,0,0,0,0,0,0,0,0,0,,
13046,2,1,154,154,0,0,152,152,0,0,2,2,0,0,0,0,0,0,,
13047,1,1,4,4,0,0,4,4,0,0,0,0,0,0,0,0,0,0,,
13047,2,1,30,30,0,0,29,29,0,0,1,1,0,0,0,0,0,0,,
13048,1,1,3081,2979,102,0,2786,2702,84,0,295,277,18,0,0,0,0,0,,
13048,2,1,4622,4560,62,0,4302,4260,42,0,320,300,20,0,0,0,0,0,,
13049,1,1,45,37,8,0,35,30,5,0,10,7,3,0,0,0,0,0,,
13049,2,1,25,21,4,0,20,16,4,0,5,5,0,0,0,0,0,0,,
13050,1,1,275,275,0,0,254,254,0,0,21,21,0,0,0,0,0,0,,
13050,2,1,323,323,0,0,295,295,0,0,28,28,0,0,0,0,0,0,,
13051,1,1,1316,1288,28,0,1196,1169,27,0,120,119,1,0,0,0,0,0,,
13051,2,1,1262,1230,32,0,1165,1133,32,0,97,97,0,0,0,0,0,0,,
13052,1,1,500,500,0,0,448,448,0,0,52,52,0,0,0,0,0,0,,
13052,2,1,339,339,0,0,305,305,0,0,34,34,0,0,0,0,0,0,,
13053,1,97,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,,
13053,2,1,261,223,38,0,230,199,31,0,31,24,7,0,0,0,0,0,,
13054,1,1,125,125,0,0,123,123,0,0,2,2,0,0,0,0,0,0,,
13054,2,1,129,129,0,0,126,126,0,0,3,3,0,0,0,0,0,0,,
13055,1,1,17,17,0,0,17,17,0,0,0,0,0,0,0,0,0,0,,
13055,2,1,14,14,0,0,14,14,0,0,0,0,0,0,0,0,0,0,,
13056,1,1,556,556,0,0,477,477,0,0,79,79,0,0,0,0,0,0,,
13056,2,1,413,413,0,0,321,321,0,0,92,92,0,0,0,0,0,0,,
13057,1,1,66,66,0,0,0,0,0,0,0,0,0,0,66,66,0,0,,
13057,2,1,79,79,0,0,0,0,0,0,0,0,0,0,79,79,0,0,,
13058,1,1,129,129,0,0,122,122,0,0,7,7,0,0,0,0,0,0,,
13058,2,1,63,63,0,0,60,60,0,0,3,3,0,0,0,0,0,0,,
13059,1,1,79,79,0,0,79,79,0,0,0,0,0,0,0,0,0,0,,
13059,2,1,64,64,0,0,64,64,0,0,0,0,0,0,0,0,0,0,,
13060,1,1,45,45,0,0,45,45,0,0,0,0,0,0,0,0,0,0,,
13060,2,1,45,45,0,0,45,45,0,0,0,0,0,0,0,0,0,0,,
13061,1,1,269,265,4,0,249,245,4,0,20,20,0,0,0,0,0,0,,
13061,2,1,308,294,14,0,267,260,7,0,41,34,7,0,0,0,0,0,,
13062,1,1,117,117,0,0,114,114,0,0,3,3,0,0,0,0,0,0,,
13062,2,1,180,180,0,0,175,175,0,0,5,5,0,0,0,0,0,0,,
13063,1,1,1328,1078,10,240,994,984,10,0,94,94,0,0,240,0,0,240,,
13063,2,1,875,860,15,0,765,754,11,0,110,106,4,0,0,0,0,0,,
13064,1,1,33,33,0,0,33,33,0,0,0,0,0,0,0,0,0,0,,
13064,2,1,16,16,0,0,16,16,0,0,0,0,0,0,0,0,0,0,,
13065,1,97,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,,
13065,2,1,193,184,9,0,182,174,8,0,11,10,1,0,0,0,0,0,,
13066,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
13066,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
13067,1,1,313,313,0,0,275,275,0,0,38,38,0,0,0,0,0,0,,
13067,2,1,323,323,0,0,296,296,0,0,27,27,0,0,0,0,0,0,,
13068,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
13068,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
13069,1,1,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,,
13069,2,1,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,,
13070,1,1,358,358,0,0,297,297,0,0,61,61,0,0,0,0,0,0,,
13070,2,1,361,361,0,0,292,292,0,0,69,69,0,0,0,0,0,0,,
13071,1,1,8,8,0,0,8,8,0,0,0,0,0,0,0,0,0,0,,
13071,2,1,17,17,0,0,17,17,0,0,0,0,0,0,0,0,0,0,,
13072,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
13072,2,1,34,34,0,0,32,32,0,0,2,2,0,0,0,0,0,0,,
13073,1,1,104,104,0,0,100,100,0,0,4,4,0,0,0,0,0,0,,
13073,2,1,189,189,0,0,180,180,0,0,9,9,0,0,0,0,0,0,,
13074,1,1,473,434,39,0,466,427,39,0,7,7,0,0,0,0,0,0,,
13074,2,1,628,604,24,0,616,592,24,0,12,12,0,0,0,0,0,0,,
13075,1,1,199,193,6,0,188,182,6,0,11,11,0,0,0,0,0,0,,
13075,2,1,120,118,2,0,114,112,2,0,6,6,0,0,0,0,0,0,,
13076,1,1,1749,1695,34,20,1622,1573,31,18,127,122,3,2,0,0,0,0,,
13076,2,1,1284,1245,29,10,1179,1145,27,7,105,100,2,3,0,0,0,0,,
13077,1,1,3211,2872,339,0,3047,2743,304,0,164,129,35,0,0,0,0,0,,
13077,2,1,2571,2300,271,0,2237,2025,212,0,334,275,59,0,0,0,0,0,,
13078,1,1,57,57,0,0,57,57,0,0,0,0,0,0,0,0,0,0,,
13078,2,1,170,170,0,0,168,168,0,0,2,2,0,0,0,0,0,0,,
13079,1,1,20,20,0,0,20,20,0,0,0,0,0,0,0,0,0,0,,
13079,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
13080,1,1,103,103,0,0,103,103,0,0,0,0,0,0,0,0,0,0,,
13080,2,1,66,66,0,0,66,66,0,0,0,0,0,0,0,0,0,0,,
13081,1,97,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,,
13081,2,1,705,0,0,705,685,0,0,685,20,0,0,20,0,0,0,0,,
13082,1,1,226,226,0,0,200,200,0,0,26,26,0,0,0,0,0,0,,
13082,2,1,178,178,0,0,150,150,0,0,28,28,0,0,0,0,0,0,,
13083,1,1,230,224,6,0,210,204,6,0,20,20,0,0,0,0,0,0,,
13083,2,1,188,188,0,0,105,105,0,0,83,83,0,0,0,0,0,0,,
13084,1,1,230,230,0,0,225,225,0,0,5,5,0,0,0,0,0,0,,
13084,2,1,255,255,0,0,252,252,0,0,3,3,0,0,0,0,0,0,,
14001,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
14001,2,1,167,161,6,0,160,154,6,0,7,7,0,0,0,0,0,0,,
14002,1,1,132,132,0,0,122,122,0,0,10,10,0,0,0,0,0,0,,
14002,2,1,114,114,0,0,111,111,0,0,3,3,0,0,0,0,0,0,,
14003,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
14003,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
14004,1,1,27,27,0,0,27,27,0,0,0,0,0,0,0,0,0,0,,
14004,2,1,23,23,0,0,23,23,0,0,0,0,0,0,0,0,0,0,,
14005,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
14005,2,1,149,148,1,0,133,132,1,0,16,16,0,0,0,0,0,0,,
14006,1,1,298,289,9,0,280,271,9,0,18,18,0,0,0,0,0,0,,
14006,2,1,333,322,11,0,309,298,11,0,24,24,0,0,0,0,0,0,,
14007,1,1,333,333,0,0,303,303,0,0,30,30,0,0,0,0,0,0,,
14007,2,1,150,150,0,0,128,128,0,0,22,22,0,0,0,0,0,0,,
14008,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
14008,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
14009,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
14009,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
14010,1,1,180,180,0,0,150,150,0,0,30,30,0,0,0,0,0,0,,
14010,2,1,243,243,0,0,157,157,0,0,86,86,0,0,0,0,0,0,,
14011,1,1,7,7,0,0,7,7,0,0,0,0,0,0,0,0,0,0,,
14011,2,1,51,51,0,0,50,50,0,0,1,1,0,0,0,0,0,0,,
14012,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
14012,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
14013,1,1,1086,750,336,0,820,590,230,0,266,160,106,0,0,0,0,0,,
14013,2,1,672,502,170,0,621,461,160,0,51,41,10,0,0,0,0,0,,
14014,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
14014,2,1,108,108,0,0,104,104,0,0,4,4,0,0,0,0,0,0,,
14015,1,1,721,717,1,3,687,683,1,3,34,34,0,0,0,0,0,0,,
14015,2,1,644,636,3,5,608,602,3,3,36,34,0,2,0,0,0,0,,
14016,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
14016,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
14017,1,1,49,49,0,0,45,45,0,0,4,4,0,0,0,0,0,0,,
14017,2,1,45,45,0,0,43,43,0,0,2,2,0,0,0,0,0,0,,
14018,1,1,537,537,0,0,479,479,0,0,58,58,0,0,0,0,0,0,,
14018,2,1,401,401,0,0,374,374,0,0,27,27,0,0,0,0,0,0,,
14019,1,1,33,33,0,0,31,31,0,0,2,2,0,0,0,0,0,0,,
14019,2,1,45,45,0,0,45,45,0,0,0,0,0,0,0,0,0,0,,
14020,1,1,33,33,0,0,31,31,0,0,2,2,0,0,0,0,0,0,,
14020,2,1,10,10,0,0,9,9,0,0,1,1,0,0,0,0,0,0,,
14021,1,1,120,120,0,0,99,99,0,0,21,21,0,0,0,0,0,0,,
14021,2,1,163,163,0,0,140,140,0,0,23,23,0,0,0,0,0,0,,
14022,1,1,608,595,13,0,554,543,11,0,54,52,2,0,0,0,0,0,,
14022,2,1,548,518,30,0,520,495,25,0,28,23,5,0,0,0,0,0,,
14023,1,1,2197,2047,150,0,2022,1882,140,0,175,165,10,0,0,0,0,0,,
14023,2,1,1893,1802,91,0,1741,1660,81,0,152,142,10,0,0,0,0,0,,
14024,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
14024,2,1,424,424,0,0,305,305,0,0,119,119,0,0,0,0,0,0,,
14025,1,1,612,0,0,612,0,0,0,0,0,0,0,0,612,0,0,612,,
14025,2,1,436,436,0,0,399,399,0,0,37,37,0,0,0,0,0,0,,
14026,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
14026,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
14027,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
14027,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
14028,1,1,18,18,0,0,18,18,0,0,0,0,0,0,0,0,0,0,,
14028,2,1,11,9,2,0,10,8,2,0,1,1,0,0,0,0,0,0,,
14029,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
14029,2,1,29,29,0,0,27,27,0,0,2,2,0,0,0,0,0,0,,
14030,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
14030,2,1,529,502,27,0,476,449,27,0,53,53,0,0,0,0,0,0,,
14031,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
14031,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
14032,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
14032,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
14033,1,1,79,79,0,0,74,74,0,0,5,5,0,0,0,0,0,0,,
14033,2,1,167,166,1,0,157,156,1,0,10,10,0,0,0,0,0,0,,
14034,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
14034,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
14035,1,1,477,0,0,477,0,0,0,0,0,0,0,0,477,0,0,477,,
14035,2,1,536,0,0,536,0,0,0,0,0,0,0,0,536,0,0,536,,
14036,1,1,90,81,9,0,79,70,9,0,11,11,0,0,0,0,0,0,,
14036,2,1,78,72,6,0,71,66,5,0,7,6,1,0,0,0,0,0,,
14037,1,1,302,295,7,0,269,262,7,0,33,33,0,0,0,0,0,0,,
14037,2,1,226,216,10,0,195,187,8,0,31,29,2,0,0,0,0,0,,
14038,1,1,17,17,0,0,16,16,0,0,1,1,0,0,0,0,0,0,,
14038,2,1,22,22,0,0,21,21,0,0,1,1,0,0,0,0,0,0,,
14039,1,1,9958,9940,18,0,9659,9641,18,0,299,299,0,0,0,0,0,0,,
14039,2,1,4017,4015,2,0,3803,3801,2,0,214,214,0,0,0,0,0,0,,
14040,1,1,53,49,4,0,48,44,4,0,5,5,0,0,0,0,0,0,,
14040,2,1,121,107,4,10,107,103,4,0,4,4,0,0,10,0,0,10,,
14041,1,1,208,208,0,0,208,208,0,0,0,0,0,0,0,0,0,0,,
14041,2,1,117,117,0,0,117,117,0,0,0,0,0,0,0,0,0,0,,
14042,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
14042,2,1,94,94,0,0,94,94,0,0,0,0,0,0,0,0,0,0,,
14043,1,1,371,0,0,371,0,0,0,0,0,0,0,0,371,0,0,371,,
14043,2,1,368,0,0,368,0,0,0,0,0,0,0,0,368,0,0,368,,
14044,1,1,399,399,0,0,246,246,0,0,153,153,0,0,0,0,0,0,,
14044,2,1,1132,1132,0,0,832,832,0,0,300,300,0,0,0,0,0,0,,
14045,1,1,25,25,0,0,22,22,0,0,3,3,0,0,0,0,0,0,,
14045,2,1,31,31,0,0,27,27,0,0,4,4,0,0,0,0,0,0,,
14046,1,1,737,681,56,0,669,625,44,0,68,56,12,0,0,0,0,0,,
14046,2,1,470,456,14,0,446,434,12,0,24,22,2,0,0,0,0,0,,
14047,1,1,338,317,21,0,317,299,18,0,21,18,3,0,0,0,0,0,,
14047,2,1,513,492,21,0,492,474,18,0,21,18,3,0,0,0,0,0,,
14048,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
14048,2,1,270,265,5,0,265,260,5,0,5,5,0,0,0,0,0,0,,
14049,1,1,6,6,0,0,6,6,0,0,0,0,0,0,0,0,0,0,,
14049,2,1,10,10,0,0,10,10,0,0,0,0,0,0,0,0,0,0,,
14050,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
14050,2,1,610,596,14,0,575,561,14,0,35,35,0,0,0,0,0,0,,
14051,1,1,102,0,0,102,0,0,0,0,0,0,0,0,102,0,0,102,,
14051,2,1,431,0,0,431,0,0,0,0,0,0,0,0,431,0,0,431,,
14052,1,1,5,5,0,0,5,5,0,0,0,0,0,0,0,0,0,0,,
14052,2,1,3,3,0,0,3,3,0,0,0,0,0,0,0,0,0,0,,
14053,1,1,749,0,0,749,0,0,0,0,0,0,0,0,749,0,0,749,,
14053,2,1,780,0,0,780,0,0,0,0,0,0,0,0,780,0,0,780,,
14054,1,1,56,56,0,0,48,48,0,0,8,8,0,0,0,0,0,0,,
14054,2,1,116,116,0,0,99,99,0,0,17,17,0,0,0,0,0,0,,
14055,1,1,94,91,3,0,94,91,3,0,0,0,0,0,0,0,0,0,,
14055,2,1,128,104,24,0,126,102,24,0,2,2,0,0,0,0,0,0,,
14056,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
14056,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
14057,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
14057,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
14058,1,1,97,97,0,0,96,96,0,0,1,1,0,0,0,0,0,0,,
14058,2,1,40,40,0,0,38,38,0,0,2,2,0,0,0,0,0,0,,
14059,1,1,30,30,0,0,25,25,0,0,5,5,0,0,0,0,0,0,,
14059,2,1,23,23,0,0,23,23,0,0,0,0,0,0,0,0,0,0,,
14060,1,1,3,3,0,0,3,3,0,0,0,0,0,0,0,0,0,0,,
14060,2,1,3,3,0,0,2,2,0,0,1,1,0,0,0,0,0,0,,
14061,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
14061,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
14062,1,1,4,4,0,0,4,4,0,0,0,0,0,0,0,0,0,0,,
14062,2,1,31,27,4,0,31,27,4,0,0,0,0,0,0,0,0,0,,
14063,1,1,2309,2301,8,0,2073,2065,8,0,236,236,0,0,0,0,0,0,,
14063,2,1,1718,1716,2,0,1494,1492,2,0,224,224,0,0,0,0,0,0,,
14064,1,1,250,250,0,0,240,240,0,0,10,10,0,0,0,0,0,0,,
14064,2,1,400,400,0,0,370,370,0,0,30,30,0,0,0,0,0,0,,
14065,1,1,63,63,0,0,62,62,0,0,1,1,0,0,0,0,0,0,,
14065,2,1,66,66,0,0,65,65,0,0,1,1,0,0,0,0,0,0,,
14066,1,1,678,634,44,0,594,555,39,0,84,79,5,0,0,0,0,0,,
14066,2,1,756,728,28,0,688,667,21,0,68,61,7,0,0,0,0,0,,
14067,1,1,3472,3406,66,0,3151,3093,58,0,321,313,8,0,0,0,0,0,,
14067,2,1,2580,2556,24,0,2329,2309,20,0,251,247,4,0,0,0,0,0,,
14068,1,1,105,102,3,0,82,79,3,0,23,23,0,0,0,0,0,0,,
14068,2,1,76,75,1,0,67,66,1,0,9,9,0,0,0,0,0,0,,
14069,1,1,22,21,1,0,22,21,1,0,0,0,0,0,0,0,0,0,,
14069,2,1,23,23,0,0,22,22,0,0,1,1,0,0,0,0,0,0,,
14070,1,1,2303,2174,129,0,2087,1965,122,0,216,209,7,0,0,0,0,0,,
14070,2,1,2178,2062,116,0,1996,1894,102,0,182,168,14,0,0,0,0,0,,
14071,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
14071,2,1,45,45,0,0,44,44,0,0,1,1,0,0,0,0,0,0,,
14072,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
14072,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
14073,1,1,3393,3393,0,0,3300,3300,0,0,93,93,0,0,0,0,0,0,,
14073,2,1,2018,2018,0,0,1980,1980,0,0,38,38,0,0,0,0,0,0,,
14074,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
14074,2,1,102,102,0,0,87,87,0,0,15,15,0,0,0,0,0,0,,
14075,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
14075,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
14076,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
14076,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
14077,1,1,65,65,0,0,65,65,0,0,0,0,0,0,0,0,0,0,,
14077,2,1,88,88,0,0,88,88,0,0,0,0,0,0,0,0,0,0,,
14078,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
14078,2,1,369,369,0,0,258,258,0,0,111,111,0,0,0,0,0,0,,
14079,1,1,76,76,0,0,72,72,0,0,4,4,0,0,0,0,0,0,,
14079,2,1,301,288,13,0,287,274,13,0,14,14,0,0,0,0,0,0,,
14080,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
14080,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
14081,1,98,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,,
14081,2,98,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,,
14082,1,1,1171,0,0,1171,0,0,0,0,0,0,0,0,1171,0,0,1171,,
14082,2,1,1700,1622,78,0,1627,1567,60,0,73,55,18,0,0,0,0,0,,
14083,1,1,1292,1234,58,0,1166,1116,50,0,126,118,8,0,0,0,0,0,,
14083,2,1,1449,1376,73,0,1339,1272,67,0,110,104,6,0,0,0,0,0,,
14084,1,1,186,175,11,0,173,165,8,0,13,10,3,0,0,0,0,0,,
14084,2,1,221,215,6,0,211,207,4,0,10,8,2,0,0,0,0,0,,
14085,1,1,4,4,0,0,3,3,0,0,1,1,0,0,0,0,0,0,,
14085,2,1,65,65,0,0,60,60,0,0,5,5,0,0,0,0,0,0,,
14086,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
14086,2,1,227,215,12,0,214,202,12,0,13,13,0,0,0,0,0,0,,
14087,1,1,11,11,0,0,10,10,0,0,1,1,0,0,0,0,0,0,,
14087,2,1,53,53,0,0,50,50,0,0,3,3,0,0,0,0,0,0,,
14088,1,1,69,69,0,0,68,68,0,0,1,1,0,0,0,0,0,0,,
14088,2,1,110,110,0,0,102,102,0,0,8,8,0,0,0,0,0,0,,
14089,1,1,20,20,0,0,15,15,0,0,5,5,0,0,0,0,0,0,,
14089,2,1,30,30,0,0,20,20,0,0,10,10,0,0,0,0,0,0,,
14090,1,1,56,56,0,0,49,49,0,0,7,7,0,0,0,0,0,0,,
14090,2,1,50,50,0,0,40,40,0,0,10,10,0,0,0,0,0,0,,
14091,1,1,247,247,0,0,234,234,0,0,13,13,0,0,0,0,0,0,,
14091,2,1,358,358,0,0,334,334,0,0,24,24,0,0,0,0,0,0,,
14092,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
14092,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
14093,1,1,1264,1135,129,0,1193,1077,116,0,71,58,13,0,0,0,0,0,,
14093,2,1,1057,1008,49,0,989,945,44,0,68,63,5,0,0,0,0,0,,
14094,1,1,1145,1072,73,0,1029,969,60,0,116,103,13,0,0,0,0,0,,
14094,2,1,1812,1683,129,0,1653,1535,118,0,159,148,11,0,0,0,0,0,,
14095,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
14095,2,1,41,40,1,0,38,37,1,0,3,3,0,0,0,0,0,0,,
14096,1,1,89,89,0,0,84,84,0,0,5,5,0,0,0,0,0,0,,
14096,2,1,189,189,0,0,184,184,0,0,5,5,0,0,0,0,0,0,,
14097,1,1,1056,0,0,1056,0,0,0,0,0,0,0,0,1056,0,0,1056,,
14097,2,1,510,0,0,510,0,0,0,0,0,0,0,0,510,0,0,510,,
14098,1,1,1298,1298,0,0,1255,1255,0,0,43,43,0,0,0,0,0,0,,
14098,2,1,1198,1198,0,0,1154,1154,0,0,44,44,0,0,0,0,0,0,,
14099,1,1,32,32,0,0,32,32,0,0,0,0,0,0,0,0,0,0,,
14099,2,1,39,39,0,0,38,38,0,0,1,1,0,0,0,0,0,0,,
14100,1,1,180,180,0,0,170,170,0,0,10,10,0,0,0,0,0,0,,
14100,2,1,202,202,0,0,190,190,0,0,12,12,0,0,0,0,0,0,,
14101,1,1,634,585,49,0,609,561,48,0,25,24,1,0,0,0,0,0,,
14101,2,1,3775,3497,278,0,3569,3321,248,0,206,176,30,0,0,0,0,0,,
14102,1,1,41,41,0,0,35,35,0,0,6,6,0,0,0,0,0,0,,
14102,2,1,32,32,0,0,29,29,0,0,3,3,0,0,0,0,0,0,,
14103,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
14103,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
14104,1,98,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,,
14104,2,98,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,,
14105,1,1,270,270,0,0,268,268,0,0,2,2,0,0,0,0,0,0,,
14105,2,1,94,92,2,0,87,85,2,0,7,7,0,0,0,0,0,0,,
14106,1,1,2,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,,
14106,2,1,41,41,0,0,41,41,0,0,0,0,0,0,0,0,0,0,,
14107,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
14107,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
14108,1,1,177,160,17,0,157,140,17,0,20,20,0,0,0,0,0,0,,
14108,2,1,161,161,0,0,150,150,0,0,11,11,0,0,0,0,0,0,,
14109,1,1,180,180,0,0,173,173,0,0,7,7,0,0,0,0,0,0,,
14109,2,1,207,207,0,0,201,201,0,0,6,6,0,0,0,0,0,0,,
14110,1,1,144,144,0,0,134,134,0,0,10,10,0,0,0,0,0,0,,
14110,2,1,202,202,0,0,178,178,0,0,24,24,0,0,0,0,0,0,,
14111,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
