ubicageo_f,aniorefe_b,rnsnni1,mymenitt,mymeni1,mymeni2,mymeni3,mymenis1,mymeni4,mymeni5,mymeni6,mymenis2,mymeni8,mymeni9,mymeni10,mymenis3,mymeni12,mymeni13,mymeni14,mymenins,mymeni16
20132,2,1,10,10,0,0,10,10,0,0,0,0,0,0,0,0,0,0,,
20133,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
20133,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
20134,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
20134,2,1,330,330,0,0,330,330,0,0,0,0,0,0,0,0,0,0,,
20135,1,1,10,10,0,0,10,10,0,0,0,0,0,0,0,0,0,0,,
20135,2,1,13,13,0,0,13,13,0,0,0,0,0,0,0,0,0,0,,
20136,1,97,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,,
20136,2,1,77,77,0,0,77,77,0,0,0,0,0,0,0,0,0,0,,
20137,1,97,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,,
20137,2,1,48,48,0,0,47,47,0,0,1,1,0,0,0,0,0,0,,
20138,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
20138,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
20139,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
20139,2,1,2,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,,
20140,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
20140,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
20141,1,97,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,,
20141,2,1,39,39,0,0,39,39,0,0,0,0,0,0,0,0,0,0,,
20142,1,1,21,21,0,0,21,21,0,0,0,0,0,0,0,0,0,0,,
20142,2,1,19,19,0,0,19,19,0,0,0,0,0,0,0,0,0,0,,
20143,1,97,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,,
20143,2,1,75,75,0,0,54,54,0,0,21,21,0,0,0,0,0,0,,
20144,1,1,4,4,0,0,4,4,0,0,0,0,0,0,0,0,0,0,,
20144,2,1,7,7,0,0,5,5,0,0,2,2,0,0,0,0,0,0,,
20145,1,1,14,14,0,0,14,14,0,0,0,0,0,0,0,0,0,0,,
20145,2,1,16,16,0,0,13,13,0,0,3,3,0,0,0,0,0,0,,
20146,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
20146,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
20147,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
20147,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
20148,1,1,5,5,0,0,5,5,0,0,0,0,0,0,0,0,0,0,,
20148,2,1,4,4,0,0,4,4,0,0,0,0,0,0,0,0,0,0,,
20149,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
20149,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
20150,1,1,31,31,0,0,29,29,0,0,2,2,0,0,0,0,0,0,,
20150,2,1,50,50,0,0,47,47,0,0,3,3,0,0,0,0,0,0,,
20151,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
20151,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
20152,1,1,4,4,0,0,4,4,0,0,0,0,0,0,0,0,0,0,,
20152,2,1,12,12,0,0,12,12,0,0,0,0,0,0,0,0,0,0,,
20153,1,97,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,,
20153,2,1,65,65,0,0,65,65,0,0,0,0,0,0,0,0,0,0,,
20154,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,,
20154,2,1,11,11,0,0,11,11,0,0,0,0,0,0,0,0,0,0,,
20155,1,1,4,4,0,0,4,4,0,0,0,0,0,0,0,0,0,0,,
20155,2,1,7,7,0,0,7,7,0,0,0,0,0,0,0,0,0,0,,
20156,1,1,10,10,0,0,10,10,0,0,0,0,0,0,0,0,0,0,,
20156,2,1,30,30,0,0,30,30,0,0,0,0,0,0,0,0,0,0,,
20157,1,97,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,,
20157,2,1,220,220,0,0,210,210,0,0,10,10,0,0,0,0,0,0,,
20158,1,97,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,,
20158,2,97,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,,
20159,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
20159,2,1,7,7,0,0,7,7,0,0,0,0,0,0,0,0,0,0,,
20160,1,97,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,,
20160,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
20161,1,97,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,,
20161,2,1,6,6,0,0,5,5,0,0,1,1,0,0,0,0,0,0,,
20162,1,1,21,21,0,0,21,21,0,0,0,0,0,0,0,0,0,0,,
20162,2,1,16,16,0,0,16,16,0,0,0,0,0,0,0,0,0,0,,
20163,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
20163,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
20164,1,1,8,8,0,0,8,8,0,0,0,0,0,0,0,0,0,0,,
20164,2,1,11,10,1,0,11,10,1,0,0,0,0,0,0,0,0,0,,
20165,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
20165,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
20166,1,97,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,,
20166,2,1,237,237,0,0,227,227,0,0,10,10,0,0,0,0,0,0,,
20167,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
20167,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
20168,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
20168,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
20169,1,97,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,,
20169,2,1,60,60,0,0,60,60,0,0,0,0,0,0,0,0,0,0,,
20170,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
20170,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
20171,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
20171,2,1,34,34,0,0,32,32,0,0,2,2,0,0,0,0,0,0,,
20172,1,1,3,3,0,0,3,3,0,0,0,0,0,0,0,0,0,0,,
20172,2,1,6,6,0,0,6,6,0,0,0,0,0,0,0,0,0,0,,
20173,1,1,13,13,0,0,13,13,0,0,0,0,0,0,0,0,0,0,,
20173,2,1,16,16,0,0,16,16,0,0,0,0,0,0,0,0,0,0,,
20174,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
20174,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
20175,1,1,6,6,0,0,6,6,0,0,0,0,0,0,0,0,0,0,,
20175,2,1,14,14,0,0,14,14,0,0,0,0,0,0,0,0,0,0,,
20176,1,1,3,3,0,0,3,3,0,0,0,0,0,0,0,0,0,0,,
20176,2,1,4,4,0,0,4,4,0,0,0,0,0,0,0,0,0,0,,
20177,1,1,107,107,0,0,106,106,0,0,1,1,0,0,0,0,0,0,,
20177,2,1,120,120,0,0,118,118,0,0,2,2,0,0,0,0,0,0,,
20178,1,1,3,3,0,0,3,3,0,0,0,0,0,0,0,0,0,0,,
20178,2,1,4,4,0,0,4,4,0,0,0,0,0,0,0,0,0,0,,
20179,1,1,10,10,0,0,10,10,0,0,0,0,0,0,0,0,0,0,,
20179,2,1,14,14,0,0,14,14,0,0,0,0,0,0,0,0,0,0,,
20180,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
20180,2,1,16,16,0,0,16,16,0,0,0,0,0,0,0,0,0,0,,
20181,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,,
20181,2,1,3,3,0,0,3,3,0,0,0,0,0,0,0,0,0,0,,
20182,1,97,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,,
20182,2,1,23,23,0,0,23,23,0,0,0,0,0,0,0,0,0,0,,
20183,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
20183,2,1,2,2,0,0,1,1,0,0,1,1,0,0,0,0,0,0,,
20184,1,1,1738,1738,0,0,1467,1467,0,0,271,271,0,0,0,0,0,0,,
20184,2,1,1512,1512,0,0,1205,1205,0,0,307,307,0,0,0,0,0,0,,
20185,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
20185,2,1,3,3,0,0,3,3,0,0,0,0,0,0,0,0,0,0,,
20186,1,1,4,4,0,0,4,4,0,0,0,0,0,0,0,0,0,0,,
20186,2,1,3,3,0,0,3,3,0,0,0,0,0,0,0,0,0,0,,
20187,1,97,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,,
20187,2,1,11,11,0,0,11,11,0,0,0,0,0,0,0,0,0,0,,
20188,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
20188,2,1,50,50,0,0,50,50,0,0,0,0,0,0,0,0,0,0,,
20189,1,97,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,,
20189,2,1,10,10,0,0,10,10,0,0,0,0,0,0,0,0,0,0,,
20190,1,97,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,,
20190,2,97,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,,
20191,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
20191,2,1,3,3,0,0,3,3,0,0,0,0,0,0,0,0,0,0,,
20192,1,1,15,15,0,0,15,15,0,0,0,0,0,0,0,0,0,0,,
20192,2,1,20,20,0,0,20,20,0,0,0,0,0,0,0,0,0,0,,
20193,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
20193,2,1,18,18,0,0,18,18,0,0,0,0,0,0,0,0,0,0,,
20194,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
20194,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
20195,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
20195,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
20196,1,1,18,18,0,0,18,18,0,0,0,0,0,0,0,0,0,0,,
20196,2,1,20,20,0,0,19,19,0,0,1,1,0,0,0,0,0,0,,
20197,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
20197,2,1,5,5,0,0,5,5,0,0,0,0,0,0,0,0,0,0,,
20198,1,97,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,,
20198,2,1,67,67,0,0,67,67,0,0,0,0,0,0,0,0,0,0,,
20199,1,1,2,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,,
20199,2,1,3,3,0,0,3,3,0,0,0,0,0,0,0,0,0,0,,
20200,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
20200,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
20201,1,1,8,8,0,0,8,8,0,0,0,0,0,0,0,0,0,0,,
20201,2,1,10,10,0,0,10,10,0,0,0,0,0,0,0,0,0,0,,
20202,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
20202,2,1,58,58,0,0,NSS,NSS,0,0,NSS,NSS,0,0,0,0,0,0,58,58
20203,1,1,3,3,0,0,3,3,0,0,0,0,0,0,0,0,0,0,,
20203,2,1,5,5,0,0,5,5,0,0,0,0,0,0,0,0,0,0,,
20204,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
20204,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
20205,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
20205,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
20206,1,1,12,12,0,0,12,12,0,0,0,0,0,0,0,0,0,0,,
20206,2,1,16,16,0,0,16,16,0,0,0,0,0,0,0,0,0,0,,
20207,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
20207,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
20208,1,1,10,10,0,0,10,10,0,0,0,0,0,0,0,0,0,0,,
20208,2,1,7,7,0,0,7,7,0,0,0,0,0,0,0,0,0,0,,
20209,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
20209,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
20210,1,1,8,8,0,0,8,8,0,0,0,0,0,0,0,0,0,0,,
20210,2,1,6,6,0,0,6,6,0,0,0,0,0,0,0,0,0,0,,
20211,1,1,4,4,0,0,4,4,0,0,0,0,0,0,0,0,0,0,,
20211,2,1,3,3,0,0,3,3,0,0,0,0,0,0,0,0,0,0,,
20212,1,1,3,3,0,0,3,3,0,0,0,0,0,0,0,0,0,0,,
20212,2,1,8,8,0,0,8,8,0,0,0,0,0,0,0,0,0,0,,
20213,1,1,65,62,3,0,65,62,3,0,0,0,0,0,0,0,0,0,,
20213,2,1,80,70,10,0,80,70,10,0,0,0,0,0,0,0,0,0,,
20214,1,1,8,8,0,0,8,8,0,0,0,0,0,0,0,0,0,0,,
20214,2,1,8,8,0,0,8,8,0,0,0,0,0,0,0,0,0,0,,
20215,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
20215,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
20216,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
20216,2,1,2,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,,
20217,1,97,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,,
20217,2,97,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,,
20218,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
20218,2,1,5,5,0,0,5,5,0,0,0,0,0,0,0,0,0,0,,
20219,1,1,17,17,0,0,17,17,0,0,0,0,0,0,0,0,0,0,,
20219,2,1,13,13,0,0,12,12,0,0,1,1,0,0,0,0,0,0,,
20220,1,1,8,8,0,0,6,6,0,0,2,2,0,0,0,0,0,0,,
20220,2,1,8,8,0,0,7,7,0,0,1,1,0,0,0,0,0,0,,
20221,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
20221,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
20222,1,1,11,11,0,0,11,11,0,0,0,0,0,0,0,0,0,0,,
20222,2,1,6,6,0,0,6,6,0,0,0,0,0,0,0,0,0,0,,
20223,1,1,2,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,,
20223,2,1,8,8,0,0,8,8,0,0,0,0,0,0,0,0,0,0,,
20224,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
20224,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
20225,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
20225,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
20226,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
20226,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
20227,1,1,10,10,0,0,10,10,0,0,0,0,0,0,0,0,0,0,,
20227,2,1,55,55,0,0,55,55,0,0,0,0,0,0,0,0,0,0,,
20228,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
20228,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
20229,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
20229,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
20230,1,1,10,10,0,0,10,10,0,0,0,0,0,0,0,0,0,0,,
20230,2,1,10,10,0,0,10,10,0,0,0,0,0,0,0,0,0,0,,
20231,1,1,98,98,0,0,98,98,0,0,0,0,0,0,0,0,0,0,,
20231,2,1,110,110,0,0,100,100,0,0,10,10,0,0,0,0,0,0,,
20232,1,97,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,,
20232,2,1,231,231,0,0,227,227,0,0,4,4,0,0,0,0,0,0,,
20233,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
20233,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
20234,1,1,35,28,7,0,26,20,6,0,9,8,1,0,0,0,0,0,,
20234,2,1,50,35,15,0,41,28,13,0,9,7,2,0,0,0,0,0,,
20235,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
20235,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
20236,1,1,6,6,0,0,6,6,0,0,0,0,0,0,0,0,0,0,,
20236,2,1,6,6,0,0,6,6,0,0,0,0,0,0,0,0,0,0,,
20237,1,97,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,,
20237,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
20238,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
20238,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
20239,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,,
20239,2,1,2,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,,
20240,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
20240,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
20241,1,1,5,5,0,0,5,5,0,0,0,0,0,0,0,0,0,0,,
20241,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
20242,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
20242,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
20243,1,1,10,10,0,0,10,10,0,0,0,0,0,0,0,0,0,0,,
20243,2,1,12,12,0,0,12,12,0,0,0,0,0,0,0,0,0,0,,
20244,1,1,18,17,0,1,13,13,0,0,4,4,0,0,1,0,0,1,,
20244,2,1,69,69,0,0,49,49,0,0,20,20,0,0,0,0,0,0,,
20245,1,1,8,8,0,0,8,8,0,0,0,0,0,0,0,0,0,0,,
20245,2,1,25,25,0,0,25,25,0,0,0,0,0,0,0,0,0,0,,
20246,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
20246,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
20247,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
20247,2,1,25,25,0,0,22,22,0,0,3,3,0,0,0,0,0,0,,
20248,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
20248,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
20249,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
20249,2,1,18,18,0,0,18,18,0,0,0,0,0,0,0,0,0,0,,
20250,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
20250,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
20251,1,1,3,3,0,0,3,3,0,0,0,0,0,0,0,0,0,0,,
20251,2,1,4,4,0,0,4,4,0,0,0,0,0,0,0,0,0,0,,
20252,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
20252,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
20253,1,1,5,5,0,0,5,5,0,0,0,0,0,0,0,0,0,0,,
20253,2,1,15,15,0,0,15,15,0,0,0,0,0,0,0,0,0,0,,
20254,1,1,6,6,0,0,6,6,0,0,0,0,0,0,0,0,0,0,,
20254,2,1,6,6,0,0,6,6,0,0,0,0,0,0,0,0,0,0,,
20255,1,1,12,12,0,0,12,12,0,0,0,0,0,0,0,0,0,0,,
20255,2,1,18,18,0,0,18,18,0,0,0,0,0,0,0,0,0,0,,
20256,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
20256,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
20257,1,1,15,15,0,0,15,15,0,0,0,0,0,0,0,0,0,0,,
20257,2,1,10,10,0,0,10,10,0,0,0,0,0,0,0,0,0,0,,
20258,1,97,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,,
20258,2,1,3,3,0,0,2,2,0,0,1,1,0,0,0,0,0,0,,
20259,1,1,15,15,0,0,15,15,0,0,0,0,0,0,0,0,0,0,,
20259,2,1,30,30,0,0,30,30,0,0,0,0,0,0,0,0,0,0,,
20260,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
20260,2,1,12,12,0,0,12,12,0,0,0,0,0,0,0,0,0,0,,
20261,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
20261,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
20262,1,1,4,4,0,0,4,4,0,0,0,0,0,0,0,0,0,0,,
20262,2,1,7,7,0,0,7,7,0,0,0,0,0,0,0,0,0,0,,
20263,1,1,50,50,0,0,46,46,0,0,4,4,0,0,0,0,0,0,,
20263,2,1,30,30,0,0,28,28,0,0,2,2,0,0,0,0,0,0,,
20264,1,97,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,,
20264,2,97,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,,
20265,1,97,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,,
20265,2,1,10,10,0,0,10,10,0,0,0,0,0,0,0,0,0,0,,
20266,1,1,60,60,0,0,60,60,0,0,0,0,0,0,0,0,0,0,,
20266,2,1,60,60,0,0,60,60,0,0,0,0,0,0,0,0,0,0,,
20267,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
20267,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
20268,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
20268,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
20269,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
20269,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
20270,1,97,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,,
