ubicageo_f,cantdeli_b,mymenitt,mymeni1,mymeni2,mymeni3,mymenint,mymenis1,mymeni4,mymeni5,mymeni6,mymenis2,mymeni8,mymeni9,mymeni10,mymenis3,mymeni12,mymeni13,mymeni14,mymenins
1001,1,4549,NSS,NSS,4549,,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,4549,NSS,NSS,4549,
13026,6,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,
13026,9,,,,,,,,,,,,,,,,,,
13027,1,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
13027,2,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
13027,3,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
13027,4,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
13027,5,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
13027,6,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
13027,9,,,,,,,,,,,,,,,,,,
13028,1,18,18,0,0,,18,18,0,0,0,0,0,0,0,0,0,0,
13028,2,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,
13028,3,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,
13028,4,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,
13028,5,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,
13028,6,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,
13028,9,,,,,,,,,,,,,,,,,,
13029,1,31,31,0,0,,30,30,0,0,1,1,0,0,0,0,0,0,
13029,2,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,
13029,3,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,
13029,4,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,
13029,5,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,
13029,6,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,
13029,9,,,,,,,,,,,,,,,,,,
13030,1,43,40,2,1,,39,36,2,1,4,4,0,0,0,0,0,0,
13030,2,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,
13030,3,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,
13030,4,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,
13030,5,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,
13030,6,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,
13030,9,,,,,,,,,,,,,,,,,,
13031,1,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
13031,2,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
13031,3,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
13031,4,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
13031,5,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
13031,6,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
13031,9,,,,,,,,,,,,,,,,,,
13032,1,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
13032,2,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
13032,3,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
13032,4,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
13032,5,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
13032,6,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
13032,9,,,,,,,,,,,,,,,,,,
13033,1,1,1,0,0,,1,1,0,0,0,0,0,0,0,0,0,0,
13033,2,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,
13033,3,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,
13033,4,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,
13033,5,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,
13033,6,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,
13033,9,,,,,,,,,,,,,,,,,,
13034,1,3,3,0,0,,3,3,0,0,0,0,0,0,0,0,0,0,
13034,2,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,
13034,3,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,
13034,4,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,
13034,5,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,
13034,6,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,
13034,9,,,,,,,,,,,,,,,,,,
13035,1,2,2,0,0,,2,2,0,0,0,0,0,0,0,0,0,0,
13035,2,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,
13035,3,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,
13035,4,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,
13035,5,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,
13035,6,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,
13035,9,,,,,,,,,,,,,,,,,,
13036,1,NSS,NSS,NSS,NSS,,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,
13036,2,NSS,NSS,NSS,NSS,,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,
13036,3,NSS,NSS,NSS,NSS,,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,
13036,4,NSS,NSS,NSS,NSS,,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,
13036,5,NSS,NSS,NSS,NSS,,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,
13036,6,NSS,NSS,NSS,NSS,,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,
13036,9,,,,,,,,,,,,,,,,,,
13037,1,4,4,0,0,,4,4,0,0,0,0,0,0,0,0,0,0,
13037,2,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,
13037,3,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,
13037,4,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,
13037,5,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,
13037,6,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,
13037,9,,,,,,,,,,,,,,,,,,
13038,1,20,20,0,0,,20,20,0,0,0,0,0,0,0,0,0,0,
13038,2,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,
13038,3,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,
13038,4,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,
13038,5,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,
13038,6,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,
13038,9,,,,,,,,,,,,,,,,,,
13039,1,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
13039,2,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
13039,3,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
13039,4,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
13039,5,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
13039,6,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
13039,9,,,,,,,,,,,,,,,,,,
13040,1,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
13040,2,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
13040,3,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
13040,4,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
13040,5,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
13040,6,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
13040,9,,,,,,,,,,,,,,,,,,
13041,1,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
13041,2,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
13041,3,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
13041,4,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
13041,5,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
13041,6,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
13041,9,,,,,,,,,,,,,,,,,,
13042,1,5,5,0,0,,5,5,0,0,0,0,0,0,0,0,0,0,
13042,2,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,
13042,3,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,
13042,4,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,
13042,5,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,
13042,6,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,
13042,9,,,,,,,,,,,,,,,,,,
13043,1,1,1,0,0,,1,1,0,0,0,0,0,0,0,0,0,0,
13043,2,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,
13043,3,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,
13043,4,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,
13043,5,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,
13043,6,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,
13043,9,,,,,,,,,,,,,,,,,,
13044,1,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
13044,2,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
13044,3,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
13044,4,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
13044,5,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
13044,6,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
13044,9,,,,,,,,,,,,,,,,,,
13045,1,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
13045,2,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
13045,3,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
13045,4,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
13045,5,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
13045,6,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
13045,9,,,,,,,,,,,,,,,,,,
13046,1,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
13046,2,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
13046,3,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
13046,4,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
13046,5,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
13046,6,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
13046,9,,,,,,,,,,,,,,,,,,
13047,1,2,2,0,0,,2,2,0,0,0,0,0,0,0,0,0,0,
13047,2,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,
13047,3,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,
13047,4,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,
13047,5,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,
13047,6,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,
13047,9,,,,,,,,,,,,,,,,,,
13048,1,355,333,22,0,,253,237,16,0,102,96,6,0,0,0,0,0,
13048,2,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,
13048,3,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,
13048,4,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,
13048,5,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,
13048,6,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,
13048,9,,,,,,,,,,,,,,,,,,
13049,1,3,3,0,0,,3,3,0,0,0,0,0,0,0,0,0,0,
13049,2,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,
13049,3,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,
13049,4,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,
13049,5,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,
13049,6,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,
13049,9,,,,,,,,,,,,,,,,,,
13050,1,15,15,0,0,,12,12,0,0,3,3,0,0,0,0,0,0,
13050,2,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,
13050,3,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,
13050,4,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,
13050,5,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,
13050,6,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,
13050,9,,,,,,,,,,,,,,,,,,
13051,1,173,168,5,0,,154,149,5,0,19,19,0,0,0,0,0,0,
13051,2,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,
13051,3,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,
13051,4,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,
13051,5,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,
13051,6,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,
13051,9,,,,,,,,,,,,,,,,,,
13052,1,38,38,0,0,,38,38,0,0,0,0,0,0,0,0,0,0,
13052,2,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,
13052,3,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,
13052,4,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,
13052,5,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,
13052,6,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,
13052,9,,,,,,,,,,,,,,,,,,
13053,1,8,0,0,8,,0,0,0,0,0,0,0,0,8,0,0,8,
13053,2,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,
13053,3,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,
13053,4,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,
13053,5,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,
13053,6,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,
13053,9,,,,,,,,,,,,,,,,,,
13054,1,6,6,0,0,,6,6,0,0,0,0,0,0,0,0,0,0,
13054,2,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,
13054,3,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,
13054,4,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,
13054,5,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,
13054,6,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,
13054,9,,,,,,,,,,,,,,,,,,
13055,1,3,3,0,0,,3,3,0,0,0,0,0,0,0,0,0,0,
13055,2,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,
13055,3,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,
13055,4,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,
13055,5,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,
13055,6,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,
13055,9,,,,,,,,,,,,,,,,,,
13056,1,11,10,1,0,,9,9,0,0,2,1,1,0,0,0,0,0,
13056,2,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,
13056,3,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,
13056,4,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,
13056,5,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,
13056,6,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,
13056,9,,,,,,,,,,,,,,,,,,
13057,1,2,0,0,2,,0,0,0,0,0,0,0,0,2,0,0,2,
13057,2,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,
13057,3,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,
13057,4,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,
13057,5,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,
13057,6,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,
13057,9,,,,,,,,,,,,,,,,,,
13058,1,8,8,0,0,,8,8,0,0,0,0,0,0,0,0,0,0,
13058,2,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,
13058,3,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,
13058,4,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,
13058,5,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,
13058,6,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,
13058,9,,,,,,,,,,,,,,,,,,
13059,1,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
13059,2,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
13059,3,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
13059,4,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
13059,5,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
13059,6,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
13059,9,,,,,,,,,,,,,,,,,,
13060,1,7,7,0,0,,7,7,0,0,0,0,0,0,0,0,0,0,
13060,2,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,
13060,3,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,
13060,4,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,
13060,5,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,
13060,6,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,
13060,9,,,,,,,,,,,,,,,,,,
13061,1,100,100,0,0,,96,96,0,0,4,4,0,0,0,0,0,0,
13061,2,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,
13061,3,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,
13061,4,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,
13061,5,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,
13061,6,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,
13061,9,,,,,,,,,,,,,,,,,,
13062,1,7,5,2,0,,7,5,2,0,0,0,0,0,0,0,0,0,
13062,2,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,
13062,3,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,
13062,4,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,
13062,5,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,
13062,6,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,
13062,9,,,,,,,,,,,,,,,,,,
13063,1,107,104,3,0,,99,96,3,0,8,8,0,0,0,0,0,0,
13063,2,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,
13063,3,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,
13063,4,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,
13063,5,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,
13063,6,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,
13063,9,,,,,,,,,,,,,,,,,,
13064,1,6,6,0,0,,6,6,0,0,0,0,0,0,0,0,0,0,
13064,2,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,
13064,3,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,
13064,4,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,
13064,5,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,
13064,6,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,
13064,9,,,,,,,,,,,,,,,,,,
13065,1,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
13065,2,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
13065,3,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
13065,4,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
13065,5,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
13065,6,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
13065,9,,,,,,,,,,,,,,,,,,
13066,1,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
13066,2,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
13066,3,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
13066,4,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
13066,5,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
13066,6,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
13066,9,,,,,,,,,,,,,,,,,,
13067,1,62,62,0,0,,52,52,0,0,10,10,0,0,0,0,0,0,
13067,2,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,
13067,3,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,
13067,4,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,
13067,5,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,
13067,6,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,
13067,9,,,,,,,,,,,,,,,,,,
13068,1,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
13068,2,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
13068,3,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
13068,4,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
13068,5,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
13068,6,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
13068,9,,,,,,,,,,,,,,,,,,
13069,1,NSS,0,0,NSS,,0,0,0,0,0,0,0,0,NSS,0,0,NSS,
13069,2,NSS,0,0,NSS,,0,0,0,0,0,0,0,0,NSS,0,0,NSS,
13069,3,NSS,0,0,NSS,,0,0,0,0,0,0,0,0,NSS,0,0,NSS,
13069,4,NSS,0,0,NSS,,0,0,0,0,0,0,0,0,NSS,0,0,NSS,
13069,5,NSS,0,0,NSS,,0,0,0,0,0,0,0,0,NSS,0,0,NSS,
13069,6,NSS,0,0,NSS,,0,0,0,0,0,0,0,0,NSS,0,0,NSS,
13069,9,1463,,,1463,,,,,,,,,,1463,,,1463,
13070,1,17,17,0,0,,8,8,0,0,9,9,0,0,0,0,0,0,
13070,2,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,
13070,3,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,
13070,4,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,
13070,5,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,
13070,6,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,
13070,9,,,,,,,,,,,,,,,,,,
13071,1,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
13071,2,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
13071,3,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
13071,4,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
13071,5,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
13071,6,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
13071,9,,,,,,,,,,,,,,,,,,
13072,1,8,8,0,0,,8,8,0,0,0,0,0,0,0,0,0,0,
13072,2,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,
13072,3,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,
13072,4,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,
13072,5,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,
13072,6,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,
13072,9,,,,,,,,,,,,,,,,,,
13073,1,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
13073,2,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
13073,3,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
13073,4,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
13073,5,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
13073,6,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
