ubicageo_f,contrave_b,faltcivi_e,totalca1,totalca2
30055,1,10307,NA,0
30055,1,10308,NA,0
30055,1,10399,,
30055,1,10400,NA,0
30055,1,10500,NA,0
30055,2,20100,NA,2
30055,2,20200,NA,0
30055,2,20300,NA,0
30055,2,20400,NA,0
30055,2,20500,NA,0
30055,2,20600,NA,0
30055,2,20700,NA,0
30055,2,20800,NA,0
30055,2,20900,NA,0
30055,3,30100,NA,5
30055,3,30200,NA,0
30055,3,30300,NA,0
30055,3,30400,NA,0
30055,3,30500,NA,0
30055,3,30600,NA,0
30055,3,30700,NA,0
30055,3,30701,NA,0
30055,3,30702,NA,0
30055,3,30703,NA,0
30055,3,30704,NA,0
30055,3,30705,NA,0
30055,3,30799,,
30055,3,30800,NA,0
30055,3,30900,NA,0
30055,3,31000,NA,0
30055,3,31100,NA,0
30055,3,31200,NA,0
30055,3,31300,NA,0
30055,3,31400,NA,0
30055,3,31500,NA,0
30055,3,31600,NA,0
30055,4,40100,NA,5
30055,4,40200,NA,0
30055,4,40300,NA,0
30055,4,40400,NA,0
30055,4,40500,NA,0
30055,4,40600,NA,0
30055,4,40700,NA,0
30055,4,40800,NA,0
30055,4,40900,NA,0
30055,4,41000,NA,0
30055,5,50100,NA,0
30055,5,50200,NA,0
30055,5,50300,NA,0
30055,5,50400,NA,0
30055,5,50500,NA,0
30055,5,50600,NA,0
30055,5,50700,NA,0
30055,5,50800,NA,0
30055,5,50900,NA,0
30055,5,51000,NA,0
30055,5,51100,NA,0
30055,5,51200,NA,0
30055,5,51300,NA,0
30055,5,51400,NA,0
30055,6,60100,NA,0
30055,6,60200,NA,0
30055,6,60300,NA,0
30055,6,60400,NA,0
30055,6,60500,NA,0
30055,6,60600,NA,0
30055,7,70100,NA,0
30055,8,80100,NA,0
30055,9,999999,,
30056,1,10100,NA,1
30056,1,10200,NA,0
30056,1,10300,NA,0
30056,1,10301,NA,0
30056,1,10302,NA,0
30056,1,10303,NA,0
30056,1,10304,NA,0
30056,1,10305,NA,0
30056,1,10306,NA,0
30056,1,10307,NA,0
30056,1,10308,NA,0
30056,1,10399,,
30056,1,10400,NA,0
30056,1,10500,NA,0
30056,2,20100,NA,2
30056,2,20200,NA,0
30056,2,20300,NA,0
30056,2,20400,NA,0
30056,2,20500,NA,0
30056,2,20600,NA,0
30056,2,20700,NA,0
30056,2,20800,NA,0
30056,2,20900,NA,0
30056,3,30100,NA,0
30056,3,30200,NA,0
30056,3,30300,NA,0
30056,3,30400,NA,0
30056,3,30500,NA,0
30056,3,30600,NA,0
30056,3,30700,NA,0
30056,3,30701,NA,0
30056,3,30702,NA,0
30056,3,30703,NA,0
30056,3,30704,NA,0
30056,3,30705,NA,0
30056,3,30799,,
30056,3,30800,NA,0
30056,3,30900,NA,0
30056,3,31000,NA,0
30056,3,31100,NA,0
30056,3,31200,NA,0
30056,3,31300,NA,0
30056,3,31400,NA,0
30056,3,31500,NA,0
30056,3,31600,NA,0
30056,4,40100,NA,0
30056,4,40200,NA,0
30056,4,40300,NA,0
30056,4,40400,NA,0
30056,4,40500,NA,0
30056,4,40600,NA,0
30056,4,40700,NA,0
30056,4,40800,NA,0
30056,4,40900,NA,0
30056,4,41000,NA,0
30056,5,50100,NA,0
30056,5,50200,NA,0
30056,5,50300,NA,0
30056,5,50400,NA,0
30056,5,50500,NA,0
30056,5,50600,NA,0
30056,5,50700,NA,0
30056,5,50800,NA,0
30056,5,50900,NA,0
30056,5,51000,NA,0
30056,5,51100,NA,0
30056,5,51200,NA,0
30056,5,51300,NA,0
30056,5,51400,NA,0
30056,6,60100,NA,0
30056,6,60200,NA,0
30056,6,60300,NA,0
30056,6,60400,NA,0
30056,6,60500,NA,0
30056,6,60600,NA,0
30056,7,70100,NA,0
30056,8,80100,NA,0
30056,9,999999,,
30057,1,10100,NA,15
30057,1,10200,NA,70
30057,1,10300,NA,10
30057,1,10301,NA,5
30057,1,10302,NA,5
30057,1,10303,NA,0
30057,1,10304,NA,0
30057,1,10305,NA,0
30057,1,10306,NA,0
30057,1,10307,NA,0
30057,1,10308,NA,0
30057,1,10399,,
30057,1,10400,NA,0
30057,1,10500,NA,0
30057,2,20100,NA,15
30057,2,20200,NA,2
30057,2,20300,NA,0
30057,2,20400,NA,3
30057,2,20500,NA,0
30057,2,20600,NA,0
30057,2,20700,NA,0
30057,2,20800,NA,0
30057,2,20900,NA,0
30057,3,30100,NA,0
30057,3,30200,NA,0
30057,3,30300,NA,0
30057,3,30400,NA,0
30057,3,30500,NA,0
30057,3,30600,NA,0
30057,3,30700,NA,0
30057,3,30701,NA,0
30057,3,30702,NA,0
30057,3,30703,NA,0
30057,3,30704,NA,0
30057,3,30705,NA,0
30057,3,30799,,
30057,3,30800,NA,0
30057,3,30900,NA,0
30057,3,31000,NA,0
30057,3,31100,NA,0
30057,3,31200,NA,0
30057,3,31300,NA,0
30057,3,31400,NA,0
30057,3,31500,NA,0
30057,3,31600,NA,0
30057,4,40100,NA,0
30057,4,40200,NA,0
30057,4,40300,NA,0
30057,4,40400,NA,0
30057,4,40500,NA,0
30057,4,40600,NA,0
30057,4,40700,NA,0
30057,4,40800,NA,2
30057,4,40900,NA,0
30057,4,41000,NA,0
30057,5,50100,NA,3
30057,5,50200,NA,0
30057,5,50300,NA,1
30057,5,50400,NA,0
30057,5,50500,NA,0
30057,5,50600,NA,1
30057,5,50700,NA,0
30057,5,50800,NA,0
30057,5,50900,NA,0
30057,5,51000,NA,0
30057,5,51100,NA,0
30057,5,51200,NA,1
30057,5,51300,NA,0
30057,5,51400,NA,0
30057,6,60100,NA,0
30057,6,60200,NA,0
30057,6,60300,NA,0
30057,6,60400,NA,0
30057,6,60500,NA,0
30057,6,60600,NA,0
30057,7,70100,NA,0
30057,8,80100,NA,0
30057,9,999999,,
30058,1,10100,NA,7
30058,1,10200,NA,6
30058,1,10300,NA,10
30058,1,10301,NA,0
30058,1,10302,NA,10
30058,1,10303,NA,0
30058,1,10304,NA,0
30058,1,10305,NA,0
30058,1,10306,NA,0
30058,1,10307,NA,0
30058,1,10308,NA,0
30058,1,10399,,
30058,1,10400,NA,0
30058,1,10500,NA,0
30058,2,20100,NA,10
30058,2,20200,NA,10
30058,2,20300,NA,0
30058,2,20400,NA,4
30058,2,20500,NA,0
30058,2,20600,NA,0
30058,2,20700,NA,0
30058,2,20800,NA,3
30058,2,20900,NA,0
30058,3,30100,NA,20
30058,3,30200,NA,0
30058,3,30300,NA,0
30058,3,30400,NA,0
30058,3,30500,NA,0
30058,3,30600,NA,0
30058,3,30700,NA,0
30058,3,30701,NA,0
30058,3,30702,NA,0
30058,3,30703,NA,0
30058,3,30704,NA,0
30058,3,30705,NA,0
30058,3,30799,,
30058,3,30800,NA,0
30058,3,30900,NA,0
30058,3,31000,NA,0
30058,3,31100,NA,0
30058,3,31200,NA,6
30058,3,31300,NA,0
30058,3,31400,NA,0
30058,3,31500,NA,0
30058,3,31600,NA,0
30058,4,40100,NA,4
30058,4,40200,NA,0
30058,4,40300,NA,0
30058,4,40400,NA,0
30058,4,40500,NA,0
30058,4,40600,NA,0
30058,4,40700,NA,0
30058,4,40800,NA,1
30058,4,40900,NA,0
30058,4,41000,NA,0
30058,5,50100,NA,0
30058,5,50200,NA,0
30058,5,50300,NA,0
30058,5,50400,NA,0
30058,5,50500,NA,0
30058,5,50600,NA,0
30058,5,50700,NA,0
30058,5,50800,NA,0
30058,5,50900,NA,0
30058,5,51000,NA,0
30058,5,51100,NA,2
30058,5,51200,NA,32
30058,5,51300,NA,0
30058,5,51400,NA,0
30058,6,60100,NA,0
30058,6,60200,NA,0
30058,6,60300,NA,0
30058,6,60400,NA,0
30058,6,60500,NA,0
30058,6,60600,NA,0
30058,7,70100,NA,6
30058,8,80100,NA,0
30058,9,999999,,
30059,1,10100,NA,5
30059,1,10200,NA,10
30059,1,10300,NA,0
30059,1,10301,NA,0
30059,1,10302,NA,0
30059,1,10303,NA,0
30059,1,10304,NA,0
30059,1,10305,NA,0
30059,1,10306,NA,0
30059,1,10307,NA,0
30059,1,10308,NA,0
30059,1,10399,,
30059,1,10400,NA,0
30059,1,10500,NA,0
30059,2,20100,NA,10
30059,2,20200,NA,8
30059,2,20300,NA,0
30059,2,20400,NA,0
30059,2,20500,NA,0
30059,2,20600,NA,0
30059,2,20700,NA,0
30059,2,20800,NA,0
30059,2,20900,NA,0
30059,3,30100,NA,5
30059,3,30200,NA,0
30059,3,30300,NA,0
30059,3,30400,NA,0
30059,3,30500,NA,0
30059,3,30600,NA,0
30059,3,30700,NA,0
30059,3,30701,NA,0
30059,3,30702,NA,0
30059,3,30703,NA,0
30059,3,30704,NA,0
30059,3,30705,NA,0
30059,3,30799,,
30059,3,30800,NA,0
30059,3,30900,NA,0
30059,3,31000,NA,0
30059,3,31100,NA,0
30059,3,31200,NA,0
30059,3,31300,NA,0
30059,3,31400,NA,0
30059,3,31500,NA,0
30059,3,31600,NA,0
30059,4,40100,NA,0
30059,4,40200,NA,2
30059,4,40300,NA,0
30059,4,40400,NA,0
30059,4,40500,NA,0
30059,4,40600,NA,0
30059,4,40700,NA,0
30059,4,40800,NA,0
30059,4,40900,NA,0
30059,4,41000,NA,0
30059,5,50100,NA,0
30059,5,50200,NA,0
30059,5,50300,NA,0
30059,5,50400,NA,0
30059,5,50500,NA,0
30059,5,50600,NA,0
30059,5,50700,NA,0
30059,5,50800,NA,0
30059,5,50900,NA,0
30059,5,51000,NA,0
30059,5,51100,NA,0
30059,5,51200,NA,0
30059,5,51300,NA,0
30059,5,51400,NA,0
30059,6,60100,NA,0
30059,6,60200,NA,0
30059,6,60300,NA,0
30059,6,60400,NA,0
30059,6,60500,NA,0
30059,6,60600,NA,0
30059,7,70100,NA,0
30059,8,80100,NA,0
30059,9,999999,,
30060,1,10100,NA,0
30060,1,10200,NA,7
30060,1,10300,NA,0
30060,1,10301,NA,0
30060,1,10302,NA,0
30060,1,10303,NA,0
30060,1,10304,NA,0
30060,1,10305,NA,0
30060,1,10306,NA,0
30060,1,10307,NA,0
30060,1,10308,NA,0
30060,1,10399,,
30060,1,10400,NA,0
30060,1,10500,NA,0
30060,2,20100,NA,0
30060,2,20200,NA,0
30060,2,20300,NA,0
30060,2,20400,NA,0
30060,2,20500,NA,0
30060,2,20600,NA,0
30060,2,20700,NA,0
30060,2,20800,NA,0
30060,2,20900,NA,0
30060,3,30100,NA,1
30060,3,30200,NA,1
30060,3,30300,NA,0
30060,3,30400,NA,0
30060,3,30500,NA,0
30060,3,30600,NA,0
30060,3,30700,NA,0
30060,3,30701,NA,0
30060,3,30702,NA,0
30060,3,30703,NA,0
30060,3,30704,NA,0
30060,3,30705,NA,0
30060,3,30799,,
30060,3,30800,NA,0
30060,3,30900,NA,0
30060,3,31000,NA,0
30060,3,31100,NA,0
30060,3,31200,NA,0
30060,3,31300,NA,0
30060,3,31400,NA,0
30060,3,31500,NA,0
30060,3,31600,NA,0
30060,4,40100,NA,7
30060,4,40200,NA,0
30060,4,40300,NA,0
30060,4,40400,NA,0
30060,4,40500,NA,0
30060,4,40600,NA,0
30060,4,40700,NA,0
30060,4,40800,NA,0
30060,4,40900,NA,0
30060,4,41000,NA,0
30060,5,50100,NA,0
30060,5,50200,NA,0
30060,5,50300,NA,0
30060,5,50400,NA,0
30060,5,50500,NA,0
30060,5,50600,NA,0
30060,5,50700,NA,0
30060,5,50800,NA,0
30060,5,50900,NA,0
30060,5,51000,NA,0
30060,5,51100,NA,0
30060,5,51200,NA,0
30060,5,51300,NA,0
30060,5,51400,NA,0
30060,6,60100,NA,0
30060,6,60200,NA,0
30060,6,60300,NA,0
30060,6,60400,NA,0
30060,6,60500,NA,0
30060,6,60600,NA,0
30060,7,70100,NA,0
30060,8,80100,NA,0
30060,9,999999,,
30061,1,10100,NA,15
30061,1,10200,NA,60
30061,1,10300,NA,40
30061,1,10301,NA,5
30061,1,10302,NA,11
30061,1,10303,NA,0
30061,1,10304,NA,8
30061,1,10305,NA,3
30061,1,10306,NA,8
30061,1,10307,NA,5
30061,1,10308,NA,0
30061,1,10399,,
30061,1,10400,NA,0
30061,1,10500,NA,10
30061,2,20100,NA,10
30061,2,20200,NA,20
30061,2,20300,NA,0
30061,2,20400,NA,5
30061,2,20500,NA,0
30061,2,20600,NA,0
30061,2,20700,NA,0
30061,2,20800,NA,2
30061,2,20900,NA,0
30061,3,30100,NA,0
30061,3,30200,NA,0
30061,3,30300,NA,0
30061,3,30400,NA,0
30061,3,30500,NA,0
30061,3,30600,NA,0
30061,3,30700,NA,10
30061,3,30701,NA,10
30061,3,30702,NA,0
30061,3,30703,NA,0
30061,3,30704,NA,0
30061,3,30705,NA,0
30061,3,30799,,
30061,3,30800,NA,0
30061,3,30900,NA,0
30061,3,31000,NA,0
30061,3,31100,NA,0
30061,3,31200,NA,10
30061,3,31300,NA,0
30061,3,31400,NA,0
30061,3,31500,NA,0
30061,3,31600,NA,0
30061,4,40100,NA,28
30061,4,40200,NA,5
30061,4,40300,NA,0
30061,4,40400,NA,0
30061,4,40500,NA,35
30061,4,40600,NA,5
30061,4,40700,NA,2
30061,4,40800,NA,5
30061,4,40900,NA,5
30061,4,41000,NA,0
30061,5,50100,NA,3
30061,5,50200,NA,0
30061,5,50300,NA,0
30061,5,50400,NA,0
30061,5,50500,NA,0
30061,5,50600,NA,0
30061,5,50700,NA,0
30061,5,50800,NA,0
30061,5,50900,NA,0
30061,5,51000,NA,0
30061,5,51100,NA,0
30061,5,51200,NA,0
30061,5,51300,NA,0
30061,5,51400,NA,0
30061,6,60100,NA,0
30061,6,60200,NA,0
30061,6,60300,NA,0
30061,6,60400,NA,0
30061,6,60500,NA,0
30061,6,60600,NA,0
30061,7,70100,NA,0
30061,8,80100,NA,0
30061,9,999999,,
30062,1,10100,NA,0
30062,1,10200,NA,50
30062,1,10300,NA,94
30062,1,10301,NA,0
30062,1,10302,NA,20
30062,1,10303,NA,0
30062,1,10304,NA,0
30062,1,10305,NA,74
30062,1,10306,NA,0
30062,1,10307,NA,0
30062,1,10308,NA,0
30062,1,10399,,
30062,1,10400,NA,0
30062,1,10500,NA,0
30062,2,20100,NA,40
30062,2,20200,NA,50
30062,2,20300,NA,0
30062,2,20400,NA,164
30062,2,20500,NA,0
30062,2,20600,NA,0
30062,2,20700,NA,0
30062,2,20800,NA,0
30062,2,20900,NA,0
30062,3,30100,NA,0
30062,3,30200,NA,0
30062,3,30300,NA,0
30062,3,30400,NA,0
30062,3,30500,NA,0
30062,3,30600,NA,0
30062,3,30700,NA,0
30062,3,30701,NA,0
30062,3,30702,NA,0
30062,3,30703,NA,0
30062,3,30704,NA,0
30062,3,30705,NA,0
30062,3,30799,,
30062,3,30800,NA,0
30062,3,30900,NA,0
30062,3,31000,NA,0
30062,3,31100,NA,0
30062,3,31200,NA,0
30062,3,31300,NA,0
30062,3,31400,NA,0
30062,3,31500,NA,0
30062,3,31600,NA,0
30062,4,40100,NA,0
30062,4,40200,NA,0
30062,4,40300,NA,0
30062,4,40400,NA,0
30062,4,40500,NA,0
30062,4,40600,NA,0
30062,4,40700,NA,0
30062,4,40800,NA,0
30062,4,40900,NA,0
30062,4,41000,NA,0
30062,5,50100,NA,0
30062,5,50200,NA,0
30062,5,50300,NA,0
30062,5,50400,NA,0
30062,5,50500,NA,0
30062,5,50600,NA,0
30062,5,50700,NA,0
30062,5,50800,NA,0
30062,5,50900,NA,0
30062,5,51000,NA,0
30062,5,51100,NA,0
30062,5,51200,NA,0
30062,5,51300,NA,0
30062,5,51400,NA,0
30062,6,60100,NA,0
30062,6,60200,NA,0
30062,6,60300,NA,0
30062,6,60400,NA,0
30062,6,60500,NA,0
30062,6,60600,NA,0
30062,7,70100,NA,0
30062,8,80100,NA,0
30062,9,999999,,
30063,1,10100,NA,0
30063,1,10200,NA,0
30063,1,10300,NA,0
30063,1,10301,NA,0
30063,1,10302,NA,0
30063,1,10303,NA,0
30063,1,10304,NA,0
30063,1,10305,NA,0
30063,1,10306,NA,0
30063,1,10307,NA,0
30063,1,10308,NA,0
30063,1,10399,,
30063,1,10400,NA,0
30063,1,10500,NA,0
30063,2,20100,NA,10
30063,2,20200,NA,0
30063,2,20300,NA,0
30063,2,20400,NA,0
30063,2,20500,NA,0
30063,2,20600,NA,0
30063,2,20700,NA,0
30063,2,20800,NA,0
30063,2,20900,NA,0
30063,3,30100,NA,0
30063,3,30200,NA,0
30063,3,30300,NA,0
30063,3,30400,NA,0
30063,3,30500,NA,0
30063,3,30600,NA,0
30063,3,30700,NA,0
30063,3,30701,NA,0
30063,3,30702,NA,0
30063,3,30703,NA,0
30063,3,30704,NA,0
30063,3,30705,NA,0
30063,3,30799,,
30063,3,30800,NA,0
30063,3,30900,NA,0
30063,3,31000,NA,0
30063,3,31100,NA,0
30063,3,31200,NA,0
30063,3,31300,NA,0
30063,3,31400,NA,0
30063,3,31500,NA,0
30063,3,31600,NA,0
30063,4,40100,NA,0
30063,4,40200,NA,0
30063,4,40300,NA,0
30063,4,40400,NA,0
30063,4,40500,NA,18
30063,4,40600,NA,0
30063,4,40700,NA,0
30063,4,40800,NA,50
30063,4,40900,NA,15
30063,4,41000,NA,0
30063,5,50100,NA,0
30063,5,50200,NA,0
30063,5,50300,NA,0
30063,5,50400,NA,0
30063,5,50500,NA,0
30063,5,50600,NA,0
30063,5,50700,NA,0
30063,5,50800,NA,0
30063,5,50900,NA,0
30063,5,51000,NA,0
30063,5,51100,NA,0
30063,5,51200,NA,18
30063,5,51300,NA,0
30063,5,51400,NA,0
30063,6,60100,NA,0
30063,6,60200,NA,0
30063,6,60300,NA,0
30063,6,60400,NA,0
30063,6,60500,NA,0
30063,6,60600,NA,0
30063,7,70100,NA,0
30063,8,80100,NA,0
30063,9,999999,,
30064,1,10100,NSS,NA
30064,1,10200,NSS,NA
30064,1,10300,NSS,NA
30064,1,10301,NSS,NA
30064,1,10302,NSS,NA
30064,1,10303,NSS,NA
30064,1,10304,NSS,NA
30064,1,10305,NSS,NA
30064,1,10306,NSS,NA
30064,1,10307,NSS,NA
30064,1,10308,NSS,NA
30064,1,10399,,
30064,1,10400,NSS,NA
30064,1,10500,NSS,NA
30064,2,20100,NSS,NA
30064,2,20200,NSS,NA
30064,2,20300,NSS,NA
30064,2,20400,NSS,NA
30064,2,20500,NSS,NA
30064,2,20600,NSS,NA
30064,2,20700,NSS,NA
30064,2,20800,NSS,NA
30064,2,20900,NSS,NA
30064,3,30100,NSS,NA
30064,3,30200,NSS,NA
30064,3,30300,NSS,NA
30064,3,30400,NSS,NA
30064,3,30500,NSS,NA
30064,3,30600,NSS,NA
30064,3,30700,NSS,NA
30064,3,30701,NSS,NA
30064,3,30702,NSS,NA
30064,3,30703,NSS,NA
30064,3,30704,NSS,NA
30064,3,30705,NSS,NA
30064,3,30799,,
30064,3,30800,NSS,NA
30064,3,30900,NSS,NA
30064,3,31000,NSS,NA
30064,3,31100,NSS,NA
30064,3,31200,NSS,NA
30064,3,31300,NSS,NA
30064,3,31400,NSS,NA
30064,3,31500,NSS,NA
30064,3,31600,NSS,NA
30064,4,40100,NSS,NA
30064,4,40200,NSS,NA
30064,4,40300,NSS,NA
30064,4,40400,NSS,NA
30064,4,40500,NSS,NA
30064,4,40600,NSS,NA
30064,4,40700,NSS,NA
30064,4,40800,NSS,NA
30064,4,40900,NSS,NA
30064,4,41000,NSS,NA
30064,5,50100,NSS,NA
30064,5,50200,NSS,NA
30064,5,50300,NSS,NA
30064,5,50400,NSS,NA
30064,5,50500,NSS,NA
30064,5,50600,NSS,NA
30064,5,50700,NSS,NA
30064,5,50800,NSS,NA
30064,5,50900,NSS,NA
30064,5,51000,NSS,NA
30064,5,51100,NSS,NA
30064,5,51200,NSS,NA
30064,5,51300,NSS,NA
30064,5,51400,NSS,NA
30064,6,60100,NSS,NA
30064,6,60200,NSS,NA
30064,6,60300,NSS,NA
30064,6,60400,NSS,NA
30064,6,60500,NSS,NA
30064,6,60600,NSS,NA
30064,7,70100,NSS,NA
30064,8,80100,NSS,NA
30064,9,999999,,
30065,1,10100,NA,270
30065,1,10200,NA,84
30065,1,10300,NA,98
30065,1,10301,NA,0
30065,1,10302,NA,0
30065,1,10303,NA,0
30065,1,10304,NA,0
30065,1,10305,NA,0
30065,1,10306,NA,0
30065,1,10307,NA,0
30065,1,10308,NA,98
30065,1,10399,,
30065,1,10400,NA,0
30065,1,10500,NA,0
30065,2,20100,NA,489
30065,2,20200,NA,0
30065,2,20300,NA,0
30065,2,20400,NA,0
30065,2,20500,NA,0
30065,2,20600,NA,0
30065,2,20700,NA,0
30065,2,20800,NA,23
30065,2,20900,NA,0
30065,3,30100,NA,0
30065,3,30200,NA,13
30065,3,30300,NA,0
30065,3,30400,NA,0
30065,3,30500,NA,0
30065,3,30600,NA,0
30065,3,30700,NA,3
30065,3,30701,NA,3
30065,3,30702,NA,0
30065,3,30703,NA,0
30065,3,30704,NA,0
30065,3,30705,NA,0
30065,3,30799,,
30065,3,30800,NA,0
30065,3,30900,NA,0
30065,3,31000,NA,0
30065,3,31100,NA,0
30065,3,31200,NA,1
30065,3,31300,NA,0
30065,3,31400,NA,0
30065,3,31500,NA,0
30065,3,31600,NA,0
30065,4,40100,NA,0
30065,4,40200,NA,0
30065,4,40300,NA,0
30065,4,40400,NA,0
30065,4,40500,NA,0
30065,4,40600,NA,0
30065,4,40700,NA,0
30065,4,40800,NA,11
30065,4,40900,NA,0
30065,4,41000,NA,88
30065,5,50100,NA,0
30065,5,50200,NA,0
30065,5,50300,NA,0
30065,5,50400,NA,0
30065,5,50500,NA,0
30065,5,50600,NA,0
30065,5,50700,NA,0
30065,5,50800,NA,0
30065,5,50900,NA,0
30065,5,51000,NA,0
30065,5,51100,NA,1
30065,5,51200,NA,22
30065,5,51300,NA,0
30065,5,51400,NA,0
30065,6,60100,NA,0
30065,6,60200,NA,0
30065,6,60300,NA,0
30065,6,60400,NA,0
30065,6,60500,NA,0
30065,6,60600,NA,0
30065,7,70100,NA,19
30065,8,80100,NA,22
30065,9,999999,,
30066,1,10100,NA,29
30066,1,10200,NA,60
30066,1,10300,NA,10
30066,1,10301,NA,5
30066,1,10302,NA,5
30066,1,10303,NA,0
30066,1,10304,NA,0
30066,1,10305,NA,0
30066,1,10306,NA,0
30066,1,10307,NA,0
30066,1,10308,NA,0
30066,1,10399,,
30066,1,10400,NA,0
30066,1,10500,NA,0
30066,2,20100,NA,46
30066,2,20200,NA,40
30066,2,20300,NA,1
30066,2,20400,NA,0
30066,2,20500,NA,7
30066,2,20600,NA,0
30066,2,20700,NA,0
30066,2,20800,NA,0
30066,2,20900,NA,0
30066,3,30100,NA,8
30066,3,30200,NA,0
30066,3,30300,NA,0
30066,3,30400,NA,0
30066,3,30500,NA,0
30066,3,30600,NA,0
30066,3,30700,NA,0
30066,3,30701,NA,0
30066,3,30702,NA,0
30066,3,30703,NA,0
30066,3,30704,NA,0
30066,3,30705,NA,0
30066,3,30799,,
30066,3,30800,NA,0
30066,3,30900,NA,0
30066,3,31000,NA,0
30066,3,31100,NA,0
30066,3,31200,NA,0
30066,3,31300,NA,0
30066,3,31400,NA,0
30066,3,31500,NA,0
30066,3,31600,NA,0
30066,4,40100,NA,0
30066,4,40200,NA,3
30066,4,40300,NA,0
30066,4,40400,NA,0
30066,4,40500,NA,7
30066,4,40600,NA,0
30066,4,40700,NA,0
30066,4,40800,NA,25
30066,4,40900,NA,0
30066,4,41000,NA,0
30066,5,50100,NA,0
30066,5,50200,NA,0
30066,5,50300,NA,0
30066,5,50400,NA,0
30066,5,50500,NA,0
30066,5,50600,NA,0
30066,5,50700,NA,0
30066,5,50800,NA,0
30066,5,50900,NA,0
30066,5,51000,NA,0
30066,5,51100,NA,0
30066,5,51200,NA,0
30066,5,51300,NA,0
30066,5,51400,NA,0
30066,6,60100,NA,0
30066,6,60200,NA,0
30066,6,60300,NA,0
30066,6,60400,NA,0
30066,6,60500,NA,0
30066,6,60600,NA,0
30066,7,70100,NA,0
30066,8,80100,NA,0
30066,9,999999,,
30067,1,10100,NA,NA
30067,1,10200,NA,NA
30067,1,10300,NA,NA
30067,1,10301,NA,NA
30067,1,10302,NA,NA
30067,1,10303,NA,NA
30067,1,10304,NA,NA
30067,1,10305,NA,NA
30067,1,10306,NA,NA
30067,1,10307,NA,NA
30067,1,10308,NA,NA
30067,1,10399,,
30067,1,10400,NA,NA
30067,1,10500,NA,NA
30067,2,20100,NA,NA
30067,2,20200,NA,NA
30067,2,20300,NA,NA
30067,2,20400,NA,NA
30067,2,20500,NA,NA
30067,2,20600,NA,NA
30067,2,20700,NA,NA
30067,2,20800,NA,NA
30067,2,20900,NA,NA
30067,3,30100,NA,NA
30067,3,30200,NA,NA
30067,3,30300,NA,NA
30067,3,30400,NA,NA
30067,3,30500,NA,NA
30067,3,30600,NA,NA
30067,3,30700,NA,NA
30067,3,30701,NA,NA
30067,3,30702,NA,NA
30067,3,30703,NA,NA
30067,3,30704,NA,NA
30067,3,30705,NA,NA
30067,3,30799,,
30067,3,30800,NA,NA
30067,3,30900,NA,NA
30067,3,31000,NA,NA
30067,3,31100,NA,NA
30067,3,31200,NA,NA
30067,3,31300,NA,NA
30067,3,31400,NA,NA
30067,3,31500,NA,NA
30067,3,31600,NA,NA
30067,4,40100,NA,NA
30067,4,40200,NA,NA
30067,4,40300,NA,NA
30067,4,40400,NA,NA
30067,4,40500,NA,NA
30067,4,40600,NA,NA
30067,4,40700,NA,NA
30067,4,40800,NA,NA
30067,4,40900,NA,NA
30067,4,41000,NA,NA
30067,5,50100,NA,NA
30067,5,50200,NA,NA
30067,5,50300,NA,NA
30067,5,50400,NA,NA
30067,5,50500,NA,NA
30067,5,50600,NA,NA
30067,5,50700,NA,NA
30067,5,50800,NA,NA
30067,5,50900,NA,NA
30067,5,51000,NA,NA
30067,5,51100,NA,NA
30067,5,51200,NA,NA
30067,5,51300,NA,NA
30067,5,51400,NA,NA
30067,6,60100,NA,NA
30067,6,60200,NA,NA
30067,6,60300,NA,NA
30067,6,60400,NA,NA
30067,6,60500,NA,NA
30067,6,60600,NA,NA
30067,7,70100,NA,NA
30067,8,80100,NA,NA
30067,9,999999,,
30068,1,10100,NSS,NSS
30068,1,10200,NSS,NSS
30068,1,10300,NSS,NSS
30068,1,10301,NSS,NSS
30068,1,10302,NSS,NSS
30068,1,10303,NSS,NSS
30068,1,10304,NSS,NSS
30068,1,10305,NSS,NSS
30068,1,10306,NSS,NSS
30068,1,10307,NSS,NSS
30068,1,10308,NSS,NSS
30068,1,10399,,
30068,1,10400,NSS,NSS
30068,1,10500,NSS,NSS
30068,2,20100,NSS,NSS
30068,2,20200,NSS,NSS
30068,2,20300,NSS,NSS
30068,2,20400,NSS,NSS
30068,2,20500,NSS,NSS
30068,2,20600,NSS,NSS
30068,2,20700,NSS,NSS
30068,2,20800,NSS,NSS
30068,2,20900,NSS,NSS
30068,3,30100,NSS,NSS
30068,3,30200,NSS,NSS
30068,3,30300,NSS,NSS
30068,3,30400,NSS,NSS
30068,3,30500,NSS,NSS
30068,3,30600,NSS,NSS
30068,3,30700,NSS,NSS
30068,3,30701,NSS,NSS
30068,3,30702,NSS,NSS
30068,3,30703,NSS,NSS
30068,3,30704,NSS,NSS
30068,3,30705,NSS,NSS
30068,3,30799,,
30068,3,30800,NSS,NSS
30068,3,30900,NSS,NSS
30068,3,31000,NSS,NSS
30068,3,31100,NSS,NSS
30068,3,31200,NSS,NSS
30068,3,31300,NSS,NSS
30068,3,31400,NSS,NSS
30068,3,31500,NSS,NSS
30068,3,31600,NSS,NSS
30068,4,40100,NSS,NSS
30068,4,40200,NSS,NSS
30068,4,40300,NSS,NSS
30068,4,40400,NSS,NSS
30068,4,40500,NSS,NSS
