ubicageo_f,contrave_b,faltcivi_e,totalca1,totalca2
16027,4,40300,NA,NA
16027,4,40400,NA,NA
16027,4,40500,NA,NA
16027,4,40600,NA,NA
16027,4,40700,NA,NA
16027,4,40800,NA,NA
16027,4,40900,NA,NA
16027,4,41000,NA,NA
16027,5,50100,NA,NA
16027,5,50200,NA,NA
16027,5,50300,NA,NA
16027,5,50400,NA,NA
16027,5,50500,NA,NA
16027,5,50600,NA,NA
16027,5,50700,NA,NA
16027,5,50800,NA,NA
16027,5,50900,NA,NA
16027,5,51000,NA,NA
16027,5,51100,NA,NA
16027,5,51200,NA,NA
16027,5,51300,NA,NA
16027,5,51400,NA,NA
16027,6,60100,NA,NA
16027,6,60200,NA,NA
16027,6,60300,NA,NA
16027,6,60400,NA,NA
16027,6,60500,NA,NA
16027,6,60600,NA,NA
16027,7,70100,NA,NA
16027,8,80100,NA,NA
16027,9,999999,,
16028,1,10100,4,3
16028,1,10200,3,3
16028,1,10300,0,0
16028,1,10301,0,0
16028,1,10302,0,0
16028,1,10303,0,0
16028,1,10304,0,0
16028,1,10305,0,0
16028,1,10306,0,0
16028,1,10307,0,0
16028,1,10308,0,0
16028,1,10399,,
16028,1,10400,0,0
16028,1,10500,0,0
16028,2,20100,0,0
16028,2,20200,3,3
16028,2,20300,0,0
16028,2,20400,0,3
16028,2,20500,0,0
16028,2,20600,0,0
16028,2,20700,0,0
16028,2,20800,2,3
16028,2,20900,0,0
16028,3,30100,0,0
16028,3,30200,0,0
16028,3,30300,0,0
16028,3,30400,0,0
16028,3,30500,0,0
16028,3,30600,0,0
16028,3,30700,0,0
16028,3,30701,0,0
16028,3,30702,0,0
16028,3,30703,0,0
16028,3,30704,0,0
16028,3,30705,0,0
16028,3,30799,,
16028,3,30800,0,0
16028,3,30900,0,0
16028,3,31000,0,0
16028,3,31100,0,0
16028,3,31200,0,0
16028,3,31300,0,0
16028,3,31400,0,0
16028,3,31500,0,0
16028,3,31600,0,0
16028,4,40100,0,0
16028,4,40200,0,0
16028,4,40300,0,0
16028,4,40400,0,0
16028,4,40500,0,0
16028,4,40600,0,0
16028,4,40700,0,0
16028,4,40800,0,0
16028,4,40900,0,0
16028,4,41000,0,0
16028,5,50100,0,0
16028,5,50200,0,0
16028,5,50300,0,0
16028,5,50400,0,0
16028,5,50500,0,0
16028,5,50600,0,0
16028,5,50700,0,0
16028,5,50800,0,0
16028,5,50900,0,0
16028,5,51000,0,0
16028,5,51100,0,0
16028,5,51200,0,0
16028,5,51300,0,0
16028,5,51400,0,0
16028,6,60100,0,0
16028,6,60200,0,0
16028,6,60300,0,0
16028,6,60400,0,0
16028,6,60500,0,0
16028,6,60600,0,0
16028,7,70100,0,0
16028,8,80100,0,0
16028,9,999999,,
16029,1,10100,NA,NA
16029,1,10200,NA,NA
16029,1,10300,NA,NA
16029,1,10301,NA,NA
16029,1,10302,NA,NA
16029,1,10303,NA,NA
16029,1,10304,NA,NA
16029,1,10305,NA,NA
16029,1,10306,NA,NA
16029,1,10307,NA,NA
16029,1,10308,NA,NA
16029,1,10399,,
16029,1,10400,NA,NA
16029,1,10500,NA,NA
16029,2,20100,NA,NA
16029,2,20200,NA,NA
16029,2,20300,NA,NA
16029,2,20400,NA,NA
16029,2,20500,NA,NA
16029,2,20600,NA,NA
16029,2,20700,NA,NA
16029,2,20800,NA,NA
16029,2,20900,NA,NA
16029,3,30100,NA,NA
16029,3,30200,NA,NA
16029,3,30300,NA,NA
16029,3,30400,NA,NA
16029,3,30500,NA,NA
16029,3,30600,NA,NA
16029,3,30700,NA,NA
16029,3,30701,NA,NA
16029,3,30702,NA,NA
16029,3,30703,NA,NA
16029,3,30704,NA,NA
16029,3,30705,NA,NA
16029,3,30799,,
16029,3,30800,NA,NA
16029,3,30900,NA,NA
16029,3,31000,NA,NA
16029,3,31100,NA,NA
16029,3,31200,NA,NA
16029,3,31300,NA,NA
16029,3,31400,NA,NA
16029,3,31500,NA,NA
16029,3,31600,NA,NA
16029,4,40100,NA,NA
16029,4,40200,NA,NA
16029,4,40300,NA,NA
16029,4,40400,NA,NA
16029,4,40500,NA,NA
16029,4,40600,NA,NA
16029,4,40700,NA,NA
16029,4,40800,NA,NA
16029,4,40900,NA,NA
16029,4,41000,NA,NA
16029,5,50100,NA,NA
16029,5,50200,NA,NA
16029,5,50300,NA,NA
16029,5,50400,NA,NA
16029,5,50500,NA,NA
16029,5,50600,NA,NA
16029,5,50700,NA,NA
16029,5,50800,NA,NA
16029,5,50900,NA,NA
16029,5,51000,NA,NA
16029,5,51100,NA,NA
16029,5,51200,NA,NA
16029,5,51300,NA,NA
16029,5,51400,NA,NA
16029,6,60100,NA,NA
16029,6,60200,NA,NA
16029,6,60300,NA,NA
16029,6,60400,NA,NA
16029,6,60500,NA,NA
16029,6,60600,NA,NA
16029,7,70100,NA,NA
16029,8,80100,NA,NA
16029,9,999999,,
16030,1,10100,NA,NA
16030,1,10200,NA,NA
16030,1,10300,NA,NA
16030,1,10301,NA,NA
16030,1,10302,NA,NA
16030,1,10303,NA,NA
16030,1,10304,NA,NA
16030,1,10305,NA,NA
16030,1,10306,NA,NA
16030,1,10307,NA,NA
16030,1,10308,NA,NA
16030,1,10399,,
16030,1,10400,NA,NA
16030,1,10500,NA,NA
16030,2,20100,NA,NA
16030,2,20200,NA,NA
16030,2,20300,NA,NA
16030,2,20400,NA,NA
16030,2,20500,NA,NA
16030,2,20600,NA,NA
16030,2,20700,NA,NA
16030,2,20800,NA,NA
16030,2,20900,NA,NA
16030,3,30100,NA,NA
16030,3,30200,NA,NA
16030,3,30300,NA,NA
16030,3,30400,NA,NA
16030,3,30500,NA,NA
16030,3,30600,NA,NA
16030,3,30700,NA,NA
16030,3,30701,NA,NA
16030,3,30702,NA,NA
16030,3,30703,NA,NA
16030,3,30704,NA,NA
16030,3,30705,NA,NA
16030,3,30799,,
16030,3,30800,NA,NA
16030,3,30900,NA,NA
16030,3,31000,NA,NA
16030,3,31100,NA,NA
16030,3,31200,NA,NA
16030,3,31300,NA,NA
16030,3,31400,NA,NA
16030,3,31500,NA,NA
16030,3,31600,NA,NA
16030,4,40100,NA,NA
16030,4,40200,NA,NA
16030,4,40300,NA,NA
16030,4,40400,NA,NA
16030,4,40500,NA,NA
16030,4,40600,NA,NA
16030,4,40700,NA,NA
16030,4,40800,NA,NA
16030,4,40900,NA,NA
16030,4,41000,NA,NA
16030,5,50100,NA,NA
16030,5,50200,NA,NA
16030,5,50300,NA,NA
16030,5,50400,NA,NA
16030,5,50500,NA,NA
16030,5,50600,NA,NA
16030,5,50700,NA,NA
16030,5,50800,NA,NA
16030,5,50900,NA,NA
16030,5,51000,NA,NA
16030,5,51100,NA,NA
16030,5,51200,NA,NA
16030,5,51300,NA,NA
16030,5,51400,NA,NA
16030,6,60100,NA,NA
16030,6,60200,NA,NA
16030,6,60300,NA,NA
16030,6,60400,NA,NA
16030,6,60500,NA,NA
16030,6,60600,NA,NA
16030,7,70100,NA,NA
16030,8,80100,NA,NA
16030,9,999999,,
16031,1,10100,NA,NA
16031,1,10200,NA,NA
16031,1,10300,NA,NA
16031,1,10301,NA,NA
16031,1,10302,NA,NA
16031,1,10303,NA,NA
16031,1,10304,NA,NA
16031,1,10305,NA,NA
16031,1,10306,NA,NA
16031,1,10307,NA,NA
16031,1,10308,NA,NA
16031,1,10399,,
16031,1,10400,NA,NA
16031,1,10500,NA,NA
16031,2,20100,NA,NA
16031,2,20200,NA,NA
16031,2,20300,NA,NA
16031,2,20400,NA,NA
16031,2,20500,NA,NA
16031,2,20600,NA,NA
16031,2,20700,NA,NA
16031,2,20800,NA,NA
16031,2,20900,NA,NA
16031,3,30100,NA,NA
16031,3,30200,NA,NA
16031,3,30300,NA,NA
16031,3,30400,NA,NA
16031,3,30500,NA,NA
16031,3,30600,NA,NA
16031,3,30700,NA,NA
16031,3,30701,NA,NA
16031,3,30702,NA,NA
16031,3,30703,NA,NA
16031,3,30704,NA,NA
16031,3,30705,NA,NA
16031,3,30799,,
16031,3,30800,NA,NA
16031,3,30900,NA,NA
16031,3,31000,NA,NA
16031,3,31100,NA,NA
16031,3,31200,NA,NA
16031,3,31300,NA,NA
16031,3,31400,NA,NA
16031,3,31500,NA,NA
16031,3,31600,NA,NA
16031,4,40100,NA,NA
16031,4,40200,NA,NA
16031,4,40300,NA,NA
16031,4,40400,NA,NA
16031,4,40500,NA,NA
16031,4,40600,NA,NA
16031,4,40700,NA,NA
16031,4,40800,NA,NA
16031,4,40900,NA,NA
16031,4,41000,NA,NA
16031,5,50100,NA,NA
16031,5,50200,NA,NA
16031,5,50300,NA,NA
16031,5,50400,NA,NA
16031,5,50500,NA,NA
16031,5,50600,NA,NA
16031,5,50700,NA,NA
16031,5,50800,NA,NA
16031,5,50900,NA,NA
16031,5,51000,NA,NA
16031,5,51100,NA,NA
16031,5,51200,NA,NA
16031,5,51300,NA,NA
16031,5,51400,NA,NA
16031,6,60100,NA,NA
16031,6,60200,NA,NA
16031,6,60300,NA,NA
16031,6,60400,NA,NA
16031,6,60500,NA,NA
16031,6,60600,NA,NA
16031,7,70100,NA,NA
16031,8,80100,NA,NA
16031,9,999999,,
16032,1,10100,NA,NA
16032,1,10200,NA,NA
16032,1,10300,NA,NA
16032,1,10301,NA,NA
16032,1,10302,NA,NA
16032,1,10303,NA,NA
16032,1,10304,NA,NA
16032,1,10305,NA,NA
16032,1,10306,NA,NA
16032,1,10307,NA,NA
16032,1,10308,NA,NA
16032,1,10399,,
16032,1,10400,NA,NA
16032,1,10500,NA,NA
16032,2,20100,NA,NA
16032,2,20200,NA,NA
16032,2,20300,NA,NA
16032,2,20400,NA,NA
16032,2,20500,NA,NA
16032,2,20600,NA,NA
16032,2,20700,NA,NA
16032,2,20800,NA,NA
16032,2,20900,NA,NA
16032,3,30100,NA,NA
16032,3,30200,NA,NA
16032,3,30300,NA,NA
16032,3,30400,NA,NA
16032,3,30500,NA,NA
16032,3,30600,NA,NA
16032,3,30700,NA,NA
16032,3,30701,NA,NA
16032,3,30702,NA,NA
16032,3,30703,NA,NA
16032,3,30704,NA,NA
16032,3,30705,NA,NA
16032,3,30799,,
16032,3,30800,NA,NA
16032,3,30900,NA,NA
16032,3,31000,NA,NA
16032,3,31100,NA,NA
16032,3,31200,NA,NA
16032,3,31300,NA,NA
16032,3,31400,NA,NA
16032,3,31500,NA,NA
16032,3,31600,NA,NA
16032,4,40100,NA,NA
16032,4,40200,NA,NA
16032,4,40300,NA,NA
16032,4,40400,NA,NA
16032,4,40500,NA,NA
16032,4,40600,NA,NA
16032,4,40700,NA,NA
16032,4,40800,NA,NA
16032,4,40900,NA,NA
16032,4,41000,NA,NA
16032,5,50100,NA,NA
16032,5,50200,NA,NA
16032,5,50300,NA,NA
16032,5,50400,NA,NA
16032,5,50500,NA,NA
16032,5,50600,NA,NA
16032,5,50700,NA,NA
16032,5,50800,NA,NA
16032,5,50900,NA,NA
16032,5,51000,NA,NA
16032,5,51100,NA,NA
16032,5,51200,NA,NA
16032,5,51300,NA,NA
16032,5,51400,NA,NA
16032,6,60100,NA,NA
16032,6,60200,NA,NA
16032,6,60300,NA,NA
16032,6,60400,NA,NA
16032,6,60500,NA,NA
16032,6,60600,NA,NA
16032,7,70100,NA,NA
16032,8,80100,NA,NA
16032,9,999999,,
16033,1,10100,NA,NA
16033,1,10200,NA,NA
16033,1,10300,NA,NA
16033,1,10301,NA,NA
16033,1,10302,NA,NA
16033,1,10303,NA,NA
16033,1,10304,NA,NA
16033,1,10305,NA,NA
16033,1,10306,NA,NA
16033,1,10307,NA,NA
16033,1,10308,NA,NA
16033,1,10399,,
16033,1,10400,NA,NA
16033,1,10500,NA,NA
16033,2,20100,NA,NA
16033,2,20200,NA,NA
16033,2,20300,NA,NA
16033,2,20400,NA,NA
16033,2,20500,NA,NA
16033,2,20600,NA,NA
16033,2,20700,NA,NA
16033,2,20800,NA,NA
16033,2,20900,NA,NA
16033,3,30100,NA,NA
16033,3,30200,NA,NA
16033,3,30300,NA,NA
16033,3,30400,NA,NA
16033,3,30500,NA,NA
16033,3,30600,NA,NA
16033,3,30700,NA,NA
16033,3,30701,NA,NA
16033,3,30702,NA,NA
16033,3,30703,NA,NA
16033,3,30704,NA,NA
16033,3,30705,NA,NA
16033,3,30799,,
16033,3,30800,NA,NA
16033,3,30900,NA,NA
16033,3,31000,NA,NA
16033,3,31100,NA,NA
16033,3,31200,NA,NA
16033,3,31300,NA,NA
16033,3,31400,NA,NA
16033,3,31500,NA,NA
16033,3,31600,NA,NA
16033,4,40100,NA,NA
16033,4,40200,NA,NA
16033,4,40300,NA,NA
16033,4,40400,NA,NA
16033,4,40500,NA,NA
16033,4,40600,NA,NA
16033,4,40700,NA,NA
16033,4,40800,NA,NA
16033,4,40900,NA,NA
16033,4,41000,NA,NA
16033,5,50100,NA,NA
16033,5,50200,NA,NA
16033,5,50300,NA,NA
16033,5,50400,NA,NA
16033,5,50500,NA,NA
16033,5,50600,NA,NA
16033,5,50700,NA,NA
16033,5,50800,NA,NA
16033,5,50900,NA,NA
16033,5,51000,NA,NA
16033,5,51100,NA,NA
16033,5,51200,NA,NA
16033,5,51300,NA,NA
16033,5,51400,NA,NA
16033,6,60100,NA,NA
16033,6,60200,NA,NA
16033,6,60300,NA,NA
16033,6,60400,NA,NA
16033,6,60500,NA,NA
16033,6,60600,NA,NA
16033,7,70100,NA,NA
16033,8,80100,NA,NA
16033,9,999999,,
16034,1,10100,120,176
16034,1,10200,24,699
16034,1,10300,44,514
16034,1,10301,0,7
16034,1,10302,26,320
16034,1,10303,0,0
16034,1,10304,1,0
16034,1,10305,17,23
16034,1,10306,0,160
16034,1,10307,0,4
16034,1,10308,0,0
16034,1,10399,,
16034,1,10400,0,0
16034,1,10500,283,0
16034,2,20100,0,0
16034,2,20200,256,480
16034,2,20300,5,2
16034,2,20400,35,46
16034,2,20500,0,0
16034,2,20600,0,0
16034,2,20700,0,0
16034,2,20800,6,25
16034,2,20900,0,0
16034,3,30100,0,0
16034,3,30200,3,2
16034,3,30300,0,0
16034,3,30400,0,0
16034,3,30500,0,0
16034,3,30600,0,0
16034,3,30700,29,147
16034,3,30701,29,141
16034,3,30702,0,6
16034,3,30703,0,0
16034,3,30704,0,0
16034,3,30705,0,0
16034,3,30799,,
16034,3,30800,0,0
16034,3,30900,0,0
16034,3,31000,0,0
16034,3,31100,0,0
16034,3,31200,1,1
16034,3,31300,0,0
16034,3,31400,0,0
16034,3,31500,0,0
16034,3,31600,0,0
16034,4,40100,0,0
16034,4,40200,0,0
16034,4,40300,0,0
16034,4,40400,0,0
16034,4,40500,0,0
16034,4,40600,1,1
16034,4,40700,0,0
16034,4,40800,0,0
16034,4,40900,0,0
16034,4,41000,0,0
16034,5,50100,0,0
16034,5,50200,0,0
16034,5,50300,0,0
16034,5,50400,0,0
16034,5,50500,0,0
16034,5,50600,0,0
16034,5,50700,0,0
16034,5,50800,0,0
16034,5,50900,0,0
16034,5,51000,0,0
16034,5,51100,0,0
16034,5,51200,12,55
16034,5,51300,0,0
16034,5,51400,0,1
16034,6,60100,0,0
16034,6,60200,0,0
16034,6,60300,0,0
16034,6,60400,0,0
16034,6,60500,0,0
16034,6,60600,0,0
16034,7,70100,82,85
16034,8,80100,0,0
16034,9,999999,,
16035,1,10100,NA,NA
16035,1,10200,NA,NA
16035,1,10300,NA,NA
16035,1,10301,NA,NA
16035,1,10302,NA,NA
16035,1,10303,NA,NA
16035,1,10304,NA,NA
16035,1,10305,NA,NA
16035,1,10306,NA,NA
16035,1,10307,NA,NA
16035,1,10308,NA,NA
16035,1,10399,,
16035,1,10400,NA,NA
16035,1,10500,NA,NA
16035,2,20100,NA,NA
16035,2,20200,NA,NA
16035,2,20300,NA,NA
16035,2,20400,NA,NA
16035,2,20500,NA,NA
16035,2,20600,NA,NA
16035,2,20700,NA,NA
16035,2,20800,NA,NA
16035,2,20900,NA,NA
16035,3,30100,NA,NA
16035,3,30200,NA,NA
16035,3,30300,NA,NA
16035,3,30400,NA,NA
16035,3,30500,NA,NA
16035,3,30600,NA,NA
16035,3,30700,NA,NA
16035,3,30701,NA,NA
16035,3,30702,NA,NA
16035,3,30703,NA,NA
16035,3,30704,NA,NA
16035,3,30705,NA,NA
16035,3,30799,,
16035,3,30800,NA,NA
16035,3,30900,NA,NA
16035,3,31000,NA,NA
16035,3,31100,NA,NA
16035,3,31200,NA,NA
16035,3,31300,NA,NA
16035,3,31400,NA,NA
16035,3,31500,NA,NA
16035,3,31600,NA,NA
16035,4,40100,NA,NA
16035,4,40200,NA,NA
16035,4,40300,NA,NA
16035,4,40400,NA,NA
16035,4,40500,NA,NA
16035,4,40600,NA,NA
16035,4,40700,NA,NA
16035,4,40800,NA,NA
16035,4,40900,NA,NA
16035,4,41000,NA,NA
16035,5,50100,NA,NA
16035,5,50200,NA,NA
16035,5,50300,NA,NA
16035,5,50400,NA,NA
16035,5,50500,NA,NA
16035,5,50600,NA,NA
16035,5,50700,NA,NA
16035,5,50800,NA,NA
16035,5,50900,NA,NA
16035,5,51000,NA,NA
16035,5,51100,NA,NA
16035,5,51200,NA,NA
16035,5,51300,NA,NA
16035,5,51400,NA,NA
16035,6,60100,NA,NA
16035,6,60200,NA,NA
16035,6,60300,NA,NA
16035,6,60400,NA,NA
16035,6,60500,NA,NA
16035,6,60600,NA,NA
16035,7,70100,NA,NA
16035,8,80100,NA,NA
16035,9,999999,,
16036,1,10100,NA,NA
16036,1,10200,NA,NA
16036,1,10300,NA,NA
16036,1,10301,NA,NA
16036,1,10302,NA,NA
16036,1,10303,NA,NA
16036,1,10304,NA,NA
16036,1,10305,NA,NA
16036,1,10306,NA,NA
16036,1,10307,NA,NA
16036,1,10308,NA,NA
16036,1,10399,,
16036,1,10400,NA,NA
16036,1,10500,NA,NA
16036,2,20100,NA,NA
16036,2,20200,NA,NA
16036,2,20300,NA,NA
16036,2,20400,NA,NA
16036,2,20500,NA,NA
16036,2,20600,NA,NA
16036,2,20700,NA,NA
16036,2,20800,NA,NA
16036,2,20900,NA,NA
16036,3,30100,NA,NA
16036,3,30200,NA,NA
16036,3,30300,NA,NA
16036,3,30400,NA,NA
16036,3,30500,NA,NA
16036,3,30600,NA,NA
16036,3,30700,NA,NA
16036,3,30701,NA,NA
16036,3,30702,NA,NA
16036,3,30703,NA,NA
16036,3,30704,NA,NA
16036,3,30705,NA,NA
16036,3,30799,,
16036,3,30800,NA,NA
16036,3,30900,NA,NA
16036,3,31000,NA,NA
16036,3,31100,NA,NA
16036,3,31200,NA,NA
16036,3,31300,NA,NA
16036,3,31400,NA,NA
16036,3,31500,NA,NA
16036,3,31600,NA,NA
16036,4,40100,NA,NA
16036,4,40200,NA,NA
16036,4,40300,NA,NA
16036,4,40400,NA,NA
16036,4,40500,NA,NA
16036,4,40600,NA,NA
16036,4,40700,NA,NA
16036,4,40800,NA,NA
16036,4,40900,NA,NA
16036,4,41000,NA,NA
16036,5,50100,NA,NA
16036,5,50200,NA,NA
16036,5,50300,NA,NA
16036,5,50400,NA,NA
16036,5,50500,NA,NA
16036,5,50600,NA,NA
16036,5,50700,NA,NA
16036,5,50800,NA,NA
16036,5,50900,NA,NA
16036,5,51000,NA,NA
16036,5,51100,NA,NA
16036,5,51200,NA,NA
16036,5,51300,NA,NA
16036,5,51400,NA,NA
16036,6,60100,NA,NA
16036,6,60200,NA,NA
16036,6,60300,NA,NA
16036,6,60400,NA,NA
16036,6,60500,NA,NA
16036,6,60600,NA,NA
16036,7,70100,NA,NA
16036,8,80100,NA,NA
16036,9,999999,,
16037,1,10100,0,0
16037,1,10200,10,57
16037,1,10300,10,17
16037,1,10301,6,8
16037,1,10302,4,9
16037,1,10303,0,0
16037,1,10304,0,0
16037,1,10305,0,0
16037,1,10306,0,0
16037,1,10307,0,0
16037,1,10308,0,0
16037,1,10399,,
16037,1,10400,0,0
16037,1,10500,0,0
16037,2,20100,0,0
16037,2,20200,50,56
16037,2,20300,0,0
16037,2,20400,4,3
16037,2,20500,0,0
16037,2,20600,0,0
16037,2,20700,0,0
16037,2,20800,0,0
16037,2,20900,0,0
16037,3,30100,0,0
16037,3,30200,0,0
16037,3,30300,0,0
16037,3,30400,0,0
16037,3,30500,0,0
16037,3,30600,0,0
16037,3,30700,2,3
16037,3,30701,2,3
16037,3,30702,0,0
16037,3,30703,0,0
16037,3,30704,0,0
16037,3,30705,0,0
16037,3,30799,,
16037,3,30800,0,0
16037,3,30900,0,0
16037,3,31000,0,0
16037,3,31100,0,0
16037,3,31200,0,0
16037,3,31300,0,0
16037,3,31400,0,0
16037,3,31500,0,0
16037,3,31600,0,0
16037,4,40100,0,0
16037,4,40200,0,0
16037,4,40300,0,0
16037,4,40400,0,2
16037,4,40500,0,0
16037,4,40600,0,0
16037,4,40700,0,0
16037,4,40800,0,0
16037,4,40900,3,5
16037,4,41000,0,0
16037,5,50100,0,0
16037,5,50200,0,0
16037,5,50300,0,0
16037,5,50400,0,0
16037,5,50500,0,0
16037,5,50600,0,0
16037,5,50700,0,0
16037,5,50800,0,0
16037,5,50900,0,0
16037,5,51000,0,0
16037,5,51100,0,0
16037,5,51200,0,1
16037,5,51300,0,0
16037,5,51400,0,0
16037,6,60100,0,0
16037,6,60200,0,0
16037,6,60300,0,0
16037,6,60400,0,0
16037,6,60500,0,0
16037,6,60600,0,0
16037,7,70100,0,0
16037,8,80100,0,0
16037,9,999999,,
16038,1,10100,NA,NA
16038,1,10200,NA,NA
16038,1,10300,NA,NA
16038,1,10301,NA,NA
16038,1,10302,NA,NA
16038,1,10303,NA,NA
16038,1,10304,NA,NA
16038,1,10305,NA,NA
16038,1,10306,NA,NA
16038,1,10307,NA,NA
16038,1,10308,NA,NA
16038,1,10399,,
16038,1,10400,NA,NA
16038,1,10500,NA,NA
16038,2,20100,NA,NA
16038,2,20200,NA,NA
16038,2,20300,NA,NA
16038,2,20400,NA,NA
16038,2,20500,NA,NA
16038,2,20600,NA,NA
16038,2,20700,NA,NA
16038,2,20800,NA,NA
16038,2,20900,NA,NA
16038,3,30100,NA,NA
16038,3,30200,NA,NA
16038,3,30300,NA,NA
16038,3,30400,NA,NA
16038,3,30500,NA,NA
16038,3,30600,NA,NA
16038,3,30700,NA,NA
16038,3,30701,NA,NA
16038,3,30702,NA,NA
16038,3,30703,NA,NA
16038,3,30704,NA,NA
16038,3,30705,NA,NA
16038,3,30799,,
16038,3,30800,NA,NA
16038,3,30900,NA,NA
16038,3,31000,NA,NA
16038,3,31100,NA,NA
16038,3,31200,NA,NA
16038,3,31300,NA,NA
16038,3,31400,NA,NA
16038,3,31500,NA,NA
16038,3,31600,NA,NA
16038,4,40100,NA,NA
16038,4,40200,NA,NA
16038,4,40300,NA,NA
16038,4,40400,NA,NA
16038,4,40500,NA,NA
16038,4,40600,NA,NA
16038,4,40700,NA,NA
16038,4,40800,NA,NA
16038,4,40900,NA,NA
16038,4,41000,NA,NA
16038,5,50100,NA,NA
16038,5,50200,NA,NA
16038,5,50300,NA,NA
16038,5,50400,NA,NA
16038,5,50500,NA,NA
16038,5,50600,NA,NA
16038,5,50700,NA,NA
16038,5,50800,NA,NA
16038,5,50900,NA,NA
16038,5,51000,NA,NA
16038,5,51100,NA,NA
16038,5,51200,NA,NA
16038,5,51300,NA,NA
16038,5,51400,NA,NA
16038,6,60100,NA,NA
16038,6,60200,NA,NA
16038,6,60300,NA,NA
16038,6,60400,NA,NA
16038,6,60500,NA,NA
16038,6,60600,NA,NA
16038,7,70100,NA,NA
16038,8,80100,NA,NA
16038,9,999999,,
16039,1,10100,NA,NA
16039,1,10200,NA,NA
16039,1,10300,NA,NA
16039,1,10301,NA,NA
16039,1,10302,NA,NA
16039,1,10303,NA,NA
16039,1,10304,NA,NA
16039,1,10305,NA,NA
16039,1,10306,NA,NA
16039,1,10307,NA,NA
16039,1,10308,NA,NA
16039,1,10399,,
16039,1,10400,NA,NA
16039,1,10500,NA,NA
16039,2,20100,NA,NA
16039,2,20200,NA,NA
16039,2,20300,NA,NA
16039,2,20400,NA,NA
16039,2,20500,NA,NA
16039,2,20600,NA,NA
16039,2,20700,NA,NA
16039,2,20800,NA,NA
16039,2,20900,NA,NA
16039,3,30100,NA,NA
16039,3,30200,NA,NA
16039,3,30300,NA,NA
16039,3,30400,NA,NA
16039,3,30500,NA,NA
16039,3,30600,NA,NA
16039,3,30700,NA,NA
16039,3,30701,NA,NA
16039,3,30702,NA,NA
16039,3,30703,NA,NA
16039,3,30704,NA,NA
16039,3,30705,NA,NA
16039,3,30799,,
16039,3,30800,NA,NA
16039,3,30900,NA,NA
16039,3,31000,NA,NA
16039,3,31100,NA,NA
16039,3,31200,NA,NA
16039,3,31300,NA,NA
16039,3,31400,NA,NA
16039,3,31500,NA,NA
16039,3,31600,NA,NA
16039,4,40100,NA,NA
16039,4,40200,NA,NA
16039,4,40300,NA,NA
16039,4,40400,NA,NA
16039,4,40500,NA,NA
16039,4,40600,NA,NA
16039,4,40700,NA,NA
16039,4,40800,NA,NA
16039,4,40900,NA,NA
16039,4,41000,NA,NA
16039,5,50100,NA,NA
16039,5,50200,NA,NA
16039,5,50300,NA,NA
16039,5,50400,NA,NA
16039,5,50500,NA,NA
16039,5,50600,NA,NA
16039,5,50700,NA,NA
16039,5,50800,NA,NA
16039,5,50900,NA,NA
16039,5,51000,NA,NA
16039,5,51100,NA,NA
16039,5,51200,NA,NA
16039,5,51300,NA,NA
16039,5,51400,NA,NA
16039,6,60100,NA,NA
16039,6,60200,NA,NA
16039,6,60300,NA,NA
16039,6,60400,NA,NA
16039,6,60500,NA,NA
16039,6,60600,NA,NA
16039,7,70100,NA,NA
16039,8,80100,NA,NA
16039,9,999999,,
16040,1,10100,NA,NA
16040,1,10200,NA,NA
16040,1,10300,NA,NA
16040,1,10301,NA,NA
16040,1,10302,NA,NA
16040,1,10303,NA,NA
16040,1,10304,NA,NA
16040,1,10305,NA,NA
16040,1,10306,NA,NA
16040,1,10307,NA,NA
16040,1,10308,NA,NA
16040,1,10399,,
16040,1,10400,NA,NA
16040,1,10500,NA,NA
16040,2,20100,NA,NA
16040,2,20200,NA,NA
16040,2,20300,NA,NA
16040,2,20400,NA,NA
16040,2,20500,NA,NA
16040,2,20600,NA,NA
16040,2,20700,NA,NA
16040,2,20800,NA,NA
16040,2,20900,NA,NA
16040,3,30100,NA,NA
16040,3,30200,NA,NA
16040,3,30300,NA,NA
16040,3,30400,NA,NA
16040,3,30500,NA,NA
16040,3,30600,NA,NA
16040,3,30700,NA,NA
16040,3,30701,NA,NA
16040,3,30702,NA,NA
16040,3,30703,NA,NA
16040,3,30704,NA,NA
16040,3,30705,NA,NA
16040,3,30799,,
16040,3,30800,NA,NA
16040,3,30900,NA,NA
16040,3,31000,NA,NA
16040,3,31100,NA,NA
16040,3,31200,NA,NA
16040,3,31300,NA,NA
16040,3,31400,NA,NA
16040,3,31500,NA,NA
16040,3,31600,NA,NA
16040,4,40100,NA,NA
16040,4,40200,NA,NA
16040,4,40300,NA,NA
16040,4,40400,NA,NA
16040,4,40500,NA,NA
16040,4,40600,NA,NA
16040,4,40700,NA,NA
16040,4,40800,NA,NA
16040,4,40900,NA,NA
16040,4,41000,NA,NA
16040,5,50100,NA,NA
16040,5,50200,NA,NA
16040,5,50300,NA,NA
16040,5,50400,NA,NA
16040,5,50500,NA,NA
16040,5,50600,NA,NA
16040,5,50700,NA,NA
16040,5,50800,NA,NA
16040,5,50900,NA,NA
16040,5,51000,NA,NA
16040,5,51100,NA,NA
16040,5,51200,NA,NA
16040,5,51300,NA,NA
16040,5,51400,NA,NA
16040,6,60100,NA,NA
16040,6,60200,NA,NA
16040,6,60300,NA,NA
16040,6,60400,NA,NA
16040,6,60500,NA,NA
