ubicageo_f,aniorefe_b,rnsnni1,percontt,percon1,percon2,percon3,percon4,percon5,percon6,percon7,percon8,percon9,percon10,percon11,percon12,percon13,percon14,perconne
15114,1,1,57,50,0,0,7,0,0,0,0,0,0,0,0,0,0,
15114,2,1,38,35,0,0,3,0,0,0,0,0,0,0,0,0,0,
15115,1,97,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,
15115,2,1,137,43,16,0,49,29,0,0,0,0,0,0,0,0,0,
15116,1,97,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,
15116,2,1,29,0,0,29,0,0,0,0,0,0,0,0,0,0,0,
15117,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
15117,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
15118,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
15118,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
15119,1,9,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,
15119,2,9,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,
15120,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
15120,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
15121,1,1,2864,1910,0,0,954,0,0,0,0,0,0,0,0,0,0,
15121,2,1,3021,2006,0,0,1015,0,0,0,0,0,0,0,0,0,0,
15122,1,1,280,149,13,0,68,7,0,0,0,0,13,0,0,30,0,
15122,2,1,316,131,21,0,91,20,0,0,0,0,9,0,0,44,0,
15123,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
15123,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
15124,1,1,59,57,0,0,0,2,0,0,0,0,0,0,0,0,0,
15124,2,1,74,71,0,0,0,3,0,0,0,0,0,0,0,0,0,
15125,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
15125,2,1,109,32,6,0,40,9,0,0,0,8,0,5,0,0,9,
16001,1,1,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,
16001,2,1,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,
16002,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
16002,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
16003,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
16003,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
16004,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
16004,2,1,9,7,2,0,0,0,0,0,0,0,0,0,0,0,0,
16005,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
16005,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
16006,1,1,91,91,0,0,0,0,0,0,0,0,0,0,0,0,0,
16006,2,1,87,87,0,0,0,0,0,0,0,0,0,0,0,0,0,
16007,1,97,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,
16007,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
16008,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
16008,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
16009,1,97,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,
16009,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
16010,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
16010,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
16011,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
16011,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
16012,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
16012,2,1,30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,
16013,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
16013,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
16014,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
16014,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
16015,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
16015,2,1,6,4,0,0,2,0,0,0,0,0,0,0,0,0,0,
16016,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
16016,2,1,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,
16017,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
16017,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
16018,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
16018,2,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,
16019,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
16019,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
16020,1,97,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,
16020,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
16021,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
16021,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,
16022,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
16022,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
16023,1,1,11,11,0,0,0,0,0,0,0,0,0,0,0,0,0,
16023,2,1,6,2,0,0,4,0,0,0,0,0,0,0,0,0,0,
16024,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
16024,2,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,
16025,1,1,9,3,0,0,0,0,0,0,0,0,0,0,0,0,6,
16025,2,1,7,1,0,0,2,0,0,0,0,0,0,0,0,0,4,
16026,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
16026,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
16027,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
16027,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
16028,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
16028,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
16029,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
16029,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
16030,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
16030,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
16031,1,97,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,
16031,2,1,6,3,0,0,0,1,0,0,0,0,0,0,0,0,2,
16032,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
16032,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
16033,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
16033,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
16034,1,1,161,128,0,0,16,0,0,0,0,0,0,0,0,0,17,
16034,2,1,276,77,0,0,5,0,0,0,0,0,0,0,0,0,194,
16035,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
16035,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
16036,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
16036,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
16037,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
16037,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
16038,1,1,35,18,0,0,17,0,0,0,0,0,0,0,0,0,0,
16038,2,1,30,20,0,0,10,0,0,0,0,0,0,0,0,0,0,
16039,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
16039,2,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,
16040,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
16040,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
16041,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
16041,2,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,
16042,1,1,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,
16042,2,1,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,
16043,1,1,174,14,1,0,8,0,0,0,0,0,0,0,0,0,151,
16043,2,1,191,4,0,0,7,0,0,0,0,0,0,0,0,0,180,
16044,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
16044,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
16045,1,1,306,278,3,0,12,13,0,0,0,0,0,0,0,0,0,
16045,2,1,114,100,2,0,11,1,0,0,0,0,0,0,0,0,0,
16046,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
16046,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
16047,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
16047,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
16048,1,1,19,0,0,0,0,0,0,0,0,0,0,0,0,0,19,
16048,2,1,40,0,0,0,0,0,0,0,0,0,0,0,0,0,40,
16049,1,1,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,
16049,2,1,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,
16050,1,1,63,0,0,0,0,0,0,0,0,5,0,0,0,0,58,
16050,2,1,62,0,0,0,0,0,0,0,0,4,0,0,0,0,58,
16051,1,98,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,
16051,2,98,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,
16052,1,1,55,46,0,0,9,0,0,0,0,0,0,0,0,0,0,
16052,2,1,45,37,0,0,8,0,0,0,0,0,0,0,0,0,0,
16053,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
16053,2,9,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,
16054,1,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,
16054,2,1,8,5,0,0,1,0,0,0,0,0,0,0,0,0,2,
16055,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
16055,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
16056,1,1,15,0,0,0,0,0,0,0,0,0,0,0,0,0,15,
16056,2,1,20,0,0,0,0,0,0,0,0,0,0,0,0,0,20,
16057,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
16057,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
16058,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
16058,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,
16059,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
16059,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
16060,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
16060,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
16061,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
16061,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
16062,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
16062,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
16063,1,97,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,
16063,2,1,9,4,1,0,1,0,0,0,0,3,0,0,0,0,0,
16064,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
16064,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
16065,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
16065,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,
16066,1,1,81,81,0,0,0,0,0,0,0,0,0,0,0,0,0,
16066,2,1,127,127,0,0,0,0,0,0,0,0,0,0,0,0,0,
16067,1,97,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,
16067,2,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
16068,1,1,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,
16068,2,1,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,
16069,1,1,22,16,0,0,6,0,0,0,0,0,0,0,0,0,0,
16069,2,1,58,36,0,0,22,0,0,0,0,0,0,0,0,0,0,
16070,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
16070,2,1,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,
16071,1,1,41,20,15,0,0,0,6,0,0,0,0,0,0,0,0,
16071,2,1,24,15,5,3,1,0,0,0,0,0,0,0,0,0,0,
16072,1,97,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,
16072,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
16073,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
16073,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
16074,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
16074,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
16075,1,1,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,
16075,2,1,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,
16076,1,1,26,26,0,0,0,0,0,0,0,0,0,0,0,0,0,
16076,2,1,76,76,0,0,0,0,0,0,0,0,0,0,0,0,0,
16077,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
16077,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
16078,1,1,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,
16078,2,1,4,0,0,3,1,0,0,0,0,0,0,0,0,0,0,
16079,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
16079,2,1,27,25,2,0,0,0,0,0,0,0,0,0,0,0,0,
16080,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
16080,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
16081,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
16081,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
16082,1,1,7,0,1,3,1,1,0,0,0,0,0,0,0,0,1,
16082,2,1,6,3,0,0,1,0,0,0,0,0,0,0,0,0,2,
16083,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,
16083,2,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,
16084,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
16084,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
16085,1,1,20,14,1,0,5,0,0,0,0,0,0,0,0,0,0,
16085,2,1,17,14,2,0,1,0,0,0,0,0,0,0,0,0,0,
16086,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
16086,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
16087,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
16087,2,1,53,50,0,0,0,0,0,0,0,0,0,0,0,3,0,
16088,1,1,95,0,0,0,0,0,95,0,0,0,0,0,0,0,0,
16088,2,1,72,0,0,0,0,0,72,0,0,0,0,0,0,0,0,
16089,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
16089,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
16090,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
16090,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
16091,1,1,8,5,0,0,0,0,0,0,0,0,0,3,0,0,0,
16091,2,1,10,1,0,0,0,0,0,0,0,0,0,9,0,0,0,
16092,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
16092,2,1,4,2,0,0,2,0,0,0,0,0,0,0,0,0,0,
16093,1,1,3,1,0,2,0,0,0,0,0,0,0,0,0,0,0,
16093,2,1,3,1,0,1,1,0,0,0,0,0,0,0,0,0,0,
16094,1,1,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,
16094,2,1,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,
16095,1,1,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,
16095,2,1,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,
16096,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
16096,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
16097,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
16097,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
16098,1,1,4,3,0,0,1,0,0,0,0,0,0,0,0,0,0,
16098,2,1,18,15,0,0,3,0,0,0,0,0,0,0,0,0,0,
16099,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
16099,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
16100,1,97,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,
16100,2,1,11,0,0,0,1,0,0,0,0,10,0,0,0,0,0,
16101,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
16101,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
16102,1,1,350,0,0,0,0,0,0,0,0,350,0,0,0,0,0,
16102,2,1,157,0,0,0,0,0,0,0,0,157,0,0,0,0,0,
16103,1,1,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,
16103,2,1,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,
16104,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
16104,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
16105,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
16105,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
16106,1,1,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,
16106,2,1,26,26,0,0,0,0,0,0,0,0,0,0,0,0,0,
16107,1,1,43,43,0,0,0,0,0,0,0,0,0,0,0,0,0,
16107,2,1,14,14,0,0,0,0,0,0,0,0,0,0,0,0,0,
16108,1,1,339,0,0,0,0,0,0,0,0,339,0,0,0,0,0,
16108,2,1,281,0,0,0,0,0,0,0,0,281,0,0,0,0,0,
16109,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
16109,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
16110,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
16110,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
16111,1,1,20,0,0,0,0,0,0,0,0,20,0,0,0,0,0,
16111,2,1,6,0,0,0,0,0,0,0,0,6,0,0,0,0,0,
16112,1,1,384,300,0,0,84,0,0,0,0,0,0,0,0,0,0,
16112,2,1,247,194,0,0,53,0,0,0,0,0,0,0,0,0,0,
16113,1,1,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,
16113,2,1,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,
17001,1,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,
17001,2,1,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,
17002,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
17002,2,1,17,6,0,0,11,0,0,0,0,0,0,0,0,0,0,
17003,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
17003,2,1,49,0,0,0,0,0,0,0,0,49,0,0,0,0,0,
17004,1,1,83,66,0,0,17,0,0,0,0,0,0,0,0,0,0,
17004,2,1,80,72,0,0,7,1,0,0,0,0,0,0,0,0,0,
17005,1,1,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,
17005,2,1,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,
17006,1,9,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,
17006,2,9,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,
17007,1,1,368,88,6,0,77,8,0,0,0,0,0,97,0,63,29,
17007,2,1,406,83,3,0,48,7,0,0,0,0,0,80,0,66,119,
17008,1,1,35,31,1,0,3,0,0,0,0,0,0,0,0,0,0,
17008,2,1,17,12,1,0,4,0,0,0,0,0,0,0,0,0,0,
17009,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
17009,2,1,24,0,0,0,22,2,0,0,0,0,0,0,0,0,0,
17010,1,1,14,12,0,0,2,0,0,0,0,0,0,0,0,0,0,
17010,2,1,17,17,0,0,0,0,0,0,0,0,0,0,0,0,0,
17011,1,1,38,9,0,0,12,0,0,0,0,0,0,0,0,0,17,
17011,2,1,68,17,0,0,24,0,0,0,0,0,0,0,0,0,27,
17012,1,9,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,
17012,2,9,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,
17013,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
17013,2,1,10,9,0,0,1,0,0,0,0,0,0,0,0,0,0,
17014,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
17014,2,1,11,6,0,4,1,0,0,0,0,0,0,0,0,0,0,
17015,1,1,19,8,1,1,6,0,0,0,0,0,0,0,0,0,3,
17015,2,1,14,9,0,2,3,0,0,0,0,0,0,0,0,0,0,
17016,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
17016,2,1,22,20,0,0,2,0,0,0,0,0,0,0,0,0,0,
17017,1,9,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,
17017,2,1,78,75,0,0,3,0,0,0,0,0,0,0,0,0,0,
17018,1,9,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,
17018,2,9,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,
17019,1,1,46,14,5,0,16,6,0,0,5,0,0,0,0,0,0,
17019,2,1,59,29,3,0,15,4,0,0,8,0,0,0,0,0,0,
17020,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
17020,2,1,41,10,0,0,30,1,0,0,0,0,0,0,0,0,0,
17021,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
17021,2,1,10,7,0,0,3,0,0,0,0,0,0,0,0,0,0,
17022,1,1,6,5,1,0,0,0,0,0,0,0,0,0,0,0,0,
17022,2,1,8,7,1,0,0,0,0,0,0,0,0,0,0,0,0,
17023,1,1,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,
17023,2,1,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,
17024,1,1,26,19,1,5,1,0,0,0,0,0,0,0,0,0,0,
17024,2,1,55,51,0,1,3,0,0,0,0,0,0,0,0,0,0,
