ubicageo_f,objetos_a,rnsnni1,unidmedi_h,totalca1,rnsnni2,unidmedi_m,totalca2
5032,14,97,97,NSS,0,0,NA
5032,20,97,97,NSS,1,1,13
5032,30,97,97,NSS,1,1,5
5032,40,97,97,NSS,2,0,NA
5032,50,97,97,NSS,2,0,NA
5032,60,97,97,NSS,2,0,NA
5032,70,97,97,NSS,1,2,42
5032,80,97,97,NSS,2,0,NA
5033,11,2,0,NA,2,0,NA
5033,12,1,1,1,1,1,2
5033,13,2,0,NA,1,1,1
5033,14,0,0,NA,0,0,NA
5033,20,1,1,20,1,1,48
5033,30,2,0,NA,2,0,NA
5033,40,2,0,NA,2,0,NA
5033,50,2,0,NA,2,0,NA
5033,60,2,0,NA,2,0,NA
5033,70,1,1,3169,1,1,8832
5033,80,2,0,NA,2,0,NA
5034,11,0,0,NA,0,0,NA
5034,12,0,0,NA,0,0,NA
5034,13,0,0,NA,0,0,NA
5034,14,0,0,NA,0,0,NA
5034,20,0,0,NA,0,0,NA
5034,30,0,0,NA,0,0,NA
5034,40,0,0,NA,0,0,NA
5034,50,0,0,NA,0,0,NA
5034,60,0,0,NA,0,0,NA
5034,70,0,0,NA,0,0,NA
5034,80,0,0,NA,0,0,NA
5035,11,0,0,NA,0,0,NA
5035,12,0,0,NA,0,0,NA
5035,13,0,0,NA,0,0,NA
5035,14,0,0,NA,0,0,NA
5035,20,0,0,NA,0,0,NA
5035,30,0,0,NA,0,0,NA
5035,40,0,0,NA,0,0,NA
5035,50,0,0,NA,0,0,NA
5035,60,0,0,NA,0,0,NA
5035,70,0,0,NA,0,0,NA
5035,80,0,0,NA,0,0,NA
5036,11,2,0,NA,2,0,NA
5036,12,2,0,NA,1,1,1
5036,13,2,0,NA,1,1,14
5036,14,0,0,NA,0,0,NA
5036,20,2,0,NA,1,1,8
5036,30,1,1,3,1,1,23
5036,40,2,0,NA,2,0,NA
5036,50,2,0,NA,2,0,NA
5036,60,2,0,NA,2,0,NA
5036,70,1,1,2,1,1,389
5036,80,1,1,1,1,7,23
5037,11,97,97,NSS,2,0,NA
5037,12,97,97,NSS,2,0,NA
5037,13,97,97,NSS,2,0,NA
5037,14,97,97,NSS,0,0,NA
5037,20,97,97,NSS,2,0,NA
5037,30,97,97,NSS,1,1,1
5037,40,97,97,NSS,2,0,NA
5037,50,97,97,NSS,2,0,NA
5037,60,97,97,NSS,2,0,NA
5037,70,97,97,NSS,1,1,1
5037,80,97,97,NSS,2,0,NA
5038,11,0,0,NA,2,0,NA
5038,12,0,0,NA,1,1,1
5038,13,0,0,NA,2,0,NA
5038,14,0,0,NA,0,0,NA
5038,20,0,0,NA,1,1,3
5038,30,0,0,NA,1,1,10
5038,40,0,0,NA,1,1,1
5038,50,0,0,NA,2,0,NA
5038,60,0,0,NA,2,0,NA
5038,70,0,0,NA,1,1,204
5038,80,0,0,NA,1,1,8
6001,11,0,0,NA,2,0,NA
6001,12,0,0,NA,1,1,2
6001,13,0,0,NA,1,1,3
6001,14,0,0,NA,0,0,NA
6001,20,0,0,NA,1,1,1
6001,30,0,0,NA,1,1,24
6001,40,0,0,NA,2,0,NA
6001,50,0,0,NA,1,5,552
6001,60,0,0,NA,2,0,NA
6001,70,0,0,NA,1,1,147
6001,80,0,0,NA,1,1,10
6002,11,2,0,NA,2,0,NA
6002,12,2,0,NA,2,0,NA
6002,13,2,0,NA,2,0,NA
6002,14,0,8,0,0,8,0
6002,20,2,0,NA,2,0,NA
6002,30,1,1,238,1,1,88
6002,40,2,0,NA,2,0,NA
6002,50,1,5,5310,1,5,37028
6002,60,2,0,NA,2,0,NA
6002,70,1,1,26,1,1,666
6002,80,2,0,NA,2,0,NA
6003,11,0,0,NA,0,0,NA
6003,12,0,0,NA,0,0,NA
6003,13,0,0,NA,0,0,NA
6003,14,0,0,NA,0,0,NA
6003,20,0,0,NA,0,0,NA
6003,30,0,0,NA,0,0,NA
6003,40,0,0,NA,0,0,NA
6003,50,0,0,NA,0,0,NA
6003,60,0,0,NA,0,0,NA
6003,70,0,0,NA,0,0,NA
6003,80,0,0,NA,0,0,NA
6004,11,2,0,NA,2,0,NA
6004,12,1,1,3,1,1,1
6004,13,2,0,NA,2,0,NA
6004,14,0,1,0,0,1,0
6004,20,2,0,NA,2,0,NA
6004,30,2,0,NA,2,0,NA
6004,40,2,0,NA,2,0,NA
6004,50,2,0,NA,2,0,NA
6004,60,2,0,NA,2,0,NA
6004,70,2,0,NA,2,0,NA
6004,80,2,0,NA,2,0,NA
6005,11,0,0,NA,2,0,NA
6005,12,0,0,NA,1,1,1
6005,13,0,0,NA,2,0,NA
6005,14,0,0,NA,0,0,NA
6005,20,0,0,NA,2,0,NA
6005,30,0,0,NA,2,0,NA
6005,40,0,0,NA,2,0,NA
6005,50,0,0,NA,2,0,NA
6005,60,0,0,NA,2,0,NA
6005,70,0,0,NA,2,0,NA
6005,80,0,0,NA,2,0,NA
6006,11,0,0,NA,0,0,NA
6006,12,0,0,NA,0,0,NA
6006,13,0,0,NA,0,0,NA
6006,14,0,0,NA,0,0,NA
6006,20,0,0,NA,0,0,NA
6006,30,0,0,NA,0,0,NA
6006,40,0,0,NA,0,0,NA
6006,50,0,0,NA,0,0,NA
6006,60,0,0,NA,0,0,NA
6006,70,0,0,NA,0,0,NA
6006,80,0,0,NA,0,0,NA
6007,11,1,1,8,1,1,15
6007,12,1,1,36,1,1,54
6007,13,2,0,NA,2,0,NA
6007,14,0,0,NA,0,0,NA
6007,20,2,0,NA,2,0,NA
6007,30,1,1,105,1,1,142
6007,40,2,0,NA,2,0,NA
6007,50,2,0,NA,2,0,NA
6007,60,2,0,NA,2,0,NA
6007,70,1,1,3104,1,1,7880
6007,80,2,0,NA,2,0,NA
6008,11,2,0,NA,1,1,1
6008,12,2,0,NA,1,1,1
6008,13,2,0,NA,2,0,NA
6008,14,0,8,0,0,8,0
6008,20,2,0,NA,2,0,NA
6008,30,1,1,2,1,1,2
6008,40,2,0,NA,2,0,NA
6008,50,2,0,NA,2,0,NA
6008,60,2,0,NA,2,0,NA
6008,70,1,1,11,2,0,NA
6008,80,2,0,NA,2,0,NA
6009,11,2,0,NA,2,0,NA
6009,12,1,1,1,1,1,4
6009,13,2,0,NA,2,0,NA
6009,14,0,8,0,0,8,0
6009,20,2,0,NA,1,1,2
6009,30,1,1,70,1,1,1
6009,40,2,0,NA,2,0,NA
6009,50,1,5,1,2,0,NA
6009,60,2,0,NA,2,0,NA
6009,70,1,2,19,1,1,917
6009,80,2,0,NA,2,0,NA
6010,11,2,0,NA,1,1,1
6010,12,1,1,3,1,1,13
6010,13,2,0,NA,2,0,NA
6010,14,0,0,NA,0,0,NA
6010,20,2,0,NA,2,0,NA
6010,30,1,1,97,1,1,67
6010,40,2,0,NA,2,0,NA
6010,50,2,0,NA,2,0,NA
6010,60,2,0,NA,2,0,NA
6010,70,2,0,NA,2,0,NA
6010,80,2,0,NA,2,0,NA
7001,11,0,0,NA,0,0,NA
7001,12,0,0,NA,0,0,NA
7001,13,0,0,NA,0,0,NA
7001,14,0,0,NA,0,0,NA
7001,20,0,0,NA,0,0,NA
7001,30,0,0,NA,0,0,NA
7001,40,0,0,NA,0,0,NA
7001,50,0,0,NA,0,0,NA
7001,60,0,0,NA,0,0,NA
7001,70,0,0,NA,0,0,NA
7001,80,0,0,NA,0,0,NA
7002,11,0,0,NA,0,0,NA
7002,12,0,0,NA,0,0,NA
7002,13,0,0,NA,0,0,NA
7002,14,0,0,NA,0,0,NA
7002,20,0,0,NA,0,0,NA
7002,30,0,0,NA,0,0,NA
7002,40,0,0,NA,0,0,NA
7002,50,0,0,NA,0,0,NA
7002,60,0,0,NA,0,0,NA
7002,70,0,0,NA,0,0,NA
7002,80,0,0,NA,0,0,NA
7003,11,0,0,NA,0,0,NA
7003,12,0,0,NA,0,0,NA
7003,13,0,0,NA,0,0,NA
7003,14,0,0,NA,0,0,NA
7003,20,0,0,NA,0,0,NA
7003,30,0,0,NA,0,0,NA
7003,40,0,0,NA,0,0,NA
7003,50,0,0,NA,0,0,NA
7003,60,0,0,NA,0,0,NA
7003,70,0,0,NA,0,0,NA
7003,80,0,0,NA,0,0,NA
7004,11,97,97,NSS,2,0,NA
7004,12,97,97,NSS,2,0,NA
7004,13,97,97,NSS,1,1,2
7004,14,97,97,NSS,0,0,NA
7004,20,97,97,NSS,2,0,NA
7004,30,97,97,NSS,1,1,1
7004,40,97,97,NSS,2,0,NA
7004,50,97,97,NSS,2,0,NA
7004,60,97,97,NSS,2,0,NA
7004,70,97,97,NSS,2,0,NA
7004,80,97,97,NSS,2,0,NA
7005,11,0,0,NA,0,0,NA
7005,12,0,0,NA,0,0,NA
7005,13,0,0,NA,0,0,NA
7005,14,0,0,NA,0,0,NA
7005,20,0,0,NA,0,0,NA
7005,30,0,0,NA,0,0,NA
7005,40,0,0,NA,0,0,NA
7005,50,0,0,NA,0,0,NA
7005,60,0,0,NA,0,0,NA
7005,70,0,0,NA,0,0,NA
7005,80,0,0,NA,0,0,NA
7006,11,0,0,NA,0,0,NA
7006,12,0,0,NA,0,0,NA
7006,13,0,0,NA,0,0,NA
7006,14,0,0,NA,0,0,NA
7006,20,0,0,NA,0,0,NA
7006,30,0,0,NA,0,0,NA
7006,40,0,0,NA,0,0,NA
7006,50,0,0,NA,0,0,NA
7006,60,0,0,NA,0,0,NA
7006,70,0,0,NA,0,0,NA
7006,80,0,0,NA,0,0,NA
7007,11,0,0,NA,0,0,NA
7007,12,0,0,NA,0,0,NA
7007,13,0,0,NA,0,0,NA
7007,14,0,0,NA,0,0,NA
7007,20,0,0,NA,0,0,NA
7007,30,0,0,NA,0,0,NA
7007,40,0,0,NA,0,0,NA
7007,50,0,0,NA,0,0,NA
7007,60,0,0,NA,0,0,NA
7007,70,0,0,NA,0,0,NA
7007,80,0,0,NA,0,0,NA
7008,11,0,0,NA,0,0,NA
7008,12,0,0,NA,0,0,NA
7008,13,0,0,NA,0,0,NA
7008,14,0,0,NA,0,0,NA
7008,20,0,0,NA,0,0,NA
7008,30,0,0,NA,0,0,NA
7008,40,0,0,NA,0,0,NA
7008,50,0,0,NA,0,0,NA
7008,60,0,0,NA,0,0,NA
7008,70,0,0,NA,0,0,NA
7008,80,0,0,NA,0,0,NA
7009,11,0,0,NA,0,0,NA
7009,12,0,0,NA,0,0,NA
7009,13,0,0,NA,0,0,NA
7009,14,0,0,NA,0,0,NA
7009,20,0,0,NA,0,0,NA
7009,30,0,0,NA,0,0,NA
7009,40,0,0,NA,0,0,NA
7009,50,0,0,NA,0,0,NA
7009,60,0,0,NA,0,0,NA
7009,70,0,0,NA,0,0,NA
7009,80,0,0,NA,0,0,NA
7010,11,0,0,NA,0,0,NA
7010,12,0,0,NA,0,0,NA
7010,13,0,0,NA,0,0,NA
7010,14,0,0,NA,0,0,NA
7010,20,0,0,NA,0,0,NA
7010,30,0,0,NA,0,0,NA
7010,40,0,0,NA,0,0,NA
7010,50,0,0,NA,0,0,NA
7010,60,0,0,NA,0,0,NA
7010,70,0,0,NA,0,0,NA
7010,80,0,0,NA,0,0,NA
7011,11,0,0,NA,0,0,NA
7011,12,0,0,NA,0,0,NA
7011,13,0,0,NA,0,0,NA
7011,14,0,0,NA,0,0,NA
7011,20,0,0,NA,0,0,NA
7011,30,0,0,NA,0,0,NA
7011,40,0,0,NA,0,0,NA
7011,50,0,0,NA,0,0,NA
7011,60,0,0,NA,0,0,NA
7011,70,0,0,NA,0,0,NA
7011,80,0,0,NA,0,0,NA
7012,11,2,0,NA,9,97,NSS
7012,12,1,1,1,9,97,NSS
7012,13,2,0,NA,9,97,NSS
7012,14,0,0,NA,0,0,NA
7012,20,1,1,1,9,97,NSS
7012,30,2,0,NA,9,97,NSS
7012,40,2,0,NA,9,97,NSS
7012,50,2,0,NA,9,97,NSS
7012,60,2,0,NA,9,97,NSS
7012,70,2,0,NA,9,97,NSS
7012,80,2,0,NA,9,97,NSS
7013,11,0,0,NA,0,0,NA
7013,12,0,0,NA,0,0,NA
7013,13,0,0,NA,0,0,NA
7013,14,0,0,NA,0,0,NA
7013,20,0,0,NA,0,0,NA
7013,30,0,0,NA,0,0,NA
7013,40,0,0,NA,0,0,NA
7013,50,0,0,NA,0,0,NA
7013,60,0,0,NA,0,0,NA
7013,70,0,0,NA,0,0,NA
7013,80,0,0,NA,0,0,NA
7014,11,0,0,NA,2,0,NA
7014,12,0,0,NA,2,0,NA
7014,13,0,0,NA,2,0,NA
7014,14,0,0,NA,0,0,NA
7014,20,0,0,NA,1,1,5
7014,30,0,0,NA,2,0,NA
7014,40,0,0,NA,2,0,NA
7014,50,0,0,NA,2,0,NA
7014,60,0,0,NA,2,0,NA
7014,70,0,0,NA,2,0,NA
7014,80,0,0,NA,2,0,NA
7015,11,2,0,NA,0,0,NA
7015,12,2,0,NA,0,0,NA
7015,13,2,0,NA,0,0,NA
7015,14,0,1,1,0,0,NA
7015,20,1,1,1,0,0,NA
7015,30,2,0,NA,0,0,NA
7015,40,2,0,NA,0,0,NA
7015,50,2,0,NA,0,0,NA
7015,60,2,0,NA,0,0,NA
7015,70,1,1,4,0,0,NA
7015,80,2,0,NA,0,0,NA
7016,11,0,0,NA,0,0,NA
7016,12,0,0,NA,0,0,NA
7016,13,0,0,NA,0,0,NA
7016,14,0,0,NA,0,0,NA
7016,20,0,0,NA,0,0,NA
7016,30,0,0,NA,0,0,NA
7016,40,0,0,NA,0,0,NA
7016,50,0,0,NA,0,0,NA
7016,60,0,0,NA,0,0,NA
7016,70,0,0,NA,0,0,NA
7016,80,0,0,NA,0,0,NA
7017,11,2,0,NA,2,0,NA
7017,12,1,1,1,2,0,NA
7017,13,1,1,1,2,0,NA
7017,14,0,0,NA,0,0,NA
7017,20,1,1,4,1,1,1
7017,30,1,1,3,2,0,NA
7017,40,2,0,NA,2,0,NA
7017,50,2,0,NA,2,0,NA
7017,60,2,0,NA,2,0,NA
7017,70,1,1,3,2,0,NA
7017,80,2,0,NA,2,0,NA
7018,11,0,0,NA,0,0,NA
7018,12,0,0,NA,0,0,NA
7018,13,0,0,NA,0,0,NA
7018,14,0,0,NA,0,0,NA
7018,20,0,0,NA,0,0,NA
7018,30,0,0,NA,0,0,NA
7018,40,0,0,NA,0,0,NA
7018,50,0,0,NA,0,0,NA
7018,60,0,0,NA,0,0,NA
7018,70,0,0,NA,0,0,NA
7018,80,0,0,NA,0,0,NA
7019,11,2,0,NA,2,0,NA
7019,12,2,0,NA,1,1,1
7019,13,2,0,NA,2,0,NA
7019,14,0,0,NA,0,0,NA
7019,20,2,0,NA,1,1,50
7019,30,1,1,1,1,1,2
7019,40,2,0,NA,1,1,3
7019,50,2,0,NA,2,0,NA
7019,60,2,0,NA,2,0,NA
7019,70,2,0,NA,2,0,NA
7019,80,1,1,741,1,1,2799
7020,11,0,0,NA,0,0,NA
7020,12,0,0,NA,0,0,NA
7020,13,0,0,NA,0,0,NA
7020,14,0,0,NA,0,0,NA
7020,20,0,0,NA,0,0,NA
7020,30,0,0,NA,0,0,NA
7020,40,0,0,NA,0,0,NA
7020,50,0,0,NA,0,0,NA
7020,60,0,0,NA,0,0,NA
7020,70,0,0,NA,0,0,NA
7020,80,0,0,NA,0,0,NA
7021,11,0,0,NA,0,0,NA
7021,12,0,0,NA,0,0,NA
7021,13,0,0,NA,0,0,NA
7021,14,0,0,NA,0,0,NA
7021,20,0,0,NA,0,0,NA
7021,30,0,0,NA,0,0,NA
7021,40,0,0,NA,0,0,NA
7021,50,0,0,NA,0,0,NA
7021,60,0,0,NA,0,0,NA
7021,70,0,0,NA,0,0,NA
7021,80,0,0,NA,0,0,NA
7022,11,0,0,NA,0,0,NA
7022,12,0,0,NA,0,0,NA
7022,13,0,0,NA,0,0,NA
7022,14,0,0,NA,0,0,NA
7022,20,0,0,NA,0,0,NA
7022,30,0,0,NA,0,0,NA
7022,40,0,0,NA,0,0,NA
7022,50,0,0,NA,0,0,NA
7022,60,0,0,NA,0,0,NA
7022,70,0,0,NA,0,0,NA
7022,80,0,0,NA,0,0,NA
7023,11,0,0,NA,0,0,NA
7023,12,0,0,NA,0,0,NA
7023,13,0,0,NA,0,0,NA
7023,14,0,0,NA,0,0,NA
7023,20,0,0,NA,0,0,NA
7023,30,0,0,NA,0,0,NA
7023,40,0,0,NA,0,0,NA
7023,50,0,0,NA,0,0,NA
7023,60,0,0,NA,0,0,NA
7023,70,0,0,NA,0,0,NA
7023,80,0,0,NA,0,0,NA
7024,11,2,0,NA,1,1,1
7024,12,2,0,NA,1,1,1
7024,13,2,0,NA,2,0,NA
7024,14,0,1,1,0,0,NA
7024,20,2,0,NA,1,1,1
7024,30,2,0,NA,2,0,NA
7024,40,2,0,NA,2,0,NA
7024,50,2,0,NA,2,0,NA
7024,60,2,0,NA,2,0,NA
7024,70,2,0,NA,2,0,NA
7024,80,2,0,NA,2,0,NA
7025,11,97,97,NSS,2,0,NA
7025,12,97,97,NSS,2,0,NA
7025,13,97,97,NSS,2,0,NA
7025,14,97,97,NSS,0,1,2
7025,20,97,97,NSS,2,0,NA
7025,30,97,97,NSS,2,0,NA
7025,40,97,97,NSS,2,0,NA
7025,50,97,97,NSS,2,0,NA
7025,60,97,97,NSS,2,0,NA
7025,70,97,97,NSS,2,0,NA
7025,80,97,97,NSS,2,0,NA
7026,11,0,0,NA,0,0,NA
7026,12,0,0,NA,0,0,NA
7026,13,0,0,NA,0,0,NA
7026,14,0,0,NA,0,0,NA
7026,20,0,0,NA,0,0,NA
7026,30,0,0,NA,0,0,NA
7026,40,0,0,NA,0,0,NA
7026,50,0,0,NA,0,0,NA
7026,60,0,0,NA,0,0,NA
7026,70,0,0,NA,0,0,NA
7026,80,0,0,NA,0,0,NA
7027,11,0,0,NA,0,0,NA
7027,12,0,0,NA,0,0,NA
7027,13,0,0,NA,0,0,NA
7027,14,0,0,NA,0,0,NA
7027,20,0,0,NA,0,0,NA
7027,30,0,0,NA,0,0,NA
7027,40,0,0,NA,0,0,NA
7027,50,0,0,NA,0,0,NA
7027,60,0,0,NA,0,0,NA
7027,70,0,0,NA,0,0,NA
7027,80,0,0,NA,0,0,NA
7028,11,0,0,NA,0,0,NA
7028,12,0,0,NA,0,0,NA
7028,13,0,0,NA,0,0,NA
7028,14,0,0,NA,0,0,NA
7028,20,0,0,NA,0,0,NA
7028,30,0,0,NA,0,0,NA
7028,40,0,0,NA,0,0,NA
7028,50,0,0,NA,0,0,NA
7028,60,0,0,NA,0,0,NA
7028,70,0,0,NA,0,0,NA
7028,80,0,0,NA,0,0,NA
7029,11,0,0,NA,0,0,NA
7029,12,0,0,NA,0,0,NA
7029,13,0,0,NA,0,0,NA
7029,14,0,0,NA,0,0,NA
7029,20,0,0,NA,0,0,NA
7029,30,0,0,NA,0,0,NA
7029,40,0,0,NA,0,0,NA
7029,50,0,0,NA,0,0,NA
7029,60,0,0,NA,0,0,NA
7029,70,0,0,NA,0,0,NA
7029,80,0,0,NA,0,0,NA
7030,11,2,0,NA,2,0,NA
7030,12,2,0,NA,2,0,NA
7030,13,2,0,NA,2,0,NA
7030,14,0,0,NA,0,0,NA
7030,20,2,0,NA,2,0,NA
7030,30,2,0,NA,1,1,1
7030,40,2,0,NA,2,0,NA
7030,50,2,0,NA,2,0,NA
7030,60,2,0,NA,2,0,NA
7030,70,2,0,NA,2,0,NA
7030,80,2,0,NA,2,0,NA
7031,11,0,0,NA,0,0,NA
7031,12,0,0,NA,0,0,NA
7031,13,0,0,NA,0,0,NA
7031,14,0,0,NA,0,0,NA
7031,20,0,0,NA,0,0,NA
7031,30,0,0,NA,0,0,NA
7031,40,0,0,NA,0,0,NA
7031,50,0,0,NA,0,0,NA
7031,60,0,0,NA,0,0,NA
7031,70,0,0,NA,0,0,NA
7031,80,0,0,NA,0,0,NA
7032,11,2,0,NA,2,0,NA
7032,12,2,0,NA,2,0,NA
7032,13,2,0,NA,2,0,NA
7032,14,0,1,23,0,1,19
7032,20,2,0,NA,2,0,NA
7032,30,2,0,NA,2,0,NA
7032,40,2,0,NA,2,0,NA
7032,50,2,0,NA,2,0,NA
7032,60,2,0,NA,2,0,NA
7032,70,2,0,NA,2,0,NA
7032,80,2,0,NA,2,0,NA
7033,11,0,0,NA,0,0,NA
7033,12,0,0,NA,0,0,NA
7033,13,0,0,NA,0,0,NA
7033,14,0,0,NA,0,0,NA
7033,20,0,0,NA,0,0,NA
7033,30,0,0,NA,0,0,NA
7033,40,0,0,NA,0,0,NA
7033,50,0,0,NA,0,0,NA
7033,60,0,0,NA,0,0,NA
7033,70,0,0,NA,0,0,NA
7033,80,0,0,NA,0,0,NA
7034,11,2,0,NA,2,0,NA
7034,12,2,0,NA,2,0,NA
7034,13,2,0,NA,2,0,NA
7034,14,0,0,NA,0,0,NA
7034,20,2,0,NA,2,0,NA
7034,30,2,0,NA,1,1,1
7034,40,2,0,NA,2,0,NA
7034,50,2,0,NA,2,0,NA
7034,60,2,0,NA,2,0,NA
7034,70,2,0,NA,2,0,NA
7034,80,2,0,NA,2,0,NA
7035,11,2,0,NA,2,0,NA
7035,12,2,0,NA,2,0,NA
7035,13,2,0,NA,2,0,NA
7035,14,0,0,NA,0,0,NA
7035,20,2,0,NA,2,0,NA
7035,30,1,1,3,1,1,22
7035,40,2,0,NA,2,0,NA
7035,50,2,0,NA,2,0,NA
7035,60,2,0,NA,2,0,NA
7035,70,2,0,NA,2,0,NA
7035,80,2,0,NA,2,0,NA
7036,11,0,0,NA,0,0,NA
7036,12,0,0,NA,0,0,NA
7036,13,0,0,NA,0,0,NA
7036,14,0,0,NA,0,0,NA
7036,20,0,0,NA,0,0,NA
7036,30,0,0,NA,0,0,NA
7036,40,0,0,NA,0,0,NA
7036,50,0,0,NA,0,0,NA
7036,60,0,0,NA,0,0,NA
7036,70,0,0,NA,0,0,NA
7036,80,0,0,NA,0,0,NA
7037,11,97,97,NSS,2,0,NA
7037,12,97,97,NSS,2,0,NA
7037,13,97,97,NSS,2,0,NA
7037,14,97,97,NSS,0,8,0
7037,20,97,97,NSS,1,1,4
7037,30,97,97,NSS,1,1,9
7037,40,97,97,NSS,2,0,NA
7037,50,97,97,NSS,2,0,NA
7037,60,97,97,NSS,2,0,NA
7037,70,97,97,NSS,1,8,2
7037,80,97,97,NSS,1,1,5
7038,11,0,0,NA,0,0,NA
7038,12,0,0,NA,0,0,NA
7038,13,0,0,NA,0,0,NA
7038,14,0,0,NA,0,0,NA
7038,20,0,0,NA,0,0,NA
7038,30,0,0,NA,0,0,NA
7038,40,0,0,NA,0,0,NA
7038,50,0,0,NA,0,0,NA
7038,60,0,0,NA,0,0,NA
7038,70,0,0,NA,0,0,NA
7038,80,0,0,NA,0,0,NA
7039,11,0,0,NA,2,0,NA
7039,12,0,0,NA,2,0,NA
7039,13,0,0,NA,2,0,NA
7039,14,0,0,NA,0,0,NA
7039,20,0,0,NA,1,1,1
7039,30,0,0,NA,2,0,NA
7039,40,0,0,NA,2,0,NA
7039,50,0,0,NA,2,0,NA
7039,60,0,0,NA,2,0,NA
7039,70,0,0,NA,2,0,NA
7039,80,0,0,NA,2,0,NA
7040,11,0,0,NA,2,0,NA
7040,12,0,0,NA,1,1,2
7040,13,0,0,NA,2,0,NA
7040,14,0,0,NA,0,0,NA
7040,20,0,0,NA,1,1,1
7040,30,0,0,NA,1,1,2
7040,40,0,0,NA,2,0,NA
7040,50,0,0,NA,2,0,NA
7040,60,0,0,NA,2,0,NA
7040,70,0,0,NA,1,1,15
7040,80,0,0,NA,2,0,NA
7041,11,0,0,NA,0,0,NA
7041,12,0,0,NA,0,0,NA
7041,13,0,0,NA,0,0,NA
7041,14,0,0,NA,0,0,NA
7041,20,0,0,NA,0,0,NA
7041,30,0,0,NA,0,0,NA
7041,40,0,0,NA,0,0,NA
7041,50,0,0,NA,0,0,NA
7041,60,0,0,NA,0,0,NA
7041,70,0,0,NA,0,0,NA
7041,80,0,0,NA,0,0,NA
7042,11,2,0,NA,2,0,NA
7042,12,1,1,1,2,0,NA
7042,13,2,0,NA,2,0,NA
7042,14,0,0,NA,0,0,NA
7042,20,2,0,NA,2,0,NA
7042,30,2,0,NA,2,0,NA
7042,40,2,0,NA,2,0,NA
7042,50,1,5,500,2,0,NA
7042,60,2,0,NA,2,0,NA
7042,70,2,0,NA,2,0,NA
7042,80,2,0,NA,2,0,NA
7043,11,97,97,NSS,0,0,NA
7043,12,97,97,NSS,0,0,NA
7043,13,97,97,NSS,0,0,NA
7043,14,97,97,NSS,0,0,NA
7043,20,97,97,NSS,0,0,NA
7043,30,97,97,NSS,0,0,NA
7043,40,97,97,NSS,0,0,NA
7043,50,97,97,NSS,0,0,NA
7043,60,97,97,NSS,0,0,NA
7043,70,97,97,NSS,0,0,NA
7043,80,97,97,NSS,0,0,NA
7044,11,2,0,NA,2,0,NA
7044,12,2,0,NA,2,0,NA
7044,13,1,1,15,1,1,32
7044,14,0,8,0,0,8,0
7044,20,2,0,NA,2,0,NA
7044,30,2,0,NA,2,0,NA
7044,40,2,0,NA,2,0,NA
7044,50,2,0,NA,2,0,NA
7044,60,2,0,NA,2,0,NA
7044,70,2,0,NA,2,0,NA
7044,80,2,0,NA,2,0,NA
7045,11,0,0,NA,0,0,NA
7045,12,0,0,NA,0,0,NA
7045,13,0,0,NA,0,0,NA
7045,14,0,0,NA,0,0,NA
7045,20,0,0,NA,0,0,NA
7045,30,0,0,NA,0,0,NA
7045,40,0,0,NA,0,0,NA
7045,50,0,0,NA,0,0,NA
7045,60,0,0,NA,0,0,NA
7045,70,0,0,NA,0,0,NA
7045,80,0,0,NA,0,0,NA
7046,11,0,0,NA,0,0,NA
7046,12,0,0,NA,0,0,NA
7046,13,0,0,NA,0,0,NA
7046,14,0,0,NA,0,0,NA
7046,20,0,0,NA,0,0,NA
7046,30,0,0,NA,0,0,NA
7046,40,0,0,NA,0,0,NA
7046,50,0,0,NA,0,0,NA
7046,60,0,0,NA,0,0,NA
7046,70,0,0,NA,0,0,NA
7046,80,0,0,NA,0,0,NA
7047,11,0,0,NA,0,0,NA
7047,12,0,0,NA,0,0,NA
7047,13,0,0,NA,0,0,NA
7047,14,0,0,NA,0,0,NA
7047,20,0,0,NA,0,0,NA
7047,30,0,0,NA,0,0,NA
7047,40,0,0,NA,0,0,NA
7047,50,0,0,NA,0,0,NA
7047,60,0,0,NA,0,0,NA
7047,70,0,0,NA,0,0,NA
7047,80,0,0,NA,0,0,NA
7048,11,2,0,NA,2,0,NA
7048,12,2,0,NA,2,0,NA
7048,13,2,0,NA,2,0,NA
7048,14,0,1,3,0,2,2
7048,20,2,0,NA,2,0,NA
7048,30,1,1,3,1,1,3
7048,40,2,0,NA,1,1,2
7048,50,2,0,NA,2,0,NA
7048,60,2,0,NA,2,0,NA
7048,70,2,0,NA,2,0,NA
7048,80,2,0,NA,2,0,NA
7049,11,0,0,NA,0,0,NA
7049,12,0,0,NA,0,0,NA
7049,13,0,0,NA,0,0,NA
7049,14,0,0,NA,0,0,NA
7049,20,0,0,NA,0,0,NA
7049,30,0,0,NA,0,0,NA
7049,40,0,0,NA,0,0,NA
7049,50,0,0,NA,0,0,NA
7049,60,0,0,NA,0,0,NA
7049,70,0,0,NA,0,0,NA
7049,80,0,0,NA,0,0,NA
7050,11,97,97,NSS,97,97,NSS
7050,12,97,97,NSS,97,97,NSS
7050,13,97,97,NSS,97,97,NSS
7050,14,97,97,NSS,97,97,NSS
7050,20,97,97,NSS,97,97,NSS
7050,30,97,97,NSS,97,97,NSS
7050,40,97,97,NSS,97,97,NSS
7050,50,97,97,NSS,97,97,NSS
7050,60,97,97,NSS,97,97,NSS
7050,70,97,97,NSS,97,97,NSS
7050,80,97,97,NSS,97,97,NSS
7051,11,2,0,NA,0,0,NA
