ubicageo_f,aniorefe_b,totalca1
22007,1,99
22007,2,110
22008,1,86
22008,2,162
22009,1,16
22009,2,34
22010,1,9
22010,2,16
22011,1,2009
22011,2,1872
22012,1,140
22012,2,264
22013,1,17
22013,2,21
22014,1,13010
22014,2,14591
22015,1,6
22015,2,10
22016,1,702
22016,2,829
22017,1,123
22017,2,103
22018,1,11
22018,2,57
23001,1,155
23001,2,123
23002,1,NSS
23002,2,51
23003,1,60
23003,2,68
23004,1,NA
23004,2,NA
23005,1,4315
23005,2,4565
23006,1,NA
23006,2,NA
23007,1,NA
23007,2,4
23008,1,655
23008,2,1549
23009,1,824
23009,2,1247
23010,1,46
23010,2,41
23011,1,58
23011,2,119
24001,1,40
24001,2,75
24002,1,NA
24002,2,5
24003,1,NA
24003,2,NA
24004,1,NA
24004,2,NA
24005,1,NA
24005,2,1
24006,1,NA
24006,2,NA
24007,1,NA
24007,2,NA
24008,1,6
24008,2,10
24009,1,NA
24009,2,NA
24010,1,52
24010,2,45
24011,1,64
24011,2,159
24012,1,NA
24012,2,1
24013,1,108
24013,2,114
24014,1,NA
24014,2,NA
24015,1,NA
24015,2,NA
24016,1,NSS
24016,2,NA
24017,1,NA
24017,2,NA
24018,1,1
24018,2,1
24019,1,NA
24019,2,NA
24020,1,27
24020,2,26
24021,1,9
24021,2,10
24022,1,NA
24022,2,NA
24023,1,5
24023,2,7
24024,1,84
24024,2,114
24025,1,60
24025,2,61
24026,1,1
24026,2,NA
24027,1,7
24027,2,18
24028,1,894
24028,2,2107
24029,1,NSS
24029,2,25
24030,1,NA
24030,2,NA
24031,1,NA
24031,2,NA
24032,1,NSS
24032,2,4
24033,1,NA
24033,2,NA
24034,1,NA
24034,2,NA
24035,1,312
24035,2,444
24036,1,9
24036,2,18
24037,1,39
24037,2,14
24038,1,9
24038,2,10
24039,1,5
24039,2,8
24040,1,4
24040,2,20
24041,1,NSS
24041,2,4
24042,1,NA
24042,2,NA
24043,1,NA
24043,2,1
24044,1,NA
24044,2,NA
24045,1,NA
24045,2,2
24046,1,NA
24046,2,1
24047,1,NSS
24047,2,NA
24048,1,3
24048,2,4
24049,1,NA
24049,2,3
24050,1,NA
24050,2,1
24051,1,NA
24051,2,NA
24052,1,NA
24052,2,NA
24053,1,31
24053,2,14
24054,1,24
24054,2,29
24055,1,8
24055,2,12
24056,1,22
24056,2,12
24057,1,3
24057,2,4
24058,1,NA
24058,2,3
25001,1,189
25001,2,399
25002,1,NA
25002,2,NA
25003,1,NA
25003,2,NA
25004,1,NA
25004,2,NA
25005,1,NA
25005,2,NA
25006,1,272
25006,2,291
25007,1,NA
25007,2,NA
25008,1,11
25008,2,8
25009,1,18
25009,2,30
25010,1,85
25010,2,52
25011,1,5
25011,2,6
25012,1,162
25012,2,196
25013,1,2
25013,2,4
25014,1,NA
25014,2,2
25015,1,NA
25015,2,NA
25016,1,NA
25016,2,NA
25017,1,NA
25017,2,NA
25018,1,6
25018,2,7
26001,1,NA
26001,2,NA
26002,1,137
26002,2,237
26003,1,NA
26003,2,NA
26004,1,14
26004,2,16
26005,1,NA
26005,2,NA
26006,1,NA
26006,2,1
26007,1,NA
26007,2,NA
26008,1,NA
26008,2,NA
26009,1,NA
26009,2,NA
26010,1,NA
26010,2,NA
26011,1,NA
26011,2,1
26012,1,NSS
26012,2,14
26013,1,NSS
26013,2,NSS
26014,1,NSS
26014,2,NA
26015,1,NA
26015,2,NA
26016,1,26
26016,2,59
26017,1,1865
26017,2,1881
26018,1,466
26018,2,604
26019,1,61
26019,2,72
26020,1,NSS
26020,2,40
26021,1,NA
26021,2,NA
26022,1,NA
26022,2,NA
26023,1,NA
26023,2,NA
26024,1,NA
26024,2,NA
26025,1,NSS
26025,2,983
26026,1,386
26026,2,322
26027,1,2
26027,2,16
26028,1,NA
26028,2,NA
26029,1,160
26029,2,240
26030,1,7203
26030,2,7819
26031,1,NA
26031,2,NA
26032,1,NA
26032,2,NA
26033,1,547
26033,2,441
26034,1,1
26034,2,NA
26035,1,9
26035,2,17
26036,1,631
26036,2,593
26037,1,NA
26037,2,NA
26038,1,NA
26038,2,NA
26039,1,NA
26039,2,NA
26040,1,NA
26040,2,NA
26041,1,NA
26041,2,NA
26042,1,NA
26042,2,52
26043,1,2045
26043,2,2378
26044,1,NA
26044,2,NA
26045,1,NA
26045,2,1
26046,1,NA
26046,2,NA
26047,1,NA
26047,2,2
26048,1,NA
26048,2,NSS
26049,1,NA
26049,2,NA
26050,1,NA
26050,2,1
26051,1,NA
26051,2,NA
26052,1,NA
26052,2,NA
26053,1,NA
26053,2,NA
26054,1,NA
26054,2,NA
26055,1,NSS
26055,2,50
26056,1,NA
26056,2,NA
26057,1,NA
26057,2,2
26058,1,1
26058,2,6
26059,1,NA
26059,2,NA
26060,1,NA
26060,2,NA
26061,1,NA
26061,2,5
26062,1,NA
26062,2,NA
26063,1,NA
26063,2,NA
26064,1,NA
26064,2,NA
26065,1,NA
26065,2,NA
26066,1,9
26066,2,14
26067,1,2
26067,2,NA
26068,1,NSS
26068,2,NA
26069,1,1
26069,2,NA
26070,1,NA
26070,2,5
26071,1,NA
26071,2,NA
26072,1,NA
26072,2,NA
27001,1,12
27001,2,19
27002,1,434
27002,2,396
27003,1,27
27003,2,26
27004,1,NA
27004,2,NA
27005,1,689
27005,2,513
27006,1,41
27006,2,74
27007,1,17
27007,2,16
27008,1,66
27008,2,98
27009,1,68
27009,2,134
27010,1,45
27010,2,35
27011,1,NA
27011,2,NA
27012,1,40
27012,2,10
27013,1,22
27013,2,48
27014,1,27
27014,2,52
27015,1,83
27015,2,50
27016,1,122
27016,2,88
27017,1,74
27017,2,56
28001,1,NA
28001,2,NA
28002,1,NA
28002,2,NA
28003,1,NA
28003,2,NA
28004,1,NA
28004,2,NA
28005,1,NA
28005,2,NA
28006,1,NA
28006,2,NA
28007,1,NA
28007,2,NA
28008,1,NA
28008,2,NA
28009,1,NA
28009,2,NA
28010,1,NA
28010,2,NA
28011,1,NA
28011,2,NA
28012,1,NA
28012,2,NA
28013,1,NA
28013,2,NA
28014,1,NA
28014,2,NA
28015,1,NA
28015,2,NA
28016,1,NA
28016,2,NA
28017,1,NA
28017,2,NA
28018,1,NA
28018,2,NA
28019,1,NA
28019,2,NA
28020,1,NA
28020,2,NA
28021,1,NA
28021,2,NA
28022,1,NA
28022,2,NA
28023,1,NA
28023,2,NA
28024,1,NA
28024,2,NA
28025,1,NA
28025,2,NA
28026,1,NA
28026,2,NA
28027,1,NA
28027,2,NA
28028,1,NA
28028,2,NA
28029,1,NA
28029,2,NA
28030,1,NA
28030,2,NA
28031,1,NA
28031,2,NA
28032,1,NA
28032,2,NA
28033,1,NA
28033,2,NA
28034,1,NA
28034,2,NA
28035,1,NA
28035,2,NA
28036,1,NA
28036,2,NA
28037,1,NA
28037,2,NA
28038,1,NA
28038,2,NA
28039,1,NA
28039,2,NA
28040,1,NA
28040,2,NA
28041,1,NA
28041,2,NA
28042,1,NA
28042,2,NA
28043,1,NA
28043,2,NA
29001,1,NSS
29001,2,12
29002,1,NSS
29002,2,40
29003,1,2
29003,2,7
29004,1,2
29004,2,2
29005,1,27
29005,2,29
29006,1,66
29006,2,74
29007,1,14
29007,2,20
29008,1,NSS
29008,2,8
29009,1,1
29009,2,3
29010,1,65
29010,2,81
29011,1,NA
29011,2,NA
29012,1,NA
29012,2,NA
29013,1,53
29013,2,241
29014,1,NA
29014,2,NA
29015,1,7
29015,2,63
29016,1,NA
29016,2,6
29017,1,NA
29017,2,NA
29018,1,10
29018,2,32
29019,1,5
29019,2,22
29020,1,1
29020,2,7
29021,1,13
29021,2,20
29022,1,NA
29022,2,3
29023,1,25
29023,2,41
29024,1,NA
29024,2,NA
29025,1,49
29025,2,26
29026,1,9
29026,2,41
29027,1,9
29027,2,NA
29028,1,5
29028,2,9
29029,1,2
29029,2,13
29030,1,NA
29030,2,NA
29031,1,49
29031,2,29
29032,1,NSS
29032,2,3
29033,1,95
29033,2,118
29034,1,NA
29034,2,10
29035,1,NA
29035,2,2
29036,1,17
29036,2,40
29037,1,NA
29037,2,NA
29038,1,3
29038,2,20
29039,1,NA
29039,2,4
29040,1,NSS
29040,2,NA
29041,1,NSS
29041,2,56
29042,1,NA
29042,2,NA
29043,1,24
29043,2,41
29044,1,NSS
29044,2,17
29045,1,NA
29045,2,NA
29046,1,1
29046,2,1
29047,1,NA
29047,2,NA
29048,1,NSS
29048,2,2
29049,1,NA
29049,2,5
29050,1,2
29050,2,4
29051,1,1
29051,2,6
29052,1,NA
29052,2,NA
29053,1,1
29053,2,4
29054,1,NA
29054,2,4
29055,1,NSS
29055,2,NSS
29056,1,NA
29056,2,3
29057,1,NSS
29057,2,7
29058,1,4
29058,2,16
29059,1,NA
29059,2,NA
29060,1,5
29060,2,4
30001,1,NSS
30001,2,2
30002,1,NSS
30002,2,NA
30003,1,NSS
30003,2,9
30004,1,NA
30004,2,2
30005,1,NA
30005,2,NA
30006,1,NSS
30006,2,NSS
30007,1,NA
30007,2,NA
30008,1,NA
30008,2,1
30009,1,NA
30009,2,1
30010,1,NA
30010,2,97
30011,1,NA
30011,2,NA
30012,1,NSS
30012,2,2
30013,1,NA
30013,2,NA
30014,1,NSS
30014,2,NSS
30015,1,NSS
30015,2,30
30016,1,NA
30016,2,NA
30017,1,NA
30017,2,NA
30018,1,NA
30018,2,NA
30019,1,NA
30019,2,NA
30020,1,NSS
30020,2,NA
30021,1,3
30021,2,2
30022,1,NA
30022,2,3
30023,1,NA
30023,2,1
30024,1,NSS
30024,2,3
30025,1,NSS
30025,2,1
30026,1,NA
30026,2,NA
30027,1,NSS
30027,2,1
30028,1,NSS
30028,2,600
30029,1,NA
30029,2,1
30030,1,NA
30030,2,NA
30031,1,4
30031,2,6
30032,1,7
30032,2,6
30033,1,10
30033,2,7
30034,1,NA
30034,2,NA
30035,1,NA
30035,2,5
30036,1,NSS
30036,2,NA
30037,1,NA
30037,2,NA
30038,1,NA
30038,2,63
30039,1,140
30039,2,102
30040,1,NA
30040,2,NA
30041,1,NSS
30041,2,NA
30042,1,NA
30042,2,NA
30043,1,NSS
30043,2,NA
30044,1,NSS
30044,2,NA
30045,1,NA
30045,2,NA
30046,1,NSS
30046,2,NA
30047,1,NA
30047,2,NA
30048,1,NSS
30048,2,22
30049,1,NA
30049,2,3
30050,1,NA
30050,2,NSS
30051,1,5
30051,2,NA
30052,1,NSS
30052,2,NA
30053,1,NSS
30053,2,2
30054,1,7
30054,2,NA
30055,1,NSS
30055,2,2
30056,1,NA
30056,2,NA
30057,1,NSS
30057,2,2
30058,1,NSS
30058,2,NA
30059,1,NA
30059,2,NA
30060,1,NSS
30060,2,NA
30061,1,NSS
30061,2,24
30062,1,NSS
30062,2,6
30063,1,NA
30063,2,NA
30064,1,NSS
30064,2,NA
30065,1,32
30065,2,95
30066,1,NA
30066,2,2
30067,1,NA
30067,2,NA
30068,1,NSS
30068,2,NSS
30069,1,NSS
30069,2,7
30070,1,NSS
30070,2,1
30071,1,NSS
30071,2,8
30072,1,8
30072,2,7
30073,1,1
30073,2,3
30074,1,NSS
30074,2,NSS
30075,1,NSS
30075,2,NSS
30076,1,NSS
30076,2,NA
30077,1,3
30077,2,7
30078,1,NA
30078,2,NA
30079,1,NA
30079,2,NA
30080,1,NA
30080,2,1
30081,1,NSS
30081,2,NA
30082,1,NSS
30082,2,NSS
30083,1,NSS
30083,2,2
30084,1,NA
30084,2,NA
30085,1,NA
30085,2,5
30086,1,NSS
30086,2,4
30087,1,220
30087,2,574
30088,1,NA
30088,2,NA
30089,1,82
30089,2,35
30090,1,NA
30090,2,NA
30091,1,NA
30091,2,NA
30092,1,NSS
30092,2,NSS
30093,1,NSS
30093,2,NSS
30094,1,1
30094,2,2
30095,1,NA
30095,2,NA
30096,1,NSS
30096,2,NA
30097,1,NA
30097,2,NA
30098,1,NA
30098,2,NA
30099,1,NSS
30099,2,NSS
30100,1,NA
30100,2,2
30101,1,NSS
30101,2,3
30102,1,31
30102,2,8
30103,1,NSS
30103,2,NA
30104,1,NA
30104,2,2
30105,1,NSS
30105,2,NSS
30106,1,NSS
30106,2,NA
30107,1,NA
30107,2,NA
30108,1,226
30108,2,271
30109,1,NA
30109,2,NA
30110,1,NA
30110,2,10
30111,1,NA
30111,2,2
30112,1,NA
30112,2,NA
30113,1,NSS
30113,2,1
30114,1,NA
30114,2,20
30115,1,NSS
30115,2,NSS
30116,1,NA
30116,2,NA
30117,1,NSS
30117,2,NA
30118,1,115
30118,2,87
30119,1,NSS
30119,2,NSS
30120,1,NSS
30120,2,2
30121,1,23
30121,2,28
30122,1,NA
30122,2,NA
30123,1,NSS
30123,2,NA
30124,1,132
30124,2,174
30125,1,NSS
30125,2,NSS
30126,1,NSS
30126,2,9
30127,1,NSS
30127,2,2
30128,1,40
30128,2,40
30129,1,4
30129,2,8
30130,1,NA
30130,2,7
30131,1,51
30131,2,109
30132,1,NA
30132,2,NA
30133,1,NA
30133,2,NA
30134,1,NSS
30134,2,NA
30135,1,NA
30135,2,4
30136,1,NSS
30136,2,2
30137,1,NA
30137,2,NA
30138,1,NSS
30138,2,NSS
30139,1,1
30139,2,2
30140,1,NSS
30140,2,NA
30141,1,NA
30141,2,NA
30142,1,NA
30142,2,NA
30143,1,NSS
30143,2,NA
30144,1,NSS
30144,2,NSS
30145,1,NSS
30145,2,NA
30146,1,NSS
30146,2,NA
30147,1,NSS
30147,2,NSS
30148,1,NA
30148,2,NA
30149,1,NA
30149,2,1
30150,1,NSS
30150,2,2
30151,1,NA
30151,2,NA
30152,1,NA
30152,2,NA
30153,1,NA
30153,2,1
30154,1,1
30154,2,1
30155,1,NSS
30155,2,NA
30156,1,NSS
30156,2,NA
30157,1,NSS
30157,2,1
30158,1,NSS
30158,2,31
30159,1,NSS
30159,2,2
30160,1,1
30160,2,6
30161,1,NA
30161,2,3
30162,1,NSS
30162,2,NA
30163,1,NA
30163,2,1
30164,1,NSS
30164,2,4
30165,1,NSS
30165,2,3
30166,1,NSS
30166,2,NA
30167,1,NSS
30167,2,NA
30168,1,NA
30168,2,NA
30169,1,NSS
30169,2,NSS
30170,1,NA
30170,2,5
30171,1,NA
30171,2,NA
30172,1,NSS
30172,2,1
30173,1,NSS
30173,2,2
30174,1,NSS
30174,2,14
30175,1,NA
30175,2,NA
30176,1,NA
30176,2,NA
30177,1,NA
30177,2,2
30178,1,NA
30178,2,NA
30179,1,NA
30179,2,NA
30180,1,NA
30180,2,NA
30181,1,7
30181,2,9
30182,1,NSS
30182,2,NSS
30183,1,NA
30183,2,44
30184,1,NA
30184,2,NA
30185,1,NA
30185,2,NA
30186,1,NSS
30186,2,1
30187,1,NSS
30187,2,1
30188,1,NSS
30188,2,NA
30189,1,NSS
30189,2,27
30190,1,NA
30190,2,NA
30191,1,NSS
30191,2,NSS
30192,1,NSS
30192,2,NA
30193,1,NSS
30193,2,NSS
30194,1,NA
30194,2,1
30195,1,NA
30195,2,1
30196,1,NA
30196,2,8
30197,1,NA
30197,2,NA
30198,1,NA
30198,2,NA
30199,1,NA
30199,2,3
30200,1,NSS
30200,2,2
30201,1,NSS
30201,2,23
30202,1,NA
30202,2,NA
30203,1,NA
30203,2,7
30204,1,NA
30204,2,NA
30205,1,NA
30205,2,NA
30206,1,NA
30206,2,NA
30207,1,NA
30207,2,16
30208,1,NA
30208,2,NA
30209,1,NA
30209,2,NA
30210,1,NA
30210,2,NA
30211,1,NA
30211,2,NA
30212,1,NA
30212,2,2
31001,1,NA
31001,2,NA
31002,1,NA
31002,2,1
31003,1,2
31003,2,3
31004,1,NA
31004,2,2
31005,1,NA
31005,2,NA
31006,1,NA
31006,2,NA
31007,1,NSS
31007,2,4
31008,1,NA
31008,2,NA
31009,1,NA
31009,2,1
31010,1,NA
31010,2,NA
31011,1,1
31011,2,2
31012,1,NA
31012,2,NA
31013,1,NA
31013,2,6
31014,1,NA
31014,2,NA
31015,1,NA
31015,2,1
31016,1,NA
31016,2,4
31017,1,NA
31017,2,NA
31018,1,NA
31018,2,1
31019,1,5
31019,2,NA
31020,1,NA
31020,2,NA
31021,1,NA
31021,2,1
31022,1,NA
31022,2,NA
31023,1,NA
31023,2,NA
31024,1,NA
31024,2,NA
31025,1,NA
31025,2,1
31026,1,NA
31026,2,3
31027,1,4
31027,2,3
31028,1,NA
31028,2,NA
31029,1,2
31029,2,NA
31030,1,NA
31030,2,NA
31031,1,1
31031,2,NA
31032,1,NA
31032,2,7
31033,1,2
31033,2,1
31034,1,NA
31034,2,1
31035,1,NA
31035,2,3
31036,1,NA
31036,2,NA
31037,1,NA
31037,2,2
31038,1,3
31038,2,5
31039,1,NA
31039,2,1
31040,1,3
31040,2,2
31041,1,85
31041,2,262
31042,1,NA
31042,2,NA
31043,1,NA
31043,2,NA
31044,1,NSS
31044,2,NA
31045,1,NA
31045,2,NA
31046,1,3
31046,2,1
31047,1,NA
31047,2,1
31048,1,NA
31048,2,1
31049,1,NA
31049,2,NA
31050,1,49
31050,2,84
31051,1,NA
31051,2,NA
31052,1,47
31052,2,56
31053,1,NA
31053,2,6
31054,1,NA
31054,2,NA
31055,1,NA
31055,2,4
31056,1,4
31056,2,27
31057,1,NA
31057,2,NA
31058,1,NSS
31058,2,5
31059,1,360
31059,2,628
31060,1,NA
31060,2,NA
31061,1,NA
31061,2,NA
31062,1,1
31062,2,NA
31063,1,1
31063,2,2
31064,1,NA
31064,2,NA
31065,1,NA
31065,2,NA
31066,1,NA
31066,2,NA
31067,1,NA
31067,2,NA
31068,1,NA
31068,2,NA
31069,1,NA
31069,2,NA
31070,1,NA
31070,2,2
31071,1,NA
31071,2,NA
31072,1,NA
31072,2,NA
31073,1,NA
31073,2,NA
31074,1,NA
31074,2,NA
31075,1,NA
31075,2,NA
31076,1,NA
31076,2,6
31077,1,NA
31077,2,NA
31078,1,3
31078,2,4
31079,1,15
31079,2,20
31080,1,1
31080,2,NA
31081,1,NA
31081,2,NA
31082,1,3
31082,2,2
31083,1,NA
31083,2,NA
31084,1,NA
31084,2,NA
31085,1,NA
31085,2,NA
31086,1,2
31086,2,NA
31087,1,1
31087,2,1
31088,1,NA
31088,2,NA
31089,1,21
31089,2,31
31090,1,NA
31090,2,NA
31091,1,NA
31091,2,2
31092,1,NA
31092,2,NA
31093,1,3
31093,2,5
31094,1,NA
31094,2,NA
31095,1,NA
31095,2,1
31096,1,51
31096,2,136
31097,1,NA
31097,2,NA
31098,1,NA
31098,2,1
31099,1,NA
31099,2,NA
31100,1,NA
31100,2,NA
31101,1,36
31101,2,31
31102,1,45
31102,2,51
31103,1,NA
31103,2,2
31104,1,1
31104,2,NA
31105,1,NA
31105,2,NA
31106,1,NA
31106,2,NA
32001,1,NA
32001,2,NA
32002,1,NA
32002,2,NA
32003,1,NA
32003,2,NA
32004,1,NA
32004,2,NA
32005,1,11
32005,2,9
32006,1,NA
32006,2,NA
32007,1,NA
32007,2,NA
32008,1,NA
32008,2,3
32009,1,NSS
32009,2,NA
32010,1,231
32010,2,168
32011,1,NA
32011,2,1
32012,1,NA
32012,2,NA
32013,1,NA
32013,2,NA
32014,1,NA
32014,2,NA
32015,1,NA
32015,2,NA
32016,1,NA
32016,2,1
32017,1,1826
32017,2,1778
32018,1,NA
32018,2,NA
32019,1,NA
32019,2,NA
32020,1,43
32020,2,44
32021,1,NA
32021,2,NA
32022,1,NSS
32022,2,NA
32023,1,3
32023,2,4
32024,1,10
32024,2,13
32025,1,NSS
32025,2,NA
32026,1,NA
32026,2,NA
32027,1,NA
32027,2,NA
32028,1,NA
32028,2,NA
32029,1,NSS
32029,2,NA
32030,1,2
32030,2,1
32031,1,NA
32031,2,NA
32032,1,NA
32032,2,8
32033,1,NA
32033,2,NA
32034,1,NSS
32034,2,NSS
32035,1,3
32035,2,1
32036,1,10
32036,2,30
32037,1,10
32037,2,50
32038,1,NA
32038,2,8
32039,1,NSS
32039,2,NA
32040,1,NA
32040,2,NA
32041,1,NA
32041,2,NA
32042,1,3
32042,2,4
32043,1,NA
32043,2,NA
32044,1,NA
32044,2,3
32045,1,NA
32045,2,NA
32046,1,NSS
32046,2,1
32047,1,3
32047,2,2
32048,1,1
32048,2,2
32049,1,5
32049,2,29
32050,1,NA
32050,2,2
32051,1,NA
32051,2,NA
32052,1,NA
32052,2,NA
32053,1,NA
32053,2,7
32054,1,NA
32054,2,NA
32055,1,NA
32055,2,NA
32056,1,100
32056,2,297
32057,1,20
32057,2,25
32058,1,NA
32058,2,NA
