ubicageo_f,formprot_a,rnsnni1,motivott,motivo1,motivo2,motivo3,motivo4,motivo5,motivo6,motivo7,motivo8,motivo9,motivo10,motivo11,motivo12
10032,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10032,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10032,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10033,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10033,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10033,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10034,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10034,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10034,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10035,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10035,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10035,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10036,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10036,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10036,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10037,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10037,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10037,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10038,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10038,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10038,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10039,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10039,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10039,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11001,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11001,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11001,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11002,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11002,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11002,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11003,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11003,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11003,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11004,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11004,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11004,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11005,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11005,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11005,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11006,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11006,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11006,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11007,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11007,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11007,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11008,1,9,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS
11008,2,9,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS
11008,3,9,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS
11009,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11009,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11009,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11010,1,9,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS
11010,2,9,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS
11010,3,9,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS
11011,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11011,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11011,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11012,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11012,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11012,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11013,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11013,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11013,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11014,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11014,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11014,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11015,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11015,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11015,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11016,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11016,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11016,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11017,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11017,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11017,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11018,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11018,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11018,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11019,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11019,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11019,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11020,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11020,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11020,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11021,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11021,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11021,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11022,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11022,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11022,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11023,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11023,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11023,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11024,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11024,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11024,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11025,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11025,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11025,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11026,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11026,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11026,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11027,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11027,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11027,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11028,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11028,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11028,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11029,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11029,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11029,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11030,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11030,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11030,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11031,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11031,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11031,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11032,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11032,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11032,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11033,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11033,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11033,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11034,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11034,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11034,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11035,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11035,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11035,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11036,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11036,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11036,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11037,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11037,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11037,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11038,1,9,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS
11038,2,9,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS
11038,3,9,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS
11039,1,9,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS
11039,2,9,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS
11039,3,9,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS
11040,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11040,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11040,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11041,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11041,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11041,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11042,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11042,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11042,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11043,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11043,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11043,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11044,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11044,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11044,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11045,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11045,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11045,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11046,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11046,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11046,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12001,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12001,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12001,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12002,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12002,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12002,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12003,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12003,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12003,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12004,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12004,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12004,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12005,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12005,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12005,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12006,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12006,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12006,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12007,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12007,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12007,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12008,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12008,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12008,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12009,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12009,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12009,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12010,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12010,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12010,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12011,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12011,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12011,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12012,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12012,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12012,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12013,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12013,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12013,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12014,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12014,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12014,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12015,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12015,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12015,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12016,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12016,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12016,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12017,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12017,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12017,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12018,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12018,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12018,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12019,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12019,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12019,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12020,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12020,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12020,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12021,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12021,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12021,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12022,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12022,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12022,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12023,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12023,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12023,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12024,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12024,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12024,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12025,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12025,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12025,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12026,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12026,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12026,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12027,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12027,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12027,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12028,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12028,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12028,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12029,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12029,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12029,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12030,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12030,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12030,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12031,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12031,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12031,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12032,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12032,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12032,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12033,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12033,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12033,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12034,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12034,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12034,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12035,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12035,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12035,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12036,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12036,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12036,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12037,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12037,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12037,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12038,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12038,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12038,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12039,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12039,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12039,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12040,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12040,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12040,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12041,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12041,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12041,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12042,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12042,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12042,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12043,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12043,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12043,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12044,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12044,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12044,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12045,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12045,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12045,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12046,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12046,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
