ubicageo_f,formprot_a,rnsnni1,motivott,motivo1,motivo2,motivo3,motivo4,motivo5,motivo6,motivo7,motivo8,motivo9,motivo10,motivo11,motivo12
20311,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20311,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20311,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20312,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20312,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20312,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20313,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20313,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20313,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20314,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20314,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20314,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20315,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20315,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20315,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20316,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20316,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20316,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20317,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20317,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20317,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20318,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20318,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20318,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20319,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20319,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20319,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20320,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20320,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20320,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20321,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20321,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20321,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20322,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20322,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20322,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20323,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20323,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20323,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20324,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20324,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20324,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20325,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20325,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20325,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20326,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20326,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20326,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20327,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20327,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20327,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20328,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1
20328,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20328,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20329,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20329,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20329,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20330,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20330,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20330,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20331,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20331,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20331,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
