ubicageo_f,tipoequi_f,rnsnni1,rnsnni2,totalca1,sexostt,sexos1,sexos2,sexosne
20240,21,2,0,NA,NA,NA,NA,
20240,22,2,0,NA,NA,NA,NA,
20240,23,2,0,NA,NA,NA,NA,
20240,24,2,0,NA,NA,NA,NA,
20240,25,2,0,NA,NA,NA,NA,
20240,31,2,0,NA,NA,NA,NA,
20240,32,2,0,NA,NA,NA,NA,
20240,40,2,0,NA,NA,NA,NA,
20241,11,2,0,NA,NA,NA,NA,
20241,12,2,0,NA,NA,NA,NA,
20241,13,2,0,NA,NA,NA,NA,
20241,14,2,0,NA,NA,NA,NA,
20241,15,2,0,NA,NA,NA,NA,
20241,16,2,0,NA,NA,NA,NA,
20241,17,2,0,NA,NA,NA,NA,
20241,18,2,0,NA,NA,NA,NA,
20241,19,2,0,NA,NA,NA,NA,
20241,21,1,1,3,3,3,0,
20241,22,2,0,NA,NA,NA,NA,
20241,23,2,0,NA,NA,NA,NA,
20241,24,2,0,NA,NA,NA,NA,
20241,25,2,0,NA,NA,NA,NA,
20241,31,2,0,NA,NA,NA,NA,
20241,32,2,0,NA,NA,NA,NA,
20241,40,2,0,NA,NA,NA,NA,
20242,11,0,0,NA,NA,NA,NA,
20242,12,0,0,NA,NA,NA,NA,
20242,13,0,0,NA,NA,NA,NA,
20242,14,0,0,NA,NA,NA,NA,
20242,15,0,0,NA,NA,NA,NA,
20242,16,0,0,NA,NA,NA,NA,
20242,17,0,0,NA,NA,NA,NA,
20242,18,0,0,NA,NA,NA,NA,
20242,19,0,0,NA,NA,NA,NA,
20242,21,0,0,NA,NA,NA,NA,
20242,22,0,0,NA,NA,NA,NA,
20242,23,0,0,NA,NA,NA,NA,
20242,24,0,0,NA,NA,NA,NA,
20242,25,0,0,NA,NA,NA,NA,
20242,31,0,0,NA,NA,NA,NA,
20242,32,0,0,NA,NA,NA,NA,
20242,40,0,0,NA,NA,NA,NA,
20243,11,2,0,NA,NA,NA,NA,
20243,12,2,0,NA,NA,NA,NA,
20243,13,2,0,NA,NA,NA,NA,
20243,14,2,0,NA,NA,NA,NA,
20243,15,2,0,NA,NA,NA,NA,
20243,16,2,0,NA,NA,NA,NA,
20243,17,2,0,NA,NA,NA,NA,
20243,18,2,0,NA,NA,NA,NA,
20243,19,2,0,NA,NA,NA,NA,
20243,21,2,0,NA,NA,NA,NA,
20243,22,2,0,NA,NA,NA,NA,
20243,23,2,0,NA,NA,NA,NA,
20243,24,2,0,NA,NA,NA,NA,
20243,25,2,0,NA,NA,NA,NA,
20243,31,2,0,NA,NA,NA,NA,
20243,32,2,0,NA,NA,NA,NA,
20243,40,2,0,NA,NA,NA,NA,
20244,11,2,0,NA,NA,NA,NA,
20244,12,2,0,NA,NA,NA,NA,
20244,13,2,0,NA,NA,NA,NA,
20244,14,2,0,NA,NA,NA,NA,
20244,15,2,0,NA,NA,NA,NA,
20244,16,2,0,NA,NA,NA,NA,
20244,17,2,0,NA,NA,NA,NA,
20244,18,2,0,NA,NA,NA,NA,
20244,19,2,0,NA,NA,NA,NA,
20244,21,1,1,3,3,3,0,
20244,22,2,0,NA,NA,NA,NA,
20244,23,1,1,3,3,3,0,
20244,24,2,0,NA,NA,NA,NA,
20244,25,2,0,NA,NA,NA,NA,
20244,31,2,0,NA,NA,NA,NA,
20244,32,2,0,NA,NA,NA,NA,
20244,40,2,0,NA,NA,NA,NA,
20245,11,2,0,NA,NA,NA,NA,
20245,12,2,0,NA,NA,NA,NA,
20245,13,2,0,NA,NA,NA,NA,
20245,14,2,0,NA,NA,NA,NA,
20245,15,2,0,NA,NA,NA,NA,
20245,16,2,0,NA,NA,NA,NA,
20245,17,2,0,NA,NA,NA,NA,
20245,18,2,0,NA,NA,NA,NA,
20245,19,2,0,NA,NA,NA,NA,
20245,21,2,0,NA,NA,NA,NA,
20245,22,2,0,NA,NA,NA,NA,
20245,23,2,0,NA,NA,NA,NA,
20245,24,2,0,NA,NA,NA,NA,
20245,25,2,0,NA,NA,NA,NA,
20245,31,2,0,NA,NA,NA,NA,
20245,32,2,0,NA,NA,NA,NA,
20245,40,2,0,NA,NA,NA,NA,
20246,11,2,0,NA,NA,NA,NA,
20246,12,2,0,NA,NA,NA,NA,
20246,13,2,0,NA,NA,NA,NA,
20246,14,2,0,NA,NA,NA,NA,
20246,15,2,0,NA,NA,NA,NA,
20246,16,2,0,NA,NA,NA,NA,
20246,17,2,0,NA,NA,NA,NA,
20246,18,2,0,NA,NA,NA,NA,
20246,19,2,0,NA,NA,NA,NA,
20246,21,1,1,16,16,16,0,
20246,22,2,0,NA,NA,NA,NA,
20246,23,2,0,NA,NA,NA,NA,
20246,24,2,0,NA,NA,NA,NA,
20246,25,2,0,NA,NA,NA,NA,
20246,31,2,0,NA,NA,NA,NA,
20246,32,2,0,NA,NA,NA,NA,
20246,40,2,0,NA,NA,NA,NA,
20247,11,2,0,NA,NA,NA,NA,
20247,12,2,0,NA,NA,NA,NA,
20247,13,2,0,NA,NA,NA,NA,
20247,14,2,0,NA,NA,NA,NA,
20247,15,2,0,NA,NA,NA,NA,
20247,16,2,0,NA,NA,NA,NA,
20247,17,1,1,3,3,3,0,
20247,18,2,0,NA,NA,NA,NA,
20247,19,2,0,NA,NA,NA,NA,
20247,21,1,1,3,3,3,0,
20247,22,2,0,NA,NA,NA,NA,
20247,23,1,1,1,1,1,0,
20247,24,2,0,NA,NA,NA,NA,
20247,25,2,0,NA,NA,NA,NA,
20247,31,2,0,NA,NA,NA,NA,
20247,32,2,0,NA,NA,NA,NA,
20247,40,2,0,NA,NA,NA,NA,
20248,11,2,0,NA,NA,NA,NA,
20248,12,2,0,NA,NA,NA,NA,
20248,13,2,0,NA,NA,NA,NA,
20248,14,2,0,NA,NA,NA,NA,
20248,15,2,0,NA,NA,NA,NA,
20248,16,2,0,NA,NA,NA,NA,
20248,17,2,0,NA,NA,NA,NA,
20248,18,2,0,NA,NA,NA,NA,
20248,19,2,0,NA,NA,NA,NA,
20248,21,1,1,15,12,10,2,
20248,22,2,0,NA,NA,NA,NA,
20248,23,1,1,8,8,7,1,
20248,24,2,0,NA,NA,NA,NA,
20248,25,2,0,NA,NA,NA,NA,
20248,31,2,0,NA,NA,NA,NA,
20248,32,2,0,NA,NA,NA,NA,
20248,40,2,0,NA,NA,NA,NA,
20249,11,2,0,NA,NA,NA,NA,
20249,12,2,0,NA,NA,NA,NA,
20249,13,2,0,NA,NA,NA,NA,
20249,14,2,0,NA,NA,NA,NA,
20249,15,2,0,NA,NA,NA,NA,
20249,16,2,0,NA,NA,NA,NA,
20249,17,1,1,10,10,10,0,
20249,18,2,0,NA,NA,NA,NA,
20249,19,2,0,NA,NA,NA,NA,
20249,21,1,1,20,20,20,0,
20249,22,2,0,NA,NA,NA,NA,
20249,23,1,1,5,5,5,0,
20249,24,2,0,NA,NA,NA,NA,
20249,25,1,1,20,20,20,0,
20249,31,2,0,NA,NA,NA,NA,
20249,32,2,0,NA,NA,NA,NA,
20249,40,2,0,NA,NA,NA,NA,
20250,11,2,0,NA,NA,NA,NA,
20250,12,2,0,NA,NA,NA,NA,
20250,13,2,0,NA,NA,NA,NA,
20250,14,2,0,NA,NA,NA,NA,
20250,15,2,0,NA,NA,NA,NA,
20250,16,2,0,NA,NA,NA,NA,
20250,17,1,1,13,13,10,3,
20250,18,2,0,NA,NA,NA,NA,
20250,19,2,0,NA,NA,NA,NA,
20250,21,2,0,NA,NA,NA,NA,
20250,22,2,0,NA,NA,NA,NA,
20250,23,2,0,NA,NA,NA,NA,
20250,24,2,0,NA,NA,NA,NA,
20250,25,2,0,NA,NA,NA,NA,
20250,31,2,0,NA,NA,NA,NA,
20250,32,2,0,NA,NA,NA,NA,
20250,40,2,0,NA,NA,NA,NA,
20251,11,2,0,NA,NA,NA,NA,
20251,12,2,0,NA,NA,NA,NA,
20251,13,2,0,NA,NA,NA,NA,
20251,14,2,0,NA,NA,NA,NA,
20251,15,2,0,NA,NA,NA,NA,
20251,16,2,0,NA,NA,NA,NA,
20251,17,2,0,NA,NA,NA,NA,
20251,18,2,0,NA,NA,NA,NA,
20251,19,2,0,NA,NA,NA,NA,
20251,21,2,0,NA,NA,NA,NA,
20251,22,2,0,NA,NA,NA,NA,
20251,23,2,0,NA,NA,NA,NA,
20251,24,2,0,NA,NA,NA,NA,
20251,25,2,0,NA,NA,NA,NA,
20251,31,2,0,NA,NA,NA,NA,
20251,32,2,0,NA,NA,NA,NA,
20251,40,2,0,NA,NA,NA,NA,
20252,11,2,0,NA,NA,NA,NA,
20252,12,2,0,NA,NA,NA,NA,
20252,13,2,0,NA,NA,NA,NA,
20252,14,2,0,NA,NA,NA,NA,
20252,15,2,0,NA,NA,NA,NA,
20252,16,2,0,NA,NA,NA,NA,
20252,17,1,1,7,7,7,0,
20252,18,2,0,NA,NA,NA,NA,
20252,19,2,0,NA,NA,NA,NA,
20252,21,1,1,8,8,8,0,
20252,22,2,0,NA,NA,NA,NA,
20252,23,2,0,NA,NA,NA,NA,
20252,24,2,0,NA,NA,NA,NA,
20252,25,2,0,NA,NA,NA,NA,
20252,31,2,0,NA,NA,NA,NA,
20252,32,2,0,NA,NA,NA,NA,
20252,40,2,0,NA,NA,NA,NA,
20253,11,2,0,NA,NA,NA,NA,
20253,12,2,0,NA,NA,NA,NA,
20253,13,2,0,NA,NA,NA,NA,
20253,14,2,0,NA,NA,NA,NA,
20253,15,2,0,NA,NA,NA,NA,
20253,16,2,0,NA,NA,NA,NA,
20253,17,1,1,8,8,6,2,
20253,18,2,0,NA,NA,NA,NA,
20253,19,2,0,NA,NA,NA,NA,
20253,21,1,1,8,8,6,2,
20253,22,2,0,NA,NA,NA,NA,
20253,23,1,2,NA,NA,NA,NA,
20253,24,2,0,NA,NA,NA,NA,
20253,25,2,0,NA,NA,NA,NA,
20253,31,2,0,NA,NA,NA,NA,
20253,32,2,0,NA,NA,NA,NA,
20253,40,2,0,NA,NA,NA,NA,
20254,11,2,0,NA,NA,NA,NA,
20254,12,2,0,NA,NA,NA,NA,
20254,13,2,0,NA,NA,NA,NA,
20254,14,2,0,NA,NA,NA,NA,
20254,15,2,0,NA,NA,NA,NA,
20254,16,2,0,NA,NA,NA,NA,
20254,17,2,0,NA,NA,NA,NA,
20254,18,2,0,NA,NA,NA,NA,
20254,19,2,0,NA,NA,NA,NA,
20254,21,2,0,NA,NA,NA,NA,
20254,22,2,0,NA,NA,NA,NA,
20254,23,2,0,NA,NA,NA,NA,
20254,24,2,0,NA,NA,NA,NA,
20254,25,2,0,NA,NA,NA,NA,
20254,31,2,0,NA,NA,NA,NA,
20254,32,2,0,NA,NA,NA,NA,
20254,40,2,0,NA,NA,NA,NA,
20255,11,2,0,NA,NA,NA,NA,
20255,12,2,0,NA,NA,NA,NA,
20255,13,2,0,NA,NA,NA,NA,
20255,14,2,0,NA,NA,NA,NA,
20255,15,2,0,NA,NA,NA,NA,
20255,16,2,0,NA,NA,NA,NA,
20255,17,2,0,NA,NA,NA,NA,
20255,18,2,0,NA,NA,NA,NA,
20255,19,2,0,NA,NA,NA,NA,
20255,21,1,1,15,15,15,0,
20255,22,2,0,NA,NA,NA,NA,
20255,23,2,0,NA,NA,NA,NA,
20255,24,2,0,NA,NA,NA,NA,
20255,25,2,0,NA,NA,NA,NA,
20255,31,2,0,NA,NA,NA,NA,
20255,32,2,0,NA,NA,NA,NA,
20255,40,2,0,NA,NA,NA,NA,
20256,11,2,0,NA,NA,NA,NA,
20256,12,2,0,NA,NA,NA,NA,
20256,13,2,0,NA,NA,NA,NA,
20256,14,2,0,NA,NA,NA,NA,
20256,15,2,0,NA,NA,NA,NA,
20256,16,2,0,NA,NA,NA,NA,
20256,17,2,0,NA,NA,NA,NA,
20256,18,2,0,NA,NA,NA,NA,
20256,19,2,0,NA,NA,NA,NA,
20256,21,2,0,NA,NA,NA,NA,
20256,22,2,0,NA,NA,NA,NA,
20256,23,2,0,NA,NA,NA,NA,
20256,24,2,0,NA,NA,NA,NA,
20256,25,2,0,NA,NA,NA,NA,
20256,31,2,0,NA,NA,NA,NA,
20256,32,2,0,NA,NA,NA,NA,
20256,40,2,0,NA,NA,NA,NA,
20257,11,2,0,NA,NA,NA,NA,
20257,12,2,0,NA,NA,NA,NA,
20257,13,2,0,NA,NA,NA,NA,
20257,14,2,0,NA,NA,NA,NA,
20257,15,2,0,NA,NA,NA,NA,
20257,16,2,0,NA,NA,NA,NA,
20257,17,2,0,NA,NA,NA,NA,
20257,18,2,0,NA,NA,NA,NA,
20257,19,2,0,NA,NA,NA,NA,
20257,21,2,0,NA,NA,NA,NA,
20257,22,2,0,NA,NA,NA,NA,
20257,23,2,0,NA,NA,NA,NA,
20257,24,2,0,NA,NA,NA,NA,
20257,25,2,0,NA,NA,NA,NA,
20257,31,2,0,NA,NA,NA,NA,
20257,32,2,0,NA,NA,NA,NA,
20257,40,2,0,NA,NA,NA,NA,
20258,11,2,0,NA,NA,NA,NA,
20258,12,2,0,NA,NA,NA,NA,
20258,13,2,0,NA,NA,NA,NA,
20258,14,2,0,NA,NA,NA,NA,
20258,15,2,0,NA,NA,NA,NA,
20258,16,2,0,NA,NA,NA,NA,
20258,17,2,0,NA,NA,NA,NA,
20258,18,2,0,NA,NA,NA,NA,
20258,19,2,0,NA,NA,NA,NA,
20258,21,2,0,NA,NA,NA,NA,
20258,22,2,0,NA,NA,NA,NA,
20258,23,2,0,NA,NA,NA,NA,
20258,24,2,0,NA,NA,NA,NA,
20258,25,2,0,NA,NA,NA,NA,
20258,31,2,0,NA,NA,NA,NA,
20258,32,2,0,NA,NA,NA,NA,
20258,40,2,0,NA,NA,NA,NA,
20259,11,2,0,NA,NA,NA,NA,
20259,12,2,0,NA,NA,NA,NA,
20259,13,2,0,NA,NA,NA,NA,
20259,14,2,0,NA,NA,NA,NA,
20259,15,2,0,NA,NA,NA,NA,
20259,16,2,0,NA,NA,NA,NA,
20259,17,2,0,NA,NA,NA,NA,
20259,18,2,0,NA,NA,NA,NA,
20259,19,2,0,NA,NA,NA,NA,
20259,21,2,0,NA,NA,NA,NA,
20259,22,2,0,NA,NA,NA,NA,
20259,23,2,0,NA,NA,NA,NA,
20259,24,2,0,NA,NA,NA,NA,
20259,25,2,0,NA,NA,NA,NA,
20259,31,2,0,NA,NA,NA,NA,
20259,32,2,0,NA,NA,NA,NA,
20259,40,2,0,NA,NA,NA,NA,
20260,11,2,0,NA,NA,NA,NA,
20260,12,2,0,NA,NA,NA,NA,
20260,13,2,0,NA,NA,NA,NA,
20260,14,2,0,NA,NA,NA,NA,
20260,15,2,0,NA,NA,NA,NA,
20260,16,2,0,NA,NA,NA,NA,
20260,17,1,1,6,6,6,0,
20260,18,2,0,NA,NA,NA,NA,
20260,19,2,0,NA,NA,NA,NA,
20260,21,1,1,23,23,23,0,
20260,22,2,0,NA,NA,NA,NA,
20260,23,1,1,4,4,4,0,
20260,24,2,0,NA,NA,NA,NA,
20260,25,2,0,NA,NA,NA,NA,
20260,31,2,0,NA,NA,NA,NA,
20260,32,2,0,NA,NA,NA,NA,
20260,40,2,0,NA,NA,NA,NA,
20261,11,2,0,NA,NA,NA,NA,
20261,12,2,0,NA,NA,NA,NA,
20261,13,2,0,NA,NA,NA,NA,
20261,14,2,0,NA,NA,NA,NA,
20261,15,2,0,NA,NA,NA,NA,
20261,16,2,0,NA,NA,NA,NA,
20261,17,1,1,26,26,22,4,
20261,18,2,0,NA,NA,NA,NA,
20261,19,2,0,NA,NA,NA,NA,
20261,21,1,1,26,26,22,4,
20261,22,2,0,NA,NA,NA,NA,
20261,23,1,1,26,26,22,4,
20261,24,2,0,NA,NA,NA,NA,
20261,25,2,0,NA,NA,NA,NA,
20261,31,2,0,NA,NA,NA,NA,
20261,32,2,0,NA,NA,NA,NA,
20261,40,2,0,NA,NA,NA,NA,
20262,11,2,0,NA,NA,NA,NA,
20262,12,2,0,NA,NA,NA,NA,
20262,13,2,0,NA,NA,NA,NA,
20262,14,2,0,NA,NA,NA,NA,
20262,15,2,0,NA,NA,NA,NA,
20262,16,2,0,NA,NA,NA,NA,
20262,17,2,0,NA,NA,NA,NA,
20262,18,2,0,NA,NA,NA,NA,
20262,19,2,0,NA,NA,NA,NA,
20262,21,2,0,NA,NA,NA,NA,
20262,22,2,0,NA,NA,NA,NA,
20262,23,2,0,NA,NA,NA,NA,
20262,24,2,0,NA,NA,NA,NA,
20262,25,2,0,NA,NA,NA,NA,
20262,31,2,0,NA,NA,NA,NA,
20262,32,2,0,NA,NA,NA,NA,
20262,40,2,0,NA,NA,NA,NA,
20263,11,2,0,NA,NA,NA,NA,
20263,12,2,0,NA,NA,NA,NA,
20263,13,2,0,NA,NA,NA,NA,
20263,14,2,0,NA,NA,NA,NA,
20263,15,2,0,NA,NA,NA,NA,
20263,16,2,0,NA,NA,NA,NA,
20263,17,2,0,NA,NA,NA,NA,
20263,18,2,0,NA,NA,NA,NA,
20263,19,2,0,NA,NA,NA,NA,
20263,21,1,1,8,8,8,0,
20263,22,2,0,NA,NA,NA,NA,
20263,23,1,1,14,14,13,1,
20263,24,2,0,NA,NA,NA,NA,
20263,25,1,1,14,14,13,1,
20263,31,1,1,3,3,3,0,
20263,32,2,0,NA,NA,NA,NA,
20263,40,2,0,NA,NA,NA,NA,
20264,11,2,0,NA,NA,NA,NA,
20264,12,2,0,NA,NA,NA,NA,
20264,13,2,0,NA,NA,NA,NA,
20264,14,2,0,NA,NA,NA,NA,
20264,15,2,0,NA,NA,NA,NA,
20264,16,2,0,NA,NA,NA,NA,
20264,17,2,0,NA,NA,NA,NA,
20264,18,2,0,NA,NA,NA,NA,
20264,19,2,0,NA,NA,NA,NA,
20264,21,2,0,NA,NA,NA,NA,
20264,22,2,0,NA,NA,NA,NA,
20264,23,2,0,NA,NA,NA,NA,
20264,24,2,0,NA,NA,NA,NA,
20264,25,2,0,NA,NA,NA,NA,
20264,31,2,0,NA,NA,NA,NA,
20264,32,2,0,NA,NA,NA,NA,
20264,40,2,0,NA,NA,NA,NA,
20265,11,2,0,NA,NA,NA,NA,
20265,12,2,0,NA,NA,NA,NA,
20265,13,2,0,NA,NA,NA,NA,
20265,14,2,0,NA,NA,NA,NA,
20265,15,2,0,NA,NA,NA,NA,
20265,16,2,0,NA,NA,NA,NA,
20265,17,2,0,NA,NA,NA,NA,
20265,18,2,0,NA,NA,NA,NA,
20265,19,2,0,NA,NA,NA,NA,
20265,21,2,0,NA,NA,NA,NA,
20265,22,2,0,NA,NA,NA,NA,
20265,23,2,0,NA,NA,NA,NA,
20265,24,2,0,NA,NA,NA,NA,
20265,25,2,0,NA,NA,NA,NA,
20265,31,2,0,NA,NA,NA,NA,
20265,32,2,0,NA,NA,NA,NA,
20265,40,2,0,NA,NA,NA,NA,
20266,11,2,0,NA,NA,NA,NA,
20266,12,2,0,NA,NA,NA,NA,
20266,13,2,0,NA,NA,NA,NA,
20266,14,2,0,NA,NA,NA,NA,
20266,15,2,0,NA,NA,NA,NA,
20266,16,2,0,NA,NA,NA,NA,
20266,17,2,0,NA,NA,NA,NA,
20266,18,2,0,NA,NA,NA,NA,
20266,19,2,0,NA,NA,NA,NA,
20266,21,1,2,NA,NA,NA,NA,
20266,22,2,0,NA,NA,NA,NA,
20266,23,1,1,2,1,1,0,
20266,24,2,0,NA,NA,NA,NA,
20266,25,2,0,NA,NA,NA,NA,
20266,31,2,0,NA,NA,NA,NA,
20266,32,2,0,NA,NA,NA,NA,
20266,40,2,0,NA,NA,NA,NA,
20267,11,2,0,NA,NA,NA,NA,
20267,12,2,0,NA,NA,NA,NA,
20267,13,2,0,NA,NA,NA,NA,
20267,14,2,0,NA,NA,NA,NA,
20267,15,2,0,NA,NA,NA,NA,
20267,16,2,0,NA,NA,NA,NA,
20267,17,2,0,NA,NA,NA,NA,
20267,18,2,0,NA,NA,NA,NA,
20267,19,2,0,NA,NA,NA,NA,
20267,21,2,0,NA,NA,NA,NA,
20267,22,2,0,NA,NA,NA,NA,
20267,23,2,0,NA,NA,NA,NA,
20267,24,2,0,NA,NA,NA,NA,
20267,25,2,0,NA,NA,NA,NA,
20267,31,2,0,NA,NA,NA,NA,
20267,32,2,0,NA,NA,NA,NA,
20267,40,2,0,NA,NA,NA,NA,
20268,11,2,0,NA,NA,NA,NA,
20268,12,2,0,NA,NA,NA,NA,
20268,13,2,0,NA,NA,NA,NA,
20268,14,2,0,NA,NA,NA,NA,
20268,15,2,0,NA,NA,NA,NA,
20268,16,2,0,NA,NA,NA,NA,
20268,17,2,0,NA,NA,NA,NA,
20268,18,2,0,NA,NA,NA,NA,
20268,19,2,0,NA,NA,NA,NA,
20268,21,2,0,NA,NA,NA,NA,
20268,22,2,0,NA,NA,NA,NA,
20268,23,2,0,NA,NA,NA,NA,
20268,24,2,0,NA,NA,NA,NA,
20268,25,2,0,NA,NA,NA,NA,
20268,31,2,0,NA,NA,NA,NA,
20268,32,2,0,NA,NA,NA,NA,
20268,40,2,0,NA,NA,NA,NA,
20269,11,2,0,NA,NA,NA,NA,
20269,12,2,0,NA,NA,NA,NA,
20269,13,2,0,NA,NA,NA,NA,
20269,14,2,0,NA,NA,NA,NA,
20269,15,2,0,NA,NA,NA,NA,
20269,16,2,0,NA,NA,NA,NA,
20269,17,2,0,NA,NA,NA,NA,
20269,18,2,0,NA,NA,NA,NA,
20269,19,2,0,NA,NA,NA,NA,
20269,21,1,1,5,5,3,2,
20269,22,2,0,NA,NA,NA,NA,
20269,23,2,0,NA,NA,NA,NA,
20269,24,2,0,NA,NA,NA,NA,
20269,25,2,0,NA,NA,NA,NA,
20269,31,2,0,NA,NA,NA,NA,
20269,32,2,0,NA,NA,NA,NA,
20269,40,2,0,NA,NA,NA,NA,
20270,11,9,97,NSS,NSS,NSS,NSS,
20270,12,9,97,NSS,NSS,NSS,NSS,
20270,13,9,97,NSS,NSS,NSS,NSS,
20270,14,9,97,NSS,NSS,NSS,NSS,
20270,15,9,97,NSS,NSS,NSS,NSS,
20270,16,9,97,NSS,NSS,NSS,NSS,
20270,17,9,97,NSS,NSS,NSS,NSS,
20270,18,9,97,NSS,NSS,NSS,NSS,
20270,19,9,97,NSS,NSS,NSS,NSS,
20270,21,9,97,NSS,NSS,NSS,NSS,
20270,22,9,97,NSS,NSS,NSS,NSS,
20270,23,9,97,NSS,NSS,NSS,NSS,
20270,24,9,97,NSS,NSS,NSS,NSS,
20270,25,9,97,NSS,NSS,NSS,NSS,
20270,31,9,97,NSS,NSS,NSS,NSS,
20270,32,9,97,NSS,NSS,NSS,NSS,
20270,40,9,97,NSS,NSS,NSS,NSS,
20271,11,2,0,NA,NA,NA,NA,
20271,12,2,0,NA,NA,NA,NA,
20271,13,2,0,NA,NA,NA,NA,
20271,14,2,0,NA,NA,NA,NA,
20271,15,2,0,NA,NA,NA,NA,
20271,16,2,0,NA,NA,NA,NA,
20271,17,1,1,8,8,8,0,
20271,18,2,0,NA,NA,NA,NA,
20271,19,2,0,NA,NA,NA,NA,
20271,21,2,0,NA,NA,NA,NA,
20271,22,2,0,NA,NA,NA,NA,
20271,23,1,1,4,4,4,0,
20271,24,2,0,NA,NA,NA,NA,
20271,25,2,0,NA,NA,NA,NA,
20271,31,2,0,NA,NA,NA,NA,
20271,32,2,0,NA,NA,NA,NA,
20271,40,2,0,NA,NA,NA,NA,
20272,11,2,0,NA,NA,NA,NA,
20272,12,2,0,NA,NA,NA,NA,
20272,13,1,1,15,15,11,4,
20272,14,2,0,NA,NA,NA,NA,
20272,15,2,0,NA,NA,NA,NA,
20272,16,2,0,NA,NA,NA,NA,
20272,17,2,0,NA,NA,NA,NA,
20272,18,2,0,NA,NA,NA,NA,
20272,19,2,0,NA,NA,NA,NA,
20272,21,2,0,NA,NA,NA,NA,
20272,22,2,0,NA,NA,NA,NA,
20272,23,1,1,15,15,11,4,
20272,24,2,0,NA,NA,NA,NA,
20272,25,2,0,NA,NA,NA,NA,
20272,31,2,0,NA,NA,NA,NA,
20272,32,1,1,15,15,11,4,
20272,40,2,0,NA,NA,NA,NA,
20273,11,2,0,NA,NA,NA,NA,
20273,12,2,0,NA,NA,NA,NA,
20273,13,2,0,NA,NA,NA,NA,
20273,14,2,0,NA,NA,NA,NA,
20273,15,2,0,NA,NA,NA,NA,
20273,16,2,0,NA,NA,NA,NA,
20273,17,2,0,NA,NA,NA,NA,
20273,18,2,0,NA,NA,NA,NA,
20273,19,2,0,NA,NA,NA,NA,
20273,21,2,0,NA,NA,NA,NA,
20273,22,2,0,NA,NA,NA,NA,
20273,23,2,0,NA,NA,NA,NA,
20273,24,2,0,NA,NA,NA,NA,
20273,25,2,0,NA,NA,NA,NA,
20273,31,2,0,NA,NA,NA,NA,
20273,32,2,0,NA,NA,NA,NA,
20273,40,2,0,NA,NA,NA,NA,
20274,11,2,0,NA,NA,NA,NA,
20274,12,2,0,NA,NA,NA,NA,
20274,13,2,0,NA,NA,NA,NA,
20274,14,2,0,NA,NA,NA,NA,
20274,15,2,0,NA,NA,NA,NA,
20274,16,2,0,NA,NA,NA,NA,
20274,17,2,0,NA,NA,NA,NA,
20274,18,2,0,NA,NA,NA,NA,
20274,19,2,0,NA,NA,NA,NA,
20274,21,1,1,14,14,14,0,
20274,22,2,0,NA,NA,NA,NA,
20274,23,2,0,NA,NA,NA,NA,
20274,24,2,0,NA,NA,NA,NA,
20274,25,2,0,NA,NA,NA,NA,
20274,31,2,0,NA,NA,NA,NA,
20274,32,2,0,NA,NA,NA,NA,
20274,40,2,0,NA,NA,NA,NA,
20275,11,2,0,NA,NA,NA,NA,
20275,12,2,0,NA,NA,NA,NA,
20275,13,2,0,NA,NA,NA,NA,
20275,14,2,0,NA,NA,NA,NA,
20275,15,2,0,NA,NA,NA,NA,
20275,16,2,0,NA,NA,NA,NA,
20275,17,2,0,NA,NA,NA,NA,
20275,18,2,0,NA,NA,NA,NA,
20275,19,2,0,NA,NA,NA,NA,
20275,21,2,0,NA,NA,NA,NA,
20275,22,2,0,NA,NA,NA,NA,
20275,23,2,0,NA,NA,NA,NA,
20275,24,2,0,NA,NA,NA,NA,
20275,25,2,0,NA,NA,NA,NA,
20275,31,2,0,NA,NA,NA,NA,
20275,32,2,0,NA,NA,NA,NA,
20275,40,2,0,NA,NA,NA,NA,
20276,11,2,0,NA,NA,NA,NA,
20276,12,2,0,NA,NA,NA,NA,
20276,13,2,0,NA,NA,NA,NA,
20276,14,2,0,NA,NA,NA,NA,
20276,15,2,0,NA,NA,NA,NA,
20276,16,2,0,NA,NA,NA,NA,
20276,17,2,0,NA,NA,NA,NA,
20276,18,2,0,NA,NA,NA,NA,
20276,19,2,0,NA,NA,NA,NA,
20276,21,2,0,NA,NA,NA,NA,
20276,22,2,0,NA,NA,NA,NA,
20276,23,1,1,8,8,8,0,
20276,24,2,0,NA,NA,NA,NA,
20276,25,2,0,NA,NA,NA,NA,
20276,31,2,0,NA,NA,NA,NA,
20276,32,2,0,NA,NA,NA,NA,
20276,40,2,0,NA,NA,NA,NA,
20277,11,2,0,NA,NA,NA,NA,
20277,12,2,0,NA,NA,NA,NA,
20277,13,2,0,NA,NA,NA,NA,
20277,14,2,0,NA,NA,NA,NA,
20277,15,2,0,NA,NA,NA,NA,
20277,16,2,0,NA,NA,NA,NA,
20277,17,1,1,4,4,2,2,
20277,18,2,0,NA,NA,NA,NA,
20277,19,2,0,NA,NA,NA,NA,
20277,21,2,0,NA,NA,NA,NA,
20277,22,2,0,NA,NA,NA,NA,
20277,23,1,1,5,5,3,2,
20277,24,2,0,NA,NA,NA,NA,
20277,25,2,0,NA,NA,NA,NA,
20277,31,2,0,NA,NA,NA,NA,
20277,32,2,0,NA,NA,NA,NA,
20277,40,2,0,NA,NA,NA,NA,
20278,11,2,0,NA,NA,NA,NA,
