ARCHIVO,CONTENIDO
m3s1p24,"Personal adscrito a la institución encargada de la función de seguridad pública, según tipo de prestación laboral con la que contaba y sexo, durante el año 2022."
m3s1p25,"Protestas realizadas por el personal adscrito a la institución encargada de la función de seguridad pública, según formas de protesta y motivo, durante el año 2022."
m3s1p26,"Personal de la institución encargada de la función de seguridad pública que se jubiló o que renunció, según sexo, durante el año 2022"
m3s1p27,"Personal adscrito a las corporaciones policiales de la institución encargada de la función de seguridad pública, según esquema de jornada laboral y sexo, al cierre del año 2022."
m3s1p28,"Elementos de uniforme otorgados al personal adscrito a las corporaciones policiales de la institución encargada de la función de seguridad pública y frecuencia con la que se otorgaron, según tipo de elementos de uniforme, durante el año 2022."
m3s1p29,"Equipamiento o instrumentos para el uso de la fuerza otorgados y/o asignados y personal adscrito a las corporaciones policiales de la institución encargada de la función de seguridad pública al que se le otorgó, según tipo de equipamiento o instrumento y sexo, al cierre del año 2022."
