ubicageo_f,elemunif_b,rnsnni1,totalca1,frecuenc_e
5038,15,2,NA,0
5038,16,2,NA,0
6001,1,2,NA,0
6001,2,2,NA,0
6001,3,2,NA,0
6001,4,2,NA,0
6001,5,2,NA,0
6001,6,2,NA,0
6001,7,2,NA,0
6001,8,2,NA,0
6001,9,2,NA,0
6001,10,2,NA,0
6001,11,2,NA,0
6001,12,2,NA,0
6001,13,2,NA,0
6001,14,2,NA,0
6001,15,2,NA,0
6001,16,2,NA,0
6002,1,2,NA,0
6002,2,1,30,1
6002,3,2,NA,0
6002,4,2,NA,0
6002,5,1,30,1
6002,6,1,20,1
6002,7,2,NA,0
6002,8,2,NA,0
6002,9,1,40,1
6002,10,2,NA,0
6002,11,2,NA,0
6002,12,2,NA,0
6002,13,2,NA,0
6002,14,1,15,1
6002,15,2,NA,0
6002,16,2,NA,0
6003,1,1,38,2
6003,2,1,38,2
6003,3,1,32,7
6003,4,1,38,2
6003,5,1,38,2
6003,6,1,38,2
6003,7,2,NA,0
6003,8,1,38,7
6003,9,1,38,2
6003,10,2,NA,0
6003,11,2,NA,0
6003,12,1,32,2
6003,13,2,NA,0
6003,14,1,32,7
6003,15,2,NA,0
6003,16,2,NA,0
6004,1,2,NA,0
6004,2,1,46,3
6004,3,1,46,3
6004,4,1,46,3
6004,5,1,46,3
6004,6,1,46,3
6004,7,2,NA,0
6004,8,2,NA,0
6004,9,1,46,3
6004,10,2,NA,0
6004,11,2,NA,0
6004,12,2,NA,0
6004,13,2,NA,0
6004,14,2,NA,0
6004,15,2,NA,0
6004,16,2,NA,0
6005,1,2,NA,0
6005,2,1,51,1
6005,3,2,NA,0
6005,4,2,NA,0
6005,5,1,51,1
6005,6,1,51,1
6005,7,2,NA,0
6005,8,2,NA,0
6005,9,1,51,1
6005,10,2,NA,0
6005,11,2,NA,0
6005,12,2,NA,0
6005,13,2,NA,0
6005,14,2,NA,0
6005,15,2,NA,0
6005,16,2,NA,0
6006,1,2,NA,0
6006,2,2,NA,0
6006,3,2,NA,0
6006,4,2,NA,0
6006,5,2,NA,0
6006,6,2,NA,0
6006,7,2,NA,0
6006,8,2,NA,0
6006,9,2,NA,0
6006,10,2,NA,0
6006,11,2,NA,0
6006,12,2,NA,0
6006,13,2,NA,0
6006,14,2,NA,0
6006,15,2,NA,0
6006,16,2,NA,0
6007,1,2,NA,0
6007,2,1,2,3
6007,3,1,1,3
6007,4,1,1,3
6007,5,1,2,3
6007,6,1,2,3
6007,7,2,NA,0
6007,8,1,1,3
6007,9,1,2,3
6007,10,2,NA,0
6007,11,2,NA,0
6007,12,2,NA,0
6007,13,2,NA,0
6007,14,1,1,3
6007,15,1,1,3
6007,16,2,NA,0
6008,1,2,NA,0
6008,2,1,44,2
6008,3,2,NA,0
6008,4,1,44,2
6008,5,1,44,2
6008,6,1,44,2
6008,7,2,NA,0
6008,8,1,44,2
6008,9,1,44,2
6008,10,2,NA,0
6008,11,2,NA,0
6008,12,2,NA,0
6008,13,2,NA,0
6008,14,2,NA,0
6008,15,2,NA,0
6008,16,2,NA,0
6009,1,2,NA,0
6009,2,2,NA,0
6009,3,2,NA,0
6009,4,2,NA,0
6009,5,2,NA,0
6009,6,2,NA,0
6009,7,2,NA,0
6009,8,2,NA,0
6009,9,2,NA,0
6009,10,2,NA,0
6009,11,2,NA,0
6009,12,2,NA,0
6009,13,2,NA,0
6009,14,2,NA,0
6009,15,2,NA,0
6009,16,2,NA,0
6010,1,2,NA,0
6010,2,1,203,3
6010,3,1,203,3
6010,4,1,203,3
6010,5,1,203,3
6010,6,1,203,3
6010,7,2,NA,0
6010,8,2,NA,0
6010,9,1,203,3
6010,10,2,NA,0
6010,11,2,NA,0
6010,12,2,NA,0
6010,13,2,NA,0
6010,14,1,203,3
6010,15,2,NA,0
6010,16,2,NA,0
7001,1,9,NSS,997
7001,2,1,1,1
7001,3,9,NSS,997
7001,4,1,1,1
7001,5,1,1,1
7001,6,1,1,1
7001,7,9,NSS,997
7001,8,1,1,1
7001,9,1,1,1
7001,10,9,NSS,997
7001,11,9,NSS,997
7001,12,1,1,1
7001,13,9,NSS,997
7001,14,1,1,1
7001,15,1,1,1
7001,16,9,NSS,997
7002,1,1,10,3
7002,2,1,30,3
7002,3,2,NA,0
7002,4,1,30,3
7002,5,1,30,3
7002,6,1,30,3
7002,7,2,NA,0
7002,8,1,30,3
7002,9,1,30,3
7002,10,1,30,3
7002,11,2,NA,0
7002,12,2,NA,0
7002,13,2,NA,0
7002,14,1,30,3
7002,15,2,NA,0
7002,16,2,NA,0
7003,1,1,43,3
7003,2,1,43,3
7003,3,2,NA,0
7003,4,1,43,3
7003,5,1,43,3
7003,6,1,43,3
7003,7,2,NA,0
7003,8,1,43,3
7003,9,1,43,3
7003,10,1,43,3
7003,11,2,NA,0
7003,12,1,43,3
7003,13,2,NA,0
7003,14,1,43,3
7003,15,1,43,3
7003,16,2,NA,0
7004,1,1,69,3
7004,2,1,69,3
7004,3,1,69,3
7004,4,1,69,3
7004,5,1,69,3
7004,6,1,69,3
7004,7,2,NA,0
7004,8,1,69,3
7004,9,1,69,3
7004,10,2,NA,0
7004,11,2,NA,0
7004,12,1,69,3
7004,13,2,NA,0
7004,14,1,69,3
7004,15,2,NA,0
7004,16,2,NA,0
7005,1,1,32,2
7005,2,1,32,2
7005,3,2,NA,0
7005,4,1,32,2
7005,5,1,32,2
7005,6,1,32,2
7005,7,2,NA,0
7005,8,1,32,2
7005,9,1,32,2
7005,10,2,NA,0
7005,11,2,NA,0
7005,12,1,32,2
7005,13,1,32,2
7005,14,2,NA,0
7005,15,2,NA,0
7005,16,2,NA,0
7006,1,1,28,1
7006,2,2,NA,0
7006,3,2,NA,0
7006,4,1,28,1
7006,5,1,28,1
7006,6,1,28,1
7006,7,2,NA,0
7006,8,2,NA,0
7006,9,1,28,1
7006,10,2,NA,0
7006,11,2,NA,0
7006,12,2,NA,0
7006,13,2,NA,0
7006,14,2,NA,0
7006,15,2,NA,0
7006,16,2,NA,0
7007,1,1,20,1
7007,2,1,20,1
7007,3,1,20,1
7007,4,1,20,1
7007,5,1,20,1
7007,6,1,20,1
7007,7,1,20,1
7007,8,1,20,1
7007,9,1,20,1
7007,10,2,NA,0
7007,11,2,NA,0
7007,12,1,20,1
7007,13,2,NA,0
7007,14,1,20,1
7007,15,2,NA,0
7007,16,2,NA,0
7008,1,2,NA,0
7008,2,1,43,2
7008,3,2,NA,0
7008,4,1,43,2
7008,5,1,43,2
7008,6,1,43,2
7008,7,2,NA,0
7008,8,1,43,2
7008,9,2,NA,0
7008,10,2,NA,0
7008,11,2,NA,0
7008,12,2,NA,0
7008,13,2,NA,0
7008,14,1,43,2
7008,15,2,NA,0
7008,16,2,NA,0
7009,1,2,NA,0
7009,2,1,49,1
7009,3,2,NA,0
7009,4,1,49,1
7009,5,1,49,1
7009,6,1,49,1
7009,7,2,NA,0
7009,8,1,49,1
7009,9,1,49,1
7009,10,2,NA,0
7009,11,2,NA,0
7009,12,2,NA,0
7009,13,2,NA,0
7009,14,1,49,1
7009,15,2,NA,0
7009,16,2,NA,0
7010,1,1,1,2
7010,2,1,1,2
7010,3,2,NA,0
7010,4,1,1,2
7010,5,1,1,2
7010,6,1,1,2
7010,7,2,NA,0
7010,8,1,1,2
7010,9,1,1,2
7010,10,2,NA,0
7010,11,2,NA,0
7010,12,2,NA,0
7010,13,2,NA,0
7010,14,1,1,1
7010,15,2,NA,0
7010,16,2,NA,0
7011,1,2,NA,0
7011,2,2,NA,0
7011,3,2,NA,0
7011,4,2,NA,0
7011,5,2,NA,0
7011,6,2,NA,0
7011,7,2,NA,0
7011,8,2,NA,0
7011,9,1,24,3
7011,10,2,NA,0
7011,11,2,NA,0
7011,12,2,NA,0
7011,13,2,NA,0
7011,14,2,NA,0
7011,15,2,NA,0
7011,16,2,NA,0
7012,1,1,103,3
7012,2,1,103,3
7012,3,2,NA,0
7012,4,1,103,3
7012,5,1,103,3
7012,6,1,103,3
7012,7,2,NA,0
7012,8,1,103,3
7012,9,1,103,3
7012,10,2,NA,0
7012,11,2,NA,0
7012,12,2,NA,0
7012,13,2,NA,0
7012,14,1,103,3
7012,15,2,NA,0
7012,16,2,NA,0
7013,1,1,62,3
7013,2,2,NA,0
7013,3,2,NA,0
7013,4,1,62,3
7013,5,1,62,3
7013,6,1,62,3
7013,7,2,NA,0
7013,8,2,NA,0
7013,9,1,62,3
7013,10,2,NA,0
7013,11,2,NA,0
7013,12,2,NA,0
7013,13,2,NA,0
7013,14,2,NA,0
7013,15,2,NA,0
7013,16,2,NA,0
7014,1,2,NA,0
7014,2,2,NA,0
7014,3,2,NA,0
7014,4,2,NA,0
7014,5,2,NA,0
7014,6,2,NA,0
7014,7,2,NA,0
7014,8,2,NA,0
7014,9,1,33,3
7014,10,2,NA,0
7014,11,2,NA,0
7014,12,1,33,3
7014,13,2,NA,0
7014,14,2,NA,0
7014,15,2,NA,0
7014,16,2,NA,0
7015,1,2,NA,0
7015,2,2,NA,0
7015,3,2,NA,0
7015,4,2,NA,0
7015,5,2,NA,0
7015,6,2,NA,0
7015,7,2,NA,0
7015,8,1,92,5
7015,9,1,92,5
7015,10,2,NA,0
7015,11,2,NA,0
7015,12,1,92,5
7015,13,2,NA,0
7015,14,1,92,5
7015,15,2,NA,0
7015,16,2,NA,0
7016,1,2,NA,0
7016,2,2,NA,0
7016,3,2,NA,0
7016,4,2,NA,0
7016,5,2,NA,0
7016,6,1,34,3
7016,7,2,NA,0
7016,8,1,34,3
7016,9,1,34,3
7016,10,2,NA,0
7016,11,2,NA,0
7016,12,1,34,3
7016,13,2,NA,0
7016,14,1,34,3
7016,15,2,NA,0
7016,16,2,NA,0
7017,1,2,NA,0
7017,2,2,NA,0
7017,3,2,NA,0
7017,4,2,NA,0
7017,5,2,NA,0
7017,6,2,NA,0
7017,7,2,NA,0
7017,8,1,30,3
7017,9,1,30,3
7017,10,2,NA,0
7017,11,2,NA,0
7017,12,1,30,3
7017,13,2,NA,0
7017,14,2,NA,0
7017,15,2,NA,0
7017,16,2,NA,0
7018,1,1,19,3
7018,2,1,19,3
7018,3,2,NA,0
7018,4,1,19,3
7018,5,1,19,3
7018,6,2,NA,0
7018,7,2,NA,0
7018,8,1,19,3
7018,9,1,19,3
7018,10,2,NA,0
7018,11,2,NA,0
7018,12,2,NA,0
7018,13,2,NA,0
7018,14,1,19,3
7018,15,2,NA,0
7018,16,2,NA,0
7019,1,2,NA,0
7019,2,1,281,1
7019,3,1,70,1
7019,4,1,211,1
7019,5,1,211,1
7019,6,1,211,1
7019,7,2,NA,0
7019,8,1,281,1
7019,9,1,281,1
7019,10,2,NA,0
7019,11,2,NA,0
7019,12,1,70,1
7019,13,2,NA,0
7019,14,1,281,1
7019,15,2,NA,0
7019,16,2,NA,0
7020,1,2,NA,0
7020,2,2,NA,0
7020,3,2,NA,0
7020,4,2,NA,0
7020,5,2,NA,0
7020,6,2,NA,0
7020,7,2,NA,0
7020,8,2,NA,0
7020,9,2,NA,0
7020,10,2,NA,0
7020,11,2,NA,0
7020,12,2,NA,0
7020,13,2,NA,0
7020,14,2,NA,0
7020,15,2,NA,0
7020,16,2,NA,0
7021,1,2,NA,0
7021,2,1,47,2
7021,3,2,NA,0
7021,4,1,47,2
7021,5,1,47,2
7021,6,2,NA,0
7021,7,2,NA,0
7021,8,2,NA,0
7021,9,1,47,2
7021,10,2,NA,0
7021,11,2,NA,0
7021,12,1,47,2
7021,13,2,NA,0
7021,14,1,47,2
7021,15,2,NA,0
7021,16,2,NA,0
7022,1,1,13,2
7022,2,1,13,2
7022,3,2,NA,0
7022,4,1,13,2
7022,5,1,13,2
7022,6,1,13,2
7022,7,2,NA,0
7022,8,1,13,2
7022,9,1,13,2
7022,10,2,NA,0
7022,11,2,NA,0
7022,12,2,NA,0
7022,13,2,NA,0
7022,14,1,13,2
7022,15,2,NA,0
7022,16,2,NA,0
7023,1,2,NA,0
7023,2,2,NA,0
7023,3,2,NA,0
7023,4,2,NA,0
7023,5,2,NA,0
7023,6,2,NA,0
7023,7,2,NA,0
7023,8,2,NA,0
7023,9,2,NA,0
7023,10,2,NA,0
7023,11,2,NA,0
7023,12,2,NA,0
7023,13,2,NA,0
7023,14,2,NA,0
7023,15,2,NA,0
7023,16,2,NA,0
7024,1,1,22,2
7024,2,1,22,2
7024,3,2,NA,0
7024,4,1,22,2
7024,5,1,22,2
7024,6,1,22,2
7024,7,2,NA,0
7024,8,1,22,2
7024,9,1,22,2
7024,10,2,NA,0
7024,11,2,NA,0
7024,12,1,22,2
7024,13,2,NA,0
7024,14,1,22,1
7024,15,2,NA,0
7024,16,1,22,3
7025,1,1,24,9
7025,2,1,24,9
7025,3,2,NA,0
7025,4,2,NA,0
7025,5,2,NA,0
7025,6,2,NA,0
7025,7,2,NA,0
7025,8,2,NA,0
7025,9,1,24,9
7025,10,2,NA,0
7025,11,2,NA,0
7025,12,2,NA,0
7025,13,1,4,1
7025,14,2,NA,0
7025,15,2,NA,0
7025,16,2,NA,0
7026,1,1,30,2
7026,2,1,30,2
7026,3,2,NA,0
7026,4,1,30,2
7026,5,1,30,2
7026,6,1,30,2
7026,7,2,NA,0
7026,8,1,30,2
7026,9,1,30,2
7026,10,1,30,2
7026,11,2,NA,0
7026,12,2,NA,0
7026,13,2,NA,0
7026,14,1,30,2
7026,15,2,NA,0
7026,16,2,NA,0
7027,1,2,NA,0
7027,2,2,NA,0
7027,3,2,NA,0
7027,4,2,NA,0
7027,5,2,NA,0
7027,6,2,NA,0
7027,7,2,NA,0
7027,8,2,NA,0
7027,9,2,NA,0
7027,10,2,NA,0
7027,11,2,NA,0
7027,12,2,NA,0
7027,13,2,NA,0
7027,14,2,NA,0
7027,15,2,NA,0
7027,16,2,NA,0
7028,1,2,NA,0
7028,2,1,21,3
7028,3,2,NA,0
7028,4,1,21,3
7028,5,1,21,3
7028,6,1,21,3
7028,7,2,NA,0
7028,8,1,21,3
7028,9,1,21,3
7028,10,2,NA,0
7028,11,2,NA,0
7028,12,2,NA,0
7028,13,2,NA,0
7028,14,2,NA,0
7028,15,2,NA,0
7028,16,2,NA,0
7029,1,2,NA,0
7029,2,1,17,3
7029,3,2,NA,0
7029,4,1,17,3
7029,5,1,17,3
7029,6,1,17,3
7029,7,2,NA,0
7029,8,1,17,3
7029,9,1,17,3
7029,10,2,NA,0
7029,11,2,NA,0
7029,12,1,17,3
7029,13,2,NA,0
7029,14,2,NA,0
7029,15,2,NA,0
7029,16,2,NA,0
7030,1,1,48,3
7030,2,1,48,3
7030,3,1,48,3
7030,4,1,48,3
7030,5,1,48,3
7030,6,1,48,3
7030,7,1,48,3
7030,8,1,48,3
7030,9,1,48,3
7030,10,2,NA,0
7030,11,2,NA,0
7030,12,2,NA,0
7030,13,2,NA,0
7030,14,1,48,3
7030,15,2,NA,0
7030,16,2,NA,0
7031,1,1,149,3
7031,2,1,149,3
7031,3,1,16,3
7031,4,1,149,3
7031,5,1,149,3
7031,6,1,149,3
7031,7,2,NA,0
7031,8,1,149,3
7031,9,1,149,3
7031,10,2,NA,0
7031,11,2,NA,0
7031,12,1,16,3
7031,13,2,NA,0
7031,14,1,149,3
7031,15,2,NA,0
7031,16,2,NA,0
7032,1,1,54,3
7032,2,1,54,3
7032,3,2,NA,0
7032,4,1,54,3
7032,5,1,54,3
7032,6,1,54,3
7032,7,2,NA,0
7032,8,1,54,3
7032,9,1,54,3
7032,10,1,54,3
7032,11,2,NA,0
7032,12,1,54,3
7032,13,2,NA,0
7032,14,1,54,3
7032,15,1,54,3
7032,16,2,NA,0
7033,1,1,14,2
7033,2,1,14,2
7033,3,2,NA,0
7033,4,1,14,2
7033,5,1,14,2
7033,6,1,14,2
7033,7,2,NA,0
7033,8,1,14,2
7033,9,1,14,2
7033,10,2,NA,0
7033,11,2,NA,0
7033,12,2,NA,0
7033,13,2,NA,0
7033,14,1,14,2
7033,15,2,NA,0
7033,16,2,NA,0
7034,1,2,NA,0
7034,2,1,45,3
7034,3,1,45,3
7034,4,1,45,3
7034,5,1,45,3
7034,6,1,45,3
7034,7,2,NA,0
7034,8,2,NA,0
7034,9,1,45,3
7034,10,2,NA,0
7034,11,2,NA,0
7034,12,2,NA,0
7034,13,2,NA,0
7034,14,1,45,3
7034,15,2,NA,0
7034,16,2,NA,0
7035,1,2,NA,0
7035,2,1,2,3
7035,3,2,NA,0
7035,4,1,2,3
7035,5,1,2,3
7035,6,1,2,3
7035,7,2,NA,0
7035,8,2,NA,0
7035,9,1,2,3
7035,10,2,NA,0
7035,11,2,NA,0
7035,12,2,NA,0
7035,13,2,NA,0
7035,14,2,NA,0
7035,15,2,NA,0
7035,16,2,NA,0
7036,1,2,NA,0
7036,2,1,22,2
7036,3,2,NA,0
7036,4,1,22,2
7036,5,1,22,2
7036,6,1,22,2
7036,7,2,NA,0
7036,8,1,22,2
7036,9,1,22,2
7036,10,2,NA,0
7036,11,2,NA,0
7036,12,2,NA,0
7036,13,2,NA,0
7036,14,2,NA,0
7036,15,2,NA,0
7036,16,2,NA,0
7037,1,2,NA,0
7037,2,1,1,1
7037,3,2,NA,0
7037,4,1,1,1
7037,5,1,1,1
7037,6,1,1,1
7037,7,2,NA,0
7037,8,1,1,1
7037,9,1,1,1
7037,10,2,NA,0
7037,11,2,NA,0
7037,12,2,NA,0
7037,13,2,NA,0
7037,14,1,1,1
7037,15,2,NA,0
7037,16,2,NA,0
7038,1,1,23,2
7038,2,1,23,2
7038,3,2,NA,0
7038,4,1,23,2
7038,5,1,23,2
7038,6,1,23,2
7038,7,2,NA,0
7038,8,1,23,2
7038,9,1,23,2
7038,10,2,NA,0
7038,11,2,NA,0
7038,12,1,23,2
7038,13,2,NA,0
7038,14,1,16,2
7038,15,2,NA,0
7038,16,2,NA,0
7039,1,1,51,3
7039,2,1,51,3
7039,3,2,NA,0
7039,4,1,51,3
7039,5,1,51,3
7039,6,1,151,3
7039,7,2,NA,0
7039,8,1,51,3
7039,9,1,51,3
7039,10,2,NA,0
7039,11,2,NA,0
7039,12,1,51,3
7039,13,2,NA,0
7039,14,1,51,3
7039,15,2,NA,0
7039,16,2,NA,0
7040,1,2,NA,0
7040,2,1,130,3
7040,3,2,NA,0
7040,4,1,130,3
7040,5,1,130,3
7040,6,1,130,3
7040,7,2,NA,0
7040,8,1,130,3
7040,9,1,130,3
7040,10,2,NA,0
7040,11,2,NA,0
7040,12,2,NA,0
7040,13,2,NA,0
7040,14,1,130,3
7040,15,2,NA,0
7040,16,2,NA,0
7041,1,1,38,3
7041,2,1,38,3
7041,3,1,38,3
7041,4,1,38,3
7041,5,1,38,3
7041,6,1,38,3
7041,7,2,NA,0
7041,8,1,38,3
7041,9,1,38,3
7041,10,2,NA,0
7041,11,2,NA,0
7041,12,2,NA,0
7041,13,1,38,3
7041,14,1,38,3
7041,15,2,NA,0
7041,16,2,NA,0
7042,1,1,28,3
7042,2,1,28,3
7042,3,2,NA,0
7042,4,1,28,3
7042,5,1,28,3
7042,6,1,28,3
7042,7,2,NA,0
7042,8,1,28,3
7042,9,1,28,3
7042,10,2,NA,0
7042,11,2,NA,0
7042,12,2,NA,0
7042,13,2,NA,0
7042,14,2,NA,0
7042,15,2,NA,0
7042,16,2,NA,0
7043,1,1,39,3
7043,2,2,NA,0
7043,3,2,NA,0
7043,4,1,39,3
7043,5,1,39,3
7043,6,1,39,3
7043,7,2,NA,0
7043,8,1,39,3
7043,9,1,39,3
7043,10,2,NA,0
7043,11,1,38,3
7043,12,2,NA,0
7043,13,2,NA,0
7043,14,2,NA,0
7043,15,2,NA,0
7043,16,2,NA,0
7044,1,1,68,2
7044,2,1,68,2
7044,3,1,68,2
7044,4,1,68,2
7044,5,1,68,2
7044,6,1,68,2
7044,7,2,NA,0
7044,8,1,68,2
7044,9,1,68,2
7044,10,2,NA,0
7044,11,2,NA,0
7044,12,2,NA,0
7044,13,2,NA,0
7044,14,1,68,2
7044,15,2,NA,0
7044,16,2,NA,0
7045,1,1,22,3
7045,2,1,44,3
7045,3,2,NA,0
7045,4,1,22,3
7045,5,1,44,3
7045,6,1,22,3
7045,7,2,NA,0
7045,8,1,22,3
7045,9,1,22,3
7045,10,2,NA,0
7045,11,2,NA,0
7045,12,2,NA,0
7045,13,2,NA,0
7045,14,1,22,3
7045,15,2,NA,0
7045,16,2,NA,0
7046,1,1,60,1
7046,2,2,NA,0
7046,3,2,NA,0
7046,4,2,NA,0
7046,5,2,NA,0
7046,6,2,NA,0
7046,7,2,NA,0
7046,8,2,NA,0
7046,9,2,NA,0
7046,10,2,NA,0
7046,11,2,NA,0
7046,12,2,NA,0
7046,13,2,NA,0
7046,14,2,NA,0
7046,15,2,NA,0
7046,16,2,NA,0
7047,1,2,NA,0
7047,2,1,33,3
7047,3,2,NA,0
7047,4,1,33,3
7047,5,1,33,3
7047,6,1,33,3
7047,7,2,NA,0
7047,8,2,NA,0
7047,9,1,33,3
7047,10,2,NA,0
7047,11,2,NA,0
7047,12,2,NA,0
7047,13,2,NA,0
7047,14,2,NA,0
7047,15,2,NA,0
7047,16,2,NA,0
7048,1,1,58,3
7048,2,1,58,3
7048,3,2,NA,0
7048,4,1,58,3
7048,5,1,58,3
7048,6,1,58,3
7048,7,2,NA,0
7048,8,1,58,3
7048,9,1,58,3
7048,10,2,NA,0
7048,11,2,NA,0
7048,12,2,NA,0
7048,13,2,NA,0
7048,14,1,58,3
7048,15,2,NA,0
7048,16,2,NA,0
7049,1,1,30,3
7049,2,1,30,3
7049,3,2,NA,0
7049,4,1,30,3
7049,5,1,30,3
7049,6,1,30,3
7049,7,2,NA,0
7049,8,1,30,3
7049,9,1,30,3
7049,10,2,NA,0
7049,11,2,NA,0
7049,12,2,NA,0
7049,13,2,NA,0
7049,14,1,30,3
7049,15,2,NA,0
7049,16,2,NA,0
7050,1,1,18,2
7050,2,1,18,2
7050,3,2,NA,0
7050,4,1,18,2
7050,5,1,18,2
7050,6,1,18,2
7050,7,2,NA,0
7050,8,1,18,2
7050,9,1,18,2
7050,10,2,NA,0
7050,11,2,NA,0
7050,12,1,18,2
7050,13,2,NA,0
7050,14,1,18,2
7050,15,2,NA,0
7050,16,2,NA,0
7051,1,2,NA,0
7051,2,1,57,3
7051,3,2,NA,0
7051,4,1,57,3
7051,5,1,57,3
7051,6,1,57,3
7051,7,1,57,3
7051,8,2,NA,0
7051,9,1,57,3
7051,10,2,NA,0
7051,11,2,NA,0
7051,12,2,NA,0
7051,13,2,NA,0
7051,14,2,NA,0
7051,15,2,NA,0
7051,16,2,NA,0
7052,1,1,172,3
7052,2,1,172,3
7052,3,1,172,3
7052,4,1,172,3
7052,5,1,172,3
7052,6,1,172,3
7052,7,1,172,3
7052,8,1,172,3
7052,9,1,172,3
7052,10,1,172,3
7052,11,1,172,3
7052,12,1,172,3
7052,13,2,NA,0
7052,14,1,172,3
7052,15,2,NA,0
7052,16,2,NA,0
7053,1,1,14,3
7053,2,1,14,3
7053,3,2,NA,0
7053,4,1,14,3
7053,5,1,14,3
7053,6,1,14,3
7053,7,2,NA,0
7053,8,1,14,3
7053,9,1,14,3
7053,10,2,NA,0
7053,11,2,NA,0
7053,12,2,NA,0
7053,13,2,NA,0
7053,14,1,14,3
7053,15,2,NA,0
7053,16,2,NA,0
7054,1,2,NA,0
7054,2,1,41,3
7054,3,2,NA,0
7054,4,1,41,3
7054,5,1,41,3
7054,6,1,41,3
7054,7,2,NA,0
7054,8,2,NA,0
7054,9,1,41,3
7054,10,2,NA,0
7054,11,2,NA,0
7054,12,2,NA,0
7054,13,2,NA,0
7054,14,2,NA,0
7054,15,2,NA,0
7054,16,2,NA,0
7055,1,2,NA,0
7055,2,1,21,2
7055,3,2,NA,0
7055,4,1,21,2
7055,5,1,21,2
7055,6,1,21,2
7055,7,2,NA,0
7055,8,1,21,2
7055,9,1,21,2
7055,10,2,NA,0
7055,11,2,NA,0
7055,12,2,NA,0
7055,13,2,NA,0
7055,14,1,21,2
7055,15,2,NA,0
7055,16,2,NA,0
7056,1,1,26,3
7056,2,1,26,3
7056,3,2,NA,0
7056,4,1,26,3
7056,5,1,26,3
7056,6,1,26,3
7056,7,2,NA,0
7056,8,1,26,3
7056,9,1,26,3
7056,10,2,NA,0
7056,11,2,NA,0
7056,12,2,NA,0
7056,13,2,NA,0
7056,14,2,NA,0
7056,15,2,NA,0
7056,16,2,NA,0
7057,1,2,NA,0
7057,2,2,NA,0
7057,3,2,NA,0
7057,4,1,105,1
7057,5,1,105,1
7057,6,1,105,1
7057,7,2,NA,0
7057,8,1,83,1
7057,9,1,105,1
7057,10,2,NA,0
7057,11,2,NA,0
7057,12,2,NA,0
7057,13,2,NA,0
7057,14,2,NA,0
7057,15,2,NA,0
7057,16,2,NA,0
7058,1,1,17,2
7058,2,1,17,2
7058,3,2,NA,0
7058,4,1,17,2
7058,5,1,17,2
7058,6,1,17,2
7058,7,2,NA,0
7058,8,1,17,2
7058,9,1,17,2
7058,10,2,NA,0
7058,11,2,NA,0
7058,12,2,NA,0
7058,13,2,NA,0
7058,14,1,17,2
7058,15,2,NA,0
7058,16,2,NA,0
7059,1,1,230,3
7059,2,1,230,3
7059,3,2,NA,0
7059,4,1,230,3
7059,5,1,230,3
7059,6,1,230,3
7059,7,1,230,3
7059,8,2,NA,0
7059,9,1,230,3
7059,10,2,NA,0
7059,11,2,NA,0
7059,12,2,NA,0
7059,13,2,NA,0
7059,14,1,230,3
7059,15,2,NA,0
7059,16,2,NA,0
7060,1,1,29,1
7060,2,2,NA,0
7060,3,2,NA,0
7060,4,1,29,1
7060,5,1,29,1
7060,6,1,29,1
7060,7,2,NA,0
7060,8,1,29,1
7060,9,1,29,1
7060,10,2,NA,0
7060,11,1,29,1
7060,12,1,29,1
7060,13,2,NA,0
7060,14,1,29,1
7060,15,2,NA,0
7060,16,2,NA,0
7061,1,1,150,2
7061,2,1,150,2
7061,3,2,NA,0
7061,4,1,150,2
7061,5,1,150,2
7061,6,1,150,2
7061,7,2,NA,0
7061,8,1,150,2
7061,9,1,150,2
7061,10,2,NA,0
7061,11,2,NA,0
7061,12,1,150,2
7061,13,2,NA,0
7061,14,1,150,2
7061,15,2,NA,0
7061,16,2,NA,0
7062,1,1,38,2
7062,2,1,38,2
7062,3,2,NA,0
7062,4,1,38,2
7062,5,1,38,2
7062,6,1,38,2
7062,7,2,NA,0
7062,8,1,38,2
7062,9,1,38,2
7062,10,2,NA,0
7062,11,2,NA,0
7062,12,2,NA,0
7062,13,2,NA,0
7062,14,1,38,2
7062,15,2,NA,0
7062,16,2,NA,0
7063,1,1,14,2
7063,2,1,14,3
7063,3,2,NA,0
7063,4,1,14,2
7063,5,1,14,2
7063,6,1,14,2
7063,7,2,NA,0
7063,8,1,14,3
7063,9,1,14,2
7063,10,2,NA,0
7063,11,2,NA,0
7063,12,2,NA,0
7063,13,2,NA,0
7063,14,1,14,3
7063,15,2,NA,0
7063,16,2,NA,0
7064,1,2,NA,0
7064,2,1,36,1
7064,3,2,NA,0
7064,4,1,36,1
7064,5,1,36,1
7064,6,1,36,1
7064,7,2,NA,0
7064,8,2,NA,0
7064,9,1,36,1
7064,10,2,NA,0
7064,11,2,NA,0
7064,12,2,NA,0
7064,13,2,NA,0
7064,14,1,36,1
7064,15,2,NA,0
7064,16,2,NA,0
7065,1,1,156,2
7065,2,1,156,2
7065,3,1,156,2
7065,4,1,156,2
7065,5,1,156,2
7065,6,1,156,2
7065,7,2,NA,0
7065,8,2,NA,0
7065,9,1,156,2
7065,10,1,156,2
7065,11,1,156,2
7065,12,1,156,2
7065,13,2,NA,0
7065,14,1,156,2
7065,15,1,156,2
7065,16,2,NA,0
7066,1,2,NA,0
7066,2,2,NA,0
7066,3,2,NA,0
