ubicageo_f,preslab_e,rnsnni1,rnsnni2,sexostt,sexos1,sexos2,sexosne
20175,16,2,0,NA,NA,NA,
20175,17,2,0,NA,NA,NA,
20175,18,2,0,NA,NA,NA,
20175,19,2,0,NA,NA,NA,
20175,20,2,0,NA,NA,NA,
20175,21,2,0,NA,NA,NA,
20175,22,2,0,NA,NA,NA,
20175,23,2,0,NA,NA,NA,
20175,24,2,0,NA,NA,NA,
20175,25,2,0,NA,NA,NA,
20175,26,2,0,NA,NA,NA,
20175,27,2,0,NA,NA,NA,
20175,28,2,0,NA,NA,NA,
20175,29,2,0,NA,NA,NA,
20175,30,2,0,NA,NA,NA,
20175,31,2,0,NA,NA,NA,
20175,32,2,0,NA,NA,NA,
20175,33,2,0,NA,NA,NA,
20176,1,1,2,NA,NA,NA,
20176,2,1,2,NA,NA,NA,
20176,3,1,2,NA,NA,NA,
20176,4,1,2,NA,NA,NA,
20176,5,1,2,NA,NA,NA,
20176,6,1,2,NA,NA,NA,
20176,7,1,2,NA,NA,NA,
20176,8,1,2,NA,NA,NA,
20176,9,1,2,NA,NA,NA,
20176,10,1,2,NA,NA,NA,
20176,11,1,2,NA,NA,NA,
20176,12,1,2,NA,NA,NA,
20176,13,1,2,NA,NA,NA,
20176,14,1,2,NA,NA,NA,
20176,15,1,2,NA,NA,NA,
20176,16,1,2,NA,NA,NA,
20176,17,1,2,NA,NA,NA,
20176,18,1,2,NA,NA,NA,
20176,19,1,2,NA,NA,NA,
20176,20,1,2,NA,NA,NA,
20176,21,1,2,NA,NA,NA,
20176,22,1,2,NA,NA,NA,
20176,23,1,2,NA,NA,NA,
20176,24,1,2,NA,NA,NA,
20176,25,1,2,NA,NA,NA,
20176,26,1,2,NA,NA,NA,
20176,27,1,2,NA,NA,NA,
20176,28,1,2,NA,NA,NA,
20176,29,1,2,NA,NA,NA,
20176,30,1,2,NA,NA,NA,
20176,31,1,2,NA,NA,NA,
20176,32,1,2,NA,NA,NA,
20176,33,2,0,NA,NA,NA,
20177,1,1,1,22,18,4,
20177,2,1,1,22,18,4,
20177,3,2,0,NA,NA,NA,
20177,4,1,2,NA,NA,NA,
20177,5,1,2,NA,NA,NA,
20177,6,1,2,NA,NA,NA,
20177,7,1,2,NA,NA,NA,
20177,8,2,0,NA,NA,NA,
20177,9,2,0,NA,NA,NA,
20177,10,1,1,22,18,4,
20177,11,2,0,NA,NA,NA,
20177,12,1,2,NA,NA,NA,
20177,13,2,0,NA,NA,NA,
20177,14,2,0,NA,NA,NA,
20177,15,2,0,NA,NA,NA,
20177,16,2,0,NA,NA,NA,
20177,17,2,0,NA,NA,NA,
20177,18,2,0,NA,NA,NA,
20177,19,1,1,22,18,4,
20177,20,2,0,NA,NA,NA,
20177,21,2,0,NA,NA,NA,
20177,22,2,0,NA,NA,NA,
20177,23,1,2,NA,NA,NA,
20177,24,1,2,NA,NA,NA,
20177,25,2,0,NA,NA,NA,
20177,26,1,2,NA,NA,NA,
20177,27,1,2,NA,NA,NA,
20177,28,1,1,22,18,4,
20177,29,2,0,NA,NA,NA,
20177,30,2,0,NA,NA,NA,
20177,31,2,0,NA,NA,NA,
20177,32,2,0,NA,NA,NA,
20177,33,1,1,22,18,4,
20178,1,2,0,NA,NA,NA,
20178,2,2,0,NA,NA,NA,
20178,3,2,0,NA,NA,NA,
20178,4,2,0,NA,NA,NA,
20178,5,2,0,NA,NA,NA,
20178,6,2,0,NA,NA,NA,
20178,7,2,0,NA,NA,NA,
20178,8,2,0,NA,NA,NA,
20178,9,2,0,NA,NA,NA,
20178,10,2,0,NA,NA,NA,
20178,11,2,0,NA,NA,NA,
20178,12,2,0,NA,NA,NA,
20178,13,2,0,NA,NA,NA,
20178,14,2,0,NA,NA,NA,
20178,15,2,0,NA,NA,NA,
20178,16,2,0,NA,NA,NA,
20178,17,2,0,NA,NA,NA,
20178,18,2,0,NA,NA,NA,
20178,19,2,0,NA,NA,NA,
20178,20,2,0,NA,NA,NA,
20178,21,2,0,NA,NA,NA,
20178,22,2,0,NA,NA,NA,
20178,23,2,0,NA,NA,NA,
20178,24,2,0,NA,NA,NA,
20178,25,2,0,NA,NA,NA,
20178,26,2,0,NA,NA,NA,
20178,27,2,0,NA,NA,NA,
20178,28,2,0,NA,NA,NA,
20178,29,2,0,NA,NA,NA,
20178,30,2,0,NA,NA,NA,
20178,31,2,0,NA,NA,NA,
20178,32,2,0,NA,NA,NA,
20178,33,2,0,NA,NA,NA,
20179,1,2,0,NA,NA,NA,
20179,2,2,0,NA,NA,NA,
20179,3,2,0,NA,NA,NA,
20179,4,2,0,NA,NA,NA,
20179,5,2,0,NA,NA,NA,
20179,6,2,0,NA,NA,NA,
20179,7,2,0,NA,NA,NA,
20179,8,2,0,NA,NA,NA,
20179,9,2,0,NA,NA,NA,
20179,10,2,0,NA,NA,NA,
20179,11,2,0,NA,NA,NA,
20179,12,2,0,NA,NA,NA,
20179,13,2,0,NA,NA,NA,
20179,14,2,0,NA,NA,NA,
20179,15,2,0,NA,NA,NA,
20179,16,2,0,NA,NA,NA,
20179,17,2,0,NA,NA,NA,
20179,18,2,0,NA,NA,NA,
20179,19,2,0,NA,NA,NA,
20179,20,2,0,NA,NA,NA,
20179,21,2,0,NA,NA,NA,
20179,22,2,0,NA,NA,NA,
20179,23,2,0,NA,NA,NA,
20179,24,2,0,NA,NA,NA,
20179,25,2,0,NA,NA,NA,
20179,26,2,0,NA,NA,NA,
20179,27,2,0,NA,NA,NA,
20179,28,2,0,NA,NA,NA,
20179,29,2,0,NA,NA,NA,
20179,30,2,0,NA,NA,NA,
20179,31,2,0,NA,NA,NA,
20179,32,2,0,NA,NA,NA,
20179,33,2,0,NA,NA,NA,
20180,1,1,1,10,10,0,
20180,2,2,0,NA,NA,NA,
20180,3,2,0,NA,NA,NA,
20180,4,2,0,NA,NA,NA,
20180,5,2,0,NA,NA,NA,
20180,6,2,0,NA,NA,NA,
20180,7,2,0,NA,NA,NA,
20180,8,2,0,NA,NA,NA,
20180,9,2,0,NA,NA,NA,
20180,10,2,0,NA,NA,NA,
20180,11,2,0,NA,NA,NA,
20180,12,2,0,NA,NA,NA,
20180,13,2,0,NA,NA,NA,
20180,14,2,0,NA,NA,NA,
20180,15,2,0,NA,NA,NA,
20180,16,2,0,NA,NA,NA,
20180,17,2,0,NA,NA,NA,
20180,18,2,0,NA,NA,NA,
20180,19,2,0,NA,NA,NA,
20180,20,2,0,NA,NA,NA,
20180,21,2,0,NA,NA,NA,
20180,22,2,0,NA,NA,NA,
20180,23,2,0,NA,NA,NA,
20180,24,2,0,NA,NA,NA,
20180,25,2,0,NA,NA,NA,
20180,26,2,0,NA,NA,NA,
20180,27,2,0,NA,NA,NA,
20180,28,2,0,NA,NA,NA,
20180,29,2,0,NA,NA,NA,
20180,30,2,0,NA,NA,NA,
20180,31,2,0,NA,NA,NA,
20180,32,2,0,NA,NA,NA,
20180,33,2,0,NA,NA,NA,
20181,1,2,0,NA,NA,NA,
20181,2,2,0,NA,NA,NA,
20181,3,2,0,NA,NA,NA,
20181,4,2,0,NA,NA,NA,
20181,5,2,0,NA,NA,NA,
20181,6,2,0,NA,NA,NA,
20181,7,2,0,NA,NA,NA,
20181,8,2,0,NA,NA,NA,
20181,9,2,0,NA,NA,NA,
20181,10,2,0,NA,NA,NA,
20181,11,2,0,NA,NA,NA,
20181,12,2,0,NA,NA,NA,
20181,13,2,0,NA,NA,NA,
20181,14,2,0,NA,NA,NA,
20181,15,2,0,NA,NA,NA,
20181,16,2,0,NA,NA,NA,
20181,17,2,0,NA,NA,NA,
20181,18,2,0,NA,NA,NA,
20181,19,2,0,NA,NA,NA,
20181,20,2,0,NA,NA,NA,
20181,21,2,0,NA,NA,NA,
20181,22,2,0,NA,NA,NA,
20181,23,2,0,NA,NA,NA,
20181,24,2,0,NA,NA,NA,
20181,25,2,0,NA,NA,NA,
20181,26,2,0,NA,NA,NA,
20181,27,2,0,NA,NA,NA,
20181,28,2,0,NA,NA,NA,
20181,29,2,0,NA,NA,NA,
20181,30,2,0,NA,NA,NA,
20181,31,2,0,NA,NA,NA,
20181,32,2,0,NA,NA,NA,
20181,33,2,0,NA,NA,NA,
20182,1,1,1,13,12,1,
20182,2,2,0,NA,NA,NA,
20182,3,2,0,NA,NA,NA,
20182,4,2,0,NA,NA,NA,
20182,5,2,0,NA,NA,NA,
20182,6,2,0,NA,NA,NA,
20182,7,2,0,NA,NA,NA,
20182,8,2,0,NA,NA,NA,
20182,9,2,0,NA,NA,NA,
20182,10,2,0,NA,NA,NA,
20182,11,2,0,NA,NA,NA,
20182,12,2,0,NA,NA,NA,
20182,13,2,0,NA,NA,NA,
20182,14,2,0,NA,NA,NA,
20182,15,2,0,NA,NA,NA,
20182,16,2,0,NA,NA,NA,
20182,17,2,0,NA,NA,NA,
20182,18,2,0,NA,NA,NA,
20182,19,2,0,NA,NA,NA,
20182,20,2,0,NA,NA,NA,
20182,21,2,0,NA,NA,NA,
20182,22,2,0,NA,NA,NA,
20182,23,2,0,NA,NA,NA,
20182,24,2,0,NA,NA,NA,
20182,25,2,0,NA,NA,NA,
20182,26,2,0,NA,NA,NA,
20182,27,2,0,NA,NA,NA,
20182,28,2,0,NA,NA,NA,
20182,29,2,0,NA,NA,NA,
20182,30,2,0,NA,NA,NA,
20182,31,2,0,NA,NA,NA,
20182,32,2,0,NA,NA,NA,
20182,33,2,0,NA,NA,NA,
20183,1,2,0,NA,NA,NA,
20183,2,2,0,NA,NA,NA,
20183,3,2,0,NA,NA,NA,
20183,4,2,0,NA,NA,NA,
20183,5,2,0,NA,NA,NA,
20183,6,2,0,NA,NA,NA,
20183,7,2,0,NA,NA,NA,
20183,8,2,0,NA,NA,NA,
20183,9,2,0,NA,NA,NA,
20183,10,2,0,NA,NA,NA,
20183,11,2,0,NA,NA,NA,
20183,12,2,0,NA,NA,NA,
20183,13,2,0,NA,NA,NA,
20183,14,2,0,NA,NA,NA,
20183,15,2,0,NA,NA,NA,
20183,16,2,0,NA,NA,NA,
20183,17,2,0,NA,NA,NA,
20183,18,2,0,NA,NA,NA,
20183,19,2,0,NA,NA,NA,
20183,20,2,0,NA,NA,NA,
20183,21,2,0,NA,NA,NA,
20183,22,2,0,NA,NA,NA,
20183,23,2,0,NA,NA,NA,
20183,24,2,0,NA,NA,NA,
20183,25,2,0,NA,NA,NA,
20183,26,2,0,NA,NA,NA,
20183,27,2,0,NA,NA,NA,
20183,28,2,0,NA,NA,NA,
20183,29,2,0,NA,NA,NA,
20183,30,2,0,NA,NA,NA,
20183,31,2,0,NA,NA,NA,
20183,32,2,0,NA,NA,NA,
20183,33,2,0,NA,NA,NA,
20184,1,1,1,165,132,33,
20184,2,1,1,165,132,33,
20184,3,1,1,165,132,33,
20184,4,1,1,165,132,33,
20184,5,1,1,165,132,33,
20184,6,1,1,165,132,33,
20184,7,1,1,165,132,33,
20184,8,2,0,NA,NA,NA,
20184,9,2,0,NA,NA,NA,
20184,10,2,0,NA,NA,NA,
20184,11,2,0,NA,NA,NA,
20184,12,1,1,165,132,33,
20184,13,2,0,NA,NA,NA,
20184,14,1,1,165,132,33,
20184,15,1,2,NA,NA,NA,
20184,16,2,0,NA,NA,NA,
20184,17,2,0,NA,NA,NA,
20184,18,1,2,NA,NA,NA,
20184,19,1,1,165,132,33,
20184,20,2,0,NA,NA,NA,
20184,21,2,0,NA,NA,NA,
20184,22,1,1,165,132,33,
20184,23,2,0,NA,NA,NA,
20184,24,1,1,9,7,2,
20184,25,2,0,NA,NA,NA,
20184,26,1,1,165,132,33,
20184,27,2,0,NA,NA,NA,
20184,28,1,1,165,132,33,
20184,29,2,0,NA,NA,NA,
20184,30,1,1,165,132,33,
20184,31,1,1,165,132,33,
20184,32,2,0,NA,NA,NA,
20184,33,1,1,165,132,33,
20185,1,1,1,22,20,2,
20185,2,2,0,NA,NA,NA,
20185,3,2,0,NA,NA,NA,
20185,4,2,0,NA,NA,NA,
20185,5,2,0,NA,NA,NA,
20185,6,2,0,NA,NA,NA,
20185,7,2,0,NA,NA,NA,
20185,8,2,0,NA,NA,NA,
20185,9,2,0,NA,NA,NA,
20185,10,2,0,NA,NA,NA,
20185,11,2,0,NA,NA,NA,
20185,12,2,0,NA,NA,NA,
20185,13,2,0,NA,NA,NA,
20185,14,2,0,NA,NA,NA,
20185,15,2,0,NA,NA,NA,
20185,16,2,0,NA,NA,NA,
20185,17,2,0,NA,NA,NA,
20185,18,2,0,NA,NA,NA,
20185,19,2,0,NA,NA,NA,
20185,20,2,0,NA,NA,NA,
20185,21,2,0,NA,NA,NA,
20185,22,2,0,NA,NA,NA,
20185,23,2,0,NA,NA,NA,
20185,24,2,0,NA,NA,NA,
20185,25,2,0,NA,NA,NA,
20185,26,2,0,NA,NA,NA,
20185,27,2,0,NA,NA,NA,
20185,28,2,0,NA,NA,NA,
20185,29,2,0,NA,NA,NA,
20185,30,2,0,NA,NA,NA,
20185,31,2,0,NA,NA,NA,
20185,32,2,0,NA,NA,NA,
20185,33,2,0,NA,NA,NA,
20186,1,2,0,NA,NA,NA,
20186,2,2,0,NA,NA,NA,
20186,3,2,0,NA,NA,NA,
20186,4,2,0,NA,NA,NA,
20186,5,2,0,NA,NA,NA,
20186,6,2,0,NA,NA,NA,
20186,7,2,0,NA,NA,NA,
20186,8,2,0,NA,NA,NA,
20186,9,2,0,NA,NA,NA,
20186,10,2,0,NA,NA,NA,
20186,11,2,0,NA,NA,NA,
20186,12,2,0,NA,NA,NA,
20186,13,2,0,NA,NA,NA,
20186,14,2,0,NA,NA,NA,
20186,15,2,0,NA,NA,NA,
20186,16,2,0,NA,NA,NA,
20186,17,2,0,NA,NA,NA,
20186,18,2,0,NA,NA,NA,
20186,19,1,1,42,42,0,
20186,20,2,0,NA,NA,NA,
20186,21,2,0,NA,NA,NA,
20186,22,2,0,NA,NA,NA,
20186,23,2,0,NA,NA,NA,
20186,24,2,0,NA,NA,NA,
20186,25,2,0,NA,NA,NA,
20186,26,2,0,NA,NA,NA,
20186,27,2,0,NA,NA,NA,
20186,28,2,0,NA,NA,NA,
20186,29,2,0,NA,NA,NA,
20186,30,2,0,NA,NA,NA,
20186,31,2,0,NA,NA,NA,
20186,32,2,0,NA,NA,NA,
20186,33,2,0,NA,NA,NA,
20187,1,1,1,10,10,0,
20187,2,2,0,NA,NA,NA,
20187,3,2,0,NA,NA,NA,
20187,4,2,0,NA,NA,NA,
20187,5,2,0,NA,NA,NA,
20187,6,2,0,NA,NA,NA,
20187,7,2,0,NA,NA,NA,
20187,8,2,0,NA,NA,NA,
20187,9,2,0,NA,NA,NA,
20187,10,2,0,NA,NA,NA,
20187,11,2,0,NA,NA,NA,
20187,12,2,0,NA,NA,NA,
20187,13,2,0,NA,NA,NA,
20187,14,2,0,NA,NA,NA,
20187,15,2,0,NA,NA,NA,
20187,16,2,0,NA,NA,NA,
20187,17,2,0,NA,NA,NA,
20187,18,2,0,NA,NA,NA,
20187,19,2,0,NA,NA,NA,
20187,20,2,0,NA,NA,NA,
20187,21,2,0,NA,NA,NA,
20187,22,2,0,NA,NA,NA,
20187,23,2,0,NA,NA,NA,
20187,24,2,0,NA,NA,NA,
20187,25,2,0,NA,NA,NA,
20187,26,2,0,NA,NA,NA,
20187,27,2,0,NA,NA,NA,
20187,28,2,0,NA,NA,NA,
20187,29,2,0,NA,NA,NA,
20187,30,2,0,NA,NA,NA,
20187,31,2,0,NA,NA,NA,
20187,32,2,0,NA,NA,NA,
20187,33,2,0,NA,NA,NA,
20188,1,1,1,30,30,0,
20188,2,2,0,NA,NA,NA,
20188,3,2,0,NA,NA,NA,
20188,4,2,0,NA,NA,NA,
20188,5,2,0,NA,NA,NA,
20188,6,2,0,NA,NA,NA,
20188,7,2,0,NA,NA,NA,
20188,8,2,0,NA,NA,NA,
20188,9,2,0,NA,NA,NA,
20188,10,2,0,NA,NA,NA,
20188,11,2,0,NA,NA,NA,
20188,12,2,0,NA,NA,NA,
20188,13,2,0,NA,NA,NA,
20188,14,2,0,NA,NA,NA,
20188,15,2,0,NA,NA,NA,
20188,16,2,0,NA,NA,NA,
20188,17,2,0,NA,NA,NA,
20188,18,2,0,NA,NA,NA,
20188,19,2,0,NA,NA,NA,
20188,20,2,0,NA,NA,NA,
20188,21,2,0,NA,NA,NA,
20188,22,2,0,NA,NA,NA,
20188,23,2,0,NA,NA,NA,
20188,24,2,0,NA,NA,NA,
20188,25,2,0,NA,NA,NA,
20188,26,2,0,NA,NA,NA,
20188,27,2,0,NA,NA,NA,
20188,28,2,0,NA,NA,NA,
20188,29,2,0,NA,NA,NA,
20188,30,2,0,NA,NA,NA,
20188,31,2,0,NA,NA,NA,
20188,32,2,0,NA,NA,NA,
20188,33,2,0,NA,NA,NA,
20189,1,2,0,NA,NA,NA,
20189,2,2,0,NA,NA,NA,
20189,3,2,0,NA,NA,NA,
20189,4,2,0,NA,NA,NA,
20189,5,2,0,NA,NA,NA,
20189,6,2,0,NA,NA,NA,
20189,7,2,0,NA,NA,NA,
20189,8,2,0,NA,NA,NA,
20189,9,2,0,NA,NA,NA,
20189,10,2,0,NA,NA,NA,
20189,11,2,0,NA,NA,NA,
20189,12,2,0,NA,NA,NA,
20189,13,2,0,NA,NA,NA,
20189,14,2,0,NA,NA,NA,
20189,15,2,0,NA,NA,NA,
20189,16,2,0,NA,NA,NA,
20189,17,2,0,NA,NA,NA,
20189,18,2,0,NA,NA,NA,
20189,19,2,0,NA,NA,NA,
20189,20,2,0,NA,NA,NA,
20189,21,2,0,NA,NA,NA,
20189,22,2,0,NA,NA,NA,
20189,23,2,0,NA,NA,NA,
20189,24,2,0,NA,NA,NA,
20189,25,2,0,NA,NA,NA,
20189,26,2,0,NA,NA,NA,
20189,27,2,0,NA,NA,NA,
20189,28,2,0,NA,NA,NA,
20189,29,2,0,NA,NA,NA,
20189,30,2,0,NA,NA,NA,
20189,31,2,0,NA,NA,NA,
20189,32,2,0,NA,NA,NA,
20189,33,2,0,NA,NA,NA,
20190,1,2,0,NA,NA,NA,
20190,2,2,0,NA,NA,NA,
20190,3,2,0,NA,NA,NA,
20190,4,2,0,NA,NA,NA,
20190,5,2,0,NA,NA,NA,
20190,6,2,0,NA,NA,NA,
20190,7,2,0,NA,NA,NA,
20190,8,2,0,NA,NA,NA,
20190,9,2,0,NA,NA,NA,
20190,10,2,0,NA,NA,NA,
20190,11,2,0,NA,NA,NA,
20190,12,2,0,NA,NA,NA,
20190,13,2,0,NA,NA,NA,
20190,14,2,0,NA,NA,NA,
20190,15,2,0,NA,NA,NA,
20190,16,2,0,NA,NA,NA,
20190,17,2,0,NA,NA,NA,
20190,18,2,0,NA,NA,NA,
20190,19,2,0,NA,NA,NA,
20190,20,2,0,NA,NA,NA,
20190,21,2,0,NA,NA,NA,
20190,22,2,0,NA,NA,NA,
20190,23,2,0,NA,NA,NA,
20190,24,2,0,NA,NA,NA,
20190,25,2,0,NA,NA,NA,
20190,26,2,0,NA,NA,NA,
20190,27,2,0,NA,NA,NA,
20190,28,2,0,NA,NA,NA,
20190,29,2,0,NA,NA,NA,
20190,30,2,0,NA,NA,NA,
20190,31,2,0,NA,NA,NA,
20190,32,2,0,NA,NA,NA,
20190,33,2,0,NA,NA,NA,
20191,1,2,0,NA,NA,NA,
20191,2,2,0,NA,NA,NA,
20191,3,2,0,NA,NA,NA,
20191,4,2,0,NA,NA,NA,
20191,5,2,0,NA,NA,NA,
20191,6,2,0,NA,NA,NA,
20191,7,2,0,NA,NA,NA,
20191,8,2,0,NA,NA,NA,
20191,9,2,0,NA,NA,NA,
20191,10,2,0,NA,NA,NA,
20191,11,2,0,NA,NA,NA,
20191,12,2,0,NA,NA,NA,
20191,13,2,0,NA,NA,NA,
20191,14,2,0,NA,NA,NA,
20191,15,2,0,NA,NA,NA,
20191,16,2,0,NA,NA,NA,
20191,17,2,0,NA,NA,NA,
20191,18,2,0,NA,NA,NA,
20191,19,2,0,NA,NA,NA,
20191,20,2,0,NA,NA,NA,
20191,21,2,0,NA,NA,NA,
20191,22,2,0,NA,NA,NA,
20191,23,2,0,NA,NA,NA,
20191,24,2,0,NA,NA,NA,
20191,25,2,0,NA,NA,NA,
20191,26,2,0,NA,NA,NA,
20191,27,2,0,NA,NA,NA,
20191,28,2,0,NA,NA,NA,
20191,29,2,0,NA,NA,NA,
20191,30,2,0,NA,NA,NA,
20191,31,2,0,NA,NA,NA,
20191,32,2,0,NA,NA,NA,
20191,33,2,0,NA,NA,NA,
20192,1,2,0,NA,NA,NA,
20192,2,2,0,NA,NA,NA,
20192,3,2,0,NA,NA,NA,
20192,4,2,0,NA,NA,NA,
20192,5,2,0,NA,NA,NA,
20192,6,2,0,NA,NA,NA,
20192,7,2,0,NA,NA,NA,
20192,8,2,0,NA,NA,NA,
20192,9,2,0,NA,NA,NA,
20192,10,2,0,NA,NA,NA,
20192,11,2,0,NA,NA,NA,
20192,12,2,0,NA,NA,NA,
20192,13,2,0,NA,NA,NA,
20192,14,2,0,NA,NA,NA,
20192,15,2,0,NA,NA,NA,
20192,16,2,0,NA,NA,NA,
20192,17,2,0,NA,NA,NA,
20192,18,2,0,NA,NA,NA,
20192,19,2,0,NA,NA,NA,
20192,20,2,0,NA,NA,NA,
20192,21,2,0,NA,NA,NA,
20192,22,2,0,NA,NA,NA,
20192,23,2,0,NA,NA,NA,
20192,24,2,0,NA,NA,NA,
20192,25,2,0,NA,NA,NA,
20192,26,2,0,NA,NA,NA,
20192,27,2,0,NA,NA,NA,
20192,28,2,0,NA,NA,NA,
20192,29,2,0,NA,NA,NA,
20192,30,2,0,NA,NA,NA,
20192,31,2,0,NA,NA,NA,
20192,32,2,0,NA,NA,NA,
20192,33,2,0,NA,NA,NA,
20193,1,2,0,NA,NA,NA,
20193,2,2,0,NA,NA,NA,
20193,3,2,0,NA,NA,NA,
20193,4,2,0,NA,NA,NA,
20193,5,2,0,NA,NA,NA,
20193,6,2,0,NA,NA,NA,
20193,7,2,0,NA,NA,NA,
20193,8,2,0,NA,NA,NA,
20193,9,2,0,NA,NA,NA,
20193,10,2,0,NA,NA,NA,
20193,11,2,0,NA,NA,NA,
20193,12,2,0,NA,NA,NA,
20193,13,2,0,NA,NA,NA,
20193,14,2,0,NA,NA,NA,
20193,15,2,0,NA,NA,NA,
20193,16,2,0,NA,NA,NA,
20193,17,2,0,NA,NA,NA,
20193,18,2,0,NA,NA,NA,
20193,19,2,0,NA,NA,NA,
20193,20,2,0,NA,NA,NA,
20193,21,2,0,NA,NA,NA,
20193,22,2,0,NA,NA,NA,
20193,23,2,0,NA,NA,NA,
20193,24,2,0,NA,NA,NA,
20193,25,2,0,NA,NA,NA,
20193,26,2,0,NA,NA,NA,
20193,27,2,0,NA,NA,NA,
20193,28,2,0,NA,NA,NA,
20193,29,2,0,NA,NA,NA,
20193,30,2,0,NA,NA,NA,
20193,31,2,0,NA,NA,NA,
20193,32,2,0,NA,NA,NA,
20193,33,2,0,NA,NA,NA,
20194,1,2,0,NA,NA,NA,
20194,2,2,0,NA,NA,NA,
20194,3,2,0,NA,NA,NA,
20194,4,2,0,NA,NA,NA,
20194,5,2,0,NA,NA,NA,
20194,6,2,0,NA,NA,NA,
20194,7,2,0,NA,NA,NA,
20194,8,2,0,NA,NA,NA,
20194,9,2,0,NA,NA,NA,
20194,10,2,0,NA,NA,NA,
20194,11,2,0,NA,NA,NA,
20194,12,2,0,NA,NA,NA,
20194,13,2,0,NA,NA,NA,
20194,14,2,0,NA,NA,NA,
20194,15,2,0,NA,NA,NA,
20194,16,2,0,NA,NA,NA,
20194,17,2,0,NA,NA,NA,
20194,18,2,0,NA,NA,NA,
20194,19,2,0,NA,NA,NA,
20194,20,2,0,NA,NA,NA,
20194,21,2,0,NA,NA,NA,
20194,22,2,0,NA,NA,NA,
20194,23,2,0,NA,NA,NA,
20194,24,2,0,NA,NA,NA,
20194,25,2,0,NA,NA,NA,
20194,26,2,0,NA,NA,NA,
20194,27,2,0,NA,NA,NA,
20194,28,2,0,NA,NA,NA,
20194,29,2,0,NA,NA,NA,
20194,30,2,0,NA,NA,NA,
20194,31,2,0,NA,NA,NA,
20194,32,2,0,NA,NA,NA,
20194,33,2,0,NA,NA,NA,
20195,1,2,0,NA,NA,NA,
20195,2,2,0,NA,NA,NA,
20195,3,2,0,NA,NA,NA,
20195,4,2,0,NA,NA,NA,
20195,5,2,0,NA,NA,NA,
20195,6,2,0,NA,NA,NA,
20195,7,2,0,NA,NA,NA,
20195,8,2,0,NA,NA,NA,
20195,9,2,0,NA,NA,NA,
20195,10,2,0,NA,NA,NA,
20195,11,2,0,NA,NA,NA,
20195,12,2,0,NA,NA,NA,
20195,13,2,0,NA,NA,NA,
20195,14,2,0,NA,NA,NA,
20195,15,2,0,NA,NA,NA,
20195,16,2,0,NA,NA,NA,
20195,17,2,0,NA,NA,NA,
20195,18,2,0,NA,NA,NA,
20195,19,2,0,NA,NA,NA,
20195,20,2,0,NA,NA,NA,
20195,21,2,0,NA,NA,NA,
20195,22,2,0,NA,NA,NA,
20195,23,2,0,NA,NA,NA,
20195,24,2,0,NA,NA,NA,
20195,25,2,0,NA,NA,NA,
20195,26,2,0,NA,NA,NA,
20195,27,2,0,NA,NA,NA,
20195,28,2,0,NA,NA,NA,
20195,29,2,0,NA,NA,NA,
20195,30,2,0,NA,NA,NA,
20195,31,2,0,NA,NA,NA,
20195,32,2,0,NA,NA,NA,
20195,33,2,0,NA,NA,NA,
20196,1,2,0,NA,NA,NA,
20196,2,2,0,NA,NA,NA,
20196,3,2,0,NA,NA,NA,
20196,4,2,0,NA,NA,NA,
20196,5,2,0,NA,NA,NA,
20196,6,2,0,NA,NA,NA,
20196,7,2,0,NA,NA,NA,
20196,8,2,0,NA,NA,NA,
20196,9,2,0,NA,NA,NA,
20196,10,2,0,NA,NA,NA,
20196,11,2,0,NA,NA,NA,
20196,12,2,0,NA,NA,NA,
20196,13,2,0,NA,NA,NA,
20196,14,2,0,NA,NA,NA,
20196,15,2,0,NA,NA,NA,
20196,16,2,0,NA,NA,NA,
20196,17,2,0,NA,NA,NA,
20196,18,2,0,NA,NA,NA,
20196,19,2,0,NA,NA,NA,
20196,20,2,0,NA,NA,NA,
20196,21,2,0,NA,NA,NA,
20196,22,2,0,NA,NA,NA,
20196,23,2,0,NA,NA,NA,
20196,24,2,0,NA,NA,NA,
20196,25,2,0,NA,NA,NA,
20196,26,2,0,NA,NA,NA,
20196,27,2,0,NA,NA,NA,
20196,28,2,0,NA,NA,NA,
20196,29,2,0,NA,NA,NA,
20196,30,2,0,NA,NA,NA,
20196,31,2,0,NA,NA,NA,
20196,32,2,0,NA,NA,NA,
20196,33,2,0,NA,NA,NA,
20197,1,1,1,4,4,0,
20197,2,2,0,NA,NA,NA,
20197,3,2,0,NA,NA,NA,
20197,4,2,0,NA,NA,NA,
20197,5,2,0,NA,NA,NA,
20197,6,2,0,NA,NA,NA,
20197,7,2,0,NA,NA,NA,
20197,8,2,0,NA,NA,NA,
20197,9,2,0,NA,NA,NA,
20197,10,2,0,NA,NA,NA,
20197,11,2,0,NA,NA,NA,
20197,12,2,0,NA,NA,NA,
20197,13,2,0,NA,NA,NA,
20197,14,2,0,NA,NA,NA,
20197,15,2,0,NA,NA,NA,
20197,16,2,0,NA,NA,NA,
20197,17,2,0,NA,NA,NA,
20197,18,2,0,NA,NA,NA,
20197,19,2,0,NA,NA,NA,
20197,20,2,0,NA,NA,NA,
20197,21,2,0,NA,NA,NA,
20197,22,2,0,NA,NA,NA,
20197,23,2,0,NA,NA,NA,
20197,24,2,0,NA,NA,NA,
20197,25,2,0,NA,NA,NA,
20197,26,2,0,NA,NA,NA,
20197,27,2,0,NA,NA,NA,
20197,28,1,1,4,4,0,
