COLUMNA,DESCRIPCION,ORIGEN,TIPO_DATO,LONGITUD,CODIGO_VALIDO
ubicageo_f,Municipio,SECC I. 116,Numérico,5,0 al 99999
ticamvig_a,Tipos de cámaras de vigilancia,SECC I. 116,Numérico,1,1 al 5
rnsnni1,Existencia del tipo de cámara de vigilancia en la vía pública,SECC I. 116,Numérico,2,0 al 98
totalca1,Cámaras de vigilancia en la vía pública,SECC I. 116,Carácter,20,"0-999999999999999, NA, NSS, ND, NP, NULL"
totalca2,Videos entregados para fines de investigación,SECC I. 116,Carácter,20,"0-999999999999999, NA, NSS, ND, NP, NULL"
