ubicageo_f,trapertt,traper1,traper2,traper3,traper4,traper5,traper6
21004,43,43,0,0,0,0,0
21005,2,0,0,2,0,0,0
21006,0,0,0,0,0,0,0
21007,2,0,2,0,0,0,0
21008,0,0,0,0,0,0,0
21009,0,0,0,0,0,0,0
21010,0,0,0,0,0,0,0
21011,0,0,0,0,0,0,0
21012,1,1,0,0,0,0,0
21013,6,6,0,0,0,0,0
21014,0,0,0,0,0,0,0
21015,20,20,0,0,0,0,0
21016,0,0,0,0,0,0,0
21017,2,2,0,0,0,0,0
21018,0,0,0,0,0,0,0
21019,0,0,0,0,0,0,0
21020,0,0,0,0,0,0,0
21021,0,0,0,0,0,0,0
21022,15,15,0,0,0,0,0
21023,0,0,0,0,0,0,0
21024,52,0,0,7,0,45,0
21025,0,0,0,0,0,0,0
21026,4,4,0,0,0,0,0
21027,0,0,0,0,0,0,0
21028,0,0,0,0,0,0,0
21029,0,0,0,0,0,0,0
21030,0,0,0,0,0,0,0
21031,0,0,0,0,0,0,0
21032,0,0,0,0,0,0,0
21033,76,0,0,48,0,0,28
21034,0,0,0,0,0,0,0
21035,30,30,0,0,0,0,0
21036,0,0,0,0,0,0,0
21037,0,0,0,0,0,0,0
21038,0,0,0,0,0,0,0
21039,2,2,0,0,0,0,0
21040,0,0,0,0,0,0,0
21041,53,46,1,6,0,0,0
21042,0,0,0,0,0,0,0
21043,0,0,0,0,0,0,0
21044,30,0,4,20,0,6,0
21045,NSS,NSS,NSS,NSS,NSS,NSS,NSS
21046,8,1,0,4,3,0,0
21047,8,8,0,0,0,0,0
21048,2,2,0,0,0,0,0
21049,0,0,0,0,0,0,0
21050,0,0,0,0,0,0,0
21051,0,0,0,0,0,0,0
21052,50,0,0,50,0,0,0
21053,136,30,20,6,40,40,0
21054,23,19,0,4,0,0,0
21055,0,0,0,0,0,0,0
21056,0,0,0,0,0,0,0
21057,0,0,0,0,0,0,0
21058,1,1,0,0,0,0,0
21059,5,0,0,5,0,0,0
21060,1,1,0,0,0,0,0
21061,0,0,0,0,0,0,0
21062,5,5,0,0,0,0,0
21063,0,0,0,0,0,0,0
21064,7,2,0,5,0,0,0
21065,0,0,0,0,0,0,0
21066,0,0,0,0,0,0,0
21067,7,0,0,4,0,3,0
21068,3,3,0,0,0,0,0
21069,4,4,0,0,0,0,0
21070,8,2,0,6,0,0,0
21071,69,33,20,16,0,0,0
21072,4,4,0,0,0,0,0
21073,1,0,0,0,1,0,0
21074,40,20,20,0,0,0,0
21075,243,0,0,241,2,0,0
21076,186,36,0,65,0,85,0
21077,0,0,0,0,0,0,0
21078,0,0,0,0,0,0,0
21079,3,1,0,2,0,0,0
21080,0,0,0,0,0,0,0
21081,0,0,0,0,0,0,0
21082,0,0,0,0,0,0,0
21083,70,10,0,60,0,0,0
21084,120,10,3,87,20,0,0
21085,14,7,7,0,0,0,0
21086,7,2,0,5,0,0,0
21087,0,0,0,0,0,0,0
21088,0,0,0,0,0,0,0
21089,0,0,0,0,0,0,0
21090,51,50,0,1,0,0,0
21091,0,0,0,0,0,0,0
21092,0,0,0,0,0,0,0
21093,0,0,0,0,0,0,0
21094,5,5,0,0,0,0,0
21095,0,0,0,0,0,0,0
21096,0,0,0,0,0,0,0
21097,0,0,0,0,0,0,0
21098,2,0,0,0,2,0,0
21099,0,0,0,0,0,0,0
21100,0,0,0,0,0,0,0
21101,0,0,0,0,0,0,0
21102,0,0,0,0,0,0,0
21103,0,0,0,0,0,0,0
21104,5,2,0,3,0,0,0
21105,0,0,0,0,0,0,0
21106,99,19,80,0,0,0,0
21107,0,0,0,0,0,0,0
21108,1,1,0,0,0,0,0
21109,10,10,0,0,0,0,0
21110,20,20,0,0,0,0,0
21111,0,0,0,0,0,0,0
21112,0,0,0,0,0,0,0
21113,0,0,0,0,0,0,0
21114,6,0,1,4,0,1,0
21115,0,0,0,0,0,0,0
21116,0,0,0,0,0,0,0
21117,0,0,0,0,0,0,0
21118,4,4,0,0,0,0,0
21119,0,0,0,0,0,0,0
21120,0,0,0,0,0,0,0
21121,0,0,0,0,0,0,0
21122,1,1,0,0,0,0,0
21123,0,0,0,0,0,0,0
21124,2,2,0,0,0,0,0
21125,0,0,0,0,0,0,0
21126,0,0,0,0,0,0,0
21127,0,0,0,0,0,0,0
21128,10,10,0,0,0,0,0
21129,0,0,0,0,0,0,0
21130,0,0,0,0,0,0,0
21131,0,0,0,0,0,0,0
21132,98,88,0,10,0,0,0
21133,0,0,0,0,0,0,0
21134,29,29,0,0,0,0,0
21135,5,0,0,5,0,0,0
21136,0,0,0,0,0,0,0
21137,0,0,0,0,0,0,0
21138,1,1,0,0,0,0,0
21139,5,0,0,5,0,0,0
21140,161,161,0,0,0,0,0
21141,0,0,0,0,0,0,0
21142,138,4,134,0,0,0,0
21143,2,0,2,0,0,0,0
21144,0,0,0,0,0,0,0
21145,0,0,0,0,0,0,0
21146,0,0,0,0,0,0,0
21147,0,0,0,0,0,0,0
21148,1,1,0,0,0,0,0
21149,1,1,0,0,0,0,0
21150,0,0,0,0,0,0,0
21151,0,0,0,0,0,0,0
21152,0,0,0,0,0,0,0
21153,0,0,0,0,0,0,0
21154,NSS,NSS,NSS,NSS,NSS,NSS,NSS
21155,0,0,0,0,0,0,0
21156,1193,1125,0,68,0,0,0
21157,80,0,78,2,0,0,0
21158,0,0,0,0,0,0,0
21159,0,0,0,0,0,0,0
21160,10,0,0,10,0,0,0
21161,95,85,6,2,2,0,0
21162,25,0,25,0,0,0,0
21163,2,2,0,0,0,0,0
21164,8,0,0,8,0,0,0
21165,28,0,0,28,0,0,0
21166,0,0,0,0,0,0,0
21167,0,0,0,0,0,0,0
21168,34,0,0,34,0,0,0
21169,2,2,0,0,0,0,0
21170,0,0,0,0,0,0,0
21171,2,0,2,0,0,0,0
21172,8,8,0,0,0,0,0
21173,0,0,0,0,0,0,0
21174,15,0,15,0,0,0,0
21175,0,0,0,0,0,0,0
21176,0,0,0,0,0,0,0
21177,148,77,10,61,0,0,0
21178,9,2,4,2,1,0,0
21179,0,0,0,0,0,0,0
21180,0,0,0,0,0,0,0
21181,0,0,0,0,0,0,0
21182,0,0,0,0,0,0,0
21183,0,0,0,0,0,0,0
21184,10,0,0,5,0,5,0
21185,10,10,0,0,0,0,0
21186,3,3,0,0,0,0,0
21187,0,0,0,0,0,0,0
21188,2,1,1,0,0,0,0
21189,5,3,0,1,1,0,0
21190,0,0,0,0,0,0,0
21191,NSS,NSS,NSS,NSS,NSS,NSS,NSS
21192,3,0,0,0,0,3,0
21193,0,0,0,0,0,0,0
21194,0,0,0,0,0,0,0
21195,48,12,0,8,10,18,0
21196,0,0,0,0,0,0,0
21197,96,96,0,0,0,0,0
21198,0,0,0,0,0,0,0
21199,8,8,0,0,0,0,0
21200,3,1,1,1,0,0,0
21201,0,0,0,0,0,0,0
21202,0,0,0,0,0,0,0
21203,0,0,0,0,0,0,0
21204,0,0,0,0,0,0,0
21205,0,0,0,0,0,0,0
21206,0,0,0,0,0,0,0
21207,5,5,0,0,0,0,0
21208,54,0,41,4,0,9,0
21209,0,0,0,0,0,0,0
21210,0,0,0,0,0,0,0
21211,7,7,0,0,0,0,0
21212,50,25,5,15,5,0,0
21213,0,0,0,0,0,0,0
21214,0,0,0,0,0,0,0
21215,0,0,0,0,0,0,0
21216,0,0,0,0,0,0,0
21217,0,0,0,0,0,0,0
22001,67,67,0,0,0,0,0
22002,0,0,0,0,0,0,0
22003,308,10,298,0,0,0,0
22004,30,0,0,0,0,30,0
22005,1723,179,1542,0,2,0,0
22006,0,0,0,0,0,0,0
22007,0,0,0,0,0,0,0
22008,932,162,770,0,0,0,0
22009,15,0,0,15,0,0,0
22010,1,1,0,0,0,0,0
22011,5569,2445,3111,0,13,0,0
22012,264,264,0,0,0,0,0
22013,193,21,172,0,0,0,0
22014,0,0,0,0,0,0,0
22015,11,7,0,0,4,0,0
22016,3569,829,2740,0,0,0,0
22017,1659,152,1507,0,0,0,0
22018,28,28,0,0,0,0,0
23001,0,0,0,0,0,0,0
23002,571,546,25,0,0,0,0
23003,0,0,0,0,0,0,0
23004,0,0,0,0,0,0,0
23005,0,0,0,0,0,0,0
23006,0,0,0,0,0,0,0
23007,0,0,0,0,0,0,0
23008,1994,1994,0,0,0,0,0
23009,NSS,NSS,NSS,NSS,NSS,NSS,NSS
23010,0,0,0,0,0,0,0
23011,0,0,0,0,0,0,0
24001,320,15,0,280,25,0,0
24002,5,5,0,0,0,0,0
24003,250,50,0,100,50,50,0
24004,0,0,0,0,0,0,0
24005,0,0,0,0,0,0,0
24006,0,0,0,0,0,0,0
24007,0,0,0,0,0,0,0
24008,10,10,0,0,0,0,0
24009,0,0,0,0,0,0,0
24010,12,9,0,2,1,0,0
24011,1228,161,1058,9,0,0,0
24012,20,20,0,0,0,0,0
24013,0,0,0,0,0,0,0
24014,0,0,0,0,0,0,0
24015,0,0,0,0,0,0,0
24016,0,0,0,0,0,0,0
24017,11,11,0,0,0,0,0
24018,2,1,0,1,0,0,0
24019,0,0,0,0,0,0,0
24020,0,0,0,0,0,0,0
24021,16,16,0,0,0,0,0
24022,0,0,0,0,0,0,0
24023,7,7,0,0,0,0,0
24024,114,114,0,0,0,0,0
24025,0,0,0,0,0,0,0
24026,0,0,0,0,0,0,0
24027,36,36,0,0,0,0,0
24028,9896,1296,8083,0,0,517,0
24029,25,25,0,0,0,0,0
24030,NA,NA,NA,NA,NA,NA,NA
24031,0,0,0,0,0,0,0
24032,1,1,0,0,0,0,0
24033,0,0,0,0,0,0,0
24034,0,0,0,0,0,0,0
24035,194,194,0,0,0,0,0
24036,50,10,0,10,0,30,0
24037,14,14,0,0,0,0,0
24038,10,10,0,0,0,0,0
24039,8,8,0,0,0,0,0
24040,57,57,0,0,0,0,0
24041,7,4,2,1,0,0,0
24042,0,0,0,0,0,0,0
24043,0,0,0,0,0,0,0
24044,0,0,0,0,0,0,0
24045,5,5,0,0,0,0,0
24046,1,1,0,0,0,0,0
24047,0,0,0,0,0,0,0
24048,5,5,0,0,0,0,0
24049,0,0,0,0,0,0,0
24050,57,1,0,0,0,56,0
24051,0,0,0,0,0,0,0
24052,115,0,0,100,15,0,0
24053,14,14,0,0,0,0,0
24054,0,0,0,0,0,0,0
24055,9,4,0,5,0,0,0
24056,0,0,0,0,0,0,0
24057,15,4,0,8,0,3,0
24058,55,40,0,0,15,0,0
25001,6236,101,6135,0,0,0,0
25002,0,0,0,0,0,0,0
25003,0,0,0,0,0,0,0
25004,0,0,0,0,0,0,0
25005,0,0,0,0,0,0,0
25006,0,0,0,0,0,0,0
25007,0,0,0,0,0,0,0
25008,2,2,0,0,0,0,0
25009,1,1,0,0,0,0,0
25010,0,0,0,0,0,0,0
25011,0,0,0,0,0,0,0
25012,0,0,0,0,0,0,0
25013,0,0,0,0,0,0,0
25014,0,0,0,0,0,0,0
25015,0,0,0,0,0,0,0
25016,0,0,0,0,0,0,0
25017,43,0,0,0,0,43,0
25018,3,3,0,0,0,0,0
26001,0,0,0,0,0,0,0
26002,0,0,0,0,0,0,0
26003,0,0,0,0,0,0,0
26004,6,6,0,0,0,0,0
26005,0,0,0,0,0,0,0
26006,1,1,0,0,0,0,0
26007,0,0,0,0,0,0,0
26008,0,0,0,0,0,0,0
26009,1,0,0,0,0,1,0
26010,0,0,0,0,0,0,0
26011,0,0,0,0,0,0,0
26012,14,14,0,0,0,0,0
26013,0,0,0,0,0,0,0
26014,0,0,0,0,0,0,0
26015,0,0,0,0,0,0,0
26016,2,2,0,0,0,0,0
26017,630,315,0,0,315,0,0
26018,NSS,NSS,NSS,NSS,NSS,NSS,NSS
26019,25,0,0,0,25,0,0
26020,17,4,3,8,2,0,0
26021,0,0,0,0,0,0,0
26022,0,0,0,0,0,0,0
26023,0,0,0,0,0,0,0
26024,0,0,0,0,0,0,0
26025,118,46,0,0,26,46,0
26026,104,88,6,0,2,8,0
26027,16,16,0,0,0,0,0
26028,4,0,0,0,0,4,0
26029,0,0,0,0,0,0,0
26030,NSS,NSS,NSS,NSS,NSS,NSS,NSS
26031,0,0,0,0,0,0,0
26032,0,0,0,0,0,0,0
26033,63,36,0,27,0,0,0
26034,0,0,0,0,0,0,0
26035,17,17,0,0,0,0,0
26036,31,11,8,1,11,0,0
26037,0,0,0,0,0,0,0
26038,0,0,0,0,0,0,0
26039,0,0,0,0,0,0,0
26040,5,2,0,3,0,0,0
26041,0,0,0,0,0,0,0
26042,0,0,0,0,0,0,0
26043,530,530,0,0,0,0,0
26044,0,0,0,0,0,0,0
26045,0,0,0,0,0,0,0
26046,0,0,0,0,0,0,0
26047,4,2,0,2,0,0,0
26048,0,0,0,0,0,0,0
26049,0,0,0,0,0,0,0
26050,8,1,0,4,1,2,0
26051,0,0,0,0,0,0,0
26052,6,1,0,2,3,0,0
26053,0,0,0,0,0,0,0
26054,0,0,0,0,0,0,0
26055,756,204,300,156,96,0,0
26056,0,0,0,0,0,0,0
26057,0,0,0,0,0,0,0
26058,5,5,0,0,0,0,0
26059,0,0,0,0,0,0,0
26060,0,0,0,0,0,0,0
26061,5,5,0,0,0,0,0
26062,0,0,0,0,0,0,0
26063,0,0,0,0,0,0,0
26064,0,0,0,0,0,0,0
26065,0,0,0,0,0,0,0
26066,14,14,0,0,0,0,0
26067,5,5,0,0,0,0,0
26068,0,0,0,0,0,0,0
26069,0,0,0,0,0,0,0
26070,0,0,0,0,0,0,0
26071,25,15,0,10,0,0,0
26072,0,0,0,0,0,0,0
27001,69,21,0,48,0,0,0
27002,0,0,0,0,0,0,0
27003,0,0,0,0,0,0,0
27004,NA,NA,NA,NA,NA,NA,NA
27005,811,294,128,268,121,0,0
27006,0,0,0,0,0,0,0
27007,0,0,0,0,0,0,0
27008,98,98,0,0,0,0,0
27009,14,14,0,0,0,0,0
27010,47,47,0,0,0,0,0
27011,52,0,0,52,0,0,0
27012,0,0,0,0,0,0,0
27013,0,0,0,0,0,0,0
27014,45,6,39,0,0,0,0
27015,48,9,0,39,0,0,0
27016,3,1,0,2,0,0,0
27017,1164,56,1108,0,0,0,0
28001,NA,NA,NA,NA,NA,NA,NA
28002,NA,NA,NA,NA,NA,NA,NA
28003,NA,NA,NA,NA,NA,NA,NA
28004,NA,NA,NA,NA,NA,NA,NA
28005,NA,NA,NA,NA,NA,NA,NA
28006,NA,NA,NA,NA,NA,NA,NA
28007,NA,NA,NA,NA,NA,NA,NA
28008,NA,NA,NA,NA,NA,NA,NA
28009,NA,NA,NA,NA,NA,NA,NA
28010,NA,NA,NA,NA,NA,NA,NA
28011,NA,NA,NA,NA,NA,NA,NA
28012,NA,NA,NA,NA,NA,NA,NA
28013,NA,NA,NA,NA,NA,NA,NA
28014,NA,NA,NA,NA,NA,NA,NA
28015,NA,NA,NA,NA,NA,NA,NA
28016,NA,NA,NA,NA,NA,NA,NA
28017,NA,NA,NA,NA,NA,NA,NA
28018,NA,NA,NA,NA,NA,NA,NA
28019,NA,NA,NA,NA,NA,NA,NA
28020,NA,NA,NA,NA,NA,NA,NA
28021,NA,NA,NA,NA,NA,NA,NA
28022,NA,NA,NA,NA,NA,NA,NA
28023,NA,NA,NA,NA,NA,NA,NA
28024,NA,NA,NA,NA,NA,NA,NA
28025,NA,NA,NA,NA,NA,NA,NA
28026,NA,NA,NA,NA,NA,NA,NA
28027,NA,NA,NA,NA,NA,NA,NA
28028,NA,NA,NA,NA,NA,NA,NA
28029,NA,NA,NA,NA,NA,NA,NA
28030,NA,NA,NA,NA,NA,NA,NA
28031,NA,NA,NA,NA,NA,NA,NA
28032,NA,NA,NA,NA,NA,NA,NA
28033,NA,NA,NA,NA,NA,NA,NA
28034,NA,NA,NA,NA,NA,NA,NA
28035,NA,NA,NA,NA,NA,NA,NA
28036,NA,NA,NA,NA,NA,NA,NA
28037,NA,NA,NA,NA,NA,NA,NA
28038,NA,NA,NA,NA,NA,NA,NA
28039,NA,NA,NA,NA,NA,NA,NA
28040,NA,NA,NA,NA,NA,NA,NA
28041,NA,NA,NA,NA,NA,NA,NA
28042,NA,NA,NA,NA,NA,NA,NA
28043,NA,NA,NA,NA,NA,NA,NA
29001,4,4,0,0,0,0,0
29002,40,40,0,0,0,0,0
29003,2,2,0,0,0,0,0
29004,2,2,0,0,0,0,0
29005,31,31,0,0,0,0,0
29006,41,41,0,0,0,0,0
29007,8,8,0,0,0,0,0
29008,213,8,5,180,0,20,0
29009,11,11,0,0,0,0,0
29010,35,35,0,0,0,0,0
29011,0,0,0,0,0,0,0
29012,0,0,0,0,0,0,0
29013,241,241,0,0,0,0,0
29014,0,0,0,0,0,0,0
29015,43,43,0,0,0,0,0
29016,6,6,0,0,0,0,0
29017,6,6,0,0,0,0,0
29018,32,32,0,0,0,0,0
29019,68,0,0,68,0,0,0
29020,9,9,0,0,0,0,0
29021,20,20,0,0,0,0,0
29022,3,3,0,0,0,0,0
29023,0,0,0,0,0,0,0
29024,300,200,0,100,0,0,0
29025,26,26,0,0,0,0,0
29026,0,0,0,0,0,0,0
29027,0,0,0,0,0,0,0
29028,12,11,0,1,0,0,0
29029,13,13,0,0,0,0,0
29030,0,0,0,0,0,0,0
29031,23,23,0,0,0,0,0
29032,3,3,0,0,0,0,0
29033,118,0,118,0,0,0,0
29034,14,14,0,0,0,0,0
29035,22,2,0,20,0,0,0
29036,0,0,0,0,0,0,0
29037,0,0,0,0,0,0,0
29038,10,8,2,0,0,0,0
29039,10,10,0,0,0,0,0
29040,NSS,NSS,NSS,NSS,NSS,NSS,NSS
29041,54,23,9,11,11,0,0
29042,8,5,3,0,0,0,0
29043,NSS,NSS,NSS,NSS,NSS,NSS,NSS
29044,33,15,8,10,0,0,0
29045,0,0,0,0,0,0,0
29046,1,1,0,0,0,0,0
29047,0,0,0,0,0,0,0
29048,0,0,0,0,0,0,0
29049,7,6,0,1,0,0,0
29050,0,0,0,0,0,0,0
29051,39,6,3,30,0,0,0
29052,0,0,0,0,0,0,0
29053,0,0,0,0,0,0,0
29054,60,0,0,60,0,0,0
29055,0,0,0,0,0,0,0
29056,7,3,4,0,0,0,0
29057,1,0,0,1,0,0,0
29058,8,8,0,0,0,0,0
29059,0,0,0,0,0,0,0
29060,0,0,0,0,0,0,0
30001,70,20,0,50,0,0,0
30002,0,0,0,0,0,0,0
30003,9,9,0,0,0,0,0
30004,0,0,0,0,0,0,0
30005,0,0,0,0,0,0,0
30006,0,0,0,0,0,0,0
30007,0,0,0,0,0,0,0
30008,3,1,0,1,0,1,0
30009,0,0,0,0,0,0,0
30010,37,2,0,30,0,5,0
30011,0,0,0,0,0,0,0
30012,1,1,0,0,0,0,0
30013,15,8,0,3,0,4,0
30014,NSS,NSS,NSS,NSS,NSS,NSS,NSS
30015,0,0,0,0,0,0,0
30016,NSS,NSS,NSS,NSS,NSS,NSS,NSS
30017,0,0,0,0,0,0,0
30018,0,0,0,0,0,0,0
30019,30,15,0,15,0,0,0
30020,1,1,0,0,0,0,0
30021,2,2,0,0,0,0,0
30022,3,2,0,0,1,0,0
30023,0,0,0,0,0,0,0
30024,3,3,0,0,0,0,0
30025,1,1,0,0,0,0,0
30026,0,0,0,0,0,0,0
30027,0,0,0,0,0,0,0
30028,114,0,0,114,0,0,0
30029,0,0,0,0,0,0,0
30030,0,0,0,0,0,0,0
30031,6,6,0,0,0,0,0
30032,8,8,0,0,0,0,0
30033,7,7,0,0,0,0,0
30034,4,0,0,0,0,4,0
30035,0,0,0,0,0,0,0
30036,0,0,0,0,0,0,0
30037,0,0,0,0,0,0,0
30038,63,63,0,0,0,0,0
30039,0,0,0,0,0,0,0
30040,2,0,0,0,0,2,0
30041,0,0,0,0,0,0,0
30042,0,0,0,0,0,0,0
30043,30,0,0,0,0,30,0
30044,NSS,NSS,NSS,NSS,NSS,NSS,NSS
30045,0,0,0,0,0,0,0
30046,0,0,0,0,0,0,0
30047,0,0,0,0,0,0,0
30048,5,5,0,0,0,0,0
30049,1,1,0,0,0,0,0
30050,18,5,0,10,3,0,0
30051,0,0,0,0,0,0,0
30052,0,0,0,0,0,0,0
30053,2,2,0,0,0,0,0
30054,0,0,0,0,0,0,0
30055,0,0,0,0,0,0,0
30056,0,0,0,0,0,0,0
30057,2,2,0,0,0,0,0
30058,200,30,60,20,1,89,0
30059,0,0,0,0,0,0,0
30060,0,0,0,0,0,0,0
30061,36,31,0,3,2,0,0
30062,6,6,0,0,0,0,0
30063,20,10,0,0,10,0,0
30064,0,0,0,0,0,0,0
30065,47,47,0,0,0,0,0
30066,0,0,0,0,0,0,0
30067,0,0,0,0,0,0,0
30068,NA,NA,NA,NA,NA,NA,NA
30069,2,2,0,0,0,0,0
30070,1,1,0,0,0,0,0
30071,12,9,0,3,0,0,0
30072,5,2,0,1,2,0,0
30073,0,0,0,0,0,0,0
30074,NA,NA,NA,NA,NA,NA,NA
30075,NA,NA,NA,NA,NA,NA,NA
30076,0,0,0,0,0,0,0
30077,50,50,0,0,0,0,0
30078,30,0,0,30,0,0,0
30079,0,0,0,0,0,0,0
30080,1,1,0,0,0,0,0
30081,5,0,0,1,4,0,0
30082,NA,NA,NA,NA,NA,NA,NA
30083,0,0,0,0,0,0,0
30084,2,0,0,0,2,0,0
30085,5,5,0,0,0,0,0
30086,0,0,0,0,0,0,0
30087,3599,3028,0,571,0,0,0
30088,0,0,0,0,0,0,0
30089,0,0,0,0,0,0,0
30090,0,0,0,0,0,0,0
30091,0,0,0,0,0,0,0
30092,NA,NA,NA,NA,NA,NA,NA
30093,NA,NA,NA,NA,NA,NA,NA
30094,0,0,0,0,0,0,0
30095,0,0,0,0,0,0,0
30096,0,0,0,0,0,0,0
30097,0,0,0,0,0,0,0
30098,0,0,0,0,0,0,0
30099,NA,NA,NA,NA,NA,NA,NA
30100,0,0,0,0,0,0,0
30101,1,0,0,0,1,0,0
30102,239,215,0,7,17,0,0
30103,0,0,0,0,0,0,0
30104,2,2,0,0,0,0,0
30105,NA,NA,NA,NA,NA,NA,NA
30106,0,0,0,0,0,0,0
30107,0,0,0,0,0,0,0
30108,48,48,0,0,0,0,0
30109,0,0,0,0,0,0,0
30110,0,0,0,0,0,0,0
30111,46,1,0,45,0,0,0
30112,0,0,0,0,0,0,0
30113,1,1,0,0,0,0,0
30114,0,0,0,0,0,0,0
30115,0,0,0,0,0,0,0
30116,0,0,0,0,0,0,0
30117,0,0,0,0,0,0,0
30118,85,85,0,0,0,0,0
30119,NA,NA,NA,NA,NA,NA,NA
30120,1,0,0,1,0,0,0
30121,5,5,0,0,0,0,0
30122,5,5,0,0,0,0,0
30123,0,0,0,0,0,0,0
30124,114,61,53,0,0,0,0
30125,NA,NA,NA,NA,NA,NA,NA
30126,0,0,0,0,0,0,0
30127,40,2,0,1,0,37,0
30128,40,40,0,0,0,0,0
30129,5,5,0,0,0,0,0
30130,7,7,0,0,0,0,0
30131,136,122,0,14,0,0,0
30132,3,0,0,3,0,0,0
30133,0,0,0,0,0,0,0
30134,0,0,0,0,0,0,0
30135,3,3,0,0,0,0,0
30136,2,2,0,0,0,0,0
30137,14,0,0,8,0,6,0
30138,NA,NA,NA,NA,NA,NA,NA
30139,2,2,0,0,0,0,0
30140,20,0,0,20,0,0,0
30141,0,0,0,0,0,0,0
30142,0,0,0,0,0,0,0
30143,0,0,0,0,0,0,0
30144,NA,NA,NA,NA,NA,NA,NA
30145,0,0,0,0,0,0,0
30146,2,0,0,0,0,2,0
30147,NA,NA,NA,NA,NA,NA,NA
30148,4,2,0,2,0,0,0
30149,1,1,0,0,0,0,0
30150,2,2,0,0,0,0,0
30151,0,0,0,0,0,0,0
30152,0,0,0,0,0,0,0
30153,4,4,0,0,0,0,0
30154,0,0,0,0,0,0,0
30155,0,0,0,0,0,0,0
30156,6,0,0,2,3,1,0
30157,17,0,0,0,17,0,0
30158,0,0,0,0,0,0,0
30159,0,0,0,0,0,0,0
30160,36,35,1,0,0,0,0
30161,0,0,0,0,0,0,0
30162,2,0,0,0,2,0,0
30163,0,0,0,0,0,0,0
30164,4,4,0,0,0,0,0
30165,2,1,0,1,0,0,0
30166,0,0,0,0,0,0,0
30167,8,0,0,4,4,0,0
30168,0,0,0,0,0,0,0
30169,NA,NA,NA,NA,NA,NA,NA
30170,3,3,0,0,0,0,0
30171,9,0,0,1,0,8,0
30172,2,2,0,0,0,0,0
30173,1,1,0,0,0,0,0
30174,14,14,0,0,0,0,0
30175,0,0,0,0,0,0,0
30176,0,0,0,0,0,0,0
30177,2,2,0,0,0,0,0
30178,0,0,0,0,0,0,0
30179,0,0,0,0,0,0,0
30180,0,0,0,0,0,0,0
30181,76,0,0,0,0,0,76
30182,NSS,NSS,NSS,NSS,NSS,NSS,NSS
30183,0,0,0,0,0,0,0
30184,0,0,0,0,0,0,0
30185,58,0,0,45,0,13,0
30186,1,1,0,0,0,0,0
30187,1,1,0,0,0,0,0
30188,6,0,0,3,0,3,0
30189,200,175,25,0,0,0,0
30190,0,0,0,0,0,0,0
30191,NA,NA,NA,NA,NA,NA,NA
30192,0,0,0,0,0,0,0
30193,NSS,NSS,NSS,NSS,NSS,NSS,NSS
30194,0,0,0,0,0,0,0
30195,0,0,0,0,0,0,0
30196,0,0,0,0,0,0,0
30197,10,0,0,0,0,10,0
30198,0,0,0,0,0,0,0
30199,0,0,0,0,0,0,0
30200,0,0,0,0,0,0,0
30201,11,0,6,4,1,0,0
30202,0,0,0,0,0,0,0
30203,0,0,0,0,0,0,0
30204,0,0,0,0,0,0,0
30205,NSS,NSS,NSS,NSS,NSS,NSS,NSS
30206,39,39,0,0,0,0,0
30207,15,10,0,0,5,0,0
30208,1,1,0,0,0,0,0
30209,0,0,0,0,0,0,0
30210,0,0,0,0,0,0,0
30211,15,5,0,10,0,0,0
30212,20,10,0,10,0,0,0
31001,0,0,0,0,0,0,0
31002,1,1,0,0,0,0,0
31003,33,30,0,3,0,0,0
31004,0,0,0,0,0,0,0
31005,0,0,0,0,0,0,0
31006,1,0,1,0,0,0,0
31007,4,4,0,0,0,0,0
31008,0,0,0,0,0,0,0
31009,5,3,0,2,0,0,0
31010,0,0,0,0,0,0,0
31011,2,2,0,0,0,0,0
31012,0,0,0,0,0,0,0
31013,9,9,0,0,0,0,0
31014,0,0,0,0,0,0,0
31015,0,0,0,0,0,0,0
31016,0,0,0,0,0,0,0
31017,0,0,0,0,0,0,0
31018,2,0,0,2,0,0,0
31019,0,0,0,0,0,0,0
31020,0,0,0,0,0,0,0
31021,444,66,0,378,0,0,0
31022,0,0,0,0,0,0,0
31023,0,0,0,0,0,0,0
31024,1,1,0,0,0,0,0
31025,0,0,0,0,0,0,0
31026,405,1,0,400,0,4,0
31027,6,3,0,3,0,0,0
31028,12,0,0,12,0,0,0
31029,2,1,1,0,0,0,0
31030,0,0,0,0,0,0,0
31031,0,0,0,0,0,0,0
31032,0,0,0,0,0,0,0
31033,1,1,0,0,0,0,0
31034,1,1,0,0,0,0,0
31035,0,0,0,0,0,0,0
31036,0,0,0,0,0,0,0
31037,1,1,0,0,0,0,0
31038,25,10,0,0,15,0,0
31039,2,1,0,1,0,0,0
31040,55,0,0,50,5,0,0
31041,272,262,0,10,0,0,0
31042,36,0,36,0,0,0,0
31043,0,0,0,0,0,0,0
31044,0,0,0,0,0,0,0
31045,1,0,0,1,0,0,0
31046,1,1,0,0,0,0,0
31047,0,0,0,0,0,0,0
31048,1,0,0,0,0,1,0
31049,0,0,0,0,0,0,0
31050,0,0,0,0,0,0,0
31051,550,65,0,480,5,0,0
31052,1332,56,0,0,0,1276,0
31053,35,10,5,8,0,12,0
31054,69,2,0,67,0,0,0
31055,0,0,0,0,0,0,0
31056,254,27,100,100,27,0,0
31057,200,0,0,130,0,70,0
31058,30,5,0,25,0,0,0
31059,628,628,0,0,0,0,0
31060,0,0,0,0,0,0,0
