ubicageo_f,tordenes_b,rnsnni1,ordcum1,ordcum2
24048,4,2,NA,NA
24048,5,1,5,5
24048,6,2,NA,NA
24049,1,2,NA,NA
24049,2,2,NA,NA
24049,3,2,NA,NA
24049,4,2,NA,NA
24049,5,2,NA,NA
24049,6,2,NA,NA
24050,1,2,NA,NA
24050,2,2,NA,NA
24050,3,2,NA,NA
24050,4,2,NA,NA
24050,5,1,10,10
24050,6,2,NA,NA
24051,1,2,NA,NA
24051,2,2,NA,NA
24051,3,2,NA,NA
24051,4,2,NA,NA
24051,5,2,NA,NA
24051,6,2,NA,NA
24052,1,2,NA,NA
24052,2,2,NA,NA
24052,3,2,NA,NA
24052,4,1,7,7
24052,5,1,10,10
24052,6,2,NA,NA
24053,1,2,NA,NA
24053,2,2,NA,NA
24053,3,2,NA,NA
24053,4,2,NA,NA
24053,5,1,47,47
24053,6,2,NA,NA
24054,1,2,NA,NA
24054,2,2,NA,NA
24054,3,2,NA,NA
24054,4,2,NA,NA
24054,5,1,139,139
24054,6,2,NA,NA
24055,1,2,NA,NA
24055,2,2,NA,NA
24055,3,2,NA,NA
24055,4,1,2,2
24055,5,1,10,10
24055,6,2,NA,NA
24056,1,2,NA,NA
24056,2,2,NA,NA
24056,3,2,NA,NA
24056,4,2,NA,NA
24056,5,2,NA,NA
24056,6,2,NA,NA
24057,1,2,NA,NA
24057,2,2,NA,NA
24057,3,2,NA,NA
24057,4,1,4,4
24057,5,1,14,14
24057,6,1,4,4
24058,1,9,NSS,NSS
24058,2,2,NA,NA
24058,3,9,NSS,NSS
24058,4,2,NA,NA
24058,5,1,26,26
24058,6,2,NA,NA
25001,1,2,NA,NA
25001,2,2,NA,NA
25001,3,2,NA,NA
25001,4,1,5,5
25001,5,1,1636,1636
25001,6,2,NA,NA
25002,1,2,NA,NA
25002,2,2,NA,NA
25002,3,2,NA,NA
25002,4,2,NA,NA
25002,5,2,NA,NA
25002,6,2,NA,NA
25003,1,2,NA,NA
25003,2,2,NA,NA
25003,3,2,NA,NA
25003,4,1,15,15
25003,5,1,26,26
25003,6,2,NA,NA
25004,1,2,NA,NA
25004,2,2,NA,NA
25004,3,2,NA,NA
25004,4,1,24,24
25004,5,1,20,20
25004,6,2,NA,NA
25005,1,2,NA,NA
25005,2,2,NA,NA
25005,3,2,NA,NA
25005,4,2,NA,NA
25005,5,2,NA,NA
25005,6,2,NA,NA
25006,1,2,NA,NA
25006,2,2,NA,NA
25006,3,2,NA,NA
25006,4,2,NA,NA
25006,5,2,NA,NA
25006,6,2,NA,NA
25007,1,2,NA,NA
25007,2,2,NA,NA
25007,3,2,NA,NA
25007,4,2,NA,NA
25007,5,2,NA,NA
25007,6,2,NA,NA
25008,1,2,NA,NA
25008,2,2,NA,NA
25008,3,2,NA,NA
25008,4,2,NA,NA
25008,5,1,10,10
25008,6,2,NA,NA
25009,1,2,NA,NA
25009,2,2,NA,NA
25009,3,2,NA,NA
25009,4,2,NA,NA
25009,5,2,NA,NA
25009,6,2,NA,NA
25010,1,2,NA,NA
25010,2,2,NA,NA
25010,3,2,NA,NA
25010,4,1,174,174
25010,5,1,122,122
25010,6,2,NA,NA
25011,1,9,NSS,NSS
25011,2,9,NSS,NSS
25011,3,2,NA,NA
25011,4,1,15,15
25011,5,1,1,1
25011,6,2,NA,NA
25012,1,2,NA,NA
25012,2,2,NA,NA
25012,3,2,NA,NA
25012,4,2,NA,NA
25012,5,2,NA,NA
25012,6,2,NA,NA
25013,1,2,NA,NA
25013,2,1,199,199
25013,3,2,NA,NA
25013,4,1,2,2
25013,5,1,52,52
25013,6,2,NA,NA
25014,1,2,NA,NA
25014,2,2,NA,NA
25014,3,2,NA,NA
25014,4,1,5,5
25014,5,1,29,29
25014,6,2,NA,NA
25015,1,9,NSS,NSS
25015,2,9,NSS,NSS
25015,3,9,NSS,NSS
25015,4,1,30,30
25015,5,1,1,1
25015,6,2,NA,NA
25016,1,2,NA,NA
25016,2,2,NA,NA
25016,3,2,NA,NA
25016,4,2,NA,NA
25016,5,2,NA,NA
25016,6,2,NA,NA
25017,1,2,NA,NA
25017,2,2,NA,NA
25017,3,2,NA,NA
25017,4,1,77,0
25017,5,2,NA,NA
25017,6,1,106,106
25018,1,2,NA,NA
25018,2,2,NA,NA
25018,3,2,NA,NA
25018,4,9,NSS,NSS
25018,5,1,612,612
25018,6,2,NA,NA
26001,1,2,NA,NA
26001,2,2,NA,NA
26001,3,2,NA,NA
26001,4,2,NA,NA
26001,5,2,NA,NA
26001,6,2,NA,NA
26002,1,2,NA,NA
26002,2,2,NA,NA
26002,3,2,NA,NA
26002,4,2,NA,NA
26002,5,2,NA,NA
26002,6,2,NA,NA
26003,1,2,NA,NA
26003,2,2,NA,NA
26003,3,2,NA,NA
26003,4,2,NA,NA
26003,5,2,NA,NA
26003,6,2,NA,NA
26004,1,2,NA,NA
26004,2,2,NA,NA
26004,3,2,NA,NA
26004,4,1,2,2
26004,5,1,6,6
26004,6,2,NA,NA
26005,1,2,NA,NA
26005,2,2,NA,NA
26005,3,2,NA,NA
26005,4,2,NA,NA
26005,5,1,1,1
26005,6,2,NA,NA
26006,1,2,NA,NA
26006,2,2,NA,NA
26006,3,2,NA,NA
26006,4,2,NA,NA
26006,5,1,2,2
26006,6,2,NA,NA
26007,1,2,NA,NA
26007,2,2,NA,NA
26007,3,2,NA,NA
26007,4,2,NA,NA
26007,5,2,NA,NA
26007,6,2,NA,NA
26008,1,2,NA,NA
26008,2,2,NA,NA
26008,3,2,NA,NA
26008,4,2,NA,NA
26008,5,2,NA,NA
26008,6,2,NA,NA
26009,1,2,NA,NA
26009,2,2,NA,NA
26009,3,2,NA,NA
26009,4,2,NA,NA
26009,5,2,NA,NA
26009,6,2,NA,NA
26010,1,2,NA,NA
26010,2,2,NA,NA
26010,3,2,NA,NA
26010,4,2,NA,NA
26010,5,2,NA,NA
26010,6,2,NA,NA
26011,1,2,NA,NA
26011,2,2,NA,NA
26011,3,2,NA,NA
26011,4,2,NA,NA
26011,5,2,NA,NA
26011,6,2,NA,NA
26012,1,2,NA,NA
26012,2,2,NA,NA
26012,3,2,NA,NA
26012,4,2,NA,NA
26012,5,1,4,4
26012,6,2,NA,NA
26013,1,2,NA,NA
26013,2,2,NA,NA
26013,3,2,NA,NA
26013,4,2,NA,NA
26013,5,2,NA,NA
26013,6,2,NA,NA
26014,1,2,NA,NA
26014,2,2,NA,NA
26014,3,2,NA,NA
26014,4,2,NA,NA
26014,5,2,NA,NA
26014,6,2,NA,NA
26015,1,2,NA,NA
26015,2,2,NA,NA
26015,3,2,NA,NA
26015,4,2,NA,NA
26015,5,2,NA,NA
26015,6,2,NA,NA
26016,1,2,NA,NA
26016,2,2,NA,NA
26016,3,2,NA,NA
26016,4,2,NA,NA
26016,5,1,6,6
26016,6,2,NA,NA
26017,1,2,NA,NA
26017,2,2,NA,NA
26017,3,2,NA,NA
26017,4,2,NA,NA
26017,5,1,985,985
26017,6,1,422,183
26018,1,2,NA,NA
26018,2,2,NA,NA
26018,3,1,1177,1177
26018,4,1,100,0
26018,5,1,1548,1548
26018,6,2,NA,NA
26019,1,2,NA,NA
26019,2,2,NA,NA
26019,3,2,NA,NA
26019,4,2,NA,NA
26019,5,1,83,83
26019,6,2,NA,NA
26020,1,2,NA,NA
26020,2,2,NA,NA
26020,3,2,NA,NA
26020,4,2,NA,NA
26020,5,2,NA,NA
26020,6,2,NA,NA
26021,1,2,NA,NA
26021,2,2,NA,NA
26021,3,2,NA,NA
26021,4,2,NA,NA
26021,5,2,NA,NA
26021,6,2,NA,NA
26022,1,2,NA,NA
26022,2,2,NA,NA
26022,3,2,NA,NA
26022,4,2,NA,NA
26022,5,2,NA,NA
26022,6,2,NA,NA
26023,1,2,NA,NA
26023,2,2,NA,NA
26023,3,2,NA,NA
26023,4,2,NA,NA
26023,5,2,NA,NA
26023,6,2,NA,NA
26024,1,2,NA,NA
26024,2,2,NA,NA
26024,3,2,NA,NA
26024,4,2,NA,NA
26024,5,2,NA,NA
26024,6,2,NA,NA
26025,1,2,NA,NA
26025,2,1,4,4
26025,3,2,NA,NA
26025,4,1,14,14
26025,5,1,231,231
26025,6,1,5,5
26026,1,2,NA,NA
26026,2,1,95,95
26026,3,2,NA,NA
26026,4,1,2,2
26026,5,1,172,172
26026,6,2,NA,NA
26027,1,2,NA,NA
26027,2,2,NA,NA
26027,3,2,NA,NA
26027,4,2,NA,NA
26027,5,1,31,31
26027,6,2,NA,NA
26028,1,2,NA,NA
26028,2,2,NA,NA
26028,3,2,NA,NA
26028,4,2,NA,NA
26028,5,1,1,1
26028,6,2,NA,NA
26029,1,2,NA,NA
26029,2,2,NA,NA
26029,3,2,NA,NA
26029,4,2,NA,NA
26029,5,2,NA,NA
26029,6,2,NA,NA
26030,1,9,NSS,NSS
26030,2,1,NSS,NSS
26030,3,9,NSS,NSS
26030,4,1,109,109
26030,5,1,1507,1507
26030,6,1,650,650
26031,1,2,NA,NA
26031,2,2,NA,NA
26031,3,2,NA,NA
26031,4,2,NA,NA
26031,5,2,NA,NA
26031,6,2,NA,NA
26032,1,2,NA,NA
26032,2,2,NA,NA
26032,3,2,NA,NA
26032,4,2,NA,NA
26032,5,2,NA,NA
26032,6,2,NA,NA
26033,1,2,NA,NA
26033,2,2,NA,NA
26033,3,2,NA,NA
26033,4,2,NA,NA
26033,5,2,NA,NA
26033,6,2,NA,NA
26034,1,2,NA,NA
26034,2,2,NA,NA
26034,3,2,NA,NA
26034,4,2,NA,NA
26034,5,2,NA,NA
26034,6,2,NA,NA
26035,1,2,NA,NA
26035,2,1,3,3
26035,3,2,NA,NA
26035,4,1,1,1
26035,5,1,NSS,NSS
26035,6,2,NA,NA
26036,1,2,NA,NA
26036,2,1,1,1
26036,3,2,NA,NA
26036,4,1,2,0
26036,5,1,1,1
26036,6,2,NA,NA
26037,1,2,NA,NA
26037,2,2,NA,NA
26037,3,2,NA,NA
26037,4,2,NA,NA
26037,5,2,NA,NA
26037,6,2,NA,NA
26038,1,2,NA,NA
26038,2,2,NA,NA
26038,3,2,NA,NA
26038,4,2,NA,NA
26038,5,1,8,8
26038,6,2,NA,NA
26039,1,2,NA,NA
26039,2,2,NA,NA
26039,3,2,NA,NA
26039,4,2,NA,NA
26039,5,1,15,15
26039,6,2,NA,NA
26040,1,1,1,1
26040,2,1,6,6
26040,3,9,NSS,NSS
26040,4,1,4,4
26040,5,9,NSS,NSS
26040,6,9,NSS,NSS
26041,1,2,NA,NA
26041,2,2,NA,NA
26041,3,2,NA,NA
26041,4,2,NA,NA
26041,5,2,NA,NA
26041,6,2,NA,NA
26042,1,2,NA,NA
26042,2,2,NA,NA
26042,3,2,NA,NA
26042,4,2,NA,NA
26042,5,2,NA,NA
26042,6,2,NA,NA
26043,1,2,NA,NA
26043,2,2,NA,NA
26043,3,2,NA,NA
26043,4,2,NA,NA
26043,5,2,NA,NA
26043,6,2,NA,NA
26044,1,2,NA,NA
26044,2,2,NA,NA
26044,3,2,NA,NA
26044,4,2,NA,NA
26044,5,2,NA,NA
26044,6,2,NA,NA
26045,1,2,NA,NA
26045,2,2,NA,NA
26045,3,2,NA,NA
26045,4,2,NA,NA
26045,5,2,NA,NA
26045,6,2,NA,NA
26046,1,2,NA,NA
26046,2,2,NA,NA
26046,3,2,NA,NA
26046,4,2,NA,NA
26046,5,2,NA,NA
26046,6,2,NA,NA
26047,1,2,NA,NA
26047,2,1,2,2
26047,3,2,NA,NA
26047,4,1,1,1
26047,5,2,NA,NA
26047,6,2,NA,NA
26048,1,2,NA,NA
26048,2,2,NA,NA
26048,3,2,NA,NA
26048,4,2,NA,NA
26048,5,1,136,136
26048,6,9,NSS,NSS
26049,1,2,NA,NA
26049,2,2,NA,NA
26049,3,2,NA,NA
26049,4,2,NA,NA
26049,5,2,NA,NA
26049,6,2,NA,NA
26050,1,2,NA,NA
26050,2,2,NA,NA
26050,3,2,NA,NA
26050,4,2,NA,NA
26050,5,2,NA,NA
26050,6,2,NA,NA
26051,1,2,NA,NA
26051,2,2,NA,NA
26051,3,2,NA,NA
26051,4,2,NA,NA
26051,5,2,NA,NA
26051,6,2,NA,NA
26052,1,2,NA,NA
26052,2,2,NA,NA
26052,3,2,NA,NA
26052,4,2,NA,NA
26052,5,1,4,4
26052,6,2,NA,NA
26053,1,2,NA,NA
26053,2,2,NA,NA
26053,3,2,NA,NA
26053,4,2,NA,NA
26053,5,2,NA,NA
26053,6,2,NA,NA
26054,1,2,NA,NA
26054,2,2,NA,NA
26054,3,2,NA,NA
26054,4,2,NA,NA
26054,5,2,NA,NA
26054,6,2,NA,NA
26055,1,1,93,70
26055,2,9,NSS,NSS
26055,3,1,8,8
26055,4,9,NSS,NSS
26055,5,1,500,500
26055,6,9,NSS,NSS
26056,1,2,NA,NA
26056,2,2,NA,NA
26056,3,2,NA,NA
26056,4,2,NA,NA
26056,5,2,NA,NA
26056,6,2,NA,NA
26057,1,2,NA,NA
26057,2,2,NA,NA
26057,3,2,NA,NA
26057,4,2,NA,NA
26057,5,2,NA,NA
26057,6,2,NA,NA
26058,1,9,NSS,NSS
26058,2,9,NSS,NSS
26058,3,9,NSS,NSS
26058,4,9,NSS,NSS
26058,5,1,20,20
26058,6,9,NSS,NSS
26059,1,2,NA,NA
26059,2,2,NA,NA
26059,3,2,NA,NA
26059,4,2,NA,NA
26059,5,2,NA,NA
26059,6,2,NA,NA
26060,1,2,NA,NA
26060,2,2,NA,NA
26060,3,2,NA,NA
26060,4,2,NA,NA
26060,5,2,NA,NA
26060,6,2,NA,NA
26061,1,2,NA,NA
26061,2,2,NA,NA
26061,3,2,NA,NA
26061,4,2,NA,NA
26061,5,2,NA,NA
26061,6,2,NA,NA
26062,1,2,NA,NA
26062,2,2,NA,NA
26062,3,2,NA,NA
26062,4,2,NA,NA
26062,5,2,NA,NA
26062,6,2,NA,NA
26063,1,2,NA,NA
26063,2,2,NA,NA
26063,3,9,NSS,NSS
26063,4,1,1,1
26063,5,2,NA,NA
26063,6,2,NA,NA
26064,1,2,NA,NA
26064,2,2,NA,NA
26064,3,2,NA,NA
26064,4,2,NA,NA
26064,5,2,NA,NA
26064,6,2,NA,NA
26065,1,2,NA,NA
26065,2,2,NA,NA
26065,3,2,NA,NA
26065,4,2,NA,NA
26065,5,2,NA,NA
26065,6,2,NA,NA
26066,1,2,NA,NA
26066,2,2,NA,NA
26066,3,2,NA,NA
26066,4,2,NA,NA
26066,5,1,52,2
26066,6,2,NA,NA
26067,1,2,NA,NA
26067,2,2,NA,NA
26067,3,2,NA,NA
26067,4,2,NA,NA
26067,5,2,NA,NA
26067,6,2,NA,NA
26068,1,2,NA,NA
26068,2,2,NA,NA
26068,3,2,NA,NA
26068,4,2,NA,NA
26068,5,2,NA,NA
26068,6,2,NA,NA
26069,1,2,NA,NA
26069,2,1,2,2
26069,3,2,NA,NA
26069,4,1,1,0
26069,5,2,NA,NA
26069,6,2,NA,NA
26070,1,2,NA,NA
26070,2,2,NA,NA
26070,3,2,NA,NA
26070,4,2,NA,NA
26070,5,2,NA,NA
26070,6,2,NA,NA
26071,1,2,NA,NA
26071,2,2,NA,NA
26071,3,2,NA,NA
26071,4,2,NA,NA
26071,5,2,NA,NA
26071,6,2,NA,NA
26072,1,2,NA,NA
26072,2,2,NA,NA
26072,3,2,NA,NA
26072,4,2,NA,NA
26072,5,2,NA,NA
26072,6,2,NA,NA
27001,1,2,NA,NA
27001,2,2,NA,NA
27001,3,2,NA,NA
27001,4,1,8,8
27001,5,1,132,132
27001,6,2,NA,NA
27002,1,2,NA,NA
27002,2,2,NA,NA
27002,3,2,NA,NA
27002,4,2,NA,NA
27002,5,2,NA,NA
27002,6,2,NA,NA
27003,1,2,NA,NA
27003,2,2,NA,NA
27003,3,2,NA,NA
27003,4,2,NA,NA
27003,5,1,180,180
27003,6,2,NA,NA
27004,1,0,NA,NA
27004,2,0,NA,NA
27004,3,0,NA,NA
27004,4,0,NA,NA
27004,5,0,NA,NA
27004,6,0,NA,NA
27005,1,1,35,35
27005,2,1,75,75
27005,3,2,NA,NA
27005,4,1,154,154
27005,5,1,1395,1395
27005,6,2,NA,NA
27006,1,2,NA,NA
27006,2,2,NA,NA
27006,3,2,NA,NA
27006,4,2,NA,NA
27006,5,2,NA,NA
27006,6,2,NA,NA
27007,1,2,NA,NA
27007,2,2,NA,NA
27007,3,2,NA,NA
27007,4,2,NA,NA
27007,5,1,72,72
27007,6,2,NA,NA
27008,1,2,NA,NA
27008,2,2,NA,NA
27008,3,2,NA,NA
27008,4,1,25,25
27008,5,1,960,960
27008,6,2,NA,NA
27009,1,2,NA,NA
27009,2,2,NA,NA
27009,3,2,NA,NA
27009,4,2,NA,NA
27009,5,2,NA,NA
27009,6,2,NA,NA
27010,1,2,NA,NA
27010,2,2,NA,NA
27010,3,2,NA,NA
27010,4,2,NA,NA
27010,5,1,190,190
27010,6,2,NA,NA
27011,1,2,NA,NA
27011,2,2,NA,NA
27011,3,2,NA,NA
27011,4,2,NA,NA
27011,5,2,NA,NA
27011,6,2,NA,NA
27012,1,2,NA,NA
27012,2,2,NA,NA
27012,3,2,NA,NA
27012,4,2,NA,NA
27012,5,2,NA,NA
27012,6,2,NA,NA
27013,1,2,NA,NA
27013,2,2,NA,NA
27013,3,2,NA,NA
27013,4,2,NA,NA
27013,5,1,500,500
27013,6,2,NA,NA
27014,1,2,NA,NA
27014,2,2,NA,NA
27014,3,2,NA,NA
27014,4,2,NA,NA
27014,5,2,NA,NA
27014,6,2,NA,NA
27015,1,2,NA,NA
27015,2,2,NA,NA
27015,3,2,NA,NA
27015,4,2,NA,NA
27015,5,1,147,147
27015,6,2,NA,NA
27016,1,2,NA,NA
27016,2,2,NA,NA
27016,3,2,NA,NA
27016,4,2,NA,NA
27016,5,1,253,253
27016,6,2,NA,NA
27017,1,2,NA,NA
27017,2,2,NA,NA
27017,3,2,NA,NA
27017,4,1,25,25
27017,5,1,166,166
27017,6,2,NA,NA
28001,1,0,NA,NA
28001,2,0,NA,NA
28001,3,0,NA,NA
28001,4,0,NA,NA
28001,5,0,NA,NA
28001,6,0,NA,NA
28002,1,0,NA,NA
28002,2,0,NA,NA
28002,3,0,NA,NA
28002,4,0,NA,NA
28002,5,0,NA,NA
28002,6,0,NA,NA
28003,1,0,NA,NA
28003,2,0,NA,NA
28003,3,0,NA,NA
28003,4,0,NA,NA
28003,5,0,NA,NA
28003,6,0,NA,NA
28004,1,0,NA,NA
28004,2,0,NA,NA
28004,3,0,NA,NA
28004,4,0,NA,NA
28004,5,0,NA,NA
28004,6,0,NA,NA
28005,1,0,NA,NA
28005,2,0,NA,NA
28005,3,0,NA,NA
28005,4,0,NA,NA
28005,5,0,NA,NA
28005,6,0,NA,NA
28006,1,0,NA,NA
28006,2,0,NA,NA
28006,3,0,NA,NA
28006,4,0,NA,NA
28006,5,0,NA,NA
28006,6,0,NA,NA
28007,1,0,NA,NA
28007,2,0,NA,NA
28007,3,0,NA,NA
28007,4,0,NA,NA
28007,5,0,NA,NA
28007,6,0,NA,NA
28008,1,0,NA,NA
28008,2,0,NA,NA
28008,3,0,NA,NA
28008,4,0,NA,NA
28008,5,0,NA,NA
28008,6,0,NA,NA
28009,1,0,NA,NA
28009,2,0,NA,NA
28009,3,0,NA,NA
28009,4,0,NA,NA
28009,5,0,NA,NA
28009,6,0,NA,NA
28010,1,0,NA,NA
28010,2,0,NA,NA
28010,3,0,NA,NA
28010,4,0,NA,NA
28010,5,0,NA,NA
28010,6,0,NA,NA
28011,1,0,NA,NA
28011,2,0,NA,NA
28011,3,0,NA,NA
28011,4,0,NA,NA
28011,5,0,NA,NA
28011,6,0,NA,NA
28012,1,0,NA,NA
28012,2,0,NA,NA
28012,3,0,NA,NA
28012,4,0,NA,NA
28012,5,0,NA,NA
28012,6,0,NA,NA
28013,1,0,NA,NA
28013,2,0,NA,NA
28013,3,0,NA,NA
28013,4,0,NA,NA
28013,5,0,NA,NA
28013,6,0,NA,NA
28014,1,0,NA,NA
28014,2,0,NA,NA
28014,3,0,NA,NA
28014,4,0,NA,NA
28014,5,0,NA,NA
28014,6,0,NA,NA
28015,1,0,NA,NA
28015,2,0,NA,NA
28015,3,0,NA,NA
28015,4,0,NA,NA
28015,5,0,NA,NA
28015,6,0,NA,NA
28016,1,0,NA,NA
28016,2,0,NA,NA
28016,3,0,NA,NA
28016,4,0,NA,NA
28016,5,0,NA,NA
28016,6,0,NA,NA
28017,1,0,NA,NA
28017,2,0,NA,NA
28017,3,0,NA,NA
28017,4,0,NA,NA
28017,5,0,NA,NA
28017,6,0,NA,NA
28018,1,0,NA,NA
28018,2,0,NA,NA
28018,3,0,NA,NA
28018,4,0,NA,NA
28018,5,0,NA,NA
28018,6,0,NA,NA
28019,1,0,NA,NA
28019,2,0,NA,NA
28019,3,0,NA,NA
28019,4,0,NA,NA
28019,5,0,NA,NA
28019,6,0,NA,NA
28020,1,0,NA,NA
28020,2,0,NA,NA
28020,3,0,NA,NA
28020,4,0,NA,NA
28020,5,0,NA,NA
28020,6,0,NA,NA
28021,1,0,NA,NA
28021,2,0,NA,NA
28021,3,0,NA,NA
28021,4,0,NA,NA
28021,5,0,NA,NA
28021,6,0,NA,NA
28022,1,0,NA,NA
28022,2,0,NA,NA
28022,3,0,NA,NA
28022,4,0,NA,NA
28022,5,0,NA,NA
28022,6,0,NA,NA
28023,1,0,NA,NA
28023,2,0,NA,NA
28023,3,0,NA,NA
28023,4,0,NA,NA
28023,5,0,NA,NA
28023,6,0,NA,NA
28024,1,0,NA,NA
28024,2,0,NA,NA
28024,3,0,NA,NA
28024,4,0,NA,NA
28024,5,0,NA,NA
28024,6,0,NA,NA
28025,1,0,NA,NA
28025,2,0,NA,NA
28025,3,0,NA,NA
28025,4,0,NA,NA
28025,5,0,NA,NA
28025,6,0,NA,NA
28026,1,0,NA,NA
28026,2,0,NA,NA
28026,3,0,NA,NA
28026,4,0,NA,NA
28026,5,0,NA,NA
28026,6,0,NA,NA
28027,1,0,NA,NA
28027,2,0,NA,NA
28027,3,0,NA,NA
28027,4,0,NA,NA
28027,5,0,NA,NA
28027,6,0,NA,NA
28028,1,0,NA,NA
28028,2,0,NA,NA
28028,3,0,NA,NA
28028,4,0,NA,NA
28028,5,0,NA,NA
28028,6,0,NA,NA
28029,1,0,NA,NA
28029,2,0,NA,NA
28029,3,0,NA,NA
28029,4,0,NA,NA
28029,5,0,NA,NA
28029,6,0,NA,NA
28030,1,0,NA,NA
28030,2,0,NA,NA
28030,3,0,NA,NA
28030,4,0,NA,NA
28030,5,0,NA,NA
28030,6,0,NA,NA
28031,1,0,NA,NA
28031,2,0,NA,NA
28031,3,0,NA,NA
28031,4,0,NA,NA
28031,5,0,NA,NA
28031,6,0,NA,NA
28032,1,0,NA,NA
28032,2,0,NA,NA
28032,3,0,NA,NA
28032,4,0,NA,NA
28032,5,0,NA,NA
28032,6,0,NA,NA
28033,1,0,NA,NA
28033,2,0,NA,NA
28033,3,0,NA,NA
28033,4,0,NA,NA
28033,5,0,NA,NA
28033,6,0,NA,NA
28034,1,0,NA,NA
28034,2,0,NA,NA
28034,3,0,NA,NA
28034,4,0,NA,NA
28034,5,0,NA,NA
28034,6,0,NA,NA
28035,1,0,NA,NA
28035,2,0,NA,NA
28035,3,0,NA,NA
28035,4,0,NA,NA
28035,5,0,NA,NA
28035,6,0,NA,NA
28036,1,0,NA,NA
28036,2,0,NA,NA
28036,3,0,NA,NA
28036,4,0,NA,NA
28036,5,0,NA,NA
28036,6,0,NA,NA
28037,1,0,NA,NA
28037,2,0,NA,NA
28037,3,0,NA,NA
28037,4,0,NA,NA
28037,5,0,NA,NA
28037,6,0,NA,NA
28038,1,0,NA,NA
28038,2,0,NA,NA
28038,3,0,NA,NA
28038,4,0,NA,NA
28038,5,0,NA,NA
28038,6,0,NA,NA
28039,1,0,NA,NA
28039,2,0,NA,NA
28039,3,0,NA,NA
28039,4,0,NA,NA
28039,5,0,NA,NA
28039,6,0,NA,NA
28040,1,0,NA,NA
28040,2,0,NA,NA
28040,3,0,NA,NA
28040,4,0,NA,NA
28040,5,0,NA,NA
28040,6,0,NA,NA
28041,1,0,NA,NA
28041,2,0,NA,NA
28041,3,0,NA,NA
28041,4,0,NA,NA
28041,5,0,NA,NA
28041,6,0,NA,NA
28042,1,0,NA,NA
28042,2,0,NA,NA
28042,3,0,NA,NA
28042,4,0,NA,NA
28042,5,0,NA,NA
28042,6,0,NA,NA
28043,1,0,NA,NA
28043,2,0,NA,NA
28043,3,0,NA,NA
28043,4,0,NA,NA
28043,5,0,NA,NA
28043,6,0,NA,NA
29001,1,2,NA,NA
29001,2,2,NA,NA
29001,3,2,NA,NA
29001,4,2,NA,NA
29001,5,1,20,20
29001,6,2,NA,NA
29002,1,2,NA,NA
29002,2,2,NA,NA
29002,3,2,NA,NA
29002,4,2,NA,NA
29002,5,2,NA,NA
29002,6,2,NA,NA
29003,1,2,NA,NA
29003,2,2,NA,NA
29003,3,2,NA,NA
29003,4,2,NA,NA
29003,5,1,56,56
29003,6,2,NA,NA
29004,1,2,NA,NA
29004,2,2,NA,NA
29004,3,2,NA,NA
29004,4,2,NA,NA
29004,5,1,28,28
29004,6,2,NA,NA
29005,1,2,NA,NA
29005,2,2,NA,NA
29005,3,2,NA,NA
29005,4,2,NA,NA
29005,5,2,NA,NA
29005,6,2,NA,NA
29006,1,2,NA,NA
29006,2,2,NA,NA
29006,3,2,NA,NA
29006,4,2,NA,NA
29006,5,1,85,85
29006,6,2,NA,NA
29007,1,2,NA,NA
29007,2,2,NA,NA
29007,3,2,NA,NA
29007,4,2,NA,NA
29007,5,1,9,9
29007,6,1,7,7
29008,1,2,NA,NA
29008,2,2,NA,NA
29008,3,2,NA,NA
29008,4,2,NA,NA
29008,5,1,15,15
29008,6,2,NA,NA
29009,1,2,NA,NA
29009,2,2,NA,NA
29009,3,2,NA,NA
29009,4,2,NA,NA
29009,5,2,NA,NA
29009,6,2,NA,NA
29010,1,2,NA,NA
29010,2,2,NA,NA
29010,3,2,NA,NA
29010,4,1,1,1
29010,5,2,NA,NA
29010,6,2,NA,NA
29011,1,2,NA,NA
29011,2,2,NA,NA
29011,3,2,NA,NA
29011,4,2,NA,NA
29011,5,1,10,10
29011,6,2,NA,NA
29012,1,2,NA,NA
29012,2,2,NA,NA
29012,3,2,NA,NA
29012,4,2,NA,NA
29012,5,2,NA,NA
29012,6,2,NA,NA
29013,1,2,NA,NA
29013,2,2,NA,NA
29013,3,2,NA,NA
29013,4,2,NA,NA
29013,5,2,NA,NA
29013,6,2,NA,NA
29014,1,2,NA,NA
29014,2,2,NA,NA
29014,3,2,NA,NA
29014,4,2,NA,NA
29014,5,2,NA,NA
29014,6,2,NA,NA
29015,1,2,NA,NA
29015,2,1,1,1
29015,3,2,NA,NA
29015,4,2,NA,NA
29015,5,1,12,12
29015,6,2,NA,NA
29016,1,2,NA,NA
29016,2,2,NA,NA
29016,3,2,NA,NA
29016,4,1,3,3
29016,5,1,20,20
29016,6,2,NA,NA
29017,1,2,NA,NA
29017,2,2,NA,NA
29017,3,2,NA,NA
29017,4,2,NA,NA
29017,5,1,2,2
29017,6,2,NA,NA
29018,1,2,NA,NA
29018,2,2,NA,NA
29018,3,2,NA,NA
29018,4,2,NA,NA
29018,5,1,47,47
29018,6,2,NA,NA
29019,1,2,NA,NA
29019,2,2,NA,NA
29019,3,2,NA,NA
29019,4,1,70,70
29019,5,1,68,68
29019,6,2,NA,NA
29020,1,2,NA,NA
29020,2,2,NA,NA
29020,3,2,NA,NA
29020,4,2,NA,NA
29020,5,1,36,36
29020,6,2,NA,NA
29021,1,2,NA,NA
29021,2,2,NA,NA
29021,3,2,NA,NA
29021,4,2,NA,NA
