ubicageo_f,aniorefe_b,rnsnni1,forfastt,forfas1,forfas2,forfas3
19041,2,2,NA,NA,NA,NA
19042,1,9,NSS,NSS,NSS,NSS
19042,2,1,4128423.97,4128423.97,0,0
19043,1,9,NSS,NSS,NSS,NSS
19043,2,1,NSS,NSS,NSS,NSS
19044,1,2,NA,NA,NA,NA
19044,2,1,26589992.99,26589992.99,0,0
19045,1,9,NSS,NSS,NSS,NSS
19045,2,9,NSS,NSS,NSS,NSS
19046,1,1,2470000,0,2470000,0
19046,2,1,6500000,0,6500000,0
19047,1,9,NSS,NSS,NSS,NSS
19047,2,9,NSS,NSS,NSS,NSS
19048,1,2,NA,NA,NA,NA
19048,2,2,NA,NA,NA,NA
19049,1,1,29274680.99,29274680.99,0,0
19049,2,1,48896294.26,35896294.26,13000000,0
19050,1,0,NA,NA,NA,NA
19050,2,0,NA,NA,NA,NA
19051,1,9,NSS,NSS,NSS,NSS
19051,2,9,NSS,NSS,NSS,NSS
20001,1,2,NA,NA,NA,NA
20001,2,2,NA,NA,NA,NA
20002,1,2,NA,NA,NA,NA
20002,2,2,NA,NA,NA,NA
20003,1,1,900800,0,900800,0
20003,2,1,921917.39,0,921917.39,0
20004,1,1,734782.8,734782.8,0,0
20004,2,1,824301.3,824301.3,0,0
20005,1,2,NA,NA,NA,NA
20005,2,2,NA,NA,NA,NA
20006,1,1,13817844.45,13817844.45,0,0
20006,2,1,15416057.15,15416057.15,0,0
20007,1,1,1886964.63,1886964.63,0,0
20007,2,1,1864691.27,1864691.27,0,0
20008,1,2,NA,NA,NA,NA
20008,2,2,NA,NA,NA,NA
20009,1,2,NA,NA,NA,NA
20009,2,2,NA,NA,NA,NA
20010,1,2,NA,NA,NA,NA
20010,2,2,NA,NA,NA,NA
20011,1,1,574350.64,574350.64,0,0
20011,2,1,703404.84,703404.84,0,0
20012,1,9,NSS,NSS,NSS,NSS
20012,2,9,NSS,NSS,NSS,NSS
20013,1,2,NA,NA,NA,NA
20013,2,2,NA,NA,NA,NA
20014,1,1,20725195.62,20725195.62,0,0
20014,2,1,19211243.6,19211243.6,0,0
20015,1,1,3528706.35,3528706.35,0,0
20015,2,1,3982915.72,3982915.72,0,0
20016,1,1,2190412.13,2190412.13,0,0
20016,2,1,1721872.78,1721872.78,0,0
20017,1,1,2394183.7,2394183.7,0,0
20017,2,1,2712059.06,2712059.06,0,0
20018,1,1,499147.81,499147.81,0,0
20018,2,1,559958.97,559958.97,0,0
20019,1,1,1827996.12,1827996.12,0,0
20019,2,1,2073600.73,2073600.73,0,0
20020,1,1,1608118,1608118,0,0
20020,2,1,1321127,1321127,0,0
20021,1,2,NA,NA,NA,NA
20021,2,2,NA,NA,NA,NA
20022,1,1,532999.56,532999.56,0,0
20022,2,1,603279.93,603279.93,0,0
20023,1,2,NA,NA,NA,NA
20023,2,2,NA,NA,NA,NA
20024,1,2,NA,NA,NA,NA
20024,2,2,NA,NA,NA,NA
20025,1,2,NA,NA,NA,NA
20025,2,2,NA,NA,NA,NA
20026,1,1,2060245.72,2060245.72,0,0
20026,2,1,6793305.72,6793305.72,0,0
20027,1,2,NA,NA,NA,NA
20027,2,2,NA,NA,NA,NA
20028,1,1,15365052.93,15365052.93,0,0
20028,2,1,17407631.82,17407631.82,0,0
20029,1,9,NSS,NSS,NSS,NSS
20029,2,9,NSS,NSS,NSS,NSS
20030,1,9,NSS,NSS,NSS,NSS
20030,2,2,NA,NA,NA,NA
20031,1,1,809350.8,0,809350.8,0
20031,2,1,809350.8,0,809350.8,0
20032,1,1,59572.49,59572.49,0,0
20032,2,1,67481.92,67481.92,0,0
20033,1,1,1944195.69,1944195.69,0,0
20033,2,1,2202650.98,2202650.98,0,0
20034,1,1,71243.61,71243.61,0,0
20034,2,1,80702.62,80702.62,0,0
20035,1,2,NA,NA,NA,NA
20035,2,2,NA,NA,NA,NA
20036,1,1,3488724.6,3488724.6,0,0
20036,2,1,3948741.44,3948741.44,0,0
20037,1,1,1908407,1908407,0,0
20037,2,1,1950000,1950000,0,0
20038,1,1,1176290.31,1176290.31,0,0
20038,2,1,1403620.55,1403620.55,0,0
20039,1,9,NSS,NSS,NSS,NSS
20039,2,1,577833.23,577833.23,0,0
20040,1,9,NSS,NSS,NSS,NSS
20040,2,1,1880463.79,1880463.79,0,0
20041,1,2,NA,NA,NA,NA
20041,2,2,NA,NA,NA,NA
20042,1,2,NA,NA,NA,NA
20042,2,2,NA,NA,NA,NA
20043,1,2,NA,NA,NA,NA
20043,2,2,NA,NA,NA,NA
20044,1,2,NA,NA,NA,NA
20044,2,2,NA,NA,NA,NA
20045,1,1,5235741.9,5235741.9,0,0
20045,2,1,5930890.45,5930890.45,0,0
20046,1,1,838479,838479,0,0
20046,2,1,732230.12,732230.12,0,0
20047,1,2,NA,NA,NA,NA
20047,2,2,NA,NA,NA,NA
20048,1,1,967808.94,967808.94,0,0
20048,2,1,401312.25,401312.25,0,0
20049,1,9,NSS,NSS,NSS,NSS
20049,2,1,840235,840235,0,0
20050,1,1,259200,259200,0,0
20050,2,1,237600,237600,0,0
20051,1,1,NSS,NSS,0,0
20051,2,1,NSS,NSS,0,0
20052,1,2,NA,NA,NA,NA
20052,2,2,NA,NA,NA,NA
20053,1,2,NA,NA,NA,NA
20053,2,2,NA,NA,NA,NA
20054,1,1,121598.4,121598.4,0,0
20054,2,1,36702.4,36702.4,0,0
20055,1,1,206816.67,206816.67,0,0
20055,2,1,234275.69,234275.69,0,0
20056,1,2,NA,NA,NA,NA
20056,2,2,NA,NA,NA,NA
20057,1,9,NSS,NSS,NSS,NSS
20057,2,9,NSS,NSS,NSS,NSS
20058,1,9,NSS,NSS,NSS,NSS
20058,2,2,NA,NA,NA,NA
20059,1,1,38097593,38097593,0,0
20059,2,1,35145203,35145203,0,0
20060,1,1,1650807,1650807,0,0
20060,2,1,1869943,1869943,0,0
20061,1,9,NSS,NSS,NSS,NSS
20061,2,9,NSS,NSS,NSS,NSS
20062,1,2,NA,NA,NA,NA
20062,2,2,NA,NA,NA,NA
20063,1,1,2849523.32,2849523.32,0,0
20063,2,1,3196680.65,3196680.65,0,0
20064,1,1,469831.72,469831.72,0,0
20064,2,1,532211.2,532211.2,0,0
20065,1,2,NA,NA,NA,NA
20065,2,1,392000,392000,0,0
20066,1,2,NA,NA,NA,NA
20066,2,2,NA,NA,NA,NA
20067,1,1,286478294,172147509,0,114330785
20067,2,1,214198145,178608215,0,35589930
20068,1,9,NSS,NSS,NSS,NSS
20068,2,9,NSS,NSS,NSS,NSS
20069,1,1,2025839.87,2025839.87,0,0
20069,2,1,2295148.23,2295148.23,0,0
20070,1,2,NA,NA,NA,NA
20070,2,2,NA,NA,NA,NA
20071,1,2,NA,NA,NA,NA
20071,2,2,NA,NA,NA,NA
20072,1,1,5347358.96,5347358.96,0,0
20072,2,1,6060484.9,6060484.9,0,0
20073,1,1,6621260,6621260,0,0
20073,2,1,3159043.08,3159043.08,0,0
20074,1,2,NA,NA,NA,NA
20074,2,2,NA,NA,NA,NA
20075,1,2,NA,NA,NA,NA
20075,2,2,NA,NA,NA,NA
20076,1,1,2146009,2146009,0,0
20076,2,1,754000,754000,0,0
20077,1,1,1477004.41,1477004.41,0,0
20077,2,1,1860385.18,1860385.18,0,0
20078,1,1,NSS,NSS,0,0
20078,2,1,NSS,NSS,0,0
20079,1,9,NSS,NSS,NSS,NSS
20079,2,2,NA,NA,NA,NA
20080,1,1,1057370.28,1057370.28,0,0
20080,2,1,1196793.23,1196793.23,0,0
20081,1,1,103491.31,103491.31,0,0
20081,2,1,117231.83,117231.83,0,0
20082,1,2,NA,NA,NA,NA
20082,2,2,NA,NA,NA,NA
20083,1,1,6586062,6586062,0,0
20083,2,1,8482038,8482038,0,0
20084,1,1,493313.41,493313.41,0,0
20084,2,1,2958,2958,0,0
20085,1,9,NSS,NSS,NSS,NSS
20085,2,9,NSS,NSS,NSS,NSS
20086,1,2,NA,NA,NA,NA
20086,2,2,NA,NA,NA,NA
20087,1,2,NA,NA,NA,NA
20087,2,2,NA,NA,NA,NA
20088,1,1,650000,650000,0,0
20088,2,1,413263.34,413263.34,0,0
20089,1,1,1531958.96,1531958.96,0,0
20089,2,1,1718597.47,1718597.47,0,0
20090,1,2,NA,NA,NA,NA
20090,2,2,NA,NA,NA,NA
20091,1,2,NA,NA,NA,NA
20091,2,2,NA,NA,NA,NA
20092,1,2,NA,NA,NA,NA
20092,2,2,NA,NA,NA,NA
20093,1,2,NA,NA,NA,NA
20093,2,2,NA,NA,NA,NA
20094,1,1,882400.65,882400.65,0,0
20094,2,1,469061.7,469061.7,0,0
20095,1,1,2988100.04,2988100.04,0,0
20095,2,1,2825409.13,2825409.13,0,0
20096,1,1,513000.03,513000.03,0,0
20096,2,1,568476.43,568476.43,0,0
20097,1,1,4484287,4484287,0,0
20097,2,1,1331593.2,1331593.2,0,0
20098,1,1,1022500,1022500,0,0
20098,2,1,1022500,1022500,0,0
20099,1,1,271633.26,271633.26,0,0
20099,2,1,271633.26,271633.26,0,0
20100,1,1,261116.73,261116.73,0,0
20100,2,1,295614.82,295614.82,0,0
20101,1,1,496503.38,496503.38,0,0
20101,2,1,562506.87,562506.87,0,0
20102,1,1,3451029.57,3451029.57,0,0
20102,2,1,3835637.21,3835637.21,0,0
20103,1,1,4236122,4236122,0,0
20103,2,1,4027542.96,4027542.96,0,0
20104,1,1,1485500.63,1485500.63,0,0
20104,2,1,353295.37,353295.37,0,0
20105,1,2,NA,NA,NA,NA
20105,2,2,NA,NA,NA,NA
20106,1,2,NA,NA,NA,NA
20106,2,2,NA,NA,NA,NA
20107,1,1,17446937,17446937,0,0
20107,2,1,19570268,19570268,0,0
20108,1,2,NA,NA,NA,NA
20108,2,2,NA,NA,NA,NA
20109,1,2,NA,NA,NA,NA
20109,2,2,NA,NA,NA,NA
20110,1,1,82800,82800,0,0
20110,2,1,234576,234576,0,0
20111,1,2,NA,NA,NA,NA
20111,2,2,NA,NA,NA,NA
20112,1,1,1710426,1710426,0,0
20112,2,1,1918157,1918157,0,0
20113,1,1,120000,120000,0,0
20113,2,1,120000,120000,0,0
20114,1,1,2526259.5,2526259.5,0,0
20114,2,1,3215197.12,3215197.12,0,0
20115,1,1,6897281.2,6897281.2,0,0
20115,2,1,7814182.74,7814182.74,0,0
20116,1,9,NSS,NSS,NSS,NSS
20116,2,1,2869000,2869000,0,0
20117,1,9,NSS,NSS,NSS,NSS
20117,2,9,NSS,NSS,NSS,NSS
20118,1,1,1585723.55,1585723.55,0,0
20118,2,1,1338912.2,1338912.2,0,0
20119,1,2,NA,NA,NA,NA
20119,2,2,NA,NA,NA,NA
20120,1,1,298028.41,298028.41,0,0
20120,2,1,337597.59,337597.59,0,0
20121,1,2,NA,NA,NA,NA
20121,2,2,NA,NA,NA,NA
20122,1,2,NA,NA,NA,NA
20122,2,2,NA,NA,NA,NA
20123,1,2,NA,NA,NA,NA
20123,2,2,NA,NA,NA,NA
20124,1,9,NSS,NSS,NSS,NSS
20124,2,2,NA,NA,NA,NA
20125,1,2,NA,NA,NA,NA
20125,2,2,NA,NA,NA,NA
20126,1,1,3582300,3582300,0,0
20126,2,1,3581651,3581651,0,0
20127,1,2,NA,NA,NA,NA
20127,2,2,NA,NA,NA,NA
20128,1,1,1200000,1200000,0,0
20128,2,1,999288.48,999288.48,0,0
20129,1,1,238293.74,238293.74,0,0
20129,2,1,267941.92,267941.92,0,0
20130,1,9,NSS,NSS,NSS,NSS
20130,2,9,NSS,NSS,NSS,NSS
20131,1,1,631180.81,631180.81,0,0
20131,2,1,714982.58,714982.58,0,0
20132,1,2,NA,NA,NA,NA
20132,2,2,NA,NA,NA,NA
20133,1,1,2957926,2957926,0,0
20133,2,1,2957926,2957926,0,0
20134,1,9,NSS,NSS,NSS,NSS
20134,2,1,17278169.53,17278169.53,0,0
20135,1,1,2026047.74,2026047.74,0,0
20135,2,1,3127962.34,3127962.34,0,0
20136,1,9,NSS,NSS,NSS,NSS
20136,2,1,2757000,2757000,0,0
20137,1,1,1386995.32,1386995.32,0,0
20137,2,1,2116802.02,2116802.02,0,0
20138,1,1,299355.93,299355.93,0,0
20138,2,1,335826.46,335826.46,0,0
20139,1,2,NA,NA,NA,NA
20139,2,2,NA,NA,NA,NA
20140,1,1,538973.4,538973.4,0,0
20140,2,1,610523.86,610523.86,0,0
20141,1,9,NSS,NSS,NSS,NSS
20141,2,9,NSS,NSS,NSS,NSS
20142,1,2,NA,NA,NA,NA
20142,2,2,NA,NA,NA,NA
20143,1,2,NA,NA,NA,NA
20143,2,2,NA,NA,NA,NA
20144,1,1,708000.73,708000.73,0,0
20144,2,1,712095.33,712095.33,0,0
20145,1,1,NSS,NSS,0,0
20145,2,1,NSS,NSS,0,0
20146,1,1,1097066.35,1097066.35,0,0
20146,2,1,2038979.59,2038979.59,0,0
20147,1,1,255628.13,255628.13,0,0
20147,2,1,249573.9,249573.9,0,0
20148,1,2,NA,NA,NA,NA
20148,2,2,NA,NA,NA,NA
20149,1,2,NA,NA,NA,NA
20149,2,2,NA,NA,NA,NA
20150,1,1,106372,106372,0,0
20150,2,1,60000,60000,0,0
20151,1,2,NA,NA,NA,NA
20151,2,2,NA,NA,NA,NA
20152,1,1,1082582.44,1082582.44,0,0
20152,2,1,730524.35,730524.35,0,0
20153,1,2,NA,NA,NA,NA
20153,2,2,NA,NA,NA,NA
20154,1,1,1543464,1543464,0,0
20154,2,1,1751256,1751256,0,0
20155,1,1,516771.64,516771.64,0,0
20155,2,1,822298.31,822298.31,0,0
20156,1,1,2440699,2440699,0,0
20156,2,1,2764691.2,2764691.2,0,0
20157,1,2,NA,NA,NA,NA
20157,2,2,NA,NA,NA,NA
20158,1,1,1125123.5,1125123.5,0,0
20158,2,1,1448421.2,1448421.2,0,0
20159,1,1,3675238,3675238,0,0
20159,2,1,1573374,1573374,0,0
20160,1,2,NA,NA,NA,NA
20160,2,2,NA,NA,NA,NA
20161,1,1,1729623.82,1729623.82,0,0
20161,2,1,1373041.69,1373041.69,0,0
20162,1,9,NSS,NSS,NSS,NSS
20162,2,1,1523505.38,1523505.38,0,0
20163,1,2,NA,NA,NA,NA
20163,2,2,NA,NA,NA,NA
20164,1,1,159357.81,159357.81,0,0
20164,2,1,180515.71,180515.71,0,0
20165,1,2,NA,NA,NA,NA
20165,2,2,NA,NA,NA,NA
20166,1,2,NA,NA,NA,NA
20166,2,2,NA,NA,NA,NA
20167,1,1,156402.68,156402.68,0,0
20167,2,1,134039.03,134039.03,0,0
20168,1,1,3200000,0,3200000,0
20168,2,1,3400000,0,3400000,0
20169,1,1,3000000,3000000,0,0
20169,2,1,3500000,3500000,0,0
20170,1,1,3653058.85,3653058.85,0,0
20170,2,1,2755117.26,2755117.26,0,0
20171,1,2,NA,NA,NA,NA
20171,2,2,NA,NA,NA,NA
20172,1,2,NA,NA,NA,NA
20172,2,2,NA,NA,NA,NA
20173,1,2,NA,NA,NA,NA
20173,2,2,NA,NA,NA,NA
20174,1,2,NA,NA,NA,NA
20174,2,2,NA,NA,NA,NA
20175,1,1,709722.63,709722.63,0,0
20175,2,1,1070937.6,1070937.6,0,0
20176,1,1,1808747.04,1808747.04,0,0
20176,2,1,1808747.04,1808747.04,0,0
20177,1,1,690034.34,690034.34,0,0
20177,2,1,743571.78,743571.78,0,0
20178,1,1,NSS,NSS,0,0
20178,2,1,1349002.02,1349002.02,0,0
20179,1,1,476334.6,476334.6,0,0
20179,2,1,368504,368504,0,0
20180,1,2,NA,NA,NA,NA
20180,2,2,NA,NA,NA,NA
20181,1,1,300683.4,300683.4,0,0
20181,2,1,452883.56,452883.56,0,0
20182,1,9,NSS,NSS,NSS,NSS
20182,2,1,1600000,1600000,0,0
20183,1,1,1508941.31,1508941.31,0,0
20183,2,1,692845.39,692845.39,0,0
20184,1,9,NSS,NSS,NSS,NSS
20184,2,1,115000000,115000000,0,0
20185,1,2,NA,NA,NA,NA
20185,2,2,NA,NA,NA,NA
20186,1,1,486759,486759,0,0
20186,2,1,578635,578635,0,0
20187,1,9,NSS,NSS,NSS,NSS
20187,2,1,1300000,1300000,0,0
20188,1,2,NA,NA,NA,NA
20188,2,2,NA,NA,NA,NA
20189,1,1,2068321,2068321,0,0
20189,2,1,2147641,2147641,0,0
20190,1,1,14825661,14825661,0,0
20190,2,1,16713080,16713080,0,0
20191,1,2,NA,NA,NA,NA
20191,2,2,NA,NA,NA,NA
20192,1,1,1010472,1010472,0,0
20192,2,1,1133321,1133321,0,0
20193,1,1,1863175,1863175,0,0
20193,2,1,2110549,2110549,0,0
20194,1,1,900000,900000,0,0
20194,2,1,910679,910679,0,0
20195,1,1,700930.96,700930.96,0,0
20195,2,1,793993.45,793993.45,0,0
20196,1,2,NA,NA,NA,NA
20196,2,2,NA,NA,NA,NA
20197,1,1,NSS,NSS,0,0
20197,2,1,NSS,NSS,0,0
20198,1,9,NSS,NSS,NSS,NSS
20198,2,2,NA,NA,NA,NA
20199,1,1,371192.48,371192.48,0,0
20199,2,1,371192.48,371192.48,0,0
20200,1,2,NA,NA,NA,NA
20200,2,1,190800,0,190800,0
20201,1,9,NSS,NSS,NSS,NSS
20201,2,9,NSS,NSS,NSS,NSS
20202,1,2,NA,NA,NA,NA
20202,2,2,NA,NA,NA,NA
20203,1,1,2348434.35,2348434.35,0,0
20203,2,1,2660627.36,2660627.36,0,0
20204,1,1,390872.06,390872.06,0,0
20204,2,1,193065.79,193065.79,0,0
20205,1,0,NA,NA,NA,NA
20205,2,0,NA,NA,NA,NA
20206,1,2,NA,NA,NA,NA
20206,2,2,NA,NA,NA,NA
20207,1,0,NA,NA,NA,NA
20207,2,0,NA,NA,NA,NA
20208,1,1,324000,324000,0,0
20208,2,1,351600,351600,0,0
20209,1,1,402902.52,402902.52,0,0
20209,2,1,451988.16,451988.16,0,0
20210,1,9,NSS,NSS,NSS,NSS
20210,2,9,NSS,NSS,NSS,NSS
20211,1,1,2264086.66,2264086.66,0,0
20211,2,1,2414223.45,2414223.45,0,0
20212,1,1,2068985,2068985,0,0
20212,2,1,2068941.12,2068941.12,0,0
20213,1,2,NA,NA,NA,NA
20213,2,2,NA,NA,NA,NA
20214,1,2,NA,NA,NA,NA
20214,2,2,NA,NA,NA,NA
20215,1,1,538273.68,538273.68,0,0
20215,2,1,771931.65,771931.65,0,0
20216,1,1,823744,823744,0,0
20216,2,1,933249.98,933249.98,0,0
20217,1,1,3228964.91,3228964.91,0,0
20217,2,1,2562365.47,2562365.47,0,0
20218,1,2,NA,NA,NA,NA
20218,2,2,NA,NA,NA,NA
20219,1,1,NSS,NSS,0,0
20219,2,1,NSS,NSS,0,0
20220,1,2,NA,NA,NA,NA
20220,2,1,1346796.5,1346796.5,0,0
20221,1,2,NA,NA,NA,NA
20221,2,2,NA,NA,NA,NA
20222,1,9,NSS,NSS,NSS,NSS
20222,2,9,NSS,NSS,NSS,NSS
20223,1,1,292054.57,292054.57,0,0
20223,2,1,327635.57,327635.57,0,0
20224,1,1,451276.31,451276.31,0,0
20224,2,1,349093.98,349093.98,0,0
20225,1,2,NA,NA,NA,NA
20225,2,2,NA,NA,NA,NA
20226,1,1,160000,160000,0,0
20226,2,1,195000,195000,0,0
20227,1,1,11725316.57,11725316.57,0,0
20227,2,1,14303168.14,14303168.14,0,0
20228,1,2,NA,NA,NA,NA
20228,2,2,NA,NA,NA,NA
20229,1,2,NA,NA,NA,NA
20229,2,1,840000,840000,0,0
20230,1,1,618636.91,618636.91,0,0
20230,2,1,863046.56,863046.56,0,0
20231,1,1,2115450,2115450,0,0
20231,2,1,2214617,2214617,0,0
20232,1,9,NSS,NSS,NSS,NSS
20232,2,1,4181904.76,4181904.76,0,0
20233,1,1,1200000,1200000,0,0
20233,2,1,1239334.59,1239334.59,0,0
20234,1,2,NA,NA,NA,NA
20234,2,2,NA,NA,NA,NA
20235,1,1,2541538.56,2541538.56,0,0
20235,2,1,2851174.04,2851174.04,0,0
20236,1,2,NA,NA,NA,NA
20236,2,2,NA,NA,NA,NA
20237,1,2,NA,NA,NA,NA
20237,2,2,NA,NA,NA,NA
20238,1,1,659791.95,659791.95,0,0
20238,2,1,747502.45,747502.45,0,0
20239,1,2,NA,NA,NA,NA
20239,2,2,NA,NA,NA,NA
20240,1,2,NA,NA,NA,NA
20240,2,2,NA,NA,NA,NA
20241,1,1,686342.87,686342.87,0,0
20241,2,1,777583,777583,0,0
20242,1,0,NA,NA,NA,NA
20242,2,0,NA,NA,NA,NA
20243,1,1,1311299,1311299,0,0
20243,2,1,1470636,1470636,0,0
20244,1,2,NA,NA,NA,NA
20244,2,2,NA,NA,NA,NA
20245,1,2,NA,NA,NA,NA
20245,2,2,NA,NA,NA,NA
20246,1,1,405557.59,405557.59,0,0
20246,2,1,459480.9,459480.9,0,0
20247,1,2,NA,NA,NA,NA
20247,2,2,NA,NA,NA,NA
20248,1,9,NSS,NSS,NSS,NSS
20248,2,9,NSS,NSS,NSS,NSS
20249,1,2,NA,NA,NA,NA
20249,2,2,NA,NA,NA,NA
20250,1,1,786534.15,786534.15,0,0
20250,2,1,822399.01,822399.01,0,0
20251,1,1,850376.51,850376.51,0,0
20251,2,1,915235.08,915235.08,0,0
20252,1,2,NA,NA,NA,NA
20252,2,2,NA,NA,NA,NA
20253,1,1,1200000,1200000,0,0
20253,2,1,1200000,1200000,0,0
20254,1,2,NA,NA,NA,NA
20254,2,2,NA,NA,NA,NA
20255,1,1,1643183.21,1643183.21,0,0
20255,2,1,1803623.86,1803623.86,0,0
20256,1,2,NA,NA,NA,NA
20256,2,2,NA,NA,NA,NA
20257,1,1,698275.92,698275.92,0,0
20257,2,1,790985.88,790985.88,0,0
20258,1,2,NA,NA,NA,NA
20258,2,2,NA,NA,NA,NA
20259,1,1,1906895.76,1906895.76,0,0
20259,2,1,1590347,1590347,0,0
20260,1,2,NA,NA,NA,NA
20260,2,2,NA,NA,NA,NA
20261,1,9,NSS,NSS,NSS,NSS
20261,2,2,NA,NA,NA,NA
20262,1,9,NSS,NSS,NSS,NSS
20262,2,9,NSS,NSS,NSS,NSS
20263,1,1,2045156,2045156,0,0
20263,2,1,1807593,1807593,0,0
20264,1,1,1371411.43,1371411.43,0,0
20264,2,1,1475688.68,1475688.68,0,0
20265,1,9,NSS,NSS,NSS,NSS
20265,2,9,NSS,NSS,NSS,NSS
20266,1,1,1000000,1000000,0,0
20266,2,1,1000000,1000000,0,0
20267,1,2,NA,NA,NA,NA
20267,2,2,NA,NA,NA,NA
20268,1,1,762676.98,762676.98,0,0
20268,2,1,864064.41,864064.41,0,0
20269,1,1,700000,700000,0,0
20269,2,1,700000,700000,0,0
20270,1,2,NA,NA,NA,NA
20270,2,2,NA,NA,NA,NA
20271,1,1,2120094.24,2120094.24,0,0
20271,2,1,2402822.89,2402822.89,0,0
20272,1,2,NA,NA,NA,NA
20272,2,2,NA,NA,NA,NA
20273,1,2,NA,NA,NA,NA
20273,2,2,NA,NA,NA,NA
20274,1,1,904256,904256,0,0
20274,2,1,984048,984048,0,0
20275,1,1,4836261,4836261,0,0
20275,2,1,5473844,5473844,0,0
20276,1,9,NSS,NSS,NSS,NSS
20276,2,2,NA,NA,NA,NA
20277,1,2,NA,NA,NA,NA
20277,2,1,5134359.67,5134359.67,0,0
20278,1,2,NA,NA,NA,NA
20278,2,2,NA,NA,NA,NA
20279,1,1,14675324,14675324,0,0
20279,2,1,14675324,14675324,0,0
20280,1,9,NSS,NSS,NSS,NSS
20280,2,9,NSS,NSS,NSS,NSS
20281,1,1,202482.36,202482.36,0,0
20281,2,1,229345.65,229345.65,0,0
20282,1,2,NA,NA,NA,NA
20282,2,2,NA,NA,NA,NA
20283,1,1,669991.98,669991.98,0,0
20283,2,1,637920.51,637920.51,0,0
20284,1,1,2085958,2085958,0,0
20284,2,1,2338871,2338871,0,0
20285,1,2,NA,NA,NA,NA
20285,2,2,NA,NA,NA,NA
20286,1,2,NA,NA,NA,NA
20286,2,1,840000,840000,0,0
20287,1,2,NA,NA,NA,NA
20287,2,2,NA,NA,NA,NA
20288,1,2,NA,NA,NA,NA
20288,2,2,NA,NA,NA,NA
20289,1,1,700210,700210,0,0
20289,2,1,893709,893709,0,0
20290,1,1,57691.84,57691.84,0,0
20290,2,1,65351.58,65351.58,0,0
20291,1,1,3385857,3385857,0,0
20291,2,1,3239702,3239702,0,0
20292,1,9,NSS,NSS,NSS,NSS
20292,2,9,NSS,NSS,NSS,NSS
20293,1,2,NA,NA,NA,NA
20293,2,2,NA,NA,NA,NA
20294,1,1,4269201.42,4269201.42,0,0
20294,2,1,1959705.71,1959705.71,0,0
20295,1,1,3180342.62,3180342.62,0,0
20295,2,1,2576075.81,2576075.81,0,0
20296,1,2,NA,NA,NA,NA
20296,2,2,NA,NA,NA,NA
20297,1,1,1317088.34,1317088.34,0,0
20297,2,1,713251.69,713251.69,0,0
20298,1,2,NA,NA,NA,NA
20298,2,2,NA,NA,NA,NA
20299,1,1,747426.4,747426.4,0,0
20299,2,1,845873.7,845873.7,0,0
20300,1,1,2786610,2786610,0,0
20300,2,1,4234566.38,4234566.38,0,0
20301,1,1,1058034.05,1058034.05,0,0
20301,2,1,1058034.05,1058034.05,0,0
20302,1,2,NA,NA,NA,NA
20302,2,2,NA,NA,NA,NA
20303,1,1,717864.8,717864.8,0,0
20303,2,1,878943.67,878943.67,0,0
20304,1,1,510813.97,510813.97,0,0
20304,2,1,537871.56,537871.56,0,0
20305,1,1,2876074,2876074,0,0
20305,2,1,3257930,3257930,0,0
20306,1,9,NSS,NSS,NSS,NSS
20306,2,9,NSS,NSS,NSS,NSS
20307,1,2,NA,NA,NA,NA
20307,2,2,NA,NA,NA,NA
20308,1,9,NSS,NSS,NSS,NSS
20308,2,2,NA,NA,NA,NA
20309,1,9,NSS,NSS,NSS,NSS
20309,2,1,7720000,7720000,0,0
20310,1,2,NA,NA,NA,NA
20310,2,2,NA,NA,NA,NA
20311,1,1,150260.94,150260.94,0,0
20311,2,1,334381.89,334381.89,0,0
20312,1,2,NA,NA,NA,NA
20312,2,2,NA,NA,NA,NA
20313,1,2,NA,NA,NA,NA
20313,2,2,NA,NA,NA,NA
20314,1,9,NSS,NSS,NSS,NSS
20314,2,9,NSS,NSS,NSS,NSS
20315,1,9,NSS,NSS,NSS,NSS
20315,2,9,NSS,NSS,NSS,NSS
20316,1,2,NA,NA,NA,NA
20316,2,2,NA,NA,NA,NA
20317,1,0,NA,NA,NA,NA
20317,2,0,NA,NA,NA,NA
20318,1,9,NSS,NSS,NSS,NSS
20318,2,1,34925385.36,34925385.36,0,0
20319,1,0,NA,NA,NA,NA
20319,2,0,NA,NA,NA,NA
20320,1,2,NA,NA,NA,NA
20320,2,2,NA,NA,NA,NA
20321,1,2,NA,NA,NA,NA
20321,2,2,NA,NA,NA,NA
20322,1,0,NA,NA,NA,NA
20322,2,0,NA,NA,NA,NA
20323,1,1,1595714,1595714,0,0
20323,2,1,1806087,1806087,0,0
20324,1,9,NSS,NSS,NSS,NSS
20324,2,1,36243996.36,36243996.36,0,0
20325,1,1,659888.45,659888.45,0,0
20325,2,1,747501.72,747501.72,0,0
20326,1,2,NA,NA,NA,NA
20326,2,2,NA,NA,NA,NA
20327,1,1,7537662.96,7537662.96,NSS,NSS
20327,2,1,8455976.16,8455976.16,NSS,NSS
20328,1,9,NSS,NSS,NSS,NSS
20328,2,9,NSS,NSS,NSS,NSS
20329,1,1,821523.42,821523.42,0,0
20329,2,1,985024,985024,0,0
20330,1,9,NSS,NSS,NSS,NSS
20330,2,1,2100000,2100000,0,0
20331,1,1,615815,615815,0,0
20331,2,1,615812.7,615812.7,0,0
20332,1,2,NA,NA,NA,NA
20332,2,1,257450,0,257450,0
20333,1,1,668924.41,668924.41,0,0
