ubicageo_f,aniorefe_b,rnsnni1,forfastt,forfas1,forfas2,forfas3
11007,1,1,138102976.5,120102449.71,0,18000526.79
11007,2,1,177673968.48,155067003.01,0,22606965.47
11008,1,9,NSS,NSS,NSS,NSS
11008,2,9,NSS,NSS,NSS,NSS
11009,1,2,NA,NA,NA,NA
11009,2,2,NA,NA,NA,NA
11010,1,9,NSS,NSS,NSS,NSS
11010,2,9,NSS,NSS,NSS,NSS
11011,1,2,NA,NA,NA,NA
11011,2,2,NA,NA,NA,NA
11012,1,1,17724990,17179187,545803,0
11012,2,1,18875222,18391052,484170,0
11013,1,1,11953726.14,11953726.14,0,0
11013,2,1,14601150.8,14601150.8,0,0
11014,1,1,21950867.32,21950867.32,0,0
11014,2,1,18127616.52,18127616.52,0,0
11015,1,1,104322046,104322046,0,0
11015,2,1,112852816.4,112852816.4,0,0
11016,1,2,NA,NA,NA,NA
11016,2,2,NA,NA,NA,NA
11017,1,2,NA,NA,NA,NA
11017,2,2,NA,NA,NA,NA
11018,1,2,NA,NA,NA,NA
11018,2,1,17959964.16,17959964.16,0,0
11019,1,1,2867451.55,2867451.55,0,0
11019,2,2,NA,NA,NA,NA
11020,1,1,1557235928.17,270965759.04,0,1286270169.13
11020,2,1,1674540791.62,327919173.93,0,1346621617.69
11021,1,2,NA,NA,NA,NA
11021,2,2,NA,NA,NA,NA
11022,1,2,NA,NA,NA,NA
11022,2,2,NA,NA,NA,NA
11023,1,2,NA,NA,NA,NA
11023,2,2,NA,NA,NA,NA
11024,1,9,NSS,NSS,NSS,NSS
11024,2,9,NSS,NSS,NSS,NSS
11025,1,2,NA,NA,NA,NA
11025,2,2,NA,NA,NA,NA
11026,1,2,NA,NA,NA,NA
11026,2,2,NA,NA,NA,NA
11027,1,9,NSS,NSS,NSS,NSS
11027,2,9,NSS,NSS,NSS,NSS
11028,1,9,NSS,NSS,NSS,NSS
11028,2,1,NSS,NSS,NSS,NSS
11029,1,2,NA,NA,NA,NA
11029,2,2,NA,NA,NA,NA
11030,1,1,NSS,NSS,0,0
11030,2,1,NSS,NSS,0,0
11031,1,2,NA,NA,NA,NA
11031,2,2,NA,NA,NA,NA
11032,1,2,NA,NA,NA,NA
11032,2,2,NA,NA,NA,NA
11033,1,9,NSS,NSS,NSS,NSS
11033,2,9,NSS,NSS,NSS,NSS
11034,1,2,NA,NA,NA,NA
11034,2,2,NA,NA,NA,NA
11035,1,2,NA,NA,NA,NA
11035,2,2,NA,NA,NA,NA
11036,1,2,NA,NA,NA,NA
11036,2,2,NA,NA,NA,NA
11037,1,9,NSS,NSS,NSS,NSS
11037,2,1,54033589.31,45085900.77,8947688.54,0
11038,1,1,NSS,NSS,NSS,NSS
11038,2,1,NSS,NSS,NSS,NSS
11039,1,2,NA,NA,NA,NA
11039,2,2,NA,NA,NA,NA
11040,1,2,NA,NA,NA,NA
11040,2,2,NA,NA,NA,NA
11041,1,9,NSS,NSS,NSS,NSS
11041,2,9,NSS,NSS,NSS,NSS
11042,1,1,9756372.9,9756372.9,0,0
11042,2,1,1109012.98,1109012.98,0,0
11043,1,1,6560326.39,4010182.28,2550144.11,0
11043,2,1,6505022.15,3799559.79,2705462.36,0
11044,1,1,4275190.74,4275190.74,0,0
11044,2,1,3731183.08,3731183.08,0,0
11045,1,2,NA,NA,NA,NA
11045,2,2,NA,NA,NA,NA
11046,1,1,4035525.92,4035525.92,0,0
11046,2,1,3697773.37,3697773.37,0,0
12001,1,1,329021909.09,329021909.09,0,0
12001,2,1,450317137.53,450317137.53,0,0
12002,1,1,17296839,17296839,0,0
12002,2,1,18797659.37,18797659.37,0,0
12003,1,2,NA,NA,NA,NA
12003,2,2,NA,NA,NA,NA
12004,1,1,12348638.47,12348638.47,0,0
12004,2,1,11839280.25,11839280.25,0,0
12005,1,2,NA,NA,NA,NA
12005,2,2,NA,NA,NA,NA
12006,1,2,NA,NA,NA,NA
12006,2,2,NA,NA,NA,NA
12007,1,1,12251387.81,12251387.81,0,0
12007,2,1,14251387.81,14251387.81,0,0
12008,1,1,1257413,1257413,0,0
12008,2,1,1245418.8,1245418.8,0,0
12009,1,1,3987778,3987778,0,0
12009,2,1,4404629.52,4404629.52,0,0
12010,1,1,19423634.9,19423634.9,0,0
12010,2,1,12141443.83,12141443.83,0,0
12011,1,1,13880476,13880476,0,0
12011,2,1,45254592.02,45254592.02,0,0
12012,1,2,NA,NA,NA,NA
12012,2,2,NA,NA,NA,NA
12013,1,1,11052629.28,11052629.28,0,0
12013,2,1,68935861.67,68935861.67,0,0
12014,1,2,NA,NA,NA,NA
12014,2,2,NA,NA,NA,NA
12015,1,2,NA,NA,NA,NA
12015,2,2,NA,NA,NA,NA
12016,1,2,NA,NA,NA,NA
12016,2,2,NA,NA,NA,NA
12017,1,2,NA,NA,NA,NA
12017,2,2,NA,NA,NA,NA
12018,1,1,5706262.49,5706262.49,0,0
12018,2,1,7533472.56,7533472.56,0,0
12019,1,2,NA,NA,NA,NA
12019,2,2,NA,NA,NA,NA
12020,1,1,14417697.36,14417697.36,0,0
12020,2,1,15569540,15569540,0,0
12021,1,9,NSS,NSS,NSS,NSS
12021,2,9,NSS,NSS,NSS,NSS
12022,1,1,7082112.64,7082112.64,0,0
12022,2,1,5734961.71,5734961.71,0,0
12023,1,1,18272681,18272681,0,0
12023,2,1,19858173.52,19858173.52,0,0
12024,1,1,1801167.64,1801167.64,0,0
12024,2,1,5872356.23,5872356.23,0,0
12025,1,1,2920664.25,2920664.25,0,0
12025,2,1,12696343.68,12696343.68,0,0
12026,1,2,NA,NA,NA,NA
12026,2,2,NA,NA,NA,NA
12027,1,1,317237,317237,0,0
12027,2,1,1275241,1275241,0,0
12028,1,1,84903769,84903769,0,0
12028,2,1,91379625,91379625,0,0
12029,1,1,143937359.7,143937359.7,0,0
12029,2,1,211322331.75,211322331.75,0,0
12030,1,1,12152187.16,12152187.16,0,0
12030,2,1,15201055,15201055,0,0
12031,1,9,NSS,NSS,NSS,NSS
12031,2,9,NSS,NSS,NSS,NSS
12032,1,1,1200253.68,1200253.68,0,0
12032,2,1,18234531.82,18234531.82,0,0
12033,1,1,1732957.6,1732957.6,0,0
12033,2,1,13042415.25,13042415.25,0,0
12034,1,1,5234918.06,5234918.06,0,0
12034,2,1,14120328.78,14120328.78,0,0
12035,1,1,33449329.57,33449329.57,0,0
12035,2,1,38057969.63,38057969.63,0,0
12036,1,2,NA,NA,NA,NA
12036,2,1,9568745.25,9568745.25,0,0
12037,1,2,NA,NA,NA,NA
12037,2,2,NA,NA,NA,NA
12038,1,1,73062253.9,73062253.9,0,0
12038,2,1,75507882.5,75507882.5,0,0
12039,1,2,NA,NA,NA,NA
12039,2,1,19251000,19251000,0,0
12040,1,1,6029131.64,6029131.64,0,0
12040,2,1,19314607.22,19314607.22,0,0
12041,1,1,5082512,5082512,0,0
12041,2,1,21880679,21880679,0,0
12042,1,1,12741774.18,12741774.18,0,0
12042,2,1,13892923.6,13892923.6,0,0
12043,1,2,NA,NA,NA,NA
12043,2,2,NA,NA,NA,NA
12044,1,1,11035666.25,11035666.25,0,0
12044,2,1,12117169.23,12117169.23,0,0
12045,1,1,19520964,19520964,0,0
12045,2,1,21214768.66,21214768.66,0,0
12046,1,2,NA,NA,NA,NA
12046,2,2,NA,NA,NA,NA
12047,1,2,NA,NA,NA,NA
12047,2,2,NA,NA,NA,NA
12048,1,1,8450514.3,8450514.3,0,0
12048,2,1,21412225.64,21412225.64,0,0
12049,1,1,8753017.93,8753017.93,0,0
12049,2,1,9513813.64,9513813.64,0,0
12050,1,1,19882283.97,19882283.97,0,0
12050,2,1,20153579.85,20153579.85,0,0
12051,1,1,21143002,21143002,0,0
12051,2,1,25634348,25634348,0,0
12052,1,1,31508170.71,31508170.71,0,0
12052,2,1,22705196.53,22705196.53,0,0
12053,1,1,30351160.31,30351160.31,0,0
12053,2,1,32037253.25,32037253.25,0,0
12054,1,1,12898986.83,12898986.83,0,0
12054,2,1,12905864.94,12905864.94,0,0
12055,1,1,72500000,72500000,0,0
12055,2,1,77900000,77900000,0,0
12056,1,1,31610564,31610564,0,0
12056,2,1,34413217.29,34413217.29,0,0
12057,1,2,NA,NA,NA,NA
12057,2,2,NA,NA,NA,NA
12058,1,2,NA,NA,NA,NA
12058,2,2,NA,NA,NA,NA
12059,1,2,NA,NA,NA,NA
12059,2,2,NA,NA,NA,NA
12060,1,1,9300010,9300010,0,0
12060,2,1,10106958.25,10106958.25,0,0
12061,1,1,29617731.83,29617731.83,0,0
12061,2,1,32209511.28,32209511.28,0,0
12062,1,2,NA,NA,NA,NA
12062,2,2,NA,NA,NA,NA
12063,1,1,6925625.51,6925625.51,0,0
12063,2,1,7526529.51,7526529.51,0,0
12064,1,9,NSS,NSS,NSS,NSS
12064,2,9,NSS,NSS,NSS,NSS
12065,1,2,NA,NA,NA,NA
12065,2,2,NA,NA,NA,NA
12066,1,2,NA,NA,NA,NA
12066,2,1,1060985.94,1060985.94,0,0
12067,1,1,15312537.08,15312537.08,0,0
12067,2,1,16699587.09,16699587.09,0,0
12068,1,2,NA,NA,NA,NA
12068,2,2,NA,NA,NA,NA
12069,1,9,NSS,NSS,NSS,NSS
12069,2,1,8961152.39,8961152.39,0,0
12070,1,2,NA,NA,NA,NA
12070,2,2,NA,NA,NA,NA
12071,1,2,NA,NA,NA,NA
12071,2,1,5897698.35,5897698.35,0,0
12072,1,1,7191989.86,7191989.86,0,0
12072,2,1,8410777.73,8410777.73,0,0
12073,1,1,10420471.69,10420471.69,0,0
12073,2,1,8005484.7,8005484.7,0,0
12074,1,1,6979017.25,6979017.25,0,0
12074,2,1,5495897.81,5495897.81,0,0
12075,1,1,12152007.36,12152007.36,0,0
12075,2,1,39705953.21,39705953.21,0,0
12076,1,1,15681166.48,15681166.48,0,0
12076,2,1,20846767.48,20846767.48,0,0
12077,1,1,2449899.47,2449899.47,0,0
12077,2,1,10649824.27,10649824.27,0,0
12078,1,1,14576559,14576559,0,0
12078,2,1,15754096.14,15754096.14,0,0
12079,1,1,10187186.3,10187186.3,0,0
12079,2,1,9687476.35,9687476.35,0,0
12080,1,1,5155276,5155276,0,0
12080,2,1,5639942,5639942,0,0
12081,1,2,NA,NA,NA,NA
12081,2,2,NA,NA,NA,NA
12082,1,0,NA,NA,NA,NA
12082,2,0,NA,NA,NA,NA
12083,1,0,NA,NA,NA,NA
12083,2,0,NA,NA,NA,NA
12084,1,0,NA,NA,NA,NA
12084,2,0,NA,NA,NA,NA
12085,1,0,NA,NA,NA,NA
12085,2,0,NA,NA,NA,NA
13001,1,1,NSS,NSS,NSS,NSS
13001,2,1,NSS,NSS,NSS,NSS
13002,1,2,NA,NA,NA,NA
13002,2,2,NA,NA,NA,NA
13003,1,1,14167106.03,14167106.03,0,0
13003,2,1,17392696.83,17392696.83,0,0
13004,1,1,6456730,6456730,0,0
13004,2,1,7641185,7641185,0,0
13005,1,1,NSS,NSS,0,0
13005,2,1,NSS,NSS,0,0
13006,1,2,NA,NA,NA,NA
13006,2,2,NA,NA,NA,NA
13007,1,1,8789822.01,8789822.01,0,0
13007,2,1,9386325.55,9386325.55,0,0
13008,1,1,31594139.56,31594139.56,0,0
13008,2,1,34237933.78,34237933.78,0,0
13009,1,1,13320866,13320866,NA,NA
13009,2,1,14840360,14840360,NA,NA
13010,1,1,21110206.86,21110206.86,0,0
13010,2,1,19088927.23,19088927.23,0,0
13011,1,1,10649075.02,10649075.02,0,0
13011,2,1,13574098.2,13574098.2,0,0
13012,1,1,19417629.99,19417629.99,0,0
13012,2,1,21769651.25,21769651.25,0,0
13013,1,1,21240643.54,21240643.54,0,0
13013,2,1,46737107.99,46737107.99,0,0
13014,1,2,NA,NA,NA,NA
13014,2,2,NA,NA,NA,NA
13015,1,2,NA,NA,NA,NA
13015,2,2,NA,NA,NA,NA
13016,1,1,9644738.13,9644738.13,0,0
13016,2,1,11814681.19,11814681.19,0,0
13017,1,2,NA,NA,NA,NA
13017,2,2,NA,NA,NA,NA
13018,1,1,16971227,16971227,0,0
13018,2,1,16969462,16969462,0,0
13019,1,2,NA,NA,NA,NA
13019,2,2,NA,NA,NA,NA
13020,1,1,1947777,1947777,0,0
13020,2,1,1958118,1958118,0,0
13021,1,1,4286774,4286774,0,0
13021,2,1,4859774,4859774,0,0
13022,1,1,2321689.72,2321689.72,0,0
13022,2,1,4688663.67,4688663.67,0,0
13023,1,1,NSS,NSS,0,0
13023,2,1,NSS,NSS,0,0
13024,1,2,NA,NA,NA,NA
13024,2,2,NA,NA,NA,NA
13025,1,1,15046815,15046815,0,0
13025,2,1,15317193,15317193,0,0
13026,1,1,9907032.39,9907032.39,0,0
13026,2,1,9550919.17,9550919.17,0,0
13027,1,2,NA,NA,NA,NA
13027,2,2,NA,NA,NA,NA
13028,1,2,NA,NA,NA,NA
13028,2,2,NA,NA,NA,NA
13029,1,1,32552089,32552089,0,0
13029,2,1,35481148,35481148,0,0
13030,1,1,25584105.48,25584105.48,0,0
13030,2,1,25544081.31,25544081.31,0,0
13031,1,1,9490316,9490316,0,0
13031,2,1,9105999,9105999,0,0
13032,1,1,8370517.04,8370517.04,0,0
13032,2,1,7872812.35,7872812.35,0,0
13033,1,1,2201351.07,2201351.07,0,0
13033,2,1,2863132.14,2863132.14,0,0
13034,1,1,6821949,6821949,0,0
13034,2,1,794307.68,794307.68,0,0
13035,1,1,8255657.45,8255657.45,0,0
13035,2,1,9684600.49,9684600.49,0,0
13036,1,1,6684329.97,6684329.97,0,0
13036,2,1,7069509.12,7069509.12,0,0
13037,1,1,14244458.59,14244458.59,0,0
13037,2,1,15684243,15684243,0,0
13038,1,1,6395960,6395960,0,0
13038,2,1,6642893.84,6642893.84,0,0
13039,1,1,9024531,9024531,0,0
13039,2,1,9663660,9663660,0,0
13040,1,1,7181306,7181306,0,0
13040,2,1,7275167,7275167,0,0
13041,1,2,NA,NA,NA,NA
13041,2,2,NA,NA,NA,NA
13042,1,1,5983387.38,5983387.38,0,0
13042,2,1,6159411.45,6159411.45,0,0
13043,1,2,NA,NA,NA,NA
13043,2,2,NA,NA,NA,NA
13044,1,9,NSS,NSS,NSS,NSS
13044,2,9,NSS,NSS,NSS,NSS
13045,1,1,6923216.36,6923216.36,0,0
13045,2,1,6794689.32,6794689.32,0,0
13046,1,2,NA,NA,NA,NA
13046,2,2,NA,NA,NA,NA
13047,1,1,3639879,3639879,0,0
13047,2,1,3517924,3517924,0,0
13048,1,1,169793714.4,167143048.4,0,2650666
13048,2,1,175059783,167477152.01,0,7582630.99
13049,1,1,12309292,12309292,0,0
13049,2,1,13872385,13872385,0,0
13050,1,1,16610001.28,16610001.28,0,0
13050,2,1,17687081.32,17687081.32,0,0
13051,1,1,48176058.42,48176058.42,0,0
13051,2,1,66470553.17,66470553.17,0,0
13052,1,1,8663683.87,8663683.87,0,0
13052,2,1,11046492.19,11046492.19,0,0
13053,1,1,13457864.07,13457864.07,0,0
13053,2,1,13255060.19,13255060.19,0,0
13054,1,1,25486384,25486384,0,0
13054,2,1,24277422,24277422,0,0
13055,1,1,12063517,12063517,0,0
13055,2,1,13580459,13580459,0,0
13056,1,1,26311380,26311380,0,0
13056,2,1,29311831,29311831,0,0
13057,1,9,NSS,NSS,NSS,NSS
13057,2,9,NSS,NSS,NSS,NSS
13058,1,2,NA,NA,NA,NA
13058,2,2,NA,NA,NA,NA
13059,1,2,NA,NA,NA,NA
13059,2,2,NA,NA,NA,NA
13060,1,1,13291989.65,13291989.65,0,0
13060,2,1,13095032.22,13095032.22,0,0
13061,1,1,38512602.5,38512602.5,0,0
13061,2,1,42080301.89,42080301.89,0,0
13062,1,1,21779776.53,21779776.53,0,0
13062,2,1,23368553.99,23368553.99,0,0
13063,1,1,38055743.32,38055743.32,0,0
13063,2,1,44888891.73,44888891.73,0,0
13064,1,1,7742976.16,7742976.16,0,0
13064,2,1,8102495.27,8102495.27,0,0
13065,1,2,NA,NA,NA,NA
13065,2,1,8804263,8804263,0,0
13066,1,1,NSS,NSS,NSS,NSS
13066,2,1,9874840.54,9874840.54,0,0
13067,1,9,NSS,NSS,NSS,NSS
13067,2,9,NSS,NSS,NSS,NSS
13068,1,2,NA,NA,NA,NA
13068,2,2,NA,NA,NA,NA
13069,1,1,81655876.68,81655876.68,0,0
13069,2,1,85067785.09,85067785.09,0,0
13070,1,1,NSS,NSS,0,0
13070,2,1,NSS,NSS,0,0
13071,1,2,NA,NA,NA,NA
13071,2,2,NA,NA,NA,NA
13072,1,9,NSS,NSS,NSS,NSS
13072,2,9,NSS,NSS,NSS,NSS
13073,1,2,NA,NA,NA,NA
13073,2,2,NA,NA,NA,NA
13074,1,1,5411855.42,5411855.42,0,0
13074,2,1,4419013.03,4419013.03,0,0
13075,1,1,11852113.56,11852113.56,0,0
13075,2,1,15982040.99,15982040.99,0,0
13076,1,2,NA,NA,NA,NA
13076,2,2,NA,NA,NA,NA
13077,1,2,NA,NA,NA,NA
13077,2,2,NA,NA,NA,NA
13078,1,1,6521263.51,6521263.51,0,0
13078,2,1,6470949.83,6470949.83,0,0
13079,1,1,5458047.41,5458047.41,0,0
13079,2,1,5248292.18,5248292.18,0,0
13080,1,1,NSS,NSS,NSS,NSS
13080,2,1,NSS,NSS,NSS,NSS
13081,1,2,NA,NA,NA,NA
13081,2,2,NA,NA,NA,NA
13082,1,1,11311248,11311248,0,0
13082,2,1,13518600.48,13518600.48,0,0
13083,1,1,32143408.73,32143408.73,0,0
13083,2,1,43322538.42,43322538.42,0,0
13084,1,1,28473782,28473782,0,0
13084,2,1,29583011,29583011,0,0
14001,1,2,NA,NA,NA,NA
14001,2,2,NA,NA,NA,NA
14002,1,1,15840861.44,15840861.44,0,0
14002,2,1,17765294.11,17765294.11,0,0
14003,1,1,NSS,NSS,NSS,NSS
14003,2,1,NSS,NSS,NSS,NSS
14004,1,2,NA,NA,NA,NA
14004,2,2,NA,NA,NA,NA
14005,1,2,NA,NA,NA,NA
14005,2,2,NA,NA,NA,NA
14006,1,1,40221015.01,40221015.01,0,0
14006,2,1,45061693.56,45061693.56,0,0
14007,1,1,6309541.49,6309541.49,0,0
14007,2,1,7039436.81,7039436.81,0,0
14008,1,9,NSS,NSS,NSS,NSS
14008,2,9,NSS,NSS,NSS,NSS
14009,1,1,13161646.96,13161646.96,0,0
14009,2,1,14956334.49,14956334.49,0,0
14010,1,1,4918956,4918956,0,0
14010,2,1,5425962,5425962,0,0
14011,1,1,310761.64,310761.64,0,0
14011,2,1,348178.54,348178.54,0,0
14012,1,1,1884784,1884784,0,0
14012,2,1,2337234.46,2337234.46,0,0
14013,1,2,NA,NA,NA,NA
14013,2,2,NA,NA,NA,NA
14014,1,2,NA,NA,NA,NA
14014,2,2,NA,NA,NA,NA
14015,1,1,33235914.76,33235914.76,0,0
14015,2,1,34723824.12,34723824.12,0,0
14016,1,2,NA,NA,NA,NA
14016,2,2,NA,NA,NA,NA
14017,1,1,8569966,8569966,0,0
14017,2,1,9611585,9611585,0,0
14018,1,1,49041977,49041977,0,0
14018,2,1,51494076,51494076,0,0
14019,1,1,4690879.45,4690879.45,0,0
14019,2,1,5255679.6,5255679.6,0,0
14020,1,1,4650000,4650000,NA,NA
14020,2,1,4650000,4650000,NA,NA
14021,1,1,13877675.27,13877675.27,0,0
14021,2,1,15335521.8,15335521.8,0,0
14022,1,2,NA,NA,NA,NA
14022,2,2,NA,NA,NA,NA
14023,1,1,658650.58,658650.58,0,0
14023,2,1,12227860.42,12227860.42,0,0
14024,1,1,20364821,20364821,0,0
14024,2,1,18908096,18908096,0,0
14025,1,1,13113567.5,13113567.5,0,0
14025,2,1,14434439.42,14434439.42,0,0
14026,1,9,NSS,NSS,NSS,NSS
14026,2,9,NSS,NSS,NSS,NSS
14027,1,9,NSS,NSS,NSS,NSS
14027,2,9,NSS,NSS,NSS,NSS
14028,1,1,1522067,1522067,0,0
14028,2,1,1506655,1506655,0,0
14029,1,2,NA,NA,NA,NA
14029,2,2,NA,NA,NA,NA
14030,1,1,28015783.02,28015783.02,0,0
14030,2,1,25463111.11,25463111.11,0,0
14031,1,1,2178013,2178013,0,0
14031,2,1,2446161,2446161,0,0
14032,1,1,965868.68,965868.68,0,0
14032,2,1,4338465.67,4338465.67,0,0
14033,1,2,NA,NA,NA,NA
14033,2,2,NA,NA,NA,NA
14034,1,1,1300000,1300000,0,0
14034,2,1,1300000,1300000,0,0
14035,1,1,35325771,35325771,0,0
14035,2,1,39515424.54,39515424.54,0,0
14036,1,2,NA,NA,NA,NA
14036,2,2,NA,NA,NA,NA
14037,1,1,17264411,17264411,0,0
14037,2,1,19342519,19342519,0,0
14038,1,2,NA,NA,NA,NA
14038,2,2,NA,NA,NA,NA
14039,1,1,61762813.5,61762813.5,0,0
14039,2,1,182064243,182064243,0,0
14040,1,1,5815809.84,5815809.84,0,0
14040,2,1,3410085.38,3410085.38,0,0
14041,1,2,NA,NA,NA,NA
14041,2,2,NA,NA,NA,NA
14042,1,2,NA,NA,NA,NA
14042,2,2,NA,NA,NA,NA
14043,1,2,NA,NA,NA,NA
14043,2,2,NA,NA,NA,NA
14044,1,2,NA,NA,NA,NA
14044,2,2,NA,NA,NA,NA
14045,1,1,1295768.35,1295768.35,0,0
14045,2,1,1191792.09,1191792.09,0,0
14046,1,1,21764666.64,21764666.64,0,0
14046,2,1,24385217.16,24385217.16,0,0
14047,1,1,16581036.2,16581036.2,0,0
14047,2,1,18576998.59,18576998.59,0,0
14048,1,2,NA,NA,NA,NA
14048,2,2,NA,NA,NA,NA
14049,1,1,6277382.16,6277382.16,0,0
14049,2,1,7033176.48,7033176.48,0,0
14050,1,2,NA,NA,NA,NA
14050,2,2,NA,NA,NA,NA
14051,1,1,23024855,23024855,0,0
14051,2,1,5137623.96,5137623.96,0,0
14052,1,1,3513862.52,3513862.52,0,0
14052,2,1,3513862.52,3513862.52,0,0
14053,1,9,NSS,NSS,NSS,NSS
14053,2,9,NSS,NSS,NSS,NSS
14054,1,1,1599537.05,1599537.05,0,0
14054,2,1,1826034.9,1826034.9,0,0
14055,1,1,14507556,14507556,0,0
14055,2,1,16253923,16253923,0,0
14056,1,1,1326144,1326144,0,0
14056,2,1,1354381,1354381,0,0
14057,1,1,4230091,2730091,1500000,0
14057,2,1,4633804.68,3058804.68,1575000,0
14058,1,2,NA,NA,NA,NA
14058,2,1,3684263,3684263,0,0
14059,1,2,NA,NA,NA,NA
14059,2,2,NA,NA,NA,NA
14060,1,2,NA,NA,NA,NA
14060,2,2,NA,NA,NA,NA
14061,1,2,NA,NA,NA,NA
14061,2,2,NA,NA,NA,NA
14062,1,1,2274428.31,2274428.31,0,0
14062,2,1,2714805.19,2714805.19,0,0
14063,1,1,23195187,23195187,0,0
14063,2,1,15059302,15059302,0,0
14064,1,9,NSS,NSS,NSS,NSS
14064,2,9,NSS,NSS,NSS,NSS
14065,1,1,7784301.51,7784301.51,0,0
14065,2,1,7584423.28,7584423.28,0,0
14066,1,2,NA,NA,NA,NA
14066,2,2,NA,NA,NA,NA
14067,1,1,160272812.76,160272812.76,0,0
14067,2,1,160272812.76,160272812.76,0,0
14068,1,2,NA,NA,NA,NA
14068,2,2,NA,NA,NA,NA
14069,1,1,5151093,5151093,0,0
14069,2,1,5771305,5771305,0,0
14070,1,1,155094560.56,155094560.56,0,0
14070,2,1,173764255.99,173764255.99,0,0
14071,1,2,NA,NA,NA,NA
14071,2,2,NA,NA,NA,NA
14072,1,2,NA,NA,NA,NA
14072,2,2,NA,NA,NA,NA
14073,1,1,48122250.69,48122250.69,0,0
14073,2,1,53901773.96,53901773.96,0,0
14074,1,1,4669580,4669580,0,0
14074,2,1,6826027,6826027,0,0
14075,1,1,2716032,2716032,0,0
14075,2,1,2626524,2626524,0,0
14076,1,1,2061466.85,2061466.85,0,0
14076,2,1,2309618.57,2309618.57,0,0
14077,1,1,11643213,11643213,0,0
14077,2,1,11178802,11178802,0,0
14078,1,2,NA,NA,NA,NA
14078,2,2,NA,NA,NA,NA
14079,1,1,5000000,5000000,0,0
14079,2,1,20000000,20000000,0,0
14080,1,1,1832397.16,1832397.16,0,0
14080,2,1,939794.48,939794.48,0,0
14081,1,1,1490500,1490500,0,0
14081,2,1,1600000,1600000,0,0
14082,1,2,NA,NA,NA,NA
14082,2,2,NA,NA,NA,NA
14083,1,1,58415149.56,58415149.56,0,0
14083,2,1,65438729.9,65438729.9,0,0
14084,1,1,9989035.77,9989035.77,0,0
14084,2,1,11191468.26,11191468.26,0,0
14085,1,1,12702369.05,12702369.05,0,0
14085,2,1,14439982.55,14439982.55,0,0
14086,1,2,NA,NA,NA,NA
14086,2,2,NA,NA,NA,NA
14087,1,2,NA,NA,NA,NA
14087,2,2,NA,NA,NA,NA
14088,1,2,NA,NA,NA,NA
14088,2,2,NA,NA,NA,NA
14089,1,2,NA,NA,NA,NA
14089,2,2,NA,NA,NA,NA
14090,1,1,2262612,2262612,0,0
14090,2,1,2262612,2262612,0,0
14091,1,1,6989474,6989474,0,0
14091,2,1,4046415,4046415,0,0
14092,1,2,NA,NA,NA,NA
14092,2,2,NA,NA,NA,NA
14093,1,1,9945571.31,9945571.31,0,0
14093,2,1,16934558.84,16934558.84,0,0
14094,1,1,29542176.75,29542176.75,0,0
14094,2,1,31148815.86,31148815.86,0,0
14095,1,1,4807942.48,4807942.48,0,0
14095,2,1,5040191.05,5040191.05,0,0
14096,1,1,15158294,15158294,0,0
14096,2,1,16982624,16982624,0,0
14097,1,1,29468147.34,29468147.34,0,0
14097,2,1,40766301.76,40766301.76,0,0
14098,1,1,458842455.52,458842455.5,0,0
14098,2,1,516567582.06,516567582.06,0,0
14099,1,1,6226862.7,6226862.7,0,0
14099,2,1,6976601.2,6976601.2,0,0
14100,1,1,4144685,4144685,0,0
14100,2,1,19587499,19587499,0,0
14101,1,1,37908066,37908066,0,0
14101,2,1,65458069,65458069,0,0
14102,1,9,NSS,NSS,NSS,NSS
14102,2,1,224471,224471,0,0
14103,1,1,419879.66,419879.66,0,0
14103,2,1,470434.8,470434.8,0,0
14104,1,1,2400800,2400800,0,0
14104,2,1,3119232,3119232,0,0
14105,1,1,15700429.08,15700429.08,0,0
14105,2,1,17420936.28,17420936.28,0,0
14106,1,1,2877082.59,2877082.59,0,0
14106,2,1,2798677.07,2798677.07,0,0
14107,1,2,NA,NA,NA,NA
14107,2,2,NA,NA,NA,NA
14108,1,2,NA,NA,NA,NA
14108,2,2,NA,NA,NA,NA
14109,1,2,NA,NA,NA,NA
14109,2,2,NA,NA,NA,NA
14110,1,1,6091967.61,6091967.61,0,0
14110,2,1,6430817.6,6430817.6,0,0
14111,1,2,NA,NA,NA,NA
14111,2,2,NA,NA,NA,NA
14112,1,2,NA,NA,NA,NA
14112,2,2,NA,NA,NA,NA
14113,1,1,9098576,0,0,9098576
14113,2,1,10066862.68,0,0,10066862.68
14114,1,1,979821.86,979821.86,0,0
14114,2,1,987809.9,987809.9,0,0
14115,1,2,NA,NA,NA,NA
14115,2,2,NA,NA,NA,NA
14116,1,1,13379933,13379933,0,0
14116,2,1,14990705,14990705,0,0
14117,1,2,NA,NA,NA,NA
14117,2,2,NA,NA,NA,NA
14118,1,2,NA,NA,NA,NA
14118,2,2,NA,NA,NA,NA
14119,1,1,20295396,20295396,0,0
14119,2,1,22739040.6,22739040.6,0,0
14120,1,1,34518649.31,34518649.31,0,0
14120,2,1,164827690.85,164827690.85,0,0
14121,1,2,NA,NA,NA,NA
14121,2,2,NA,NA,NA,NA
14122,1,1,4972842.86,4972842.86,0,0
14122,2,1,5571454.92,5571454.92,0,0
14123,1,2,NA,NA,NA,NA
14123,2,2,NA,NA,NA,NA
14124,1,1,42018412,42018412,0,0
14124,2,1,47214455,47214455,0,0
