ubicageo_f,aniorefe_b,presup1,presup2,presup3
24020,1,101726848,101726848,6128696.25
24020,2,8061747.02,8061747.02,8061747.02
24021,1,4983452.79,4983452.79,4983452.79
24021,2,6383075.84,6383075.84,6383075.84
24022,1,0,0,0
24022,2,713215,713215,713215
24023,1,5000000,5375364.94,5375364.94
24023,2,6000000,6313930.81,6313930.81
24024,1,47040462.73,47040462.73,47040462.73
24024,2,57860895.81,57860895.81,56439128.23
24025,1,12763571.33,12763571.33,12763571.33
24025,2,13824999,13824999,13139121.63
24026,1,1422500,1422500,1422500
24026,2,1903451,1903451,1903451
24027,1,4246750,3100822.23,3100822.23
24027,2,5000000,3618259.81,3618259.81
24028,1,578496541,578496541,578496541
24028,2,831539293,831539293,831539293
24029,1,12515670,12515670,12515670
24029,2,14010937,14010937,14010937
24030,1,NA,NA,NA
24030,2,NA,NA,NA
24031,1,3573034.33,3573034.33,3573034.33
24031,2,3530183.85,3530183.85,3530183.85
24032,1,8000000,7336160.46,7336160.46
24032,2,5500000,5062759.58,5062759.58
24033,1,3386375,3386375,3386375
24033,2,3384050,3384050,3384050
24034,1,0,0,0
24034,2,0,0,0
24035,1,2100000,2100000,1574742.77
24035,2,49855713.4,49855713.4,27034599.99
24036,1,8219597.51,8219597.51,8167673.07
24036,2,7620003.85,7620003.85,7620003.85
24037,1,33550472.35,33550472.35,33550472.35
24037,2,32983629.27,32983629.27,32976956.63
24038,1,0,0,0
24038,2,0,0,0
24039,1,2799397.71,2833624.17,2833624.17
24039,2,3418362.24,3802261.79,3802261.79
24040,1,0,0,0
24040,2,0,0,0
24041,1,5804778,5804778,5804778
24041,2,5035448,5035448,5035448
24042,1,NA,NA,NA
24042,2,NA,NA,NA
24043,1,1184100,3073657.2,3073657.2
24043,2,2353708.8,3777105.93,3777105.93
24044,1,2369434,2369434,2369434
24044,2,3286891,3286891,3286891
24045,1,2109768,2109768,1811329.78
24045,2,3763061,3763061,2467536.4
24046,1,720000,720000,690000
24046,2,1804292,1804292,1804292
24047,1,3410060,3410060,2727690
24047,2,2248566,2248566,1917925
24048,1,846940,846940,846940
24048,2,921242,921242,921242
24049,1,3200000,3200000,3111127
24049,2,4200000,4200000,4150214
24050,1,9978000,10574692.69,10343577.6
24050,2,17892880.97,17892880.97,17885411.78
24051,1,NSS,NSS,NSS
24051,2,1837782,1837782,1837782
24052,1,647689.36,647689.36,647689.36
24052,2,1162669.94,1162669.94,1162669.94
24053,1,NSS,NSS,NSS
24053,2,16018962.12,16018962.12,16018962.12
24054,1,15912429.98,15912429.98,15912429.98
24054,2,17922773.31,17922773.31,17922773.31
24055,1,5744862.35,7867076.39,7867076.39
24055,2,7000000,8023789.28,8023789.28
24056,1,1733142,1733142,1733142
24056,2,1704988,1704988,1704988
24057,1,NA,NA,NA
24057,2,NA,NA,NA
24058,1,10000000,9755771.7,9755771.7
24058,2,11000000,10572242.27,10572242.27
25001,1,315887473,315887473,336494594
25001,2,361754814,361754814,392866071
25002,1,34000000,34000000,34000000
25002,2,36000000,36000000,36000000
25003,1,19785189,19785189,19080284
25003,2,20548831,20548831,20405157
25004,1,0,18395866.57,18395866.57
25004,2,0,19399664.56,19399664.56
25005,1,NSS,NSS,NSS
25005,2,NSS,NSS,NSS
25006,1,900000000,857435815.64,857435815.64
25006,2,950000000,904040189.1,904040189.1
25007,1,27875230,27875230,278690535
25007,2,332876128,332876128,347857203
25008,1,37253000,37253000,38000000
25008,2,38099000,38099000,38099000
25009,1,36817881,36817881,36817881
25009,2,419968393,419968393,41968393
25010,1,72653803,72653803,72653803
25010,2,77987882.99,77987882.99,77987882.99
25011,1,205799610,205799609,196515484.34
25011,2,215735012,205799609,187022394.99
25012,1,324270520.28,324270520.28,359877717.62
25012,2,359455786.05,359455786.05,411563984.51
25013,1,31600214,27521119.32,27314189.72
25013,2,30088230,30144984,30144828.61
25014,1,24847981,24847981,24847971
25014,2,29183262,29183262,29183262
25015,1,53965265.16,53965265.16,54956195.33
25015,2,57922978.12,57922978.12,58595447.77
25016,1,13785993,13785993,13955828
25016,2,14800000,14800000,14909128
25017,1,64282695,64282695,64282695
25017,2,68023568,68023568,68023568
25018,1,NSS,NSS,NSS
25018,2,NSS,NSS,NSS
26001,1,0,1866162.02,1866162.02
26001,2,0,1906527.39,1906527.39
26002,1,41577681,41577681,41577681
26002,2,43092083,43092083,43092083
26003,1,21310718,21310718,21310718
26003,2,25835704,25835704,25835704
26004,1,NSS,NSS,NSS
26004,2,NSS,NSS,NSS
26005,1,937100,937100,937100
26005,2,1112961.33,1112961.33,1112961.33
26006,1,NSS,NSS,NSS
26006,2,NSS,NSS,NSS
26007,1,794190,794190,794190
26007,2,467657,467657,467657
26008,1,1246368,1246368,1246368
26008,2,1132900,1132900,1132900
26009,1,1309759,1309759,1309759
26009,2,1246368,1246368,1246368
26010,1,870948,870948,870948
26010,2,876406,876406,876406
26011,1,NSS,NSS,NSS
26011,2,NSS,NSS,NSS
26012,1,NSS,NSS,NSS
26012,2,NSS,NSS,NSS
26013,1,1774206,1774206,1774206
26013,2,1942141,1942141,1942141
26014,1,2910120,2910120,2910120
26014,2,2764799,2764799,2764799
26015,1,1061575,1061575,836875
26015,2,873299,873299,915437
26016,1,4117148,4117148,4117148
26016,2,4938113.2,4938113.2,4938113.2
26017,1,66991463,66991463,65840090
26017,2,74449230,74449230,74283442
26018,1,238968788.76,238968788.76,238968788.76
26018,2,253547492.95,253547492.95,253547492.95
26019,1,37198729.94,37198729.94,33431825.49
26019,2,40790816.65,40790816.65,30595670.57
26020,1,25357238.01,27950810.11,26721918.42
26020,2,27637951.61,32302054.94,28024577.74
26021,1,2536000,2536000,2536000
26021,2,1928200,1928200,1928200
26022,1,1203619.79,1203619.79,1203619.79
26022,2,1433209.99,1433209.99,1433209.99
26023,1,5225274.31,5225274.31,5225274.31
26023,2,5225274.31,5225274.31,5225274.31
26024,1,NSS,NSS,NSS
26024,2,NSS,NSS,NSS
26025,1,41510452.21,41510452.21,45671610
26025,2,39559986.13,39559986.13,54617530.83
26026,1,23128360.24,23128360.24,21258606.95
26026,2,25951495.16,25951496.16,24715411.63
26027,1,6470366.12,6470366.12,7030402.52
26027,2,7295868,7295868,6841816.26
26028,1,NSS,NSS,NSS
26028,2,NSS,NSS,NSS
26029,1,119135940,119135940,99018843
26029,2,117981689,127476084,127476084
26030,1,619681620,610961639,578113796
26030,2,808571315,815020926,737589102
26031,1,896911,855933,855933
26031,2,885992,910609,910609
26032,1,786787,897905,897905
26032,2,908453,908453,908453
26033,1,63225512,63225512,63225512
26033,2,71227194.77,71227194.77,71227194.77
26034,1,NSS,NSS,NSS
26034,2,NSS,NSS,NSS
26035,1,9334869,8398076,7308724
26035,2,9678627,8094662,6902824
26036,1,19320724,17249354,17309885.64
26036,2,19694876,19694877,19694878
26037,1,NSS,NSS,NSS
26037,2,NSS,NSS,NSS
26038,1,NSS,NSS,NSS
26038,2,NSS,NSS,NSS
26039,1,4244843.4,4244843.4,4244843.4
26039,2,4421783,4421783,4421783
26040,1,NSS,NSS,NSS
26040,2,NSS,NSS,NSS
26041,1,10511247,10511247,10511247
26041,2,10511247,10511247,10511247
26042,1,114060556,116040632.04,116075258
26042,2,114516952,122615300.86,122764933.1
26043,1,195898944,195898944,192317817.55
26043,2,191599696.84,191599693.84,173394888.94
26044,1,614133,614133,400208
26044,2,602400,602400,770901
26045,1,1635070,1635070,1635070
26045,2,1821285,1821285,1821285
26046,1,590415.59,590415.59,590415.59
26046,2,640462.86,640462.86,640462.86
26047,1,9500822,9500822,9500822
26047,2,6759185.72,6759185.72,6759185.72
26048,1,71125583,71125583,55980610
26048,2,75513465,75513465,62251308
26049,1,2181222,2181222,2181222
26049,2,2304805,2304805,2304805
26050,1,1052104,1317430.09,1298229.44
26050,2,2145074.08,2238494.08,1659877.04
26051,1,2532144,2532144,2629356
26051,2,2776943,2776943,2116709
26052,1,3328046,3328046,3328046
26052,2,3755811,3057442,3057442
26053,1,NSS,NSS,NSS
26053,2,NSS,NSS,NSS
26054,1,538747,538747,538747
26054,2,565127,565127,565127
26055,1,139178285.52,139178285.52,137591413.81
26055,2,140068603.17,140068603.17,147730898.6
26056,1,5271217,5271217,5271217
26056,2,1185100,1185100,1185100
26057,1,NSS,NSS,NSS
26057,2,1438546,1438546,1438546
26058,1,11437689.96,11437689.96,11198436.96
26058,2,12086851.1,12085730.66,12085730.66
26059,1,1396678,1396678,1396678
26059,2,1370809,1370809,1370809
26060,1,3550199,3550199,3550199
26060,2,3616003,3616003,3616003
26061,1,1517740,1640068,1473735.23
26061,2,1623114,1642709,1653713.23
26062,1,1052104,1052104,1052104
26062,2,15868946,1568946,1568946
26063,1,NSS,NSS,NSS
26063,2,NSS,NSS,NSS
26064,1,633973,633973,633973
26064,2,683293,683293,683293
26065,1,940838.4,940838.4,940838.4
26065,2,1139463,1139463,1139463
26066,1,1274763,1274763,1274763
26066,2,7131183,7131183,6375892
26067,1,NSS,NSS,NSS
26067,2,NSS,NSS,NSS
26068,1,NSS,NSS,NSS
26068,2,968797,968797,968797
26069,1,4380360,4380360,4380360
26069,2,4800155,4800155,4800155
26070,1,12335987,12335987,12335987
26070,2,12477302,12477302,12477302
26071,1,NSS,NSS,NSS
26071,2,NSS,NSS,NSS
26072,1,NSS,NSS,NSS
26072,2,10480567.4,10653475.4,10484817.73
27001,1,46135678,47850158.38,47831515.99
27001,2,49286666,51634454.3,51329374.3
27002,1,168271202.86,168271202.86,168271202.86
27002,2,157167385.37,157167385.37,157167385.37
27003,1,79868702,72722640.46,72722640.46
27003,2,73561570,75389724.84,75389724.84
27004,1,NA,NA,NA
27004,2,NA,NA,NA
27005,1,141784516,141784516,123664922
27005,2,131330092.75,131330092.75,127520629.93
27006,1,90589431,90589431,83930112
27006,2,100390158,100390158,94435764
27007,1,26234031.5,26234031.5,26234031.5
27007,2,27388347.99,27388347.99,27388347.99
27008,1,129681935,130932377.07,125972108.54
27008,2,142443316,143078814.09,143048028.73
27009,1,43439496.54,43439496.54,43966606.17
27009,2,43966606.17,43966606.17,39510624.42
27010,1,61345464,63297580.63,63297580.63
27010,2,61089290,63040733.17,63040733.17
27011,1,279172019.42,279172019.42,279172019.42
27011,2,370619403.2,370619403.2,370619403.2
27012,1,117064272.91,117064272.91,117064272.91
27012,2,114143858,114143858,114143858
27013,1,104000000,92492048,91979460.37
27013,2,103000000,102699904,90408701.1
27014,1,82763666.98,82763666.98,82763666.98
27014,2,80481949.05,80481949.05,80481949.05
27015,1,34580708.01,33826339.28,33826339.28
27015,2,35742279,35707122.41,35707122.41
27016,1,58000000,56932917.63,56225806.91
27016,2,59000000,53929894.16,58213624.29
27017,1,34577024,34577024,30789920.02
27017,2,32174013.63,32174013.63,35342946.91
28001,1,NA,NA,NA
28001,2,NA,NA,NA
28002,1,NA,NA,NA
28002,2,NA,NA,NA
28003,1,NA,NA,NA
28003,2,NA,NA,NA
28004,1,NA,NA,NA
28004,2,NA,NA,NA
28005,1,NA,NA,NA
28005,2,NA,NA,NA
28006,1,NA,NA,NA
28006,2,NA,NA,NA
28007,1,NA,NA,NA
28007,2,NA,NA,NA
28008,1,NA,NA,NA
28008,2,NA,NA,NA
28009,1,NA,NA,NA
28009,2,NA,NA,NA
28010,1,NA,NA,NA
28010,2,NA,NA,NA
28011,1,NA,NA,NA
28011,2,NA,NA,NA
28012,1,NA,NA,NA
28012,2,NA,NA,NA
28013,1,NA,NA,NA
28013,2,NA,NA,NA
28014,1,NA,NA,NA
28014,2,NA,NA,NA
28015,1,NA,NA,NA
28015,2,NA,NA,NA
28016,1,NA,NA,NA
28016,2,NA,NA,NA
28017,1,NA,NA,NA
28017,2,NA,NA,NA
28018,1,NA,NA,NA
28018,2,NA,NA,NA
28019,1,NA,NA,NA
28019,2,NA,NA,NA
28020,1,NA,NA,NA
28020,2,NA,NA,NA
28021,1,NA,NA,NA
28021,2,NA,NA,NA
28022,1,NA,NA,NA
28022,2,NA,NA,NA
28023,1,NA,NA,NA
28023,2,NA,NA,NA
28024,1,NA,NA,NA
28024,2,NA,NA,NA
28025,1,NA,NA,NA
28025,2,NA,NA,NA
28026,1,NA,NA,NA
28026,2,NA,NA,NA
28027,1,NA,NA,NA
28027,2,NA,NA,NA
28028,1,NA,NA,NA
28028,2,NA,NA,NA
28029,1,NA,NA,NA
28029,2,NA,NA,NA
28030,1,NA,NA,NA
28030,2,NA,NA,NA
28031,1,NA,NA,NA
28031,2,NA,NA,NA
28032,1,NA,NA,NA
28032,2,NA,NA,NA
28033,1,NA,NA,NA
28033,2,NA,NA,NA
28034,1,NA,NA,NA
28034,2,NA,NA,NA
28035,1,NA,NA,NA
28035,2,NA,NA,NA
28036,1,NA,NA,NA
28036,2,NA,NA,NA
28037,1,NA,NA,NA
28037,2,NA,NA,NA
28038,1,NA,NA,NA
28038,2,NA,NA,NA
28039,1,NA,NA,NA
28039,2,NA,NA,NA
28040,1,NA,NA,NA
28040,2,NA,NA,NA
28041,1,NA,NA,NA
28041,2,NA,NA,NA
28042,1,NA,NA,NA
28042,2,NA,NA,NA
28043,1,NA,NA,NA
28043,2,NA,NA,NA
29001,1,7699905.12,7699905.12,7699905.12
29001,2,8521907,8521907,8521907
29002,1,9096634.86,9096634.86,9096634.86
29002,2,10696840.79,10696840.79,10696840.79
29003,1,4253620.52,4253620.52,4590347.12
29003,2,4557057.46,4557057.46,4692310.78
29004,1,9237573.17,9237573.17,8072174.83
29004,2,10079180.36,10079180.36,10071452.11
29005,1,64419872,56436078.43,56436078.43
29005,2,54509764.15,64871424.95,64871424.95
29006,1,20136755.23,19947866.34,19947866.34
29006,2,31941564.2,30952675.31,30952675.31
29007,1,11703477.64,11703477.64,7780949.98
29007,2,5229109.87,5229109.87,6469052.34
29008,1,10954049.5,10954049.5,10954049.5
29008,2,12006252,12006252,12006252
29009,1,15949058.72,15949058.72,15949058.72
29009,2,14275274.16,14275274.16,14275274.16
29010,1,31264464.22,31264464.22,31264464.22
29010,2,43795106.31,43795106.31,43795106.31
29011,1,2655561.07,2153703.86,2153703.86
29011,2,3448914,2104584.25,2104584.25
29012,1,5886454.38,6358444.7,6358444.7
29012,2,5945318.82,7036971.42,7036971.42
29013,1,41191922.83,41191922.83,41191922.83
29013,2,45246139.04,45246139.04,45246139.04
29014,1,6181125.36,5959038.38,5959038.38
29014,2,1102348.65,9258512.05,9258512.05
29015,1,23488234,23488234,23578197
29015,2,15563623,15950813,15563619.91
29016,1,5473560.52,5473560.52,5710091.37
29016,2,7998868.33,7998868.33,7807797.95
29017,1,7773813.05,7773813.05,8808119.87
29017,2,8662489,8662489,8608195.96
29018,1,12588834.63,12588834.63,11951051.89
29018,2,13858778.23,13858778.23,13858778.23
29019,1,7773321.82,7773321.82,7773321.82
29019,2,8161785.12,8161785.12,8161785.12
29020,1,8021560.36,6731830.48,6731830.48
29020,2,7820960.01,6566345.43,6566345.43
29021,1,12034119.69,12034119.69,12034119.69
29021,2,13653100.65,13653100.65,13653100.65
29022,1,4343288.8,4343288.8,4703352.76
29022,2,4806884.99,4806884.99,4850305.41
29023,1,12553831.36,12553831.36,12553831.36
29023,2,19542857,19542857,13575769.41
29024,1,13590146.81,13590146.81,12183748.54
29024,2,14230893.66,14230893.66,14216429.78
29025,1,55835644.94,55835644.94,28998160.39
29025,2,61840147.96,61840147.96,40630669.21
29026,1,9678574.83,9678574.83,8122714.53
29026,2,10416502.5,10416502.5,9142588.65
29027,1,9284218.3,9284218.3,9284218.3
29027,2,9695888.95,9695888.95,9695888.95
29028,1,7955964.29,7995964.29,7955963.84
29028,2,9865191.18,9865191.18,9865190.35
29029,1,8999766,8999766,8999766
29029,2,8921980,8921980,8921980
29030,1,10444584,10444584,10431394.99
29030,2,12016584,12016584,11438768.57
29031,1,14523351.06,14526351.06,14526351.06
29031,2,9447046.64,9447046.64,9447046.64
29032,1,3656895,4609890.5,4609890.5
29032,2,5512879,5166457.17,5166457.17
29033,1,41788526.52,27622685.59,27498962.73
29033,2,64274312.64,41168578.42,40240029.18
29034,1,14946590.71,14946590.71,16699515.21
29034,2,17439951.74,17439951.74,18864469.33
29035,1,4126586,4333364,4333364
29035,2,4658325,4696610,4696609
29036,1,14676117.6,15295778.84,12866680.72
29036,2,11783444.05,11405254.58,11405254.58
29037,1,2420054.92,2432475.97,2432475.97
29037,2,1742250.48,2625081.77,2625081.77
29038,1,11894861.78,12408131.8,12408131.8
29038,2,13511448.73,13511448.73,13511448.73
29039,1,7117970.32,7005131.36,7005131.36
29039,2,7655392.84,7232765.02,7232765.02
29040,1,8141620.53,8141620.53,5996995.89
29040,2,4885837.9,4885837.9,5025521.3
29041,1,22945191.73,22945191.73,11374205.53
29041,2,22230642.96,22230642.96,14819463.29
29042,1,9595610.8,9595610.8,4962588.25
29042,2,9102564.7,9102564.7,9102564.7
29043,1,27513193.44,27513193.44,27513193.44
29043,2,31569096,31569096,31569096
29044,1,31402541.24,31402541.24,31402541.24
29044,2,32550948.73,32550948.73,32550948.73
29045,1,2171593.28,2072484.96,2072484.96
29045,2,3016142.11,2905031.66,2905031.66
29046,1,3343175.5,3347297.33,3347297.33
29046,2,3343175.5,3700086.33,3700086.33
29047,1,2231419.51,2231419.51,2231419.51
29047,2,2690783.65,2690783.65,2690783.65
29048,1,13586957.64,15298127.81,17559373
29048,2,12854108.03,15280647.1,15273071.35
29049,1,6467920.35,4467920.35,3467476.26
29049,2,4484643,4484643,4038567.35
29050,1,6043000.52,5164904.08,5164904.08
29050,2,7090208.49,7090208.49,7205544.78
29051,1,2867471.32,2867471.32,2867471.32
29051,2,3058129.74,3058129.74,3058129.74
29052,1,1842661.13,2389244.81,2389244.81
29052,2,4638346.31,4638346.31,4638346.31
29053,1,5195654,5195654,5101241
29053,2,5745922,5750537,5844950
29054,1,3675854.04,2617359.37,2617359.37
29054,2,4300831.9,4268774.19,4268774.19
29055,1,2744882.09,2744882.09,2199664.79
29055,2,2092800.12,2092800.12,2574009.54
29056,1,6262893.67,6262893.67,6262893.67
29056,2,5622275.16,5622275.16,5622275.16
29057,1,3130470,3130470,3130038.4
29057,2,3464822,3464822,3464822
29058,1,5584875.9,5323819.39,5164530.87
29058,2,4031521.86,4473232.22,4466524.85
29059,1,4428875.49,4428875.49,4428875.49
29059,2,4447432.07,4447432.07,4447432.07
29060,1,NSS,NSS,NSS
29060,2,NSS,NSS,NSS
30001,1,1077535.38,1077535.38,1077535.38
30001,2,2797909.3,2797909.3,2797909.3
30002,1,NSS,NSS,NSS
30002,2,1080552.1,2569725.61,2569725.61
30003,1,NSS,NSS,NSS
30003,2,5000000,4500308.34,4500308.34
30004,1,7749609.29,7749609.29,7749609.29
30004,2,7815079.63,7815079.63,7815079.63
30005,1,NSS,NSS,NSS
30005,2,1300000,1300000,1300000
30006,1,NA,NA,NA
30006,2,NA,NA,NA
30007,1,0,965456.77,965456.77
30007,2,0,2021248.57,2021248.57
30008,1,NSS,NSS,NSS
30008,2,1607011.44,391025.68,391025.68
30009,1,NSS,19767489,19767489
30009,2,NSS,19649262,19649262
30010,1,8798600.5,8798600.5,8798600.5
30010,2,12752118.85,12752118.85,12752118.85
30011,1,0,0,0
30011,2,500000,420000,420000
30012,1,NSS,NSS,NSS
30012,2,900000,900000,900000
30013,1,89425381.11,89425381.11,11492473.44
30013,2,93233113.52,93233113.52,10680824.17
30014,1,1509999.4,1509999.4,1509999.4
30014,2,942319.64,942319.64,942319.64
30015,1,11255350,10960899.03,8430009.38
30015,2,8410750,7892491.62,9884329.46
30016,1,0,0,0
30016,2,0,0,0
30017,1,3615425,3232531,3232531
30017,2,3845587,3516539,3516539
30018,1,1230275,1230275,1230275
30018,2,1490489,1490489,1490489
30019,1,1085934,1210899,1210899
30019,2,1598354,2514634.9,2514634.9
30020,1,7947125,7954344.83,7951008.68
30020,2,8444516,8645946.78,8639354.26
30021,1,6193720.53,6182368.18,6182368.18
30021,2,5500000,5806147.52,5806147.52
30022,1,NSS,NSS,2023782.55
30022,2,1190590.45,1190590.45,1190590.45
30023,1,23854213.12,21011941.48,21011941.48
30023,2,13957235.78,12422218.37,12422218.37
30024,1,6219635.3,6219635.3,6219635.3
30024,2,5132399.95,5132399.95,5132399.95
30025,1,3955612,3955612,3955612
30025,2,4260446.26,4260446.26,4260446.26
30026,1,NSS,NSS,NSS
30026,2,3329922.06,3329922.06,3329922.06
30027,1,NSS,NSS,4415311.07
30027,2,3231284.02,3231284.02,3231284.02
30028,1,NSS,NSS,99227514
30028,2,3141116,5716243,5714334
30029,1,80776.91,82016.85,82016.85
30029,2,1687583.59,6128152.76,4902847.71
30030,1,220911,220911,2020193.13
30030,2,6428533.91,6428533.91,9746290.92
30031,1,4806391.19,4806391.19,4806391.19
30031,2,116684.6,116684.6,116684.6
30032,1,NSS,NSS,NSS
30032,2,9341054.97,9341054.97,9341054.97
30033,1,4447859.88,4447859.88,4447859.88
30033,2,5650000,5650000,5650000
30034,1,7779842.88,8718156.68,8718156.68
30034,2,7490515.27,7490515.27,5142540.12
30035,1,3764755.24,3764755.24,3764755.24
30035,2,3632548.33,3632548.33,3632548.33
30036,1,3794599.91,3794599.91,3794599.91
30036,2,3424630.1,3424630.1,3424630.1
30037,1,1387714.27,1387714.27,1387714.27
30037,2,331216.45,331216.45,331216.45
30038,1,64853893.87,62966582,64821161.53
30038,2,70394911.67,65472673,68712177.58
30039,1,165231351,165231351,165231351
30039,2,155286255,155286255,155286255
30040,1,1606986.6,1606986.6,1606986.6
30040,2,1436876.29,1436876.29,1436876.29
30041,1,NSS,NSS,NSS
30041,2,502523.79,502523.79,502523.79
30042,1,3060729,3062529,3062529
30042,2,2995429,3616868.65,3616868.65
30043,1,4591679.38,4591679.38,4591679.38
30043,2,194312.25,194312.25,194312.25
30044,1,NSS,57112426.29,43349055.7
30044,2,NSS,94971776.22,69518875.48
30045,1,NSS,NSS,NSS
30045,2,NA,NA,NA
30046,1,3732389.41,3732389.41,1761417.47
30046,2,4492549,4492549,4492549
30047,1,147196.51,147196.51,147196.51
30047,2,246582.13,246582.13,246582.13
30048,1,NSS,NSS,NSS
30048,2,NSS,NSS,NSS
30049,1,2711411.01,NSS,NSS
30049,2,4038929.16,2734475,7411872.99
30050,1,3719218,3719218,3719218
30050,2,NSS,NSS,NSS
30051,1,NSS,NSS,NSS
30051,2,9981372,9981372,9981372
30052,1,2489687.36,2591501.91,2591501.91
30052,2,2151915.68,3677377.67,3677377.67
30053,1,3340870.8,3340870.8,3340870.8
30053,2,3162123.91,3162123.91,3162123.91
30054,1,NSS,NSS,NSS
30054,2,1909820.88,2150390.6,2150390.6
30055,1,NSS,NSS,NSS
30055,2,4000000,3600200,3600200
30056,1,2738299.25,2738299.25,2738299.25
30056,2,1328629.84,1328629.84,1328629.84
30057,1,4702524,3731322,3731322
30057,2,5570300,5098340.59,5098340.59
30058,1,NSS,NSS,NSS
30058,2,15530947.15,15530947.15,15530947.15
30059,1,NSS,NSS,NSS
30059,2,4430500,4430500,4430500
30060,1,4882993,5002993,5002993
30060,2,5335876,5320839.49,5320839.49
30061,1,1188919.75,29369271.29,29369271.29
30061,2,669770.67,24224420.69,24224420.69
30062,1,NSS,NSS,NSS
30062,2,4386883,4386883,4386883
30063,1,4311469.88,4311469.88,4311469.88
30063,2,NSS,NSS,NSS
30064,1,NSS,NSS,NSS
30064,2,1833993,1833993,1833993
30065,1,10295536,10295536,12927613.47
30065,2,12192041.11,14768016,14768016
30066,1,4272000,4272000,4272000
30066,2,7359277.33,7359277.33,7359277.33
30067,1,232850.42,232850.42,232850.42
30067,2,89117.64,89117.64,89117.64
30068,1,45560022,45560022,45560022
30068,2,5676503.86,5676503.86,5676503.86
30069,1,5167565.32,5167565.32,5051323
30069,2,4177241.66,4896058.26,4298244.85
30070,1,NSS,NSS,NSS
30070,2,4105229.49,4105229.49,4105229.49
30071,1,NSS,NSS,NSS
30071,2,6002540.71,5679311.97,5679311.97
30072,1,108310.21,108310.21,108310.21
30072,2,0,0,0
30073,1,15900000,15378121.66,15378121.66
30073,2,14000000,13082339.43,13082339.43
30074,1,NA,NA,NA
30074,2,NA,NA,NA
30075,1,NA,NA,NA
30075,2,NA,NA,NA
30076,1,NSS,NSS,NSS
30076,2,NSS,NSS,NSS
30077,1,14819737.97,14819737.97,15590329.5
30077,2,15233697.01,15233697.01,12122376.54
30078,1,NSS,NSS,NSS
30078,2,3092798.04,3092798.04,3092798.04
30079,1,2453433.2,2453433.2,2453433.2
30079,2,2826684.91,2826684.91,2826684.91
30080,1,4379756.94,4379756.94,4379756.94
30080,2,4491770.11,4491770.11,4491770.11
30081,1,4922115.96,4922115.96,4922115.96
30081,2,9682210.95,9682210.95,9682210.95
30082,1,NA,NA,NA
30082,2,NA,NA,NA
30083,1,22860515.52,24929545.12,27606111.41
30083,2,12686038.32,19474148.48,27789231.64
30084,1,2956622,2956622,2956622
30084,2,1927129,1927129,1927129
30085,1,34113604.57,34113604.57,34113604.57
30085,2,29099867.6,29099867.6,29099867.6
30086,1,12091616,12316114.7,12316114.7
30086,2,13802072.16,13110173.35,13110173.35
30087,1,121544539.91,121544539.91,120135957.17
30087,2,14623220.35,11430043.27,115838611.6
30088,1,1577296.3,1975570,1120719.87
30088,2,NSS,1734981.4,998344.91
30089,1,9258164.68,9258164.68,9258164.68
30089,2,9073265.19,9073265.19,9073265.19
30090,1,0,0,0
30090,2,1637000,1637000,1636025
30091,1,337139.12,337139.12,337139.12
30091,2,13704011.71,13704011.71,13704011.71
30092,1,NA,NA,NA
30092,2,NA,NA,NA
30093,1,NA,NA,NA
30093,2,NA,NA,NA
30094,1,7689328,7689328,7689328
30094,2,6627571,6627571,6627571
30095,1,4816002.7,4799273,2451320
30095,2,5921417,4816622,4999775
30096,1,1048452,1059205.16,1059205.16
30096,2,141138,1152341.64,1152341.64
30097,1,NSS,NSS,NSS
30097,2,500000,380000,380000
30098,1,1475884.73,1475884.73,1475884.73
30098,2,1711282.73,1711282.73,1711282.73
30099,1,NA,NA,NA
30099,2,NA,NA,NA
30100,1,16082791,18418704,16418704
30100,2,16356275,17861240,17861240
30101,1,5180629.09,1324413.1,1324413.1
30101,2,7022249.66,4325356.58,4325356.58
30102,1,38949212,33856390,32039723
30102,2,35942329,34273922,25807272
30103,1,3948352,3948352,3948352
30103,2,6551006.5,6551006.5,6551006.5
30104,1,NSS,NSS,NSS
30104,2,5874621,5400000,5400000
30105,1,NA,NA,NA
30105,2,NA,NA,NA
30106,1,NSS,NSS,NSS
30106,2,1678152,1678152,1678152
30107,1,2024772,2014068.99,2012201.99
30107,2,2017631,2191023,2191023
30108,1,2392504.01,2392504.01,2392504.01
30108,2,2557599.14,2557599.14,2557599.14
30109,1,18800441.83,18800441.83,18800441.83
30109,2,19280707.59,19280707.59,19280707.59
30110,1,4981021.2,4981021.2,4981021.2
30110,2,5205677.8,5205677.8,5205677.8
30111,1,11322184.52,11322184.52,11322184.52
30111,2,12379993.32,12379993.32,12379993.32
30112,1,NSS,NSS,NSS
30112,2,NSS,NSS,NSS
30113,1,2890000,2554501,2554501
30113,2,2330490,2330490,2330490
30114,1,0,0,0
30114,2,5343134.89,5343134.89,5343134.89
30115,1,NSS,NSS,NSS
30115,2,NSS,15813855,15813855
30116,1,5114992.29,5114992.29,5114992.29
30116,2,4590721.4,4590721.4,4590721.4
30117,1,0,0,0
30117,2,0,0,0
30118,1,345492282,345492282,345492282
30118,2,368087647,368087647,368087647
30119,1,NA,NA,NA
30119,2,NA,NA,NA
30120,1,NSS,NSS,NSS
30120,2,2717283.29,3267560.75,3267560.75
30121,1,NSS,NSS,NSS
30121,2,5737851,5359791,5359791
30122,1,NSS,NSS,NSS
30122,2,4150789,4150789,4150789
30123,1,80955257,80955257,80955257
