ubicageo_f,capobg1,capobg2,capobg3,capobg4,capobg5,capobg6,capobg7,capobg8,capobg9,capobgne
12033,7719338.45,1771053.73,2903543.07,0,648480,0,0,0,0,
12034,NSS,NSS,NSS,NSS,NSS,0,0,0,0,14120328.78
12035,39562382.54,6921087.16,1553419.44,8755.27,4987338.5,0,0,0,0,
12036,35376400.73,1346327.33,12152348.21,0,1368800,0,0,0,30000000,
12037,0,0,3343514.15,0,0,0,0,0,0,
12038,58839120.52,13542674.78,4519875.31,0,3186886.5,0,0,0,0,
12039,2000000,0,2000000,0,10251000,5000000,0,0,0,
12040,8178370.53,6974078.36,2442670.68,1980862.57,0,0,0,0,0,
12041,12631791.84,7431410.09,1317477.07,0,500000,0,0,0,0,
12042,6250055.27,5049376.4,2141891.93,240600,211000,0,0,0,0,
12043,5474813.93,3810678.95,1083681.12,1503971.17,0,0,0,0,0,
12044,5003736.83,3908482.77,2823876.62,305400,75673.01,0,0,0,0,
12045,7885058.98,3009401.1,6247929.02,534500,37303,3501028.85,0,0,0,
12046,0,0,7888174.2,0,0,0,0,0,0,
12047,0,0,0,0,0,0,0,0,0,
12048,12955754.18,4063902.07,3960950.54,0,431618.85,0,0,0,0,
12049,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,9513813.64
12050,1015000,10000000,3579.85,0,9135000,0,0,0,0,
12051,9186185.56,6087160.37,3619051.6,804000,2806250,3131700.47,0,0,0,
12052,14990004.83,2627934.11,5056077.59,31180.01,0,0,0,0,0,
12053,10679084.41,10679084.41,10679084.43,0,0,0,0,0,0,
12054,4457896,3698741,1235789,1513439.94,1999999,0,0,0,0,
12055,0,11900000,66000000,0,0,0,0,0,0,
12056,19271754.7,5031951.1,5335428.55,0,68900,4705182.94,0,0,0,
12057,19336709.54,4893859.92,2938820.63,0,57882.84,0,0,0,0,
12058,0,0,12025333.15,0,0,0,0,0,0,
12059,7519437.97,6103051.21,9120512.63,117000,267277.6,0,0,0,0,
12060,1892678.99,3734156.27,2002266.12,923356.67,855900,698600.2,0,0,0,
12061,17293075.76,9656350.27,4466284.9,0,453403.54,340396.81,0,0,0,
12062,0,0,13875439.59,0,0,0,0,0,0,
12063,3603428.95,1686830.8,2093726.22,142543.54,0,0,0,0,0,
12064,1334269.9,211271.6,3109383.5,0,0,0,0,0,0,
12065,2046487.82,1182110.18,910210.72,0,0,0,0,0,0,
12066,240985.94,720000,100000,0,0,0,0,0,0,
12067,4256873.75,6021624.92,6008215.5,0,412872.92,0,0,0,0,
12068,8797369.97,224857.39,6304867.01,0,406900,150794.13,0,0,0,
12069,2045940.99,4055707.29,2774604.11,84900,0,0,0,0,0,
12070,3420427.69,757886.43,1685093.16,0,0,0,0,0,0,
12071,0,0,6892303.55,0,0,0,0,0,0,
12072,3823459.45,1345789.6,186067.8,1797890.25,679338.03,578232.6,0,0,0,
12073,3596467,2314123,1862743,0,0,232151.7,0,0,0,
12074,888680.21,940066.61,3652990.99,0,14160,0,0,0,0,
12075,21817270.78,8092050.26,9446210.87,0,350421.3,0,0,0,0,
12076,4169353.5,4169353.5,4169353.48,0,4169353.5,4169353.5,0,0,0,
12077,8471778.63,2020873.92,278885.99,384000,0,0,0,0,0,
12078,9169478.17,1064069.55,4984837.42,0,535711,0,0,0,0,
12079,3329100,3253480.1,3104896.25,0,0,0,0,0,0,
12080,4033233,821716,426262,192000,48500,118231,0,0,0,
12081,3365604.96,1388441.77,1368105.45,0,587592,0,0,0,0,
12082,NA,NA,NA,NA,NA,NA,NA,NA,NA,
12083,NA,NA,NA,NA,NA,NA,NA,NA,NA,
12084,NA,NA,NA,NA,NA,NA,NA,NA,NA,
12085,NA,NA,NA,NA,NA,NA,NA,NA,NA,
13001,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,
13002,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,
13003,10859928.11,4363414.8,664097.92,0,1505256,0,0,0,0,
13004,3917953,3062100.23,534903.12,57840,68388.65,0,0,0,0,
13005,3986326,1570470.93,7707525.99,0,85045.4,369772.1,0,0,0,
13006,3926212,1529899,7133682,13859,1594000,0,0,0,0,
13007,5656070.59,2391605.13,422166.44,21857.58,898730.94,0,0,0,0,
13008,13739063.7,4148858.76,14597802.94,0,1752238.38,0,0,0,0,
13009,3754086,2100434,8115888,136640,733312,0,0,0,0,
13010,11928507,5354846,630227,0,1175347.23,0,0,0,0,
13011,3251939.43,2376300.85,4297253.87,649732,2298872.05,700000,0,0,0,
13012,6120011.13,3953358.22,11696281.9,0,0,0,0,0,0,
13013,9075799.86,22252095.6,0,0,651258,0,0,14757954.53,0,
13014,3406203.56,2300832,2650026.01,2400000,0,0,0,0,0,
13015,2429707.76,0,0,0,0,0,0,0,0,
13016,8828168,2282001.77,298221.92,56169,350120.5,0,0,0,0,
13017,3162721.65,719266.3,117280.3,0,65354.25,0,0,0,0,
13018,7488795,6297033,3183634,0,0,0,0,0,0,
13019,NSS,NSS,NSS,NSS,NSS,NSS,0,0,0,13559022.07
13020,1673834,111497,172787,0,0,0,0,0,0,
13021,4783335.5,3298902.13,2219585.15,0,57162,0,0,0,0,
13022,3672945.58,598562.35,326155.74,0,91000,0,0,0,0,
13023,4179875.36,1883748.47,308994.69,0,0,0,0,0,0,
13024,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,3395156
13025,6459802,4576113,3624281,656997,0,0,0,0,0,
13026,5730551.52,1910183.82,955091.92,0,955091.91,0,0,0,0,
13027,4299707.14,2520712.5,864616.57,9038858.02,369161.45,0,0,0,0,
13028,4094626.55,1507213.07,792902.95,0,264624.45,0,0,0,0,
13029,10460250.4,5690631.4,15190037.6,2115800,2024429,0,0,0,0,
13030,16304405.5,6925028.81,1199652.16,1141960.84,0,0,0,0,0,
13031,4366908,3008957,1730134,0,0,0,0,0,0,
13032,2881287,2305978.35,2385091.23,235075,0,0,0,65380.77,0,
13033,2529987.99,20953.15,312191,0,0,0,0,0,0,
13034,5540268,987600,389359,26485,290379,670216,0,0,0,
13035,2720621,1863459.6,5016871.89,0,83648,0,0,0,0,
13036,3493974.98,1107084.88,2468449.26,0,0,0,0,0,0,
13037,5629712.54,3206203.69,5267842.82,0,1580483.95,0,0,0,0,
13038,2954707,1740996.82,1947190.02,0,0,0,0,0,0,
13039,4712080,3951363,645321,354896,0,0,0,0,0,
13040,3125006,2635482,1514679,0,0,0,0,0,0,
13041,15762104,4615585.86,12955805.73,371698.83,1518182.78,0,0,0,0,
13042,2900586,1996255.37,2815438.69,0,96222,0,0,0,0,
13043,56945,935,1210,1938850.57,1125590.01,11774,3190,7370.3,1541312.31,
13044,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,
13045,2954707,1892792.3,1947190.02,0,0,0,0,0,0,
13046,10110484,4646013.28,11553267.25,2420809.92,69813,0,0,0,0,
13047,2110125,303595,1104204,0,0,0,0,0,0,
13048,129831971.26,19599465.88,12137920.54,0,13490425.35,0,0,0,0,
13049,3290254,5788660.43,3145334.83,1648135.74,0,0,0,0,0,
13050,6555128.98,3571355.86,4789925.66,0,1808838.82,961832,0,0,0,
13051,38101693.02,18616053.25,3834075.61,0,5918731.29,0,0,0,0,
13052,7095765.48,3104515.86,339008.71,0,507202.14,0,0,0,0,
13053,8042252.22,2037829.85,2942978.12,0,232000,0,0,0,0,
13054,7803568,0,5391910,11061944,20000,0,0,0,0,
13055,5023658,3815487,2952104,1789210,0,0,0,0,0,
13056,11035681.28,3306019.15,14002363.53,0,967767.04,0,0,0,0,
13057,5777999.11,1147567.59,3999122.28,0,294435.02,0,0,0,0,
13058,4227321.85,626707.49,8194504.36,0,0,0,0,0,0,
13059,19906040.98,0,0,0,0,0,0,0,0,
13060,5990278.03,3089922.53,3290576.46,699283.2,24972,0,0,0,0,
13061,21970677,1291000,18818624.89,0,0,0,0,0,0,
13062,12254350.02,5607599.96,4464781.41,0,1145393.55,0,0,0,0,
13063,24868190.58,8719291.32,6260983.59,0,5040426.24,0,0,0,0,
13064,2616953.89,333181.97,5105959.45,46399.96,0,0,0,0,0,
13065,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,8804263
13066,4851320,1829317.74,1574634.56,3922.5,1615645.74,0,0,0,0,
13067,0,0,13196851.36,0,0,0,0,0,0,
13068,5265789,2671675.27,2391047.48,0,400000,0,0,0,0,
13069,54186609.35,14978636.06,2736583.36,0,13165956.32,0,0,0,0,
13070,NSS,NSS,NSS,NSS,NSS,0,0,0,0,8201720.41
13071,3334680.4,976612.9,2064531.62,0,422000,0,0,0,0,
13072,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,3178078.22
13073,14251947.64,4145560.29,8582880.2,243341.6,1000000,0,0,0,0,
13074,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,4419013.03
13075,6679991,2051624.36,6510336.17,401979.94,338109.52,0,0,0,0,
13076,43029643,11905575,5811554,356805,1782181,0,0,0,0,
13077,41193126,9551578.28,21077108.04,0,147921.1,0,0,0,0,
13078,4208963.49,1394937.06,439680.4,0,427368.88,0,0,0,0,
13079,2697873,1525963.61,1024455.57,0,0,0,0,0,0,
13080,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,
13081,11457577,1532414.35,8965682.39,0,66885.6,0,0,0,0,
13082,5632417,2647142,4778124,195917.48,265000,0,0,0,0,
13083,11061700,5764055.09,20025668.69,0,5880314.5,0,0,590800.14,0,
13084,13438625,8493058,5843710,1807618,0,0,0,0,0,
14001,0,0,0,0,0,0,0,0,0,
14002,5263860.4,1063095.1,210100.44,192192,22635.99,0,0,0,0,
14003,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,
14004,0,3761863.97,0,0,0,0,0,0,0,
14005,6680958.43,1376155.47,720027.89,5000,569874.8,0,0,0,0,
14006,16638068,16466262.31,15306210.13,0,0,0,0,0,12179886.19,
14007,4654374.94,1340425.59,1414792.13,0,0,0,0,0,0,
14008,23438794.78,5249267.08,382826.24,0,1202245,0,0,0,0,
14009,5982573.8,3739083.62,5234717.07,0,0,0,0,0,0,
14010,16449007,5473908,8548957,3714920,1150000,9676218,0,0,0,
14011,2140611,285600,105600,400000,416000,0,0,0,0,
14012,60000.2,1035629.76,1241604.5,0,0,0,0,0,0,
14013,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,
14014,1371655,185250,6483972,0,0,0,0,0,0,
14015,27670858.95,6182861.75,855313.02,0,14790.4,0,0,0,0,
14016,8889913.38,0,0,0,0,0,0,0,0,
14017,923570,3803762,3791346,0,44212,1048695,0,0,0,
14018,88123225,25839400,48742974,9799996,0,21205134,0,0,10368358,
14019,4782769.47,3706734.32,308821.21,0,0,0,0,0,0,
14020,400000,1450000,500000,NA,2300000,NA,NA,NA,NA,
14021,5418982.25,2929511.26,6985070.53,0,1957.76,0,0,0,0,
14022,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,26363272.23
14023,47787182.33,2888872.84,1690668.99,37899.02,8056585.15,0,0,0,0,
14024,10594655,1786921,6526520,0,0,0,0,0,0,
14025,6812509.38,3066775.13,3876467.91,0,450633.72,0,0,2228053.28,0,
14026,1299348,632270,115889,0,0,0,0,0,0,
14027,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,
14028,1513575.04,581922.96,163815.34,0,0,0,0,0,0,
14029,7101740.4,1512000,2000326.6,0,272000,0,0,0,0,
14030,0,25463111.11,0,0,0,0,0,0,0,
14031,4610082,0,0,0,0,0,0,0,0,
14032,2750869.16,925767.47,661829.04,0,0,0,0,0,0,
14033,10902158.72,0,0,0,0,0,0,0,0,
14034,350000,400000,540000,0,10000,0,0,0,0,
14035,19678589.73,2767139.9,559001.39,0,50988.36,0,0,0,0,
14036,4220420,977709,296027,5000,0,0,0,0,0,
14037,12185517,2121487,4641608,393907,0,0,0,0,0,
14038,3270692.92,1376852.91,1735783.39,0,7142.54,0,0,0,0,
14039,0,60200000,30201420.47,21356000,15814000,0,0,0,0,
14040,680506.43,1221780.38,108292.04,1399506.53,0,0,0,0,0,
14041,631248,800750,461748,0,0,0,0,0,0,
14042,0,0,0,0,0,0,0,0,0,
14043,11239723.16,2674254.4,6383706.87,0,308445.16,0,0,0,0,
14044,4897071,2843106,2528223,0,1591900,0,0,0,0,
14045,16312,189371.91,1674732,49643.57,66841.02,7519.58,49643.57,1191792.09,1223526.84,9023682.12
14046,8997268.23,7800,100950,895320,14383878.93,0,0,0,0,
14047,0,0,3586251.54,0,0,0,0,0,0,
14048,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,5876725
14049,2587500,229000,95000,0,0,0,0,0,0,
14050,11209908.16,3237378.01,687851.42,1770,167188.15,0,0,0,0,
14051,1284405.99,1284405.99,1284405.99,0,1284405.99,0,0,0,0,
14052,2937619.2,535647.32,40596,0,0,0,0,0,0,
14053,59458478.4,7498805.47,6139466.32,1822677.68,2227837.58,0,0,0,0,
14054,1424551.69,293726.55,107756.66,0,0,0,0,0,0,
14055,10800871,3839226,1021609,408681,183536,0,0,0,0,
14056,1675010,296691,112492,279219,0,0,0,0,0,
14057,2940288.08,1431150.58,262366.02,0,0,0,0,0,0,
14058,2684661,758469,211218,0,29915,0,0,0,0,
14059,2757040,1296539,396855,0,0,0,0,0,0,
14060,2283419,1539916,0,0,0,0,0,0,0,
14061,2132056.8,13138739.72,0,0,0,0,0,0,0,
14062,2154271.79,580988.75,311675.24,0,11948,0,0,0,0,
14063,2421591,10488191,1338530,0,810990,0,0,0,0,
14064,11362151.33,3574826.47,286216,160761,0,0,0,0,0,
14065,4911471,1930176,693229.28,0,49547,0,0,0,0,
14066,0,0,0,0,0,0,0,0,0,
14067,269756722.89,40716730.3,13559575.93,1099000,29209510.5,0,0,0,0,
14068,4040503.43,691866.3,36953.45,0,0,0,0,0,0,
14069,1222383,351300,3328324,0,0,0,0,0,869298,
14070,37447526.95,19524314.15,5008998,0,30212519.24,0,0,0,0,
14071,2966378.65,0,741594.67,0,0,0,0,0,0,
14072,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,4875637
14073,32298196.76,11214912.79,7732140.34,227913.52,2433732.24,0,0,0,0,
14074,4424085,1870193,436427,0,95322,0,0,0,0,
14075,1931064.45,870767.74,27151.52,0,0,0,0,0,0,
14076,2667000,101000,639211,0,385391,0,0,0,0,
14077,7114962,3175373,761863,0,126604,0,0,0,0,
14078,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,19681311.68
14079,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,
14080,1853368.63,881956.8,350665.07,0,1398.99,0,0,0,0,
14081,1600000,89361,0,0,0,0,0,0,0,
14082,12038769.16,2392822.58,553803.66,173987.25,237960,0,0,0,0,
14083,29597338,33332027.66,2509364.24,0,0,0,0,0,0,
14084,6536202.89,3477211.85,1843315.14,113940.65,349039.6,0,0,0,0,
14085,9051639.44,2149479.79,2059825.22,1048652.1,130386,0,0,0,0,
14086,0,0,0,0,0,0,0,0,0,
14087,NA,NA,NA,NA,NA,NA,NA,NA,NA,
14088,8970270,688062,1184072,0,0,0,0,0,0,
14089,0,1313174,1725521,0,0,0,0,0,0,
14090,2262612,0,0,0,0,0,0,0,0,
14091,10201543,3571645,713208,0,27180,0,0,0,0,
14092,352848,655263,548676,0,0,0,0,0,0,
14093,0,5954673.92,2115828.68,0,9488905.86,0,0,0,0,
14094,993910.69,4948675.74,18228738.75,0,634466.81,0,0,0,6343023.87,
14095,3466596.97,868418.11,465914.69,0,239261.28,0,0,0,0,
14096,8702163,1256700,3780879,0,0,0,0,0,0,
14097,0,39385272.49,4660846.23,0,43342.21,0,0,0,0,
14098,372552823.24,48812713.2,58945587.93,1968158.27,6868542.3,164,0,0,0,
14099,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,
14100,11074612,4726787,1934700,0,1851400,0,0,0,0,
14101,16364517.25,16364517.25,16364517.25,0,16364517.25,0,0,0,0,
14102,224471,0,0,0,0,0,0,0,0,
14103,4162889.52,0,0,0,0,0,0,0,0,
14104,700000,1800000,800000,0,200000,0,0,0,0,
14105,0,0,10436396.14,0,0,0,0,0,0,
14106,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,
14107,1207241,587543,107881,0,0,0,0,0,0,
14108,10856956.29,770069.26,188590.42,0,0,0,0,0,0,
14109,3366670.23,0,0,0,0,0,0,0,0,
14110,4518653.5,920751.67,380769.46,0,610642.97,0,0,0,0,
14111,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,
14112,2029232,1680622.08,378577.16,0,5990,0,0,0,0,
14113,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,
14114,885101.2,102708.7,0,0,0,0,0,0,0,
14115,3013347,500005,555635,0,254570.25,0,0,0,0,
14116,7285623,4352964,3750484,0,0,0,0,14990705,0,
14117,1189724.72,1185918.99,1043532.67,0,0,0,0,0,0,
14118,8258124.06,1944774.71,6445929.24,15904.43,48008.04,0,0,0,0,
14119,13339462.11,4434750,220653,0,2823024,0,0,0,0,
14120,1120925170.92,20198822.56,25209306.8,11406764,125747284.14,0,0,0,0,
14121,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,8393324.22
14122,2900000,3100000,1447486,0,40000,0,0,0,0,
14123,0,0,0,0,0,0,0,0,0,
14124,36855971,5314411,707849,3207193,1523311,0,0,0,0,
14125,0,0,0,0,0,0,0,0,0,
15001,15569067.01,3198981.59,1430217.46,0,922992.67,0,0,0,0,
15002,0,0,87002249.62,0,0,0,0,0,0,
15003,14924223.73,4155887.49,2579392.41,0,715800,0,0,0,0,
15004,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,
15005,0,0,0,0,0,0,0,0,0,
15006,942580.46,942580.46,942580.46,942580.49,942580.46,0,0,942580.45,942580.47,
15007,2006043.33,2006043.33,2006043.33,2006043.33,2006043.33,0,0,0,0,1000000
15008,614302.94,60420,0,0,0,0,5404864.91,0,0,
15009,17974221.83,3849995.03,2638874.11,0,4478021.32,0,0,0,0,
15010,13212800.18,2388517.12,457026.16,0,2092223.32,0,0,0,0,
15011,18986372.35,3821696.14,1944445.76,0,2563368,0,0,0,0,
15012,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,831399
15013,368006777.2,56943735.56,23263724.24,0,63423268,0,0,0,0,
15014,26139607,6315776,1742596,0,3000999,0,0,0,0,
15015,8965563.84,1674876.03,1522656.86,0,30438.4,0,0,0,0,
15016,610000,1000000,17000000,4562,0,0,0,0,0,.25
15017,4997470.39,2140074.33,1039764.01,0,739986.79,0,0,0,0,
15018,11668765.31,2311181.52,1280898.15,0,7308,0,0,0,0,
15019,9029256.49,1856799.44,497333.68,0,242120.52,0,0,0,0,
15020,0,0,209692224.36,0,0,0,0,0,0,
15021,12324196.34,1132155.95,710174.6,0,694171.48,0,0,0,0,
15022,3760154.9,1880077.45,940038.72,1128046.49,2820116.17,0,752030.98,0,0,
15023,6595553.7,1867405.1,489237.02,0,84998,0,0,0,0,
15024,65968001.83,12811118.71,4580952.94,0,14832353.55,0,0,0,0,
15025,115650180,20934074.74,11635482.55,0,26488095.34,0,0,0,0,
15026,258592.6,258592.6,258592.6,258592.6,258592.6,0,0,0,0,
15027,33632208,8203443,18281419,6553581,2047835,21594855,0,0,0,
15028,0,0,19587234.51,0,0,0,0,0,0,
15029,61312573.78,16377229.01,4687075.82,0,12293396.26,0,0,0,0,
15030,10611874.16,1955736.98,1237555.27,0,2042238,0,0,0,0,
15031,278658542.6,71952686.79,49614219.07,419545,38707227.45,0,0,0,0,
15032,8356315.35,746747.08,779430.11,0,4170120,0,0,0,0,
15033,0,350000,21071139.1,6211456.62,60976654.71,0,0,0,0,
15034,5885913,714499,714500,135100,344900,405200,105500,135100,510600,
15035,28634628,8664424,11940321,221400,15782600,0,0,0,0,
15036,0,3650000,10921600,0,2607580,0,0,0,0,
15037,294310962.93,38620635.56,49654420.53,0,45043031.82,0,0,0,0,
15038,4772674.32,1295485.75,697447.89,436028.2,0,0,0,0,0,
15039,174133661.18,40421452.18,12162355.25,1270500,73428387.2,0,0,0,0,
15040,107430069,9437484,31875251,28916452,3611891,56636956,0,0,0,
15041,3220170.1,449195.16,391396.09,0,39175.98,0,0,0,0,
15042,0,0,35460302,0,0,0,0,0,0,
15043,0,917922,77000,0,0,0,0,0,0,
15044,2855478942,313202092,140002723.5,0,456636059.5,0,0,0,0,
15045,11500000,11000000,4000000,0,5500000,0,0,0,0,
15046,8650415.5,1555846.67,181133.04,0,581950.01,0,0,0,0,
15047,0,879139,0,0,0,0,0,0,0,
15048,27227278.27,6741468.13,3627648.26,0,2065000,0,0,0,0,.04
15049,0,0,552930,0,341659,0,0,0,0,
15050,8736852.51,2323222.74,1119047.21,0,1187361.2,0,0,0,0,
15051,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,
15052,250000,50000,200000,10000,110000,0,0,150000,0,
15053,16798395.6,5062557.83,3129028.28,0,3263704.46,2139712.8,0,0,0,
15054,1873164,28532317,34251548,0,205779,0,0,0,0,
15055,0,439029,165000,0,293100,0,0,0,0,
15056,1000000,2500000,5000000,0,1175013.68,0,0,0,0,
15057,NA,36939648,40163935,2001000,2925244,0,0,0,0,
15058,597817007.69,117327840.19,162768086.58,1122500,5174096.55,0,0,0,0,
15059,784311,0,0,0,0,0,0,42621722.08,0,
15060,0,14918865,25292954,0,32325528.97,0,0,0,0,
15061,550600,436855,0,0,0,0,0,0,0,
15062,0,0,7000000,0,4000000,0,0,3000000,0,
15063,NA,NA,NA,NA,NA,NA,NA,NA,NA,
15064,4388134.72,2925423.2,1462711.7,0,0,0,0,0,0,
15065,4559803.16,1154107.08,850221.1,0,0,0,0,0,0,
15066,2000000,500000,500000,0,0,0,0,0,0,
15067,100000,200000,100000,296607,100000,100000,100000,0,0,
15068,16122041.8,2717980.76,891610.76,0,109590.4,0,0,0,0,
15069,3743722.64,987347.19,955302.12,0,619556,0,0,0,0,
15070,87902402.8,14075434.18,13541156.12,0,776000228,0,0,0,0,
15071,437499,70818,485300,0,0,0,0,0,0,
15072,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,
15073,0,930898,0,0,0,0,0,0,0,
15074,0,0,0,0,0,0,0,0,0,
15075,6113979.06,1919324.98,1659530.62,0,1736867.98,0,0,0,0,
15076,22646635.6,4540374.48,2137202.4,0,2034687.58,0,0,0,0,
15077,1962120,518207.8,138110880.74,0,1333805.2,95897,14210,0,0,
15078,300000,100000,100000,0,0,0,0,0,0,
15079,0,5932946,0,0,0,0,0,0,0,
15080,0,0,11377982.65,0,0,0,0,0,0,
15081,580312283.34,97443656.48,321059761.82,347708606.68,28199219.14,499614172.61,0,0,43122766.91,
15082,0,674302,0,0,0,0,0,0,0,
15083,5686035.61,1682002.14,357261.36,0,4010938.64,0,0,0,0,
15084,313000,494238,203500,0,0,0,0,0,0,
15085,103738218.44,10559868.39,54629186.13,23257693.5,2943065.48,108369844.54,0,0,58489293.35,
15086,2000000,1000000,0,0,0,0,0,0,0,
15087,23005329.56,5379494.01,3423291.57,0,5372957.89,0,0,0,0,
15088,43422678.08,0,0,0,0,0,0,0,0,
15089,5425628.3,1374364.74,1157324.57,0,297075.24,0,0,0,0,
15090,1321117.4,1321117.4,1321117.4,1321117.4,1321117.4,0,0,0,0,
15091,27237867.69,4884641.65,9702950.09,0,0,0,0,0,578827.85,
15092,30000,375000,525000,270000,300000,0,0,0,0,
15093,57091983.07,7590935.52,10943214.15,13334754.82,2539829.45,37794598.1,0,0,0,
15094,8110891.29,1929061.06,923986.82,0,1280800,0,0,0,0,
15095,39406814.85,9791508.81,299410,1030335,0,0,0,0,0,
15096,9522777.48,2029857.72,919392.11,0,0,0,0,0,0,
15097,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,671265
15098,30703746.04,3131230.05,10707450.06,3522545.97,758159.27,25200138.04,0,0,13089915.46,
15099,438257805.2,55317131.74,179632349.5,178067570,10925948.08,269423716.8,0,0,122651773.7,
15100,0,0,23150305.01,0,0,0,0,0,0,
15101,0,3254695,4336661,4896254,4236487,4661226,0,0,0,297982.25
15102,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,3254204
15103,20252048.45,4801610.16,11100734.74,0,1643176,0,0,0,0,
15104,229654351.19,79781651.41,110827944.04,615000,667002.14,26200000,0,0,0,
15105,0,0,0,0,0,0,0,4716468.79,0,
15106,613545949.92,40855019.51,25376379.69,3331000,3736117.29,0,0,0,0,
15107,3652202.33,656978.62,45054.8,0,1453595,0,0,0,0,
15108,22444393.2,6845213,11987456,7213654,7620266.8,0,0,0,0,
15109,146693504.7,23066793.27,11604496.89,0,4029928.74,0,0,0,0,
15110,4000000,1000000,0,0,0,0,0,0,0,
15111,0,0,12075987,0,0,0,0,0,0,
15112,7095503,3716440.65,1263039.69,0,2159759.66,0,0,0,0,
15113,0,0,16436707,0,0,0,0,0,0,
15114,22434305,6322600,4250900,0,3609889,3668629,0,0,0,
15115,0,0,46000000,0,0,0,0,0,0,
15116,800000,200000,200000,0,0,0,0,0,0,
15117,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,
15118,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,966545
15119,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,535563
15120,32228601.85,0,0,0,10317913.96,0,0,0,0,
15121,0,16056502.92,19676945.71,0,101986451.82,0,0,0,0,
15122,0,0,0,0,114547741.9,0,0,0,0,
15123,0,727719,223300,0,0,0,0,0,0,
15124,12289325,15361656,6144663.17,12289325,15361656,0,0,0,0,
15125,14162294.26,3510766.06,3045332.68,0,1425917.17,0,0,0,0,
16001,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,
16002,3548795.12,5249136.25,1788520.05,0,0,0,0,0,0,
16003,6349442.78,4334455.34,1090095.15,79500,1044899.02,0,0,1312965.8,0,
16004,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,
16005,5642571.77,639410.93,1326639.17,5064,0,0,0,540000,0,
16006,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,
16007,1420296,620004.57,578941.43,0,0,0,0,790824.57,63382,
16008,NA,NA,NA,NA,NA,NA,NA,NA,NA,
16009,12597720,8874691.01,4951135.35,0,61599,0,0,0,496327.98,
16010,NA,NA,NA,NA,NA,NA,NA,NA,NA,
16011,5128914.5,1652582.88,1543944.04,0,0,0,0,554048.58,0,
16012,25098176.47,1085000.22,6005111.31,0,960000.03,0,0,0,0,
16013,2324441.23,815363.09,2362506.16,782700,84330,0,0,520909.17,150000,
16014,9468897.5,3242000,228611.5,0,0,0,0,0,0,
16015,7896935.35,4212985.8,1124511.11,0,119377.75,0,0,0,417378.72,
16016,3334255.07,2089276.93,11215496.49,25679.02,324060,119922.79,0,556200,406000,
16017,5916936.47,1764110,647991,0,162311,0,0,1681024,0,
16018,4405437.11,1025128.2,310450.01,0,233371.75,520013.56,0,0,0,
16019,11311700,4514920,627380,0,0,0,0,1854000,0,
16020,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,10123450.01
16021,2386570.29,3183246.29,915451.9,1114090,486700,0,0,0,89930.87,
16022,5770554,5803136.57,2791515.64,0,27851.45,0,0,0,588862.7,
16023,5669969,0,0,0,0,0,0,1853000,0,
16024,10198823.4,936695.83,1962428.76,216000,0,0,0,0,0,
16025,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,
