ubicageo_f,capobg1,capobg2,capobg3,capobg4,capobg5,capobg6,capobg7,capobg8,capobg9,capobgne
16026,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,3628275
16027,2478570,469779.51,126666.68,0,0,0,0,0,0,
16028,2544923.5,1202002.52,198385.26,0,6000,0,0,0,0,
16029,3965736.41,4210369.55,2138678.25,0,0,0,0,0,0,
16030,4115422.95,210702.53,1453731.46,825874.26,0,0,0,0,493322.26,
16031,5674517.82,1610890.07,3518258.5,0,397441.75,0,0,556200,221704.76,
16032,2773591.28,2656000,230430.72,0,0,0,0,0,0,
16033,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,
16034,50946521,9803335,2912257,5185948,5662404,0,0,12259900,0,
16035,15319732.77,3279789.26,3568419.77,0,254013.6,611489.46,0,0,0,
16036,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,
16037,2145710,777200,220577.6,0,0,0,0,0,3143487.6,
16038,16504062.79,2552039.34,258133.12,0,0,0,0,1677396.36,0,
16039,3596703.74,1320723.69,1600983.75,0,311279.82,0,0,0,0,
16040,6158929,2432377.13,2394219.9,0,28500,0,0,0,0,
16041,6211546.97,2536764.74,319728.93,0,0,0,0,12751492,0,
16042,4115905.71,1024466.2,737098.25,0,26076.8,0,0,0,0,
16043,18707948.24,5323952.12,8871021.08,558440,790000,3943743.41,0,0,3265871.87,
16044,3932490,1289324.37,3791856.19,0,573700,276778.35,0,0,0,
16045,20279223.75,0,0,0,0,0,0,1398525.92,0,
16046,12181471,0,0,0,0,0,0,1297800,0,
16047,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,
16048,2004422.01,654098.4,1281836.3,0,0,0,0,0,0,
16049,7262724.92,2984685.3,462367.09,556200,112028.29,0,0,0,0,
16050,15095755.02,5490662.52,1981972.66,0,1880500,0,0,0,0,12961145.02
16051,ND,ND,ND,ND,ND,ND,ND,ND,ND,
16052,49268794.35,5976224.57,3698981.2,5292972.67,0,0,0,0,0,
16053,176359150,33026246.2,32437140.5,21693017.35,5395886.55,4524000,0,0,0,
16054,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,
16055,65476925.5,20728208.2,17156771.9,16874518.39,468641,39913760.4,0,39384473.45,1126148.11,
16056,4606734.86,1584072.22,1905811.51,3089572.19,45293.02,0,0,470000,0,
16057,4469413.08,1026695.64,1046252.93,0,0,0,0,556200,0,
16058,6279884.04,0,0,0,0,0,0,0,0,
16059,3887600,876714,1740324,0,14250,0,0,0,0,
16060,3691638.21,726621.37,1947851.36,0,803932.06,0,0,0,0,
16061,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,10340885.01
16062,6896615,1020002,307381.22,0,0,0,0,1854000,0,
16063,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,
16064,340978.03,875641.04,998542.06,0,0,0,0,0,0,
16065,7530599.25,3416809.9,1666531.95,12500,10799,0,0,0,0,
16066,12751820.68,0,0,0,0,0,0,0,0,
16067,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,
16068,11497188,544231,1620137,0,0,0,0,4321893,0,
16069,41677926.3,5645139.3,5000497.8,0,14803.2,0,0,0,0,
16070,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,
16071,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,
16072,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,6224620.54
16073,7717513.17,1888418.31,1079241.94,0,10645.04,0,0,529676,0,
16074,1264607.11,948455.33,695533.91,252921.44,0,0,0,0,0,
16075,18260018,5930538,9275630,0,2610436,0,0,1850000,0,
16076,10566367,4162270,8671934,0,17408.35,0,0,5963504,0,
16077,5176618,2316559,4881965,1039063,0,0,0,0,0,
16078,7592109,368377.94,1703179.06,0,527992,0,0,370800,0,
16079,15086404.17,0,0,0,0,0,0,0,0,
16080,2000000,1000000,3346842.25,4000000,800000,0,0,0,0,
16081,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,
16082,31633671,6950084.63,9299779.6,0,149418.77,10000000,0,0,2430467,
16083,12673152.88,6437797.97,2387553.4,0,2416250.87,3467316,0,0,0,
16084,5879076,1693243,1103057,0,0,0,0,0,0,
16085,15157512.34,5072878.39,3133809.8,599093.04,1014097.86,62500,0,925000,225424.35,
16086,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,
16087,7802379.85,2511771.01,349882.15,0,0,0,0,0,801518.9,
16088,34021781.16,10274241.52,12654278.43,609408,205689,0,0,0,398833.72,
16089,10885989.1,3206589.45,4102100.44,0,105500,0,0,0,0,
16090,3493235.64,1228916.88,1843455.07,614617.99,0,0,0,0,0,
16091,7456271,1575590,1287496,0,0,0,0,0,0,
16092,5876912.47,1598377.28,332502.64,0,18765,250000,0,556200,463554.17,
16093,3784754.76,3478257.59,199205.64,4730777.75,411810.36,38050.8,0,0,0,
16094,3107299.67,2204925,940000.47,0,0,0,0,260000,0,
16095,4783017,1100502,1142081,0,0,0,0,0,0,
16096,1788756.6,1358565.4,2705139,0,0,0,0,0,0,
16097,8679940.39,1868000,1134000,0,25000,0,0,0,0,
16098,7240659,2475335.16,2814126.16,0,422033.65,6735640.99,0,0,0,
16099,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,
16100,416167.65,2481895.39,3516736.96,0,920000,0,0,0,0,
16101,3729707.5,1043940.19,447682.53,0,28197.25,0,0,556200,0,
16102,115027038.39,28597614.57,30875802.19,0,90847.13,0,0,0,0,
16103,4014332,4578442,4711513,21484,0,0,0,1784027,0,
16104,7739330.14,2519317.27,426729.93,21560.97,0,0,0,0,0,
16105,7241020.29,1363407,3262878.94,26017,1475800,0,0,0,0,
16106,1607531.53,608930.37,943735.31,98687.08,0,0,0,0,0,
16107,20852997.3,6860825,12662824.97,219814.2,401003,0,0,0,0,
16108,81020253.51,11573568.89,9041338.59,23898.79,0,0,0,0,0,
16109,925710.8,986141.44,1986670.17,0,0,0,0,0,0,
16110,15570921.9,6735389.17,12474703.8,307081,30400,0,0,0,569979.89,
16111,5870798.11,1645666.66,496701.07,285917.24,5584.7,0,0,366604.35,298567.21,
16112,227137667,66900459.1,124715132,28867247.71,5661246.34,175236161,0,4573661.2,56180790.4,
16113,8166434,5917844,4644719,67400,1556705,0,0,540000,822443,
17001,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,
17002,14542177.29,2821152.33,1085315.78,0,361977.6,0,0,0,0,
17003,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,
17004,0,0,0,0,0,0,0,0,0,
17005,4147315,1089000,67844,528106,1095000,0,0,0,0,
17006,66455096.26,19381511.92,6423615.33,0,9117157.5,0,0,0,38289196.87,
17007,167605897.67,30174752.74,10279519.98,0,7953934.21,0,0,0,0,
17008,38148554,19264360,4889061,310897,5416097,0,0,0,0,
17009,4130306,380926,2830503,87238,0,0,0,0,0,
17010,7481560.83,2369554.84,2282502.29,1082837.51,506636.07,0,0,0,0,
17011,52383995.43,14148982.95,10043859.56,684976.51,549004.2,0,0,0,86643039.24,
17012,5481560.83,2365276.3,2282502.29,1082837.51,506636.07,0,0,0,0,
17013,5472000,100000,3000000,1573487,2300000,0,0,0,0,
17014,4515197,1450213,1319838,0,197766,0,0,0,0,
17015,4273855,2093018,2536989,67500,2260832,551603,0,0,0,
17016,4727597.87,2721736.96,3358278.72,0,100582,3424297.51,0,0,0,
17017,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,
17018,52546584.2,24826511.43,1326289.36,0,5966850.01,0,0,0,0,
17019,11829317,4308349,3184327,790086,202038,0,0,657598,0,
17020,17657609.3,7945924.19,6180163.26,0,12360326.48,0,0,0,0,
17021,2335801,2157676,965724,0,221991,0,0,0,0,
17022,0,0,0,0,14976980,0,0,0,0,
17023,6110428.57,1104212.77,1163083.87,0,2258001.2,0,0,0,0,
17024,0,7312474.26,7075830.6,26101.44,661766.07,0,126403.67,14430643.07,0,
17025,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,
17026,6918199,1580554,1769150,35970,3824998,0,0,0,0,
17027,0,0,0,0,0,0,0,0,0,
17028,125550612.62,54249095.6,66139370.18,46042292.21,5051053.85,39637233.75,0,149999.99,0,
17029,50548050,10831725,6776920,0,5054805,0,0,0,0,
17030,21615630.22,10286216.99,5106723.56,2073202.83,2728473.4,0,0,0,0,
17031,NA,NA,NA,NA,NA,NA,NA,NA,NA,
17032,4130306,380926,2830503,87238,0,0,0,0,0,
17033,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,
17034,4913855,1241111,1317017,0,1027310,0,0,0,0,
17035,NA,NA,NA,NA,NA,NA,NA,NA,NA,
17036,0,94464.37,1167567.49,0,0,0,0,0,0,
18001,8800431.12,943869.8,327163.02,0,0,0,0,0,0,
18002,6034744.07,1465541.64,2758590.66,0,0,0,0,0,0,
18003,6173176.01,993110.96,1216852,0,410276.81,3850130.79,0,0,0,
18004,19116964.37,5491530.57,28590918.34,0,491914.43,0,0,0,0,
18005,4603328.79,427418.96,1753085.21,0,1612116.15,0,0,0,0,
18006,2740318.96,909159.07,412763.31,0,54954.84,0,0,0,0,
18007,3332273.57,1282754.23,2838454.51,0,0,0,0,0,0,
18008,7711854.56,1434656.83,163148.06,0,34573,0,0,0,0,
18009,7978289.21,4621204.62,3359223.82,0,3682087.03,1838864.1,0,0,0,
18010,947222,441981,195215,0,0,0,0,0,0,
18011,5952904.94,618580.21,2948428.38,0,0,0,0,0,9079441.29,
18012,12472219.74,2338056.17,11512741.82,0,72688.64,0,0,0,8209085.84,
18013,3104682.82,761291.19,194600.66,0,1690,0,0,0,0,
18014,8739748.28,1085953.04,357014.8,0,576450.06,0,0,0,0,
18015,26908923.56,4451679.72,6205278.54,0,15539,0,0,0,12039350.04,
18016,11777034.14,3384476.49,6088579.19,0,1400000,0,0,0,0,
18017,108505274.49,27202693.25,47063468.93,205235.03,6331262.65,41425110.05,0,0,106225097.7,
18018,71234811.2,12745976.1,12825293.5,26191034.82,631888.62,13902374.1,0,0,9517744.76,
18019,3970001,1387854,4154164,0,1307466,0,0,0,0,
18020,90953604.58,5625771.88,1558771.02,0,28846680.48,0,0,0,0,
19001,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,
19002,NA,NA,NA,NA,NA,NA,NA,NA,NA,
19003,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,
19004,14344.41,28134.81,615682.78,0,0,0,0,0,0,
19005,10450113.2,7046705.38,3739296.55,778473.5,2230989.15,0,0,0,0,
19006,376584761.78,89590279.55,73149731.49,2600000,8917316.83,0,0,0,0,
19007,9645382,426880,0,0,1412862,0,0,0,0,
19008,1832011,1154482,2048400,0,643799,0,0,0,0,
19009,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,132550071
19010,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,
19011,5623053,0,0,0,0,0,0,0,0,
19012,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,
19013,5575476,1749876,50000,0,0,0,0,0,0,
19014,1000000,0,0,0,0,0,0,29518844.13,0,
19015,NA,NA,NA,NA,NA,NA,NA,NA,NA,
19016,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,4391925
19017,0,0,0,0,0,0,0,15204673.67,0,
19018,178728648.52,51488951.06,94137900.66,1200000,19688464.14,0,0,0,0,
19019,376471260.08,81078754,200446092.4,696497.2,22866900.16,0,0,0,0,
19020,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,
19021,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,
19022,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,
19023,NA,NA,NA,NA,NA,NA,NA,NA,NA,
19024,3251405.49,215956,1360728.51,0,0,0,0,0,0,
19025,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,
19026,350094235,99138223,109605957,0,21375349,0,0,0,0,
19027,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,
19028,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,
19029,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,
19030,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,2526542.85
19031,174271533.32,21600373.32,115657813.58,0,0,27683629.74,0,0,22012652.01,
19032,2309256,3308473,1943262,0,353557,0,0,0,0,
19033,35726448.22,12604346.89,17177231.87,421227.43,3517670.6,0,0,0,0,
19034,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,9673263.35
19035,3000000,1600000,300000,100000,0,0,0,0,0,
19036,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,
19037,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,11582400
19038,0,0,0,0,0,0,0,0,0,
19039,617760337.3,153385905.91,189683760.62,137460,215672735.14,NA,NA,NA,8081254.96,
19040,NA,NA,NA,NA,NA,NA,NA,NA,NA,
19041,72477876,36020980,12995762,0,36851366,822097,0,0,0,
19042,NSS,NSS,NSS,NSS,NSS,NSS,NSS,0,0,
19043,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,
19044,293113.4,4477052.75,197847.68,0,41345.02,0,0,26589992.99,0,
19045,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,
19046,163436917.35,60772309,123630129.02,232520.58,1096524.11,0,0,0,5617088.12,
19047,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,
19048,154070645,38696290,56214069,545871,44346670,0,0,0,434180,
19049,47441820.66,18299247.72,21914280.78,107776.76,23780776.54,0,0,0,0,
19050,NA,NA,NA,NA,NA,NA,NA,NA,NA,
19051,1827061.74,0,0,0,0,0,0,0,0,
20001,384000,9600,5000,0,0,0,0,0,0,
20002,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,
20003,0,0,921917.39,0,0,0,0,0,0,
20004,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,854370.66
20005,0,0,0,0,0,0,0,0,0,
20006,4396572.8,1977834.75,8124989.93,0,916659.67,0,0,0,0,
20007,927943.99,371193.64,565553.64,0,0,0,0,0,0,
20008,0,5000,1000,0,0,0,0,0,0,
20009,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,
20010,NA,NA,NA,NA,NA,NA,NA,NA,NA,
20011,301287.77,279929.81,122187.26,0,0,0,0,0,0,
20012,0,0,NSS,0,0,0,0,0,0,
20013,162000,0,761891.24,0,0,0,0,0,0,
20014,6496200,243000.64,7939543.64,3059499.34,1473000.02,0,0,0,0,
20015,0,0,3982915.72,0,0,0,0,0,0,
20016,443053.44,358702.41,920116.93,0,0,0,0,0,0,
20017,0,0,2712059.06,0,0,0,0,0,0,
20018,86345.16,0,473613.81,0,0,0,0,0,0,
20019,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,2073600.73
20020,1321127,0,0,0,0,0,0,0,0,
20021,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,
20022,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,603279.93
20023,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,
20024,250000,1700000,2550000,0,0,0,0,0,0,
20025,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,1879654.25
20026,1937087.9,1151920.9,2930296.92,0,774000,0,0,0,0,
20027,864000,0,696000,0,0,0,0,0,0,
20028,0,0,17407631.82,0,0,0,0,0,0,
20029,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,
20030,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,
20031,0,0,809350.8,0,0,0,0,0,0,
20032,412563,345872,54054,0,0,0,0,0,0,
20033,0,2221242.55,0,0,0,0,0,0,0,
20034,242753,248573,141263,0,0,0,0,0,0,
20035,388800,30000,0,0,0,0,0,0,0,
20036,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,3948741.44
20037,840000,1110000,0,0,0,0,0,0,0,
20038,0,596744.49,811758,0,9044.84,0,0,0,0,
20039,36971688.85,6419977.56,9967170.91,0,1425861.19,4287920,0,0,0,
20040,1416000,263794.81,200668.98,0,0,0,0,0,0,
20041,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,
20042,1600189.23,304741.2,852133.42,0,224999,3322515.81,0,0,0,
20043,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,95367257
20044,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,
20045,1933316.8,1108608.81,1286004.06,362,0,1602598.78,0,0,0,
20046,0,732230.12,0,0,0,0,0,0,0,
20047,0,0,0,0,0,0,0,0,0,
20048,0,0,401312.25,0,0,0,0,0,0,
20049,156000,173100,357135,0,0,204000,0,0,0,
20050,237600,0,0,0,0,0,0,0,0,
20051,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,
20052,0,0,361924.53,0,0,0,0,0,0,
20053,3233800.59,276448.87,11611.66,0,0,0,0,0,0,
20054,0,36702.4,0,0,0,0,0,0,0,
20055,354268,241568,193684,0,0,0,0,0,0,
20056,0,0,1257924,0,0,0,0,0,0,
20057,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,
20058,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,
20059,6912000,4328456,2345820,0,0,21558927,0,0,0,
20060,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,1869943
20061,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,
20062,0,86000,0,0,0,0,0,0,0,
20063,3196680.65,0,0,0,0,0,0,0,0,
20064,0,0,600000,0,0,0,0,0,0,
20065,187200,247000,49400,0,0,0,0,0,0,
20066,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,
20067,251293243.57,28411651,8957975,0,1695124,0,0,0,2934754,
20068,5676549.85,1299207.06,3337954.6,1686288.49,0,0,0,0,0,
20069,0,0,2295148.23,0,0,0,0,0,0,
20070,2000000,2000000,700000,0,0,0,0,0,0,
20071,0,0,50000,0,0,0,0,0,0,
20072,0,0,6060484.9,0,0,0,0,0,0,
20073,9360648.77,250800,0,0,0,0,0,0,0,
20074,0,2500,5000,0,0,0,0,0,0,
20075,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,926000
20076,355990,398010,0,0,0,0,0,0,0,
20077,279057.78,837173.33,744154.07,0,0,0,0,0,0,
20078,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,
20079,NA,NA,NA,NA,NA,NA,NA,NA,NA,
20080,0,0,1196793.23,0,0,0,0,0,0,
20081,599593,145862,138695,0,0,0,0,0,0,
20082,1500000,450000,50000,0,1500000,500000,0,0,0,
20083,3482038,1000000,2000000,700000,1300000,0,0,0,0,
20084,0,2958,0,0,0,0,0,0,0,
20085,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,
20086,28800,0,0,0,0,0,0,0,0,
20087,0,4000000,0,0,0,0,0,0,0,
20088,413263.34,0,0,0,0,0,0,0,0,
20089,1177349.92,98045.62,434501.93,0,8700,0,0,0,0,
20090,1200000,500000,750000,0,850000,500000,0,0,0,
20091,0,0,5839036,0,0,0,0,0,0,
20092,0,0,1200400,0,0,0,0,0,0,
20093,124800,0,0,0,0,0,0,0,0,
20094,0,469061.7,0,0,0,0,0,0,0,
20095,1446737.97,583373.52,774510.44,0,20787.2,0,0,0,0,
20096,121000,144444.56,218031.87,0,85000,0,0,0,0,
20097,0,0,0,0,0,1331593.2,0,0,0,
20098,960000,40000,2500,20000,0,0,0,0,0,
20099,172872.12,78604.94,20156.2,0,0,0,0,0,0,
20100,0,0,4120.9,0,0,291493.92,0,0,0,
20101,0,0,562506.87,0,0,0,0,0,0,
20102,678897,1241272.45,1915467.76,0,0,0,0,0,0,
20103,1300000,450000,1025000,0,0,1252542.96,0,0,0,
20104,353295.37,0,0,0,0,0,0,0,0,
20105,0,0,0,0,0,0,0,0,0,
20106,0,0,0,0,0,0,0,0,0,
20107,5000000,3500000,4500000,2500000,3500000,570268,0,0,0,
20108,0,0,0,0,0,0,0,0,0,
20109,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,
20110,234576,0,0,0,0,0,0,0,0,
20111,1000000,1000000,1394740,0,0,0,0,0,0,
20112,1350000,352150,130000,35000,35000,0,16007,0,0,
20113,0,0,120000,0,0,0,0,0,0,
20114,0,0,0,0,0,3215197.12,0,0,0,
20115,3485645.33,1614782.47,1879192.67,0,834562.27,0,0,0,0,
20116,890000,1090000,354000,145000,310000,80000,0,0,0,
20117,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,
20118,1459525,0,0,0,0,0,0,0,0,
20119,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,
20120,82531.28,77813.11,164071.45,13181.75,0,0,0,0,0,
20121,163000,200000,100000,8154,7000,0,0,0,0,
20122,0,2500,5000,0,0,0,0,0,0,
20123,681826.96,249193.8,239134.54,934,0,994893,0,0,0,
20124,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,
20125,0,2500,5000,0,0,0,0,0,0,
20126,345350,850460,450600,0,0,1935241,0,0,0,
20127,203664,0,0,0,0,0,0,0,0,
20128,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,999288.48
20129,360000,40000,0,0,0,0,0,0,0,
20130,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,6523145
20131,714982.58,0,0,0,0,0,0,0,0,
20132,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,
20133,0,2957926,0,0,0,0,0,0,0,
20134,14994554,269208.26,981576.97,265488.31,444461.95,322880.04,0,0,0,
20135,3127962.34,0,0,0,0,0,0,0,0,
20136,1764000,432000,335000,120000,106000,0,0,0,0,
20137,660412.18,1239290.62,217099.22,0,0,0,0,0,0,
20138,0,0,0,0,0,335826.46,0,0,0,
20139,576000,940000,0,0,0,0,0,0,0,
20140,23164.9,48597.22,538761.74,0,0,0,0,0,0,
20141,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,
20142,0,0,657000,0,0,0,0,0,0,
20143,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,
20144,194124,335482.54,182488.79,0,0,0,0,0,0,
20145,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,
20146,602227.27,370035.21,371145.32,0,91213.88,604357.91,0,0,0,
20147,22548.16,155913,38712.44,32400.3,0,0,0,0,0,
20148,27851.6,247593.43,756235.7,271083,461300.01,0,0,0,0,
20149,0,0,1806928.21,0,0,0,0,0,0,
20150,0,60000,0,0,0,0,0,0,0,
20151,0,0,0,0,0,0,0,0,0,
20152,314337.11,57707.46,358479.78,0,0,0,0,0,0,
20153,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,
20154,185420,0,615580,0,0,950256,0,0,0,
20155,418200,205258.51,198839.8,0,0,0,0,0,0,
20156,0,0,0,0,280000,2484691.2,0,0,0,
20157,0,2000000,3640000,0,0,0,0,0,0,
20158,1084243.76,35625.19,328552.25,0,0,0,0,0,0,
20159,1248000,0,0,0,0,325374,0,0,0,
20160,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,5000000
20161,0,1373041.69,0,0,0,0,0,0,0,
20162,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,1523505.38
20163,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,
20164,512658,495263,19759,0,0,0,0,0,0,
20165,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,
20166,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,
20167,134039.03,0,0,0,0,0,0,0,0,
20168,1200000,500000,650000,0,450000,600000,0,0,0,
20169,300000,2500000,500000,100000,100000,0,0,0,0,
20170,0,0,2755117.26,0,0,0,0,0,0,
20171,0,0,2160000,0,0,0,0,0,0,
20172,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,33600
20173,324000,50000,0,0,0,0,0,0,0,
20174,1361535.47,208400.42,2514670.53,0,0,0,0,0,0,
20175,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,
20176,992100,698647.04,118000,0,0,0,0,0,0,
20177,0,505628.82,237942.96,0,0,0,0,0,0,
20178,674501.01,224833.67,440000.34,9667,0,0,0,0,0,
20179,0,221102.4,147401.6,0,0,0,0,0,0,
20180,500000,500000,745000,0,0,0,0,0,0,
20181,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,452883.56
20182,650000,90000,156000,285000,239000,180000,0,0,0,
20183,212788.8,282607.9,197448.69,0,0,0,0,0,0,
20184,16200000,6200000,24800000,13300000,25400000,29100000,0,0,0,
20185,0,1000000,2600000,0,0,0,0,0,0,
20186,209548,264975,104112,0,0,0,0,0,0,
20187,740000,63000,86000,86000,145000,180000,0,0,0,
20188,3500000,3000000,600000,0,0,0,0,0,0,
20189,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,2147641
20190,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,16713080
20191,0,92220.44,0,0,0,0,0,0,0,
20192,0,60000,450000,70000,250000,0,150000,153321,0,
20193,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,2110549
20194,0,910679,0,0,0,0,0,0,0,
20195,455000,80000,258993.45,0,0,0,0,0,0,
20196,200000,0,100000,0,0,0,0,0,0,
20197,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,
20198,NSS,NSS,7638007.63,NSS,NSS,NSS,NSS,NSS,NSS,
20199,189483.76,122168.08,59540.64,0,0,0,0,0,0,
20200,0,0,190800,0,0,0,0,0,0,
20201,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,
20202,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,
20203,0,0,2660627.36,0,0,0,0,0,0,
20204,0,114236.63,78829.16,0,0,0,0,0,0,
20205,NA,NA,NA,NA,NA,NA,NA,NA,NA,
20206,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,
20207,NA,NA,NA,NA,NA,NA,NA,NA,NA,
20208,168000,130000,53600,0,0,0,0,0,0,
20209,0,0,451988.16,0,0,0,0,0,0,
20210,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,451551
20211,0,827800,986423.22,0,600000.23,0,0,0,0,
20212,0,0,0,0,0,2068941.12,0,0,0,
20213,0,0,3129664.32,0,0,0,0,0,0,
20214,150000,150000,150000,0,0,0,0,0,0,
20215,124503.45,330464.76,316963.44,0,0,0,0,0,0,
20216,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,933249.98
20217,456280.02,1259079.14,847006.31,0,0,0,0,0,0,
20218,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,
20219,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,
20220,336699.1,471378.8,538718.6,0,0,0,0,0,0,
20221,150000,20000,30000,70000,100000,300000,0,0,0,
20222,150000,20000,50000,0,0,0,0,0,0,
20223,25000,0,0,0,72835.57,229800,0,0,0,
20224,0,197193.35,151900.63,0,0,0,0,0,0,
20225,1500000,450000,50000,0,1500000,500000,0,0,0,
