ubicageo_f,capobg1,capobg2,capobg3,capobg4,capobg5,capobg6,capobg7,capobg8,capobg9,capobgne
20189,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,2068321
20190,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,14825661
20191,0,66166.05,0,0,0,0,0,0,0,
20192,0,50000,400000,50000,250000,0,150000,110472,0,
20193,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,1863175
20194,0,900000,0,0,0,0,0,0,0,
20195,455000,80000,165930.96,0,0,0,0,0,0,
20196,200000,0,82907,0,0,0,0,0,0,
20197,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,
20198,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,
20199,189483.76,122168.08,59540.64,0,0,0,0,0,0,
20200,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,
20201,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,
20202,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,
20203,0,0,2348434.35,0,0,0,0,0,0,
20204,20411.32,0,0,0,108000,262460.74,0,0,0,
20205,NA,NA,NA,NA,NA,NA,NA,NA,NA,
20206,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,
20207,NA,NA,NA,NA,NA,NA,NA,NA,NA,
20208,140000,130000,54000,0,0,0,0,0,0,
20209,0,0,402902.52,0,0,0,0,0,0,
20210,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,690580
20211,0,88200.8,1442485.86,0,733400,0,0,0,0,
20212,0,0,0,0,0,2068985,0,0,0,
20213,0,0,3008350,0,0,0,0,0,0,
20214,400000,0,43280,0,0,0,0,0,0,
20215,115711.55,141285.53,281276.6,0,0,0,0,0,0,
20216,0,0,0,0,0,823744,0,0,0,
20217,482400,991320.59,521756.32,1179200,54288,0,0,0,0,
20218,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,
20219,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,
20220,NA,NA,NA,NA,NA,NA,NA,NA,NA,
20221,300000,100000,250000,7154,0,0,0,0,0,
20222,100000,50000,0,0,0,0,0,0,0,
20223,0,0,0,0,0,292054.57,0,0,0,
20224,9431.75,169038.55,272806.01,0,0,0,0,0,0,
20225,1500000,350000,50000,0,1500000,500000,0,0,0,
20226,0,0,160000,0,0,0,0,0,0,
20227,3007190.3,3281624.22,4206052.95,0,85024.68,1145424.42,0,0,0,
20228,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,
20229,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,
20230,240433.16,378203.75,0,0,0,0,0,0,0,
20231,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,2115450
20232,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,
20233,0,0,1200000,0,0,0,0,0,0,
20234,0,0,600000,0,0,0,0,0,0,
20235,0,0,2541538.56,0,0,0,0,0,0,
20236,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,899816.89
20237,NA,NA,NA,NA,NA,NA,NA,NA,NA,
20238,0,0,659791.95,0,0,0,0,0,0,
20239,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,393672
20240,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,
20241,0,0,686342.87,0,0,0,0,0,0,
20242,NA,NA,NA,NA,NA,NA,NA,NA,NA,
20243,0,100000,1000000,100000,111299,0,0,0,0,
20244,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,
20245,346892,12563,164668,0,0,0,0,0,0,
20246,56581.92,137232.56,85839.46,0,0,125903.65,0,0,0,
20247,0,65350.2,0,0,0,0,0,0,0,
20248,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,
20249,0,0,1440000,0,0,0,0,0,0,
20250,574764.97,46125.13,98772.93,821.79,66049.33,0,0,0,0,
20251,346000,253092.68,251283.83,0,0,0,0,0,0,
20252,267000,0,0,0,0,0,0,0,0,
20253,0,0,1200000,0,0,0,0,0,0,
20254,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,4636398
20255,302156.07,465852.8,298761.09,540203.04,36210.21,0,0,0,0,
20256,0,0,0,0,0,0,0,0,0,
20257,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,698275.92
20258,30000,30000,100000,0,0,0,0,0,0,
20259,968370,565554.21,372971.55,0,0,0,0,0,0,
20260,0,72000,0,0,0,0,0,0,0,
20261,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,1159901.99
20262,57631.5,15967.06,0,0,0,0,0,0,0,
20263,1008000,0,437563,0,0,599593,0,0,0,
20264,141366.45,178695,456900,0,0,594449.98,0,0,0,
20265,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,
20266,0,0,1000000,0,0,0,0,0,0,
20267,0,120000,0,0,0,0,0,0,0,
20268,0,0,762676.98,0,0,0,0,0,0,
20269,0,700000,0,0,0,0,0,0,0,
20270,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,
20271,9066.6,1237025.74,840830.9,0,33171,0,0,0,0,
20272,0,0,4149829.92,0,0,0,0,0,0,
20273,0,0,0,0,0,0,0,0,0,
20274,408065,265841,198254,0,32096,0,0,0,0,
20275,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,4836261
20276,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,
20277,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,
20278,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,
20279,0,0,14675324,0,0,0,0,0,0,
20280,40000,10000,10000,0,0,0,0,0,0,
20281,0,20358.92,182123.44,0,0,0,0,0,0,
20282,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,
20283,180331.3,488068,0,1592.68,0,0,0,0,0,
20284,0,0,1250000,250000,250000,0,200000,135958,0,
20285,0,0,2507713,0,0,0,0,0,0,
20286,0,1144000,40000,0,0,0,0,0,0,
20287,0,0,0,0,0,0,0,0,0,
20288,0,0,0,0,0,0,0,0,0,
20289,280000,0,0,0,0,420210,0,0,0,
20290,345826,168620,87036,0,0,0,0,0,0,
20291,144000,1020688,1020686,0,0,1200483,0,0,0,
20292,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,
20293,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,
20294,0,4269201.42,0,0,0,0,0,0,0,
20295,1520300,59000.62,1101042,0,500000,0,0,0,0,
20296,600000,0,26093,0,0,0,0,0,0,
20297,1265128.25,11590,40370.09,0,0,0,0,0,0,
20298,0,0,3356001,0,0,0,0,0,0,
20299,185509.29,460378.83,101538.28,0,0,0,0,0,0,
20300,2786610,0,0,0,0,0,0,0,0,
20301,712149,270000,75885.05,0,0,0,0,0,0,
20302,0,0,4745138,0,0,0,0,0,0,
20303,0,61887.19,637077.61,0,18900,0,0,0,0,
20304,244420.96,36692,211051.45,0,18650.01,0,0,0,0,
20305,2876074,0,0,0,0,0,0,0,0,
20306,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,
20307,0,0,0,0,6544500,0,0,0,0,
20308,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,
20309,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,
20310,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,
20311,150260.94,0,0,0,0,0,0,0,0,
20312,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,
20313,30000,15489.26,9410,0,0,0,0,0,0,
20314,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,
20315,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,
20316,0,50000,50000,0,0,0,0,0,0,
20317,NA,NA,NA,NA,NA,NA,NA,NA,NA,
20318,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,
20319,NA,NA,NA,NA,NA,NA,NA,NA,NA,
20320,93623.63,102700,0,0,0,0,0,0,0,
20321,280000,18000,192000,20000,0,0,0,0,0,
20322,NA,NA,NA,NA,NA,NA,NA,NA,NA,
20323,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,1595714
20324,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,
20325,0,2150000,0,0,0,0,0,0,0,
20326,1334400,0,2018917.45,0,0,0,0,0,0,
20327,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,7537662.96
20328,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,
20329,223454,356812.8,134560.5,88237,18459.12,0,0,0,0,
20330,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,
20331,153953.75,307907.5,76976.87,76976.88,0,0,0,0,0,
20332,100000,10000,105000,15000,0,0,0,0,0,
20333,0,668924.41,0,0,0,0,0,0,0,
20334,0,0,34562246.5,0,0,0,0,0,0,
20335,70000,0,4000,0,0,0,0,0,0,
20336,775182,0,0,0,0,0,0,0,0,
20337,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,3727758
20338,143326.33,1429723.61,894745.98,0,313200,0,0,0,0,
20339,2405000,0,0,0,0,0,0,0,0,
20340,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,
20341,0,0,0,0,0,0,0,0,0,
20342,NA,NA,NA,NA,NA,NA,NA,NA,NA,
20343,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,
20344,576000,0,0,0,0,607589,0,0,0,
20345,0,0,0,0,0,0,0,0,0,
20346,0,0,0,0,0,0,0,0,0,
20347,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,3766930
20348,1475731.79,2355190.55,305732.55,0,0,0,0,0,0,
20349,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,
20350,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,
20351,1080000,0,0,0,0,909082,0,0,0,
20352,0,76000,10000,0,0,0,0,0,0,
20353,864000,0,0,0,0,838232,0,0,0,
20354,0,0,358186,0,0,0,0,0,0,
20355,0,0,470000,0,0,0,0,0,0,
20356,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,
20357,0,46905.73,0,0,0,0,0,0,0,
20358,115073.2,360564.62,589125.2,234900,0,0,0,0,0,
20359,0,70000,0,0,0,0,0,0,0,
20360,1000000,800000,500000,243429,100000,0,0,0,0,
20361,0,150000,350000,0,0,0,0,0,0,
20362,0,0,12000,0,0,0,0,0,0,
20363,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,
20364,0,0,12381786.12,0,0,0,0,0,0,
20365,50000,20000,10000,0,0,0,0,0,0,
20366,0,0,2737246.23,0,0,0,0,0,0,
20367,1200000,250000,50000,0,1200000,500000,0,0,0,
20368,700000,100000,300000,100000,172466,0,0,0,0,
20369,711800.4,161472,252296.6,150269.28,952000,0,0,0,0,
20370,75827.16,0,0,0,0,0,0,0,0,
20371,140657.4,210430.76,224856.36,0,82306,0,0,0,0,
20372,0,727920,0,0,0,0,0,0,0,
20373,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,
20374,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,
20375,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,
20376,20327.73,0,48960,118.32,0,0,0,0,0,
20377,3100000,0,0,0,0,0,0,0,0,
20378,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,
20379,440000,1192297,0,0,0,0,0,0,0,
20380,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,
20381,458925,180731,145826,0,0,0,0,0,0,
20382,0,784564,0,0,0,0,0,0,0,
20383,0,0,0,0,0,0,0,0,0,
20384,687387.6,438965.02,1051822.71,0,0,0,0,0,0,
20385,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,
20386,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,
20387,299255.55,94251.8,181903.75,69.4,0,120373,0,0,0,
20388,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,
20389,0,54800,746854.28,0,0,0,0,0,0,
20390,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,
20391,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,
20392,4072382,0,0,0,0,0,0,0,0,
20393,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,
20394,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,1855914
20395,71895.64,300890,200486.36,40568,0,600000,0,0,0,
20396,780000,0,0,0,0,0,0,0,0,
20397,5622078.43,3256748,13046729.57,0,16980,254351.47,0,0,0,
20398,961816.8,1595415.97,1406449.4,0,0,0,0,0,0,
20399,0,0,28000000,0,0,0,0,0,0,
20400,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,1180624.13
20401,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,
20402,400000,150000,100000,0,0,50000,0,0,0,
20403,188285.36,114275.04,1427436.77,0,0,0,0,0,0,
20404,152315.44,108840.68,251470.22,0,0,0,0,0,0,
20405,758827.16,0,0,0,0,0,0,0,0,
20406,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,
20407,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,
20408,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,87000
20409,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,
20410,0,2500,2500,0,0,0,0,0,0,
20411,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,
20412,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,2109430.44
20413,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,
20414,2000000,1500000,4000000,0,1000000,0,0,0,0,
20415,1822883,0,0,0,0,0,0,0,0,
20416,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,
20417,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,
20418,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,
20419,80000,0,9154,0,0,0,0,0,0,
20420,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,
20421,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,
20422,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,
20423,0,0,0,0,0,0,0,0,0,
20424,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,
20425,800000,476654,89364,0,0,0,0,0,0,
20426,2404202.65,2529547.8,724673.45,0,375160,0,0,0,0,
20427,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,11619997.82
20428,0,0,0,0,441603.95,0,0,0,0,
20429,0,0,0,0,0,0,0,0,0,
20430,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,28000
20431,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,
20432,0,0,0,0,0,599375.64,0,0,0,
20433,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,
20434,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,
20435,0,0,220117.1,0,0,0,0,0,0,
20436,0,0,685128.58,0,0,0,0,0,0,
20437,0,0,200000,0,0,0,0,0,0,
20438,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,
20439,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,
20440,0,5000,5000,0,0,0,0,0,0,
20441,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,6129163.32
20442,0,0,0,0,0,0,0,0,0,
20443,98000,22000,13250,0,0,0,0,0,0,
20444,0,319268,0,0,0,0,0,0,0,
20445,100531.49,427883.07,261040.71,0,242864,0,0,0,0,
20446,0,2913200,0,0,0,0,0,0,0,
20447,483000,0,0,0,0,0,0,0,0,
20448,33019.52,360326.65,222175.42,0,0,0,0,0,0,
20449,0,1799898.1,0,0,0,0,0,0,0,
20450,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,
20451,455000,80000,82183,0,0,0,0,0,0,
20452,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,
20453,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,
20454,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,2360382
20455,0,0,0,0,0,0,0,0,0,
20456,0,0,0,0,0,0,0,0,0,
20457,1346943.06,0,0,0,0,0,0,0,0,
20458,600000,0,82186,0,0,0,0,0,0,
20459,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,3237159.36
20460,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,
20461,183000,117468,72000,0,0,0,0,0,0,
20462,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,
20463,109965.06,66717.55,131987.86,0,29284,0,0,0,0,
20464,0,0,0,0,0,0,0,0,0,
20465,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,1085912.04
20466,0,0,9212994.12,0,0,0,0,0,0,
20467,0,0,8754123,0,0,0,0,0,0,
20468,0,0,0,0,0,0,0,0,0,
20469,0,0,0,0,0,0,0,0,0,
20470,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,
20471,50000,10000,0,0,0,0,0,0,0,
20472,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,
20473,50000,20000,15000,0,0,0,0,0,0,
20474,0,0,0,0,0,0,0,0,0,
20475,0,4179119.94,0,0,0,0,0,0,0,
20476,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,
20477,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,
20478,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,476334.6
20479,125000,25000,8000,153.12,0,0,0,0,0,
20480,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,10603
20481,0,1400000,0,0,0,0,0,0,0,
20482,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,
20483,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,
20484,78700,246300,1522267.02,0,0,0,0,0,0,
20485,0,0,1234720,0,0,0,0,0,0,
20486,758635,60000,331365,15000,0,0,0,0,0,
20487,0,1201058.54,0,0,0,0,0,0,0,
20488,0,0,0,0,0,0,0,0,0,
20489,0,0,3258399.72,0,0,0,0,0,0,
20490,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,
20491,1097073.83,823115.93,769623.74,6000,0,0,0,0,0,
20492,567062.49,430921.41,499401.47,0,245032.91,0,0,0,0,
20493,34131,100568.68,16757.14,2062.13,196295.79,18102.26,0,0,0,
20494,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,
20495,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,
20496,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,
20497,0,0,3000230.32,0,0,0,0,0,0,
20498,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,
20499,0,0,0,0,0,0,0,0,0,
20500,0,0,4420090,0,0,0,0,0,0,
20501,80000,84296.12,128030.4,0,0,0,0,0,0,
20502,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,3377949
20503,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,
20504,0,120000,0,0,0,0,0,0,0,
20505,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,
20506,0,0,710000,0,0,0,0,0,0,
20507,0,0,1974321,0,0,0,0,0,0,
20508,0,1300.51,1072663.85,0,0,0,0,0,0,
20509,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,
20510,0,0,420380,0,0,0,0,0,0,
20511,0,365101.69,0,0,0,0,0,0,0,
20512,0,227970.19,109328.99,0,0,393500,0,0,0,
20513,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,
20514,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,
20515,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,
20516,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,
20517,0,0,809350.8,0,0,0,0,0,0,
20518,30000,10000,43000,8000,7000,0,0,0,0,
20519,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,
20520,0,0,0,0,0,0,0,0,0,
20521,550000,0,0,0,0,0,0,0,0,
20522,0,0,0,0,0,799400.27,0,0,0,
20523,200862.04,463574.03,350824.32,0,0,0,0,0,0,
20524,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,217049.64
20525,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,
20526,0,0,6300723.8,0,0,0,0,0,0,
20527,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,
20528,0,286000,95000,435000,0,0,0,0,0,
20529,248956,387615,48652,0,0,0,0,0,0,
20530,0,500000,1500000,200000,404911,0,0,0,0,
20531,745270,838428.75,279476.25,0,0,0,0,0,0,
20532,651100.32,0,0,0,0,0,0,0,0,
20533,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,
20534,0,2331126.48,0,0,0,0,0,0,0,
20535,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,
20536,200000,71000,60000,5000,0,0,0,0,0,
20537,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,
20538,0,0,0,0,0,451906,0,0,0,
20539,113366.19,340098.58,302309.84,0,0,0,0,0,0,
20540,1158635,302615,1354000,15000,0,0,0,0,0,
20541,30000,0,0,0,0,0,0,0,0,
20542,0,0,588768.07,0,0,0,0,0,0,
20543,0,0,4238773.8,0,0,0,0,0,0,
20544,0,685000,0,0,0,0,0,0,0,
20545,3401088.86,87336.4,1499981.72,0,0,1714909.12,0,0,0,
20546,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,
20547,240000,71000,60000,5000,0,0,0,0,0,
20548,0,0,0,0,0,0,0,0,0,
20549,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,
20550,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,
20551,0,1673450.55,0,0,0,0,0,0,0,
20552,0,0,0,0,0,0,0,0,0,
20553,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,
20554,0,0,0,0,0,1800000,0,0,0,
20555,547200,0,0,0,0,0,0,0,0,
20556,0,0,0,0,0,0,0,0,0,
20557,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,
20558,300000,180000,500000,0,0,0,0,0,0,
20559,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,
20560,2040191.74,294731.36,1005167.32,0,1220778.36,0,0,0,0,
20561,0,1000000,800430,424000,0,0,0,0,0,
20562,65000,672141.13,344033.61,0,0,0,0,0,0,
20563,269555.2,255239.66,301604.44,0,0,0,0,0,0,
20564,352645,264165,186221,0,16979,0,0,0,0,
20565,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,
20566,0,155000,410000,0,56421,0,0,0,0,
20567,460166,548215,245835,0,0,0,0,0,0,
20568,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,
20569,0,1195839.25,0,0,0,0,0,0,0,
20570,621337.5,2024946.78,1292284.21,2851.8,983224.77,0,0,0,0,
21001,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,26940575.28
21002,1700584.1,0,0,0,0,0,0,0,0,
21003,NSS,NSS,NSS,0,NSS,0,0,0,0,18432050.1
21004,0,0,19638210.24,0,0,0,0,0,0,
21005,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,
21006,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,
21007,105864,970111,0,0,0,0,0,0,0,
21008,772214.39,0,10000,0,0,0,0,0,0,
21009,0,0,906724.78,0,0,0,0,0,0,
21010,471000,0,2446574.1,0,2266227,0,0,0,0,
21011,393651.22,0,0,0,0,0,0,0,0,
21012,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,
21013,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,
21014,499869.36,120268.89,61096.25,0,0,0,0,157459.25,0,
21015,8565999,2561000,2223446,4352000,2221000,0,0,0,0,
21016,1275159.51,570499.49,0,0,0,0,0,0,0,
21017,185961.42,403902.72,0,0,0,0,0,973223.95,0,
21018,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,
21019,0,9458252,5500000,0,3101748,0,0,0,0,
21020,0,0,0,0,0,1444486.92,0,0,0,
21021,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,
21022,2763323.77,624946.31,318239.26,0,0,0,0,0,0,
21023,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,
21024,0,0,44504.2,0,0,0,0,0,0,
21025,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,
21026,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,
21027,0,200239.97,0,0,0,0,0,0,0,
21028,0,0,1028448,0,0,0,0,0,0,
21029,72110.93,245474.48,75431.13,87293.04,0,0,0,0,0,
21030,0,0,528438,0,0,0,0,0,0,
21031,0,0,0,0,0,0,0,0,0,
21032,0,0,358301,0,0,0,0,0,0,
21033,325864.72,78189.67,0,0,0,0,0,0,0,
21034,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,23013790
21035,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,
21036,NSS,NSS,NSS,0,0,0,0,0,0,1425450.04
21037,233416.06,651826.45,111632.41,21760,0,0,0,0,0,
21038,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,
21039,907390.38,0,0,0,0,0,0,0,0,
21040,0,0,0,0,0,0,0,0,0,
21041,22878956.99,18394362.4,4804749.46,595258,3941335.31,0,0,0,0,
21042,0,0,0,0,0,0,0,0,0,
21043,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,4550000
21044,0,0,847250.36,0,0,0,0,0,0,
21045,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,11861699.68
21046,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,
21047,NSS,NSS,NSS,0,0,0,0,0,0,4297991.73
21048,4092707,298154,168960,146000,10591,9600,211754,8984,0,
21049,6517064.79,1138452.62,2475658.33,0,588874.88,0,0,568777.45,0,
21050,0,0,5480180,0,0,0,0,0,0,
21051,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,
21052,554437.78,252198.35,21541.2,0,0,0,0,0,0,
21053,11457706.83,3703455.14,0,0,0,0,0,0,0,
21054,0,0,0,0,0,0,0,0,0,
21055,96938.28,250000,500000,250000,0,0,0,0,0,
21056,472906,14245,267399,0,0,0,0,0,0,
21057,483416.12,523658.9,476341.1,654987.6,345012.4,0,0,0,0,
21058,0,0,8706216,0,0,0,0,0,0,
21059,0,0,1186000,0,0,0,0,0,0,
21060,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,
