ubicageo_f,tipatrul_c,rnsnni1,totalca1,totalca2
12018,7,2,NA,NA
12018,8,2,NA,NA
12018,9,2,NA,NA
12019,1,2,NA,NA
12019,2,2,NA,NA
12019,3,2,NA,NA
12019,4,1,1295,4850
12019,5,2,NA,NA
12019,6,2,NA,NA
12019,7,2,NA,NA
12019,8,2,NA,NA
12019,9,2,NA,NA
12020,1,1,1344,1512
12020,2,2,NA,NA
12020,3,2,NA,NA
12020,4,1,336,3024
12020,5,2,NA,NA
12020,6,2,NA,NA
12020,7,2,NA,NA
12020,8,2,NA,NA
12020,9,2,NA,NA
12021,1,1,46194,243000
12021,2,2,NA,NA
12021,3,1,46194,81000
12021,4,2,NA,NA
12021,5,2,NA,NA
12021,6,2,NA,NA
12021,7,2,NA,NA
12021,8,2,NA,NA
12021,9,2,NA,NA
12022,1,1,10,30
12022,2,2,NA,NA
12022,3,2,NA,NA
12022,4,1,1815,3000
12022,5,2,NA,NA
12022,6,2,NA,NA
12022,7,2,NA,NA
12022,8,2,NA,NA
12022,9,2,NA,NA
12023,1,2,NA,NA
12023,2,2,NA,NA
12023,3,2,NA,NA
12023,4,1,202,18500
12023,5,2,NA,NA
12023,6,2,NA,NA
12023,7,2,NA,NA
12023,8,2,NA,NA
12023,9,2,NA,NA
12024,1,2,NA,NA
12024,2,2,NA,NA
12024,3,2,NA,NA
12024,4,1,58,12834
12024,5,2,NA,NA
12024,6,2,NA,NA
12024,7,2,NA,NA
12024,8,2,NA,NA
12024,9,2,NA,NA
12025,1,1,3,15
12025,2,2,NA,NA
12025,3,2,NA,NA
12025,4,1,40,600
12025,5,2,NA,NA
12025,6,2,NA,NA
12025,7,2,NA,NA
12025,8,2,NA,NA
12025,9,2,NA,NA
12026,1,2,NA,NA
12026,2,2,NA,NA
12026,3,2,NA,NA
12026,4,2,NA,NA
12026,5,2,NA,NA
12026,6,2,NA,NA
12026,7,2,NA,NA
12026,8,2,NA,NA
12026,9,2,NA,NA
12027,1,2,NA,NA
12027,2,2,NA,NA
12027,3,2,NA,NA
12027,4,2,NA,NA
12027,5,2,NA,NA
12027,6,2,NA,NA
12027,7,2,NA,NA
12027,8,2,NA,NA
12027,9,2,NA,NA
12028,1,1,1095,5475
12028,2,2,NA,NA
12028,3,2,NA,NA
12028,4,1,3650,182500
12028,5,2,NA,NA
12028,6,2,NA,NA
12028,7,2,NA,NA
12028,8,2,NA,NA
12028,9,2,NA,NA
12029,1,1,365,8760
12029,2,2,NA,NA
12029,3,1,365,13140
12029,4,2,NA,NA
12029,5,1,3,66138
12029,6,2,NA,NA
12029,7,2,NA,NA
12029,8,2,NA,NA
12029,9,2,NA,NA
12030,1,2,NA,NA
12030,2,2,NA,NA
12030,3,2,NA,NA
12030,4,1,365,10950
12030,5,2,NA,NA
12030,6,2,NA,NA
12030,7,2,NA,NA
12030,8,2,NA,NA
12030,9,2,NA,NA
12031,1,2,NA,NA
12031,2,2,NA,NA
12031,3,2,NA,NA
12031,4,2,NA,NA
12031,5,2,NA,NA
12031,6,2,NA,NA
12031,7,2,NA,NA
12031,8,2,NA,NA
12031,9,2,NA,NA
12032,1,1,365,600
12032,2,2,NA,NA
12032,3,2,NA,NA
12032,4,1,365,3650
12032,5,2,NA,NA
12032,6,2,NA,NA
12032,7,2,NA,NA
12032,8,2,NA,NA
12032,9,2,NA,NA
12033,1,2,NA,NA
12033,2,2,NA,NA
12033,3,2,NA,NA
12033,4,1,1095,30000
12033,5,2,NA,NA
12033,6,2,NA,NA
12033,7,2,NA,NA
12033,8,2,NA,NA
12033,9,2,NA,NA
12034,1,2,NA,NA
12034,2,2,NA,NA
12034,3,2,NA,NA
12034,4,1,365,2920
12034,5,2,NA,NA
12034,6,2,NA,NA
12034,7,2,NA,NA
12034,8,2,NA,NA
12034,9,2,NA,NA
12035,1,2,NA,NA
12035,2,2,NA,NA
12035,3,2,NA,NA
12035,4,2,NA,NA
12035,5,2,NA,NA
12035,6,2,NA,NA
12035,7,2,NA,NA
12035,8,2,NA,NA
12035,9,2,NA,NA
12036,1,1,300,300
12036,2,9,NSS,NSS
12036,3,9,NSS,NSS
12036,4,1,823,4984
12036,5,9,NSS,NSS
12036,6,9,NSS,NSS
12036,7,9,NSS,NSS
12036,8,9,NSS,NSS
12036,9,9,NSS,NSS
12037,1,2,NA,NA
12037,2,2,NA,NA
12037,3,2,NA,NA
12037,4,2,NA,NA
12037,5,2,NA,NA
12037,6,2,NA,NA
12037,7,2,NA,NA
12037,8,2,NA,NA
12037,9,2,NA,NA
12038,1,1,250,750
12038,2,2,NA,NA
12038,3,1,365,12373.5
12038,4,1,365,18797.5
12038,5,1,250,4625
12038,6,1,250,2000
12038,7,2,NA,NA
12038,8,2,NA,NA
12038,9,2,NA,NA
12039,1,1,160,480
12039,2,2,NA,NA
12039,3,2,NA,NA
12039,4,1,1260,50400
12039,5,1,120,1800
12039,6,2,NA,NA
12039,7,2,NA,NA
12039,8,2,NA,NA
12039,9,2,NA,NA
12040,1,1,100,300
12040,2,2,NA,NA
12040,3,2,NA,NA
12040,4,1,90,450
12040,5,2,NA,NA
12040,6,2,NA,NA
12040,7,2,NA,NA
12040,8,2,NA,NA
12040,9,2,NA,NA
12041,1,1,80,2000
12041,2,2,NA,NA
12041,3,2,NA,NA
12041,4,1,400,10000
12041,5,1,250,6000
12041,6,2,NA,NA
12041,7,2,NA,NA
12041,8,2,NA,NA
12041,9,2,NA,NA
12042,1,1,30,10000
12042,2,2,NA,NA
12042,3,2,NA,NA
12042,4,1,369,30000
12042,5,2,NA,NA
12042,6,2,NA,NA
12042,7,2,NA,NA
12042,8,2,NA,NA
12042,9,2,NA,NA
12043,1,2,NA,NA
12043,2,2,NA,NA
12043,3,1,720,21600
12043,4,2,NA,NA
12043,5,2,NA,NA
12043,6,2,NA,NA
12043,7,2,NA,NA
12043,8,2,NA,NA
12043,9,2,NA,NA
12044,1,1,50,800
12044,2,2,NA,NA
12044,3,2,NA,NA
12044,4,1,120,20000
12044,5,2,NA,NA
12044,6,2,NA,NA
12044,7,2,NA,NA
12044,8,2,NA,NA
12044,9,2,NA,NA
12045,1,1,100,NSS
12045,2,2,NA,NA
12045,3,2,NA,NA
12045,4,1,1460,NSS
12045,5,2,NA,NA
12045,6,2,NA,NA
12045,7,2,NA,NA
12045,8,2,NA,NA
12045,9,2,NA,NA
12046,1,1,730,730
12046,2,2,NA,NA
12046,3,2,NA,NA
12046,4,1,1095,164250
12046,5,1,730,29200
12046,6,2,NA,NA
12046,7,2,NA,NA
12046,8,2,NA,NA
12046,9,2,NA,NA
12047,1,2,NA,NA
12047,2,2,NA,NA
12047,3,2,NA,NA
12047,4,2,NA,NA
12047,5,2,NA,NA
12047,6,2,NA,NA
12047,7,2,NA,NA
12047,8,2,NA,NA
12047,9,2,NA,NA
12048,1,2,NA,NA
12048,2,2,NA,NA
12048,3,1,3650,34365
12048,4,1,3650,34365
12048,5,2,NA,NA
12048,6,2,NA,NA
12048,7,2,NA,NA
12048,8,2,NA,NA
12048,9,2,NA,NA
12049,1,1,365,1095
12049,2,2,NA,NA
12049,3,2,NA,NA
12049,4,1,365,9125
12049,5,2,NA,NA
12049,6,2,NA,NA
12049,7,2,NA,NA
12049,8,1,50,250
12049,9,2,NA,NA
12050,1,1,365,5000
12050,2,2,NA,NA
12050,3,2,NA,NA
12050,4,1,365,54750
12050,5,1,365,36500
12050,6,2,NA,NA
12050,7,2,NA,NA
12050,8,2,NA,NA
12050,9,2,NA,NA
12051,1,1,1000,15
12051,2,2,NA,NA
12051,3,2,NA,NA
12051,4,1,3200,150
12051,5,2,NA,NA
12051,6,2,NA,NA
12051,7,2,NA,NA
12051,8,2,NA,NA
12051,9,2,NA,NA
12052,1,1,1095,10950
12052,2,2,NA,NA
12052,3,2,NA,NA
12052,4,1,2190,32850
12052,5,2,NA,NA
12052,6,2,NA,NA
12052,7,2,NA,NA
12052,8,2,NA,NA
12052,9,2,NA,NA
12053,1,1,15,45
12053,2,2,NA,NA
12053,3,1,365,3650
12053,4,2,NA,NA
12053,5,2,NA,NA
12053,6,2,NA,NA
12053,7,2,NA,NA
12053,8,2,NA,NA
12053,9,2,NA,NA
12054,1,1,5,120
12054,2,2,NA,NA
12054,3,2,NA,NA
12054,4,1,20,1000
12054,5,2,NA,NA
12054,6,2,NA,NA
12054,7,2,NA,NA
12054,8,2,NA,NA
12054,9,2,NA,NA
12055,1,1,48,NSS
12055,2,2,NA,NA
12055,3,2,NA,NA
12055,4,1,502,NSS
12055,5,1,4850,NSS
12055,6,2,NA,NA
12055,7,2,NA,NA
12055,8,2,NA,NA
12055,9,2,NA,NA
12056,1,1,50,250
12056,2,2,NA,NA
12056,3,2,NA,NA
12056,4,1,365,120000
12056,5,2,NA,NA
12056,6,2,NA,NA
12056,7,2,NA,NA
12056,8,2,NA,NA
12056,9,2,NA,NA
12057,1,1,672,1344
12057,2,2,NA,NA
12057,3,2,NA,NA
12057,4,1,1460,58400
12057,5,2,NA,NA
12057,6,2,NA,NA
12057,7,2,NA,NA
12057,8,2,NA,NA
12057,9,2,NA,NA
12058,1,2,NA,NA
12058,2,2,NA,NA
12058,3,2,NA,NA
12058,4,1,365,5840
12058,5,2,NA,NA
12058,6,2,NA,NA
12058,7,2,NA,NA
12058,8,2,NA,NA
12058,9,2,NA,NA
12059,1,2,NA,NA
12059,2,2,NA,NA
12059,3,2,NA,NA
12059,4,1,1095,3390
12059,5,2,NA,NA
12059,6,2,NA,NA
12059,7,2,NA,NA
12059,8,2,NA,NA
12059,9,2,NA,NA
12060,1,2,NA,NA
12060,2,2,NA,NA
12060,3,2,NA,NA
12060,4,2,NA,NA
12060,5,2,NA,NA
12060,6,2,NA,NA
12060,7,2,NA,NA
12060,8,2,NA,NA
12060,9,2,NA,NA
12061,1,2,NA,NA
12061,2,2,NA,NA
12061,3,2,NA,NA
12061,4,1,365,7300
12061,5,2,NA,NA
12061,6,2,NA,NA
12061,7,2,NA,NA
12061,8,2,NA,NA
12061,9,2,NA,NA
12062,1,2,NA,NA
12062,2,2,NA,NA
12062,3,2,NA,NA
12062,4,1,208,16000
12062,5,2,NA,NA
12062,6,2,NA,NA
12062,7,2,NA,NA
12062,8,2,NA,NA
12062,9,2,NA,NA
12063,1,1,120,360000
12063,2,2,NA,NA
12063,3,1,160,32000000
12063,4,2,NA,NA
12063,5,2,NA,NA
12063,6,2,NA,NA
12063,7,2,NA,NA
12063,8,2,NA,NA
12063,9,2,NA,NA
12064,1,2,NA,NA
12064,2,2,NA,NA
12064,3,2,NA,NA
12064,4,2,NA,NA
12064,5,2,NA,NA
12064,6,2,NA,NA
12064,7,2,NA,NA
12064,8,2,NA,NA
12064,9,2,NA,NA
12065,1,1,619,30950
12065,2,2,NA,NA
12065,3,2,NA,NA
12065,4,1,629,31450
12065,5,2,NA,NA
12065,6,2,NA,NA
12065,7,2,NA,NA
12065,8,2,NA,NA
12065,9,2,NA,NA
12066,1,2,NA,NA
12066,2,2,NA,NA
12066,3,2,NA,NA
12066,4,1,100,16800
12066,5,2,NA,NA
12066,6,2,NA,NA
12066,7,2,NA,NA
12066,8,2,NA,NA
12066,9,2,NA,NA
12067,1,2,NA,NA
12067,2,2,NA,NA
12067,3,2,NA,NA
12067,4,1,240,2400
12067,5,2,NA,NA
12067,6,2,NA,NA
12067,7,2,NA,NA
12067,8,2,NA,NA
12067,9,2,NA,NA
12068,1,1,50,25
12068,2,2,NA,NA
12068,3,1,294,800
12068,4,2,NA,NA
12068,5,2,NA,NA
12068,6,2,NA,NA
12068,7,2,NA,NA
12068,8,2,NA,NA
12068,9,2,NA,NA
12069,1,1,6,10
12069,2,2,NA,NA
12069,3,2,NA,NA
12069,4,2,NA,NA
12069,5,2,NA,NA
12069,6,2,NA,NA
12069,7,2,NA,NA
12069,8,2,NA,NA
12069,9,2,NA,NA
12070,1,1,900,18
12070,2,2,NA,NA
12070,3,2,NA,NA
12070,4,1,1095,16415
12070,5,2,NA,NA
12070,6,2,NA,NA
12070,7,2,NA,NA
12070,8,2,NA,NA
12070,9,2,NA,NA
12071,1,2,NA,NA
12071,2,2,NA,NA
12071,3,2,NA,NA
12071,4,1,250,10000
12071,5,2,NA,NA
12071,6,2,NA,NA
12071,7,2,NA,NA
12071,8,2,NA,NA
12071,9,2,NA,NA
12072,1,2,NA,NA
12072,2,2,NA,NA
12072,3,2,NA,NA
12072,4,1,419,62850
12072,5,2,NA,NA
12072,6,2,NA,NA
12072,7,2,NA,NA
12072,8,2,NA,NA
12072,9,2,NA,NA
12073,1,2,NA,NA
12073,2,2,NA,NA
12073,3,1,180,1080
12073,4,2,NA,NA
12073,5,2,NA,NA
12073,6,2,NA,NA
12073,7,2,NA,NA
12073,8,2,NA,NA
12073,9,2,NA,NA
12074,1,1,116,26
12074,2,2,NA,NA
12074,3,2,NA,NA
12074,4,1,160,555
12074,5,2,NA,NA
12074,6,2,NA,NA
12074,7,2,NA,NA
12074,8,2,NA,NA
12074,9,2,NA,NA
12075,1,2,NA,NA
12075,2,2,NA,NA
12075,3,2,NA,NA
12075,4,1,1560,15600
12075,5,2,NA,NA
12075,6,2,NA,NA
12075,7,2,NA,NA
12075,8,2,NA,NA
12075,9,9,NSS,NSS
12076,1,2,NA,NA
12076,2,2,NA,NA
12076,3,2,NA,NA
12076,4,1,730,219000
12076,5,2,NA,NA
12076,6,2,NA,NA
12076,7,2,NA,NA
12076,8,2,NA,NA
12076,9,2,NA,NA
12077,1,1,380,1140
12077,2,2,NA,NA
12077,3,2,NA,NA
12077,4,1,1825,126700
12077,5,2,NA,NA
12077,6,2,NA,NA
12077,7,2,NA,NA
12077,8,2,NA,NA
12077,9,2,NA,NA
12078,1,2,NA,NA
12078,2,2,NA,NA
12078,3,2,NA,NA
12078,4,2,NA,NA
12078,5,2,NA,NA
12078,6,2,NA,NA
12078,7,2,NA,NA
12078,8,2,NA,NA
12078,9,2,NA,NA
12079,1,1,145,50
12079,2,2,NA,NA
12079,3,2,NA,NA
12079,4,1,2119,18000
12079,5,2,NA,NA
12079,6,2,NA,NA
12079,7,2,NA,NA
12079,8,2,NA,NA
12079,9,2,NA,NA
12080,1,2,NA,NA
12080,2,2,NA,NA
12080,3,2,NA,NA
12080,4,1,365,7300
12080,5,2,NA,NA
12080,6,2,NA,NA
12080,7,2,NA,NA
12080,8,2,NA,NA
12080,9,2,NA,NA
12081,1,1,1755,3650
12081,2,2,NA,NA
12081,3,2,NA,NA
12081,4,1,1425,14500
12081,5,2,NA,NA
12081,6,2,NA,NA
12081,7,2,NA,NA
12081,8,2,NA,NA
12081,9,2,NA,NA
12082,1,0,NA,NA
12082,2,0,NA,NA
12082,3,0,NA,NA
12082,4,0,NA,NA
12082,5,0,NA,NA
12082,6,0,NA,NA
12082,7,0,NA,NA
12082,8,0,NA,NA
12082,9,0,NA,NA
12083,1,0,NA,NA
12083,2,0,NA,NA
12083,3,0,NA,NA
12083,4,0,NA,NA
12083,5,0,NA,NA
12083,6,0,NA,NA
12083,7,0,NA,NA
12083,8,0,NA,NA
12083,9,0,NA,NA
12084,1,0,NA,NA
12084,2,0,NA,NA
12084,3,0,NA,NA
12084,4,0,NA,NA
12084,5,0,NA,NA
12084,6,0,NA,NA
12084,7,0,NA,NA
12084,8,0,NA,NA
12084,9,0,NA,NA
12085,1,0,NA,NA
12085,2,0,NA,NA
12085,3,0,NA,NA
12085,4,0,NA,NA
12085,5,0,NA,NA
12085,6,0,NA,NA
12085,7,0,NA,NA
12085,8,0,NA,NA
12085,9,0,NA,NA
13001,1,1,52,NSS
13001,2,2,NA,NA
13001,3,2,NA,NA
13001,4,1,365,NSS
13001,5,1,365,NSS
13001,6,2,NA,NA
13001,7,2,NA,NA
13001,8,2,NA,NA
13001,9,2,NA,NA
13002,1,2,NA,NA
13002,2,2,NA,NA
13002,3,2,NA,NA
13002,4,2,NA,NA
13002,5,2,NA,NA
13002,6,2,NA,NA
13002,7,2,NA,NA
13002,8,2,NA,NA
13002,9,2,NA,NA
13003,1,1,365,1825
13003,2,2,NA,NA
13003,3,1,365,43800
13003,4,1,365,54750
13003,5,2,NA,NA
13003,6,1,365,5475
13003,7,2,NA,NA
13003,8,2,NA,NA
13003,9,2,NA,NA
13004,1,1,365,1460
13004,2,2,NA,NA
13004,3,2,NA,NA
13004,4,1,1825,182500
13004,5,2,NA,NA
13004,6,2,NA,NA
13004,7,2,NA,NA
13004,8,2,NA,NA
13004,9,2,NA,NA
13005,1,1,250,NSS
13005,2,2,NA,NA
13005,3,2,NA,NA
13005,4,1,300,NSS
13005,5,1,150,NSS
13005,6,2,NA,NA
13005,7,2,NA,NA
13005,8,2,NA,NA
13005,9,2,NA,NA
13006,1,2,NA,NA
13006,2,2,NA,NA
13006,3,2,NA,NA
13006,4,1,600,219000
13006,5,2,NA,NA
13006,6,2,NA,NA
13006,7,2,NA,NA
13006,8,2,NA,NA
13006,9,2,NA,NA
13007,1,2,NA,NA
13007,2,2,NA,NA
13007,3,1,3181,103382
13007,4,2,NA,NA
13007,5,2,NA,NA
13007,6,2,NA,NA
13007,7,2,NA,NA
13007,8,2,NA,NA
13007,9,2,NA,NA
13008,1,2,NA,NA
13008,2,2,NA,NA
13008,3,2,NA,NA
13008,4,1,2190,313170
13008,5,2,NA,NA
13008,6,2,NA,NA
13008,7,2,NA,NA
13008,8,2,NA,NA
13008,9,2,NA,NA
13009,1,1,50,250
13009,2,2,NA,NA
13009,3,2,NA,NA
13009,4,1,730,94900
13009,5,1,250,1250
13009,6,2,NA,NA
13009,7,2,NA,NA
13009,8,2,NA,NA
13009,9,2,NA,NA
13010,1,2,NA,NA
13010,2,2,NA,NA
13010,3,2,NA,NA
13010,4,1,3285,2721600
13010,5,1,1095,60480
13010,6,2,NA,NA
13010,7,2,NA,NA
13010,8,2,NA,NA
13010,9,2,NA,NA
13011,1,1,100,NSS
13011,2,2,NA,NA
13011,3,2,NA,NA
13011,4,1,365,NSS
13011,5,2,NA,NA
13011,6,2,NA,NA
13011,7,2,NA,NA
13011,8,2,NA,NA
13011,9,2,NA,NA
13012,1,1,300,900
13012,2,2,NA,NA
13012,3,1,300,45000
13012,4,1,300,60000
13012,5,2,NA,NA
13012,6,2,NA,NA
13012,7,2,NA,NA
13012,8,2,NA,NA
13012,9,2,NA,NA
13013,1,2,NA,NA
13013,2,2,NA,NA
13013,3,2,NA,NA
13013,4,1,364,109200
13013,5,1,364,29120
13013,6,2,NA,NA
13013,7,2,NA,NA
13013,8,2,NA,NA
13013,9,2,NA,NA
13014,1,1,48,96
13014,2,2,NA,NA
13014,3,2,NA,NA
13014,4,1,1008,20160
13014,5,2,NA,NA
13014,6,2,NA,NA
13014,7,2,NA,NA
13014,8,2,NA,NA
13014,9,2,NA,NA
13015,1,2,NA,NA
13015,2,2,NA,NA
13015,3,2,NA,NA
13015,4,1,1825,365000
13015,5,1,203,14210
13015,6,2,NA,NA
13015,7,2,NA,NA
13015,8,2,NA,NA
13015,9,2,NA,NA
13016,1,1,700,7700
13016,2,2,NA,NA
13016,3,2,NA,NA
13016,4,1,1050,136500
13016,5,1,800,480000
13016,6,2,NA,NA
13016,7,2,NA,NA
13016,8,2,NA,NA
13016,9,2,NA,NA
13017,1,1,179,NSS
13017,2,2,NA,NA
13017,3,2,NA,NA
13017,4,1,179,NSS
13017,5,2,NA,NA
13017,6,2,NA,NA
13017,7,2,NA,NA
13017,8,2,NA,NA
13017,9,2,NA,NA
13018,1,1,100,654265
13018,2,2,NA,NA
13018,3,2,NA,NA
13018,4,1,80,6487367
13018,5,2,NA,NA
13018,6,2,NA,NA
13018,7,2,NA,NA
13018,8,2,NA,NA
13018,9,2,NA,NA
13019,1,1,730,1095
13019,2,2,NA,NA
13019,3,2,NA,NA
13019,4,1,10220,284928
13019,5,2,NA,NA
13019,6,2,NA,NA
13019,7,2,NA,NA
13019,8,2,NA,NA
13019,9,2,NA,NA
13020,1,1,100,NSS
13020,2,2,NA,NA
13020,3,1,678,NSS
13020,4,1,1357,NSS
13020,5,1,487,NSS
13020,6,2,NA,NA
13020,7,2,NA,NA
13020,8,2,NA,NA
13020,9,2,NA,NA
13021,1,1,122,50
13021,2,2,NA,NA
13021,3,2,NA,NA
13021,4,1,300,280
13021,5,1,100,80
13021,6,2,NA,NA
13021,7,2,NA,NA
13021,8,2,NA,NA
13021,9,2,NA,NA
13022,1,2,NA,NA
13022,2,2,NA,NA
13022,3,2,NA,NA
13022,4,1,NSS,NSS
13022,5,2,NA,NA
13022,6,2,NA,NA
13022,7,2,NA,NA
13022,8,2,NA,NA
13022,9,2,NA,NA
13023,1,2,NA,NA
13023,2,2,NA,NA
13023,3,1,365,43800
13023,4,2,NA,NA
13023,5,1,365,22500
13023,6,2,NA,NA
13023,7,2,NA,NA
13023,8,2,NA,NA
13023,9,2,NA,NA
13024,1,1,365,3650
13024,2,2,NA,NA
13024,3,2,NA,NA
13024,4,1,365,36500
13024,5,1,100,3000
13024,6,2,NA,NA
13024,7,2,NA,NA
13024,8,2,NA,NA
13024,9,2,NA,NA
13025,1,1,100,50
13025,2,2,NA,NA
13025,3,1,288,2304
13025,4,1,324,2592
13025,5,2,NA,NA
13025,6,2,NA,NA
13025,7,2,NA,NA
13025,8,2,NA,NA
13025,9,2,NA,NA
13026,1,2,NA,NA
13026,2,2,NA,NA
13026,3,2,NA,NA
13026,4,1,52,1560
13026,5,1,3,45
13026,6,2,NA,NA
13026,7,2,NA,NA
13026,8,2,NA,NA
13026,9,2,NA,NA
13027,1,1,276,1104
13027,2,2,NA,NA
13027,3,2,NA,NA
13027,4,1,318,4770
13027,5,1,318,4770
13027,6,2,NA,NA
13027,7,2,NA,NA
13027,8,2,NA,NA
13027,9,2,NA,NA
13028,1,1,365,5000
13028,2,2,NA,NA
13028,3,1,365,12000
13028,4,1,365,20000
13028,5,1,365,15000
13028,6,2,NA,NA
13028,7,2,NA,NA
13028,8,2,NA,NA
13028,9,2,NA,NA
13029,1,1,NSS,NSS
13029,2,2,NA,NA
13029,3,1,NSS,NSS
13029,4,1,NSS,NSS
13029,5,1,NSS,NSS
13029,6,2,NA,NA
13029,7,2,NA,NA
13029,8,2,NA,NA
13029,9,2,NA,NA
13030,1,2,NA,NA
13030,2,2,NA,NA
13030,3,2,NA,NA
13030,4,1,6570,65700
13030,5,1,1460,14600
13030,6,2,NA,NA
13030,7,2,NA,NA
13030,8,2,NA,NA
13030,9,2,NA,NA
13031,1,2,NA,NA
13031,2,2,NA,NA
13031,3,2,NA,NA
13031,4,1,1200,NSS
13031,5,1,90,NSS
13031,6,2,NA,NA
13031,7,2,NA,NA
13031,8,2,NA,NA
13031,9,2,NA,NA
13032,1,2,NA,NA
13032,2,2,NA,NA
13032,3,2,NA,NA
13032,4,1,1,30
13032,5,2,NA,NA
13032,6,2,NA,NA
13032,7,2,NA,NA
13032,8,2,NA,NA
13032,9,2,NA,NA
13033,1,2,NA,NA
13033,2,2,NA,NA
13033,3,2,NA,NA
13033,4,1,365,14600
13033,5,2,NA,NA
13033,6,2,NA,NA
13033,7,2,NA,NA
13033,8,2,NA,NA
13033,9,2,NA,NA
13034,1,1,365,2920
13034,2,2,NA,NA
13034,3,2,NA,NA
13034,4,1,365,246900
13034,5,1,365,35360
13034,6,2,NA,NA
13034,7,2,NA,NA
13034,8,2,NA,NA
13034,9,2,NA,NA
13035,1,2,NA,NA
13035,2,2,NA,NA
13035,3,2,NA,NA
13035,4,1,730,87600
13035,5,1,60,600
13035,6,2,NA,NA
13035,7,2,NA,NA
13035,8,2,NA,NA
13035,9,2,NA,NA
13036,1,1,15,NSS
13036,2,2,NA,NA
13036,3,2,NA,NA
13036,4,1,250,NSS
13036,5,1,35,1200
13036,6,2,NA,NA
13036,7,2,NA,NA
13036,8,2,NA,NA
13036,9,2,NA,NA
13037,1,1,30,NSS
13037,2,2,NA,NA
13037,3,2,NA,NA
13037,4,1,350,NSS
13037,5,1,300,NSS
13037,6,2,NA,NA
13037,7,2,NA,NA
13037,8,2,NA,NA
13037,9,2,NA,NA
13038,1,2,NA,NA
13038,2,2,NA,NA
13038,3,2,NA,NA
13038,4,1,180,2400
13038,5,2,NA,NA
13038,6,2,NA,NA
13038,7,2,NA,NA
13038,8,2,NA,NA
13038,9,2,NA,NA
13039,1,1,400,1600
13039,2,2,NA,NA
13039,3,1,736,7360
13039,4,1,1095,10950
13039,5,2,NA,NA
13039,6,2,NA,NA
13039,7,2,NA,NA
13039,8,2,NA,NA
13039,9,2,NA,NA
13040,1,1,25,30
13040,2,2,NA,NA
13040,3,2,NA,NA
13040,4,1,1095,45000
13040,5,2,NA,NA
13040,6,2,NA,NA
13040,7,2,NA,NA
13040,8,2,NA,NA
13040,9,2,NA,NA
13041,1,9,NSS,NSS
13041,2,9,NSS,NSS
13041,3,9,NSS,NSS
13041,4,9,NSS,NSS
13041,5,9,NSS,NSS
13041,6,9,NSS,NSS
13041,7,9,NSS,NSS
13041,8,9,NSS,NSS
13041,9,9,NSS,NSS
13042,1,1,365,1800
13042,2,2,NA,NA
13042,3,1,365,2000
13042,4,1,365,90000
13042,5,1,365,21800
13042,6,2,NA,NA
13042,7,2,NA,NA
13042,8,2,NA,NA
13042,9,2,NA,NA
13043,1,9,NSS,NSS
13043,2,2,NA,NA
13043,3,1,365,29930
13043,4,2,NA,NA
13043,5,2,NA,NA
13043,6,2,NA,NA
13043,7,2,NA,NA
13043,8,2,NA,NA
13043,9,2,NA,NA
13044,1,2,NA,NA
13044,2,2,NA,NA
13044,3,1,1460,104753
13044,4,2,NA,NA
13044,5,2,NA,NA
13044,6,2,NA,NA
13044,7,2,NA,NA
13044,8,2,NA,NA
13044,9,2,NA,NA
13045,1,1,NSS,NSS
13045,2,2,NA,NA
13045,3,1,NSS,NSS
13045,4,1,NSS,NSS
13045,5,2,NA,NA
13045,6,2,NA,NA
13045,7,2,NA,NA
13045,8,2,NA,NA
13045,9,2,NA,NA
13046,1,1,6,72
13046,2,2,NA,NA
13046,3,2,NA,NA
13046,4,1,1095,164250
13046,5,1,1825,273750
13046,6,2,NA,NA
13046,7,2,NA,NA
13046,8,2,NA,NA
13046,9,2,NA,NA
13047,1,1,5,15
13047,2,2,NA,NA
13047,3,2,NA,NA
13047,4,1,369,68580
13047,5,2,NA,NA
13047,6,2,NA,NA
13047,7,2,NA,NA
13047,8,2,NA,NA
13047,9,2,NA,NA
13048,1,1,30,30
13048,2,2,NA,NA
13048,3,1,365,916250
13048,4,1,365,958125
13048,5,1,365,702000
13048,6,1,2555,NSS
13048,7,2,NA,NA
13048,8,1,10,150
13048,9,2,NA,NA
13049,1,1,365,5
13049,2,2,NA,NA
13049,3,2,NA,NA
13049,4,1,250,10
13049,5,2,NA,NA
13049,6,2,NA,NA
13049,7,2,NA,NA
13049,8,2,NA,NA
13049,9,2,NA,NA
13050,1,1,NSS,NSS
13050,2,2,NA,NA
13050,3,1,NSS,NSS
13050,4,1,NSS,NSS
13050,5,1,NSS,NSS
13050,6,2,NA,NA
13050,7,2,NA,NA
13050,8,2,NA,NA
13050,9,2,NA,NA
13051,1,1,2091,NSS
13051,2,2,NA,NA
13051,3,2,NA,NA
13051,4,1,4086,NSS
13051,5,2,NA,NA
13051,6,2,NA,NA
13051,7,2,NA,NA
13051,8,2,NA,NA
13051,9,2,NA,NA
13052,1,1,365,182.5
13052,2,2,NA,NA
13052,3,2,NA,NA
13052,4,1,365,73000
13052,5,2,NA,NA
13052,6,2,NA,NA
13052,7,2,NA,NA
13052,8,2,NA,NA
13052,9,2,NA,NA
13053,1,1,365,1100
13053,2,2,NA,NA
13053,3,2,NA,NA
13053,4,1,365,29200
13053,5,1,365,35000
13053,6,2,NA,NA
13053,7,2,NA,NA
13053,8,2,NA,NA
