ubicageo_f,tipatrul_c,rnsnni1,totalca1,totalca2
30070,1,2,NA,NA
30070,2,2,NA,NA
30070,3,2,NA,NA
30070,4,1,760,36500
30070,5,2,NA,NA
30070,6,2,NA,NA
30070,7,2,NA,NA
30070,8,2,NA,NA
30070,9,2,NA,NA
30071,1,1,7,21
30071,2,2,NA,NA
30071,3,2,NA,NA
30071,4,1,365,41000
30071,5,1,270,9418.1
30071,6,2,NA,NA
30071,7,2,NA,NA
30071,8,2,NA,NA
30071,9,2,NA,NA
30072,1,1,100,300
30072,2,2,NA,NA
30072,3,2,NA,NA
30072,4,1,500,20000
30072,5,2,NA,NA
30072,6,2,NA,NA
30072,7,2,NA,NA
30072,8,2,NA,NA
30072,9,2,NA,NA
30073,1,9,NSS,NSS
30073,2,2,NA,NA
30073,3,2,NA,NA
30073,4,9,NSS,NSS
30073,5,2,NA,NA
30073,6,2,NA,NA
30073,7,2,NA,NA
30073,8,2,NA,NA
30073,9,2,NA,NA
30074,1,9,NSS,NSS
30074,2,9,NSS,NSS
30074,3,9,NSS,NSS
30074,4,9,NSS,NSS
30074,5,9,NSS,NSS
30074,6,9,NSS,NSS
30074,7,9,NSS,NSS
30074,8,9,NSS,NSS
30074,9,9,NSS,NSS
30075,1,9,NSS,NSS
30075,2,9,NSS,NSS
30075,3,9,NSS,NSS
30075,4,9,NSS,NSS
30075,5,9,NSS,NSS
30075,6,9,NSS,NSS
30075,7,9,NSS,NSS
30075,8,9,NSS,NSS
30075,9,9,NSS,NSS
30076,1,2,NA,NA
30076,2,2,NA,NA
30076,3,2,NA,NA
30076,4,1,243,21870
30076,5,2,NA,NA
30076,6,2,NA,NA
30076,7,2,NA,NA
30076,8,2,NA,NA
30076,9,2,NA,NA
30077,1,1,300,2400
30077,2,2,NA,NA
30077,3,2,NA,NA
30077,4,1,400,120000
30077,5,1,200,60000
30077,6,2,NA,NA
30077,7,2,NA,NA
30077,8,2,NA,NA
30077,9,2,NA,NA
30078,1,1,52,120
30078,2,2,NA,NA
30078,3,2,NA,NA
30078,4,1,262,5340
30078,5,1,36,432
30078,6,2,NA,NA
30078,7,2,NA,NA
30078,8,2,NA,NA
30078,9,2,NA,NA
30079,1,1,100,300
30079,2,2,NA,NA
30079,3,2,NA,NA
30079,4,1,405,28350
30079,5,2,NA,NA
30079,6,2,NA,NA
30079,7,2,NA,NA
30079,8,2,NA,NA
30079,9,2,NA,NA
30080,1,2,NA,NA
30080,2,2,NA,NA
30080,3,2,NA,NA
30080,4,1,365,29200
30080,5,2,NA,NA
30080,6,2,NA,NA
30080,7,2,NA,NA
30080,8,2,NA,NA
30080,9,2,NA,NA
30081,1,2,NA,NA
30081,2,2,NA,NA
30081,3,2,NA,NA
30081,4,1,6,90
30081,5,2,NA,NA
30081,6,2,NA,NA
30081,7,2,NA,NA
30081,8,2,NA,NA
30081,9,2,NA,NA
30082,1,9,NSS,NSS
30082,2,9,NSS,NSS
30082,3,9,NSS,NSS
30082,4,9,NSS,NSS
30082,5,9,NSS,NSS
30082,6,9,NSS,NSS
30082,7,9,NSS,NSS
30082,8,9,NSS,NSS
30082,9,9,NSS,NSS
30083,1,2,NA,NA
30083,2,2,NA,NA
30083,3,1,516,35519
30083,4,2,NA,NA
30083,5,1,30,300
30083,6,2,NA,NA
30083,7,2,NA,NA
30083,8,2,NA,NA
30083,9,2,NA,NA
30084,1,2,NA,NA
30084,2,2,NA,NA
30084,3,2,NA,NA
30084,4,1,1,150
30084,5,2,NA,NA
30084,6,2,NA,NA
30084,7,2,NA,NA
30084,8,2,NA,NA
30084,9,2,NA,NA
30085,1,2,NA,NA
30085,2,2,NA,NA
30085,3,1,1460,219000
30085,4,1,2190,481800
30085,5,2,NA,NA
30085,6,2,NA,NA
30085,7,2,NA,NA
30085,8,2,NA,NA
30085,9,2,NA,NA
30086,1,1,365,7300
30086,2,2,NA,NA
30086,3,2,NA,NA
30086,4,1,2190,394200
30086,5,2,NA,NA
30086,6,2,NA,NA
30086,7,2,NA,NA
30086,8,2,NA,NA
30086,9,2,NA,NA
30087,1,1,104173,1041730
30087,2,2,NA,NA
30087,3,1,8,56
30087,4,1,95043,2851290
30087,5,1,378,7560
30087,6,2,NA,NA
30087,7,2,NA,NA
30087,8,2,NA,NA
30087,9,2,NA,NA
30088,1,2,NA,NA
30088,2,2,NA,NA
30088,3,2,NA,NA
30088,4,1,1460,30660
30088,5,2,NA,NA
30088,6,2,NA,NA
30088,7,2,NA,NA
30088,8,2,NA,NA
30088,9,2,NA,NA
30089,1,1,365,220
30089,2,2,NA,NA
30089,3,2,NA,NA
30089,4,1,365,36500
30089,5,1,365,1000
30089,6,2,NA,NA
30089,7,2,NA,NA
30089,8,2,NA,NA
30089,9,2,NA,NA
30090,1,2,NA,NA
30090,2,2,NA,NA
30090,3,2,NA,NA
30090,4,1,365,15600
30090,5,2,NA,NA
30090,6,2,NA,NA
30090,7,2,NA,NA
30090,8,2,NA,NA
30090,9,2,NA,NA
30091,1,2,NA,NA
30091,2,2,NA,NA
30091,3,2,NA,NA
30091,4,1,365,5000
30091,5,1,365,1000
30091,6,2,NA,NA
30091,7,2,NA,NA
30091,8,2,NA,NA
30091,9,2,NA,NA
30092,1,9,NSS,NSS
30092,2,9,NSS,NSS
30092,3,9,NSS,NSS
30092,4,9,NSS,NSS
30092,5,9,NSS,NSS
30092,6,9,NSS,NSS
30092,7,9,NSS,NSS
30092,8,9,NSS,NSS
30092,9,9,NSS,NSS
30093,1,9,NSS,NSS
30093,2,9,NSS,NSS
30093,3,9,NSS,NSS
30093,4,9,NSS,NSS
30093,5,9,NSS,NSS
30093,6,9,NSS,NSS
30093,7,9,NSS,NSS
30093,8,9,NSS,NSS
30093,9,9,NSS,NSS
30094,1,1,700,1095
30094,2,2,NA,NA
30094,3,2,NA,NA
30094,4,1,2920,438000
30094,5,2,NA,NA
30094,6,2,NA,NA
30094,7,2,NA,NA
30094,8,2,NA,NA
30094,9,2,NA,NA
30095,1,1,300,1200
30095,2,2,NA,NA
30095,3,2,NA,NA
30095,4,1,500,100000
30095,5,2,NA,NA
30095,6,2,NA,NA
30095,7,2,NA,NA
30095,8,2,NA,NA
30095,9,2,NA,NA
30096,1,2,NA,NA
30096,2,2,NA,NA
30096,3,2,NA,NA
30096,4,1,730,3600
30096,5,2,NA,NA
30096,6,2,NA,NA
30096,7,2,NA,NA
30096,8,2,NA,NA
30096,9,2,NA,NA
30097,1,1,300,1200
30097,2,2,NA,NA
30097,3,2,NA,NA
30097,4,1,365,40501
30097,5,1,240,22680
30097,6,2,NA,NA
30097,7,2,NA,NA
30097,8,2,NA,NA
30097,9,2,NA,NA
30098,1,1,365,730
30098,2,2,NA,NA
30098,3,2,NA,NA
30098,4,1,2920,87600
30098,5,1,2190,131400
30098,6,2,NA,NA
30098,7,2,NA,NA
30098,8,2,NA,NA
30098,9,2,NA,NA
30099,1,9,NSS,NSS
30099,2,9,NSS,NSS
30099,3,9,NSS,NSS
30099,4,9,NSS,NSS
30099,5,9,NSS,NSS
30099,6,9,NSS,NSS
30099,7,9,NSS,NSS
30099,8,9,NSS,NSS
30099,9,9,NSS,NSS
30100,1,1,30,NSS
30100,2,2,NA,NA
30100,3,2,NA,NA
30100,4,1,250,NSS
30100,5,1,125,NSS
30100,6,2,NA,NA
30100,7,2,NA,NA
30100,8,2,NA,NA
30100,9,2,NA,NA
30101,1,2,NA,NA
30101,2,2,NA,NA
30101,3,2,NA,NA
30101,4,2,NA,NA
30101,5,2,NA,NA
30101,6,2,NA,NA
30101,7,2,NA,NA
30101,8,2,NA,NA
30101,9,2,NA,NA
30102,1,2,NA,NA
30102,2,2,NA,NA
30102,3,1,1038,54780
30102,4,2,NA,NA
30102,5,1,110,73000
30102,6,2,NA,NA
30102,7,2,NA,NA
30102,8,2,NA,NA
30102,9,2,NA,NA
30103,1,1,489,254
30103,2,2,NA,NA
30103,3,2,NA,NA
30103,4,1,694,1259
30103,5,2,NA,NA
30103,6,2,NA,NA
30103,7,2,NA,NA
30103,8,2,NA,NA
30103,9,2,NA,NA
30104,1,2,NA,NA
30104,2,2,NA,NA
30104,3,2,NA,NA
30104,4,1,309,NSS
30104,5,2,NA,NA
30104,6,2,NA,NA
30104,7,2,NA,NA
30104,8,2,NA,NA
30104,9,2,NA,NA
30105,1,9,NSS,NSS
30105,2,9,NSS,NSS
30105,3,9,NSS,NSS
30105,4,9,NSS,NSS
30105,5,9,NSS,NSS
30105,6,9,NSS,NSS
30105,7,9,NSS,NSS
30105,8,9,NSS,NSS
30105,9,9,NSS,NSS
30106,1,2,NA,NA
30106,2,2,NA,NA
30106,3,2,NA,NA
30106,4,1,1095,5475
30106,5,2,NA,NA
30106,6,2,NA,NA
30106,7,2,NA,NA
30106,8,2,NA,NA
30106,9,2,NA,NA
30107,1,1,700,180
30107,2,2,NA,NA
30107,3,2,NA,NA
30107,4,2,NA,NA
30107,5,2,NA,NA
30107,6,2,NA,NA
30107,7,2,NA,NA
30107,8,2,NA,NA
30107,9,2,NA,NA
30108,1,1,365,365000
30108,2,2,NA,NA
30108,3,2,NA,NA
30108,4,1,365,730000
30108,5,1,365,365000
30108,6,2,NA,NA
30108,7,2,NA,NA
30108,8,2,NA,NA
30108,9,2,NA,NA
30109,1,1,365,14560
30109,2,2,NA,NA
30109,3,2,NA,NA
30109,4,1,365,61685
30109,5,1,365,25550
30109,6,2,NA,NA
30109,7,2,NA,NA
30109,8,2,NA,NA
30109,9,2,NA,NA
30110,1,1,24,144
30110,2,2,NA,NA
30110,3,2,NA,NA
30110,4,1,365,10000
30110,5,1,300,9000
30110,6,2,NA,NA
30110,7,2,NA,NA
30110,8,2,NA,NA
30110,9,2,NA,NA
30111,1,2,NA,NA
30111,2,2,NA,NA
30111,3,2,NA,NA
30111,4,1,1460,100000
30111,5,2,NA,NA
30111,6,2,NA,NA
30111,7,2,NA,NA
30111,8,2,NA,NA
30111,9,2,NA,NA
30112,1,2,NA,NA
30112,2,2,NA,NA
30112,3,2,NA,NA
30112,4,1,730,43800
30112,5,2,NA,NA
30112,6,2,NA,NA
30112,7,2,NA,NA
30112,8,2,NA,NA
30112,9,2,NA,NA
30113,1,2,NA,NA
30113,2,2,NA,NA
30113,3,2,NA,NA
30113,4,1,365,10800
30113,5,1,665,17400
30113,6,9,NSS,NSS
30113,7,2,NA,NA
30113,8,2,NA,NA
30113,9,9,NSS,NSS
30114,1,2,NA,NA
30114,2,2,NA,NA
30114,3,2,NA,NA
30114,4,1,1095,7843
30114,5,2,NA,NA
30114,6,2,NA,NA
30114,7,2,NA,NA
30114,8,2,NA,NA
30114,9,2,NA,NA
30115,1,9,NSS,NSS
30115,2,9,NSS,NSS
30115,3,9,NSS,NSS
30115,4,9,NSS,NSS
30115,5,9,NSS,NSS
30115,6,9,NSS,NSS
30115,7,9,NSS,NSS
30115,8,9,NSS,NSS
30115,9,9,NSS,NSS
30116,1,1,1,1
30116,2,2,NA,NA
30116,3,2,NA,NA
30116,4,1,650,28835
30116,5,2,NA,NA
30116,6,2,NA,NA
30116,7,2,NA,NA
30116,8,2,NA,NA
30116,9,2,NA,NA
30117,1,2,NA,NA
30117,2,2,NA,NA
30117,3,2,NA,NA
30117,4,1,374,59840
30117,5,1,187,26180
30117,6,2,NA,NA
30117,7,2,NA,NA
30117,8,2,NA,NA
30117,9,2,NA,NA
30118,1,1,3690,7380
30118,2,2,NA,NA
30118,3,1,9125,3193750
30118,4,1,19345,6770750
30118,5,1,6570,1314000
30118,6,1,735,13140
30118,7,2,NA,NA
30118,8,2,NA,NA
30118,9,2,NA,NA
30119,1,9,NSS,NSS
30119,2,9,NSS,NSS
30119,3,9,NSS,NSS
30119,4,9,NSS,NSS
30119,5,9,NSS,NSS
30119,6,9,NSS,NSS
30119,7,9,NSS,NSS
30119,8,9,NSS,NSS
30119,9,9,NSS,NSS
30120,1,1,365,730
30120,2,2,NA,NA
30120,3,2,NA,NA
30120,4,1,1460,36500
30120,5,1,720,21600
30120,6,2,NA,NA
30120,7,2,NA,NA
30120,8,2,NA,NA
30120,9,2,NA,NA
30121,1,1,90,630
30121,2,2,NA,NA
30121,3,2,NA,NA
30121,4,1,730,36500
30121,5,2,NA,NA
30121,6,2,NA,NA
30121,7,2,NA,NA
30121,8,2,NA,NA
30121,9,2,NA,NA
30122,1,1,10,NSS
30122,2,2,NA,NA
30122,3,2,NA,NA
30122,4,1,365,400
30122,5,2,NA,NA
30122,6,2,NA,NA
30122,7,2,NA,NA
30122,8,2,NA,NA
30122,9,2,NA,NA
30123,1,1,39,273
30123,2,2,NA,NA
30123,3,2,NA,NA
30123,4,1,780,156000
30123,5,2,NA,NA
30123,6,2,NA,NA
30123,7,2,NA,NA
30123,8,2,NA,NA
30123,9,2,NA,NA
30124,1,2,NA,NA
30124,2,2,NA,NA
30124,3,2,NA,NA
30124,4,1,98500,886500
30124,5,2,NA,NA
30124,6,2,NA,NA
30124,7,2,NA,NA
30124,8,2,NA,NA
30124,9,2,NA,NA
30125,1,9,NSS,NSS
30125,2,9,NSS,NSS
30125,3,9,NSS,NSS
30125,4,9,NSS,NSS
30125,5,9,NSS,NSS
30125,6,9,NSS,NSS
30125,7,9,NSS,NSS
30125,8,9,NSS,NSS
30125,9,9,NSS,NSS
30126,1,1,300,NSS
30126,2,2,NA,NA
30126,3,2,NA,NA
30126,4,1,365,NSS
30126,5,1,365,NSS
30126,6,2,NA,NA
30126,7,2,NA,NA
30126,8,2,NA,NA
30126,9,2,NA,NA
30127,1,1,365,10
30127,2,2,NA,NA
30127,3,2,NA,NA
30127,4,1,365,101798.5
30127,5,1,60,10800
30127,6,2,NA,NA
30127,7,2,NA,NA
30127,8,2,NA,NA
30127,9,2,NA,NA
30128,1,1,365,1825
30128,2,2,NA,NA
30128,3,1,730,255500
30128,4,1,1460,511000
30128,5,1,1095,383250
30128,6,2,NA,NA
30128,7,2,NA,NA
30128,8,2,NA,NA
30128,9,2,NA,NA
30129,1,1,52,208
30129,2,2,NA,NA
30129,3,2,NA,NA
30129,4,1,365,63875
30129,5,2,NA,NA
30129,6,2,NA,NA
30129,7,2,NA,NA
30129,8,2,NA,NA
30129,9,2,NA,NA
30130,1,2,NA,NA
30130,2,2,NA,NA
30130,3,2,NA,NA
30130,4,1,1008,150000
30130,5,2,NA,NA
30130,6,2,NA,NA
30130,7,2,NA,NA
30130,8,2,NA,NA
30130,9,2,NA,NA
30131,1,1,1825,NSS
30131,2,2,NA,NA
30131,3,1,1460,NSS
30131,4,1,5110,NSS
30131,5,1,5475,NSS
30131,6,2,NA,NA
30131,7,2,NA,NA
30131,8,2,NA,NA
30131,9,2,NA,NA
30132,1,2,NA,NA
30132,2,2,NA,NA
30132,3,2,NA,NA
30132,4,1,850,251850
30132,5,1,2100,7300
30132,6,2,NA,NA
30132,7,2,NA,NA
30132,8,2,NA,NA
30132,9,2,NA,NA
30133,1,2,NA,NA
30133,2,2,NA,NA
30133,3,2,NA,NA
30133,4,1,365,109500
30133,5,2,NA,NA
30133,6,2,NA,NA
30133,7,2,NA,NA
30133,8,2,NA,NA
30133,9,2,NA,NA
30134,1,1,5,5
30134,2,2,NA,NA
30134,3,1,365,31668
30134,4,1,365,44016
30134,5,2,NA,NA
30134,6,2,NA,NA
30134,7,2,NA,NA
30134,8,2,NA,NA
30134,9,2,NA,NA
30135,1,2,NA,NA
30135,2,2,NA,NA
30135,3,2,NA,NA
30135,4,1,1095,262800
30135,5,1,730,175200
30135,6,2,NA,NA
30135,7,2,NA,NA
30135,8,2,NA,NA
30135,9,2,NA,NA
30136,1,1,830,1460
30136,2,2,NA,NA
30136,3,2,NA,NA
30136,4,1,830,16060
30136,5,1,830,15075
30136,6,2,NA,NA
30136,7,2,NA,NA
30136,8,2,NA,NA
30136,9,2,NA,NA
30137,1,1,365,NSS
30137,2,2,NA,NA
30137,3,2,NA,NA
30137,4,1,365,NSS
30137,5,1,365,NSS
30137,6,2,NA,NA
30137,7,2,NA,NA
30137,8,2,NA,NA
30137,9,2,NA,NA
30138,1,9,NSS,NSS
30138,2,9,NSS,NSS
30138,3,9,NSS,NSS
30138,4,9,NSS,NSS
30138,5,9,NSS,NSS
30138,6,9,NSS,NSS
30138,7,9,NSS,NSS
30138,8,9,NSS,NSS
30138,9,9,NSS,NSS
30139,1,1,200,3000
30139,2,2,NA,NA
30139,3,2,NA,NA
30139,4,1,550,7000
30139,5,2,NA,NA
30139,6,2,NA,NA
30139,7,2,NA,NA
30139,8,2,NA,NA
30139,9,2,NA,NA
30140,1,1,365,365
30140,2,2,NA,NA
30140,3,1,365,18250
30140,4,1,365,29200
30140,5,1,365,29200
30140,6,2,NA,NA
30140,7,2,NA,NA
30140,8,2,NA,NA
30140,9,2,NA,NA
30141,1,1,200,45000
30141,2,2,NA,NA
30141,3,2,NA,NA
30141,4,1,365,221591
30141,5,1,365,90000
30141,6,2,NA,NA
30141,7,2,NA,NA
30141,8,2,NA,NA
30141,9,2,NA,NA
30142,1,2,NA,NA
30142,2,2,NA,NA
30142,3,2,NA,NA
30142,4,2,NA,NA
30142,5,2,NA,NA
30142,6,2,NA,NA
30142,7,2,NA,NA
30142,8,2,NA,NA
30142,9,2,NA,NA
30143,1,2,NA,NA
30143,2,2,NA,NA
30143,3,1,365,74500
30143,4,1,365,76200
30143,5,2,NA,NA
30143,6,2,NA,NA
30143,7,2,NA,NA
30143,8,2,NA,NA
30143,9,2,NA,NA
30144,1,9,NSS,NSS
30144,2,9,NSS,NSS
30144,3,9,NSS,NSS
30144,4,9,NSS,NSS
30144,5,9,NSS,NSS
30144,6,9,NSS,NSS
30144,7,9,NSS,NSS
30144,8,9,NSS,NSS
30144,9,9,NSS,NSS
30145,1,2,NA,NA
30145,2,2,NA,NA
30145,3,2,NA,NA
30145,4,1,1080,43800
30145,5,1,1080,36500
30145,6,2,NA,NA
30145,7,2,NA,NA
30145,8,2,NA,NA
30145,9,2,NA,NA
30146,1,1,1460,5840
30146,2,2,NA,NA
30146,3,2,NA,NA
30146,4,1,832,16640
30146,5,2,NA,NA
30146,6,2,NA,NA
30146,7,2,NA,NA
30146,8,2,NA,NA
30146,9,2,NA,NA
30147,1,9,NSS,NSS
30147,2,9,NSS,NSS
30147,3,9,NSS,NSS
30147,4,9,NSS,NSS
30147,5,9,NSS,NSS
30147,6,9,NSS,NSS
30147,7,9,NSS,NSS
30147,8,9,NSS,NSS
30147,9,9,NSS,NSS
30148,1,1,250,250000
30148,2,2,NA,NA
30148,3,2,NA,NA
30148,4,1,1095,580
30148,5,1,384,300
30148,6,2,NA,NA
30148,7,2,NA,NA
30148,8,2,NA,NA
30148,9,2,NA,NA
30149,1,1,2,4
30149,2,2,NA,NA
30149,3,2,NA,NA
30149,4,1,450,NSS
30149,5,2,NA,NA
30149,6,2,NA,NA
30149,7,2,NA,NA
30149,8,2,NA,NA
30149,9,2,NA,NA
30150,1,2,NA,NA
30150,2,2,NA,NA
30150,3,2,NA,NA
30150,4,1,365,2190
30150,5,2,NA,NA
30150,6,2,NA,NA
30150,7,2,NA,NA
30150,8,2,NA,NA
30150,9,2,NA,NA
30151,1,1,128,12800
30151,2,2,NA,NA
30151,3,2,NA,NA
30151,4,1,356,3560
30151,5,2,NA,NA
30151,6,2,NA,NA
30151,7,2,NA,NA
30151,8,2,NA,NA
30151,9,2,NA,NA
30152,1,2,NA,NA
30152,2,2,NA,NA
30152,3,2,NA,NA
30152,4,1,700,40000
30152,5,1,365,15000
30152,6,2,NA,NA
30152,7,2,NA,NA
30152,8,2,NA,NA
30152,9,2,NA,NA
30153,1,1,120,1800
30153,2,2,NA,NA
30153,3,2,NA,NA
30153,4,1,240,240000
30153,5,1,288,10080
30153,6,2,NA,NA
30153,7,2,NA,NA
30153,8,2,NA,NA
30153,9,2,NA,NA
30154,1,1,365,3285
30154,2,2,NA,NA
30154,3,2,NA,NA
30154,4,1,365,54750
30154,5,2,NA,NA
30154,6,2,NA,NA
30154,7,2,NA,NA
30154,8,2,NA,NA
30154,9,2,NA,NA
30155,1,2,NA,NA
30155,2,2,NA,NA
30155,3,1,NSS,NSS
30155,4,1,NSS,NSS
30155,5,1,NSS,NSS
30155,6,2,NA,NA
30155,7,2,NA,NA
30155,8,2,NA,NA
30155,9,2,NA,NA
30156,1,1,180,360
30156,2,2,NA,NA
30156,3,2,NA,NA
30156,4,1,240,1200
30156,5,1,360,1200
30156,6,2,NA,NA
30156,7,2,NA,NA
30156,8,2,NA,NA
30156,9,2,NA,NA
30157,1,2,NA,NA
30157,2,2,NA,NA
30157,3,2,NA,NA
30157,4,1,745,NSS
30157,5,1,343,NSS
30157,6,2,NA,NA
30157,7,2,NA,NA
30157,8,2,NA,NA
30157,9,2,NA,NA
30158,1,9,NSS,NSS
30158,2,2,NA,NA
30158,3,2,NA,NA
30158,4,9,NSS,NSS
30158,5,9,NSS,NSS
30158,6,2,NA,NA
30158,7,2,NA,NA
30158,8,2,NA,NA
30158,9,2,NA,NA
30159,1,1,480,288
30159,2,2,NA,NA
30159,3,2,NA,NA
30159,4,1,400,4800
30159,5,1,200,2000
30159,6,2,NA,NA
30159,7,2,NA,NA
30159,8,2,NA,NA
30159,9,2,NA,NA
30160,1,2,NA,NA
30160,2,2,NA,NA
30160,3,1,365,262800
30160,4,1,365,80300
30160,5,2,NA,NA
30160,6,2,NA,NA
30160,7,2,NA,NA
30160,8,2,NA,NA
30160,9,2,NA,NA
30161,1,1,104,832
30161,2,2,NA,NA
30161,3,2,NA,NA
30161,4,1,1095,197100
30161,5,2,NA,NA
30161,6,2,NA,NA
30161,7,2,NA,NA
30161,8,2,NA,NA
30161,9,2,NA,NA
30162,1,1,20,2
30162,2,2,NA,NA
30162,3,1,52,36960
30162,4,2,NA,NA
30162,5,2,NA,NA
30162,6,2,NA,NA
30162,7,2,NA,NA
30162,8,2,NA,NA
30162,9,2,NA,NA
30163,1,1,15,30
30163,2,2,NA,NA
30163,3,2,NA,NA
30163,4,1,1095,26280
30163,5,2,NA,NA
30163,6,2,NA,NA
30163,7,2,NA,NA
30163,8,2,NA,NA
30163,9,2,NA,NA
30164,1,1,NSS,NSS
30164,2,2,NA,NA
30164,3,2,NA,NA
30164,4,1,1095,77000
30164,5,2,NA,NA
30164,6,2,NA,NA
30164,7,2,NA,NA
30164,8,2,NA,NA
30164,9,2,NA,NA
30165,1,2,NA,NA
30165,2,2,NA,NA
30165,3,2,NA,NA
30165,4,1,365,32240
30165,5,2,NA,NA
30165,6,2,NA,NA
30165,7,2,NA,NA
30165,8,2,NA,NA
30165,9,2,NA,NA
30166,1,2,NA,NA
30166,2,2,NA,NA
30166,3,2,NA,NA
30166,4,1,3650,182500
30166,5,2,NA,NA
30166,6,2,NA,NA
30166,7,2,NA,NA
30166,8,2,NA,NA
30166,9,2,NA,NA
30167,1,1,48,48
30167,2,2,NA,NA
30167,3,1,365,12436
30167,4,2,NA,NA
30167,5,2,NA,NA
30167,6,2,NA,NA
30167,7,2,NA,NA
30167,8,2,NA,NA
30167,9,2,NA,NA
30168,1,1,360,1080
30168,2,2,NA,NA
30168,3,2,NA,NA
30168,4,1,360,21600
30168,5,1,360,14400
30168,6,2,NA,NA
30168,7,2,NA,NA
30168,8,2,NA,NA
30168,9,2,NA,NA
30169,1,2,NA,NA
30169,2,2,NA,NA
30169,3,2,NA,NA
30169,4,2,NA,NA
30169,5,2,NA,NA
30169,6,2,NA,NA
30169,7,2,NA,NA
30169,8,2,NA,NA
30169,9,2,NA,NA
30170,1,2,NA,NA
30170,2,2,NA,NA
30170,3,2,NA,NA
30170,4,1,25,2025
30170,5,2,NA,NA
30170,6,2,NA,NA
30170,7,2,NA,NA
30170,8,2,NA,NA
30170,9,2,NA,NA
30171,1,1,50,2000
30171,2,9,NSS,NSS
30171,3,1,20,5000
30171,4,2,NA,NA
30171,5,2,NA,NA
30171,6,2,NA,NA
30171,7,2,NA,NA
30171,8,2,NA,NA
30171,9,2,NA,NA
30172,1,1,600,730
30172,2,2,NA,NA
30172,3,2,NA,NA
30172,4,1,720,10950
30172,5,2,NA,NA
30172,6,2,NA,NA
30172,7,2,NA,NA
30172,8,2,NA,NA
30172,9,2,NA,NA
30173,1,1,36,72
30173,2,2,NA,NA
30173,3,2,NA,NA
30173,4,1,672,10080
30173,5,2,NA,NA
30173,6,2,NA,NA
30173,7,2,NA,NA
30173,8,2,NA,NA
30173,9,2,NA,NA
30174,1,2,NA,NA
30174,2,2,NA,NA
30174,3,2,NA,NA
30174,4,1,8760,1051200
30174,5,1,730,29200
30174,6,2,NA,NA
30174,7,2,NA,NA
30174,8,2,NA,NA
30174,9,2,NA,NA
30175,1,2,NA,NA
30175,2,2,NA,NA
30175,3,2,NA,NA
30175,4,2,NA,NA
30175,5,2,NA,NA
30175,6,2,NA,NA
30175,7,2,NA,NA
30175,8,2,NA,NA
30175,9,2,NA,NA
30176,1,2,NA,NA
30176,2,2,NA,NA
30176,3,2,NA,NA
30176,4,1,350,184604
30176,5,1,330,960694
30176,6,2,NA,NA
30176,7,2,NA,NA
30176,8,2,NA,NA
30176,9,2,NA,NA
30177,1,2,NA,NA
30177,2,2,NA,NA
30177,3,2,NA,NA
30177,4,1,544,14600
30177,5,1,296,18250
30177,6,2,NA,NA
30177,7,2,NA,NA
30177,8,2,NA,NA
30177,9,2,NA,NA
30178,1,2,NA,NA
30178,2,2,NA,NA
30178,3,1,365,5475
30178,4,1,730,14600
30178,5,2,NA,NA
30178,6,2,NA,NA
30178,7,2,NA,NA
30178,8,2,NA,NA
30178,9,2,NA,NA
30179,1,1,144,48
30179,2,2,NA,NA
30179,3,2,NA,NA
30179,4,1,720,11384
30179,5,2,NA,NA
30179,6,2,NA,NA
30179,7,2,NA,NA
30179,8,2,NA,NA
30179,9,2,NA,NA
30180,1,1,37,40
30180,2,2,NA,NA
30180,3,2,NA,NA
30180,4,1,174,17400
30180,5,2,NA,NA
30180,6,2,NA,NA
30180,7,2,NA,NA
30180,8,2,NA,NA
30180,9,2,NA,NA
30181,1,2,NA,NA
30181,2,2,NA,NA
30181,3,2,NA,NA
30181,4,1,6675,8700
30181,5,2,NA,NA
30181,6,2,NA,NA
30181,7,2,NA,NA
30181,8,2,NA,NA
30181,9,2,NA,NA
30182,1,9,NSS,NSS
30182,2,9,NSS,NSS
30182,3,9,NSS,NSS
30182,4,9,NSS,NSS
30182,5,9,NSS,NSS
30182,6,9,NSS,NSS
30182,7,9,NSS,NSS
30182,8,9,NSS,NSS
30182,9,9,NSS,NSS
30183,1,1,1543,11400
30183,2,2,NA,NA
30183,3,2,NA,NA
30183,4,1,4356,75695
30183,5,2,NA,NA
30183,6,2,NA,NA
30183,7,2,NA,NA
30183,8,2,NA,NA
30183,9,2,NA,NA
30184,1,2,NA,NA
30184,2,2,NA,NA
30184,3,2,NA,NA
30184,4,1,1460,29200
30184,5,2,NA,NA
30184,6,2,NA,NA
30184,7,2,NA,NA
30184,8,2,NA,NA
30184,9,2,NA,NA
30185,1,2,NA,NA
30185,2,2,NA,NA
30185,3,2,NA,NA
30185,4,1,365,100
30185,5,1,365,100
30185,6,2,NA,NA
30185,7,9,NSS,NSS
30185,8,2,NA,NA
30185,9,9,NSS,NSS
30186,1,1,365,730
30186,2,2,NA,NA
30186,3,2,NA,NA
30186,4,1,365,3650
30186,5,1,365,3650
30186,6,2,NA,NA
30186,7,2,NA,NA
30186,8,2,NA,NA
30186,9,2,NA,NA
30187,1,2,NA,NA
30187,2,2,NA,NA
30187,3,2,NA,NA
30187,4,1,1248,2987
30187,5,2,NA,NA
30187,6,2,NA,NA
30187,7,2,NA,NA
30187,8,2,NA,NA
30187,9,2,NA,NA
30188,1,1,360,500
30188,2,2,NA,NA
30188,3,2,NA,NA
30188,4,1,5110,1691957.5
