ubicageo_f,regiadmi_g,rnspni1,anios_a,periactu_b,siregadm_b,tipers1,tipers2,tipers3,tipers4,tipers5,tipers6,tipers7,tipers8,raauto1,raauto2,raauto3,raauto4,raauto5,raauto6,raauto7,raauto8,raauto9,raauto10,raauto11,raauto12,raauto13
8025,1,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8026,1,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8027,1,1,NSS,6,1,,,,,,,,1,,,,,,,,,,,,,1
8028,1,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8029,1,1,2014,5,3,1,1,1,1,1,1,1,,,,,,1,,,,,,,,
8030,1,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8031,1,1,2019,2,1,,1,,,,,,,,,,,,,,1,,,,,
8032,1,1,2009,5,3,1,1,1,1,1,1,,,1,,,,1,,1,,,,,,
8033,1,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8034,1,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8035,1,1,NSS,2,1,1,1,1,1,1,1,1,,,,,,1,1,,,,,,,
8036,1,1,2014,5,3,1,1,1,1,1,1,,,,,,,1,,,,,,,,
8037,1,1,NSS,2,5,1,1,1,1,1,1,1,,,,,,,,1,1,1,,,,
8038,1,1,NSS,12,1,1,1,1,,,1,,,,,1,,,,,,,,,,
8039,1,1,NSS,11,4,1,1,,1,,,,,,,,,1,,,,,,,,
8040,1,1,NSS,5,3,1,1,,1,1,1,,,,,,,,,,,,,1,,
8041,1,1,2003,5,4,,,1,,,,,,,,,,,,,,,,1,,
8042,1,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8043,1,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8044,1,1,2021,1,3,1,1,1,,,1,,,,,,,1,,,,,,,,
8045,1,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8046,1,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8047,1,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8048,1,1,2012,5,9,1,1,1,1,,1,,,,,1,,,,,,,,,,
8049,1,1,2021,5,3,1,1,1,1,1,1,1,,,,,,,,,1,,,,,
8050,1,1,NSS,99,1,1,1,1,1,,1,,,,,,,,,,,,,,,1
8051,1,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8052,1,1,2008,5,3,1,1,1,1,1,1,,,1,,1,,1,1,1,1,1,1,,,
8053,1,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8054,1,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8055,1,1,2022,9,1,1,1,1,,,,,,,,,,,,,,,,,1,
8056,1,1,2021,99,1,1,1,1,1,1,1,,,,,,,,,,,,,,1,
8057,1,1,2021,1,1,1,1,1,1,1,1,,,,,,,,,,1,,,1,,
8058,1,1,NSS,11,1,1,1,1,1,1,1,,,,,,,1,,,,,,,,
8059,1,1,2022,1,3,1,1,1,1,1,1,,,,,,,1,,,,,,,,
8060,1,1,2022,10,3,1,1,1,1,1,1,,,,,,,,,,,,,,1,
8061,1,1,NSS,1,3,1,1,1,1,1,1,,,,,,,,,,1,,,1,,
8062,1,1,2008,4,1,1,1,1,,,1,,,,,1,,,,,,,,,,
8063,1,1,2019,5,1,1,,1,,1,,,,,,,,,1,,,1,,,,
8064,1,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8065,1,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8066,1,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8067,1,1,2021,1,3,1,1,1,,,,,,,,,,,,1,1,,,,,
9002,1,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9003,1,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9004,1,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9005,1,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9006,1,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9007,1,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9008,1,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9009,1,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9010,1,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9011,1,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9012,1,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9013,1,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9014,1,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9015,1,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9016,1,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9017,1,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10001,1,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10002,1,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10003,1,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10004,1,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10005,1,1,2019,2,3,1,1,1,1,1,1,1,,,,,,1,,,,,,,,
10006,1,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10007,1,1,2002,2,4,1,1,1,1,,,,,,,,,,,,,,,,,1
10008,1,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10009,1,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10010,1,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10011,1,1,2022,5,1,1,1,1,,,,,,,,,,,,,,,,,1,
10012,1,1,2020,10,3,1,1,1,,,1,,,,,,,,,,,,,,1,
10013,1,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10014,1,1,2016,1,1,1,1,,,,,,,,,,,1,,,,,,,,
10015,1,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10016,1,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10017,1,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10018,1,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10019,1,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10020,1,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10021,1,1,2020,2,2,1,,,,,,,,1,,,,,,,,,,,,
10022,1,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10023,1,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10024,1,1,2021,2,4,1,1,1,,,,,,,,,,1,,,,,,,,
10025,1,1,2022,10,1,,,,1,,1,,,,,,,1,,,,,,,,
10026,1,1,2019,5,3,,,,,,,,1,,,,,,,,,,,,,1
10027,1,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10028,1,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10029,1,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10030,1,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10031,1,1,2022,5,4,,,,,,,,1,1,,,,,,,,,,,,
10032,1,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10033,1,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10034,1,1,1992,5,3,1,1,1,1,1,1,1,,,,,,1,,,,,,,,
10035,1,1,2022,2,1,1,1,1,1,1,1,1,,,,,,1,,,,,,,,
10036,1,1,2022,3,2,1,1,1,1,1,1,1,,,,,,,,,,,,,1,
10037,1,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10038,1,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10039,1,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11001,1,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11002,1,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11003,1,1,2013,9,4,1,1,1,1,1,1,,,1,,,,1,,1,,,,,,
11004,1,1,2015,1,2,1,1,1,,,,,,,,,,,,,,,,,1,
11005,1,1,2007,5,3,1,1,1,1,1,1,1,,,,,,,,,,,,1,,
11006,1,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11007,1,1,2018,2,3,1,1,1,1,1,1,,,,,,,,,,,,,1,,
11008,1,9,NSS,997,97,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS
11009,1,1,2012,9,3,1,1,1,1,1,1,,,1,,1,,,,,,,,,,
11010,1,9,NSS,997,97,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS
11011,1,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11012,1,1,2019,4,3,,,,,,,1,,,,,,,,,,,,1,,
11013,1,1,2016,10,1,1,1,1,1,1,1,,,,,,1,,,,,,,,,
11014,1,1,2018,1,3,1,1,1,1,1,1,,,,,,,,,,,,,,1,
11015,1,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11016,1,9,NSS,997,97,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS
11017,1,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11018,1,1,2000,5,4,1,1,1,1,1,1,1,,,,1,,,,,,,,,,
11019,1,1,2005,5,3,1,1,1,1,1,,,,,,,,,,,,,,1,,
11020,1,1,2010,9,5,1,1,1,1,1,1,,,,,,,,,,,,,,1,
11021,1,1,2010,2,4,1,1,1,1,1,,,,,,,,1,,,,,,,,
11022,1,1,2021,5,5,1,1,1,1,1,1,,,,,,,1,,,,,,,,
11023,1,1,2015,2,2,1,1,1,1,1,1,,,,,,,1,,1,,,,,,
11024,1,9,NSS,997,97,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS
11025,1,1,2013,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,1,
11026,1,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11027,1,9,NSS,997,97,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS
11028,1,1,2011,5,5,1,,,,1,,,,,,,,,,,,,,1,,
11029,1,1,2022,5,2,1,1,1,1,1,1,1,,,,1,,,,,,,,1,,
11030,1,9,NSS,997,97,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS
11031,1,1,2015,4,3,1,1,1,1,1,1,,,,,,,1,,,,,,,,
11032,1,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11033,1,1,2011,1,2,1,1,1,1,1,1,,,,,,,,,,,,,,1,
11034,1,1,2021,10,3,,,,,1,,,,,,,,,,,,,,1,,
11035,1,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11036,1,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11037,1,1,1990,1,1,,,,,,,,1,,,,,,,,,1,,,,
11038,1,9,NSS,997,97,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS
11039,1,9,NSS,997,97,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS
11040,1,1,2018,5,1,1,1,1,1,1,1,,,,,1,,,,,,,,,,
11041,1,1,2013,5,3,1,1,1,1,1,1,,,1,1,,,1,,,1,1,1,,,
11042,1,1,2018,5,4,,,,,,,,1,,,,,,,,,,,,,1
11043,1,1,2022,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,,
11044,1,1,2019,1,5,1,1,1,1,1,1,,,,,,,1,,,,,,,,
11045,1,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11046,1,1,2021,5,2,1,1,1,1,1,,,,,,,,1,,1,,,,,,
12001,1,1,2015,2,2,1,1,,,,,,,1,,,1,,,,1,,,,,
12002,1,1,2012,11,1,1,1,,1,1,1,,,,,,,1,,,,,,,,
12003,1,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12004,1,1,2021,9,4,1,1,1,1,1,1,,,,,,,1,,,,,,,,
12005,1,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12006,1,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12007,1,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12008,1,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12009,1,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12010,1,1,2021,10,4,1,1,1,,,1,,,,,,,1,,,,,,,,
12011,1,1,2021,5,3,1,1,1,1,1,1,,,,,,,,,,,,,,1,
12012,1,1,2021,10,1,1,1,1,1,,,,,1,,,,,,,,,,,,
12013,1,1,2021,10,3,1,1,1,,1,,,,,,,,,,,,,,,1,
12014,1,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12015,1,1,2022,5,1,1,1,1,1,1,1,,,,,,,,,,,,,,1,
12016,1,1,2022,10,1,1,,,,,,,,,,,,,,,,,,,1,
12017,1,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12018,1,1,2016,11,1,1,1,1,1,,,,,,,,,,,,,,,,1,
12019,1,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12020,1,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12021,1,9,NSS,997,97,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS
12022,1,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12023,1,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12024,1,1,2021,1,4,1,1,1,,,,,,,,,,,,,,,,,1,
12025,1,1,2021,12,1,1,1,1,1,1,1,,,,,,,1,,,,,,,,
12026,1,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12027,1,1,2021,5,1,1,1,1,,,,,,1,,,,,,,,,,,,
12028,1,1,2020,5,3,1,1,1,1,,1,,,1,,,,1,,1,,,,,,
12029,1,1,2021,2,3,,,,,1,,,,,,,,,,,,,,,1,
12030,1,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12031,1,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12032,1,1,2015,11,1,1,1,,,,,,,,,,,,,,,,,1,,
12033,1,1,2021,6,1,1,,,,,,,,,,1,,,,,,,,,,
12034,1,1,2022,9,4,1,1,1,1,,,,,,,,,1,,,,,,,,
12035,1,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12036,1,1,2021,2,5,,,1,,,,,,1,,,,,,,,,,,,
12037,1,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12038,1,1,2018,1,3,1,1,1,1,1,1,,,,,,,1,,,,,,,,
12039,1,1,2022,3,9,1,1,1,1,1,1,,,,,,,1,,,,,,,,
12040,1,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12041,1,1,2022,1,1,1,1,1,,,,1,,,,,,,,1,,,,,,
12042,1,1,2021,5,1,1,1,1,1,1,1,,,1,,,,1,,,,,,,,
12043,1,1,2022,10,1,1,1,1,1,1,1,,,,,,,,,1,,,,,,
12044,1,1,2022,10,1,1,,,,,,,,,,,,1,,,,,,,,
12045,1,1,2021,5,4,1,1,1,1,,,,,,,1,,,,,,,,,,
12046,1,1,2021,5,3,1,1,1,,,,,,1,,,,1,,,,,,,,
12047,1,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12048,1,1,2021,10,3,1,1,1,1,1,,,,,,,,1,,,,,,,,
12049,1,1,2022,5,1,1,1,1,1,1,1,,,,,,,,,,,,,,,1
12050,1,1,2022,5,3,1,1,1,1,1,1,1,,,,,,,,,,,,1,,
12051,1,1,2018,10,1,,,,1,,,,,1,,,,,,,,,,,,
12052,1,1,2021,2,1,1,1,1,1,1,1,1,,,,1,1,1,1,1,,,,,,
12053,1,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12054,1,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12055,1,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12056,1,1,2009,2,3,1,1,1,1,1,1,,,,,,,,,,,,,1,,
12057,1,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12058,1,9,NSS,997,97,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS
12059,1,1,2021,4,3,1,1,1,1,1,1,1,,,,1,,,,,,,,,,
12060,1,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12061,1,1,2010,2,4,1,1,1,1,1,1,,,,,,,,,,,,,1,,
12062,1,1,2021,11,4,1,1,1,,,1,,,,,,,1,,,,,,,,
12063,1,1,2021,1,1,1,1,1,1,,1,,,,,,,1,,,,,,,,
12064,1,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12065,1,1,2021,2,4,1,1,1,,,,,,,,,,,,,,,,,1,
12066,1,1,2002,11,1,1,1,1,1,1,1,,,,,1,,,,,,,,,,
12067,1,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12068,1,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12069,1,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12070,1,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12071,1,1,2022,10,4,1,1,1,1,1,1,,,,,,,1,,,,,,,,
12072,1,1,2021,1,1,1,1,1,,,1,1,,,,,,,,,,,,,1,
12073,1,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12074,1,1,2022,10,1,1,1,1,1,,,,,1,,,,,,,,,,,,
12075,1,1,2021,1,4,1,,,,,,,,,,1,,,,,,,,,,
12076,1,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12077,1,1,2021,5,3,1,1,1,1,1,1,,,,,,,1,,,,,,,,
12078,1,1,2021,9,1,1,1,1,1,,,,,,,,,,,1,,,,1,,
12079,1,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12080,1,1,2018,1,1,1,1,1,1,1,,,,1,,,,,,,,,,,,
12081,1,1,2018,1,1,1,1,1,1,1,1,,,,,,1,,,,,,,,,
12082,1,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12083,1,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12084,1,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12085,1,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13001,1,1,2022,5,4,1,1,1,1,1,1,1,,,,,,1,,,,,,1,,
