ubicageo_f,regiadmi_g,rnspni1,anios_a,periactu_b,siregadm_b,tipers1,tipers2,tipers3,tipers4,tipers5,tipers6,tipers7,tipers8,raauto1,raauto2,raauto3,raauto4,raauto5,raauto6,raauto7,raauto8,raauto9,raauto10,raauto11,raauto12,raauto13
13002,1,1,2020,2,2,1,1,1,1,1,1,1,,,,,,1,,,,,,,,
13003,1,1,2020,1,4,1,,1,,1,,,,,,,,,,,,,,,1,
13004,1,1,2006,5,3,1,1,1,1,1,1,,,,,,,1,,,,,,,,
13005,1,1,2020,1,5,,,,,1,,,,,,,,,,,,,,,1,
13006,1,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13007,1,1,2020,5,4,1,1,1,1,1,1,,,,,,,1,,,,,,,,
13008,1,1,2011,5,3,1,1,1,1,1,1,,,,,,,,,,,,,,1,
13009,1,1,2020,11,1,1,1,1,1,1,1,1,,,,,,1,,,,,,,,
13010,1,1,2017,5,1,,,,,1,,,,,,1,,,,,,,,,,
13011,1,1,2020,5,4,1,,,,,,,,1,,,,,,,,,,,,
13012,1,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13013,1,1,2020,6,3,1,1,1,1,1,1,,,,,,,,,,,,,1,,
13014,1,1,2021,5,1,1,1,1,1,,,,,,,,,,,,,,,,1,
13015,1,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13016,1,1,2021,1,1,1,1,1,1,,,,,,,,,,,,,,,,1,
13017,1,1,2020,10,1,1,1,1,1,1,,,,,,,,,,,,,,1,,
13018,1,1,2020,5,4,1,1,1,1,,,,,1,,1,,,,,,,,,,
13019,1,1,2020,1,9,1,1,1,1,1,1,1,,1,1,1,,1,,,1,,,,,
13020,1,1,2021,5,3,1,1,1,1,1,1,,,,,,,1,,,,,,,,
13021,1,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13022,1,1,2021,1,3,1,1,1,,1,,,,,,,,,,,,,,,1,
13023,1,1,2020,5,3,1,1,1,1,1,1,1,,,,,,1,,,,,,,,
13024,1,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13025,1,1,2018,3,4,1,1,1,1,1,1,,,1,,,,1,,,,,,,,
13026,1,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13027,1,1,NSS,10,1,1,1,1,1,,1,,,,,,,,,,,,,,1,
13028,1,1,2010,4,4,1,1,1,1,1,1,,,,,,,1,,,,,,,,
13029,1,9,NSS,997,97,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS
13030,1,1,2021,5,2,1,1,1,1,1,1,,,,,,,1,,,,,,,,
13031,1,1,2021,5,3,1,1,1,1,1,,,,1,,,,1,,,1,,,,,
13032,1,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13033,1,1,2020,11,1,1,,,,,,,,1,,,,,,,,,,,,
13034,1,1,2022,1,2,1,1,1,1,1,1,,,1,,,,1,,,,,,,,
13035,1,1,2018,5,3,1,,1,1,,,,,,,1,,1,,,,,,,,
13036,1,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13037,1,1,2020,5,5,1,1,1,1,1,1,1,,,,,,,,,,,,1,,
13038,1,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13039,1,1,2020,1,3,1,1,1,1,1,1,1,,,,,,1,,,,,,,,
13040,1,1,2021,3,2,1,1,1,,,,,,1,,,,,,,,,,,,
13041,1,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13042,1,1,2012,8,1,1,1,1,1,1,1,,,,,,,1,,,,,,,,
13043,1,9,NSS,997,97,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS
13044,1,9,NSS,997,97,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS
13045,1,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13046,1,1,2022,5,4,1,1,1,1,1,,,,,1,,,,,,,,,,,
13047,1,1,2022,4,2,1,1,1,1,,,,,1,,,,1,,,,,,,,
13048,1,1,2009,4,5,1,1,1,1,1,1,1,,,,1,,,,,,,,,,
13049,1,1,2022,2,2,1,1,1,1,1,1,,,1,,,,1,,,,,,,,
13050,1,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13051,1,1,2020,1,3,1,1,1,1,1,1,,,,,,,1,,,,,,,,
13052,1,1,2020,99,2,1,1,1,1,1,1,1,,,,,1,,,,,,,,,
13053,1,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13054,1,1,2020,2,1,1,1,1,1,1,1,,,,,,,1,,,,,,,,
13055,1,1,2020,5,4,1,1,1,1,1,1,,,1,,,,,,,,,,,,
13056,1,1,2020,5,4,1,1,1,1,1,1,,,,,1,,,,,,,,,,
13057,1,1,2018,2,1,1,1,1,1,1,1,1,,,,1,1,,,,,,,,,
13058,1,1,NSS,2,1,,,1,,,,,,,,,,1,,,,,,,,
13059,1,1,2012,2,4,1,1,1,1,1,1,,,,,,,1,,,,,,,,
13060,1,1,2021,5,5,1,1,1,1,1,1,,,,,,,1,,,,,,,,
13061,1,1,2016,2,1,1,1,1,1,1,1,,,,,,,1,,,,,,,,
13062,1,1,2022,1,3,1,1,1,1,1,1,,,,,,,1,,,,,,,,
13063,1,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13064,1,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13065,1,1,2022,2,1,1,1,1,1,1,1,1,,,,1,,,,,,,,,,
13066,1,1,2022,4,3,,,,1,,,,,,,,,,,,,,,,1,
13067,1,1,2021,5,5,1,1,1,1,1,1,1,,,,,,,,1,,,,,,
13068,1,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13069,1,1,2022,9,4,1,1,1,,,,,,1,,,,1,,,,,,,,
13070,1,1,2021,5,3,1,1,1,1,1,1,,,1,,,,,,,,,,,,
13071,1,1,2020,5,2,1,1,1,1,1,1,,,,,,,1,,,,,,,,
13072,1,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13073,1,1,2022,1,1,,,,,1,,,,1,,,,,,,,,,,,
13074,1,1,2020,5,3,1,1,1,1,1,1,,,,,,,1,,,,,,,,
13075,1,1,2021,10,3,1,1,1,1,1,1,,,1,,,,1,,,1,,1,,,
13076,1,1,2016,5,3,1,1,1,1,1,,,,,,,,,,,,,,1,,
13077,1,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13078,1,1,2021,1,1,1,,1,1,1,1,,,,,1,,,,,,,,,,
13079,1,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13080,1,1,2022,7,4,1,1,1,1,1,1,1,,,,1,,1,,,,,,,,
13081,1,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13082,1,1,2021,5,4,1,1,1,1,1,1,,,,,,,1,,,,,,,,
13083,1,1,2020,3,1,1,1,1,1,1,1,1,,,,,,,1,,,,,,,
13084,1,1,2021,5,3,1,1,1,,,,,,1,,,,1,,,,,,,,
14001,1,1,2021,1,2,,,,1,,,,,,,,,,,,,,,,1,
14002,1,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14003,1,1,2021,7,1,,,,,,,,1,,,,,,,,,,,,1,
14004,1,1,2021,2,1,1,1,1,1,1,1,,,,,,,1,,,,,,,,
14005,1,1,2022,1,3,1,1,1,1,1,1,,,,,,,1,,,,,,,,
14006,1,1,2022,1,4,1,1,1,1,,,,,1,,,,,,,,,,,,
14007,1,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14008,1,9,NSS,997,97,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS
14009,1,1,2000,2,1,1,1,1,1,1,1,1,,,,,,,,,,,,,1,
14010,1,1,2021,9,1,1,,,,,1,,,,,1,,,,,,,,,,
14011,1,1,2021,1,9,1,,,,,,,,,,1,,,,,,,,,,
14012,1,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14013,1,1,2019,1,2,,,1,,,,,,,,,,,,,,,,,1,
14014,1,1,2013,1,1,1,1,1,1,1,1,,,,,,,,,,,,,1,,
14015,1,1,2012,1,5,1,1,1,1,1,1,,,,,,,,,,,,,,1,
14016,1,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14017,1,1,2021,1,1,1,1,1,1,1,1,1,,,,,,1,,,,,,,,
14018,1,1,2002,1,2,1,1,1,1,1,1,,,,,1,1,,,,,,,,,
14019,1,1,2022,3,1,1,1,,,,,,,1,,,,1,,,1,,,,,
14020,1,1,2022,2,1,1,1,1,1,1,1,,,1,,,,,,,,,1,,,
14021,1,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14022,1,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14023,1,1,2018,5,2,1,1,1,1,1,1,,,1,,1,,,,,,,,,,
14024,1,1,2021,5,3,,,,,,,1,,,,,,1,,,,,,,,
14025,1,1,2017,10,1,1,1,1,1,1,,,,,,1,,,,,,,,,,
14026,1,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14027,1,1,2022,2,1,,,,,,,,1,,,,,,,,,,,,,1
14028,1,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14029,1,1,2021,11,1,1,1,1,1,1,1,,,,,,,,,,,,,,1,
14030,1,1,2021,11,1,,,,1,1,1,,,,,,,,,,,,,,1,
14031,1,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14032,1,1,2018,5,4,1,,,,,1,,,,,,,,,,1,,,,,
14033,1,1,2018,5,1,1,1,1,1,1,1,1,,1,,,,1,1,,,,,,,
14034,1,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14035,1,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14036,1,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14037,1,1,2022,1,3,1,1,1,1,1,1,,,,,,,,,,,,,,1,
14038,1,1,2015,2,4,,,,,1,,,,,,,,1,,,,,,,,
14039,1,1,2010,2,5,1,1,1,,,,1,,,,,,1,,,1,,,1,,
14040,1,1,2021,5,2,1,1,1,,,1,,,,,,,,,,,,,,1,
14041,1,1,2018,5,5,1,1,1,1,1,1,1,,,,,,1,,,,,,,,
14042,1,1,2020,1,1,1,,,,,,,,,,,,1,,,,,,,,
14043,1,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14044,1,1,2018,10,1,,,,,1,,,,,,,,1,,,1,,1,,,
14045,1,1,2016,5,4,1,1,1,1,,1,,,,,1,,1,,,1,,,,,
14046,1,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14047,1,1,2016,1,2,1,,,,,1,,,1,,,,,,,,,,,,
14048,1,1,2019,7,1,1,1,1,,,,,,,,,,,,,,,,,1,
14049,1,1,2022,5,3,1,1,1,1,1,1,1,,,,,,1,,,,,,,,
14050,1,9,NSS,997,97,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS
14051,1,1,2021,2,1,1,1,,,,,,,,,,,1,,,,,,,,
14052,1,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14053,1,9,NSS,997,97,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS
14054,1,1,2001,1,1,1,1,1,1,1,1,,,1,,1,,1,,,,,,,,
14055,1,1,2021,9,1,1,1,1,1,1,1,,,,,,,1,,,,,,,,
14056,1,1,2018,1,2,1,1,1,1,1,1,,,,,,,1,,,,,,,,
14057,1,1,2001,5,3,1,1,1,,,,,,,,,,,,,,,,,1,
14058,1,1,2022,5,9,,,,,,,,1,,,,,,,,,,,,,1
14059,1,1,2021,10,9,1,1,1,1,,,1,,,,,,,,,,,,1,,
14060,1,1,2020,7,4,1,1,1,1,,,,,,,,,,,,,,,,1,
14061,1,1,2021,10,1,1,1,1,1,1,1,,,,,1,,,,,1,,,,,
14062,1,1,2021,5,4,1,1,1,1,,1,1,,,,,,1,,,,,,1,,
14063,1,1,2010,3,1,,,,,1,,,,,,1,,,,,,,,,,
14064,1,1,2021,2,1,,1,,1,,,,,,,,,1,,,,,,,,
14065,1,1,2021,2,1,1,1,1,1,1,1,1,,,,1,,,,,,,,,,
14066,1,1,2002,2,5,1,1,1,1,1,1,,,,,,,1,,,,,,,,
14067,1,9,NSS,997,97,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS
14068,1,1,2015,5,4,1,1,1,1,1,1,,,,,,,1,,,,,,,,
14069,1,1,2020,1,4,1,1,1,1,,1,,,,,,,1,,,,,,,,
14070,1,1,2018,99,9,1,1,1,1,1,1,,,1,,1,,,,,1,,1,,,
14071,1,1,2014,4,1,1,1,1,1,,,,,1,,,,,,,,,,,,
14072,1,1,2012,1,1,1,1,,1,,,,,1,,1,,,,,,,,,,
14073,1,1,2012,5,4,1,1,1,1,1,1,1,,1,,1,,,,,,,,,,
14074,1,1,2022,7,1,1,1,1,1,1,1,1,,,,,,,,,1,,,,,
14075,1,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14076,1,1,2021,7,3,1,1,1,1,1,1,1,,,,,,,,,,,,,1,
14077,1,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14078,1,1,2021,2,2,1,1,,1,1,1,,,,,,,,,,,,,,1,
14079,1,1,2021,8,1,1,1,1,1,1,1,,,,,,,,,,,,,,1,
14080,1,9,NSS,997,97,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS
14081,1,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14082,1,1,2018,1,1,1,1,1,1,1,1,,,1,,,,1,,,,,,,,
14083,1,1,2021,1,3,1,1,1,1,1,1,1,,,,,,,,,,,,1,,
14084,1,1,2013,5,4,1,1,1,1,1,1,1,,,,,,1,,,,,,,,
14085,1,1,NSS,5,4,1,1,1,,,1,,,,,,,1,,,,,,,,
14086,1,1,2022,2,3,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,,
14087,1,1,2018,5,1,1,1,1,1,1,1,1,,,,,,1,,,,,,,,
14088,1,1,2021,4,4,1,1,1,1,1,1,1,,,,,,1,,,,,,,,
14089,1,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14090,1,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14091,1,1,2021,5,4,1,,,,,,,,,,,,,,,,,,,1,
14092,1,1,2016,5,1,1,1,1,1,1,1,,,,1,,,,,,,,,,,
14093,1,1,2013,1,4,,,,1,1,1,,,,,,,1,,,,,,,,
14094,1,1,2016,3,1,1,1,1,1,,1,,,,,,,,,,,,,,1,
14095,1,1,2022,1,3,1,1,1,1,1,1,1,,,,,,1,,,,,,,,
14096,1,1,2022,1,1,1,1,,,,1,,,,,,,1,,,,,,,,
14097,1,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14098,1,1,2021,2,2,1,1,1,1,1,1,1,,,,,,1,,,,,,1,,
14099,1,1,2019,10,1,1,1,1,1,1,,,,,,1,,,,,,,,,,
14100,1,1,NSS,1,1,1,1,1,,,1,,,,,,,,,,,,,1,,
14101,1,1,2021,7,1,1,1,1,1,1,1,,,,,,,,,,,,,,1,
14102,1,1,2021,10,1,1,,,,,,,,,,,,,,,,,,,1,
14103,1,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14104,1,1,2022,9,1,1,1,1,1,1,1,,,,,,,1,,,,,,,,
14105,1,1,2007,1,4,1,1,1,,,,,,,,1,,,,,,,,,,
14106,1,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14107,1,1,2011,5,1,1,1,1,,1,1,,,,,1,,,,,,,,,,
14108,1,1,2010,2,4,1,1,1,1,1,1,1,,,,,,1,,,,,,,,
14109,1,1,2012,1,1,1,1,,1,,,,,1,,1,,,,,,,,,,
14110,1,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14111,1,1,2022,5,1,1,1,,,,,,,1,,,,,1,1,,,,,,
14112,1,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14113,1,1,2022,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,1,
14114,1,1,2015,5,3,1,1,1,1,1,1,,,,,,,1,,,,,,,,
14115,1,1,2021,6,1,1,1,1,1,1,,,,,,,,,,,,,,,1,
14116,1,1,2000,5,5,,,,,,,,1,,,,1,,,,1,,,,,
14117,1,1,2022,1,5,1,1,1,1,1,1,1,,,,,,1,,,,,,,,
14118,1,1,2021,12,4,,,,,1,,,,,,,,,,,,,,,1,
14119,1,1,2021,5,3,1,,,,,1,1,,,,,,1,,,,,,,,
14120,1,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14121,1,1,2022,2,3,1,1,1,1,1,1,,,,,,,1,,,,,,,,
14122,1,1,2017,1,1,1,1,1,1,1,1,,,,,1,,,,,1,,,,,
14123,1,1,2018,1,2,1,1,1,1,1,1,,,,,1,,,,,,,,,,
14124,1,1,2021,5,3,1,1,1,,1,1,,,,,,,1,,,,,,1,,
14125,1,1,2018,5,1,1,,,,,1,,,,,,,1,,,,,,,,
15001,1,1,2013,10,1,1,1,1,,1,1,1,,,,,,,,,,,,,,1
15002,1,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15003,1,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15004,1,1,2022,12,4,1,1,1,1,1,1,,,,,,,,,,,,,,1,
15005,1,1,2014,11,3,,,,,,1,,,,,,,,,,,,,,1,
15006,1,1,2000,2,1,,1,1,1,,,1,,,,,,,,,,,,,1,
15007,1,9,NSS,997,97,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS
15008,1,1,2014,10,1,1,1,1,1,1,,,,,1,,,,,,,,,,,
15009,1,1,2022,1,4,1,1,1,1,1,1,1,,,,,,,,,1,,,,,
15010,1,1,2022,5,4,1,1,1,1,1,1,1,,,,,,,,,,,,1,,
15011,1,1,2021,10,4,1,1,1,1,1,1,1,,1,,,,1,,,1,,1,,,
15012,1,1,NSS,99,1,1,1,,,,,,,1,,,,,,,,,,,,
15013,1,1,2012,4,5,1,1,1,1,1,1,1,,,,,,1,1,,,,,,,
15014,1,1,2022,5,4,,,,,1,,,,,,,,1,,,,,,,,
15015,1,1,2022,10,1,1,1,1,1,1,,,,,,,,,,,,,,,1,
15016,1,1,2022,5,4,,,,,,,,1,1,,,,1,,1,1,,1,,,
15017,1,1,2021,5,1,1,1,1,1,1,,,,,,,,1,,,,,,,,
15018,1,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15019,1,1,2021,9,2,1,1,1,1,1,1,,,,,1,,,,,,,,,,
15020,1,1,2022,2,1,1,1,1,1,1,1,,,,,,,,,,1,,,,,
15021,1,1,2022,9,9,1,1,1,1,1,1,,,,,,,,,,,,,,1,
15022,1,1,1990,1,5,,,,,1,,,,,,,,,,,,,,,1,
15023,1,1,2017,10,4,,1,,1,1,,,,,,,,,,,,,,,1,
15024,1,1,2022,2,3,,1,,,,,,,,,,,,,,,,,,1,
15025,1,1,2022,7,3,1,1,1,1,1,,,,,,,,,,,,,,,1,
15026,1,1,2018,1,1,1,1,1,1,1,1,1,,,,,,1,,,,,,,,
15027,1,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15028,1,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15029,1,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15030,1,1,2010,2,1,,,,,1,,,,,,,,,,,1,,,,,
15031,1,1,2022,1,1,1,1,1,1,1,1,,,1,,,,,,,1,,,,,
15032,1,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15033,1,1,2000,1,2,,1,,,,,,,1,,,,,,,,,,,,
15034,1,1,2022,10,1,1,1,1,,1,1,1,,,,,,,,,1,,,,,
15035,1,1,2020,3,3,1,1,1,1,1,1,1,,1,,,,1,,1,1,,1,1,,
15036,1,1,2022,5,1,1,1,1,1,1,1,,,,,,,1,,,,,,,,
15037,1,1,2000,2,2,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,,
15038,1,9,NSS,997,97,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS
15039,1,1,2015,2,3,1,1,1,1,1,1,,,,,,,,,,,,,,1,
15040,1,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15041,1,1,2022,9,1,1,1,1,1,1,1,,,,,,,,,,,,,,1,
15042,1,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15043,1,1,2022,2,4,1,1,1,,,,,,1,,,,,,,,,,,,
15044,1,1,2022,11,3,1,1,1,,,,,,,,,,1,,,,,1,,,
15045,1,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15046,1,1,2022,1,1,1,1,1,1,1,1,,,,,,,1,,,,,,,,
15047,1,1,2007,2,4,1,1,1,,,,,,,,,,1,,,,,,,,
15048,1,1,NSS,5,4,1,1,1,1,1,1,1,,,,,,1,,,,,,,,
15049,1,1,2021,1,4,1,,,1,,,,,,,,,,,,,,,1,,
15050,1,1,2019,5,5,1,1,1,1,1,1,1,,,,,,,,1,1,,1,,,
15051,1,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15052,1,1,2003,5,3,,,,,,,,1,,,,,,,,,,,,1,
15053,1,1,2022,1,4,1,,,,,,,,,,,,,,,,,,,1,
15054,1,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15055,1,1,2022,5,1,1,1,1,1,1,1,,,1,,,,,,,,,,,,
15056,1,1,2022,5,2,1,1,1,1,1,1,1,,,,,,,,,,,,,1,
15057,1,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15058,1,1,2013,2,2,1,1,1,1,1,,,,,,,,,,,,,,,1,
15059,1,1,2016,11,4,,,1,,,,,,,,,,1,,,,,,,,
15060,1,1,2005,9,5,,,,,1,,,,,,,,,,,,,,,1,
15061,1,1,2022,1,1,1,1,1,,,,,,1,,,,,,,,,,,,
15062,1,1,2022,5,4,,,,,1,,,,,,,,,,,,,,,1,
