ubicageo_f,regiadmi_g,rnspni1,anios_a,periactu_b,siregadm_b,tipers1,tipers2,tipers3,tipers4,tipers5,tipers6,tipers7,tipers8,raauto1,raauto2,raauto3,raauto4,raauto5,raauto6,raauto7,raauto8,raauto9,raauto10,raauto11,raauto12,raauto13
15057,2,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15058,2,1,2013,2,2,1,1,1,1,1,,,,,,,,,,,,,,,1,
15059,2,1,2016,11,4,,,,,1,,,,,,,,1,,,,,,,,
15060,2,1,2010,9,5,,,,1,,,,,,,,,,,,,,,,1,
15061,2,1,2022,1,1,1,1,1,,,,,,1,,,,,,,,,,,,
15062,2,1,2022,5,1,,,,,1,,,,,,,,,,,,,,,1,
15063,2,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15064,2,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15065,2,1,2022,1,5,1,1,1,1,1,1,1,,,,,,,,,,,,1,,
15066,2,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15067,2,1,2018,5,4,1,,,,,,,,,,,,,,,,,,,1,
15068,2,1,1999,1,4,1,1,1,1,1,1,1,,,,,,1,,,,,,,,
15069,2,1,2020,7,1,1,1,1,1,1,1,1,,,,,,,,,,,,,1,
15070,2,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15071,2,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15072,2,1,2022,12,3,1,1,1,1,1,1,,,,,,,1,,,,,,,,
15073,2,1,2021,5,9,,1,,,,,,,1,,,,,,,,,,,,
15074,2,9,NSS,997,97,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS
15075,2,1,2022,1,1,,,,,,,,1,,,,,,,,,,,,1,
15076,2,1,2022,5,1,,,,,,,1,,,,,,1,,,1,,1,,,
15077,2,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15078,2,1,2022,2,2,,,1,,,,,,,,,,1,,,,,,,,
15079,2,1,2022,1,1,,,1,,1,,,,,,,,1,,,,,,,,
15080,2,1,2022,5,5,1,1,1,1,1,1,,,,,,,1,,,,,,1,,
15081,2,1,2016,11,5,,,,1,,,,,,,,,1,,,,,,,,
15082,2,1,2019,9,1,1,1,1,1,1,1,1,,,,,,,,,,,,,1,
15083,2,1,2022,2,3,1,,,,,,,,1,,,,,,,,,,,,
15084,2,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15085,2,1,2019,4,4,1,1,1,1,1,1,1,,,,,,1,,,,,,,,
15086,2,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15087,2,1,NSS,9,3,1,1,1,1,1,1,,,,,1,,,,,,,,,,
15088,2,1,2011,1,3,1,1,1,1,1,1,1,,,,,,,,,,,,,1,
15089,2,1,2022,10,1,1,1,1,1,1,,,,,,,,,,,,,,,1,
15090,2,1,2022,11,5,1,1,1,,,,,,,,,,1,,,,,,,,
15091,2,1,2016,9,3,,,,,,,,1,,,,,,,,,,,,1,
15092,2,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15093,2,1,2011,10,1,,,,,1,,,,,,,,1,,,,,,,,
15094,2,1,2015,2,1,1,1,1,1,1,,,,,,,,,,,,,,,,1
15095,2,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15096,2,1,2022,5,3,1,1,1,1,1,1,1,,,,,,,,,,,,,1,
15097,2,1,2022,10,1,1,1,1,,1,,,,,,1,,,,,,,,,,
15098,2,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15099,2,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15100,2,1,2022,3,4,1,1,1,1,1,1,1,,,,,,,,,,,,,,1
15101,2,1,2022,1,5,,1,,,,,,,,,1,1,,,,,,,,,
15102,2,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15103,2,1,2022,10,5,,,,,1,,,,,,,,,,,,,,1,,
15104,2,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15105,2,1,2022,5,4,,,1,,,,,,,,,,,,1,,,,,,
15106,2,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15107,2,9,NSS,997,97,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS
15108,2,1,2022,3,1,1,1,1,1,1,1,1,,,,,,,,,,,,,1,
15109,2,1,2020,5,4,1,1,1,,,1,1,,,,,,,,,,,,,1,
15110,2,1,2022,5,4,,1,,,,,,,,1,,,,,,1,,,1,,
15111,2,1,2022,9,5,,,1,,,,,,,,,,,,1,,,,1,,
15112,2,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15113,2,9,NSS,997,97,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS
15114,2,1,2016,5,5,1,,1,1,,1,,,,,1,,,,,,,,,,
15115,2,1,2022,5,3,,,,,1,,,,,,,,1,,,,,,,,
15116,2,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15117,2,1,2015,1,1,1,,,,,,,,,,,,1,,,,,,,,
15118,2,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15119,2,9,NSS,997,97,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS
15120,2,1,2015,5,2,1,1,1,1,1,,,,,,,,,,,,,,,1,
15121,2,1,2022,2,5,,,1,,,,,,,,,,,,,,,,,1,
15122,2,1,2015,5,2,1,1,1,1,,,,,,,,,,,,,,,,1,
15123,2,1,2022,1,5,1,,,,,,,,,,,,,,,,,,,1,
15124,2,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15125,2,1,2022,3,1,1,1,1,,,,,,1,,,,1,,,,,,,,
16001,2,1,2015,2,2,1,1,1,1,1,1,,,,,1,,,,,,,,,,
16002,2,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16003,2,9,NSS,997,97,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS
16004,2,1,2022,1,1,1,1,1,1,1,1,,,,,,,,,1,1,,,,,
16005,2,1,2021,1,5,1,1,1,1,1,1,,,,,,,,,,,,,,1,
16006,2,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16007,2,9,NSS,997,97,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS
16008,2,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16009,2,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16010,2,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16011,2,1,2018,5,1,,,,,1,,,,,,,,1,,,,,,,,
16012,2,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16013,2,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16014,2,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16015,2,1,1984,10,1,,1,1,,,,,,,,,,,,,,,,,1,
16016,2,1,2009,3,4,1,,,,,,,,,,,,,,,,,,,1,
16017,2,1,2020,4,4,1,1,1,1,,,,,,,,,,,,,,,,1,
16018,2,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16019,2,1,2021,10,4,1,1,1,1,,,,,,,,,,,,1,,,,,
16020,2,1,2021,3,3,1,1,1,1,1,1,1,,,,,,,,,,,,,1,
16021,2,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16022,2,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16023,2,1,2021,10,4,1,1,1,1,,,,,1,1,,,,,,,,,,,
16024,2,1,2021,5,1,1,1,1,1,1,1,1,,,,,,,,,,,,,1,
16025,2,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16026,2,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16027,2,1,2022,10,2,1,1,1,1,,,,,,,1,,1,,,,,,,,
16028,2,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16029,2,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16030,2,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16031,2,1,2021,5,5,,,,,,,,1,,,,,,,,,,,,1,
16032,2,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16033,2,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16034,2,1,2019,5,3,,,1,,,,,,,,,,,,,,,,,1,
16035,2,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16036,2,1,2015,1,1,1,1,1,1,1,1,,,,,,,1,,,,,,,,
16037,2,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16038,2,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16039,2,1,2019,10,9,,,,1,,,,,,,,,,,,,,,,1,
16040,2,1,2022,1,3,,,1,,,,,,,,,,,,,,,,,1,
16041,2,1,2002,1,5,1,1,1,,1,1,,,,,,,,,,,,,,1,
16042,2,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16043,2,1,2013,2,4,,,,,,,,1,,,,,,,,,,,,1,
16044,2,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16045,2,1,1995,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,1,
16046,2,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16047,2,1,2022,2,1,1,1,1,1,1,1,,,,,,,,,,,,,1,,
16048,2,1,2022,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,,,,,,
16049,2,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16050,2,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16051,2,98,ND,998,98,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
16052,2,1,NSS,12,1,1,,,,,1,,,,,,,1,,,1,,,,,
16053,2,1,2016,1,2,,,,,,,,1,,,,,,,,,,,,1,
16054,2,1,2021,12,1,1,1,1,1,,1,1,,,,,,1,,,,,,,,
16055,2,1,2021,2,4,,,,,,,,1,,,,,1,,,,,,,,
16056,2,9,NSS,997,97,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS
16057,2,1,2022,1,3,1,1,1,1,1,1,1,,,,1,,,,,,,,,,
16058,2,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16059,2,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16060,2,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16061,2,1,2021,12,1,1,1,1,1,1,1,,,,,,,,,,,,,1,,
16062,2,1,2021,5,3,1,1,1,1,1,,,,,,,,,1,,,,,,,
16063,2,1,2022,2,5,,,,,1,,,,,,,,1,,,,,,1,,
16064,2,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16065,2,1,2016,1,9,,,,,,,,1,,,,,,,,,,,,1,
16066,2,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16067,2,1,2019,5,3,,,1,,,1,1,,1,,,,1,,,,,,,,
16068,2,1,2021,1,5,1,1,1,1,1,1,,,,1,,,,,,,,1,,,
16069,2,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16070,2,1,2022,10,1,1,1,1,1,1,1,1,,,,,,,,,,,,1,,
16071,2,1,2022,1,1,1,1,1,1,1,1,,,,,,,,,,1,,,,,
16072,2,9,NSS,997,97,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS
16073,2,9,NSS,997,97,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS
16074,2,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16075,2,1,2021,10,4,1,1,1,,,,,,,,,,,,,1,,,,,
16076,2,1,2021,5,1,1,,,,,,,,,,,,,,,,,,,1,
16077,2,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16078,2,1,2022,9,2,1,1,1,1,1,1,,,,,,,,,,,,,,1,
16079,2,1,2008,11,1,1,,,,,,,,1,,,,1,,,,,,,,
16080,2,1,2021,4,1,1,1,1,1,1,1,,,,,1,1,1,1,,,,,,,
16081,2,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16082,2,1,2014,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,1,
16083,2,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16084,2,1,2022,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,1,
16085,2,1,2012,11,1,1,1,1,1,1,1,,,,,1,,1,,,,,,,,
16086,2,1,2021,1,1,,,,,,,1,,,,,,,,,,,,,1,
16087,2,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16088,2,1,2015,1,5,1,1,1,1,1,,,,1,,,,1,,,1,,1,,,
16089,2,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16090,2,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16091,2,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16092,2,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16093,2,1,2021,1,1,1,1,1,,,1,,,,,,,1,,,,,,,,
16094,2,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16095,2,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16096,2,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16097,2,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16098,2,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16099,2,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16100,2,9,NSS,997,97,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS
16101,2,1,2018,1,1,,1,1,1,,,,,,,1,,,,,,,,,,
16102,2,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16103,2,1,1995,1,1,,,,,,,,1,,,,,,,,,,,,1,
16104,2,1,2018,1,1,1,1,,,1,1,,,,,,,1,,,,,,,,
16105,2,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16106,2,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16107,2,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16108,2,1,2021,5,3,1,1,,,,1,,,,,,,,,,1,,1,1,,
16109,2,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16110,2,1,2015,2,5,1,1,1,1,1,1,,,,,,,1,,,,,,,,
16111,2,1,2021,5,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,1
16112,2,1,2015,3,9,1,1,1,1,1,1,,,,,,,,,,,,,,1,
16113,2,1,2022,2,1,1,1,1,1,1,1,,,,,,,1,,,,,,,,
17001,2,1,2020,2,1,,1,,,,,,,1,,,,,,,,,,,,
17002,2,1,NSS,4,5,,,,1,1,1,,,,,,,1,,,,,,,,
17003,2,1,2010,1,1,1,1,1,1,,1,1,,,,,,1,,,,,,,,
17004,2,1,2003,4,5,1,1,1,1,1,,,,,,,,1,,,,,,,,
17005,2,1,2018,5,5,1,1,1,1,1,1,,,,,,,,,,,,,1,,
17006,2,1,2022,12,3,1,1,,,,1,,,,,,,1,,,,,,,,
17007,2,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17008,2,1,2003,1,5,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,,1,,
17009,2,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17010,2,1,2022,1,4,,,,,,,,1,1,,,,,,,,,,,,
17011,2,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17012,2,1,2000,2,5,1,1,1,1,1,1,,,,,,,1,,,1,1,1,1,,
17013,2,1,2022,4,1,1,1,1,1,1,,1,,,,1,,,,,,,,,,
17014,2,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17015,2,1,2022,1,1,1,1,1,1,1,1,,,,,,,,,,,,,1,,
17016,2,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17017,2,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17018,2,1,2015,1,3,1,1,1,1,1,1,,,,,,1,,,1,,,,,,
17019,2,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17020,2,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17021,2,9,NSS,997,97,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS
17022,2,1,2021,7,1,1,,,,,,,,,,,,1,,,,,,,,
17023,2,1,2016,1,1,1,1,1,,,,,,,,1,,,,,,,,,,
17024,2,1,2022,10,4,1,1,1,1,1,1,,,,,1,,,,,,,,,,
17025,2,1,2022,2,4,1,1,1,1,1,1,1,,,,,,1,,,,,,,,
17026,2,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17027,2,1,2015,5,9,1,,1,1,,,,,,,,,,,,,,,,,1
17028,2,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17029,2,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17030,2,1,2006,4,5,,,,1,,,,,,,,,1,,,,,,,,
17031,2,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17032,2,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17033,2,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17034,2,1,2022,4,2,1,1,1,1,1,1,,,,,,,1,,,,,,,,
17035,2,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17036,2,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18001,2,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18002,2,1,2019,1,1,1,1,1,1,1,1,1,,,,,,1,,,,,,,,
18003,2,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18004,2,1,2013,12,2,1,1,1,1,1,1,1,,,,,,1,1,,1,1,1,,,
18005,2,1,2021,10,2,,,,,1,1,,,,,,,1,,,,,,,,
18006,2,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18007,2,1,2021,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,1,
18008,2,1,2014,99,3,,,,,,,,1,,,,,1,,,,,,,,
18009,2,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18010,2,1,NSS,5,1,1,1,1,1,1,1,,,,,,,,,,,,,1,,
18011,2,1,2019,5,4,1,,,,,,1,,,,,,1,,1,,,,,,
18012,2,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18013,2,1,2019,9,3,1,1,1,1,1,1,,,,,,,,,1,,,,,,
18014,2,1,2021,5,5,1,1,1,1,1,,,,,,,,,,,,,,1,,
18015,2,1,2000,3,3,,,,1,1,,,,,,,,,,1,1,,,,,
18016,2,1,2022,5,4,1,1,1,1,1,1,,,,,,,1,,,,,,,,
18017,2,1,2003,5,4,,,,1,,,,,,,,,,,,1,,,,,
18018,2,1,2008,1,1,1,1,1,1,,,,,,,,,1,,,1,,,,,
18019,2,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18020,2,1,2022,5,3,1,1,1,,,1,1,,,,,,1,,,,,,,,
19001,2,9,NSS,997,97,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS
