ubicageo_f,tipoinfo_i,siaplica
11003,99,NA
11004,1,NA
11004,2,NA
11004,3,NA
11004,4,NA
11004,5,NA
11004,6,NA
11004,7,NA
11004,8,NA
11004,9,NA
11004,10,NA
11004,11,NA
11004,12,NA
11004,13,NA
11004,14,NA
11004,15,NA
11004,16,NA
11004,17,NA
11004,99,NA
11005,1,1
11005,2,1
11005,3,
11005,4,1
11005,5,
11005,6,
11005,7,1
11005,8,1
11005,9,1
11005,10,
11005,11,
11005,12,
11005,13,
11005,14,1
11005,15,
11005,16,
11005,17,
11005,99,
11006,1,NA
11006,2,NA
11006,3,NA
11006,4,NA
11006,5,NA
11006,6,NA
11006,7,NA
11006,8,NA
11006,9,NA
11006,10,NA
11006,11,NA
11006,12,NA
11006,13,NA
11006,14,NA
11006,15,NA
11006,16,NA
11006,17,NA
11006,99,NA
11007,1,
11007,2,
11007,3,1
11007,4,
11007,5,
11007,6,
11007,7,
11007,8,1
11007,9,1
11007,10,
11007,11,1
11007,12,1
11007,13,
11007,14,1
11007,15,
11007,16,
11007,17,
11007,99,
11008,1,NSS
11008,2,NSS
11008,3,NSS
11008,4,NSS
11008,5,NSS
11008,6,NSS
11008,7,NSS
11008,8,NSS
11008,9,NSS
11008,10,NSS
11008,11,NSS
11008,12,NSS
11008,13,NSS
11008,14,NSS
11008,15,NSS
11008,16,NSS
11008,17,NSS
11008,99,NSS
11009,1,NA
11009,2,NA
11009,3,NA
11009,4,NA
11009,5,NA
11009,6,NA
11009,7,NA
11009,8,NA
11009,9,NA
11009,10,NA
11009,11,NA
11009,12,NA
11009,13,NA
11009,14,NA
11009,15,NA
11009,16,NA
11009,17,NA
11009,99,NA
11010,1,NSS
11010,2,NSS
11010,3,NSS
11010,4,NSS
11010,5,NSS
11010,6,NSS
11010,7,NSS
11010,8,NSS
11010,9,NSS
11010,10,NSS
11010,11,NSS
11010,12,NSS
11010,13,NSS
11010,14,NSS
11010,15,NSS
11010,16,NSS
11010,17,NSS
11010,99,NSS
11011,1,
11011,2,1
11011,3,1
11011,4,1
11011,5,1
11011,6,
11011,7,1
11011,8,1
11011,9,1
11011,10,1
11011,11,
11011,12,
11011,13,
11011,14,1
11011,15,1
11011,16,
11011,17,
11011,99,
11012,1,NA
11012,2,NA
11012,3,NA
11012,4,NA
11012,5,NA
11012,6,NA
11012,7,NA
11012,8,NA
11012,9,NA
11012,10,NA
11012,11,NA
11012,12,NA
11012,13,NA
11012,14,NA
11012,15,NA
11012,16,NA
11012,17,NA
11012,99,NA
11013,1,NA
11013,2,NA
11013,3,NA
11013,4,NA
11013,5,NA
11013,6,NA
11013,7,NA
11013,8,NA
11013,9,NA
11013,10,NA
11013,11,NA
11013,12,NA
11013,13,NA
11013,14,NA
11013,15,NA
11013,16,NA
11013,17,NA
11013,99,NA
11014,1,1
11014,2,1
11014,3,1
11014,4,1
11014,5,1
11014,6,1
11014,7,1
11014,8,1
11014,9,1
11014,10,1
11014,11,1
11014,12,
11014,13,1
11014,14,
11014,15,
11014,16,
11014,17,
11014,99,
11015,1,1
11015,2,1
11015,3,1
11015,4,1
11015,5,1
11015,6,1
11015,7,1
11015,8,1
11015,9,1
11015,10,1
11015,11,1
11015,12,1
11015,13,
11015,14,
11015,15,
11015,16,
11015,17,
11015,99,
11016,1,NA
11016,2,NA
11016,3,NA
11016,4,NA
11016,5,NA
11016,6,NA
11016,7,NA
11016,8,NA
11016,9,NA
11016,10,NA
11016,11,NA
11016,12,NA
11016,13,NA
11016,14,NA
11016,15,NA
11016,16,NA
11016,17,NA
11016,99,NA
11017,1,1
11017,2,1
11017,3,1
11017,4,1
11017,5,1
11017,6,1
11017,7,1
11017,8,1
11017,9,1
11017,10,
11017,11,1
11017,12,
11017,13,1
11017,14,1
11017,15,
11017,16,1
11017,17,
11017,99,
11018,1,
11018,2,1
11018,3,1
11018,4,1
11018,5,1
11018,6,
11018,7,1
11018,8,
11018,9,1
11018,10,
11018,11,
11018,12,
11018,13,
11018,14,1
11018,15,
11018,16,
11018,17,
11018,99,
11019,1,NA
11019,2,NA
11019,3,NA
11019,4,NA
11019,5,NA
11019,6,NA
11019,7,NA
11019,8,NA
11019,9,NA
11019,10,NA
11019,11,NA
11019,12,NA
11019,13,NA
11019,14,NA
11019,15,NA
11019,16,NA
11019,17,NA
11019,99,NA
11020,1,1
11020,2,1
11020,3,1
11020,4,1
11020,5,1
11020,6,
11020,7,1
11020,8,1
11020,9,1
11020,10,
11020,11,
11020,12,
11020,13,
11020,14,
11020,15,
11020,16,
11020,17,
11020,99,
11021,1,NA
11021,2,NA
11021,3,NA
11021,4,NA
11021,5,NA
11021,6,NA
11021,7,NA
11021,8,NA
11021,9,NA
11021,10,NA
11021,11,NA
11021,12,NA
11021,13,NA
11021,14,NA
11021,15,NA
11021,16,NA
11021,17,NA
11021,99,NA
11022,1,NA
11022,2,NA
11022,3,NA
11022,4,NA
11022,5,NA
11022,6,NA
11022,7,NA
11022,8,NA
11022,9,NA
11022,10,NA
11022,11,NA
11022,12,NA
11022,13,NA
11022,14,NA
11022,15,NA
11022,16,NA
11022,17,NA
11022,99,NA
11023,1,1
11023,2,1
11023,3,1
11023,4,1
11023,5,1
11023,6,1
11023,7,1
11023,8,1
11023,9,1
11023,10,1
11023,11,1
11023,12,1
11023,13,1
11023,14,1
11023,15,
11023,16,
11023,17,
11023,99,
11024,1,NSS
11024,2,NSS
11024,3,NSS
11024,4,NSS
11024,5,NSS
11024,6,NSS
11024,7,NSS
11024,8,NSS
11024,9,NSS
11024,10,NSS
11024,11,NSS
11024,12,NSS
11024,13,NSS
11024,14,NSS
11024,15,NSS
11024,16,NSS
11024,17,NSS
11024,99,NSS
11025,1,1
11025,2,1
11025,3,1
11025,4,1
11025,5,1
11025,6,1
11025,7,1
11025,8,1
11025,9,1
11025,10,1
11025,11,1
11025,12,
11025,13,1
11025,14,1
11025,15,
11025,16,
11025,17,
11025,99,
11026,1,NA
11026,2,NA
11026,3,NA
11026,4,NA
11026,5,NA
11026,6,NA
11026,7,NA
11026,8,NA
11026,9,NA
11026,10,NA
11026,11,NA
11026,12,NA
11026,13,NA
11026,14,NA
11026,15,NA
11026,16,NA
11026,17,NA
11026,99,NA
11027,1,NA
11027,2,NA
11027,3,NA
11027,4,NA
11027,5,NA
11027,6,NA
11027,7,NA
11027,8,NA
11027,9,NA
11027,10,NA
11027,11,NA
11027,12,NA
11027,13,NA
11027,14,NA
11027,15,NA
11027,16,NA
11027,17,NA
11027,99,NA
11028,1,NA
11028,2,NA
11028,3,NA
11028,4,NA
11028,5,NA
11028,6,NA
11028,7,NA
11028,8,NA
11028,9,NA
11028,10,NA
11028,11,NA
11028,12,NA
11028,13,NA
11028,14,NA
11028,15,NA
11028,16,NA
11028,17,NA
11028,99,NA
11029,1,1
11029,2,1
11029,3,1
11029,4,1
11029,5,1
11029,6,1
11029,7,1
11029,8,1
11029,9,1
11029,10,
11029,11,1
11029,12,1
11029,13,1
11029,14,1
11029,15,
11029,16,
11029,17,
11029,99,
11030,1,1
11030,2,1
11030,3,1
11030,4,1
11030,5,1
11030,6,1
11030,7,1
11030,8,1
11030,9,1
11030,10,1
11030,11,1
11030,12,
11030,13,1
11030,14,1
11030,15,
11030,16,
11030,17,
11030,99,
11031,1,NA
11031,2,NA
11031,3,NA
11031,4,NA
11031,5,NA
11031,6,NA
11031,7,NA
11031,8,NA
11031,9,NA
11031,10,NA
11031,11,NA
11031,12,NA
11031,13,NA
11031,14,NA
11031,15,NA
11031,16,NA
11031,17,NA
11031,99,NA
11032,1,NA
11032,2,NA
11032,3,NA
11032,4,NA
11032,5,NA
11032,6,NA
11032,7,NA
11032,8,NA
11032,9,NA
11032,10,NA
11032,11,NA
11032,12,NA
11032,13,NA
11032,14,NA
11032,15,NA
11032,16,NA
11032,17,NA
11032,99,NA
11033,1,1
11033,2,1
11033,3,1
11033,4,1
11033,5,1
11033,6,
11033,7,1
11033,8,1
11033,9,1
11033,10,
11033,11,
11033,12,
11033,13,1
11033,14,1
11033,15,
11033,16,
11033,17,
11033,99,
11034,1,NA
11034,2,NA
11034,3,NA
11034,4,NA
11034,5,NA
11034,6,NA
11034,7,NA
11034,8,NA
11034,9,NA
11034,10,NA
11034,11,NA
11034,12,NA
11034,13,NA
11034,14,NA
11034,15,NA
11034,16,NA
11034,17,NA
11034,99,NA
11035,1,NA
11035,2,NA
11035,3,NA
11035,4,NA
11035,5,NA
11035,6,NA
11035,7,NA
11035,8,NA
11035,9,NA
11035,10,NA
11035,11,NA
11035,12,NA
11035,13,NA
11035,14,NA
11035,15,NA
11035,16,NA
11035,17,NA
11035,99,NA
11036,1,NA
11036,2,NA
11036,3,NA
11036,4,NA
11036,5,NA
11036,6,NA
11036,7,NA
11036,8,NA
11036,9,NA
11036,10,NA
11036,11,NA
11036,12,NA
11036,13,NA
11036,14,NA
11036,15,NA
11036,16,NA
11036,17,NA
11036,99,NA
11037,1,1
11037,2,1
11037,3,1
11037,4,1
11037,5,1
11037,6,1
11037,7,1
11037,8,1
11037,9,
11037,10,1
11037,11,1
11037,12,
11037,13,1
11037,14,1
11037,15,1
11037,16,
11037,17,
11037,99,
11038,1,NSS
11038,2,NSS
11038,3,NSS
11038,4,NSS
11038,5,NSS
11038,6,NSS
11038,7,NSS
11038,8,NSS
11038,9,NSS
11038,10,NSS
11038,11,NSS
11038,12,NSS
11038,13,NSS
11038,14,NSS
11038,15,NSS
11038,16,NSS
11038,17,NSS
11038,99,NSS
11039,1,NSS
11039,2,NSS
11039,3,NSS
11039,4,NSS
11039,5,NSS
11039,6,NSS
11039,7,NSS
11039,8,NSS
11039,9,NSS
11039,10,NSS
11039,11,NSS
11039,12,NSS
11039,13,NSS
11039,14,NSS
11039,15,NSS
11039,16,NSS
11039,17,NSS
11039,99,NSS
11040,1,1
11040,2,1
11040,3,1
11040,4,1
11040,5,1
11040,6,1
11040,7,1
11040,8,1
11040,9,1
11040,10,1
11040,11,1
11040,12,1
11040,13,1
11040,14,1
11040,15,1
11040,16,
11040,17,
11040,99,
11041,1,1
11041,2,1
11041,3,1
11041,4,1
11041,5,1
11041,6,1
11041,7,1
11041,8,1
11041,9,1
11041,10,
11041,11,1
11041,12,
11041,13,1
11041,14,1
11041,15,1
11041,16,
11041,17,
11041,99,
11042,1,1
11042,2,1
11042,3,1
11042,4,1
11042,5,1
11042,6,1
11042,7,1
11042,8,1
11042,9,1
11042,10,1
11042,11,1
11042,12,1
11042,13,1
11042,14,1
11042,15,1
11042,16,
11042,17,
11042,99,
11043,1,NA
11043,2,NA
11043,3,NA
11043,4,NA
11043,5,NA
11043,6,NA
11043,7,NA
11043,8,NA
11043,9,NA
11043,10,NA
11043,11,NA
11043,12,NA
11043,13,NA
11043,14,NA
11043,15,NA
11043,16,NA
11043,17,NA
11043,99,NA
11044,1,NA
11044,2,NA
11044,3,NA
11044,4,NA
11044,5,NA
11044,6,NA
11044,7,NA
11044,8,NA
11044,9,NA
11044,10,NA
11044,11,NA
11044,12,NA
11044,13,NA
11044,14,NA
11044,15,NA
11044,16,NA
11044,17,NA
11044,99,NA
11045,1,NA
11045,2,NA
11045,3,NA
11045,4,NA
11045,5,NA
11045,6,NA
11045,7,NA
11045,8,NA
11045,9,NA
11045,10,NA
11045,11,NA
11045,12,NA
11045,13,NA
11045,14,NA
11045,15,NA
11045,16,NA
11045,17,NA
11045,99,NA
11046,1,
11046,2,1
11046,3,1
11046,4,1
11046,5,1
11046,6,1
11046,7,
11046,8,
11046,9,
11046,10,
11046,11,
11046,12,
11046,13,
11046,14,
11046,15,
11046,16,
11046,17,
11046,99,
12001,1,1
12001,2,1
12001,3,1
12001,4,1
12001,5,1
12001,6,1
12001,7,1
12001,8,1
12001,9,1
12001,10,1
12001,11,1
12001,12,1
12001,13,1
12001,14,1
12001,15,1
12001,16,
12001,17,
12001,99,
12002,1,NA
12002,2,NA
12002,3,NA
12002,4,NA
12002,5,NA
12002,6,NA
12002,7,NA
12002,8,NA
12002,9,NA
12002,10,NA
12002,11,NA
12002,12,NA
12002,13,NA
12002,14,NA
12002,15,NA
12002,16,NA
12002,17,NA
12002,99,NA
12003,1,NA
12003,2,NA
12003,3,NA
12003,4,NA
12003,5,NA
12003,6,NA
12003,7,NA
12003,8,NA
12003,9,NA
12003,10,NA
12003,11,NA
12003,12,NA
12003,13,NA
12003,14,NA
12003,15,NA
12003,16,NA
12003,17,NA
12003,99,NA
12004,1,NA
12004,2,NA
12004,3,NA
12004,4,NA
12004,5,NA
12004,6,NA
12004,7,NA
12004,8,NA
12004,9,NA
12004,10,NA
12004,11,NA
12004,12,NA
12004,13,NA
12004,14,NA
12004,15,NA
12004,16,NA
12004,17,NA
12004,99,NA
12005,1,NA
12005,2,NA
12005,3,NA
12005,4,NA
12005,5,NA
12005,6,NA
12005,7,NA
12005,8,NA
12005,9,NA
12005,10,NA
12005,11,NA
12005,12,NA
12005,13,NA
12005,14,NA
12005,15,NA
12005,16,NA
12005,17,NA
12005,99,NA
12006,1,NA
12006,2,NA
12006,3,NA
12006,4,NA
12006,5,NA
12006,6,NA
12006,7,NA
12006,8,NA
12006,9,NA
12006,10,NA
12006,11,NA
12006,12,NA
12006,13,NA
12006,14,NA
12006,15,NA
12006,16,NA
12006,17,NA
12006,99,NA
12007,1,NA
12007,2,NA
12007,3,NA
12007,4,NA
12007,5,NA
12007,6,NA
12007,7,NA
12007,8,NA
12007,9,NA
12007,10,NA
12007,11,NA
12007,12,NA
12007,13,NA
12007,14,NA
12007,15,NA
12007,16,NA
12007,17,NA
12007,99,NA
12008,1,NA
12008,2,NA
12008,3,NA
12008,4,NA
12008,5,NA
12008,6,NA
12008,7,NA
12008,8,NA
12008,9,NA
12008,10,NA
12008,11,NA
12008,12,NA
12008,13,NA
12008,14,NA
12008,15,NA
12008,16,NA
12008,17,NA
12008,99,NA
12009,1,NA
12009,2,NA
12009,3,NA
12009,4,NA
12009,5,NA
12009,6,NA
12009,7,NA
12009,8,NA
12009,9,NA
12009,10,NA
12009,11,NA
12009,12,NA
12009,13,NA
12009,14,NA
12009,15,NA
12009,16,NA
12009,17,NA
12009,99,NA
12010,1,NA
12010,2,NA
12010,3,NA
12010,4,NA
12010,5,NA
12010,6,NA
12010,7,NA
12010,8,NA
12010,9,NA
12010,10,NA
12010,11,NA
12010,12,NA
12010,13,NA
12010,14,NA
12010,15,NA
12010,16,NA
12010,17,NA
12010,99,NA
12011,1,1
12011,2,1
12011,3,1
12011,4,1
12011,5,1
12011,6,1
12011,7,1
12011,8,
12011,9,1
12011,10,
12011,11,
12011,12,
12011,13,
12011,14,
12011,15,
12011,16,
12011,17,
12011,99,
12012,1,NA
12012,2,NA
12012,3,NA
12012,4,NA
12012,5,NA
12012,6,NA
12012,7,NA
12012,8,NA
12012,9,NA
12012,10,NA
12012,11,NA
12012,12,NA
12012,13,NA
12012,14,NA
12012,15,NA
12012,16,NA
12012,17,NA
12012,99,NA
12013,1,NA
12013,2,NA
12013,3,NA
12013,4,NA
12013,5,NA
12013,6,NA
12013,7,NA
12013,8,NA
12013,9,NA
12013,10,NA
12013,11,NA
12013,12,NA
12013,13,NA
12013,14,NA
12013,15,NA
12013,16,NA
12013,17,NA
12013,99,NA
12014,1,NA
12014,2,NA
12014,3,NA
12014,4,NA
12014,5,NA
12014,6,NA
12014,7,NA
12014,8,NA
12014,9,NA
12014,10,NA
12014,11,NA
12014,12,NA
12014,13,NA
12014,14,NA
12014,15,NA
12014,16,NA
12014,17,NA
12014,99,NA
12015,1,NA
12015,2,NA
12015,3,NA
12015,4,NA
12015,5,NA
12015,6,NA
12015,7,NA
12015,8,NA
12015,9,NA
12015,10,NA
12015,11,NA
12015,12,NA
12015,13,NA
12015,14,NA
12015,15,NA
12015,16,NA
12015,17,NA
12015,99,NA
12016,1,NA
12016,2,NA
12016,3,NA
12016,4,NA
12016,5,NA
12016,6,NA
12016,7,NA
12016,8,NA
12016,9,NA
12016,10,NA
12016,11,NA
12016,12,NA
12016,13,NA
12016,14,NA
12016,15,NA
12016,16,NA
12016,17,NA
12016,99,NA
12017,1,NA
12017,2,NA
12017,3,NA
12017,4,NA
12017,5,NA
12017,6,NA
12017,7,NA
12017,8,NA
12017,9,NA
12017,10,NA
12017,11,NA
12017,12,NA
12017,13,NA
12017,14,NA
12017,15,NA
12017,16,NA
12017,17,NA
12017,99,NA
12018,1,NA
12018,2,NA
12018,3,NA
12018,4,NA
12018,5,NA
12018,6,NA
12018,7,NA
12018,8,NA
12018,9,NA
12018,10,NA
12018,11,NA
12018,12,NA
12018,13,NA
12018,14,NA
12018,15,NA
12018,16,NA
12018,17,NA
12018,99,NA
12019,1,NA
12019,2,NA
12019,3,NA
12019,4,NA
12019,5,NA
12019,6,NA
12019,7,NA
12019,8,NA
12019,9,NA
12019,10,NA
12019,11,NA
12019,12,NA
12019,13,NA
12019,14,NA
12019,15,NA
12019,16,NA
12019,17,NA
12019,99,NA
12020,1,NA
12020,2,NA
12020,3,NA
12020,4,NA
12020,5,NA
12020,6,NA
12020,7,NA
12020,8,NA
12020,9,NA
12020,10,NA
12020,11,NA
12020,12,NA
12020,13,NA
12020,14,NA
12020,15,NA
12020,16,NA
12020,17,NA
12020,99,NA
12021,1,NA
12021,2,NA
12021,3,NA
12021,4,NA
12021,5,NA
12021,6,NA
12021,7,NA
12021,8,NA
12021,9,NA
12021,10,NA
12021,11,NA
12021,12,NA
12021,13,NA
12021,14,NA
12021,15,NA
12021,16,NA
12021,17,NA
12021,99,NA
12022,1,NA
12022,2,NA
12022,3,NA
12022,4,NA
12022,5,NA
12022,6,NA
12022,7,NA
12022,8,NA
12022,9,NA
12022,10,NA
12022,11,NA
12022,12,NA
12022,13,NA
12022,14,NA
12022,15,NA
12022,16,NA
12022,17,NA
12022,99,NA
12023,1,NA
12023,2,NA
12023,3,NA
12023,4,NA
12023,5,NA
12023,6,NA
12023,7,NA
12023,8,NA
12023,9,NA
12023,10,NA
12023,11,NA
12023,12,NA
12023,13,NA
12023,14,NA
12023,15,NA
12023,16,NA
12023,17,NA
12023,99,NA
12024,1,NA
12024,2,NA
12024,3,NA
12024,4,NA
12024,5,NA
12024,6,NA
12024,7,NA
12024,8,NA
12024,9,NA
12024,10,NA
12024,11,NA
12024,12,NA
12024,13,NA
12024,14,NA
12024,15,NA
12024,16,NA
12024,17,NA
12024,99,NA
12025,1,NA
12025,2,NA
12025,3,NA
12025,4,NA
12025,5,NA
12025,6,NA
12025,7,NA
12025,8,NA
12025,9,NA
12025,10,NA
12025,11,NA
12025,12,NA
12025,13,NA
12025,14,NA
12025,15,NA
12025,16,NA
12025,17,NA
12025,99,NA
12026,1,NA
12026,2,NA
12026,3,NA
12026,4,NA
12026,5,NA
12026,6,NA
12026,7,NA
12026,8,NA
12026,9,NA
12026,10,NA
12026,11,NA
12026,12,NA
12026,13,NA
12026,14,NA
12026,15,NA
12026,16,NA
12026,17,NA
12026,99,NA
12027,1,NA
12027,2,NA
12027,3,NA
12027,4,NA
12027,5,NA
12027,6,NA
12027,7,NA
12027,8,NA
12027,9,NA
12027,10,NA
12027,11,NA
12027,12,NA
12027,13,NA
12027,14,NA
12027,15,NA
12027,16,NA
12027,17,NA
12027,99,NA
12028,1,
12028,2,1
12028,3,1
12028,4,1
12028,5,1
12028,6,
12028,7,1
12028,8,
12028,9,1
12028,10,
12028,11,
12028,12,1
12028,13,
12028,14,
12028,15,
12028,16,
12028,17,
12028,99,
12029,1,1
12029,2,
12029,3,1
12029,4,1
12029,5,1
12029,6,
12029,7,
12029,8,1
12029,9,1
12029,10,
12029,11,1
12029,12,
12029,13,1
12029,14,1
12029,15,
12029,16,
12029,17,
12029,99,
12030,1,NA
12030,2,NA
12030,3,NA
12030,4,NA
12030,5,NA
12030,6,NA
12030,7,NA
12030,8,NA
12030,9,NA
12030,10,NA
12030,11,NA
12030,12,NA
12030,13,NA
12030,14,NA
12030,15,NA
12030,16,NA
12030,17,NA
12030,99,NA
12031,1,NA
12031,2,NA
12031,3,NA
12031,4,NA
12031,5,NA
12031,6,NA
12031,7,NA
12031,8,NA
12031,9,NA
12031,10,NA
12031,11,NA
12031,12,NA
12031,13,NA
12031,14,NA
12031,15,NA
12031,16,NA
12031,17,NA
12031,99,NA
12032,1,NA
12032,2,NA
12032,3,NA
12032,4,NA
12032,5,NA
12032,6,NA
12032,7,NA
12032,8,NA
12032,9,NA
12032,10,NA
12032,11,NA
12032,12,NA
12032,13,NA
12032,14,NA
12032,15,NA
12032,16,NA
12032,17,NA
12032,99,NA
12033,1,NA
12033,2,NA
12033,3,NA
12033,4,NA
12033,5,NA
12033,6,NA
12033,7,NA
12033,8,NA
12033,9,NA
12033,10,NA
12033,11,NA
12033,12,NA
12033,13,NA
12033,14,NA
12033,15,NA
12033,16,NA
12033,17,NA
12033,99,NA
12034,1,NA
12034,2,NA
12034,3,NA
12034,4,NA
12034,5,NA
12034,6,NA
12034,7,NA
12034,8,NA
12034,9,NA
12034,10,NA
12034,11,NA
12034,12,NA
12034,13,NA
12034,14,NA
12034,15,NA
12034,16,NA
12034,17,NA
12034,99,NA
12035,1,NA
12035,2,NA
12035,3,NA
12035,4,NA
12035,5,NA
12035,6,NA
12035,7,NA
12035,8,NA
12035,9,NA
12035,10,NA
12035,11,NA
12035,12,NA
12035,13,NA
12035,14,NA
12035,15,NA
12035,16,NA
12035,17,NA
12035,99,NA
12036,1,NA
12036,2,NA
12036,3,NA
12036,4,NA
12036,5,NA
12036,6,NA
12036,7,NA
12036,8,NA
12036,9,NA
12036,10,NA
12036,11,NA
12036,12,NA
12036,13,NA
12036,14,NA
12036,15,NA
12036,16,NA
12036,17,NA
12036,99,NA
12037,1,NA
12037,2,NA
12037,3,NA
12037,4,NA
12037,5,NA
12037,6,NA
12037,7,NA
12037,8,NA
12037,9,NA
12037,10,NA
12037,11,NA
12037,12,NA
12037,13,NA
12037,14,NA
12037,15,NA
12037,16,NA
12037,17,NA
12037,99,NA
12038,1,NA
12038,2,NA
12038,3,NA
12038,4,NA
12038,5,NA
12038,6,NA
12038,7,NA
12038,8,NA
12038,9,NA
12038,10,NA
12038,11,NA
12038,12,NA
12038,13,NA
12038,14,NA
12038,15,NA
12038,16,NA
12038,17,NA
12038,99,NA
12039,1,NA
12039,2,NA
12039,3,NA
12039,4,NA
12039,5,NA
12039,6,NA
12039,7,NA
12039,8,NA
12039,9,NA
12039,10,NA
12039,11,NA
12039,12,NA
12039,13,NA
12039,14,NA
12039,15,NA
12039,16,NA
12039,17,NA
12039,99,NA
12040,1,NA
12040,2,NA
12040,3,NA
12040,4,NA
12040,5,NA
12040,6,NA
12040,7,NA
12040,8,NA
12040,9,NA
12040,10,NA
12040,11,NA
12040,12,NA
12040,13,NA
12040,14,NA
12040,15,NA
12040,16,NA
12040,17,NA
12040,99,NA
12041,1,NA
12041,2,NA
12041,3,NA
12041,4,NA
12041,5,NA
12041,6,NA
12041,7,NA
12041,8,NA
12041,9,NA
12041,10,NA
12041,11,NA
12041,12,NA
12041,13,NA
12041,14,NA
12041,15,NA
12041,16,NA
12041,17,NA
12041,99,NA
12042,1,NA
12042,2,NA
12042,3,NA
12042,4,NA
12042,5,NA
12042,6,NA
12042,7,NA
12042,8,NA
12042,9,NA
12042,10,NA
12042,11,NA
12042,12,NA
12042,13,NA
12042,14,NA
12042,15,NA
12042,16,NA
12042,17,NA
12042,99,NA
12043,1,NA
12043,2,NA
12043,3,NA
12043,4,NA
12043,5,NA
12043,6,NA
12043,7,NA
12043,8,NA
12043,9,NA
12043,10,NA
12043,11,NA
12043,12,NA
12043,13,NA
12043,14,NA
12043,15,NA
12043,16,NA
12043,17,NA
12043,99,NA
12044,1,NA
12044,2,NA
12044,3,NA
12044,4,NA
12044,5,NA
12044,6,NA
12044,7,NA
12044,8,NA
12044,9,NA
12044,10,NA
12044,11,NA
12044,12,NA
12044,13,NA
12044,14,NA
12044,15,NA
12044,16,NA
12044,17,NA
12044,99,NA
12045,1,NA
12045,2,NA
12045,3,NA
12045,4,NA
12045,5,NA
12045,6,NA
12045,7,NA
12045,8,NA
12045,9,NA
12045,10,NA
12045,11,NA
12045,12,NA
12045,13,NA
12045,14,NA
12045,15,NA
12045,16,NA
12045,17,NA
12045,99,NA
12046,1,NA
12046,2,NA
12046,3,NA
12046,4,NA
12046,5,NA
12046,6,NA
12046,7,NA
12046,8,NA
12046,9,NA
12046,10,NA
12046,11,NA
12046,12,NA
12046,13,NA
12046,14,NA
12046,15,NA
12046,16,NA
12046,17,NA
12046,99,NA
12047,1,NA
12047,2,NA
12047,3,NA
12047,4,NA
12047,5,NA
12047,6,NA
12047,7,NA
12047,8,NA
12047,9,NA
12047,10,NA
12047,11,NA
12047,12,NA
12047,13,NA
12047,14,NA
12047,15,NA
12047,16,NA
12047,17,NA
12047,99,NA
12048,1,NA
12048,2,NA
12048,3,NA
12048,4,NA
12048,5,NA
12048,6,NA
12048,7,NA
12048,8,NA
12048,9,NA
12048,10,NA
12048,11,NA
12048,12,NA
12048,13,NA
12048,14,NA
12048,15,NA
12048,16,NA
12048,17,NA
12048,99,NA
12049,1,NA
12049,2,NA
12049,3,NA
12049,4,NA
12049,5,NA
12049,6,NA
12049,7,NA
12049,8,NA
12049,9,NA
12049,10,NA
12049,11,NA
12049,12,NA
12049,13,NA
12049,14,NA
12049,15,NA
12049,16,NA
12049,17,NA
12049,99,NA
12050,1,NA
12050,2,NA
12050,3,NA
12050,4,NA
12050,5,NA
12050,6,NA
12050,7,NA
12050,8,NA
12050,9,NA
12050,10,NA
12050,11,NA
12050,12,NA
12050,13,NA
12050,14,NA
12050,15,NA
12050,16,NA
12050,17,NA
12050,99,NA
12051,1,NA
12051,2,NA
12051,3,NA
12051,4,NA
12051,5,NA
12051,6,NA
12051,7,NA
12051,8,NA
12051,9,NA
12051,10,NA
12051,11,NA
12051,12,NA
12051,13,NA
12051,14,NA
12051,15,NA
12051,16,NA
12051,17,NA
12051,99,NA
12052,1,1
12052,2,1
12052,3,1
12052,4,1
12052,5,1
12052,6,1
12052,7,1
12052,8,1
12052,9,1
12052,10,
12052,11,1
12052,12,
12052,13,1
12052,14,1
12052,15,1
12052,16,
12052,17,
12052,99,
12053,1,NA
12053,2,NA
12053,3,NA
12053,4,NA
12053,5,NA
12053,6,NA
12053,7,NA
12053,8,NA
12053,9,NA
12053,10,NA
12053,11,NA
12053,12,NA
12053,13,NA
12053,14,NA
12053,15,NA
12053,16,NA
12053,17,NA
12053,99,NA
12054,1,NA
12054,2,NA
12054,3,NA
12054,4,NA
12054,5,NA
12054,6,NA
12054,7,NA
12054,8,NA
12054,9,NA
12054,10,NA
12054,11,NA
12054,12,NA
12054,13,NA
12054,14,NA
12054,15,NA
12054,16,NA
12054,17,NA
12054,99,NA
12055,1,NA
12055,2,NA
12055,3,NA
12055,4,NA
12055,5,NA
12055,6,NA
12055,7,NA
12055,8,NA
12055,9,NA
12055,10,NA
12055,11,NA
12055,12,NA
12055,13,NA
12055,14,NA
12055,15,NA
12055,16,NA
12055,17,NA
12055,99,NA
12056,1,NA
12056,2,NA
12056,3,NA
12056,4,NA
12056,5,NA
12056,6,NA
12056,7,NA
12056,8,NA
12056,9,NA
12056,10,NA
12056,11,NA
12056,12,NA
12056,13,NA
12056,14,NA
12056,15,NA
12056,16,NA
12056,17,NA
12056,99,NA
12057,1,NA
12057,2,NA
12057,3,NA
12057,4,NA
12057,5,NA
12057,6,NA
12057,7,NA
12057,8,NA
12057,9,NA
12057,10,NA
12057,11,NA
12057,12,NA
12057,13,NA
12057,14,NA
12057,15,NA
12057,16,NA
12057,17,NA
12057,99,NA
12058,1,NA
12058,2,NA
12058,3,NA
12058,4,NA
12058,5,NA
12058,6,NA
12058,7,NA
