ARCHIVO,CONTENIDO
m3s2p28,"Facultad de la institución encargada de la función de seguridad pública para realizar aseguramientos de armas, en los años 2021 y 2022."
m3s2p29,"Armas aseguradas por la institución encargada de la función de seguridad pública, según tipo, durante los años 2021 y 2022."
m3s2p30,"Armas aseguradas por la institución encargada de la función de seguridad pública, según estatus de registro y tipo, durante el año 2022."
m3s2p31,"Armas aseguradas por la institución encargada de la función de seguridad pública, según autoridad a quien se notificó el aseguramiento y tipo, durante el año 2022."
